sequence,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBCdBTeBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEuhBciBTeBa?mBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEWiBTeBamBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEicBTeB1mBx?rBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBTeBUhB6?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBSjBUhBl?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEFdBTeBimB/?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEFdBTeBimBG?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhExcBTeBlmBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBTeBUnBC?nBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBFhB3mB+?nBasB
LOSJZTI,X,X,X,X,X,X,O,O,X,X,X
LOSJZIT,O,X,O,X,X,X,O,O,X,X,X
LOSZTIJ,X,X,X,X,X,X,O,O,X,X,X
LOSZTJI,X,X,X,X,X,X,O,X,X,X,X
LOSZITJ,X,X,X,X,X,X,O,O,X,X,X
LOSZIJT,O,O,X,X,X,X,O,O,X,X,X
LOSZJTI,X,X,X,X,X,X,O,O,X,X,X
LOSZJIT,O,O,X,X,X,X,O,O,X,X,X
LOZTIJS,X,O,O,X,X,X,X,O,X,X,X
LOZTISJ,X,O,X,X,X,X,X,O,X,X,X
LOZTJIS,X,O,O,X,X,X,X,O,X,X,X
LOZTJSI,X,O,O,X,X,X,O,O,X,X,X
LOZTSIJ,X,O,X,X,X,X,O,O,X,X,X
LOZTSJI,X,O,X,X,X,X,O,X,X,X,X
LOZITJS,X,O,O,X,X,X,X,O,X,O,X
LOZITSJ,X,O,X,X,X,X,X,O,X,X,X
LOZIJTS,X,O,X,X,X,X,X,O,X,O,X
LOZIJST,X,O,O,X,O,X,O,O,X,O,X
LOZISTJ,X,X,X,X,O,O,O,O,X,X,X
LOZISJT,X,O,X,X,O,O,O,O,X,O,X
LOZJTIS,X,O,X,X,X,X,X,O,X,X,X
LOZJTSI,X,X,X,X,X,X,O,O,X,X,X
LOZJITS,X,O,X,X,X,X,X,O,X,O,X
LOZJIST,X,O,O,X,O,X,O,O,X,O,X
LOZJSTI,X,X,X,X,O,X,O,O,X,X,X
LOZJSIT,X,O,O,X,O,X,O,O,X,X,X
LOZSTIJ,X,X,X,X,O,O,O,O,X,X,X
LOZSTJI,X,X,X,X,O,O,O,X,X,X,X
LOZSITJ,X,X,X,X,O,O,O,O,X,X,X
LOZSIJT,X,O,X,X,O,O,O,O,X,X,X
LOZSJTI,X,X,X,X,O,O,O,O,X,X,X
LOZSJIT,X,O,X,X,O,O,O,O,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,X,X,X
JTILSOZ,O,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,O,X,O,X,X,X,X,X
JTILZOS,X,X,O,O,X,X,X,X,X,X,X
JTILOSZ,O,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,O,X,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X,X,X,X,X
JTISZLO,O,X,X,O,X,X,X,X,X,X,X
JTISZOL,O,X,X,O,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,O,X,X,X,X,X,X,X
JTIZLSO,X,X,X,O,X,O,X,X,O,X,X
JTIZLOS,X,O,X,O,X,X,X,X,O,O,X
JTIZSLO,O,X,X,O,O,O,X,X,X,X,X
JTIZSOL,O,O,X,O,O,X,X,X,O,X,X
JTIZOLS,X,O,X,O,X,X,X,X,O,O,X
JTIZOSL,O,O,X,O,O,X,X,X,O,X,X
JTIOLSZ,O,X,O,X,X,X,X,X,X,X,X
JTIOLZS,X,X,O,O,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,X,O,X,X,X,X,X,X,X
JTIOZLS,X,O,X,O,X,X,X,X,O,O,X
JTIOZSL,O,O,X,O,O,X,X,X,O,X,X
JTLISZO,O,X,X,X,X,X,X,X,X,X,X
JTLISOZ,O,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,O,X,X,X,O,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X,X
JTLSIZO,O,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,O,X,X,X,X
JTLSZOI,O,X,X,X,X,X,O,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,O,X,X,X,O,X,X,X,X
JTLZISO,X,O,X,X,X,O,X,X,O,X,X
JTLZIOS,X,O,O,X,X,X,X,X,O,X,X
JTLZSIO,X,O,X,X,X,O,O,X,O,X,X
JTLZSOI,X,O,X,X,X,O,O,X,O,X,X
JTLZOIS,X,O,O,X,X,X,X,X,O,X,X
JTLZOSI,X,O,O,X,X,X,O,X,O,X,X
JTLOISZ,O,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,O,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,O,X,X,X,O,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X,O,X,X
JTLOZSI,X,O,O,X,X,X,O,X,O,X,X
JTSILZO,O,X,X,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X,X,X,X,X
JTSIZLO,O,X,X,X,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,O,X,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,X
JTSLZOI,O,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,O,X,X,X,X,X,X,X,X
JTSLOZI,O,X,O,X,X,X,X,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X,O,X,X
JTSZLIO,O,X,X,X,X,X,X,X,O,X,X
JTSZLOI,O,X,X,X,X,X,X,X,O,X,X
JTSZOIL,O,X,X,X,X,X,X,X,O,X,X
JTSZOLI,O,X,X,X,X,X,X,X,O,X,X
JTSOILZ,O,X,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,X,X,X,X,X,X,X,X
JTSOLZI,O,X,O,X,X,X,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,X,X,O,X,X
JTSOZLI,O,X,X,X,X,X,X,X,O,X,X
JTZILSO,X,O,X,X,X,O,X,X,O,X,X
JTZILOS,X,O,X,X,X,X,X,X,O,O,X
JTZISLO,O,X,X,X,O,O,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,X,O,X,X
JTZIOLS,X,O,X,X,X,X,X,X,O,O,X
JTZIOSL,O,O,X,X,O,X,X,X,O,X,X
JTZLISO,X,O,X,X,X,O,X,X,O,X,X
JTZLIOS,X,O,O,X,X,X,X,X,O,X,X
JTZLSIO,X,O,X,X,X,O,X,X,O,X,X
JTZLSOI,X,O,X,X,X,O,X,X,O,X,X
JTZLOIS,X,O,O,X,X,X,X,X,O,X,X
JTZLOSI,X,O,O,X,X,X,X,X,O,X,X
JTZSILO,O,X,X,X,O,O,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,X,X,O,X,X
JTZSLIO,O,O,X,X,O,O,X,X,O,X,X
JTZSLOI,O,O,X,X,O,O,X,X,O,X,X
JTZSOIL,O,O,X,X,O,X,X,X,O,X,X
JTZSOLI,O,O,X,X,O,X,X,X,O,X,X
JTZOILS,X,O,X,X,X,X,X,X,O,O,X
JTZOISL,O,O,X,X,O,X,X,X,O,X,X
JTZOLIS,X,O,O,X,X,X,X,X,O,X,X
JTZOLSI,X,O,O,X,X,X,X,X,O,X,X
JTZOSIL,O,O,X,X,O,X,X,X,O,X,X
JTZOSLI,O,O,X,X,O,X,X,X,O,X,X
JTOILSZ,O,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,O,O,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X,X,X,X,X,X
JTOISZL,O,X,X,O,X,X,X,X,X,X,X
JTOIZLS,X,O,X,O,X,X,X,X,O,O,X
JTOIZSL,O,O,X,O,O,X,X,X,O,X,X
JTOLISZ,O,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,O,X,X,X,O,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X,O,X,X
JTOLZSI,X,O,O,X,X,X,O,X,O,X,X
JTOSILZ,O,X,X,X,X,X,X,X,X,X,X
JTOSIZL,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,X,X,X,X,X,X
JTOSLZI,O,X,O,X,X,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,X,X,O,X,X
JTOSZLI,O,X,X,X,X,X,X,X,O,X,X
JTOZILS,X,O,X,X,X,X,X,X,O,O,X
JTOZISL,O,O,X,X,O,X,X,X,O,X,X
JTOZLIS,X,O,O,X,X,X,X,X,O,X,X
JTOZLSI,X,O,O,X,X,X,X,X,O,X,X
JTOZSIL,O,O,X,X,O,X,X,X,O,X,X
JTOZSLI,O,O,X,X,O,X,X,X,O,X,X
JITLSZO,O,X,X,X,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,O,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,X,X,X,X,X,X,X
JITLOZS,X,X,X,O,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,O,X,X,X,X,X,X,X
JITSZOL,O,X,X,O,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,O,X,X,X,X,X,X,X
JITZLSO,X,X,X,O,X,O,X,X,O,X,X
JITZLOS,X,O,X,O,X,X,X,X,O,O,X
JITZSLO,O,X,X,O,O,O,X,X,X,X,X
JITZSOL,O,O,X,O,O,X,X,X,O,X,X
JITZOLS,X,O,X,O,X,X,X,X,O,O,X
JITZOSL,O,O,X,O,O,X,X,X,O,X,X
JITOLSZ,O,X,X,X,X,X,X,X,X,X,X
JITOLZS,X,X,X,O,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,O,X,X,X,X,X,X,X
JITOZLS,X,O,X,O,X,X,X,X,O,O,X
JITOZSL,O,O,X,O,O,X,X,X,O,X,X
JILTSZO,O,X,X,X,X,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X,X,X,X
JILTZSO,X,O,X,O,X,O,X,O,X,X,X
JILTZOS,X,O,O,O,X,X,X,O,X,X,X
JILTOSZ,O,X,O,X,X,X,X,X,X,X,X
JILTOZS,X,O,O,O,X,X,X,O,X,X,X
JILSTZO,X,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X,X
JILSZTO,X,X,X,X,X,O,O,O,X,X,X
JILSZOT,O,X,X,X,X,O,O,O,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,O,O,X,X,X
JILZTSO,X,X,X,X,X,O,X,O,X,X,X
JILZTOS,X,O,X,X,X,X,X,O,X,O,X
JILZSTO,X,X,X,X,O,O,O,O,X,X,X
JILZSOT,X,O,X,X,O,O,O,O,X,O,X
JILZOTS,X,O,X,X,X,X,X,O,X,O,X
JILZOST,X,O,O,X,O,O,O,O,X,O,X
JILOTSZ,O,X,O,X,X,X,X,X,X,X,X
JILOTZS,X,O,O,O,X,X,X,O,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,X,O,X,X,X,O,O,X,X,X
JILOZTS,X,O,X,X,X,X,X,O,X,O,X
JILOZST,X,O,O,X,O,O,O,O,X,O,X
JISTLZO,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,X,O,X,X,X,X,X,X,X
JISTZOL,O,X,X,O,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,O,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X,X
JISLZTO,X,X,X,X,X,O,X,X,X,X,X
JISLZOT,O,X,X,X,X,O,X,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,X,X,X,O,O,X,X,X,X,X
JISZTOL,X,X,X,X,O,X,X,X,X,X,X
JISZLTO,X,X,X,X,O,O,X,X,X,X,X
JISZLOT,O,X,X,X,O,O,X,X,X,O,X
JISZOTL,X,X,X,X,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,O,O,X,X,X,O,X
JISOTLZ,O,X,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,O,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,O,X,X,X,X,X,X
JISOZLT,O,X,X,X,O,X,X,X,X,O,X
JIZTLSO,X,X,X,O,X,O,X,X,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X,X,O,X
JIZTSLO,O,X,X,O,O,O,X,X,X,X,X
JIZTSOL,O,X,X,O,O,X,X,X,X,X,X
JIZTOLS,X,O,X,O,X,X,X,X,X,O,X
JIZTOSL,O,X,X,O,O,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,O,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,X,X,X,O,X
JIZLSTO,X,X,X,X,O,O,X,X,X,X,X
JIZLSOT,X,X,X,X,O,O,X,X,X,O,X
JIZLOTS,X,O,X,X,X,X,X,X,X,O,X
JIZLOST,X,O,X,X,O,O,X,X,X,O,X
JIZSTLO,X,X,X,X,O,O,X,X,X,X,X
JIZSTOL,X,X,X,X,O,X,X,X,X,X,X
JIZSLTO,X,X,X,X,O,O,X,X,X,X,X
JIZSLOT,O,X,X,X,O,O,X,X,X,O,X
JIZSOTL,X,X,X,X,O,X,X,X,X,X,X
JIZSOLT,O,O,X,X,O,O,X,X,X,O,X
JIZOTLS,X,O,X,O,X,X,X,X,X,O,X
JIZOTSL,O,X,X,O,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X,X,O,X
JIZOLST,X,O,X,X,O,O,X,X,X,O,X
JIZOSTL,X,X,X,X,O,X,X,X,X,X,X
JIZOSLT,O,O,X,X,O,O,X,X,X,O,X
JIOTLSZ,O,X,X,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,X,O,X,X,X,X,X,X,X
JIOTZLS,X,O,X,O,X,X,X,X,O,O,X
JIOTZSL,O,O,X,O,O,X,X,X,O,X,X
JIOLTSZ,O,X,O,X,X,X,X,X,X,X,X
JIOLTZS,X,O,O,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,O,O,X,X,X
JIOLZTS,X,O,X,X,X,X,X,O,X,O,X
JIOLZST,X,O,O,X,O,O,O,O,X,O,X
JIOSTLZ,O,X,X,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,O,X,X,X,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X,X,O,X
JIOZTLS,X,O,X,O,X,X,X,X,X,O,X
JIOZTSL,O,X,X,O,O,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X,X,O,X
JIOZLST,X,O,X,X,O,O,X,X,X,O,X
JIOZSTL,X,X,X,X,O,X,X,X,X,X,X
JIOZSLT,O,O,X,X,O,O,X,X,X,O,X
JLTISZO,O,X,X,X,X,X,X,X,X,X,X
JLTISOZ,O,X,O,X,X,X,X,X,X,X,X
JLTIZSO,X,O,X,X,X,O,X,O,X,X,X
JLTIZOS,X,O,O,X,X,X,X,O,X,X,X
JLTIOSZ,O,X,O,X,X,X,X,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X,O,X,X,X
JLTSIZO,O,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,O,X,X,X,X
JLTSZOI,O,X,X,X,X,X,O,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,O,X,X,X,X
JLTZISO,X,O,X,X,X,O,X,O,O,X,X
JLTZIOS,X,O,O,X,X,X,X,O,O,X,X
JLTZSIO,X,O,X,X,X,O,O,O,O,X,X
JLTZSOI,X,O,X,X,X,O,O,O,O,X,X
JLTZOIS,X,O,O,X,X,X,X,O,O,X,X
JLTZOSI,X,O,O,X,X,X,O,O,O,X,X
JLTOISZ,O,X,O,X,X,X,X,X,X,X,X
JLTOIZS,X,O,O,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,O,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X,O,O,X,X
JLTOZSI,X,O,O,X,X,X,O,O,O,X,X
JLITSZO,O,X,X,X,X,X,X,X,X,X,X
JLITSOZ,O,X,O,X,X,X,X,X,X,X,X
JLITZSO,X,O,X,O,X,O,X,O,X,X,X
JLITZOS,X,O,O,O,X,X,X,O,X,X,X
JLITOSZ,O,X,O,X,X,X,X,X,X,X,X
JLITOZS,X,O,O,O,X,X,X,O,X,X,X
JLISTZO,X,X,X,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X
JLISZTO,X,X,X,X,X,O,O,O,X,X,X
JLISZOT,O,X,X,X,X,O,O,O,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X,X,X
JLISOZT,O,X,O,X,X,X,O,O,X,X,X
JLIZTSO,X,X,X,X,X,O,X,O,X,X,X
JLIZTOS,X,O,X,X,X,X,X,O,X,O,X
JLIZSTO,X,X,X,X,O,O,O,O,X,X,X
JLIZSOT,X,O,X,X,O,O,O,O,X,O,X
JLIZOTS,X,O,X,X,X,X,X,O,X,O,X
JLIZOST,X,O,O,X,O,O,O,O,X,O,X
JLIOTSZ,O,X,O,X,X,X,X,X,X,X,X
JLIOTZS,X,O,O,O,X,X,X,O,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,O,O,X,X,X
JLIOZTS,X,O,X,X,X,X,X,O,X,O,X
JLIOZST,X,O,O,X,O,O,O,O,X,O,X
JLSTIZO,X,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,O,X,X,X,X
JLSTZOI,X,X,X,X,X,X,O,X,X,X,X
JLSTOIZ,O,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,O,X,X,X,X
JLSITZO,X,X,X,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X
JLSIZTO,X,X,X,X,X,O,O,O,X,X,X
JLSIZOT,O,X,X,X,X,O,O,O,X,X,X
JLSIOTZ,O,X,O,X,X,X,X,X,X,X,X
JLSIOZT,O,X,O,X,X,X,O,O,X,X,X
JLSZTIO,X,X,X,X,X,O,O,O,X,X,X
JLSZTOI,X,X,X,X,X,O,O,O,X,X,X
JLSZITO,X,X,X,X,X,O,O,O,X,X,X
JLSZIOT,O,X,X,X,X,O,O,O,X,X,X
JLSZOTI,X,X,X,X,X,O,O,O,X,X,X
JLSZOIT,O,X,X,X,X,O,O,O,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,O,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,O,O,X,X,X
JLSOZTI,X,X,X,X,X,X,O,O,X,X,X
JLSOZIT,O,X,O,X,X,X,O,O,X,X,X
JLZTISO,X,X,X,X,X,O,X,O,X,X,X
JLZTIOS,X,O,X,X,X,X,X,O,X,X,X
JLZTSIO,X,X,X,X,X,O,O,O,X,X,X
JLZTSOI,X,X,X,X,X,O,O,O,X,X,X
JLZTOIS,X,O,X,X,X,X,X,O,X,X,X
JLZTOSI,X,X,X,X,X,X,O,O,X,X,X
JLZITSO,X,X,X,X,X,O,X,O,X,X,X
JLZITOS,X,O,X,X,X,X,X,O,X,O,X
JLZISTO,X,X,X,X,O,O,O,O,X,X,X
JLZISOT,X,O,X,X,O,O,O,O,X,O,X
JLZIOTS,X,O,X,X,X,X,X,O,X,O,X
JLZIOST,X,O,O,X,O,O,O,O,X,O,X
JLZSTIO,X,X,X,X,O,O,O,O,X,X,X
JLZSTOI,X,X,X,X,O,O,O,O,X,X,X
JLZSITO,X,X,X,X,O,O,O,O,X,X,X
JLZSIOT,X,O,X,X,O,O,O,O,X,X,X
JLZSOTI,X,X,X,X,O,O,O,O,X,X,X
JLZSOIT,X,O,X,X,O,O,O,O,X,X,X
JLZOTIS,X,O,X,X,X,X,X,O,X,X,X
JLZOTSI,X,X,X,X,X,X,O,O,X,X,X
JLZOITS,X,O,X,X,X,X,X,O,X,O,X
JLZOIST,X,O,O,X,O,O,O,O,X,O,X
JLZOSTI,X,X,X,X,O,O,O,O,X,X,X
JLZOSIT,X,O,O,X,O,O,O,O,X,X,X
JLOTISZ,O,X,O,X,X,X,X,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,O,X,X,X,X,X,X,X,X
JLOTSZI,O,X,O,X,X,X,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,O,O,X,X
JLOTZSI,X,O,O,X,X,X,O,O,O,X,X
JLOITSZ,O,X,O,X,X,X,X,X,X,X,X
JLOITZS,X,O,O,O,X,X,X,O,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,O,O,X,X,X
JLOIZTS,X,O,X,X,X,X,X,O,X,O,X
JLOIZST,X,O,O,X,O,O,O,O,X,O,X
JLOSTIZ,O,X,O,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,O,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,O,O,X,X,X
JLOSZTI,X,X,X,X,X,X,O,O,X,X,X
JLOSZIT,O,X,O,X,X,X,O,O,X,X,X
JLOZTIS,X,O,X,X,X,X,X,O,X,X,X
JLOZTSI,X,X,X,X,X,X,O,O,X,X,X
JLOZITS,X,O,X,X,X,X,X,O,X,O,X
JLOZIST,X,O,O,X,O,O,O,O,X,O,X
JLOZSTI,X,X,X,X,O,O,O,O,X,X,X
JLOZSIT,X,O,O,X,O,O,O,O,X,X,X
JSTILZO,O,X,X,X,X,X,X,X,X,X,O
JSTILOZ,O,X,X,X,X,X,X,X,X,X,O
JSTIZLO,O,X,X,X,X,X,X,X,X,X,O
JSTIZOL,O,X,X,X,X,X,X,X,X,X,O
JSTIOLZ,O,X,X,X,X,X,X,X,X,X,O
JSTIOZL,O,X,X,X,X,X,X,X,X,X,O
JSTLIZO,O,X,X,X,X,X,X,X,X,X,O
JSTLIOZ,O,X,X,X,X,X,X,X,X,X,O
JSTLZIO,O,X,X,X,X,X,X,X,X,X,O
JSTLZOI,O,X,X,X,X,X,X,X,X,X,O
JSTLOIZ,O,X,X,X,X,X,X,X,X,X,O
JSTLOZI,O,X,X,X,X,X,X,X,X,X,O
JSTZILO,O,X,X,X,X,X,X,X,X,X,O
JSTZIOL,O,X,X,X,X,X,X,X,O,X,O
JSTZLIO,O,X,X,X,X,X,X,X,O,X,O
JSTZLOI,O,X,X,X,X,X,X,X,O,X,O
JSTZOIL,O,X,X,X,X,X,X,X,O,X,O
JSTZOLI,O,X,X,X,X,X,X,X,O,X,O
JSTOILZ,O,X,X,X,X,X,X,X,X,X,O
JSTOIZL,O,X,X,X,X,X,X,X,X,X,O
JSTOLIZ,O,X,X,X,X,X,X,X,X,X,O
JSTOLZI,O,X,X,X,X,X,X,X,X,X,O
JSTOZIL,O,X,X,X,X,X,X,X,O,X,O
JSTOZLI,O,X,X,X,X,X,X,X,O,X,O
JSITLZO,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X,X
JSITZLO,O,X,X,O,X,X,X,X,X,X,X
JSITZOL,O,X,X,O,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,O,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X,X
JSILZTO,X,X,X,X,X,O,X,X,X,X,X
JSILZOT,O,X,X,X,X,O,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X,X,X,X
JSIZTLO,X,X,X,X,O,O,X,X,X,X,X
JSIZTOL,X,X,X,X,O,X,X,X,X,X,X
JSIZLTO,X,X,X,X,O,O,X,X,X,X,X
JSIZLOT,O,X,X,X,O,O,X,X,X,O,X
JSIZOTL,X,X,X,X,O,X,X,X,X,X,X
JSIZOLT,O,X,X,X,O,O,X,X,X,O,X
JSIOTLZ,O,X,X,X,X,X,X,X,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X
JSIOZTL,X,X,X,X,O,X,X,X,X,X,X
JSIOZLT,O,X,X,X,O,X,X,X,X,O,X
JSLTIZO,X,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,X
JSLTZIO,X,X,X,X,X,X,O,X,X,X,X
JSLTZOI,X,X,X,X,X,X,O,X,X,X,X
JSLTOIZ,O,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,O,X,X,X,X
JSLITZO,X,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X,X
JSLIZTO,X,X,X,X,X,O,O,X,X,X,X
JSLIZOT,O,X,X,X,X,O,O,X,X,X,X
