sequence,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhETXB8hBCgB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKVB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZwIvhEKbB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Jef3IvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je/wIvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhE3XB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhETXBKfB8hB+?oBXlB
SIOTJLZ,O,O,O,X,X,X,O,X,O
SIOTJZL,O,O,O,X,X,X,O,X,O
SIOTZLJ,O,O,O,X,X,X,O,X,O
SIOTZJL,O,O,O,X,X,X,O,X,O
SIOLTJZ,O,O,O,O,O,O,O,O,O
SIOLTZJ,O,O,O,O,O,O,O,O,O
SIOLJTZ,O,O,O,O,O,O,O,O,O
SIOLJZT,O,O,O,O,O,O,O,O,O
SIOLZTJ,O,O,O,O,O,O,O,O,O
SIOLZJT,O,O,O,O,O,O,O,O,O
SIOJTLZ,O,O,O,X,X,X,O,X,O
SIOJTZL,O,O,O,X,X,X,O,X,O
SIOJLTZ,O,O,O,O,O,O,O,O,O
SIOJLZT,O,O,O,O,O,O,O,O,O
SIOJZTL,O,O,O,X,X,X,O,X,O
SIOJZLT,O,O,O,O,O,O,O,O,O
SIOZTLJ,O,O,O,X,X,X,O,X,O
SIOZTJL,O,O,O,X,X,X,O,X,O
SIOZLTJ,O,O,O,O,O,O,O,O,O
SIOZLJT,O,O,O,O,O,O,O,O,O
SIOZJTL,O,O,O,X,X,X,O,X,O
SIOZJLT,O,O,O,O,O,O,O,O,O
SLTIJZO,O,X,X,O,O,X,X,O,O
SLTIJOZ,O,X,X,O,O,X,X,O,O
SLTIZJO,O,X,X,O,O,X,X,O,O
SLTIZOJ,O,X,X,O,O,X,X,O,O
SLTIOJZ,O,X,X,O,O,X,X,O,O
SLTIOZJ,O,X,X,O,O,X,X,O,O
SLTJIZO,O,X,X,O,O,X,X,O,O
SLTJIOZ,O,X,X,O,O,X,X,O,O
SLTJZIO,O,X,X,O,O,X,X,O,O
SLTJZOI,O,X,O,O,O,X,X,O,O
SLTJOIZ,O,X,O,O,O,X,X,O,O
SLTJOZI,O,X,O,O,O,X,X,O,O
SLTZIJO,O,X,X,O,O,X,X,O,O
SLTZIOJ,O,X,X,O,O,X,X,O,O
SLTZJIO,O,X,X,O,O,X,X,O,O
SLTZJOI,O,X,O,O,O,X,X,O,O
SLTZOIJ,O,X,O,O,O,X,X,O,O
SLTZOJI,O,X,O,O,O,X,X,O,O
SLTOIJZ,O,X,O,O,O,X,X,O,O
SLTOIZJ,O,X,O,O,O,X,X,O,O
SLTOJIZ,O,X,O,O,O,X,X,O,O
SLTOJZI,O,X,O,O,O,X,X,O,O
SLTOZIJ,O,X,O,O,O,X,X,O,O
SLTOZJI,O,X,O,O,O,X,X,O,O
SLITJZO,O,X,X,O,O,X,O,O,O
SLITJOZ,O,X,X,O,O,X,O,O,O
SLITZJO,O,X,X,O,O,X,O,O,O
SLITZOJ,O,X,X,O,O,X,O,O,O
SLITOJZ,O,X,X,O,O,X,O,O,O
SLITOZJ,O,X,X,O,O,X,O,O,O
SLIJTZO,O,X,X,O,O,X,O,O,O
SLIJTOZ,O,X,X,O,O,X,O,O,O
SLIJZTO,O,X,X,O,O,X,O,O,O
SLIJZOT,O,O,O,O,O,O,O,O,O
SLIJOTZ,O,O,O,O,O,O,O,O,O
SLIJOZT,O,O,O,O,O,O,O,O,O
SLIZTJO,O,X,X,O,O,X,O,O,O
SLIZTOJ,O,X,X,O,O,X,O,O,O
SLIZJTO,O,X,X,O,O,X,O,O,O
SLIZJOT,O,O,O,O,O,O,O,O,O
SLIZOTJ,O,O,O,O,O,O,O,O,O
SLIZOJT,O,O,O,O,O,O,O,O,O
SLIOTJZ,O,O,O,O,O,O,O,O,O
SLIOTZJ,O,O,O,O,O,O,O,O,O
SLIOJTZ,O,O,O,O,O,O,O,O,O
SLIOJZT,O,O,O,O,O,O,O,O,O
SLIOZTJ,O,O,O,O,O,O,O,O,O
SLIOZJT,O,O,O,O,O,O,O,O,O
SLJTIZO,O,X,X,O,O,X,X,O,O
SLJTIOZ,O,X,X,O,O,X,X,O,O
SLJTZIO,O,X,X,O,O,X,X,O,O
SLJTZOI,O,X,O,O,O,X,X,O,O
SLJTOIZ,O,X,O,O,O,X,X,O,O
SLJTOZI,O,X,O,O,O,X,X,O,O
SLJITZO,O,X,X,O,O,X,O,O,O
SLJITOZ,O,X,X,O,O,X,O,O,O
SLJIZTO,O,X,X,O,O,X,O,O,O
SLJIZOT,O,O,O,O,O,O,O,O,O
SLJIOTZ,O,O,O,O,O,O,O,O,O
SLJIOZT,O,O,O,O,O,O,O,O,O
SLJZTIO,O,X,X,O,O,X,X,O,O
SLJZTOI,O,X,O,O,O,X,X,O,O
SLJZITO,O,X,X,O,O,X,O,O,O
SLJZIOT,O,O,O,O,O,O,O,O,O
SLJZOTI,O,O,O,O,O,O,X,O,O
SLJZOIT,O,O,O,O,O,O,O,O,O
SLJOTIZ,O,O,O,O,O,O,X,O,O
SLJOTZI,O,O,O,O,O,O,X,O,O
SLJOITZ,O,O,O,O,O,O,O,O,O
SLJOIZT,O,O,O,O,O,O,O,O,O
SLJOZTI,O,O,O,O,O,O,X,O,O
SLJOZIT,O,O,O,O,O,O,O,O,O
SLZTIJO,O,X,X,O,O,X,X,O,O
SLZTIOJ,O,X,X,O,O,X,X,O,O
SLZTJIO,O,X,X,O,O,X,X,O,O
SLZTJOI,O,X,O,O,O,X,X,O,O
SLZTOIJ,O,X,O,O,O,X,X,O,O
SLZTOJI,O,X,O,O,O,X,X,O,O
SLZITJO,O,X,X,O,O,X,O,O,O
SLZITOJ,O,X,X,O,O,X,O,O,O
SLZIJTO,O,X,X,O,O,X,O,O,O
SLZIJOT,O,O,O,O,O,O,O,O,O
SLZIOTJ,O,O,O,O,O,O,O,O,O
SLZIOJT,O,O,O,O,O,O,O,O,O
SLZJTIO,O,X,X,O,O,X,X,O,O
SLZJTOI,O,X,O,O,O,X,X,O,O
SLZJITO,O,X,X,O,O,X,O,O,O
SLZJIOT,O,O,O,O,O,O,O,O,O
SLZJOTI,O,O,O,O,O,O,X,O,O
SLZJOIT,O,O,O,O,O,O,O,O,O
SLZOTIJ,O,O,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,O,O,X,O,O
SLZOITJ,O,O,O,O,O,O,O,O,O
SLZOIJT,O,O,O,O,O,O,O,O,O
SLZOJTI,O,O,O,O,O,O,X,O,O
SLZOJIT,O,O,O,O,O,O,O,O,O
SLOTIJZ,O,O,O,O,O,O,X,O,O
SLOTIZJ,O,O,O,O,O,O,X,O,O
SLOTJIZ,O,O,O,O,O,O,X,O,O
SLOTJZI,O,O,O,O,O,O,X,O,O
SLOTZIJ,O,O,O,O,O,O,X,O,O
SLOTZJI,O,O,O,O,O,O,X,O,O
SLOITJZ,O,O,O,O,O,O,O,O,O
SLOITZJ,O,O,O,O,O,O,O,O,O
SLOIJTZ,O,O,O,O,O,O,O,O,O
SLOIJZT,O,O,O,O,O,O,O,O,O
SLOIZTJ,O,O,O,O,O,O,O,O,O
SLOIZJT,O,O,O,O,O,O,O,O,O
SLOJTIZ,O,O,O,O,O,O,X,O,O
SLOJTZI,O,O,O,O,O,O,X,O,O
SLOJITZ,O,O,O,O,O,O,O,O,O
SLOJIZT,O,O,O,O,O,O,O,O,O
SLOJZTI,O,O,O,O,O,O,X,O,O
SLOJZIT,O,O,O,O,O,O,O,O,O
SLOZTIJ,O,O,O,O,O,O,X,O,O
SLOZTJI,O,O,O,O,O,O,X,O,O
SLOZITJ,O,O,O,O,O,O,O,O,O
SLOZIJT,O,O,O,O,O,O,O,O,O
SLOZJTI,O,O,O,O,O,O,X,O,O
SLOZJIT,O,O,O,O,O,O,O,O,O
SJTILZO,O,X,X,O,O,X,X,O,O
SJTILOZ,O,X,X,O,O,X,X,O,O
SJTIZLO,O,X,X,O,O,X,X,O,O
SJTIZOL,O,O,X,X,X,X,X,X,O
SJTIOLZ,O,O,X,X,X,X,X,X,O
SJTIOZL,O,O,X,X,X,X,X,X,O
SJTLIZO,O,X,X,O,O,X,X,O,O
SJTLIOZ,O,X,X,O,O,X,X,O,O
SJTLZIO,O,X,X,O,O,X,X,O,O
SJTLZOI,O,X,O,O,O,X,X,O,O
SJTLOIZ,O,X,O,O,O,X,X,O,O
SJTLOZI,O,X,O,O,O,X,X,O,O
SJTZILO,O,X,X,O,O,X,X,O,O
SJTZIOL,O,O,X,X,X,X,X,X,O
SJTZLIO,O,X,X,O,O,X,X,O,O
SJTZLOI,O,X,O,O,O,X,X,O,O
SJTZOIL,O,O,O,X,X,X,X,X,O
SJTZOLI,O,O,O,X,X,O,X,O,O
SJTOILZ,O,O,O,X,X,X,X,X,O
SJTOIZL,O,O,O,X,X,X,X,X,O
SJTOLIZ,O,O,O,X,X,O,X,O,O
SJTOLZI,O,O,O,X,X,O,X,O,O
SJTOZIL,O,O,O,X,X,X,X,X,O
SJTOZLI,O,O,O,X,X,O,X,O,O
SJITLZO,O,X,X,O,O,X,O,O,O
SJITLOZ,O,X,X,O,O,X,O,O,O
SJITZLO,O,X,X,O,O,X,O,O,O
SJITZOL,O,O,X,X,X,X,O,X,O
SJITOLZ,O,O,X,X,X,X,O,X,O
SJITOZL,O,O,X,X,X,X,O,X,O
SJILTZO,O,X,X,O,O,X,O,O,O
SJILTOZ,O,X,X,O,O,X,O,O,O
SJILZTO,O,X,X,O,O,X,O,O,O
SJILZOT,O,O,O,O,O,O,O,O,O
SJILOTZ,O,O,O,O,O,O,O,O,O
SJILOZT,O,O,O,O,O,O,O,O,O
SJIZTLO,O,X,X,O,O,X,O,O,O
SJIZTOL,O,O,X,X,X,X,O,X,O
SJIZLTO,O,X,X,O,O,X,O,O,O
SJIZLOT,O,O,O,O,O,O,O,O,O
SJIZOTL,O,O,O,X,X,X,O,X,O
SJIZOLT,O,O,O,O,O,O,O,O,O
SJIOTLZ,O,O,O,X,X,X,O,X,O
SJIOTZL,O,O,O,X,X,X,O,X,O
SJIOLTZ,O,O,O,O,O,O,O,O,O
SJIOLZT,O,O,O,O,O,O,O,O,O
SJIOZTL,O,O,O,X,X,X,O,X,O
SJIOZLT,O,O,O,O,O,O,O,O,O
SJLTIZO,O,X,X,O,O,X,X,O,O
SJLTIOZ,O,X,X,O,O,X,X,O,O
SJLTZIO,O,X,X,O,O,X,X,O,O
SJLTZOI,O,X,O,O,O,X,X,O,O
SJLTOIZ,O,X,O,O,O,X,X,O,O
SJLTOZI,O,X,O,O,O,X,X,O,O
SJLITZO,O,X,X,O,O,X,O,O,O
SJLITOZ,O,X,X,O,O,X,O,O,O
SJLIZTO,O,X,X,O,O,X,O,O,O
SJLIZOT,O,O,O,O,O,O,O,O,O
SJLIOTZ,O,O,O,O,O,O,O,O,O
SJLIOZT,O,O,O,O,O,O,O,O,O
SJLZTIO,O,X,X,O,O,X,X,O,O
SJLZTOI,O,X,O,O,O,X,X,O,O
SJLZITO,O,X,X,O,O,X,O,O,O
SJLZIOT,O,O,O,O,O,O,O,O,O
SJLZOTI,O,O,O,O,O,O,X,O,O
SJLZOIT,O,O,O,O,O,O,O,O,O
SJLOTIZ,O,O,O,O,O,O,X,O,O
SJLOTZI,O,O,O,O,O,O,X,O,O
SJLOITZ,O,O,O,O,O,O,O,O,O
SJLOIZT,O,O,O,O,O,O,O,O,O
SJLOZTI,O,O,O,O,O,O,X,O,O
SJLOZIT,O,O,O,O,O,O,O,O,O
SJZTILO,O,X,X,O,O,X,X,O,O
SJZTIOL,O,O,X,X,X,X,X,X,O
SJZTLIO,O,X,X,O,O,X,X,O,O
SJZTLOI,O,X,O,O,O,X,X,O,O
SJZTOIL,O,O,O,X,X,X,X,X,O
SJZTOLI,O,O,O,X,X,O,X,O,O
SJZITLO,O,X,X,O,O,X,O,O,O
SJZITOL,O,O,X,X,X,X,O,X,O
SJZILTO,O,X,X,O,O,X,O,O,O
SJZILOT,O,O,O,O,O,O,O,O,O
SJZIOTL,O,O,O,X,X,X,O,X,O
SJZIOLT,O,O,O,O,O,O,O,O,O
SJZLTIO,O,X,X,O,O,X,X,O,O
SJZLTOI,O,X,O,O,O,X,X,O,O
SJZLITO,O,X,X,O,O,X,O,O,O
SJZLIOT,O,O,O,O,O,O,O,O,O
SJZLOTI,O,O,O,O,O,O,X,O,O
SJZLOIT,O,O,O,O,O,O,O,O,O
SJZOTIL,O,O,O,X,X,X,X,X,O
SJZOTLI,O,O,O,X,X,O,X,O,O
SJZOITL,O,O,O,X,X,X,O,X,O
SJZOILT,O,O,O,O,O,O,O,O,O
SJZOLTI,O,O,O,O,O,O,X,O,O
SJZOLIT,O,O,O,O,O,O,O,O,O
SJOTILZ,O,O,O,X,X,X,X,X,O
SJOTIZL,O,O,O,X,X,X,X,X,O
SJOTLIZ,O,O,O,X,X,O,X,O,O
SJOTLZI,O,O,O,X,X,O,X,O,O
SJOTZIL,O,O,O,X,X,X,X,X,O
SJOTZLI,O,O,O,X,X,O,X,O,O
SJOITLZ,O,O,O,X,X,X,O,X,O
SJOITZL,O,O,O,X,X,X,O,X,O
SJOILTZ,O,O,O,O,O,O,O,O,O
SJOILZT,O,O,O,O,O,O,O,O,O
SJOIZTL,O,O,O,X,X,X,O,X,O
SJOIZLT,O,O,O,O,O,O,O,O,O
SJOLTIZ,O,O,O,O,O,O,X,O,O
SJOLTZI,O,O,O,O,O,O,X,O,O
SJOLITZ,O,O,O,O,O,O,O,O,O
SJOLIZT,O,O,O,O,O,O,O,O,O
SJOLZTI,O,O,O,O,O,O,X,O,O
SJOLZIT,O,O,O,O,O,O,O,O,O
SJOZTIL,O,O,O,X,X,X,X,X,O
SJOZTLI,O,O,O,X,X,O,X,O,O
SJOZITL,O,O,O,X,X,X,O,X,O
SJOZILT,O,O,O,O,O,O,O,O,O
SJOZLTI,O,O,O,O,O,O,X,O,O
SJOZLIT,O,O,O,O,O,O,O,O,O
SZTILJO,O,X,X,O,O,X,X,O,O
SZTILOJ,O,X,X,O,O,X,X,O,O
SZTIJLO,O,X,X,O,O,X,X,O,O
SZTIJOL,O,O,X,X,X,X,X,X,O
SZTIOLJ,O,O,X,X,X,X,X,X,O
SZTIOJL,O,O,X,X,X,X,X,X,O
SZTLIJO,O,X,X,O,O,X,X,O,O
SZTLIOJ,O,X,X,O,O,X,X,O,O
SZTLJIO,O,X,X,O,O,X,X,O,O
SZTLJOI,O,X,O,O,O,X,X,O,O
SZTLOIJ,O,X,O,O,O,X,X,O,O
SZTLOJI,O,X,O,O,O,X,X,O,O
SZTJILO,O,X,X,O,O,X,X,O,O
SZTJIOL,O,O,X,X,X,X,X,X,O
SZTJLIO,O,X,X,O,O,X,X,O,O
SZTJLOI,O,X,O,O,O,X,X,O,O
SZTJOIL,O,O,O,X,X,X,X,X,O
SZTJOLI,O,O,O,X,X,O,X,O,O
SZTOILJ,O,O,O,X,X,X,X,X,O
SZTOIJL,O,O,O,X,X,X,X,X,O
SZTOLIJ,O,O,O,X,X,O,X,O,O
SZTOLJI,O,O,O,X,X,O,X,O,O
SZTOJIL,O,O,O,X,X,X,X,X,O
SZTOJLI,O,O,O,X,X,O,X,O,O
SZITLJO,O,X,X,O,O,X,O,O,O
SZITLOJ,O,X,X,O,O,X,O,O,O
SZITJLO,O,X,X,O,O,X,O,O,O
SZITJOL,O,O,X,X,X,X,O,X,O
SZITOLJ,O,O,X,X,X,X,O,X,O
SZITOJL,O,O,X,X,X,X,O,X,O
SZILTJO,O,X,X,O,O,X,O,O,O
SZILTOJ,O,X,X,O,O,X,O,O,O
SZILJTO,O,X,X,O,O,X,O,O,O
SZILJOT,O,O,O,O,O,O,O,O,O
SZILOTJ,O,O,O,O,O,O,O,O,O
SZILOJT,O,O,O,O,O,O,O,O,O
SZIJTLO,O,X,X,O,O,X,O,O,O
SZIJTOL,O,O,X,X,X,X,O,X,O
SZIJLTO,O,X,X,O,O,X,O,O,O
SZIJLOT,O,O,O,O,O,O,O,O,O
SZIJOTL,O,O,O,X,X,X,O,X,O
SZIJOLT,O,O,O,O,O,O,O,O,O
SZIOTLJ,O,O,O,X,X,X,O,X,O
SZIOTJL,O,O,O,X,X,X,O,X,O
SZIOLTJ,O,O,O,O,O,O,O,O,O
SZIOLJT,O,O,O,O,O,O,O,O,O
SZIOJTL,O,O,O,X,X,X,O,X,O
SZIOJLT,O,O,O,O,O,O,O,O,O
SZLTIJO,O,X,X,O,O,X,X,O,O
SZLTIOJ,O,X,X,O,O,X,X,O,O
SZLTJIO,O,X,X,O,O,X,X,O,O
SZLTJOI,O,X,O,O,O,X,X,O,O
SZLTOIJ,O,X,O,O,O,X,X,O,O
SZLTOJI,O,X,O,O,O,X,X,O,O
SZLITJO,O,X,X,O,O,X,O,O,O
SZLITOJ,O,X,X,O,O,X,O,O,O
SZLIJTO,O,X,X,O,O,X,O,O,O
SZLIJOT,O,O,O,O,O,O,O,O,O
SZLIOTJ,O,O,O,O,O,O,O,O,O
SZLIOJT,O,O,O,O,O,O,O,O,O
SZLJTIO,O,X,X,O,O,X,X,O,O
SZLJTOI,O,X,O,O,O,X,X,O,O
SZLJITO,O,X,X,O,O,X,O,O,O
SZLJIOT,O,O,O,O,O,O,O,O,O
SZLJOTI,O,O,O,O,O,O,X,O,O
SZLJOIT,O,O,O,O,O,O,O,O,O
SZLOTIJ,O,O,O,O,O,O,X,O,O
SZLOTJI,O,O,O,O,O,O,X,O,O
SZLOITJ,O,O,O,O,O,O,O,O,O
SZLOIJT,O,O,O,O,O,O,O,O,O
SZLOJTI,O,O,O,O,O,O,X,O,O
SZLOJIT,O,O,O,O,O,O,O,O,O
SZJTILO,O,X,X,O,O,X,X,O,O
SZJTIOL,O,O,X,X,X,X,X,X,O
SZJTLIO,O,X,X,O,O,X,X,O,O
SZJTLOI,O,X,O,O,O,X,X,O,O
SZJTOIL,O,O,O,X,X,X,X,X,O
SZJTOLI,O,O,O,X,X,O,X,O,O
SZJITLO,O,X,X,O,O,X,O,O,O
SZJITOL,O,O,X,X,X,X,O,X,O
SZJILTO,O,X,X,O,O,X,O,O,O
SZJILOT,O,O,O,O,O,O,O,O,O
SZJIOTL,O,O,O,X,X,X,O,X,O
SZJIOLT,O,O,O,O,O,O,O,O,O
SZJLTIO,O,X,X,O,O,X,X,O,O
SZJLTOI,O,X,O,O,O,X,X,O,O
SZJLITO,O,X,X,O,O,X,O,O,O
SZJLIOT,O,O,O,O,O,O,O,O,O
SZJLOTI,O,O,O,O,O,O,X,O,O
SZJLOIT,O,O,O,O,O,O,O,O,O
SZJOTIL,O,O,O,X,X,X,X,X,O
SZJOTLI,O,O,O,X,X,O,X,O,O
SZJOITL,O,O,O,X,X,X,O,X,O
SZJOILT,O,O,O,O,O,O,O,O,O
SZJOLTI,O,O,O,O,O,O,X,O,O
SZJOLIT,O,O,O,O,O,O,O,O,O
SZOTILJ,O,O,O,X,X,X,X,X,O
SZOTIJL,O,O,O,X,X,X,X,X,O
SZOTLIJ,O,O,O,X,X,O,X,O,O
SZOTLJI,O,O,O,X,X,O,X,O,O
SZOTJIL,O,O,O,X,X,X,X,X,O
SZOTJLI,O,O,O,X,X,O,X,O,O
SZOITLJ,O,O,O,X,X,X,O,X,O
SZOITJL,O,O,O,X,X,X,O,X,O
SZOILTJ,O,O,O,O,O,O,O,O,O
SZOILJT,O,O,O,O,O,O,O,O,O
SZOIJTL,O,O,O,X,X,X,O,X,O
SZOIJLT,O,O,O,O,O,O,O,O,O
SZOLTIJ,O,O,O,O,O,O,X,O,O
SZOLTJI,O,O,O,O,O,O,X,O,O
SZOLITJ,O,O,O,O,O,O,O,O,O
SZOLIJT,O,O,O,O,O,O,O,O,O
SZOLJTI,O,O,O,O,O,O,X,O,O
SZOLJIT,O,O,O,O,O,O,O,O,O
SZOJTIL,O,O,O,X,X,X,X,X,O
SZOJTLI,O,O,O,X,X,O,X,O,O
SZOJITL,O,O,O,X,X,X,O,X,O
SZOJILT,O,O,O,O,O,O,O,O,O
SZOJLTI,O,O,O,O,O,O,X,O,O
SZOJLIT,O,O,O,O,O,O,O,O,O
SOTILJZ,O,O,O,X,X,X,X,X,O
SOTILZJ,O,O,O,X,X,X,X,X,O
SOTIJLZ,O,O,O,X,X,X,X,X,O
SOTIJZL,O,O,O,X,X,X,X,X,O
SOTIZLJ,O,O,O,X,X,X,X,X,O
SOTIZJL,O,O,O,X,X,X,X,X,O
SOTLIJZ,O,O,O,X,X,O,X,O,O
SOTLIZJ,O,O,O,X,X,O,X,O,O
SOTLJIZ,O,O,O,X,X,O,X,O,O
SOTLJZI,O,O,O,X,X,O,X,O,O
SOTLZIJ,O,O,O,X,X,O,X,O,O
SOTLZJI,O,O,O,X,X,O,X,O,O
SOTJILZ,O,O,O,X,X,X,X,X,O
SOTJIZL,O,O,O,X,X,X,X,X,O
SOTJLIZ,O,O,O,X,X,O,X,O,O
SOTJLZI,O,O,O,X,X,O,X,O,O
SOTJZIL,O,O,O,X,X,X,X,X,O
SOTJZLI,O,O,O,X,X,O,X,O,O
SOTZILJ,O,O,O,X,X,X,X,X,O
SOTZIJL,O,O,O,X,X,X,X,X,O
SOTZLIJ,O,O,O,X,X,O,X,O,O
SOTZLJI,O,O,O,X,X,O,X,O,O
SOTZJIL,O,O,O,X,X,X,X,X,O
SOTZJLI,O,O,O,X,X,O,X,O,O
SOITLJZ,O,O,O,X,X,X,O,X,O
SOITLZJ,O,O,O,X,X,X,O,X,O
SOITJLZ,O,O,O,X,X,X,O,X,O
SOITJZL,O,O,O,X,X,X,O,X,O
SOITZLJ,O,O,O,X,X,X,O,X,O
SOITZJL,O,O,O,X,X,X,O,X,O
SOILTJZ,O,O,O,O,O,O,O,O,O
SOILTZJ,O,O,O,O,O,O,O,O,O
SOILJTZ,O,O,O,O,O,O,O,O,O
SOILJZT,O,O,O,O,O,O,O,O,O
SOILZTJ,O,O,O,O,O,O,O,O,O
SOILZJT,O,O,O,O,O,O,O,O,O
SOIJTLZ,O,O,O,X,X,X,O,X,O
SOIJTZL,O,O,O,X,X,X,O,X,O
SOIJLTZ,O,O,O,O,O,O,O,O,O
SOIJLZT,O,O,O,O,O,O,O,O,O
SOIJZTL,O,O,O,X,X,X,O,X,O
SOIJZLT,O,O,O,O,O,O,O,O,O
SOIZTLJ,O,O,O,X,X,X,O,X,O
SOIZTJL,O,O,O,X,X,X,O,X,O
SOIZLTJ,O,O,O,O,O,O,O,O,O
SOIZLJT,O,O,O,O,O,O,O,O,O
SOIZJTL,O,O,O,X,X,X,O,X,O
SOIZJLT,O,O,O,O,O,O,O,O,O
SOLTIJZ,O,O,O,O,O,O,X,O,O
SOLTIZJ,O,O,O,O,O,O,X,O,O
SOLTJIZ,O,O,O,O,O,O,X,O,O
SOLTJZI,O,O,O,O,O,O,X,O,O
SOLTZIJ,O,O,O,O,O,O,X,O,O
SOLTZJI,O,O,O,O,O,O,X,O,O
SOLITJZ,O,O,O,O,O,O,O,O,O
SOLITZJ,O,O,O,O,O,O,O,O,O
SOLIJTZ,O,O,O,O,O,O,O,O,O
SOLIJZT,O,O,O,O,O,O,O,O,O
SOLIZTJ,O,O,O,O,O,O,O,O,O
SOLIZJT,O,O,O,O,O,O,O,O,O
SOLJTIZ,O,O,O,O,O,O,X,O,O
SOLJTZI,O,O,O,O,O,O,X,O,O
SOLJITZ,O,O,O,O,O,O,O,O,O
SOLJIZT,O,O,O,O,O,O,O,O,O
SOLJZTI,O,O,O,O,O,O,X,O,O
SOLJZIT,O,O,O,O,O,O,O,O,O
SOLZTIJ,O,O,O,O,O,O,X,O,O
SOLZTJI,O,O,O,O,O,O,X,O,O
SOLZITJ,O,O,O,O,O,O,O,O,O
SOLZIJT,O,O,O,O,O,O,O,O,O
SOLZJTI,O,O,O,O,O,O,X,O,O
SOLZJIT,O,O,O,O,O,O,O,O,O
SOJTILZ,O,O,O,X,X,X,X,X,O
SOJTIZL,O,O,O,X,X,X,X,X,O
SOJTLIZ,O,O,O,X,X,O,X,O,O
SOJTLZI,O,O,O,X,X,O,X,O,O
SOJTZIL,O,O,O,X,X,X,X,X,O
SOJTZLI,O,O,O,X,X,O,X,O,O
SOJITLZ,O,O,O,X,X,X,O,X,O
SOJITZL,O,O,O,X,X,X,O,X,O
SOJILTZ,O,O,O,O,O,O,O,O,O
SOJILZT,O,O,O,O,O,O,O,O,O
SOJIZTL,O,O,O,X,X,X,O,X,O
SOJIZLT,O,O,O,O,O,O,O,O,O
SOJLTIZ,O,O,O,O,O,O,X,O,O
SOJLTZI,O,O,O,O,O,O,X,O,O
SOJLITZ,O,O,O,O,O,O,O,O,O
SOJLIZT,O,O,O,O,O,O,O,O,O
SOJLZTI,O,O,O,O,O,O,X,O,O
SOJLZIT,O,O,O,O,O,O,O,O,O
SOJZTIL,O,O,O,X,X,X,X,X,O
SOJZTLI,O,O,O,X,X,O,X,O,O
SOJZITL,O,O,O,X,X,X,O,X,O
SOJZILT,O,O,O,O,O,O,O,O,O
SOJZLTI,O,O,O,O,O,O,X,O,O
SOJZLIT,O,O,O,O,O,O,O,O,O
SOZTILJ,O,O,O,X,X,X,X,X,O
SOZTIJL,O,O,O,X,X,X,X,X,O
SOZTLIJ,O,O,O,X,X,O,X,O,O
SOZTLJI,O,O,O,X,X,O,X,O,O
SOZTJIL,O,O,O,X,X,X,X,X,O
SOZTJLI,O,O,O,X,X,O,X,O,O
SOZITLJ,O,O,O,X,X,X,O,X,O
SOZITJL,O,O,O,X,X,X,O,X,O
SOZILTJ,O,O,O,O,O,O,O,O,O
SOZILJT,O,O,O,O,O,O,O,O,O
SOZIJTL,O,O,O,X,X,X,O,X,O
SOZIJLT,O,O,O,O,O,O,O,O,O
SOZLTIJ,O,O,O,O,O,O,X,O,O
SOZLTJI,O,O,O,O,O,O,X,O,O
SOZLITJ,O,O,O,O,O,O,O,O,O
SOZLIJT,O,O,O,O,O,O,O,O,O
SOZLJTI,O,O,O,O,O,O,X,O,O
SOZLJIT,O,O,O,O,O,O,O,O,O
SOZJTIL,O,O,O,X,X,X,X,X,O
SOZJTLI,O,O,O,X,X,O,X,O,O
SOZJITL,O,O,O,X,X,X,O,X,O
SOZJILT,O,O,O,O,O,O,O,O,O
SOZJLTI,O,O,O,O,O,O,X,O,O
SOZJLIT,O,O,O,O,O,O,O,O,O
ZTILJSO,X,X,X,O,X,X,O,O,X
ZTILJOS,X,X,X,X,X,O,O,O,X
ZTILSJO,X,X,X,O,X,X,O,O,X
ZTILSOJ,X,X,X,O,X,X,O,O,X
ZTILOJS,X,X,X,X,X,O,O,O,X
ZTILOSJ,X,X,X,X,X,O,O,O,X
ZTIJLSO,X,X,X,O,X,X,O,O,X
ZTIJLOS,X,X,X,X,X,O,O,O,X
ZTIJSLO,O,X,X,O,X,X,O,O,X
ZTIJSOL,O,O,X,X,X,X,O,X,X
ZTIJOLS,X,O,X,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,O,X,X
ZTISLJO,O,X,X,O,X,X,O,O,X
ZTISLOJ,O,X,X,O,X,X,O,O,X
ZTISJLO,O,X,X,O,X,X,O,O,X
ZTISJOL,O,O,X,X,X,X,O,X,X
