sequence,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFlgBRiBzkB3nB0r?BirB,v115@GhA8IeA8CeA8DeF8CeC8Je1FJvhFxhBynBTkBcrBmk?BXsB,v115@GhA8IeA8CeA8DeF8CeC8Je0/IvhFlgB3hBziB2pBxr?BywB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFxgB8nBypBFmB3r?BOsB,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFxgBiiBzkB3nB0r?BFrB,v115@GhA8IeA8CeA8DeF8CeC8Je3AJvhFRiB0kBOrBlnBik?BzrB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFlgBmiBypBxrBcr?BXsB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhF8nBypBRmBmlB3r?BFsB
JOLTISZ,X,X,O,X,X,O,O,X
JOLTIZS,X,X,O,X,X,O,O,X
JOLTSIZ,O,X,X,X,X,O,X,X
JOLTSZI,O,X,X,X,X,O,X,X
JOLTZIS,X,O,O,X,X,O,X,X
JOLTZSI,O,O,X,X,X,O,X,X
JOLITSZ,X,X,O,X,X,X,O,X
JOLITZS,X,X,O,X,X,X,O,X
JOLISTZ,X,X,O,X,O,X,O,X
JOLISZT,X,X,O,X,O,X,O,X
JOLIZTS,X,X,O,X,X,X,O,X
JOLIZST,X,X,O,X,O,X,O,X
JOLSTIZ,O,X,X,X,O,O,X,X
JOLSTZI,O,O,X,X,O,O,X,X
JOLSITZ,O,X,X,X,O,X,O,X
JOLSIZT,O,X,X,X,O,X,O,X
JOLSZTI,O,O,X,X,O,O,X,X
JOLSZIT,O,O,X,X,O,X,X,X
JOLZTIS,X,O,O,X,X,O,X,X
JOLZTSI,O,O,X,X,X,O,X,X
JOLZITS,X,O,O,X,X,X,O,X
JOLZIST,X,X,O,X,O,X,O,X
JOLZSTI,O,X,X,X,O,O,X,X
JOLZSIT,O,X,X,X,O,X,X,X
JOSTILZ,O,X,O,X,O,O,X,X
JOSTIZL,O,X,O,X,X,O,X,X
JOSTLIZ,O,X,X,X,O,O,X,X
JOSTLZI,O,O,X,X,O,O,X,X
JOSTZIL,O,O,O,X,O,O,X,X
JOSTZLI,O,O,X,X,O,O,X,X
JOSITLZ,O,X,O,X,O,O,X,X
JOSITZL,O,X,O,X,X,O,X,X
JOSILTZ,O,X,O,X,O,X,X,X
JOSILZT,O,X,O,X,O,X,X,X
JOSIZTL,O,X,O,X,O,O,X,X
JOSIZLT,O,X,O,X,O,X,X,X
JOSLTIZ,O,X,X,X,O,O,X,X
JOSLTZI,O,O,X,X,O,O,X,X
JOSLITZ,O,X,X,X,O,X,X,X
JOSLIZT,O,X,X,X,O,X,X,X
JOSLZTI,O,O,X,X,O,O,X,X
JOSLZIT,O,O,X,X,O,X,X,X
JOSZTIL,O,O,O,X,O,O,X,X
JOSZTLI,O,O,X,X,O,O,X,X
JOSZITL,O,O,O,X,O,O,X,X
JOSZILT,O,O,O,X,O,X,X,X
JOSZLTI,O,O,X,X,O,O,X,X
JOSZLIT,O,O,X,X,O,X,X,X
JOZTILS,X,O,O,X,X,O,X,X
JOZTISL,O,X,O,X,O,O,X,X
JOZTLIS,X,O,O,X,X,O,X,X
JOZTLSI,O,O,X,X,X,O,X,X
JOZTSIL,O,X,O,X,O,O,X,X
JOZTSLI,O,X,X,X,O,O,X,X
JOZITLS,X,O,O,X,X,O,X,X
JOZITSL,O,X,O,X,O,O,X,X
JOZILTS,X,O,O,X,X,X,X,X
JOZILST,X,X,O,X,O,X,X,X
JOZISTL,O,X,O,X,O,O,X,X
JOZISLT,O,X,O,X,O,X,X,X
JOZLTIS,X,O,O,X,X,O,X,X
JOZLTSI,O,O,X,X,X,O,X,X
JOZLITS,X,O,O,X,X,X,X,X
JOZLIST,X,X,O,X,O,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X
JOZLSIT,O,X,X,X,O,X,X,X
JOZSTIL,O,X,O,X,O,O,X,X
JOZSTLI,O,X,X,X,O,O,X,X
JOZSITL,O,X,O,X,O,O,X,X
JOZSILT,O,X,O,X,O,X,X,X
JOZSLTI,O,X,X,X,O,O,X,X
JOZSLIT,O,X,X,X,O,X,X,X
STILJZO,O,X,O,O,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X
STILZJO,X,O,X,O,X,X,O,X
STILZOJ,X,O,X,O,X,X,O,O
STILOJZ,O,X,O,O,X,X,X,X
STILOZJ,X,O,X,O,X,X,O,O
STIJLZO,O,X,O,O,X,O,X,X
STIJLOZ,O,X,O,O,X,X,X,X
STIJZLO,O,X,O,O,X,O,X,X
STIJZOL,O,X,O,X,X,O,X,X
STIJOLZ,O,X,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,O,X,X
STIZLJO,O,O,X,O,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,O
STIZJLO,O,O,O,O,X,O,X,X
STIZJOL,O,O,O,X,X,O,X,X
STIZOLJ,O,O,X,O,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X
STIOLJZ,O,X,O,O,X,X,X,X
STIOLZJ,X,O,X,O,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X
STIOZLJ,O,O,X,O,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X
STLIJZO,O,X,X,O,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X
STLIZJO,X,O,X,O,X,X,O,X
STLIZOJ,X,O,X,O,X,X,O,O
STLIOJZ,O,X,X,O,X,X,X,X
STLIOZJ,X,O,X,O,X,X,O,O
STLJIZO,O,X,X,O,X,O,X,X
STLJIOZ,O,X,X,O,X,X,X,X
STLJZIO,O,O,X,O,X,O,X,X
STLJZOI,X,O,X,O,X,O,X,X
STLJOIZ,X,X,X,O,X,X,X,X
STLJOZI,X,O,X,O,X,X,X,X
STLZIJO,O,O,X,O,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,O
STLZJIO,O,O,X,O,X,O,X,X
STLZJOI,X,O,X,O,X,O,X,X
STLZOIJ,O,O,X,O,O,X,X,O
STLZOJI,O,O,X,O,O,X,X,X
STLOIJZ,O,X,X,O,O,X,X,X
STLOIZJ,X,O,X,O,X,X,O,O
STLOJIZ,O,X,X,O,O,X,X,X
STLOJZI,O,O,X,O,O,X,X,X
STLOZIJ,O,O,X,O,O,X,X,O
STLOZJI,O,O,X,O,O,X,X,X
STJILZO,O,X,O,O,X,O,X,X
STJILOZ,O,X,O,O,X,X,X,X
STJIZLO,O,X,O,O,X,O,X,X
STJIZOL,O,X,O,X,X,O,X,X
STJIOLZ,O,X,O,X,X,X,X,X
STJIOZL,O,X,O,X,X,O,X,X
STJLIZO,O,X,X,O,X,O,X,X
STJLIOZ,O,X,X,O,X,X,X,X
STJLZIO,O,O,X,O,X,O,X,X
STJLZOI,X,O,X,O,X,O,X,X
STJLOIZ,X,X,X,O,X,X,X,X
STJLOZI,X,O,X,O,X,X,X,X
STJZILO,O,O,O,O,X,O,X,X
STJZIOL,O,O,O,X,X,O,X,X
STJZLIO,O,O,X,O,X,O,X,X
STJZLOI,X,O,X,O,X,O,X,X
STJZOIL,O,O,O,X,X,O,X,X
STJZOLI,O,O,X,X,X,O,X,X
STJOILZ,O,X,O,X,X,X,X,X
STJOIZL,O,X,O,X,X,O,X,X
STJOLIZ,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,O,X,X
STJOZLI,O,O,X,X,X,O,X,X
STZILJO,O,O,X,O,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,O
STZIJLO,O,O,X,O,X,O,X,X
STZIJOL,O,O,X,X,X,O,X,X
STZIOLJ,O,O,X,O,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,O
STZLJIO,O,O,X,O,X,O,X,X
STZLJOI,X,O,X,O,X,O,X,X
STZLOIJ,O,O,X,O,O,X,X,O
STZLOJI,O,O,X,O,O,X,X,X
STZJILO,O,O,X,O,X,O,X,X
STZJIOL,O,O,X,X,X,O,X,X
STZJLIO,O,O,X,O,X,O,X,X
STZJLOI,X,O,X,O,X,O,X,X
STZJOIL,O,O,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,O,X,X
STZOILJ,O,O,X,O,O,X,X,X
STZOIJL,O,O,X,X,O,X,X,X
STZOLIJ,O,O,X,O,O,X,X,X
STZOLJI,O,O,X,O,O,X,X,X
STZOJIL,O,O,X,X,O,O,X,X
STZOJLI,O,O,X,X,O,O,X,X
STOILJZ,O,X,O,O,O,X,X,X
STOILZJ,X,O,X,O,X,X,X,X
STOIJLZ,O,X,O,X,O,X,X,X
STOIJZL,O,X,O,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X
STOLIJZ,O,X,X,O,O,X,X,X
STOLIZJ,X,O,X,O,X,X,X,X
STOLJIZ,O,X,X,O,O,X,X,X
STOLJZI,O,O,X,O,O,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X
STOLZJI,O,O,X,O,O,X,X,X
STOJILZ,O,X,O,X,O,O,X,X
STOJIZL,O,X,O,X,X,O,X,X
STOJLIZ,O,X,X,X,O,O,X,X
STOJLZI,O,O,X,X,O,O,X,X
STOJZIL,O,O,O,X,O,O,X,X
STOJZLI,O,O,X,X,O,O,X,X
STOZILJ,O,O,X,O,O,X,X,X
STOZIJL,O,O,X,X,O,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X
STOZLJI,O,O,X,O,O,X,X,X
STOZJIL,O,O,X,X,O,O,X,X
STOZJLI,O,O,X,X,O,O,X,X
SITLJZO,O,X,O,O,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X
SITLZJO,X,O,X,O,X,X,O,X
SITLZOJ,X,O,X,O,X,X,O,O
SITLOJZ,O,X,O,O,X,X,X,X
SITLOZJ,X,O,X,O,X,X,O,O
SITJLZO,O,X,O,O,X,O,X,X
SITJLOZ,O,X,O,O,X,X,X,X
SITJZLO,O,X,O,O,X,O,X,X
SITJZOL,O,X,O,X,X,O,X,X
SITJOLZ,O,X,O,X,X,X,X,X
SITJOZL,O,X,O,X,X,O,X,X
SITZLJO,O,O,X,O,X,X,X,X
SITZLOJ,O,O,X,O,X,X,X,O
SITZJLO,O,O,O,O,X,O,X,X
SITZJOL,O,O,O,X,X,O,X,X
SITZOLJ,O,O,X,O,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X
SITOLJZ,O,X,O,O,X,X,X,X
SITOLZJ,X,O,X,O,X,X,X,X
SITOJLZ,O,X,O,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,X
SITOZLJ,O,O,X,O,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X
SILTJZO,O,X,O,O,X,X,O,X
SILTJOZ,O,X,O,O,X,X,O,X
SILTZJO,X,O,X,O,X,X,O,X
SILTZOJ,X,O,X,O,X,X,O,O
SILTOJZ,O,X,O,O,X,X,O,X
SILTOZJ,X,O,X,O,X,X,O,O
SILJTZO,O,X,O,X,X,X,O,X
SILJTOZ,O,X,O,X,X,X,O,X
SILJZTO,O,X,O,X,X,X,O,X
SILJZOT,X,X,O,X,X,X,O,O
SILJOTZ,X,X,O,X,X,X,O,X
SILJOZT,X,X,O,X,X,X,O,O
SILZTJO,O,O,X,O,X,X,O,X
SILZTOJ,O,O,X,O,X,X,O,O
SILZJTO,O,O,X,X,X,X,O,X
SILZJOT,X,O,X,X,X,X,O,O
SILZOTJ,O,O,X,O,O,X,O,O
SILZOJT,O,O,X,X,O,X,O,O
SILOTJZ,O,X,O,O,O,X,O,X
SILOTZJ,X,O,X,O,X,X,O,O
SILOJTZ,O,X,O,X,O,X,O,X
SILOJZT,O,X,O,X,O,X,O,O
SILOZTJ,O,O,X,O,O,X,O,O
SILOZJT,O,O,X,X,O,X,O,O
SIJTLZO,O,X,O,X,X,O,X,X
SIJTLOZ,O,X,O,X,X,X,X,X
SIJTZLO,O,X,O,X,X,O,X,X
SIJTZOL,O,X,O,X,X,O,X,X
SIJTOLZ,O,X,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,O,X,X
SIJLTZO,O,X,O,X,X,X,O,X
SIJLTOZ,O,X,O,X,X,X,O,X
SIJLZTO,O,X,O,X,X,X,O,X
SIJLZOT,X,X,O,X,X,X,O,O
SIJLOTZ,X,X,O,X,X,X,O,X
SIJLOZT,X,X,O,X,X,X,O,O
SIJZTLO,O,X,O,X,X,O,X,X
SIJZTOL,O,X,O,X,X,O,X,X
SIJZLTO,O,X,O,X,X,X,X,X
SIJZLOT,X,X,O,X,X,X,X,O
SIJZOTL,O,X,O,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X
SIZTLJO,O,O,X,O,X,X,X,X
SIZTLOJ,O,O,X,O,X,X,X,O
SIZTJLO,O,O,O,O,X,O,X,X
SIZTJOL,O,O,O,X,X,O,X,X
SIZTOLJ,O,O,X,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,O
SIZLJTO,O,O,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,O
SIZLOTJ,O,O,X,O,O,X,X,O
SIZLOJT,O,O,X,X,O,X,X,O
SIZJTLO,O,O,O,X,X,O,X,X
SIZJTOL,O,O,O,X,X,O,X,X
SIZJLTO,O,O,O,X,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,O
SIZJOTL,O,O,O,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X
SIZOTLJ,O,O,X,X,O,X,X,X
SIZOTJL,O,O,O,X,O,X,X,X
SIZOLTJ,O,O,X,X,O,X,X,O
SIZOLJT,O,O,X,X,O,X,X,O
SIZOJTL,O,O,O,X,O,X,X,X
SIZOJLT,O,O,O,X,O,X,X,X
SIOTLJZ,O,X,O,X,O,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,O,X,X,X
SIOTJZL,O,X,O,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X
SIOLTJZ,O,X,O,X,O,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,O
SIOLJTZ,O,X,O,X,O,X,X,X
SIOLJZT,O,X,O,X,O,X,X,O
SIOLZTJ,O,O,X,X,O,X,X,O
SIOLZJT,O,O,X,X,O,X,X,O
SIOJTLZ,O,X,O,X,O,X,X,X
SIOJTZL,O,X,O,X,X,X,X,X
SIOJLTZ,O,X,O,X,O,X,X,X
SIOJLZT,O,X,O,X,O,X,X,X
SIOJZTL,O,X,O,X,O,X,X,X
SIOJZLT,O,X,O,X,O,X,X,X
SIOZTLJ,O,O,X,X,O,X,X,X
SIOZTJL,O,O,O,X,O,X,X,X
SIOZLTJ,O,O,X,X,O,X,X,O
SIOZLJT,O,O,X,X,O,X,X,O
SIOZJTL,O,O,O,X,O,X,X,X
SIOZJLT,O,O,O,X,O,X,X,X
SLTIJZO,O,X,X,O,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X
SLTIZJO,X,O,X,O,X,X,O,X
SLTIZOJ,X,O,X,O,X,X,O,O
SLTIOJZ,O,X,X,O,X,X,X,X
SLTIOZJ,X,O,X,O,X,X,O,O
SLTJIZO,O,X,X,O,X,O,X,X
SLTJIOZ,O,X,X,O,X,X,X,X
SLTJZIO,O,O,X,O,X,O,X,X
SLTJZOI,X,O,X,O,X,O,X,X
SLTJOIZ,X,X,X,O,X,X,X,X
SLTJOZI,X,O,X,O,X,X,X,X
SLTZIJO,O,O,X,O,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,O
SLTZJIO,O,O,X,O,X,O,X,X
SLTZJOI,X,O,X,O,X,O,X,X
SLTZOIJ,O,O,X,O,O,X,X,O
SLTZOJI,O,O,X,O,O,X,X,X
SLTOIJZ,O,X,X,O,O,X,X,X
SLTOIZJ,X,O,X,O,X,X,O,O
SLTOJIZ,O,X,X,O,O,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,O
SLTOZJI,O,O,X,O,O,X,X,X
SLITJZO,O,X,X,O,X,X,O,X
SLITJOZ,O,X,X,O,X,X,O,X
SLITZJO,X,O,X,O,X,X,O,X
SLITZOJ,X,O,X,O,X,X,O,O
SLITOJZ,O,X,X,O,X,X,O,X
SLITOZJ,X,O,X,O,X,X,O,O
SLIJTZO,O,X,X,X,X,X,O,X
SLIJTOZ,O,X,X,X,X,X,O,X
SLIJZTO,O,X,X,X,X,X,O,X
SLIJZOT,X,X,X,X,X,X,O,O
SLIJOTZ,X,X,X,X,X,X,O,X
SLIJOZT,X,X,X,X,X,X,O,O
SLIZTJO,O,O,X,O,X,X,O,X
SLIZTOJ,O,O,X,O,X,X,O,O
SLIZJTO,O,O,X,X,X,X,O,X
SLIZJOT,X,O,X,X,X,X,O,O
SLIZOTJ,O,O,X,O,O,X,O,O
SLIZOJT,O,O,X,X,O,X,O,O
SLIOTJZ,O,X,X,O,O,X,O,X
SLIOTZJ,X,O,X,O,X,X,O,O
SLIOJTZ,O,X,X,X,O,X,O,X
SLIOJZT,O,X,X,X,O,X,O,O
SLIOZTJ,O,O,X,O,O,X,O,O
SLIOZJT,O,O,X,X,O,X,O,O
SLJTIZO,O,X,X,O,X,O,X,X
SLJTIOZ,O,X,X,O,X,X,X,X
SLJTZIO,O,O,X,O,X,O,X,X
SLJTZOI,X,O,X,O,X,O,X,X
SLJTOIZ,X,X,X,O,X,X,X,X
SLJTOZI,X,O,X,O,X,X,X,X
SLJITZO,O,X,X,X,X,X,O,X
SLJITOZ,O,X,X,X,X,X,O,X
SLJIZTO,O,X,X,X,X,X,O,X
SLJIZOT,X,X,X,X,X,X,O,O
SLJIOTZ,X,X,X,X,X,X,O,X
SLJIOZT,X,X,X,X,X,X,O,O
SLJZTIO,O,O,X,O,X,O,X,X
SLJZTOI,X,O,X,O,X,O,X,X
SLJZITO,O,O,X,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,X,O
SLJZOTI,X,O,X,O,O,X,X,X
SLJZOIT,X,O,X,X,O,X,X,O
SLJOTIZ,X,X,X,O,O,X,X,X
SLJOTZI,X,O,X,O,O,X,X,X
SLJOITZ,X,X,X,X,O,X,O,X
SLJOIZT,X,X,X,X,O,X,O,O
SLJOZTI,X,O,X,O,O,X,X,X
SLJOZIT,X,O,X,X,O,X,X,O
SLZTIJO,O,O,X,O,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,O
SLZTJIO,O,O,X,O,X,O,X,X
SLZTJOI,X,O,X,O,X,O,X,X
SLZTOIJ,O,O,X,O,O,X,X,O
SLZTOJI,O,O,X,O,O,X,X,X
SLZITJO,O,O,X,O,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,O
SLZIJTO,O,O,X,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,X,O
SLZIOTJ,O,O,X,O,O,X,X,O
SLZIOJT,O,O,X,X,O,X,X,O
SLZJTIO,O,O,X,O,X,O,X,X
SLZJTOI,X,O,X,O,X,O,X,X
SLZJITO,O,O,X,X,X,X,X,X
SLZJIOT,X,O,X,X,X,X,X,O
SLZJOTI,X,O,X,O,O,X,X,X
SLZJOIT,X,O,X,X,O,X,X,O
SLZOTIJ,O,O,X,O,O,X,X,O
SLZOTJI,O,O,X,O,O,X,X,X
SLZOITJ,O,O,X,O,O,X,X,O
SLZOIJT,O,O,X,X,O,X,X,O
SLZOJTI,O,O,X,O,O,X,X,X
SLZOJIT,O,O,X,X,O,X,X,O
SLOTIJZ,O,X,X,O,O,X,X,X
SLOTIZJ,X,O,X,O,X,X,O,O
SLOTJIZ,O,X,X,O,O,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,O
SLOTZJI,O,O,X,O,O,X,X,X
SLOITJZ,O,X,X,O,O,X,O,X
SLOITZJ,X,O,X,O,X,X,O,O
SLOIJTZ,O,X,X,X,O,X,O,X
SLOIJZT,O,X,X,X,O,X,O,O
SLOIZTJ,O,O,X,O,O,X,O,O
SLOIZJT,O,O,X,X,O,X,O,O
SLOJTIZ,O,X,X,O,O,X,X,X
SLOJTZI,O,O,X,O,O,X,X,X
SLOJITZ,O,X,X,X,O,X,O,X
SLOJIZT,O,X,X,X,O,X,O,O
SLOJZTI,O,O,X,O,O,X,X,X
SLOJZIT,O,O,X,X,O,X,X,O
SLOZTIJ,O,O,X,O,O,X,X,O
SLOZTJI,O,O,X,O,O,X,X,X
SLOZITJ,O,O,X,O,O,X,X,O
SLOZIJT,O,O,X,X,O,X,X,O
SLOZJTI,O,O,X,O,O,X,X,X
SLOZJIT,O,O,X,X,O,X,X,O
SJTILZO,O,X,O,O,X,O,X,X
SJTILOZ,O,X,O,O,X,X,X,X
SJTIZLO,O,X,O,O,X,O,X,X
SJTIZOL,O,X,O,X,X,O,X,X
SJTIOLZ,O,X,O,X,X,X,X,X
SJTIOZL,O,X,O,X,X,O,X,X
SJTLIZO,O,X,X,O,X,O,X,X
SJTLIOZ,O,X,X,O,X,X,X,X
SJTLZIO,O,O,X,O,X,O,X,X
SJTLZOI,X,O,X,O,X,O,X,X
SJTLOIZ,X,X,X,O,X,X,X,X
SJTLOZI,X,O,X,O,X,X,X,X
SJTZILO,O,O,O,O,X,O,X,X
SJTZIOL,O,O,O,X,X,O,X,X
SJTZLIO,O,O,X,O,X,O,X,X
SJTZLOI,X,O,X,O,X,O,X,X
SJTZOIL,O,O,O,X,X,O,X,X
SJTZOLI,O,O,X,X,X,O,X,X
SJTOILZ,O,X,O,X,X,X,X,X
SJTOIZL,O,X,O,X,X,O,X,X
SJTOLIZ,O,X,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X
SJTOZIL,O,O,O,X,X,O,X,X
SJTOZLI,O,O,X,X,X,O,X,X
SJITLZO,O,X,O,X,X,O,X,X
SJITLOZ,O,X,O,X,X,X,X,X
SJITZLO,O,X,O,X,X,O,X,X
SJITZOL,O,X,O,X,X,O,X,X
SJITOLZ,O,X,O,X,X,X,X,X
SJITOZL,O,X,O,X,X,O,X,X
SJILTZO,O,X,O,X,X,X,O,X
SJILTOZ,O,X,O,X,X,X,O,X
SJILZTO,O,X,O,X,X,X,O,X
SJILZOT,X,X,O,X,X,X,O,O
SJILOTZ,X,X,O,X,X,X,O,X
SJILOZT,X,X,O,X,X,X,O,O
SJIZTLO,O,X,O,X,X,O,X,X
SJIZTOL,O,X,O,X,X,O,X,X
SJIZLTO,O,X,O,X,X,X,X,X
SJIZLOT,X,X,O,X,X,X,X,O
SJIZOTL,O,X,O,X,X,X,X,X
SJIZOLT,O,X,O,X,X,X,X,X
SJIOTLZ,O,X,O,X,X,X,X,X
SJIOTZL,O,X,O,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X,X
SJIOZTL,O,X,O,X,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,X
SJLTIZO,O,X,X,O,X,O,X,X
SJLTIOZ,O,X,X,O,X,X,X,X
SJLTZIO,O,O,X,O,X,O,X,X
SJLTZOI,X,O,X,O,X,O,X,X
SJLTOIZ,X,X,X,O,X,X,X,X
SJLTOZI,X,O,X,O,X,X,X,X
SJLITZO,O,X,X,X,X,X,O,X
SJLITOZ,O,X,X,X,X,X,O,X
SJLIZTO,O,X,X,X,X,X,O,X
SJLIZOT,X,X,X,X,X,X,O,O
SJLIOTZ,X,X,X,X,X,X,O,X
SJLIOZT,X,X,X,X,X,X,O,O
SJLZTIO,O,O,X,O,X,O,X,X
SJLZTOI,X,O,X,O,X,O,X,X
SJLZITO,O,O,X,X,X,X,X,X
SJLZIOT,X,O,X,X,X,X,X,O
SJLZOTI,X,O,X,O,O,X,X,X
SJLZOIT,X,O,X,X,O,X,X,O
SJLOTIZ,X,X,X,O,O,X,X,X
SJLOTZI,X,O,X,O,O,X,X,X
SJLOITZ,X,X,X,X,O,X,O,X
SJLOIZT,X,X,X,X,O,X,O,O
SJLOZTI,X,O,X,O,O,X,X,X
SJLOZIT,X,O,X,X,O,X,X,O
SJZTILO,O,O,O,O,X,O,X,X
SJZTIOL,O,O,O,X,X,O,X,X
SJZTLIO,O,O,X,O,X,O,X,X
SJZTLOI,X,O,X,O,X,O,X,X
SJZTOIL,O,O,O,X,X,O,X,X
SJZTOLI,O,O,X,X,X,O,X,X
SJZITLO,O,O,O,X,X,O,X,X
SJZITOL,O,O,O,X,X,O,X,X
SJZILTO,O,O,O,X,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,O
SJZIOTL,O,O,O,X,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X,X
SJZLTIO,O,O,X,O,X,O,X,X
SJZLTOI,X,O,X,O,X,O,X,X
SJZLITO,O,O,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,O
SJZLOTI,X,O,X,O,O,X,X,X
SJZLOIT,X,O,X,X,O,X,X,O
SJZOTIL,O,O,O,X,O,O,X,X
SJZOTLI,O,O,X,X,O,O,X,X
SJZOITL,O,O,O,X,O,X,X,X
SJZOILT,O,O,O,X,O,X,X,X
SJZOLTI,O,O,X,X,O,X,X,X
SJZOLIT,O,O,X,X,O,X,X,X
SJOTILZ,O,X,O,X,O,X,X,X
SJOTIZL,O,X,O,X,X,O,X,X
SJOTLIZ,O,X,X,X,O,X,X,X
SJOTLZI,O,O,X,X,O,X,X,X
SJOTZIL,O,O,O,X,O,O,X,X
SJOTZLI,O,O,X,X,O,O,X,X
SJOITLZ,O,X,O,X,O,X,X,X
SJOITZL,O,X,O,X,X,X,X,X
SJOILTZ,O,X,O,X,O,X,X,X
SJOILZT,O,X,O,X,O,X,X,X
SJOIZTL,O,X,O,X,O,X,X,X
SJOIZLT,O,X,O,X,O,X,X,X
SJOLTIZ,O,X,X,X,O,X,X,X
SJOLTZI,O,O,X,X,O,X,X,X
SJOLITZ,O,X,X,X,O,X,X,X
SJOLIZT,O,X,X,X,O,X,X,X
SJOLZTI,O,O,X,X,O,X,X,X
SJOLZIT,O,O,X,X,O,X,X,X
SJOZTIL,O,O,O,X,O,O,X,X
SJOZTLI,O,O,X,X,O,O,X,X
SJOZITL,O,O,O,X,O,X,X,X
SJOZILT,O,O,O,X,O,X,X,X
SJOZLTI,O,O,X,X,O,X,X,X
SJOZLIT,O,O,X,X,O,X,X,X
SZTILJO,O,O,X,O,X,X,X,X
SZTILOJ,O,O,X,O,X,X,X,O
SZTIJLO,O,O,X,O,X,O,X,X
SZTIJOL,O,O,X,X,X,O,X,X
SZTIOLJ,O,O,X,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X,X
SZTLIOJ,O,O,X,O,X,X,X,O
SZTLJIO,O,O,X,O,X,O,X,X
SZTLJOI,X,O,X,O,X,O,X,X
SZTLOIJ,O,O,X,O,O,X,X,O
SZTLOJI,O,O,X,O,O,X,X,X
SZTJILO,O,O,X,O,X,O,X,X
SZTJIOL,O,O,X,X,X,O,X,X
SZTJLIO,O,O,X,O,X,O,X,X
SZTJLOI,X,O,X,O,X,O,X,X
SZTJOIL,O,O,X,X,X,O,X,X
SZTJOLI,O,O,X,X,X,O,X,X
