sequence,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhF0hB6nBTjB3?lBlrBOqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeuEJvhF6nBTjBxlB8?rBFmBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFigBTjBcqB/?rBGsBFsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFxgBSoBXmB8?rBlnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFAJvhFXhB+nBTjBq?pBxqB8rB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFSnBTjBOqB/?rBlqBUsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBllBRnB/?rBUnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFThBSoB8rBl?nBRqBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBxlBlnBX?mB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFBJvhFGjBClB3nBx?qB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je1FJvhFRiBSoBWqBU?nB/rBzpB
JZTLOIS,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,O
JZTSILO,X,X,X,X,X,X,X,X,X,X,X
JZTSIOL,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,X,X,X,X,X,X,X,X,X,X,O
JZTSLOI,X,X,X,X,X,X,X,X,X,X,O
JZTSOIL,X,X,X,X,X,X,X,X,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,X,X,X,X,X,X,X,O,X,X
JZTOISL,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,X,X,X,X,X,X,X,X,O,X,X
JZTOLSI,X,X,X,X,X,X,X,X,X,X,O
JZTOSIL,X,X,X,X,X,X,X,X,X,X,X
JZTOSLI,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,O,X,X,X,O
JZITLOS,X,O,X,X,X,X,X,O,X,X,X
JZITSLO,X,X,X,X,X,X,X,X,X,X,X
JZITSOL,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,O,X,X,X,X,X,O,X,X,X
JZITOSL,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,X,X,X,X,X,O
JZILTOS,X,O,X,X,X,X,X,O,X,X,X
JZILSTO,X,X,O,X,X,X,X,X,X,O,X
JZILSOT,X,O,O,X,X,X,X,O,X,O,X
JZILOTS,X,O,X,X,X,X,X,O,X,X,X
JZILOST,X,O,O,X,X,X,X,O,X,X,X
JZISTLO,X,X,O,X,X,X,X,X,X,X,X
JZISTOL,X,X,O,X,X,X,X,X,X,X,X
JZISLTO,X,X,O,X,X,X,X,X,X,O,X
JZISLOT,X,O,O,X,X,O,X,O,X,O,X
JZISOTL,X,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,O,O,X,X,O,X,O,X,X,X
JZIOTLS,X,O,X,X,X,X,O,O,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,X,O,X,X,X
JZIOLST,X,O,O,X,X,X,X,O,X,X,X
JZIOSTL,X,X,O,X,X,X,X,X,X,X,X
JZIOSLT,X,O,O,X,X,O,X,O,X,X,X
JZLTISO,X,X,X,X,O,X,X,X,X,X,O
JZLTIOS,X,X,X,X,O,X,X,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,X,X,X,O
JZLTSOI,X,X,X,X,X,X,X,X,X,X,O
JZLTOIS,X,X,X,X,O,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,O
JZLITSO,X,X,X,X,O,X,X,X,X,X,O
JZLITOS,X,O,X,X,O,X,X,O,X,X,X
JZLISTO,X,X,O,X,O,X,X,X,X,X,X
JZLISOT,X,O,O,X,O,X,X,O,X,X,X
JZLIOTS,X,O,X,X,O,X,X,O,X,X,X
JZLIOST,X,O,O,X,O,X,X,O,X,X,X
JZLSTIO,X,O,O,O,X,X,X,X,X,X,O
JZLSTOI,X,O,O,O,X,X,X,X,X,X,O
JZLSITO,X,O,O,O,X,X,X,X,X,X,X
JZLSIOT,X,O,O,O,X,X,X,X,X,X,X
JZLSOTI,X,O,O,O,X,X,X,X,X,X,X
JZLSOIT,X,O,O,O,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,O,X,X,X,X,X,X
JZLOTSI,X,X,X,O,X,X,X,X,X,X,O
JZLOITS,X,O,X,X,O,X,X,O,X,X,X
JZLOIST,X,O,O,O,O,X,X,O,X,X,X
JZLOSTI,X,O,O,O,X,X,X,X,X,X,X
JZLOSIT,X,O,O,O,X,X,X,X,X,X,X
JZSTILO,X,O,O,O,X,X,X,X,X,X,X
JZSTIOL,X,O,O,X,X,X,X,X,X,X,X
JZSTLIO,X,O,O,O,X,X,X,X,X,X,O
JZSTLOI,X,O,O,O,X,X,X,X,X,X,O
JZSTOIL,X,O,O,X,X,X,X,X,X,X,X
JZSTOLI,X,O,O,X,X,X,X,X,X,X,X
JZSITLO,X,O,O,O,X,X,X,X,X,X,X
JZSITOL,X,O,O,X,X,X,X,X,X,X,X
JZSILTO,X,O,O,O,X,X,X,X,X,O,X
JZSILOT,X,O,O,O,X,O,X,X,X,O,X
JZSIOTL,X,O,O,X,X,X,X,X,X,X,X
JZSIOLT,X,O,O,O,X,O,X,X,X,X,X
JZSLTIO,X,O,O,O,X,X,X,X,X,X,O
JZSLTOI,X,O,O,O,X,X,X,X,X,X,O
JZSLITO,X,O,O,O,X,X,X,X,X,X,X
JZSLIOT,X,O,O,O,X,O,X,X,X,X,X
JZSLOTI,X,O,O,O,X,X,X,X,X,X,X
JZSLOIT,X,O,O,O,X,O,X,X,X,X,X
JZSOTIL,X,O,O,O,X,X,X,X,X,X,X
JZSOTLI,X,O,O,O,X,X,X,X,X,X,X
JZSOITL,X,O,O,O,X,X,X,X,X,X,X
JZSOILT,X,O,O,O,X,O,X,X,X,X,X
JZSOLTI,X,O,O,O,X,X,X,X,X,X,X
JZSOLIT,X,O,O,O,X,O,X,X,X,X,X
JZOTILS,X,X,X,X,X,X,O,X,O,X,X
JZOTISL,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,X,O,X,O,X,X
JZOTLSI,X,X,X,O,X,X,X,X,X,X,O
JZOTSIL,X,X,X,O,X,X,X,X,X,X,X
JZOTSLI,X,X,X,O,X,X,X,X,X,X,X
JZOITLS,X,O,X,X,X,X,O,O,X,X,X
JZOITSL,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,O,X,X,X
JZOILST,X,O,O,O,X,X,X,O,X,X,X
JZOISTL,X,X,O,O,X,X,X,X,X,X,X
JZOISLT,X,O,O,O,X,O,X,O,X,X,X
JZOLTIS,X,X,X,X,O,X,O,X,O,X,X
JZOLTSI,X,X,X,O,X,X,X,X,X,X,O
JZOLITS,X,O,X,X,O,X,X,O,X,X,X
JZOLIST,X,O,O,O,O,X,X,O,X,X,X
JZOLSTI,X,O,O,O,X,X,X,X,X,X,X
JZOLSIT,X,O,O,O,X,X,X,X,X,X,X
JZOSTIL,X,O,O,O,X,X,X,X,X,X,X
JZOSTLI,X,O,O,O,X,X,X,X,X,X,X
JZOSITL,X,O,O,O,X,X,X,X,X,X,X
JZOSILT,X,O,O,O,X,O,X,X,X,X,X
JZOSLTI,X,O,O,O,X,X,X,X,X,X,X
JZOSLIT,X,O,O,O,X,O,X,X,X,X,X
JOTILSZ,O,X,X,X,X,X,O,X,O,X,X
JOTILZS,O,X,X,X,X,X,O,X,O,X,X
JOTISLZ,O,X,X,X,X,O,O,X,O,X,X
JOTISZL,O,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,X,X,X,X,O,X,O,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,X,X,X,O,X,O,X,O,X,X
JOTLIZS,O,X,X,X,O,X,O,X,O,X,X
JOTLSIZ,O,X,X,X,O,X,O,X,O,X,X
JOTLSZI,O,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,O,X,O,X,O,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X,X,O
JOTSILZ,O,X,X,X,X,O,O,X,O,X,X
JOTSIZL,O,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,X,O,O,X,O,X,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,X,X,X,O,X,O,X,X
JOTZISL,O,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,X,X,O,X,O,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X,X,O
JOTZSIL,O,X,X,O,X,X,X,X,X,X,X
JOTZSLI,O,X,X,O,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,O,X,O,X,X
JOITLZS,O,X,X,X,X,X,O,X,O,X,X
JOITSLZ,O,X,X,X,X,O,O,X,O,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,X,O,X,O,X,X
JOITZSL,O,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,X,O,X,O,X,O,X,X
JOILTZS,O,X,X,X,O,X,O,X,O,X,X
JOILSTZ,X,X,X,X,O,O,X,X,X,X,X
JOILSZT,X,X,X,X,O,O,X,X,X,O,X
JOILZTS,X,X,X,X,O,X,X,X,X,X,X
JOILZST,X,X,X,O,O,X,X,X,X,X,X
JOISTLZ,O,X,X,X,X,O,O,X,X,X,X
JOISTZL,O,X,O,X,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,O,X,X,X,X,X
JOISLZT,X,X,O,X,X,O,X,X,X,O,X
JOISZTL,X,X,O,X,X,X,X,X,X,X,X
JOISZLT,X,X,O,X,X,O,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,O,X,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,O,O,X,X,X,X,X,X,X
JOIZSTL,X,X,O,O,X,X,X,X,X,X,X
JOIZSLT,X,X,O,O,X,O,X,X,X,X,X
JOLTISZ,O,X,X,X,O,X,O,X,O,X,X
JOLTIZS,O,X,X,X,O,X,O,X,O,X,X
JOLTSIZ,O,X,X,X,O,X,O,X,O,X,X
JOLTSZI,O,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,O,X,O,X,O,X,X
JOLTZSI,O,X,X,O,X,X,X,X,X,X,O
JOLITSZ,O,X,X,X,O,X,O,X,O,X,X
JOLITZS,O,X,X,X,O,X,O,X,O,X,X
JOLISTZ,X,X,X,X,O,O,X,X,X,X,X
JOLISZT,X,X,X,X,O,O,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X,X,X,X,X,X
JOLIZST,X,X,X,O,O,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,O,O,X,O,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,O,X,X,X,X,X
JOLSIZT,X,O,X,X,O,O,X,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,O,X,X,X,X,X
JOLZTIS,X,X,X,X,O,X,O,X,O,X,X
JOLZTSI,X,X,X,O,X,X,X,X,X,X,O
JOLZITS,X,O,X,X,O,X,X,X,X,X,X
JOLZIST,X,O,X,O,O,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,X,O,O,X,O,X,X
JOSTIZL,O,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,X,O,O,X,O,X,X
JOSTLZI,O,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,O,O,X,X,X,X
JOSITZL,O,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,O,X,X,X,X,X
JOSILZT,X,O,O,X,X,O,X,X,X,O,X
JOSIZTL,X,O,O,X,X,X,X,X,X,X,X
JOSIZLT,X,O,O,X,X,O,X,X,X,X,X
JOSLTIZ,X,X,X,X,O,O,O,X,O,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,O,O,X,X,X,X,X
JOSLIZT,X,O,O,X,O,O,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,X,X,X,X
JOSLZIT,X,O,O,O,X,O,X,X,X,X,X
JOSZTIL,X,O,O,O,X,X,X,X,X,X,X
JOSZTLI,X,O,O,O,X,X,X,X,X,X,X
JOSZITL,X,O,O,O,X,X,X,X,X,X,X
JOSZILT,X,O,O,O,X,O,X,X,X,X,X
JOSZLTI,X,O,O,O,X,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,O,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,O,X,O,X,X
JOZTISL,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,O,X,O,X,X
JOZTLSI,X,X,X,O,X,X,X,X,X,X,O
JOZTSIL,X,X,X,O,X,X,X,X,X,X,X
JOZTSLI,X,X,X,O,X,X,X,X,X,X,X
JOZITLS,X,O,X,X,X,X,O,X,X,X,X
JOZITSL,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,X,X
JOZILST,X,O,O,O,X,X,X,X,X,X,X
JOZISTL,X,X,O,O,X,X,X,X,X,X,X
JOZISLT,X,O,O,O,X,O,X,X,X,X,X
JOZLTIS,X,X,X,X,O,X,O,X,O,X,X
JOZLTSI,X,X,X,O,X,X,X,X,X,X,O
JOZLITS,X,O,X,X,O,X,X,X,X,X,X
JOZLIST,X,O,O,O,O,X,X,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,X,X,X,X,X,X
JOZSTLI,X,O,O,O,X,X,X,X,X,X,X
JOZSITL,X,O,O,O,X,X,X,X,X,X,X
JOZSILT,X,O,O,O,X,O,X,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,O,X,X,X,X,X
STILJZO,O,X,X,X,X,X,O,X,X,O,X
STILJOZ,O,X,X,X,X,O,O,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,O,X
STILZOJ,O,X,X,X,X,X,X,X,X,O,X
STILOJZ,O,X,X,X,X,O,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,O,X,X,O,X
STIJLOZ,O,X,X,X,X,O,O,X,X,X,X
STIJZLO,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,X,O,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,X,X,X,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,X,O,O,X,X,X,X
STLIZJO,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,O,X,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,X,O,O,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,O,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,O,X,X,X,X,X
STLOIZJ,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,O,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,O,X,X,O,X
STJILOZ,O,X,X,X,X,O,O,X,X,X,X
STJIZLO,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,X,O,O,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,O,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,O,X,X,O,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,X,O,X,X,O,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,O,X,X,O,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,O,X,X,O,X,X
STOIJZL,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,X,O,X,X,O,X,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,O,X,X,O,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,O,X,X,O,X,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,X,O,X,X,O,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,O,X,X,O,X
SITLJOZ,O,X,X,X,X,O,O,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,O,X
SITLZOJ,O,X,X,X,X,X,X,X,X,O,X
SITLOJZ,O,X,X,X,X,O,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,O,X,X,O,X
SITJLOZ,O,X,X,X,X,O,O,X,X,X,X
SITJZLO,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,X,O,X
SILTJOZ,O,X,X,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,O,X
SILTZOJ,O,X,X,X,X,X,X,X,X,O,X
SILTOJZ,O,X,X,X,X,O,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,O,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,X
SILJZTO,X,O,O,X,X,X,X,X,X,O,X
SILJZOT,X,O,O,X,X,O,X,O,X,O,X
SILJOTZ,X,X,X,X,X,O,X,X,X,X,X
SILJOZT,X,O,O,X,X,O,X,X,X,O,X
SILZTJO,X,O,O,X,X,X,X,X,X,O,X
SILZTOJ,X,O,O,X,X,X,X,X,X,O,X
SILZJTO,X,O,O,X,X,X,X,X,X,O,X
SILZJOT,X,O,O,X,X,O,X,O,X,O,X
SILZOTJ,X,O,O,X,X,X,X,X,X,O,X
SILZOJT,X,O,O,X,X,O,X,O,X,O,X
SILOTJZ,O,X,X,X,X,O,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,O,X,X,X,X,X
SILOJZT,X,O,O,X,X,O,X,X,X,O,X
SILOZTJ,X,O,O,X,X,X,X,X,X,O,X
SILOZJT,X,O,O,X,X,O,X,X,X,O,X
SIJTLZO,O,X,X,X,X,X,O,X,X,O,X
SIJTLOZ,O,X,X,X,X,O,O,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X,O,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,X
SIJLZTO,X,O,O,X,X,X,X,X,X,O,X
SIJLZOT,X,O,O,X,X,O,X,O,X,O,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X,X
SIJLOZT,X,O,O,X,X,O,X,X,X,O,X
SIJZTLO,X,O,O,X,X,X,X,X,X,X,X
SIJZTOL,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,X,O,O,X,X,X,X,X,X,O,X
SIJZLOT,X,O,O,X,X,O,X,O,X,O,X
SIJZOTL,X,O,O,X,X,X,X,X,X,X,X
SIJZOLT,X,O,O,X,X,O,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,O,O,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,X,O,O,X,X,O,X,X,X,O,X
SIJOZTL,X,O,O,X,X,X,X,X,X,X,X
SIJOZLT,X,O,O,X,X,O,X,X,X,X,X
SIZTLJO,O,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,X,X
SIZLTJO,X,O,O,X,X,X,X,X,X,O,X
SIZLTOJ,X,O,O,X,X,X,X,X,X,O,X
SIZLJTO,X,O,O,X,X,X,X,X,X,O,X
SIZLJOT,X,O,O,X,X,O,X,O,X,O,X
SIZLOTJ,X,O,O,X,X,X,X,X,X,O,X
SIZLOJT,X,O,O,X,X,O,X,O,X,O,X
SIZJTLO,X,O,O,X,X,X,X,X,X,X,X
SIZJTOL,X,O,O,X,X,X,X,X,X,X,X
SIZJLTO,X,O,O,X,X,X,X,X,X,O,X
SIZJLOT,X,O,O,X,X,O,X,O,X,O,X
SIZJOTL,X,O,O,X,X,X,X,X,X,X,X
SIZJOLT,X,O,O,X,X,O,X,O,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,O,X,O,X,X,X
SIZOJTL,X,O,O,X,X,X,X,X,X,X,X
SIZOJLT,X,O,O,X,X,O,X,O,X,X,X
SIOTLJZ,O,X,X,X,X,O,O,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,O,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X,X,X,X,X
