sequence,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhBliB?5oBUnBzqByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhB6oB?FnB0nBzqBxxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmBVnB?5oB3nB0qByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NelAJvhFUiB5oB?/qBOrBisBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmB5oB?asBftB0qBlsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeXBJvhF5oB2qB?FnBzsB0qBisB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8Ne0AJvhFliB5oB?/qBasBOrBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBisBmqBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeKFJvhFUiB5oB?FmBmsBzqB3sB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBatBTsBmqB
JIZSTLO,O,X,X,O,X,X,X,X,X,X
JIZSTOL,O,X,O,O,X,O,X,X,X,X
JIZSLTO,O,X,O,O,O,X,X,X,O,X
JIZSLOT,X,X,O,O,O,X,X,X,X,X
JIZSOTL,O,X,O,O,X,O,X,X,X,X
JIZSOLT,X,X,O,X,O,X,X,X,X,X
JIZOTLS,O,X,O,X,O,X,X,X,X,X
JIZOTSL,O,X,O,X,X,O,X,X,X,X
JIZOLTS,O,X,O,X,O,X,X,X,O,X
JIZOLST,O,X,O,X,O,X,X,X,X,X
JIZOSTL,O,X,O,O,X,O,X,X,X,X
JIZOSLT,O,X,O,X,O,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,O,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,O,X,X,X,X
JIOTSZL,O,O,X,X,X,O,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,X,X,X,O,X,X,X,X
JIOLTSZ,O,O,X,X,X,O,O,X,X,X
JIOLTZS,O,O,X,X,X,X,X,X,O,X
JIOLSTZ,O,O,X,O,X,O,O,X,X,X
JIOLSZT,O,O,X,O,X,X,O,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X,O,X
JIOLZST,O,O,X,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,O,X,X,X,X
JIOSTZL,O,O,X,O,X,O,X,X,X,O
JIOSLTZ,O,O,X,O,X,O,O,X,X,X
JIOSLZT,O,O,X,O,X,X,O,X,X,X
JIOSZTL,O,O,X,O,X,O,X,X,X,O
JIOSZLT,O,O,X,X,X,X,O,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,O,X,X,X,X
JIOZLTS,O,O,X,X,X,X,X,X,O,X
JIOZLST,O,O,X,X,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,O,X,X,X,O
JIOZSLT,O,O,X,X,X,X,X,X,X,X
JLTISZO,X,O,O,O,O,X,O,X,O,X
JLTISOZ,X,O,X,O,X,O,X,X,X,X
JLTIZSO,O,O,O,O,O,X,X,X,O,X
JLTIZOS,O,X,O,X,O,X,X,X,O,X
JLTIOSZ,O,O,X,X,X,X,X,X,X,X
JLTIOZS,O,X,O,X,X,X,X,X,O,X
JLTSIZO,X,O,O,O,X,X,O,X,O,X
JLTSIOZ,X,O,X,O,X,O,X,X,X,X
JLTSZIO,X,O,O,O,X,X,O,X,O,X
JLTSZOI,X,O,O,O,X,X,X,X,X,X
JLTSOIZ,X,X,X,O,X,X,X,X,X,X
JLTSOZI,X,O,X,O,X,X,X,X,X,X
JLTZISO,O,X,O,O,O,X,X,X,O,X
JLTZIOS,O,X,O,X,O,X,X,X,O,X
JLTZSIO,O,O,O,O,X,X,X,X,O,X
JLTZSOI,O,O,O,O,X,X,X,X,X,X
JLTZOIS,O,X,O,X,O,X,X,X,O,X
JLTZOSI,O,X,O,X,X,X,X,X,X,X
JLTOISZ,O,O,X,X,X,X,X,X,X,X
JLTOIZS,O,X,O,X,X,X,X,X,O,X
JLTOSIZ,O,O,X,X,X,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,X,X,X,O,X
JLTOZSI,O,O,O,X,X,X,X,X,X,X
JLITSZO,X,O,O,O,O,X,O,X,O,X
JLITSOZ,X,O,X,O,X,O,X,X,X,X
JLITZSO,O,O,O,O,O,X,X,X,O,X
JLITZOS,O,X,O,X,O,X,X,X,O,X
JLITOSZ,O,O,X,X,X,X,X,X,X,X
JLITOZS,O,X,O,X,X,X,X,X,O,X
JLISTZO,X,O,X,O,O,X,O,O,O,X
JLISTOZ,X,O,X,O,X,O,X,X,X,X
JLISZTO,O,X,X,O,O,X,O,O,O,X
JLISZOT,O,X,X,O,O,X,X,X,X,X
JLISOTZ,X,X,X,O,X,O,X,X,X,X
JLISOZT,X,X,X,O,O,X,X,X,X,X
JLIZTSO,O,O,O,O,O,X,X,X,O,X
JLIZTOS,O,X,O,X,O,X,X,X,O,X
JLIZSTO,O,X,O,O,O,X,X,O,O,X
JLIZSOT,O,X,O,O,O,X,X,X,X,X
JLIZOTS,O,X,O,X,O,X,X,X,O,X
JLIZOST,O,X,O,O,O,X,X,X,X,X
JLIOTSZ,O,O,X,X,X,O,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,O,X
JLIOSTZ,O,X,X,O,X,O,X,X,X,X
JLIOSZT,O,X,X,O,O,X,X,X,X,X
JLIOZTS,O,X,X,X,O,X,X,X,O,X
JLIOZST,O,X,X,O,O,X,X,X,X,X
JLSTIZO,X,O,X,O,X,X,O,O,O,X
JLSTIOZ,X,X,X,O,X,O,X,X,X,X
JLSTZIO,X,O,X,O,X,X,O,O,O,X
JLSTZOI,X,O,X,O,X,X,X,X,X,X
JLSTOIZ,X,X,X,O,X,X,X,X,X,X
JLSTOZI,X,O,X,O,X,X,X,X,X,X
JLSITZO,X,O,X,O,O,X,O,O,O,X
JLSITOZ,X,O,X,O,X,O,X,X,X,X
JLSIZTO,O,X,X,O,O,X,O,O,O,X
JLSIZOT,O,X,X,O,O,X,X,X,X,X
JLSIOTZ,X,X,X,O,X,O,X,X,X,X
JLSIOZT,X,X,X,O,O,X,X,X,X,X
JLSZTIO,O,X,X,O,X,X,O,O,O,X
JLSZTOI,O,X,X,O,X,X,X,X,X,X
JLSZITO,O,X,X,O,O,X,O,O,O,X
JLSZIOT,O,X,X,O,O,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,X,X,O,O,X,X,X,X,X
JLSOTIZ,X,X,X,O,X,O,X,X,X,X
JLSOTZI,X,X,X,O,X,X,X,X,X,X
JLSOITZ,X,X,X,O,X,O,X,X,X,X
JLSOIZT,X,X,X,O,X,X,X,X,X,X
JLSOZTI,X,X,X,O,X,X,X,X,X,X
JLSOZIT,X,X,X,O,X,X,X,X,X,X
JLZTISO,O,X,O,O,O,X,X,X,O,X
JLZTIOS,O,X,O,X,O,X,X,X,O,X
JLZTSIO,O,O,O,O,X,X,X,X,O,X
JLZTSOI,O,O,O,O,X,X,X,X,X,X
JLZTOIS,O,X,O,X,O,X,X,X,O,X
JLZTOSI,O,X,O,X,X,X,X,X,X,X
JLZITSO,O,O,O,O,O,X,X,X,O,X
JLZITOS,O,X,O,X,O,X,X,X,O,X
JLZISTO,O,X,O,O,O,X,X,O,O,X
JLZISOT,O,X,O,O,O,X,X,X,X,X
JLZIOTS,O,X,O,X,O,X,X,X,O,X
JLZIOST,O,X,O,O,O,X,X,X,X,X
JLZSTIO,O,X,O,O,X,X,X,O,O,X
JLZSTOI,O,X,O,O,X,X,X,X,X,X
JLZSITO,O,X,O,O,O,X,X,O,O,X
JLZSIOT,O,X,O,O,O,X,X,X,X,X
JLZSOTI,O,X,O,O,X,X,X,X,X,X
JLZSOIT,O,X,O,O,O,X,X,X,X,X
JLZOTIS,O,X,O,X,O,X,X,X,O,X
JLZOTSI,O,X,O,X,X,X,X,X,X,X
JLZOITS,O,X,O,X,O,X,X,X,O,X
JLZOIST,O,X,O,O,O,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,X,X,X
JLZOSIT,O,X,O,O,O,X,X,X,X,X
JLOTISZ,O,O,X,X,X,O,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X,X,O,X
JLOTSIZ,O,O,X,X,X,O,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,O,X
JLOTZSI,O,O,X,X,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,O,X,X,X,X
JLOITZS,O,O,X,X,X,X,X,X,O,X
JLOISTZ,O,O,X,O,X,O,X,X,X,X
JLOISZT,O,O,X,O,O,X,X,X,X,X
JLOIZTS,O,O,X,X,O,X,X,X,O,X
JLOIZST,O,O,X,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,O,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,O,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,X,X
JLOZTIS,O,X,X,X,O,X,X,X,O,X
JLOZTSI,O,O,X,X,X,X,X,X,X,X
JLOZITS,O,O,X,X,O,X,X,X,O,X
JLOZIST,O,O,X,O,O,X,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,O,O,X,X,X,X,X
JSTILZO,X,O,X,O,X,X,X,O,X,X
JSTILOZ,X,O,X,O,X,O,X,X,X,X
JSTIZLO,X,O,X,O,X,X,X,O,X,X
JSTIZOL,X,X,X,O,X,O,X,X,X,O
JSTIOLZ,X,O,X,O,X,O,X,X,X,X
JSTIOZL,X,X,X,O,X,O,X,X,X,O
JSTLIZO,X,O,X,O,X,X,X,O,X,X
JSTLIOZ,X,O,X,O,X,O,X,X,X,X
JSTLZIO,X,O,X,O,X,X,X,O,X,X
JSTLZOI,X,O,X,O,X,X,X,X,X,X
JSTLOIZ,X,X,X,O,X,X,X,X,X,X
JSTLOZI,X,O,X,O,X,X,X,X,X,X
JSTZILO,X,O,X,O,X,X,X,O,X,X
JSTZIOL,X,X,X,O,X,O,X,X,X,O
JSTZLIO,X,O,X,O,X,X,X,O,X,X
JSTZLOI,X,O,X,O,X,X,X,X,X,X
JSTZOIL,X,X,X,O,X,X,X,X,X,X
JSTZOLI,X,X,X,O,X,X,X,X,X,X
JSTOILZ,X,O,X,O,X,O,X,X,X,X
JSTOIZL,X,X,X,O,X,O,X,X,X,O
JSTOLIZ,X,X,X,O,X,O,X,X,X,X
JSTOLZI,X,O,X,O,X,X,X,X,X,X
JSTOZIL,X,X,X,O,X,O,X,X,X,O
JSTOZLI,X,X,X,O,X,X,X,X,X,X
JSITLZO,X,O,X,O,X,X,X,O,X,X
JSITLOZ,X,O,X,O,X,O,X,X,X,X
JSITZLO,X,O,X,O,X,X,X,O,X,X
JSITZOL,X,X,X,O,X,O,X,X,X,O
JSITOLZ,X,O,X,O,X,O,X,X,X,X
JSITOZL,X,X,X,O,X,O,X,X,X,O
JSILTZO,X,O,X,O,O,X,O,O,O,X
JSILTOZ,X,O,X,O,X,O,X,X,X,X
JSILZTO,O,X,X,O,O,X,O,O,O,X
JSILZOT,O,X,X,O,O,X,X,X,X,X
JSILOTZ,X,X,X,O,X,O,X,X,X,X
JSILOZT,X,X,X,O,O,X,X,X,X,X
JSIZTLO,O,X,X,O,X,X,X,X,X,X
JSIZTOL,O,X,X,O,X,O,X,X,X,X
JSIZLTO,O,X,X,O,O,X,O,X,O,X
JSIZLOT,X,X,X,O,O,X,X,X,X,X
JSIZOTL,O,X,X,O,X,O,X,X,X,X
JSIZOLT,X,X,X,X,O,X,O,X,X,X
JSIOTLZ,X,X,X,O,X,O,X,X,X,X
JSIOTZL,X,X,X,O,X,O,X,X,X,O
JSIOLTZ,X,X,X,O,X,O,O,X,X,X
JSIOLZT,X,X,X,O,X,X,O,X,X,X
JSIOZTL,X,X,X,O,X,O,X,X,X,O
JSIOZLT,X,X,X,X,X,X,O,X,X,X
JSLTIZO,X,O,X,O,O,X,O,O,O,X
JSLTIOZ,X,X,X,O,X,O,X,X,X,X
JSLTZIO,X,O,X,O,O,X,O,O,O,X
JSLTZOI,X,O,X,O,O,X,X,X,X,X
JSLTOIZ,X,X,X,O,X,X,X,X,X,X
JSLTOZI,X,O,X,O,X,X,X,X,X,X
JSLITZO,X,O,X,O,O,X,O,O,O,X
JSLITOZ,X,O,X,O,X,O,X,X,X,X
JSLIZTO,O,X,X,O,O,X,O,O,O,X
JSLIZOT,O,X,X,O,O,X,X,X,X,X
JSLIOTZ,X,X,X,O,X,O,X,X,X,X
JSLIOZT,X,X,X,O,O,X,X,X,X,X
JSLZTIO,O,X,X,O,O,X,O,O,O,X
JSLZTOI,O,X,X,O,O,X,X,X,X,X
JSLZITO,O,X,X,O,O,X,O,O,O,X
JSLZIOT,O,X,X,O,O,X,X,X,X,X
JSLZOTI,O,X,X,O,O,X,X,X,X,X
JSLZOIT,O,X,X,O,O,X,X,X,X,X
JSLOTIZ,X,X,X,O,X,O,X,X,X,X
JSLOTZI,X,X,X,O,X,X,X,X,X,X
JSLOITZ,X,X,X,O,X,O,X,X,X,X
JSLOIZT,X,X,X,O,O,X,X,X,X,X
JSLOZTI,X,X,X,O,O,X,X,X,X,X
JSLOZIT,X,X,X,O,O,X,X,X,X,X
JSZTILO,O,X,X,O,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,O,X,X,X,X
JSZTLIO,O,X,X,O,X,X,X,X,X,X
JSZTLOI,X,X,X,O,X,X,X,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X,X,X
JSZTOLI,X,X,X,O,X,X,X,X,X,X
JSZITLO,O,X,X,O,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,O,X,X,X,X
JSZILTO,O,X,X,O,O,X,O,X,O,X
JSZILOT,X,X,X,O,O,X,X,X,X,X
JSZIOTL,O,X,X,O,X,O,X,X,X,X
JSZIOLT,X,X,X,X,O,X,O,X,X,X
JSZLTIO,O,X,X,O,O,X,O,X,O,X
JSZLTOI,X,X,X,O,O,X,X,X,X,X
JSZLITO,O,X,X,O,O,X,O,X,O,X
JSZLIOT,X,X,X,O,O,X,X,X,X,X
JSZLOTI,X,X,X,O,O,X,X,X,X,X
JSZLOIT,X,X,X,O,O,X,X,X,X,X
JSZOTIL,O,X,X,O,X,O,X,X,X,X
JSZOTLI,X,X,X,O,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,O,X,X,X,X
JSZOILT,X,X,X,X,O,X,O,X,X,X
JSZOLTI,X,X,X,O,O,X,O,X,X,X
JSZOLIT,X,X,X,O,O,X,O,X,X,X
JSOTILZ,X,X,X,O,X,O,X,X,X,X
JSOTIZL,X,X,X,O,X,O,X,X,X,O
JSOTLIZ,X,X,X,O,X,O,X,X,X,X
JSOTLZI,X,X,X,O,X,X,X,X,X,X
JSOTZIL,X,X,X,O,X,O,X,X,X,O
JSOTZLI,X,X,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,O,X,O,X,X,X,X
JSOITZL,X,X,X,O,X,O,X,X,X,O
JSOILTZ,X,X,X,O,X,O,O,X,X,X
JSOILZT,X,X,X,O,X,X,O,X,X,X
JSOIZTL,X,X,X,O,X,O,X,X,X,O
JSOIZLT,X,X,X,X,X,X,O,X,X,X
JSOLTIZ,X,X,X,O,X,O,O,X,X,X
JSOLTZI,X,X,X,O,X,X,O,X,X,X
JSOLITZ,X,X,X,O,X,O,O,X,X,X
JSOLIZT,X,X,X,O,X,X,O,X,X,X
JSOLZTI,X,X,X,O,X,X,O,X,X,X
JSOLZIT,X,X,X,O,X,X,O,X,X,X
JSOZTIL,X,X,X,O,X,O,X,X,X,O
JSOZTLI,X,X,X,O,X,X,X,X,X,X
JSOZITL,X,X,X,O,X,O,X,X,X,O
JSOZILT,X,X,X,X,X,X,O,X,X,X
JSOZLTI,X,X,X,O,X,X,O,X,X,X
JSOZLIT,X,X,X,O,X,X,O,X,X,X
JZTILSO,O,O,O,X,O,X,X,X,O,X
JZTILOS,X,X,O,X,O,X,X,X,O,X
JZTISLO,O,O,X,O,X,X,X,X,X,X
JZTISOL,O,X,O,O,X,O,X,X,X,X
JZTIOLS,O,X,O,X,O,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X
JZTLISO,O,X,O,O,O,X,X,X,O,X
JZTLIOS,X,X,O,X,O,X,X,X,O,X
JZTLSIO,O,O,O,O,X,X,X,X,O,X
JZTLSOI,X,O,O,O,X,X,X,X,X,X
JZTLOIS,X,X,O,X,O,X,X,X,O,X
JZTLOSI,X,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,X,O,X,X,X,X,X,X
JZTSIOL,O,X,O,O,X,O,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X,X
JZTSLOI,X,O,O,O,X,X,X,X,X,X
JZTSOIL,O,X,O,O,X,X,X,X,X,X
JZTSOLI,X,X,O,O,X,X,X,X,X,X
JZTOILS,O,X,O,X,O,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X,X
JZTOLIS,O,X,O,X,O,X,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,X,X,X
JZITLSO,O,O,O,X,O,X,X,X,O,X
JZITLOS,X,X,O,X,O,X,X,X,O,X
JZITSLO,O,O,X,O,X,X,X,X,X,X
JZITSOL,O,X,O,O,X,O,X,X,X,X
JZITOLS,O,X,O,X,O,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,X,X,X
JZILTSO,O,O,O,O,O,X,X,X,O,X
JZILTOS,O,X,O,X,O,X,X,X,O,X
JZILSTO,O,X,O,O,O,X,X,X,O,X
JZILSOT,O,X,O,O,O,X,X,X,X,X
JZILOTS,O,X,O,X,O,X,X,X,O,X
JZILOST,O,X,O,O,O,X,X,X,X,X
JZISTLO,O,X,X,O,X,X,X,X,X,X
JZISTOL,O,X,O,O,X,O,X,X,X,X
JZISLTO,O,X,O,O,O,X,X,X,O,X
JZISLOT,X,X,O,O,O,X,X,X,X,X
JZISOTL,O,X,O,O,X,O,X,X,X,X
JZISOLT,X,X,O,X,O,X,X,X,X,X
JZIOTLS,O,X,O,X,O,X,X,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X,X
JZIOLTS,O,X,O,X,O,X,X,X,O,X
JZIOLST,O,X,O,X,O,X,X,X,X,X
JZIOSTL,O,X,O,O,X,O,X,X,X,X
JZIOSLT,O,X,O,X,O,X,X,X,X,X
JZLTISO,O,X,O,O,O,X,X,X,O,X
JZLTIOS,O,X,O,X,O,X,X,X,O,X
JZLTSIO,O,O,O,O,X,X,X,X,O,X
JZLTSOI,O,O,O,O,X,X,X,X,X,X
JZLTOIS,O,X,O,X,O,X,X,X,O,X
JZLTOSI,O,X,O,X,X,X,X,X,X,X
JZLITSO,O,O,O,O,O,X,X,X,O,X
JZLITOS,O,X,O,X,O,X,X,X,O,X
JZLISTO,O,X,O,O,O,X,X,X,O,X
JZLISOT,O,X,O,O,O,X,X,X,X,X
JZLIOTS,O,X,O,X,O,X,X,X,O,X
JZLIOST,O,X,O,O,O,X,X,X,X,X
JZLSTIO,O,X,O,O,X,X,X,X,O,X
JZLSTOI,O,X,O,O,X,X,X,X,X,X
JZLSITO,O,X,O,O,O,X,X,X,O,X
JZLSIOT,O,X,O,O,O,X,X,X,X,X
JZLSOTI,O,X,O,O,X,X,X,X,X,X
JZLSOIT,O,X,O,O,O,X,X,X,X,X
JZLOTIS,O,X,O,X,O,X,X,X,O,X
JZLOTSI,O,X,O,X,X,X,X,X,X,X
JZLOITS,O,X,O,X,O,X,X,X,O,X
JZLOIST,O,X,O,O,O,X,X,X,X,X
JZLOSTI,O,X,O,O,X,X,X,X,X,X
JZLOSIT,O,X,O,O,O,X,X,X,X,X
JZSTILO,O,X,X,O,X,X,X,X,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X,X
JZSTLIO,O,X,O,O,X,X,X,X,X,X
JZSTLOI,X,X,O,O,X,X,X,X,X,X
JZSTOIL,O,X,O,O,X,X,X,X,X,X
JZSTOLI,X,X,O,O,X,X,X,X,X,X
JZSITLO,O,X,X,O,X,X,X,X,X,X
JZSITOL,O,X,O,O,X,O,X,X,X,X
JZSILTO,O,X,O,O,O,X,X,X,O,X
JZSILOT,X,X,O,O,O,X,X,X,X,X
JZSIOTL,O,X,O,O,X,O,X,X,X,X
JZSIOLT,X,X,O,X,O,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,X,X,O,X
JZSLTOI,X,X,O,O,O,X,X,X,X,X
JZSLITO,O,X,O,O,O,X,X,X,O,X
JZSLIOT,X,X,O,O,O,X,X,X,X,X
JZSLOTI,X,X,O,O,O,X,X,X,X,X
JZSLOIT,X,X,O,O,O,X,X,X,X,X
JZSOTIL,O,X,O,O,X,O,X,X,X,X
JZSOTLI,X,X,O,O,X,X,X,X,X,X
JZSOITL,O,X,O,O,X,O,X,X,X,X
JZSOILT,X,X,O,X,O,X,X,X,X,X
JZSOLTI,X,X,O,O,O,X,X,X,X,X
JZSOLIT,X,X,O,O,O,X,X,X,X,X
JZOTILS,O,X,O,X,O,X,X,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,X,X
JZOTLIS,O,X,O,X,O,X,X,X,X,X
JZOTLSI,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,X,X,X
JZOITLS,O,X,O,X,O,X,X,X,X,X
JZOITSL,O,X,O,X,X,O,X,X,X,X
JZOILTS,O,X,O,X,O,X,X,X,O,X
JZOILST,O,X,O,X,O,X,X,X,X,X
JZOISTL,O,X,O,O,X,O,X,X,X,X
JZOISLT,O,X,O,X,O,X,X,X,X,X
JZOLTIS,O,X,O,X,O,X,X,X,O,X
JZOLTSI,O,X,O,X,X,X,X,X,X,X
JZOLITS,O,X,O,X,O,X,X,X,O,X
JZOLIST,O,X,O,O,O,X,X,X,X,X
JZOLSTI,O,X,O,O,X,X,X,X,X,X
JZOLSIT,O,X,O,O,O,X,X,X,X,X
JZOSTIL,O,X,O,O,X,O,X,X,X,X
JZOSTLI,O,X,O,O,X,X,X,X,X,X
JZOSITL,O,X,O,O,X,O,X,X,X,X
JZOSILT,O,X,O,X,O,X,X,X,X,X
JZOSLTI,O,X,O,O,O,X,X,X,X,X
JZOSLIT,O,X,O,O,O,X,X,X,X,X
JOTILSZ,O,O,X,X,X,O,X,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,O,X,X,X,X
JOTISZL,O,O,X,X,X,O,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,O,X,X,X,X
JOTLISZ,O,O,X,X,X,O,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,O,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,O,X,X,X,X
JOTSIZL,O,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,X,X,X,O,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,O,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,O,X,X,X,X
JOTZLIS,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,O,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,X,X,X
JOITLSZ,O,O,X,X,X,O,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,O,X,X,X,X
JOITSZL,O,O,X,X,X,O,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,O,X,X,X,X
JOILTSZ,O,O,X,X,X,O,O,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,O,X
JOILSTZ,O,O,X,O,X,O,O,X,X,X
JOILSZT,O,O,X,O,X,X,O,X,X,X
JOILZTS,O,O,X,X,X,X,X,X,O,X
JOILZST,O,O,X,O,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,O,X,X,X,X
JOISTZL,O,O,X,O,X,O,X,X,X,O
JOISLTZ,O,O,X,O,X,O,O,X,X,X
JOISLZT,O,O,X,O,X,X,O,X,X,X
JOISZTL,O,O,X,O,X,O,X,X,X,O
JOISZLT,O,O,X,X,X,X,O,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,O,X,X,X,X
JOIZLTS,O,O,X,X,X,X,X,X,O,X
JOIZLST,O,O,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,O,X,X,X,O
JOIZSLT,O,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,O,O,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,O,X
JOLTSIZ,O,O,X,X,X,O,O,X,X,X
JOLTSZI,O,O,X,X,X,X,O,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,O,X
JOLTZSI,O,O,X,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,O,O,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,O,X
JOLISTZ,O,O,X,O,X,O,O,X,X,X
JOLISZT,O,O,X,O,X,X,O,X,X,X
JOLIZTS,O,O,X,X,X,X,X,X,O,X
JOLIZST,O,O,X,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,O,O,X,X,X
JOLSTZI,O,O,X,O,X,X,O,X,X,X
JOLSITZ,O,O,X,O,X,O,O,X,X,X
JOLSIZT,O,O,X,O,X,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,O,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,O,X
JOLZTSI,O,O,X,X,X,X,X,X,X,X
JOLZITS,O,O,X,X,X,X,X,X,O,X
JOLZIST,O,O,X,O,X,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,X,X,X
JOSTILZ,O,O,X,O,X,O,X,X,X,X
JOSTIZL,O,O,X,O,X,O,X,X,X,O
JOSTLIZ,O,O,X,O,X,O,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,O,X,X,X,O
JOSTZLI,O,O,X,O,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,O,X,X,X,X
JOSITZL,O,O,X,O,X,O,X,X,X,O
JOSILTZ,O,O,X,O,X,O,O,X,X,X
JOSILZT,O,O,X,O,X,X,O,X,X,X
JOSIZTL,O,O,X,O,X,O,X,X,X,O
JOSIZLT,O,O,X,X,X,X,O,X,X,X
JOSLTIZ,O,O,X,O,X,O,O,X,X,X
JOSLTZI,O,O,X,O,X,X,O,X,X,X
