sequence,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFTiBZoBUlBFmBGm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgBzhB3lB1sB0r?BatB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF0gBSnBZoB2qBlm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF3gBFiBZoB6rBcs?B2vB,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFmiBUlBRmBftBFm?BzrB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFlgB3hBZoB2qBCs?BcsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFKlBfmBZoBWsBcs?BlrB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgB3hB1qB0nBzr?BatB
JOIZSLT,X,X,O,X,O,X,X,X
JOLTISZ,X,X,X,X,X,O,O,X
JOLTIZS,X,X,X,X,X,O,X,X
JOLTSIZ,X,X,X,X,X,O,O,X
JOLTSZI,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O,X,X
JOLTZSI,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,O,O,X
JOLITZS,X,X,X,X,X,O,X,X
JOLISTZ,X,X,O,X,X,O,O,X
JOLISZT,X,X,O,O,X,O,O,X
JOLIZTS,X,X,X,O,X,O,X,X
JOLIZST,X,X,O,O,X,O,O,X
JOLSTIZ,X,X,O,X,X,O,O,X
JOLSTZI,X,X,O,X,O,X,X,X
JOLSITZ,X,X,O,X,X,O,O,X
JOLSIZT,X,X,O,O,O,O,O,X
JOLSZTI,X,X,O,O,O,X,X,X
JOLSZIT,X,X,O,O,O,X,O,X
JOLZTIS,X,X,X,O,X,O,X,X
JOLZTSI,X,X,X,O,X,X,X,X
JOLZITS,X,X,X,O,X,O,X,X
JOLZIST,X,X,O,O,O,O,O,X
JOLZSTI,X,X,O,O,O,X,X,X
JOLZSIT,X,X,O,O,O,X,O,X
JOSTILZ,X,X,O,X,X,O,X,X
JOSTIZL,X,O,O,X,O,X,X,X
JOSTLIZ,X,X,O,X,X,O,X,X
JOSTLZI,X,X,O,X,O,X,X,X
JOSTZIL,X,O,O,X,O,X,X,X
JOSTZLI,X,O,O,X,O,X,X,X
JOSITLZ,X,X,O,X,X,O,X,X
JOSITZL,X,O,O,X,O,X,X,X
JOSILTZ,X,X,O,X,X,O,O,X
JOSILZT,X,X,O,X,O,O,O,X
JOSIZTL,X,O,O,X,O,X,X,X
JOSIZLT,X,O,O,X,O,X,X,X
JOSLTIZ,X,X,O,X,X,O,O,X
JOSLTZI,X,X,O,X,O,X,X,X
JOSLITZ,X,X,O,X,X,O,O,X
JOSLIZT,X,X,O,X,O,O,O,X
JOSLZTI,X,X,O,X,O,X,X,X
JOSLZIT,X,X,O,X,O,X,O,X
JOSZTIL,X,O,O,X,O,X,X,X
JOSZTLI,X,O,O,X,O,X,X,X
JOSZITL,X,O,O,X,O,X,X,X
JOSZILT,X,O,O,X,O,X,X,X
JOSZLTI,X,O,O,X,O,X,X,X
JOSZLIT,X,O,O,X,O,X,X,X
JOZTILS,X,X,X,O,X,O,X,O
JOZTISL,X,O,O,X,X,X,X,O
JOZTLIS,X,X,X,O,X,O,X,O
JOZTLSI,X,O,X,O,X,X,X,O
JOZTSIL,X,O,O,X,X,X,X,O
JOZTSLI,X,O,O,X,X,X,X,O
JOZITLS,X,X,X,O,X,O,X,X
JOZITSL,X,O,O,X,X,X,X,X
JOZILTS,X,X,X,O,X,O,X,X
JOZILST,X,X,O,O,O,O,O,X
JOZISTL,X,O,O,X,O,X,X,X
JOZISLT,X,O,O,X,O,X,X,X
JOZLTIS,X,X,X,O,X,O,X,X
JOZLTSI,X,O,X,O,X,X,X,X
JOZLITS,X,X,X,O,X,O,X,X
JOZLIST,X,X,O,O,O,O,O,X
JOZLSTI,X,O,O,O,O,X,X,X
JOZLSIT,X,O,O,O,O,X,O,X
JOZSTIL,X,O,O,X,O,X,X,X
JOZSTLI,X,O,O,X,O,X,X,X
JOZSITL,X,O,O,X,O,X,X,X
JOZSILT,X,O,O,X,O,X,X,X
JOZSLTI,X,O,O,X,O,X,X,X
JOZSLIT,X,O,O,X,O,X,X,X
STILJZO,X,O,O,X,X,X,O,X
STILJOZ,X,X,O,X,X,X,O,X
STILZJO,O,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X
STILOJZ,X,X,O,X,X,X,O,X
STILOZJ,O,X,X,X,X,X,X,X
STIJLZO,X,O,O,X,X,X,O,X
STIJLOZ,X,X,O,X,X,X,O,X
STIJZLO,O,O,O,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X
STIJOLZ,X,X,O,X,X,X,X,O
STIJOZL,O,O,O,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,X,X,O
STIOLZJ,O,X,X,X,X,X,X,O
STIOJLZ,X,X,O,X,X,X,X,O
STIOJZL,O,O,O,X,X,X,X,O
STIOZLJ,O,O,X,X,X,X,X,O
STIOZJL,O,O,X,X,X,X,X,O
STLIJZO,X,O,O,X,X,X,O,X
STLIJOZ,X,X,O,X,X,X,O,X
STLIZJO,O,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,X,O,X
STLIOZJ,O,X,X,X,X,X,X,X
STLJIZO,X,O,O,X,X,X,O,X
STLJIOZ,X,X,O,X,X,X,O,X
STLJZIO,X,O,O,X,O,X,X,X
STLJZOI,X,O,O,X,O,X,X,X
STLJOIZ,X,X,O,X,X,X,O,X
STLJOZI,X,X,O,X,O,X,X,X
STLZIJO,O,O,X,X,O,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,O,X,X,X
STLZJOI,O,O,X,X,O,X,X,X
STLZOIJ,O,O,X,X,O,X,X,X
STLZOJI,O,O,X,X,O,X,X,X
STLOIJZ,X,X,O,X,X,X,O,X
STLOIZJ,O,X,X,X,X,X,X,X
STLOJIZ,X,X,O,X,X,X,O,X
STLOJZI,X,X,O,X,O,X,X,X
STLOZIJ,O,X,X,X,O,X,X,X
STLOZJI,O,X,X,X,O,X,X,X
STJILZO,X,O,O,X,X,X,O,X
STJILOZ,X,X,O,X,X,X,O,X
STJIZLO,O,O,O,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X
STJIOLZ,X,X,O,X,X,X,X,O
STJIOZL,O,O,O,X,X,X,X,O
STJLIZO,X,O,O,X,X,X,O,X
STJLIOZ,X,X,O,X,X,X,O,X
STJLZIO,X,O,O,X,O,X,X,X
STJLZOI,X,O,O,X,O,X,X,X
STJLOIZ,X,X,O,X,X,X,O,X
STJLOZI,X,X,O,X,O,X,X,X
STJZILO,O,O,O,X,O,X,X,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,X,X
STJZLOI,O,O,O,X,O,X,X,X
STJZOIL,O,O,O,X,O,X,X,X
STJZOLI,O,O,O,X,O,X,X,X
STJOILZ,X,X,O,X,X,X,X,O
STJOIZL,O,O,O,X,O,X,X,O
STJOLIZ,X,X,O,X,X,X,X,O
STJOLZI,X,X,O,X,O,X,X,O
STJOZIL,O,O,O,X,O,X,X,O
STJOZLI,O,O,O,X,O,X,X,O
STZILJO,O,O,X,X,O,X,X,X
STZILOJ,O,O,X,X,X,X,X,X
STZIJLO,O,O,X,X,O,X,X,X
STZIJOL,O,O,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,O,X,X,O,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,O,X,X,X
STZLJOI,O,O,X,X,O,X,X,X
STZLOIJ,O,O,X,X,O,X,X,X
STZLOJI,O,O,X,X,O,X,X,X
STZJILO,O,O,X,X,O,X,X,X
STZJIOL,O,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,O,X,X,X
STZJLOI,O,O,X,X,O,X,X,X
STZJOIL,O,O,X,X,O,X,X,X
STZJOLI,O,O,X,X,O,X,X,X
STZOILJ,O,O,X,X,O,X,X,X
STZOIJL,O,O,X,X,O,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,X,X,X
STZOJIL,O,O,X,X,O,X,X,X
STZOJLI,O,O,X,X,O,X,X,X
STOILJZ,X,X,O,X,X,X,X,O
STOILZJ,O,X,X,X,X,X,X,O
STOIJLZ,X,X,O,X,X,X,X,O
STOIJZL,O,O,O,X,O,X,X,O
STOIZLJ,O,O,X,X,O,X,X,O
STOIZJL,O,O,X,X,O,X,X,O
STOLIJZ,X,X,O,X,X,X,X,O
STOLIZJ,O,X,X,X,X,X,X,O
STOLJIZ,X,X,O,X,X,X,X,O
STOLJZI,X,X,O,X,O,X,X,O
STOLZIJ,O,X,X,X,O,X,X,O
STOLZJI,O,X,X,X,O,X,X,O
STOJILZ,X,X,O,X,X,X,X,O
STOJIZL,O,O,O,X,O,X,X,O
STOJLIZ,X,X,O,X,X,X,X,O
STOJLZI,X,X,O,X,O,X,X,O
STOJZIL,O,O,O,X,O,X,X,O
STOJZLI,O,O,O,X,O,X,X,O
STOZILJ,O,O,X,X,O,X,X,O
STOZIJL,O,O,X,X,O,X,X,O
STOZLIJ,O,O,X,X,O,X,X,O
STOZLJI,O,O,X,X,O,X,X,O
STOZJIL,O,O,X,X,O,X,X,O
STOZJLI,O,O,X,X,O,X,X,O
SITLJZO,X,O,O,X,X,X,O,X
SITLJOZ,X,X,O,X,X,X,O,X
SITLZJO,O,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X
SITLOJZ,X,X,O,X,X,X,O,X
SITLOZJ,O,X,X,X,X,X,X,X
SITJLZO,X,O,O,X,X,X,O,X
SITJLOZ,X,X,O,X,X,X,O,X
SITJZLO,O,O,O,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,X,X
SITZLJO,O,O,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,X,O,O,X,X,X,O,X
SILTJOZ,X,X,O,X,X,X,O,X
SILTZJO,O,O,X,O,X,X,X,X
SILTZOJ,O,O,X,O,X,X,X,X
SILTOJZ,X,X,O,X,X,X,O,X
SILTOZJ,O,X,X,O,X,X,X,X
SILJTZO,X,O,O,X,X,O,O,X
SILJTOZ,X,X,O,X,X,O,O,X
SILJZTO,O,O,O,O,O,O,O,X
SILJZOT,O,O,O,O,O,O,O,X
SILJOTZ,X,X,O,X,X,O,O,X
SILJOZT,O,X,O,O,O,O,O,X
SILZTJO,O,O,X,O,O,X,X,X
SILZTOJ,O,O,X,O,X,X,X,X
SILZJTO,O,O,O,O,O,X,O,X
SILZJOT,O,O,O,O,O,X,O,X
SILZOTJ,O,O,X,O,O,X,X,X
SILZOJT,O,O,O,O,O,X,O,X
SILOTJZ,X,X,O,X,X,X,O,X
SILOTZJ,O,X,X,O,X,X,X,X
SILOJTZ,X,X,O,X,X,O,O,X
SILOJZT,O,X,O,O,O,O,O,X
SILOZTJ,O,X,X,O,O,X,X,X
SILOZJT,O,X,O,O,O,X,O,X
SIJTLZO,X,O,O,X,X,O,O,X
SIJTLOZ,X,X,O,X,X,O,O,X
SIJTZLO,O,O,O,X,X,X,X,X
SIJTZOL,O,O,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,O,X,X
SIJTOZL,O,O,O,X,X,X,X,X
SIJLTZO,X,O,O,X,X,O,O,X
SIJLTOZ,X,X,O,X,X,O,O,X
SIJLZTO,O,O,O,X,O,O,O,X
SIJLZOT,O,O,O,X,O,O,O,X
SIJLOTZ,X,X,O,X,X,O,O,X
SIJLOZT,O,X,O,X,O,O,O,X
SIJZTLO,O,O,O,X,O,X,X,X
SIJZTOL,O,O,O,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,O,X
SIJZLOT,O,O,O,X,O,X,O,X
SIJZOTL,O,O,O,X,O,X,X,X
SIJZOLT,O,O,O,X,O,X,X,X
SIJOTLZ,X,X,O,X,X,O,X,X
SIJOTZL,O,O,O,X,O,X,X,X
SIJOLTZ,X,X,O,X,X,O,O,X
SIJOLZT,O,X,O,X,O,O,O,X
SIJOZTL,O,O,O,X,O,X,X,X
SIJOZLT,O,O,O,X,O,X,X,X
SIZTLJO,O,O,X,O,O,X,X,X
SIZTLOJ,O,O,X,O,X,X,X,X
SIZTJLO,O,O,X,X,O,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,O,O,X,O,O,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,X
SIZLJTO,O,O,O,O,O,X,O,X
SIZLJOT,O,O,O,O,O,X,O,X
SIZLOTJ,O,O,X,O,O,X,X,X
SIZLOJT,O,O,O,O,O,X,O,X
SIZJTLO,O,O,O,X,O,X,X,X
SIZJTOL,O,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,O,X,O,X
SIZJLOT,O,O,O,X,O,X,O,X
SIZJOTL,O,O,O,X,O,X,X,X
SIZJOLT,O,O,O,X,O,X,X,X
SIZOTLJ,O,O,X,O,O,X,X,X
SIZOTJL,O,O,X,X,O,X,X,X
SIZOLTJ,O,O,X,O,O,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X
SIZOJTL,O,O,O,X,O,X,X,X
SIZOJLT,O,O,O,X,O,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,X,X
SIOTJZL,O,O,O,X,O,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X
SIOLTJZ,X,X,O,X,X,X,O,X
SIOLTZJ,O,X,X,O,X,X,X,X
SIOLJTZ,X,X,O,X,X,O,O,X
SIOLJZT,O,X,O,O,O,O,O,X
SIOLZTJ,O,X,X,O,O,X,X,X
SIOLZJT,O,X,O,O,O,X,O,X
SIOJTLZ,X,X,O,X,X,O,X,X
SIOJTZL,O,O,O,X,O,X,X,X
SIOJLTZ,X,X,O,X,X,O,O,X
SIOJLZT,O,X,O,X,O,O,O,X
SIOJZTL,O,O,O,X,O,X,X,X
SIOJZLT,O,O,O,X,O,X,X,X
SIOZTLJ,O,O,X,O,O,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X
SIOZLTJ,O,O,X,O,O,X,X,X
SIOZLJT,O,O,O,O,O,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X
SIOZJLT,O,O,O,X,O,X,X,X
SLTIJZO,X,O,O,X,X,X,O,X
SLTIJOZ,X,X,O,X,X,X,O,X
SLTIZJO,O,O,X,O,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,O,X
SLTIOZJ,O,X,X,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X,O,X
SLTJIOZ,X,X,O,X,X,X,O,X
SLTJZIO,X,O,O,X,O,X,X,X
SLTJZOI,X,O,O,X,O,X,X,X
SLTJOIZ,X,X,O,X,X,X,O,X
SLTJOZI,X,X,O,X,O,X,X,X
SLTZIJO,O,O,X,O,O,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X
SLTZJIO,O,O,X,O,O,X,X,X
SLTZJOI,O,O,X,O,O,X,X,X
SLTZOIJ,O,O,X,O,O,X,X,X
SLTZOJI,O,O,X,O,O,X,X,X
SLTOIJZ,X,X,O,X,X,X,O,X
SLTOIZJ,O,X,X,O,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,O,X
SLTOJZI,X,X,O,X,O,X,X,X
SLTOZIJ,O,X,X,O,O,X,X,X
SLTOZJI,O,X,X,O,O,X,X,X
SLITJZO,X,O,O,X,X,X,O,X
SLITJOZ,X,X,O,X,X,X,O,X
SLITZJO,O,O,X,O,X,X,X,X
SLITZOJ,O,O,X,O,X,X,X,X
SLITOJZ,X,X,O,X,X,X,O,X
SLITOZJ,O,X,X,O,X,X,X,X
SLIJTZO,X,O,O,X,X,O,O,X
SLIJTOZ,X,X,O,X,X,O,O,X
SLIJZTO,O,O,O,O,O,O,O,X
SLIJZOT,O,O,O,O,O,O,O,X
SLIJOTZ,X,X,O,X,X,O,O,X
SLIJOZT,O,X,O,O,O,O,O,X
SLIZTJO,O,O,X,O,O,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,X
SLIZJTO,O,O,O,O,O,X,O,X
SLIZJOT,O,O,O,O,O,X,O,X
SLIZOTJ,O,O,X,O,O,X,X,X
SLIZOJT,O,O,O,O,O,X,O,X
SLIOTJZ,X,X,O,X,X,X,O,X
SLIOTZJ,O,X,X,O,X,X,X,X
SLIOJTZ,X,X,O,X,X,O,O,X
SLIOJZT,O,X,O,O,O,O,O,X
SLIOZTJ,O,X,X,O,O,X,X,X
SLIOZJT,O,X,O,O,O,X,O,X
SLJTIZO,X,O,O,X,X,O,O,X
SLJTIOZ,X,X,O,X,X,O,O,X
SLJTZIO,X,O,O,X,O,X,X,X
SLJTZOI,X,O,O,X,O,X,X,X
SLJTOIZ,X,X,O,X,X,O,O,X
SLJTOZI,X,X,O,X,O,X,X,X
SLJITZO,X,O,O,X,X,O,O,X
SLJITOZ,X,X,O,X,X,O,O,X
SLJIZTO,O,O,O,O,O,O,O,X
SLJIZOT,O,O,O,O,O,O,O,X
SLJIOTZ,X,X,O,X,X,O,O,X
SLJIOZT,O,X,O,O,O,O,O,X
SLJZTIO,O,O,O,O,O,X,X,X
SLJZTOI,O,O,O,O,O,X,X,X
SLJZITO,O,O,O,O,O,X,O,X
SLJZIOT,O,O,O,O,O,X,O,X
SLJZOTI,O,O,O,O,O,X,X,X
SLJZOIT,O,O,O,O,O,X,O,X
SLJOTIZ,X,X,O,X,X,O,O,X
SLJOTZI,X,X,O,X,O,X,X,X
SLJOITZ,X,X,O,X,X,O,O,X
SLJOIZT,O,X,O,O,O,O,O,X
SLJOZTI,O,X,O,O,O,X,X,X
SLJOZIT,O,X,O,O,O,X,O,X
SLZTIJO,O,O,X,O,O,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,X
SLZTJIO,O,O,X,O,O,X,X,X
SLZTJOI,O,O,X,O,O,X,X,X
SLZTOIJ,O,O,X,O,O,X,X,X
SLZTOJI,O,O,X,O,O,X,X,X
SLZITJO,O,O,X,O,O,X,X,X
SLZITOJ,O,O,X,O,X,X,X,X
SLZIJTO,O,O,O,O,O,X,O,X
SLZIJOT,O,O,O,O,O,X,O,X
SLZIOTJ,O,O,X,O,O,X,X,X
SLZIOJT,O,O,O,O,O,X,O,X
SLZJTIO,O,O,O,O,O,X,X,X
SLZJTOI,O,O,O,O,O,X,X,X
SLZJITO,O,O,O,O,O,X,O,X
SLZJIOT,O,O,O,O,O,X,O,X
SLZJOTI,O,O,O,O,O,X,X,X
SLZJOIT,O,O,O,O,O,X,O,X
SLZOTIJ,O,O,X,O,O,X,X,X
SLZOTJI,O,O,X,O,O,X,X,X
SLZOITJ,O,O,X,O,O,X,X,X
SLZOIJT,O,O,O,O,O,X,O,X
SLZOJTI,O,O,O,O,O,X,X,X
SLZOJIT,O,O,O,O,O,X,O,X
SLOTIJZ,X,X,O,X,X,X,O,X
SLOTIZJ,O,X,X,O,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,O,X
SLOTJZI,X,X,O,X,O,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,X
SLOTZJI,O,X,X,O,O,X,X,X
SLOITJZ,X,X,O,X,X,X,O,X
SLOITZJ,O,X,X,O,X,X,X,X
SLOIJTZ,X,X,O,X,X,O,O,X
SLOIJZT,O,X,O,O,O,O,O,X
SLOIZTJ,O,X,X,O,O,X,X,X
SLOIZJT,O,X,O,O,O,X,O,X
SLOJTIZ,X,X,O,X,X,O,O,X
SLOJTZI,X,X,O,X,O,X,X,X
SLOJITZ,X,X,O,X,X,O,O,X
SLOJIZT,O,X,O,O,O,O,O,X
SLOJZTI,O,X,O,O,O,X,X,X
SLOJZIT,O,X,O,O,O,X,O,X
SLOZTIJ,O,X,X,O,O,X,X,X
SLOZTJI,O,X,X,O,O,X,X,X
SLOZITJ,O,X,X,O,O,X,X,X
SLOZIJT,O,X,O,O,O,X,O,X
SLOZJTI,O,X,O,O,O,X,X,X
SLOZJIT,O,X,O,O,O,X,O,X
SJTILZO,X,O,O,X,X,O,O,X
SJTILOZ,X,X,O,X,X,O,O,X
SJTIZLO,O,O,O,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X
SJTIOLZ,X,X,O,X,X,O,X,O
SJTIOZL,O,O,O,X,X,X,X,O
SJTLIZO,X,O,O,X,X,O,O,X
SJTLIOZ,X,X,O,X,X,O,O,X
SJTLZIO,X,O,O,X,O,X,X,X
SJTLZOI,X,O,O,X,O,X,X,X
SJTLOIZ,X,X,O,X,X,O,O,X
SJTLOZI,X,X,O,X,O,X,X,X
SJTZILO,O,O,O,X,O,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X
SJTZLIO,O,O,O,X,O,X,X,X
SJTZLOI,O,O,O,X,O,X,X,X
SJTZOIL,O,O,O,X,O,X,X,X
SJTZOLI,O,O,O,X,O,X,X,X
SJTOILZ,X,X,O,X,X,O,X,O
SJTOIZL,O,O,O,X,O,X,X,O
SJTOLIZ,X,X,O,X,X,O,X,O
SJTOLZI,X,X,O,X,O,X,X,O
SJTOZIL,O,O,O,X,O,X,X,O
SJTOZLI,O,O,O,X,O,X,X,O
SJITLZO,X,O,O,X,X,O,O,X
SJITLOZ,X,X,O,X,X,O,O,X
SJITZLO,O,O,O,X,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X
SJITOLZ,X,X,O,X,X,O,X,O
SJITOZL,O,O,O,X,X,X,X,O
SJILTZO,X,O,O,X,X,O,O,X
SJILTOZ,X,X,O,X,X,O,O,X
SJILZTO,O,O,O,X,O,O,O,X
SJILZOT,O,O,O,X,O,O,O,X
SJILOTZ,X,X,O,X,X,O,O,X
SJILOZT,O,X,O,X,O,O,O,X
SJIZTLO,O,O,O,X,O,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X
SJIZLTO,O,O,O,X,O,X,O,X
SJIZLOT,O,O,O,X,O,X,O,X
SJIZOTL,O,O,O,X,O,X,X,X
SJIZOLT,O,O,O,X,O,X,X,X
SJIOTLZ,X,X,O,X,X,O,X,X
SJIOTZL,O,O,O,X,O,X,X,X
SJIOLTZ,X,X,O,X,X,O,O,X
SJIOLZT,O,X,O,X,O,O,O,X
SJIOZTL,O,O,O,X,O,X,X,X
SJIOZLT,O,O,O,X,O,X,X,X
SJLTIZO,X,O,O,X,X,O,O,X
SJLTIOZ,X,X,O,X,X,O,O,X
SJLTZIO,X,O,O,X,O,X,X,X
SJLTZOI,X,O,O,X,O,X,X,X
SJLTOIZ,X,X,O,X,X,O,O,X
SJLTOZI,X,X,O,X,O,X,X,X
SJLITZO,X,O,O,X,X,O,O,X
SJLITOZ,X,X,O,X,X,O,O,X
SJLIZTO,O,O,O,X,O,O,O,X
SJLIZOT,O,O,O,X,O,O,O,X
SJLIOTZ,X,X,O,X,X,O,O,X
SJLIOZT,O,X,O,X,O,O,O,X
SJLZTIO,O,O,O,X,O,X,X,X
SJLZTOI,O,O,O,X,O,X,X,X
SJLZITO,O,O,O,X,O,X,O,X
SJLZIOT,O,O,O,X,O,X,O,X
SJLZOTI,O,O,O,X,O,X,X,X
SJLZOIT,O,O,O,X,O,X,O,X
SJLOTIZ,X,X,O,X,X,O,O,X
SJLOTZI,X,X,O,X,O,X,X,X
SJLOITZ,X,X,O,X,X,O,O,X
SJLOIZT,O,X,O,X,O,O,O,X
SJLOZTI,O,X,O,X,O,X,X,X
SJLOZIT,O,X,O,X,O,X,O,X
SJZTILO,O,O,O,X,O,X,X,X
SJZTIOL,O,O,O,X,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X
SJZTOIL,O,O,O,X,O,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X
SJZITLO,O,O,O,X,O,X,X,X
SJZITOL,O,O,O,X,X,X,X,X
SJZILTO,O,O,O,X,O,X,O,X
SJZILOT,O,O,O,X,O,X,O,X
SJZIOTL,O,O,O,X,O,X,X,X
SJZIOLT,O,O,O,X,O,X,X,X
SJZLTIO,O,O,O,X,O,X,X,X
SJZLTOI,O,O,O,X,O,X,X,X
SJZLITO,O,O,O,X,O,X,O,X
SJZLIOT,O,O,O,X,O,X,O,X
SJZLOTI,O,O,O,X,O,X,X,X
SJZLOIT,O,O,O,X,O,X,O,X
SJZOTIL,O,O,O,X,O,X,X,X
SJZOTLI,O,O,O,X,O,X,X,X
SJZOITL,O,O,O,X,O,X,X,X
SJZOILT,O,O,O,X,O,X,X,X
SJZOLTI,O,O,O,X,O,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X
SJOTILZ,X,X,O,X,X,O,X,X
SJOTIZL,O,O,O,X,O,X,X,X
SJOTLIZ,X,X,O,X,X,O,X,X
SJOTLZI,X,X,O,X,O,X,X,X
SJOTZIL,O,O,O,X,O,X,X,X
SJOTZLI,O,O,O,X,O,X,X,X
SJOITLZ,X,X,O,X,X,O,X,X
SJOITZL,O,O,O,X,O,X,X,X
SJOILTZ,X,X,O,X,X,O,O,X
SJOILZT,O,X,O,X,O,O,O,X
SJOIZTL,O,O,O,X,O,X,X,X
SJOIZLT,O,O,O,X,O,X,X,X
SJOLTIZ,X,X,O,X,X,O,O,X
SJOLTZI,X,X,O,X,O,X,X,X
SJOLITZ,X,X,O,X,X,O,O,X
SJOLIZT,O,X,O,X,O,O,O,X
SJOLZTI,O,X,O,X,O,X,X,X
SJOLZIT,O,X,O,X,O,X,O,X
SJOZTIL,O,O,O,X,O,X,X,X
SJOZTLI,O,O,O,X,O,X,X,X
SJOZITL,O,O,O,X,O,X,X,X
SJOZILT,O,O,O,X,O,X,X,X
SJOZLTI,O,O,O,X,O,X,X,X
SJOZLIT,O,O,O,X,O,X,X,X
SZTILJO,O,O,X,O,O,X,X,X
SZTILOJ,O,O,X,O,X,X,X,X
SZTIJLO,O,O,X,X,O,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,X,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,O,X,O,O,X,X,X
SZTLIOJ,O,O,X,O,X,X,X,X
SZTLJIO,O,O,X,O,O,X,X,X
SZTLJOI,O,O,X,O,O,X,X,X
SZTLOIJ,O,O,X,O,O,X,X,X
SZTLOJI,O,O,X,O,O,X,X,X
SZTJILO,O,O,X,X,O,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X
SZTJLIO,O,O,X,X,O,X,X,X
SZTJLOI,O,O,X,X,O,X,X,X
SZTJOIL,O,O,X,X,O,X,X,X
