sequence,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFTgBxhBfqBcsBCr?BlrB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhF6mBTiB2pB8qBXs?BFqB,v115@FhB8HeB8HeD8BeA8BeC8Je1FJvhFxhB0kBGnBikB3q?BzrB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFTiBxkBVrBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBxhBTnBFqB0r?BCrB,v115@FhB8HeB8HeD8BeA8BeC8Je2EJvhFfmBTiBxpBFsB6r?BUqB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhFzfBFiBcsBxqBGr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBTiBFqBxrBCr?B0rB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhF1pB0lBxmBGnBzr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhF8kBfmBxhBTqBCs?BFsB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhFlhBTkB2qBCsBcs?B3qB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhFWmB3kBTqBxrBcs?BlrB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhF0gBxhBGnBlqBzr?BfqB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFxkBVrBTnBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeFBJvhFTiBxkBSrB2pBXs?BUqB,v115@FhB8HeB8HeD8BeA8BeC8Jel/IvhF2pB0lBxmBqrBTn?B3qB
JOZTLIS,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X
JOZTLSI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZTSIL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
JOZTSLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZITLS,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,O
JOZITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
JOZILTS,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZILST,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOZISTL,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
JOZLTIS,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZLTSI,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X
JOZLITS,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOZSTIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZSTLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STILJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STILZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJLOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STIJZLO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZLJO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STIOLJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
STLIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STLIOJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
STLIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STLJIZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJIOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
STLZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
STLZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
STLOIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
STLOJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
STLOJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
STLOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STJIZLO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STZIJLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STZIOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STZJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STZOIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STZOLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STOIJLZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
STOLIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
STOLJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
STOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
STOLZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STOJIZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOJLIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOZIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STOZLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITOLJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILTZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILTOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILZJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILZOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILOZJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLTZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOTLZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOTJLZ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOTJZL,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOTZLJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SIOTZJL,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLJTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJTLZ,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
SIOJTZL,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
SIOJLTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTJL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLTIJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
SLTIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLTIOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
SLTIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLTJIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
SLTOIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SLTOJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLITZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLITOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLITOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLIJZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIZJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIZOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIOZJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SLJOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJOITZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
