sequence,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBRhBGjBTmBisBlsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFumB3iBcoBxkBlkBTsB,v115@RhA8AeB8EeG8BeB8Jex/IvhFcnBTjBlkBGmBimB3sB,v115@RhA8AeB8EeG8BeB8Je/EJvhFFgBxhBTjBUmBisBGsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFRgBzhBmlBFoBCoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBxiBimBFoBGmBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFzhBWoBxkBlkBXoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBamBTjBRsBGsBFsB,v115@RhA8AeB8EeG8BeB8Je2EJvhFFmBxnBClB0mBXoBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFWoBxkBzmBlkBXoBUsB
IOZLJTS,X,O,X,X,X,X,O,X,X,O
IOZLJST,O,O,X,O,X,X,O,X,X,O
IOZLSTJ,O,O,X,O,X,X,X,O,X,X
IOZLSJT,O,O,X,O,X,X,O,O,X,X
IOZJTLS,X,O,X,X,X,X,O,X,X,X
IOZJTSL,X,O,X,X,X,X,X,X,X,X
IOZJLTS,X,O,X,X,X,X,O,X,X,O
IOZJLST,X,O,X,X,X,X,O,X,X,O
IOZJSTL,O,O,X,O,X,X,X,X,X,X
IOZJSLT,O,O,X,X,X,X,O,X,X,X
IOZSTLJ,O,O,X,O,X,X,X,O,X,X
IOZSTJL,O,O,X,O,X,X,X,X,X,X
IOZSLTJ,O,O,X,O,X,X,X,O,X,X
IOZSLJT,O,O,X,O,X,X,O,O,X,X
IOZSJTL,O,O,X,O,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,X,O,O,X,X
LTIJSZO,X,X,O,X,X,O,X,X,O,X
LTIJSOZ,X,X,O,X,X,X,X,X,O,X
LTIJZSO,X,O,X,X,X,X,X,X,O,X
LTIJZOS,X,X,X,X,X,X,O,X,O,X
LTIJOSZ,X,X,O,X,X,X,X,X,O,O
LTIJOZS,X,O,X,X,X,X,X,X,O,O
LTISJZO,X,X,O,X,X,O,X,O,X,X
LTISJOZ,X,X,O,X,X,X,X,O,X,X
LTISZJO,X,X,O,X,X,O,X,O,X,X
LTISZOJ,X,X,O,X,X,O,X,O,X,X
LTISOJZ,X,X,O,X,X,X,X,O,X,X
LTISOZJ,X,X,O,X,X,O,X,O,X,X
LTIZJSO,X,O,X,X,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,O,X,X,X
LTIZSJO,X,O,X,X,X,O,X,X,X,X
LTIZSOJ,X,X,X,X,X,O,X,X,X,X
LTIZOJS,X,O,X,X,X,X,O,X,X,X
LTIZOSJ,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,O,X,X,X,X,X,X,O
LTIOJZS,X,O,X,X,X,X,X,X,X,O
LTIOSJZ,X,X,O,X,X,X,X,O,X,X
LTIOSZJ,X,X,O,X,X,O,X,O,X,X
LTIOZJS,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,X,X,X
LTJISZO,X,X,O,X,X,O,X,X,O,X
LTJISOZ,X,X,O,X,X,X,X,X,O,X
LTJIZSO,X,O,X,X,X,X,X,X,O,X
LTJIZOS,X,X,X,X,X,X,O,X,O,X
LTJIOSZ,X,X,O,X,X,X,X,X,O,O
LTJIOZS,X,O,X,X,X,X,X,X,O,O
LTJSIZO,X,X,O,X,O,O,X,X,X,X
LTJSIOZ,X,X,O,X,X,X,X,X,X,X
LTJSZIO,O,X,O,X,O,O,X,X,X,X
LTJSZOI,O,X,O,X,O,O,X,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,X,X,X
LTJSOZI,O,X,O,X,X,X,X,X,X,X
LTJZISO,X,O,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,O,X,X,X
LTJZSIO,X,O,X,X,O,X,X,X,X,X
LTJZSOI,X,X,X,X,O,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,O,X,X,X
LTJZOSI,X,X,X,X,O,X,X,X,X,X
LTJOISZ,O,X,O,X,X,X,X,X,X,O
LTJOIZS,X,O,X,X,X,X,X,X,X,O
LTJOSIZ,O,X,O,X,X,X,X,X,X,X
LTJOSZI,O,X,O,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,X,X,X,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,X,X
LTSIJZO,X,X,O,X,O,O,X,O,X,X
LTSIJOZ,X,X,O,X,X,X,X,O,X,X
LTSIZJO,X,X,O,O,X,O,X,O,X,X
LTSIZOJ,X,X,O,O,X,O,X,O,X,X
LTSIOJZ,X,X,O,X,X,X,X,O,X,X
LTSIOZJ,X,X,O,O,X,O,X,O,X,X
LTSJIZO,X,X,O,X,O,O,X,X,X,X
LTSJIOZ,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,X,O,O,O,O,X,X,X,X
LTSJZOI,O,X,O,O,O,O,X,X,X,X
LTSJOIZ,O,X,O,X,X,X,X,X,X,X
LTSJOZI,O,X,O,O,X,X,X,X,X,X
LTSZIJO,O,X,O,O,X,O,X,O,X,X
LTSZIOJ,X,X,O,O,X,O,X,O,X,X
LTSZJIO,O,X,O,O,O,O,X,X,X,X
LTSZJOI,O,X,O,O,O,O,X,X,X,X
LTSZOIJ,O,X,O,O,X,O,X,O,X,X
LTSZOJI,O,X,O,O,O,O,X,X,X,X
LTSOIJZ,O,X,O,X,X,X,X,O,X,X
LTSOIZJ,O,X,O,O,X,O,X,O,X,X
LTSOJIZ,O,X,O,X,X,X,X,X,X,X
LTSOJZI,O,X,O,O,X,X,X,X,X,X
LTSOZIJ,O,X,O,O,X,O,X,O,X,X
LTSOZJI,O,X,O,O,X,O,X,X,X,X
LTZIJSO,X,O,X,X,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,O,X,X,X
LTZISJO,X,O,X,O,X,O,X,X,X,X
LTZISOJ,X,X,X,O,X,O,X,X,X,X
LTZIOJS,X,O,X,X,X,X,O,X,X,X
LTZIOSJ,X,O,X,O,X,X,X,X,X,X
LTZJISO,X,O,X,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,X,O,X,X,X
LTZJSIO,X,O,X,X,O,X,X,X,X,X
LTZJSOI,X,X,X,X,O,X,X,X,X,X
LTZJOIS,X,X,X,X,X,X,O,X,X,X
LTZJOSI,X,X,X,X,O,X,X,X,X,X
LTZSIJO,X,O,X,O,X,O,X,X,X,X
LTZSIOJ,X,X,X,O,X,O,X,X,X,X
LTZSJIO,X,O,X,O,O,O,X,X,X,X
LTZSJOI,X,X,X,O,O,O,X,X,X,X
LTZSOIJ,X,X,X,O,X,O,X,X,X,X
LTZSOJI,X,X,X,O,O,O,X,X,X,X
LTZOIJS,X,O,X,X,X,X,O,X,X,X
LTZOISJ,X,O,X,O,X,X,X,X,X,X
LTZOJIS,X,O,X,X,X,X,O,X,X,X
LTZOJSI,X,O,X,X,O,X,X,X,X,X
LTZOSIJ,X,O,X,O,X,X,X,X,X,X
LTZOSJI,X,O,X,O,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X,O
LTOIJZS,X,O,X,X,X,X,X,X,X,O
LTOISJZ,O,X,O,X,X,X,X,O,X,X
LTOISZJ,O,X,O,X,X,O,X,O,X,X
LTOIZJS,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,X,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,X,O
LTOJIZS,X,O,X,X,X,X,X,X,X,O
LTOJSIZ,O,X,O,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,O,X,X
LTOSIZJ,O,X,O,O,X,O,X,O,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,X,X
LTOSZIJ,O,X,O,O,X,O,X,O,X,X
LTOSZJI,O,X,O,O,X,O,X,X,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,O,X,X,X,X,X,X
LTOZJIS,X,O,X,X,X,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,O,X,X,X,X,X,X
LTOZSJI,X,O,X,O,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,O,X,X,O,X
LITJSOZ,X,X,X,X,X,X,X,X,O,X
LITJZSO,X,O,X,X,X,X,X,X,O,X
LITJZOS,X,X,X,X,X,X,O,X,O,X
LITJOSZ,X,X,X,X,X,X,X,X,O,O
LITJOZS,X,O,X,X,X,X,X,X,O,O
LITSJZO,X,X,X,X,X,O,X,O,X,X
LITSJOZ,X,X,X,X,X,X,X,O,X,X
LITSZJO,X,X,X,X,X,O,X,O,X,X
LITSZOJ,X,X,X,X,X,O,X,O,X,X
LITSOJZ,X,X,X,X,X,X,X,O,X,X
LITSOZJ,X,X,X,X,X,O,X,O,X,X
LITZJSO,X,O,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,O,X,X,X
LITZSJO,X,O,X,X,X,O,X,X,X,X
LITZSOJ,X,X,X,X,X,O,X,X,X,X
LITZOJS,X,O,X,X,X,X,O,X,X,X
LITZOSJ,X,O,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,O
LITOJZS,X,O,X,X,X,X,X,X,X,O
LITOSJZ,X,X,X,X,X,X,X,O,X,X
LITOSZJ,X,X,X,X,X,O,X,O,X,X
LITOZJS,X,O,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,O,X
LIJTSOZ,X,X,X,X,X,X,X,X,O,X
LIJTZSO,X,O,X,X,X,X,X,X,O,X
LIJTZOS,X,X,X,X,X,X,O,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,X,O,O
LIJTOZS,X,O,X,X,X,X,X,X,O,O
LIJSTZO,X,X,X,X,X,X,X,O,X,X
LIJSTOZ,X,X,X,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,X,X,X,O,X,X
LIJSZOT,O,O,X,X,X,X,O,O,X,X
LIJSOTZ,O,X,X,X,X,X,X,O,X,O
LIJSOZT,O,O,X,X,X,X,X,O,X,O
LIJZTSO,X,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,X,X,X,O,X,X,X
LIJZOTS,X,O,X,X,X,X,O,X,X,O
LIJZOST,X,O,X,X,X,X,O,X,X,O
LIJOTSZ,O,X,X,X,X,X,X,X,X,O
LIJOTZS,X,O,X,X,X,X,X,X,X,O
LIJOSTZ,O,X,X,X,X,X,X,O,X,O
LIJOSZT,O,O,X,X,X,X,X,O,X,O
LIJOZTS,X,O,X,X,X,X,O,X,X,O
LIJOZST,O,O,X,X,X,X,O,X,X,O
LISTJZO,X,X,X,X,X,O,X,O,X,X
LISTJOZ,X,X,X,X,X,X,X,O,X,X
LISTZJO,X,X,X,O,X,O,X,O,X,X
LISTZOJ,X,X,X,O,X,O,X,O,X,X
LISTOJZ,X,X,X,X,X,X,X,O,X,X
LISTOZJ,X,X,X,O,X,O,X,O,X,X
LISJTZO,X,X,X,X,X,X,X,O,X,X
LISJTOZ,X,X,X,X,X,X,X,O,X,X
LISJZTO,O,O,X,X,X,X,X,O,X,X
LISJZOT,O,O,X,X,X,X,O,O,X,X
LISJOTZ,O,X,X,X,X,X,X,O,X,O
LISJOZT,O,O,X,X,X,X,X,O,X,O
LISZTJO,O,O,X,O,X,O,X,O,X,X
LISZTOJ,X,X,X,O,X,O,X,O,X,X
LISZJTO,O,O,X,O,X,X,X,O,X,X
LISZJOT,O,O,X,O,X,X,O,O,X,X
LISZOTJ,O,O,X,O,X,X,X,O,X,X
LISZOJT,O,O,X,O,X,X,O,O,X,X
LISOTJZ,O,X,X,X,X,X,X,O,X,X
LISOTZJ,O,X,X,O,X,X,X,O,X,X
LISOJTZ,O,X,X,X,X,X,X,O,X,O
LISOJZT,O,O,X,X,X,X,X,O,X,O
LISOZTJ,O,O,X,O,X,X,X,O,X,X
LISOZJT,O,O,X,O,X,X,X,O,X,X
LIZTJSO,X,O,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X
LIZTSJO,X,O,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,X,O,X,X,X
LIZTOSJ,X,O,X,O,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,X
LIZJSTO,X,O,X,O,X,X,X,X,X,X
LIZJSOT,X,O,X,O,X,X,O,X,X,X
LIZJOTS,X,O,X,X,X,X,O,X,X,O
LIZJOST,X,O,X,O,X,X,O,X,X,O
LIZSTJO,X,O,X,O,X,X,X,O,X,X
LIZSTOJ,X,X,X,O,X,X,X,O,X,X
LIZSJTO,X,O,X,O,X,X,X,O,X,X
LIZSJOT,X,O,X,O,X,X,O,O,X,X
LIZSOTJ,X,O,X,O,X,X,X,O,X,X
LIZSOJT,X,O,X,O,X,X,O,O,X,X
LIZOTJS,X,O,X,X,X,X,O,X,X,X
LIZOTSJ,X,O,X,O,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,O,X,X,O
LIZOJST,X,O,X,O,X,X,O,X,X,O
LIZOSTJ,X,O,X,O,X,X,X,O,X,X
LIZOSJT,X,O,X,O,X,X,O,O,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,O
LIOTJZS,X,O,X,X,X,X,X,X,X,O
LIOTSJZ,O,X,X,X,X,X,X,O,X,X
LIOTSZJ,O,X,X,X,X,X,X,O,X,X
LIOTZJS,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,X,O
LIOJTZS,X,O,X,X,X,X,X,X,X,O
LIOJSTZ,O,X,X,X,X,X,X,O,X,O
LIOJSZT,O,O,X,X,X,X,X,O,X,O
LIOJZTS,X,O,X,X,X,X,O,X,X,O
LIOJZST,O,O,X,X,X,X,O,X,X,O
LIOSTJZ,O,X,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,X,O,X,X,X,O,X,X
LIOSJTZ,O,X,X,X,X,X,X,O,X,O
LIOSJZT,O,O,X,X,X,X,X,O,X,O
LIOSZTJ,O,O,X,O,X,X,X,O,X,X
LIOSZJT,O,O,X,O,X,X,X,O,X,X
LIOZTJS,X,O,X,X,X,X,O,X,X,X
LIOZTSJ,X,O,X,O,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,O,X,X,O
LIOZJST,O,O,X,O,X,X,O,X,X,O
LIOZSTJ,O,O,X,O,X,X,X,O,X,X
LIOZSJT,O,O,X,O,X,X,O,O,X,X
LJTISZO,X,X,O,X,X,O,X,X,O,X
LJTISOZ,X,X,O,X,X,X,X,X,O,X
LJTIZSO,X,O,X,X,X,X,X,X,O,X
LJTIZOS,X,X,X,X,X,X,O,X,O,X
LJTIOSZ,X,X,O,X,X,X,X,X,O,O
LJTIOZS,X,O,X,X,X,X,X,X,O,O
LJTSIZO,X,X,O,X,O,O,X,X,X,X
LJTSIOZ,X,X,O,X,X,X,X,X,X,X
LJTSZIO,O,X,O,X,O,O,X,X,X,X
LJTSZOI,O,X,O,X,O,O,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,O,X,X,X
LJTZSIO,X,O,X,X,O,X,X,X,X,X
LJTZSOI,X,X,X,X,O,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,O,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X
LJTOISZ,O,X,O,X,X,X,X,X,X,O
LJTOIZS,X,O,X,X,X,X,X,X,X,O
LJTOSIZ,O,X,O,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,O,X
LJITSOZ,X,X,X,X,X,X,X,X,O,X
LJITZSO,X,O,X,X,X,X,X,X,O,X
LJITZOS,X,X,X,X,X,X,O,X,O,X
LJITOSZ,X,X,X,X,X,X,X,X,O,O
LJITOZS,X,O,X,X,X,X,X,X,O,O
LJISTZO,X,X,X,X,X,X,X,O,X,X
LJISTOZ,X,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,X,X,X,O,X,X
LJISZOT,O,O,X,X,X,X,O,O,X,X
LJISOTZ,O,X,X,X,X,X,X,O,X,O
LJISOZT,O,O,X,X,X,X,X,O,X,O
LJIZTSO,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,O,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,O,X,X,X
LJIZOTS,X,O,X,X,X,X,O,X,X,O
LJIZOST,X,O,X,X,X,X,O,X,X,O
LJIOTSZ,O,X,X,X,X,X,X,X,X,O
LJIOTZS,X,O,X,X,X,X,X,X,X,O
LJIOSTZ,O,X,X,X,X,X,X,O,X,O
LJIOSZT,O,O,X,X,X,X,X,O,X,O
LJIOZTS,X,O,X,X,X,X,O,X,X,O
LJIOZST,O,O,X,X,X,X,O,X,X,O
LJSTIZO,X,X,O,X,O,O,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,X,X,X,X
LJSTZIO,O,X,O,O,O,O,X,X,X,X
LJSTZOI,O,X,O,O,O,O,X,X,X,X
LJSTOIZ,O,X,O,X,X,X,X,X,X,X
LJSTOZI,O,X,O,O,X,X,X,X,X,X
LJSITZO,X,X,X,X,O,X,X,O,X,X
LJSITOZ,X,X,X,X,X,X,X,O,X,X
LJSIZTO,O,O,X,X,O,X,X,O,X,X
LJSIZOT,O,O,X,X,O,X,O,O,X,X
LJSIOTZ,O,X,X,X,X,X,X,O,X,O
LJSIOZT,O,O,X,X,X,X,X,O,X,O
LJSZTIO,O,O,O,O,O,O,X,X,X,X
LJSZTOI,O,X,O,O,O,O,X,X,X,X
LJSZITO,O,O,X,O,O,X,X,O,X,X
LJSZIOT,O,O,X,O,O,X,O,O,X,X
LJSZOTI,O,X,O,O,O,X,X,X,X,X
LJSZOIT,O,O,X,O,O,X,O,O,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,O,X,O
LJSOIZT,O,O,X,X,X,X,X,O,X,O
LJSOZTI,O,O,O,O,X,X,X,X,X,X
LJSOZIT,O,O,X,O,X,X,X,O,X,X
LJZTISO,X,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,O,X,X,X
LJZTSIO,X,O,X,X,O,X,X,X,X,X
LJZTSOI,X,X,X,X,O,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,O,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,X,O,X,X,X
LJZISTO,X,O,X,O,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,X,O,X,X,X
LJZIOTS,X,O,X,X,X,X,O,X,X,O
LJZIOST,X,O,X,O,X,X,O,X,X,O
LJZSTIO,O,O,X,O,O,X,X,X,X,X
LJZSTOI,O,X,X,O,O,X,X,X,X,X
LJZSITO,O,O,X,O,O,X,X,X,X,X
LJZSIOT,O,O,X,O,O,X,O,X,X,X
LJZSOTI,O,X,X,O,O,X,X,X,X,X
LJZSOIT,O,O,X,O,O,X,O,X,X,X
LJZOTIS,X,O,X,X,X,X,O,X,X,X
LJZOTSI,X,O,X,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,O,X,X,O
LJZOIST,O,O,X,O,X,X,O,X,X,O
LJZOSTI,O,O,X,O,O,X,X,X,X,X
LJZOSIT,O,O,X,O,O,X,O,X,X,X
LJOTISZ,O,X,O,X,X,X,X,X,X,O
LJOTIZS,X,O,X,X,X,X,X,X,X,O
LJOTSIZ,O,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,O
LJOITZS,X,O,X,X,X,X,X,X,X,O
LJOISTZ,O,X,X,X,X,X,X,O,X,O
LJOISZT,O,O,X,X,X,X,X,O,X,O
LJOIZTS,X,O,X,X,X,X,O,X,X,O
LJOIZST,O,O,X,X,X,X,O,X,X,O
LJOSTIZ,O,X,O,X,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,O,X,O
LJOSIZT,O,O,X,X,X,X,X,O,X,O
LJOSZTI,O,O,O,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,O,X,X
LJOZTIS,X,O,X,X,X,X,O,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,O,X,X,O
LJOZIST,O,O,X,O,X,X,O,X,X,O
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,O,X,X,X
LSTIJZO,X,X,O,X,O,O,X,O,X,X
LSTIJOZ,X,X,O,X,X,X,X,O,X,X
LSTIZJO,X,X,O,O,X,O,X,O,X,X
LSTIZOJ,X,X,O,O,X,O,X,O,X,X
LSTIOJZ,X,X,O,X,X,X,X,O,X,X
LSTIOZJ,X,X,O,O,X,O,X,O,X,X
LSTJIZO,X,X,O,X,O,O,X,X,X,X
LSTJIOZ,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,X,O,O,O,O,X,X,X,X
LSTJZOI,O,X,O,O,O,O,X,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,X,X,X
LSTJOZI,O,X,O,O,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,O,X,O,X,X
LSTZIOJ,X,X,O,O,X,O,X,O,X,X
LSTZJIO,O,X,O,O,O,O,X,X,X,X
LSTZJOI,O,X,O,O,O,O,X,X,X,X
LSTZOIJ,O,X,O,O,X,O,X,O,X,X
LSTZOJI,O,X,O,O,O,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,O,X,X
LSTOIZJ,O,X,O,O,X,O,X,O,X,X
LSTOJIZ,O,X,O,X,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,X,X,X,X,X
LSTOZIJ,O,X,O,O,X,O,X,O,X,X
LSTOZJI,O,X,O,O,X,O,X,X,X,X
LSITJZO,X,X,X,X,O,O,X,O,X,X
LSITJOZ,X,X,X,X,X,X,X,O,X,X
LSITZJO,X,X,X,O,X,O,X,O,X,X
LSITZOJ,X,X,X,O,X,O,X,O,X,X
LSITOJZ,X,X,X,X,X,X,X,O,X,X
LSITOZJ,X,X,X,O,X,O,X,O,X,X
LSIJTZO,X,X,X,X,O,X,X,O,X,X
LSIJTOZ,X,X,X,X,X,X,X,O,X,X
LSIJZTO,O,O,X,X,O,X,X,O,X,X
LSIJZOT,O,O,X,X,O,X,O,O,X,X
LSIJOTZ,O,X,X,X,X,X,X,O,X,O
LSIJOZT,O,O,X,X,X,X,X,O,X,O
LSIZTJO,O,O,X,O,X,O,X,O,X,X
LSIZTOJ,X,X,X,O,X,O,X,O,X,X
LSIZJTO,O,O,X,O,X,X,X,O,X,X
LSIZJOT,O,O,X,O,X,X,O,O,X,X
LSIZOTJ,O,O,X,O,X,X,X,O,X,X
LSIZOJT,O,O,X,O,X,X,O,O,X,X
LSIOTJZ,O,X,X,X,X,X,X,O,X,X
LSIOTZJ,O,X,X,O,X,X,X,O,X,X
LSIOJTZ,O,X,X,X,X,X,X,O,X,O
LSIOJZT,O,O,X,X,X,X,X,O,X,O
LSIOZTJ,O,O,X,O,X,X,X,O,X,X
LSIOZJT,O,O,X,O,X,X,X,O,X,X
LSJTIZO,X,X,O,X,O,O,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,X,X,X,X
LSJTZIO,O,X,O,O,O,O,X,X,X,X
LSJTZOI,O,X,O,O,O,O,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,X,X,X,X
LSJTOZI,O,X,O,O,X,X,X,X,X,X
LSJITZO,X,X,X,X,O,X,X,O,X,X
LSJITOZ,X,X,X,X,X,X,X,O,X,X
LSJIZTO,O,O,X,X,O,X,X,O,X,X
LSJIZOT,O,O,X,X,O,X,O,O,X,X
LSJIOTZ,O,X,X,X,X,X,X,O,X,O
LSJIOZT,O,O,X,X,X,X,X,O,X,O
LSJZTIO,O,O,O,O,O,O,X,X,X,X
LSJZTOI,O,X,O,O,O,O,X,X,X,X
LSJZITO,O,O,X,O,O,X,X,O,X,X
LSJZIOT,O,O,X,O,O,X,O,O,X,X
LSJZOTI,O,X,O,O,O,X,X,X,X,X
LSJZOIT,O,O,X,O,O,X,O,O,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,O,X,O
LSJOIZT,O,O,X,X,X,X,X,O,X,O
LSJOZTI,O,O,O,O,X,X,X,X,X,X
LSJOZIT,O,O,X,O,X,X,X,O,X,X
LSZTIJO,O,O,O,O,X,O,X,O,X,X
LSZTIOJ,X,X,O,O,X,O,X,O,X,X
LSZTJIO,O,O,O,O,O,O,X,X,X,X
LSZTJOI,O,X,O,O,O,O,X,X,X,X
LSZTOIJ,O,X,O,O,X,O,X,O,X,X
LSZTOJI,O,X,O,O,O,O,X,X,X,X
LSZITJO,O,O,X,O,X,O,X,O,X,X
LSZITOJ,X,X,X,O,X,O,X,O,X,X
LSZIJTO,O,O,X,O,X,X,X,O,X,X
LSZIJOT,O,O,X,O,X,X,O,O,X,X
LSZIOTJ,O,O,X,O,X,X,X,O,X,X
LSZIOJT,O,O,X,O,X,X,O,O,X,X
LSZJTIO,O,O,O,O,O,O,X,X,X,X
LSZJTOI,O,X,O,O,O,O,X,X,X,X
LSZJITO,O,O,X,O,O,X,X,O,X,X
LSZJIOT,O,O,X,O,O,X,O,O,X,X
LSZJOTI,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,O,X,O,O,X,O,O,X,X
LSZOTIJ,O,O,O,O,X,O,X,O,X,X
LSZOTJI,O,O,O,O,O,O,X,X,X,X
LSZOITJ,O,O,X,O,X,O,X,O,X,X
LSZOIJT,O,O,X,O,X,X,O,O,X,X
LSZOJTI,O,O,O,O,O,O,X,X,X,X
LSZOJIT,O,O,X,O,O,X,O,O,X,X
LSOTIJZ,O,X,O,X,X,O,X,O,X,X
LSOTIZJ,O,X,O,O,X,O,X,O,X,X
LSOTJIZ,O,X,O,X,X,O,X,X,X,X
LSOTJZI,O,X,O,O,X,O,X,X,X,X
LSOTZIJ,O,X,O,O,X,O,X,O,X,X
LSOTZJI,O,X,O,O,X,O,X,X,X,X
LSOITJZ,O,X,X,X,X,O,X,O,X,X
LSOITZJ,O,X,X,O,X,O,X,O,X,X
LSOIJTZ,O,X,X,X,X,X,X,O,X,O
LSOIJZT,O,O,X,X,X,X,X,O,X,O
