sequence,v115@RhD8FeF8AeB8KeT/IvhFxgBXiBmlBUoBFsB6tB,v115@RhD8FeF8AeB8KeT/IvhFigBmiB5oBUmB1sBfsB,v115@RhD8FeF8AeB8KeT/IvhF2lBxiBfsB0nB6tBFrB,v115@RhD8FeF8AeB8KeT/IvhF2lBRhB3mBcsB6tBFtB,v115@RhD8FeF8AeB8KeT/IvhF2lBynB5oBfsBFrB0sB,v115@RhD8FeF8AeB8KeT/IvhF2lBfsBxnBFmB0nB6tB
ZSTLJIO,O,X,O,O,X,X
ZSTLJOI,O,X,O,O,X,X
ZSTLOIJ,X,O,O,O,X,X
ZSTLOJI,O,X,O,O,X,X
ZSTJILO,O,X,X,O,X,X
ZSTJIOL,O,X,X,O,X,X
ZSTJLIO,O,X,O,O,X,X
ZSTJLOI,O,X,O,O,X,X
ZSTJOIL,O,X,X,O,X,X
ZSTJOLI,O,X,O,O,X,X
ZSTOILJ,X,O,X,O,X,X
ZSTOIJL,O,O,X,O,X,X
ZSTOLIJ,X,O,O,O,X,X
ZSTOLJI,O,X,O,O,X,X
ZSTOJIL,O,X,X,O,X,X
ZSTOJLI,O,X,O,O,X,X
ZSITLJO,X,O,X,O,X,X
ZSITLOJ,X,O,X,O,X,X
ZSITJLO,X,O,X,O,X,X
ZSITJOL,X,O,X,O,X,X
ZSITOLJ,X,O,X,O,X,X
ZSITOJL,X,O,X,O,X,X
ZSILTJO,X,O,O,O,X,X
ZSILTOJ,X,O,O,O,X,X
ZSILJTO,X,X,O,O,X,X
ZSILJOT,X,X,O,O,O,X
ZSILOTJ,X,O,O,O,X,X
ZSILOJT,X,X,O,O,O,X
ZSIJTLO,X,X,X,O,X,X
ZSIJTOL,X,X,X,O,X,X
ZSIJLTO,X,X,O,O,X,X
ZSIJLOT,X,X,O,O,O,X
ZSIJOTL,X,X,X,O,X,O
ZSIJOLT,X,X,O,O,O,O
ZSIOTLJ,X,O,X,O,X,X
ZSIOTJL,X,O,X,O,X,X
ZSIOLTJ,X,O,O,O,X,X
ZSIOLJT,X,X,O,O,O,X
ZSIOJTL,X,X,X,O,X,O
ZSIOJLT,X,X,O,O,O,O
ZSLTIJO,X,O,O,O,X,X
ZSLTIOJ,X,O,O,O,X,X
ZSLTJIO,X,X,O,O,X,X
ZSLTJOI,X,X,O,O,X,X
ZSLTOIJ,X,O,O,O,X,X
ZSLTOJI,X,X,O,O,X,X
ZSLITJO,X,O,O,O,X,X
ZSLITOJ,X,O,O,O,X,X
ZSLIJTO,X,X,O,O,X,X
ZSLIJOT,X,X,O,O,O,X
ZSLIOTJ,X,O,O,O,X,X
ZSLIOJT,X,X,O,O,O,X
ZSLJTIO,X,X,O,O,X,X
ZSLJTOI,X,X,O,O,X,X
ZSLJITO,X,X,O,O,X,X
ZSLJIOT,X,X,O,O,O,X
ZSLJOTI,X,X,O,O,X,X
ZSLJOIT,X,X,O,O,O,X
ZSLOTIJ,X,O,O,O,X,X
ZSLOTJI,X,X,O,O,X,X
ZSLOITJ,X,O,O,O,X,X
ZSLOIJT,X,X,O,O,O,X
ZSLOJTI,X,X,O,O,X,X
ZSLOJIT,X,X,O,O,O,X
ZSJTILO,O,X,X,O,X,X
ZSJTIOL,O,X,X,O,X,X
ZSJTLIO,O,X,O,O,X,X
ZSJTLOI,O,X,O,O,X,X
ZSJTOIL,O,X,X,O,X,X
ZSJTOLI,O,X,O,O,X,X
ZSJITLO,X,X,X,O,X,X
ZSJITOL,X,X,X,O,X,X
ZSJILTO,X,X,O,O,X,X
ZSJILOT,X,X,O,O,O,X
ZSJIOTL,X,X,X,O,X,O
ZSJIOLT,X,X,O,O,O,O
ZSJLTIO,X,X,O,O,X,X
ZSJLTOI,X,X,O,O,X,X
ZSJLITO,X,X,O,O,X,X
ZSJLIOT,X,X,O,O,O,X
ZSJLOTI,X,X,O,O,X,X
ZSJLOIT,X,X,O,O,O,X
ZSJOTIL,O,X,X,O,X,X
ZSJOTLI,O,X,O,O,X,X
ZSJOITL,X,X,X,O,X,O
ZSJOILT,X,X,O,O,O,O
ZSJOLTI,X,X,O,O,X,X
ZSJOLIT,X,X,O,O,O,X
ZSOTILJ,X,O,X,O,X,X
ZSOTIJL,O,O,X,O,X,X
ZSOTLIJ,X,O,O,O,X,X
ZSOTLJI,O,X,O,O,X,X
ZSOTJIL,O,X,X,O,X,X
ZSOTJLI,O,X,O,O,X,X
ZSOITLJ,X,O,X,O,X,X
ZSOITJL,X,O,X,O,X,X
ZSOILTJ,X,O,O,O,X,X
ZSOILJT,X,X,O,O,O,X
ZSOIJTL,X,X,X,O,X,O
ZSOIJLT,X,X,O,O,O,O
ZSOLTIJ,X,O,O,O,X,X
ZSOLTJI,X,X,O,O,X,X
ZSOLITJ,X,O,O,O,X,X
ZSOLIJT,X,X,O,O,O,X
ZSOLJTI,X,X,O,O,X,X
ZSOLJIT,X,X,O,O,O,X
ZSOJTIL,O,X,X,O,X,X
ZSOJTLI,O,X,O,O,X,X
ZSOJITL,X,X,X,O,X,O
ZSOJILT,X,X,O,O,O,O
ZSOJLTI,X,X,O,O,X,X
ZSOJLIT,X,X,O,O,O,X
ZOTILJS,X,O,X,X,X,X
ZOTILSJ,X,O,X,X,X,X
ZOTIJLS,O,O,X,X,X,X
ZOTIJSL,O,O,X,X,X,X
ZOTISLJ,X,O,X,X,X,X
ZOTISJL,O,O,X,X,X,X
ZOTLIJS,X,O,X,X,X,X
ZOTLISJ,X,O,X,X,X,X
ZOTLJIS,O,O,X,X,X,X
ZOTLJSI,O,X,X,O,X,X
ZOTLSIJ,X,O,X,O,X,X
ZOTLSJI,O,X,X,O,X,X
ZOTJILS,O,O,X,X,X,X
ZOTJISL,O,O,X,X,X,X
ZOTJLIS,O,O,X,X,X,X
ZOTJLSI,O,X,X,O,X,X
ZOTJSIL,O,X,X,O,X,X
ZOTJSLI,O,X,X,O,X,X
ZOTSILJ,X,O,X,O,X,X
ZOTSIJL,O,O,X,O,X,X
ZOTSLIJ,X,O,X,O,X,X
ZOTSLJI,O,X,X,O,X,X
ZOTSJIL,O,X,X,O,X,X
ZOTSJLI,O,X,X,O,X,X
ZOITLJS,X,O,X,X,X,X
ZOITLSJ,X,O,X,X,X,X
ZOITJLS,O,O,X,X,X,X
ZOITJSL,O,O,X,X,X,X
ZOITSLJ,X,O,X,X,X,X
ZOITSJL,O,O,X,X,X,X
ZOILTJS,X,O,X,X,X,X
ZOILTSJ,X,O,X,X,X,X
ZOILJTS,X,O,X,X,X,X
ZOILJST,X,X,X,O,X,X
ZOILSTJ,X,O,X,O,X,X
ZOILSJT,X,X,X,O,X,X
ZOIJTLS,O,O,X,X,X,X
ZOIJTSL,O,O,X,X,X,X
ZOIJLTS,X,O,X,X,X,X
ZOIJLST,X,X,X,O,X,X
ZOIJSTL,X,X,X,O,X,X
ZOIJSLT,X,X,X,O,O,X
ZOISTLJ,X,O,X,O,X,X
ZOISTJL,X,O,X,O,X,X
ZOISLTJ,X,O,X,O,X,X
ZOISLJT,X,X,X,O,O,X
ZOISJTL,X,X,X,O,X,X
ZOISJLT,X,X,X,O,O,X
ZOLTIJS,X,O,X,X,X,X
ZOLTISJ,X,O,X,X,X,X
ZOLTJIS,O,O,X,X,X,X
ZOLTJSI,O,X,X,O,X,X
ZOLTSIJ,X,O,X,O,X,X
ZOLTSJI,O,X,X,O,X,X
ZOLITJS,X,O,X,X,X,X
ZOLITSJ,X,O,X,X,X,X
ZOLIJTS,X,O,X,X,X,X
ZOLIJST,X,X,X,O,X,X
ZOLISTJ,X,O,X,O,X,X
ZOLISJT,X,X,X,O,X,X
ZOLJTIS,O,O,X,X,X,X
ZOLJTSI,O,X,X,O,X,X
ZOLJITS,X,O,X,X,X,X
ZOLJIST,X,X,X,O,X,X
ZOLJSTI,X,X,O,O,X,X
ZOLJSIT,X,X,O,O,X,X
ZOLSTIJ,X,O,O,O,X,X
ZOLSTJI,X,X,O,O,X,X
ZOLSITJ,X,O,O,O,X,X
ZOLSIJT,X,X,O,O,X,X
ZOLSJTI,X,X,O,O,X,X
ZOLSJIT,X,X,O,O,X,X
ZOJTILS,O,O,X,X,X,X
ZOJTISL,O,O,X,X,X,X
ZOJTLIS,O,O,X,X,X,X
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,O,X,X,O,X,X
ZOJTSLI,O,X,X,O,X,X
ZOJITLS,O,O,X,X,X,X
ZOJITSL,O,O,X,X,X,X
ZOJILTS,X,O,X,X,X,X
ZOJILST,X,X,X,O,X,X
ZOJISTL,X,X,X,O,X,X
ZOJISLT,X,X,X,O,O,X
ZOJLTIS,O,O,X,X,X,X
ZOJLTSI,O,X,X,O,X,X
ZOJLITS,X,O,X,X,X,X
ZOJLIST,X,X,X,O,X,X
ZOJLSTI,X,X,O,O,X,X
ZOJLSIT,X,X,O,O,X,X
ZOJSTIL,O,X,X,O,X,X
ZOJSTLI,O,X,O,O,X,X
ZOJSITL,X,X,X,O,X,O
ZOJSILT,X,X,O,O,O,O
ZOJSLTI,X,X,O,O,X,X
ZOJSLIT,X,X,O,O,O,X
ZOSTILJ,X,O,X,O,X,X
ZOSTIJL,O,O,X,O,X,X
ZOSTLIJ,X,O,O,O,X,X
ZOSTLJI,O,X,O,O,X,X
ZOSTJIL,O,X,X,O,X,X
ZOSTJLI,O,X,O,O,X,X
ZOSITLJ,X,O,X,O,X,X
ZOSITJL,X,O,X,O,X,X
ZOSILTJ,X,O,O,O,X,X
ZOSILJT,X,X,O,O,O,X
ZOSIJTL,X,X,X,O,X,O
ZOSIJLT,X,X,O,O,O,O
ZOSLTIJ,X,O,O,O,X,X
ZOSLTJI,X,X,O,O,X,X
ZOSLITJ,X,O,O,O,X,X
ZOSLIJT,X,X,O,O,O,X
ZOSLJTI,X,X,O,O,X,X
ZOSLJIT,X,X,O,O,O,X
ZOSJTIL,O,X,X,O,X,X
ZOSJTLI,O,X,O,O,X,X
ZOSJITL,X,X,X,O,X,O
ZOSJILT,X,X,O,O,O,O
ZOSJLTI,X,X,O,O,X,X
ZOSJLIT,X,X,O,O,O,X
OTILJSZ,X,X,X,X,X,X
OTILJZS,X,O,X,X,X,X
OTILSJZ,X,X,X,X,X,X
OTILSZJ,X,O,X,X,X,X
OTILZJS,X,O,X,X,X,X
OTILZSJ,X,O,X,X,X,X
OTIJLSZ,O,X,X,X,X,X
OTIJLZS,O,O,X,X,X,X
OTIJSLZ,O,X,X,X,O,X
OTIJSZL,O,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X
OTIJZSL,O,O,X,X,X,X
OTISLJZ,X,X,X,X,O,X
OTISLZJ,X,O,X,X,X,X
OTISJLZ,O,X,X,X,O,X
OTISJZL,O,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X
OTISZJL,O,O,X,X,X,X
OTIZLJS,X,O,X,X,X,X
OTIZLSJ,X,O,X,X,X,X
OTIZJLS,O,O,X,X,X,X
OTIZJSL,O,O,X,X,X,X
OTIZSLJ,X,O,X,X,X,X
OTIZSJL,O,O,X,X,X,X
OTLIJSZ,X,X,X,X,X,X
OTLIJZS,X,O,X,X,X,X
OTLISJZ,X,X,X,X,X,X
OTLISZJ,X,O,X,X,X,X
OTLIZJS,X,O,X,X,X,X
OTLIZSJ,X,O,X,X,X,X
OTLJISZ,O,X,X,X,X,X
OTLJIZS,O,O,X,X,X,X
OTLJSIZ,O,X,X,X,X,X
OTLJSZI,O,X,O,X,X,X
OTLJZIS,O,O,X,X,X,X
OTLJZSI,O,X,X,O,X,X
OTLSIJZ,X,X,X,X,X,X
OTLSIZJ,X,O,X,X,X,X
OTLSJIZ,O,X,X,X,X,X
OTLSJZI,O,X,O,X,X,X
OTLSZIJ,X,O,O,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,X,O,X,X,X,X
OTLZISJ,X,O,X,X,X,X
OTLZJIS,O,O,X,X,X,X
OTLZJSI,O,X,X,O,X,X
OTLZSIJ,X,O,X,O,X,X
OTLZSJI,O,X,X,O,X,X
OTJILSZ,O,X,X,X,X,X
OTJILZS,O,O,X,X,X,X
OTJISLZ,O,X,X,X,O,X
OTJISZL,O,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X
OTJIZSL,O,O,X,X,X,X
OTJLISZ,O,X,X,X,X,X
OTJLIZS,O,O,X,X,X,X
OTJLSIZ,O,X,X,X,X,X
OTJLSZI,O,X,O,X,X,X
OTJLZIS,O,O,X,X,X,X
OTJLZSI,O,X,X,O,X,X
OTJSILZ,O,X,X,X,O,O
OTJSIZL,O,X,X,X,X,O
OTJSLIZ,O,X,X,X,O,X
OTJSLZI,O,X,O,X,X,X
OTJSZIL,O,X,X,X,X,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,O,O,X,X,X,X
OTJZISL,O,O,X,X,X,X
OTJZLIS,O,O,X,X,X,X
OTJZLSI,O,X,X,O,X,X
OTJZSIL,O,X,X,O,X,X
OTJZSLI,O,X,X,O,X,X
OTSILJZ,X,X,X,X,O,X
OTSILZJ,X,O,X,X,X,X
OTSIJLZ,O,X,X,X,O,O
OTSIJZL,O,X,X,X,X,O
OTSIZLJ,X,O,X,X,X,X
OTSIZJL,O,O,X,X,X,X
OTSLIJZ,X,X,X,X,O,X
OTSLIZJ,X,O,X,X,X,X
OTSLJIZ,O,X,X,X,O,X
OTSLJZI,O,X,O,X,X,X
OTSLZIJ,X,O,O,X,X,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,O,X,X,X,O,O
OTSJIZL,O,X,X,X,X,O
OTSJLIZ,O,X,X,X,O,X
OTSJLZI,O,X,O,X,X,X
OTSJZIL,O,X,X,X,X,X
OTSJZLI,O,X,O,X,X,X
OTSZILJ,X,O,X,X,X,X
OTSZIJL,O,O,X,X,X,X
OTSZLIJ,X,O,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,X,X,X,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,X,O,X,X,X,X
OTZILSJ,X,O,X,X,X,X
OTZIJLS,O,O,X,X,X,X
OTZIJSL,O,O,X,X,X,X
OTZISLJ,X,O,X,X,X,X
OTZISJL,O,O,X,X,X,X
OTZLIJS,X,O,X,X,X,X
OTZLISJ,X,O,X,X,X,X
OTZLJIS,O,O,X,X,X,X
OTZLJSI,O,X,X,O,X,X
OTZLSIJ,X,O,X,O,X,X
OTZLSJI,O,X,X,O,X,X
OTZJILS,O,O,X,X,X,X
OTZJISL,O,O,X,X,X,X
OTZJLIS,O,O,X,X,X,X
OTZJLSI,O,X,X,O,X,X
OTZJSIL,O,X,X,O,X,X
OTZJSLI,O,X,X,O,X,X
OTZSILJ,X,O,X,O,X,X
OTZSIJL,O,O,X,O,X,X
OTZSLIJ,X,O,X,O,X,X
OTZSLJI,O,X,X,O,X,X
OTZSJIL,O,X,X,O,X,X
OTZSJLI,O,X,X,O,X,X
OITLJSZ,X,X,X,X,X,X
OITLJZS,X,O,X,X,X,X
OITLSJZ,X,X,X,X,X,X
OITLSZJ,X,O,X,X,X,X
OITLZJS,X,O,X,X,X,X
OITLZSJ,X,O,X,X,X,X
OITJLSZ,O,X,X,X,X,X
OITJLZS,O,O,X,X,X,X
OITJSLZ,O,X,X,X,O,X
OITJSZL,O,X,X,X,X,X
OITJZLS,O,O,X,X,X,X
OITJZSL,O,O,X,X,X,X
OITSLJZ,X,X,X,X,O,X
OITSLZJ,X,O,X,X,X,X
OITSJLZ,O,X,X,X,O,X
OITSJZL,O,X,X,X,X,X
OITSZLJ,X,O,X,X,X,X
OITSZJL,O,O,X,X,X,X
OITZLJS,X,O,X,X,X,X
OITZLSJ,X,O,X,X,X,X
OITZJLS,O,O,X,X,X,X
OITZJSL,O,O,X,X,X,X
OITZSLJ,X,O,X,X,X,X
OITZSJL,O,O,X,X,X,X
OILTJSZ,X,X,X,X,X,X
OILTJZS,X,O,X,X,X,X
OILTSJZ,X,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X
OILTZJS,X,O,X,X,X,X
OILTZSJ,X,O,X,X,X,X
OILJTSZ,X,X,X,X,X,X
OILJTZS,X,O,X,X,X,X
OILJSTZ,X,X,X,X,O,X
OILJSZT,X,X,O,X,O,X
OILJZTS,X,O,X,X,X,X
OILJZST,X,X,X,O,X,X
OILSTJZ,X,X,X,X,O,X
OILSTZJ,X,O,X,X,X,X
OILSJTZ,X,X,X,X,O,X
OILSJZT,X,X,O,X,O,X
OILSZTJ,X,O,O,X,X,X
OILSZJT,X,X,O,X,O,X
OILZTJS,X,O,X,X,X,X
OILZTSJ,X,O,X,X,X,X
OILZJTS,X,O,X,X,X,X
OILZJST,X,X,X,O,X,X
OILZSTJ,X,O,X,O,X,X
OILZSJT,X,X,X,O,X,X
OIJTLSZ,O,X,X,X,X,X
OIJTLZS,O,O,X,X,X,X
OIJTSLZ,O,X,X,X,O,X
OIJTSZL,O,X,X,X,X,X
OIJTZLS,O,O,X,X,X,X
OIJTZSL,O,O,X,X,X,X
OIJLTSZ,O,X,X,X,X,X
OIJLTZS,O,O,X,X,X,X
OIJLSTZ,X,X,X,X,O,X
OIJLSZT,X,X,O,X,O,X
OIJLZTS,X,O,X,X,X,X
OIJLZST,X,X,X,O,X,X
OIJSTLZ,O,X,X,X,O,O
OIJSTZL,O,X,X,X,X,O
OIJSLTZ,X,X,X,X,O,O
OIJSLZT,X,X,O,X,O,O
OIJSZTL,X,X,X,X,X,O
OIJSZLT,X,X,O,X,O,O
OIJZTLS,O,O,X,X,X,X
OIJZTSL,O,O,X,X,X,X
OIJZLTS,X,O,X,X,X,X
OIJZLST,X,X,X,O,X,X
OIJZSTL,X,X,X,O,X,X
OIJZSLT,X,X,X,O,O,X
OISTLJZ,X,X,X,X,O,X
OISTLZJ,X,O,X,X,X,X
OISTJLZ,X,X,X,X,O,O
OISTJZL,X,X,X,X,X,O
OISTZLJ,X,O,X,X,X,X
OISTZJL,X,O,X,X,X,X
OISLTJZ,X,X,X,X,O,X
OISLTZJ,X,O,X,X,X,X
OISLJTZ,X,X,X,X,O,O
OISLJZT,X,X,O,X,O,O
OISLZTJ,X,O,O,X,X,X
OISLZJT,X,X,O,X,O,X
OISJTLZ,X,X,X,X,O,O
OISJTZL,X,X,X,X,X,O
OISJLTZ,X,X,X,X,O,O
OISJLZT,X,X,O,X,O,O
OISJZTL,X,X,X,X,X,O
OISJZLT,X,X,O,X,O,O
OISZTLJ,X,O,X,X,X,X
OISZTJL,X,O,X,X,X,X
OISZLTJ,X,O,O,X,X,X
OISZLJT,X,X,O,X,O,X
OISZJTL,X,X,X,X,X,O
OISZJLT,X,X,O,X,O,O
OIZTLJS,X,O,X,X,X,X
OIZTLSJ,X,O,X,X,X,X
OIZTJLS,O,O,X,X,X,X
OIZTJSL,O,O,X,X,X,X
OIZTSLJ,X,O,X,X,X,X
OIZTSJL,O,O,X,X,X,X
OIZLTJS,X,O,X,X,X,X
OIZLTSJ,X,O,X,X,X,X
OIZLJTS,X,O,X,X,X,X
OIZLJST,X,X,X,O,X,X
OIZLSTJ,X,O,X,O,X,X
OIZLSJT,X,X,X,O,X,X
OIZJTLS,O,O,X,X,X,X
OIZJTSL,O,O,X,X,X,X
OIZJLTS,X,O,X,X,X,X
OIZJLST,X,X,X,O,X,X
OIZJSTL,X,X,X,O,X,X
OIZJSLT,X,X,X,O,O,X
OIZSTLJ,X,O,X,O,X,X
OIZSTJL,X,O,X,O,X,X
OIZSLTJ,X,O,X,O,X,X
OIZSLJT,X,X,X,O,O,X
OIZSJTL,X,X,X,O,X,X
OIZSJLT,X,X,X,O,O,X
OLTIJSZ,X,X,X,X,X,X
OLTIJZS,X,O,X,X,X,X
OLTISJZ,X,X,X,X,X,X
OLTISZJ,X,O,X,X,X,X
OLTIZJS,X,O,X,X,X,X
OLTIZSJ,X,O,X,X,X,X
OLTJISZ,O,X,X,X,X,X
OLTJIZS,O,O,X,X,X,X
OLTJSIZ,O,X,X,X,X,X
OLTJSZI,O,X,O,X,X,X
OLTJZIS,O,O,X,X,X,X
OLTJZSI,O,X,X,O,X,X
OLTSIJZ,X,X,X,X,X,X
OLTSIZJ,X,O,X,X,X,X
OLTSJIZ,O,X,X,X,X,X
OLTSJZI,O,X,O,X,X,X
OLTSZIJ,X,O,O,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,X,O,X,X,X,X
OLTZISJ,X,O,X,X,X,X
OLTZJIS,O,O,X,X,X,X
OLTZJSI,O,X,X,O,X,X
OLTZSIJ,X,O,X,O,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,X,X,X,X,X,X
OLITJZS,X,O,X,X,X,X
OLITSJZ,X,X,X,X,X,X
OLITSZJ,X,O,X,X,X,X
OLITZJS,X,O,X,X,X,X
OLITZSJ,X,O,X,X,X,X
OLIJTSZ,X,X,X,X,X,X
OLIJTZS,X,O,X,X,X,X
OLIJSTZ,X,X,X,X,O,X
OLIJSZT,X,X,O,X,O,X
OLIJZTS,X,O,X,X,X,X
OLIJZST,X,X,X,O,X,X
OLISTJZ,X,X,X,X,O,X
OLISTZJ,X,O,X,X,X,X
OLISJTZ,X,X,X,X,O,X
OLISJZT,X,X,O,X,O,X
OLISZTJ,X,O,O,X,X,X
OLISZJT,X,X,O,X,O,X
OLIZTJS,X,O,X,X,X,X
OLIZTSJ,X,O,X,X,X,X
OLIZJTS,X,O,X,X,X,X
OLIZJST,X,X,X,O,X,X
OLIZSTJ,X,O,X,O,X,X
OLIZSJT,X,X,X,O,X,X
OLJTISZ,O,X,X,X,X,X
OLJTIZS,O,O,X,X,X,X
OLJTSIZ,O,X,X,X,X,X
OLJTSZI,O,X,O,X,X,X
OLJTZIS,O,O,X,X,X,X
OLJTZSI,O,X,X,O,X,X
OLJITSZ,O,X,X,X,X,X
OLJITZS,O,O,X,X,X,X
OLJISTZ,X,X,X,X,O,X
OLJISZT,X,X,O,X,O,X
OLJIZTS,X,O,X,X,X,X
OLJIZST,X,X,X,O,X,X
OLJSTIZ,X,X,X,X,O,X
OLJSTZI,X,X,O,X,X,X
OLJSITZ,X,X,X,X,O,O
OLJSIZT,X,X,O,X,O,O
OLJSZTI,X,X,O,O,X,X
OLJSZIT,X,X,O,O,O,X
OLJZTIS,O,O,X,X,X,X
OLJZTSI,O,X,X,O,X,X
OLJZITS,X,O,X,X,X,X
OLJZIST,X,X,X,O,X,X
OLJZSTI,X,X,O,O,X,X
OLJZSIT,X,X,O,O,X,X
OLSTIJZ,X,X,X,X,O,X
OLSTIZJ,X,O,X,X,X,X
OLSTJIZ,X,X,X,X,O,X
OLSTJZI,X,X,O,X,X,X
OLSTZIJ,X,O,O,X,X,X
OLSTZJI,X,X,O,X,X,X
OLSITJZ,X,X,X,X,O,X
OLSITZJ,X,O,X,X,X,X
OLSIJTZ,X,X,X,X,O,O
OLSIJZT,X,X,O,X,O,O
OLSIZTJ,X,O,O,X,X,X
OLSIZJT,X,X,O,X,O,X
OLSJTIZ,X,X,X,X,O,X
OLSJTZI,X,X,O,X,X,X
OLSJITZ,X,X,X,X,O,O
OLSJIZT,X,X,O,X,O,O
OLSJZTI,X,X,O,O,X,X
OLSJZIT,X,X,O,O,O,X
OLSZTIJ,X,O,O,O,X,X
OLSZTJI,X,X,O,O,X,X
OLSZITJ,X,O,O,O,X,X
OLSZIJT,X,X,O,O,O,X
OLSZJTI,X,X,O,O,X,X
OLSZJIT,X,X,O,O,O,X
OLZTIJS,X,O,X,X,X,X
OLZTISJ,X,O,X,X,X,X
OLZTJIS,O,O,X,X,X,X
OLZTJSI,O,X,X,O,X,X
OLZTSIJ,X,O,X,O,X,X
OLZTSJI,O,X,X,O,X,X
OLZITJS,X,O,X,X,X,X
OLZITSJ,X,O,X,X,X,X
OLZIJTS,X,O,X,X,X,X
OLZIJST,X,X,X,O,X,X
OLZISTJ,X,O,X,O,X,X
OLZISJT,X,X,X,O,X,X
OLZJTIS,O,O,X,X,X,X
OLZJTSI,O,X,X,O,X,X
OLZJITS,X,O,X,X,X,X
OLZJIST,X,X,X,O,X,X
OLZJSTI,X,X,O,O,X,X
OLZJSIT,X,X,O,O,X,X
OLZSTIJ,X,O,O,O,X,X
OLZSTJI,X,X,O,O,X,X
OLZSITJ,X,O,O,O,X,X
OLZSIJT,X,X,O,O,X,X
OLZSJTI,X,X,O,O,X,X
OLZSJIT,X,X,O,O,X,X
OJTILSZ,O,X,X,X,X,X
OJTILZS,O,O,X,X,X,X
OJTISLZ,O,X,X,X,O,X
OJTISZL,O,X,X,X,X,X
OJTIZLS,O,O,X,X,X,X
OJTIZSL,O,O,X,X,X,X
OJTLISZ,O,X,X,X,X,X
OJTLIZS,O,O,X,X,X,X
OJTLSIZ,O,X,X,X,X,X
OJTLSZI,O,X,O,X,X,X
OJTLZIS,O,O,X,X,X,X
OJTLZSI,O,X,X,O,X,X
OJTSILZ,O,X,X,X,O,O
OJTSIZL,O,X,X,X,X,O
OJTSLIZ,O,X,X,X,O,X
OJTSLZI,O,X,O,X,X,X
OJTSZIL,O,X,X,X,X,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,O,O,X,X,X,X
OJTZISL,O,O,X,X,X,X
OJTZLIS,O,O,X,X,X,X
OJTZLSI,O,X,X,O,X,X
OJTZSIL,O,X,X,O,X,X
OJTZSLI,O,X,X,O,X,X
OJITLSZ,O,X,X,X,X,X
OJITLZS,O,O,X,X,X,X
OJITSLZ,O,X,X,X,O,X
OJITSZL,O,X,X,X,X,X
OJITZLS,O,O,X,X,X,X
OJITZSL,O,O,X,X,X,X
OJILTSZ,O,X,X,X,X,X
OJILTZS,O,O,X,X,X,X
OJILSTZ,X,X,X,X,O,X
OJILSZT,X,X,O,X,O,X
OJILZTS,X,O,X,X,X,X
OJILZST,X,X,X,O,X,X
OJISTLZ,O,X,X,X,O,O
OJISTZL,O,X,X,X,X,O
OJISLTZ,X,X,X,X,O,O
OJISLZT,X,X,O,X,O,O
OJISZTL,X,X,X,X,X,O
OJISZLT,X,X,O,X,O,O
OJIZTLS,O,O,X,X,X,X
OJIZTSL,O,O,X,X,X,X
OJIZLTS,X,O,X,X,X,X
OJIZLST,X,X,X,O,X,X
OJIZSTL,X,X,X,O,X,X
OJIZSLT,X,X,X,O,O,X
OJLTISZ,O,X,X,X,X,X
OJLTIZS,O,O,X,X,X,X
OJLTSIZ,O,X,X,X,X,X
OJLTSZI,O,X,O,X,X,X
OJLTZIS,O,O,X,X,X,X
OJLTZSI,O,X,X,O,X,X
OJLITSZ,O,X,X,X,X,X
OJLITZS,O,O,X,X,X,X
OJLISTZ,X,X,X,X,O,X
OJLISZT,X,X,O,X,O,X
OJLIZTS,X,O,X,X,X,X
OJLIZST,X,X,X,O,X,X
OJLSTIZ,X,X,X,X,O,X
OJLSTZI,X,X,O,X,X,X
OJLSITZ,X,X,X,X,O,O
OJLSIZT,X,X,O,X,O,O
OJLSZTI,X,X,O,O,X,X
OJLSZIT,X,X,O,O,O,X
OJLZTIS,O,O,X,X,X,X
OJLZTSI,O,X,X,O,X,X
OJLZITS,X,O,X,X,X,X
OJLZIST,X,X,X,O,X,X
OJLZSTI,X,X,O,O,X,X
OJLZSIT,X,X,O,O,X,X
OJSTILZ,O,X,X,X,O,O
OJSTIZL,O,X,X,X,X,O
OJSTLIZ,O,X,X,X,O,X
OJSTLZI,O,X,O,X,X,X
OJSTZIL,O,X,X,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,O,X,X,X,O,O
OJSITZL,O,X,X,X,X,O
OJSILTZ,X,X,X,X,O,O
OJSILZT,X,X,O,X,O,O
OJSIZTL,X,X,X,X,X,O
OJSIZLT,X,X,O,X,O,O
OJSLTIZ,X,X,X,X,O,X
OJSLTZI,X,X,O,X,X,X
OJSLITZ,X,X,X,X,O,O
