sequence,v115@MhB8GeC8CeB8AeD8BeA8JeOEJvhFxgB0iB6oBfqBll?BzsB,v115@MhB8GeC8CeB8AeD8BeA8Jem/IvhFFhBxiBTkBcqBCo?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Jei/IvhFFhBxiB3kBcqBGo?BzsB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFxgB0iBllBStBmp?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFXhB0iB6oBxpBzs?BFqB,v115@MhB8GeC8CeB8AeD8BeA8Jex/IvhFXhBTjBikBWtBFq?B0sB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFXhBliBxpBCtBOq?BctB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFFhBxiBcqBqsBTt?B3pB
SZTOILJ,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X,X,X
SZITJLO,O,O,O,O,X,X,X,X
SZITJOL,O,O,O,O,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X
SZILTJO,O,O,O,O,X,X,O,X
SZILTOJ,O,O,O,X,X,X,O,X
SZILJTO,O,O,O,X,X,X,O,X
SZILJOT,O,O,O,X,X,X,O,X
SZILOTJ,X,O,O,X,X,X,O,X
SZILOJT,O,O,O,X,X,X,O,X
SZIJTLO,O,O,O,X,X,X,X,X
SZIJTOL,O,O,O,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X,X
SZIJOTL,O,O,O,X,O,X,X,X
SZIJOLT,O,O,O,X,O,X,X,X
SZIOTLJ,O,O,O,X,O,X,X,X
SZIOTJL,O,O,O,X,O,X,X,X
SZIOLTJ,O,O,O,X,O,X,O,X
SZIOLJT,O,O,O,X,O,X,O,X
SZIOJTL,O,O,O,X,O,X,X,X
SZIOJLT,O,O,O,X,O,X,X,X
SZLTIJO,O,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,X,X,X,X
SZLTJOI,O,O,O,O,X,X,X,O
SZLTOIJ,O,O,O,X,X,X,X,O
SZLTOJI,O,O,O,X,X,X,X,O
SZLITJO,O,O,O,O,X,X,O,X
SZLITOJ,O,O,O,X,X,X,O,X
SZLIJTO,O,O,O,X,X,X,O,X
SZLIJOT,O,O,O,X,X,X,O,X
SZLIOTJ,X,O,O,X,X,X,O,X
SZLIOJT,O,O,O,X,X,X,O,X
SZLJTIO,O,O,O,O,X,X,X,X
SZLJTOI,O,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,O,X,O,X,O
SZLJOIT,O,O,O,X,X,X,X,O
SZLOTIJ,O,O,O,X,X,X,X,O
SZLOTJI,O,O,O,X,X,X,X,O
SZLOITJ,X,O,O,X,X,X,X,O
SZLOIJT,O,O,O,X,X,X,X,O
SZLOJTI,O,O,O,X,X,X,X,O
SZLOJIT,O,O,O,X,X,X,X,O
SZJTILO,O,O,O,O,X,X,X,X
SZJTIOL,O,O,O,O,X,X,X,X
SZJTLIO,O,O,O,O,X,O,X,X
SZJTLOI,O,O,O,O,X,O,X,O
SZJTOIL,O,O,O,O,X,X,X,X
SZJTOLI,O,O,O,O,X,O,X,X
SZJITLO,O,O,O,X,X,X,X,X
SZJITOL,O,O,O,X,X,X,X,X
SZJILTO,O,O,O,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,O,O,X,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X,X
SZJLTIO,O,O,O,O,X,X,X,X
SZJLTOI,O,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,O,X,O,X,O
SZJLOIT,O,O,O,X,X,X,X,O
SZJOTIL,O,O,O,O,X,X,X,X
SZJOTLI,O,O,O,O,X,O,X,X
SZJOITL,O,O,O,X,X,X,X,X
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,O,O,O,O,X,O,X,X
SZJOLIT,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,X,O,X,X,X
SZOTIJL,O,O,O,X,O,X,X,X
SZOTLIJ,O,O,O,X,O,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,O,O,O,X,O,X,X,X
SZOITJL,O,O,O,X,O,X,X,X
SZOILTJ,O,O,O,X,O,X,X,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,X,O,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X
SZOLITJ,O,O,O,X,O,X,X,X
SZOLIJT,O,O,O,X,O,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X,X
SZOJITL,O,O,O,X,O,X,X,X
SZOJILT,O,O,O,X,O,X,X,X
SZOJLTI,O,O,O,X,X,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X
SOTILJZ,O,X,X,X,O,X,X,X
SOTILZJ,O,X,X,X,O,X,X,X
SOTIJLZ,O,X,X,X,O,X,X,X
SOTIJZL,O,X,X,X,O,X,X,X
SOTIZLJ,O,O,O,X,O,X,X,X
SOTIZJL,O,O,O,X,O,X,X,X
SOTLIJZ,O,X,X,X,O,O,X,X
SOTLIZJ,O,O,X,X,O,X,X,X
SOTLJIZ,O,X,X,X,X,O,X,X
SOTLJZI,O,X,X,X,X,O,X,X
SOTLZIJ,O,O,X,X,O,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X
SOTJILZ,O,X,X,X,X,O,X,X
SOTJIZL,O,X,O,X,X,X,X,X
SOTJLIZ,O,X,X,X,X,O,X,X
SOTJLZI,O,X,X,X,X,O,X,X
SOTJZIL,O,X,O,X,X,X,X,X
SOTJZLI,O,X,O,X,X,O,X,X
SOTZILJ,O,O,O,X,O,X,X,X
SOTZIJL,O,O,O,X,O,X,X,X
SOTZLIJ,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,X,X,X,X,X
SOTZJLI,O,O,O,X,X,X,X,X
SOITLJZ,O,X,X,X,O,X,O,X
SOITLZJ,O,X,X,X,O,X,O,X
SOITJLZ,O,X,X,X,O,X,X,X
SOITJZL,O,X,X,X,O,X,X,X
SOITZLJ,O,O,O,X,O,X,X,X
SOITZJL,O,O,O,X,O,X,X,X
SOILTJZ,O,X,X,X,O,X,O,X
SOILTZJ,O,O,X,X,O,X,O,X
SOILJTZ,O,X,X,X,O,X,O,X
SOILJZT,O,O,X,X,O,X,O,X
SOILZTJ,O,O,X,X,O,X,O,X
SOILZJT,O,O,X,X,O,X,O,X
SOIJTLZ,O,X,X,X,O,X,X,X
SOIJTZL,O,X,X,X,O,X,X,X
SOIJLTZ,O,X,X,X,O,X,O,X
SOIJLZT,O,X,X,X,O,X,O,X
SOIJZTL,O,O,X,X,O,X,X,X
SOIJZLT,O,O,X,X,O,X,X,X
SOIZTLJ,O,O,O,X,O,X,X,X
SOIZTJL,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,O,X,O,X,O,X
SOIZLJT,O,O,O,X,O,X,O,X
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,X,X,X,O,X,X,X
SOLTIZJ,O,O,X,X,O,X,X,X
SOLTJIZ,O,X,X,X,X,X,X,X
SOLTJZI,O,X,X,X,X,X,X,X
SOLTZIJ,O,O,X,X,O,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X
SOLITJZ,O,X,X,X,O,X,O,X
SOLITZJ,O,O,X,X,O,X,O,X
SOLIJTZ,O,X,X,X,O,X,O,X
SOLIJZT,O,O,X,X,O,X,O,X
SOLIZTJ,O,O,X,X,O,X,O,X
SOLIZJT,O,O,X,X,O,X,O,X
SOLJTIZ,O,X,X,X,X,O,X,X
SOLJTZI,O,X,X,X,X,O,X,X
SOLJITZ,O,X,X,X,O,O,X,X
SOLJIZT,O,O,X,X,O,X,X,X
SOLJZTI,O,O,X,X,X,O,X,X
SOLJZIT,O,O,X,X,O,X,X,X
SOLZTIJ,O,O,X,X,O,X,X,X
SOLZTJI,O,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,O,X,X,X
SOLZIJT,O,O,X,X,O,X,X,X
SOLZJTI,O,O,X,X,X,X,X,X
SOLZJIT,O,O,X,X,O,X,X,X
SOJTILZ,O,X,X,X,X,O,X,X
SOJTIZL,O,X,O,X,X,X,X,X
SOJTLIZ,O,X,X,X,X,O,X,X
SOJTLZI,O,X,X,X,X,O,X,X
SOJTZIL,O,X,O,X,X,X,X,X
SOJTZLI,O,X,O,X,X,O,X,X
SOJITLZ,O,X,X,X,O,O,X,X
SOJITZL,O,X,O,X,O,X,X,X
SOJILTZ,O,X,X,X,O,O,X,X
SOJILZT,O,X,X,X,O,X,X,X
SOJIZTL,O,O,O,X,O,X,X,X
SOJIZLT,O,O,O,X,O,X,X,X
SOJLTIZ,O,X,X,X,X,O,X,X
SOJLTZI,O,X,X,X,X,O,X,X
SOJLITZ,O,X,X,X,O,O,X,X
SOJLIZT,O,O,X,X,O,X,X,X
SOJLZTI,O,O,X,X,X,O,X,X
SOJLZIT,O,O,X,X,O,X,X,X
SOJZTIL,O,O,O,X,X,X,X,X
SOJZTLI,O,O,O,X,X,O,X,X
SOJZITL,O,O,O,X,O,X,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,O,X,X,O,X,X
SOJZLIT,O,O,O,X,O,X,X,X
SOZTILJ,O,O,O,X,O,X,X,X
SOZTIJL,O,O,O,X,O,X,X,X
SOZTLIJ,O,O,O,X,O,X,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,O,X,X,X,X,X
SOZTJLI,O,O,O,X,X,X,X,X
SOZITLJ,O,O,O,X,O,X,X,X
SOZITJL,O,O,O,X,O,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,O,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X
SOZLITJ,O,O,O,X,O,X,X,X
SOZLIJT,O,O,O,X,O,X,X,X
SOZLJTI,O,O,O,X,X,X,X,X
SOZLJIT,O,O,O,X,O,X,X,X
SOZJTIL,O,O,O,X,X,X,X,X
SOZJTLI,O,O,O,X,X,X,X,X
SOZJITL,O,O,O,X,O,X,X,X
SOZJILT,O,O,O,X,O,X,X,X
SOZJLTI,O,O,O,X,X,X,X,X
SOZJLIT,O,O,O,X,O,X,X,X
ZTILJSO,O,O,X,O,X,X,X,X
ZTILJOS,X,O,X,O,X,X,X,O
ZTILSJO,O,X,O,O,X,X,X,X
ZTILSOJ,X,X,O,X,X,X,X,X
ZTILOJS,X,O,X,O,X,X,X,O
ZTILOSJ,X,X,X,X,X,X,X,O
ZTIJLSO,O,O,O,O,X,X,X,X
ZTIJLOS,X,O,X,O,X,X,X,O
ZTIJSLO,X,O,O,O,X,X,X,X
ZTIJSOL,X,O,O,O,X,X,X,X
ZTIJOLS,X,O,X,O,X,X,X,X
ZTIJOSL,X,O,O,O,X,X,X,X
ZTISLJO,O,O,O,O,X,X,X,X
ZTISLOJ,X,O,O,X,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X
ZTISJOL,X,O,O,O,X,X,X,X
ZTISOLJ,X,O,O,X,X,X,X,X
ZTISOJL,X,O,O,X,X,X,X,X
ZTIOLJS,X,O,X,O,X,X,X,X
ZTIOLSJ,X,X,O,X,X,X,X,X
ZTIOJLS,X,O,O,O,X,X,X,X
ZTIOJSL,X,O,O,O,X,X,X,X
ZTIOSLJ,X,O,O,X,X,X,X,X
ZTIOSJL,X,O,O,X,X,X,X,X
ZTLIJSO,O,O,X,O,X,O,X,X
ZTLIJOS,X,O,X,O,X,O,X,O
ZTLISJO,O,X,O,O,X,O,X,X
ZTLISOJ,X,X,O,X,X,X,X,X
ZTLIOJS,X,O,X,O,X,X,X,O
ZTLIOSJ,X,X,X,X,X,X,X,O
ZTLJISO,O,O,O,O,X,O,X,X
ZTLJIOS,X,O,X,O,X,O,X,O
ZTLJSIO,O,O,O,O,X,O,X,X
ZTLJSOI,O,O,O,O,X,O,X,O
ZTLJOIS,X,X,X,O,X,O,X,O
ZTLJOSI,X,X,X,O,X,O,X,O
ZTLSIJO,O,O,O,O,X,O,X,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,X,O,X,X
ZTLSJOI,O,O,O,O,X,O,X,O
ZTLSOIJ,O,O,O,X,X,X,X,O
ZTLSOJI,O,O,O,X,X,X,X,O
ZTLOIJS,X,O,X,O,X,X,X,O
ZTLOISJ,X,X,O,X,X,X,X,O
ZTLOJIS,X,O,O,O,X,X,X,O
ZTLOJSI,X,O,O,O,X,X,X,O
ZTLOSIJ,X,O,O,X,X,X,X,O
ZTLOSJI,X,O,O,X,X,X,X,O
ZTJILSO,O,O,O,O,X,X,X,X
ZTJILOS,X,O,X,O,X,X,X,O
ZTJISLO,X,O,O,O,X,X,X,X
ZTJISOL,X,O,O,O,X,X,X,X
ZTJIOLS,X,O,X,O,X,X,X,X
ZTJIOSL,X,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,X,O,X,X
ZTJLIOS,X,O,X,O,X,O,X,O
ZTJLSIO,O,O,O,O,X,O,X,X
ZTJLSOI,O,O,O,O,X,O,X,O
ZTJLOIS,X,X,X,O,X,O,X,O
ZTJLOSI,X,X,X,O,X,O,X,O
ZTJSILO,O,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,O,X,O,X,X
ZTJSLOI,O,O,O,O,X,O,X,O
ZTJSOIL,O,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,O,X,O,X,X
ZTJOILS,X,O,O,O,X,X,X,X
ZTJOISL,X,O,O,O,X,X,X,X
ZTJOLIS,X,O,O,O,X,O,X,O
ZTJOLSI,X,O,O,O,X,O,X,O
ZTJOSIL,X,O,O,O,X,X,X,X
ZTJOSLI,X,O,O,O,X,O,X,X
ZTSILJO,O,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,O,X,X,X,X
ZTSIOLJ,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,O,X,O,X,X
ZTSLIOJ,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,O,X,O,X,O
ZTSLOIJ,O,O,O,X,X,X,X,O
ZTSLOJI,O,O,O,X,X,X,X,O
ZTSJILO,O,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,O,X,X,X,X
ZTSJLIO,O,O,O,O,X,O,X,X
ZTSJLOI,O,O,O,O,X,O,X,O
ZTSJOIL,O,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,X,O,X,X
ZTSOILJ,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,X,O,X,O,X,X,X,X
ZTOILSJ,X,X,O,X,X,X,X,X
ZTOIJLS,X,O,O,O,X,X,X,X
ZTOIJSL,X,O,O,O,X,X,X,X
ZTOISLJ,X,O,O,X,X,X,X,X
ZTOISJL,X,O,O,X,X,X,X,X
ZTOLIJS,X,O,X,O,X,X,X,O
ZTOLISJ,X,X,O,X,X,X,X,O
ZTOLJIS,X,O,O,O,X,X,X,O
ZTOLJSI,X,O,O,O,X,X,X,O
ZTOLSIJ,X,O,O,X,X,X,X,O
ZTOLSJI,X,O,O,X,X,X,X,O
ZTOJILS,X,O,O,O,X,X,X,X
ZTOJISL,X,O,O,O,X,X,X,X
ZTOJLIS,X,O,O,O,X,X,X,O
ZTOJLSI,X,O,O,O,X,X,X,O
ZTOJSIL,X,O,O,O,X,X,X,X
ZTOJSLI,X,O,O,O,X,X,X,X
ZTOSILJ,X,O,O,X,X,X,X,X
ZTOSIJL,X,O,O,X,X,X,X,X
ZTOSLIJ,X,O,O,X,X,X,X,X
ZTOSLJI,X,O,O,X,X,X,X,X
ZTOSJIL,X,O,O,X,X,X,X,X
ZTOSJLI,X,O,O,X,X,X,X,X
ZITLJSO,O,O,X,O,X,X,X,X
ZITLJOS,X,O,X,O,X,X,X,O
ZITLSJO,O,X,O,O,X,X,X,X
ZITLSOJ,X,X,O,X,X,X,X,X
ZITLOJS,X,O,X,O,X,X,X,O
ZITLOSJ,X,X,X,X,X,X,X,O
ZITJLSO,O,O,O,O,X,X,X,X
ZITJLOS,X,O,X,O,X,X,X,O
ZITJSLO,X,O,O,O,X,X,X,X
ZITJSOL,X,O,O,O,X,X,X,X
ZITJOLS,X,O,X,O,X,X,X,X
ZITJOSL,X,O,O,O,X,X,X,X
ZITSLJO,O,O,O,O,X,X,X,X
ZITSLOJ,X,O,O,X,X,X,X,X
ZITSJLO,O,O,O,O,X,X,X,X
ZITSJOL,X,O,O,O,X,X,X,X
ZITSOLJ,X,O,O,X,X,X,X,X
ZITSOJL,X,O,O,X,X,X,X,X
ZITOLJS,X,O,X,O,X,X,X,X
ZITOLSJ,X,X,O,X,X,X,X,X
ZITOJLS,X,O,O,O,X,X,X,X
ZITOJSL,X,O,O,O,X,X,X,X
ZITOSLJ,X,O,O,X,X,X,X,X
ZITOSJL,X,O,O,X,X,X,X,X
ZILTJSO,O,O,X,O,X,X,O,X
ZILTJOS,X,O,X,O,X,X,O,O
ZILTSJO,O,X,O,O,X,X,O,X
ZILTSOJ,X,X,O,X,X,X,O,X
ZILTOJS,X,O,X,O,X,X,O,O
ZILTOSJ,X,X,X,X,X,X,O,O
ZILJTSO,O,O,X,O,X,X,O,X
ZILJTOS,X,O,X,O,X,X,O,O
ZILJSTO,O,X,X,X,X,X,O,X
ZILJSOT,O,X,X,X,X,X,O,X
ZILJOTS,X,X,X,O,X,X,O,O
ZILJOST,O,X,X,X,X,X,O,O
ZILSTJO,O,X,O,O,X,X,O,X
ZILSTOJ,O,X,O,X,X,X,O,X
ZILSJTO,O,X,O,X,X,X,O,X
ZILSJOT,O,X,X,X,X,X,O,X
ZILSOTJ,X,X,O,X,X,X,O,X
ZILSOJT,O,X,X,X,X,X,O,X
ZILOTJS,X,O,X,O,X,X,O,O
ZILOTSJ,X,X,X,X,X,X,O,O
ZILOJTS,X,O,X,X,X,X,O,O
ZILOJST,O,X,X,X,X,X,O,O
ZILOSTJ,X,X,X,X,X,X,O,O
ZILOSJT,O,X,X,X,X,X,O,O
ZIJTLSO,O,O,O,O,X,X,X,X
ZIJTLOS,X,O,X,O,X,X,X,O
ZIJTSLO,X,O,O,O,X,X,X,X
ZIJTSOL,X,O,O,O,X,X,X,X
ZIJTOLS,X,O,X,O,X,X,X,X
ZIJTOSL,X,O,O,O,X,X,X,X
ZIJLTSO,O,O,O,O,X,X,X,X
ZIJLTOS,X,O,X,O,X,X,X,O
ZIJLSTO,O,X,O,X,X,X,X,X
ZIJLSOT,O,X,O,X,X,X,X,X
ZIJLOTS,X,X,X,O,X,X,X,O
ZIJLOST,O,X,X,X,X,X,X,O
ZIJSTLO,O,O,O,X,X,X,X,X
ZIJSTOL,O,O,O,X,X,X,X,X
ZIJSLTO,O,O,O,X,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X,X
ZIJSOTL,X,O,O,X,O,X,X,X
ZIJSOLT,O,X,O,X,O,X,X,X
ZIJOTLS,O,O,X,O,O,X,X,X
ZIJOTSL,X,O,O,O,O,X,X,X
ZIJOLTS,O,O,X,O,O,X,X,X
ZIJOLST,O,X,X,X,O,X,X,X
ZIJOSTL,X,O,O,X,O,X,X,X
ZIJOSLT,O,X,O,X,O,X,X,X
ZISTLJO,O,O,O,O,X,X,X,X
ZISTLOJ,O,O,O,X,X,X,X,X
ZISTJLO,O,O,O,O,X,X,X,X
ZISTJOL,O,O,O,O,X,X,X,X
ZISTOLJ,O,O,O,X,X,X,X,X
ZISTOJL,O,O,O,X,X,X,X,X
ZISLTJO,O,O,O,O,X,X,O,X
ZISLTOJ,O,O,O,X,X,X,O,X
ZISLJTO,O,O,O,X,X,X,O,X
ZISLJOT,O,O,O,X,X,X,O,X
ZISLOTJ,X,O,O,X,X,X,O,X
ZISLOJT,O,O,O,X,X,X,O,X
ZISJTLO,O,O,O,X,X,X,X,X
ZISJTOL,O,O,O,X,X,X,X,X
ZISJLTO,O,O,O,X,X,X,X,X
ZISJLOT,O,O,O,X,X,X,X,X
ZISJOTL,O,O,O,X,O,X,X,X
ZISJOLT,O,O,O,X,O,X,X,X
ZISOTLJ,O,O,O,X,O,X,X,X
ZISOTJL,O,O,O,X,O,X,X,X
ZISOLTJ,O,O,O,X,O,X,O,X
ZISOLJT,O,O,O,X,O,X,O,X
ZISOJTL,O,O,O,X,O,X,X,X
ZISOJLT,O,O,O,X,O,X,X,X
ZIOTLJS,O,O,X,O,O,X,X,X
ZIOTLSJ,O,X,O,X,O,X,X,X
ZIOTJLS,O,O,O,O,O,X,X,X
ZIOTJSL,X,O,O,O,O,X,X,X
ZIOTSLJ,O,O,O,X,O,X,X,X
ZIOTSJL,O,O,O,X,O,X,X,X
ZIOLTJS,O,O,X,O,O,X,O,X
ZIOLTSJ,O,X,O,X,O,X,O,X
ZIOLJTS,O,O,X,X,O,X,O,X
ZIOLJST,O,X,X,X,O,X,O,X
ZIOLSTJ,O,X,O,X,O,X,O,X
ZIOLSJT,O,X,O,X,O,X,O,X
ZIOJTLS,O,O,O,X,O,X,X,X
ZIOJTSL,X,O,O,X,O,X,X,X
ZIOJLTS,O,O,O,X,O,X,X,X
ZIOJLST,O,X,O,X,O,X,X,X
ZIOJSTL,O,O,O,X,O,X,X,X
ZIOJSLT,O,O,O,X,O,X,X,X
ZIOSTLJ,O,O,O,X,O,X,X,X
ZIOSTJL,O,O,O,X,O,X,X,X
ZIOSLTJ,O,O,O,X,O,X,O,X
ZIOSLJT,O,O,O,X,O,X,O,X
ZIOSJTL,O,O,O,X,O,X,X,X
ZIOSJLT,O,O,O,X,O,X,X,X
ZLTIJSO,O,O,X,O,X,X,X,X
ZLTIJOS,X,O,X,O,X,X,X,O
ZLTISJO,O,X,O,O,X,X,X,X
ZLTISOJ,X,X,O,X,X,X,X,X
ZLTIOJS,X,O,X,O,X,X,X,O
ZLTIOSJ,X,X,X,X,X,X,X,O
ZLTJISO,O,O,O,O,X,X,X,X
ZLTJIOS,X,O,X,O,X,X,X,O
ZLTJSIO,O,O,O,O,X,X,X,X
ZLTJSOI,O,O,O,O,X,X,X,O
ZLTJOIS,X,X,X,O,X,X,X,O
ZLTJOSI,X,X,X,O,X,X,X,O
ZLTSIJO,O,O,O,O,X,X,X,X
ZLTSIOJ,O,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,O,X,X,X,X
ZLTSJOI,O,O,O,O,X,X,X,O
ZLTSOIJ,O,O,O,X,X,X,X,O
ZLTSOJI,O,O,O,X,X,X,X,O
ZLTOIJS,X,O,X,O,X,X,X,O
ZLTOISJ,X,X,O,X,X,X,X,O
ZLTOJIS,X,O,O,O,X,X,X,O
ZLTOJSI,X,O,O,O,X,X,X,O
ZLTOSIJ,X,O,O,X,X,X,X,O
ZLTOSJI,X,O,O,X,X,X,X,O
ZLITJSO,O,O,X,O,X,X,O,X
ZLITJOS,X,O,X,O,X,X,O,O
ZLITSJO,O,X,O,O,X,X,O,X
ZLITSOJ,X,X,O,X,X,X,O,X
ZLITOJS,X,O,X,O,X,X,O,O
ZLITOSJ,X,X,X,X,X,X,O,O
ZLIJTSO,O,O,X,O,X,X,O,X
ZLIJTOS,X,O,X,O,X,X,O,O
ZLIJSTO,O,X,X,X,X,X,O,X
ZLIJSOT,O,X,X,X,X,X,O,X
ZLIJOTS,X,X,X,O,X,X,O,O
ZLIJOST,O,X,X,X,X,X,O,O
ZLISTJO,O,X,O,O,X,X,O,X
ZLISTOJ,O,X,O,X,X,X,O,X
ZLISJTO,O,X,O,X,X,X,O,X
ZLISJOT,O,X,X,X,X,X,O,X
ZLISOTJ,X,X,O,X,X,X,O,X
ZLISOJT,O,X,X,X,X,X,O,X
ZLIOTJS,X,O,X,O,X,X,O,O
ZLIOTSJ,X,X,X,X,X,X,O,O
ZLIOJTS,X,O,X,X,X,X,O,O
ZLIOJST,O,X,X,X,X,X,O,O
ZLIOSTJ,X,X,X,X,X,X,O,O
ZLIOSJT,O,X,X,X,X,X,O,O
ZLJTISO,O,O,O,O,X,X,X,X
ZLJTIOS,X,O,X,O,X,X,X,O
ZLJTSIO,O,O,O,O,X,X,X,X
ZLJTSOI,O,O,O,O,X,X,X,O
ZLJTOIS,X,X,X,O,X,X,X,O
ZLJTOSI,X,X,X,O,X,X,X,O
ZLJITSO,O,O,O,O,X,X,X,X
ZLJITOS,X,O,X,O,X,X,X,O
ZLJISTO,O,X,O,X,X,X,X,X
ZLJISOT,O,X,O,X,X,X,X,X
ZLJIOTS,X,X,X,O,X,X,X,O
ZLJIOST,O,X,X,X,X,X,X,O
ZLJSTIO,O,O,O,O,X,X,X,X
ZLJSTOI,O,O,O,O,X,X,X,O
ZLJSITO,O,O,O,X,X,X,X,X
ZLJSIOT,O,O,O,X,X,X,X,X
ZLJSOTI,O,O,O,O,X,O,X,O
ZLJSOIT,O,O,O,X,X,X,X,O
ZLJOTIS,X,X,X,O,X,X,X,O
ZLJOTSI,X,X,X,O,X,X,X,O
ZLJOITS,X,X,X,O,X,X,X,O
ZLJOIST,O,X,X,X,X,X,X,O
ZLJOSTI,O,X,X,O,X,O,X,O
ZLJOSIT,O,X,X,X,X,X,X,O
ZLSTIJO,O,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,X,X,X
ZLSTJIO,O,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,O,X,X,X,O
ZLSTOIJ,O,O,O,X,X,X,X,O
ZLSTOJI,O,O,O,X,X,X,X,O
ZLSITJO,O,O,O,O,X,X,O,X
ZLSITOJ,O,O,O,X,X,X,O,X
ZLSIJTO,O,O,O,X,X,X,O,X
ZLSIJOT,O,O,O,X,X,X,O,X
ZLSIOTJ,X,O,O,X,X,X,O,X
ZLSIOJT,O,O,O,X,X,X,O,X
ZLSJTIO,O,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,O,X,X,X,O
ZLSJITO,O,O,O,X,X,X,X,X
ZLSJIOT,O,O,O,X,X,X,X,X
ZLSJOTI,O,O,O,O,X,O,X,O
ZLSJOIT,O,O,O,X,X,X,X,O
ZLSOTIJ,O,O,O,X,X,X,X,O
ZLSOTJI,O,O,O,X,X,X,X,O
ZLSOITJ,X,O,O,X,X,X,X,O
