sequence,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFTgBemBUnBF?oBCnBXtB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFTgBSoBlmBX?mBmnB0sB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFigBumB3iBz?lBlsBctB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhF/lBTjBimB1?sBGmB0sB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhF2lB/nBcoB1?rBCmBzsB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFqmB/nBcoBm?lBllBzsB,v115@+gA8IeA8IeB8FeA8AeF8BeA8JeZEJvhFqmB/nBcoBl?lBmlBzsB
ZTSJOIL,O,X,X,X,O,X,X
ZTSJOLI,X,X,X,X,X,X,X
ZTSOILJ,X,O,X,O,X,X,X
ZTSOIJL,O,X,X,X,O,X,X
ZTSOLIJ,X,O,X,O,X,X,X
ZTSOLJI,X,X,X,X,X,X,X
ZTSOJIL,O,X,X,X,O,X,X
ZTSOJLI,X,X,X,X,X,X,X
ZTOILJS,O,O,O,X,X,X,X
ZTOILSJ,X,O,X,O,X,X,O
ZTOIJLS,O,O,O,X,X,X,X
ZTOIJSL,O,X,O,X,O,X,X
ZTOISLJ,X,O,X,O,X,X,X
ZTOISJL,O,X,X,X,O,X,X
ZTOLIJS,O,O,O,X,X,X,X
ZTOLISJ,X,O,X,O,X,X,O
ZTOLJIS,O,O,O,X,X,X,X
ZTOLJSI,X,X,X,X,X,X,X
ZTOLSIJ,X,O,X,O,X,X,O
ZTOLSJI,X,X,X,X,X,X,X
ZTOJILS,O,O,O,X,X,X,X
ZTOJISL,O,X,O,X,O,X,X
ZTOJLIS,O,O,O,X,X,X,X
ZTOJLSI,X,X,X,X,X,X,X
ZTOJSIL,O,X,X,X,O,X,X
ZTOJSLI,X,X,X,X,X,X,X
ZTOSILJ,X,O,X,O,X,X,X
ZTOSIJL,O,X,X,X,O,X,X
ZTOSLIJ,X,O,X,O,X,X,X
ZTOSLJI,X,X,X,X,X,X,X
ZTOSJIL,O,X,X,X,O,X,X
ZTOSJLI,X,X,X,X,X,X,X
ZITLJSO,X,X,X,X,O,O,O
ZITLJOS,O,O,X,X,X,X,X
ZITLSJO,X,X,X,X,O,O,O
ZITLSOJ,X,O,X,O,X,X,O
ZITLOJS,O,O,X,X,X,X,X
ZITLOSJ,X,O,X,O,X,X,O
ZITJLSO,X,X,X,X,O,O,O
ZITJLOS,O,O,X,X,X,X,X
ZITJSLO,X,X,X,X,O,X,X
ZITJSOL,O,X,X,X,O,X,X
ZITJOLS,O,O,O,X,X,X,X
ZITJOSL,O,X,O,X,O,X,X
ZITSLJO,X,X,X,X,O,X,O
ZITSLOJ,X,O,X,O,X,X,O
ZITSJLO,X,X,X,X,O,X,X
ZITSJOL,O,X,X,X,O,X,X
ZITSOLJ,X,O,X,O,X,X,X
ZITSOJL,O,X,X,X,O,X,X
ZITOLJS,O,O,O,X,X,X,X
ZITOLSJ,X,O,X,O,X,X,O
ZITOJLS,O,O,O,X,X,X,X
ZITOJSL,O,X,O,X,O,X,X
ZITOSLJ,X,O,X,O,X,X,X
ZITOSJL,O,X,X,X,O,X,X
ZILTJSO,X,X,X,X,O,O,O
ZILTJOS,O,O,X,X,X,X,X
ZILTSJO,X,X,X,X,O,O,O
ZILTSOJ,X,O,X,O,X,X,O
ZILTOJS,O,O,X,X,X,X,X
ZILTOSJ,X,O,X,O,X,X,O
ZILJTSO,X,X,X,X,O,O,O
ZILJTOS,O,O,X,X,X,X,X
ZILJSTO,X,X,X,X,X,O,O
ZILJSOT,X,X,X,X,X,O,X
ZILJOTS,O,O,X,X,X,X,X
ZILJOST,X,X,X,X,X,O,X
ZILSTJO,X,X,X,X,X,O,O
ZILSTOJ,X,O,X,O,X,X,O
ZILSJTO,X,X,X,X,X,O,O
ZILSJOT,X,X,X,X,X,O,X
ZILSOTJ,X,O,X,X,X,X,O
ZILSOJT,X,X,X,X,X,O,X
ZILOTJS,O,O,O,X,X,X,X
ZILOTSJ,X,O,X,X,X,X,O
ZILOJTS,O,O,O,X,X,X,X
ZILOJST,X,X,X,X,X,O,X
ZILOSTJ,X,O,X,X,X,X,O
ZILOSJT,X,X,X,X,X,O,X
ZIJTLSO,X,X,X,X,O,O,O
ZIJTLOS,O,O,X,X,X,X,X
ZIJTSLO,X,X,X,X,O,X,X
ZIJTSOL,O,X,X,X,O,X,X
ZIJTOLS,O,O,O,X,X,X,X
ZIJTOSL,O,X,O,X,O,X,X
ZIJLTSO,X,X,X,X,O,O,O
ZIJLTOS,O,O,X,X,X,X,X
ZIJLSTO,X,X,X,X,X,O,O
ZIJLSOT,X,X,X,X,X,O,X
ZIJLOTS,O,O,X,X,X,X,X
ZIJLOST,X,X,X,X,X,O,X
ZIJSTLO,X,X,X,X,O,X,X
ZIJSTOL,O,X,X,X,O,X,X
ZIJSLTO,X,X,X,X,X,O,X
ZIJSLOT,X,X,X,X,X,O,X
ZIJSOTL,O,X,X,X,X,X,X
ZIJSOLT,X,X,X,X,X,X,X
ZIJOTLS,O,O,O,X,X,X,X
ZIJOTSL,O,X,O,X,O,X,X
ZIJOLTS,O,O,O,X,X,X,X
ZIJOLST,X,X,X,X,X,O,X
ZIJOSTL,O,X,X,X,X,X,X
ZIJOSLT,X,X,X,X,X,X,X
ZISTLJO,X,X,X,X,O,X,O
ZISTLOJ,X,O,X,O,X,X,O
ZISTJLO,X,X,X,X,O,X,X
ZISTJOL,O,X,X,X,O,X,X
ZISTOLJ,X,O,X,O,X,X,X
ZISTOJL,O,X,X,X,O,X,X
ZISLTJO,X,X,X,X,X,O,O
ZISLTOJ,X,O,X,O,X,X,O
ZISLJTO,X,X,X,X,X,O,O
ZISLJOT,X,X,X,X,X,O,X
ZISLOTJ,X,O,X,X,X,X,O
ZISLOJT,X,X,X,X,X,O,X
ZISJTLO,X,X,X,X,O,X,X
ZISJTOL,O,X,X,X,O,X,X
ZISJLTO,X,X,X,X,X,O,X
ZISJLOT,X,X,X,X,X,O,X
ZISJOTL,O,X,X,X,X,X,X
ZISJOLT,X,X,X,X,X,X,X
ZISOTLJ,X,O,X,O,X,X,X
ZISOTJL,O,X,X,X,X,X,X
ZISOLTJ,X,O,X,X,X,X,X
ZISOLJT,X,X,X,X,X,X,X
ZISOJTL,O,X,X,X,X,X,X
ZISOJLT,X,X,X,X,X,X,X
ZIOTLJS,O,O,O,X,X,X,X
ZIOTLSJ,X,O,X,O,X,X,O
ZIOTJLS,O,O,O,X,X,X,X
ZIOTJSL,O,X,O,X,O,X,X
ZIOTSLJ,X,O,X,O,X,X,X
ZIOTSJL,O,X,X,X,O,X,X
ZIOLTJS,O,O,O,X,X,X,X
ZIOLTSJ,X,O,X,X,X,X,O
ZIOLJTS,O,O,O,X,X,X,X
ZIOLJST,X,X,X,X,X,O,X
ZIOLSTJ,X,O,X,X,X,X,O
ZIOLSJT,X,X,X,X,X,O,X
ZIOJTLS,O,O,O,X,X,X,X
ZIOJTSL,O,X,O,X,O,X,X
ZIOJLTS,O,O,O,X,X,X,X
ZIOJLST,X,X,X,X,X,O,X
ZIOJSTL,O,X,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,X,X
ZIOSTJL,O,X,X,X,X,X,X
ZIOSLTJ,X,O,X,X,X,X,X
ZIOSLJT,X,X,X,X,X,X,X
ZIOSJTL,O,X,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,X,X
ZLTIJSO,X,X,X,X,O,O,O
ZLTIJOS,O,O,X,X,X,X,X
ZLTISJO,X,X,X,X,O,O,O
ZLTISOJ,X,O,X,O,X,X,O
ZLTIOJS,O,O,X,X,X,X,X
ZLTIOSJ,X,O,X,O,X,X,O
ZLTJISO,X,X,X,X,O,O,O
ZLTJIOS,O,O,X,X,X,X,X
ZLTJSIO,X,X,X,X,O,O,O
ZLTJSOI,X,X,X,X,X,X,X
ZLTJOIS,O,O,X,X,X,X,X
ZLTJOSI,X,X,X,X,X,X,X
ZLTSIJO,X,X,X,X,O,O,O
ZLTSIOJ,X,O,X,O,X,X,O
ZLTSJIO,X,X,X,X,O,O,O
ZLTSJOI,X,X,X,X,X,X,X
ZLTSOIJ,X,O,X,O,X,X,O
ZLTSOJI,X,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,X,X,X
ZLTOISJ,X,O,X,O,X,X,O
ZLTOJIS,O,O,X,X,X,X,X
ZLTOJSI,X,X,X,X,X,X,X
ZLTOSIJ,X,O,X,O,X,X,O
ZLTOSJI,X,X,X,X,X,X,X
ZLITJSO,X,X,X,X,O,O,O
ZLITJOS,O,O,X,X,X,X,X
ZLITSJO,X,X,X,X,O,O,O
ZLITSOJ,X,O,X,O,X,X,O
ZLITOJS,O,O,X,X,X,X,X
ZLITOSJ,X,O,X,O,X,X,O
ZLIJTSO,X,X,X,X,O,O,O
ZLIJTOS,O,O,X,X,X,X,X
ZLIJSTO,X,X,X,X,X,O,O
ZLIJSOT,X,X,X,X,X,O,X
ZLIJOTS,O,O,X,X,X,X,X
ZLIJOST,X,X,X,X,X,O,X
ZLISTJO,X,X,X,X,X,O,O
ZLISTOJ,X,O,X,O,X,X,O
ZLISJTO,X,X,X,X,X,O,O
ZLISJOT,X,X,X,X,X,O,X
ZLISOTJ,X,O,X,X,X,X,O
ZLISOJT,X,X,X,X,X,O,X
ZLIOTJS,O,O,O,X,X,X,X
ZLIOTSJ,X,O,X,X,X,X,O
ZLIOJTS,O,O,O,X,X,X,X
ZLIOJST,X,X,X,X,X,O,X
ZLIOSTJ,X,O,X,X,X,X,O
ZLIOSJT,X,X,X,X,X,O,X
ZLJTISO,X,X,X,X,O,O,O
ZLJTIOS,O,O,X,X,X,X,X
ZLJTSIO,X,X,X,X,O,O,O
ZLJTSOI,X,X,X,X,X,X,X
ZLJTOIS,O,O,X,X,X,X,X
ZLJTOSI,X,X,X,X,X,X,X
ZLJITSO,X,X,X,X,O,O,O
ZLJITOS,O,O,X,X,X,X,X
ZLJISTO,X,X,X,X,X,O,O
ZLJISOT,X,X,X,X,X,O,X
ZLJIOTS,O,O,X,X,X,X,X
ZLJIOST,X,X,X,X,X,O,X
ZLJSTIO,X,X,X,X,X,O,O
ZLJSTOI,X,X,X,X,X,X,X
ZLJSITO,X,X,X,X,X,O,O
ZLJSIOT,X,X,X,X,X,O,X
ZLJSOTI,X,X,X,X,X,X,X
ZLJSOIT,X,X,X,X,X,O,X
ZLJOTIS,O,O,X,X,X,X,X
ZLJOTSI,X,X,X,X,X,X,X
ZLJOITS,O,O,X,X,X,X,X
ZLJOIST,X,X,X,X,X,O,X
ZLJOSTI,X,X,X,X,X,X,X
ZLJOSIT,X,X,X,X,X,O,X
ZLSTIJO,X,X,X,X,X,O,O
ZLSTIOJ,X,O,X,O,X,X,O
ZLSTJIO,X,X,X,X,X,O,O
ZLSTJOI,X,X,X,X,X,X,X
ZLSTOIJ,X,O,X,O,X,X,O
ZLSTOJI,X,X,X,X,X,X,X
ZLSITJO,X,X,X,X,X,O,O
ZLSITOJ,X,O,X,O,X,X,O
ZLSIJTO,X,X,X,X,X,O,O
ZLSIJOT,X,X,X,X,X,O,X
ZLSIOTJ,X,O,X,X,X,X,O
ZLSIOJT,X,X,X,X,X,O,X
ZLSJTIO,X,X,X,X,X,O,O
ZLSJTOI,X,X,X,X,X,X,X
ZLSJITO,X,X,X,X,X,O,O
ZLSJIOT,X,X,X,X,X,O,X
ZLSJOTI,X,X,X,X,X,X,X
ZLSJOIT,X,X,X,X,X,O,X
ZLSOTIJ,X,O,X,X,X,X,O
ZLSOTJI,X,X,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X,O
ZLSOIJT,X,X,X,X,X,O,X
ZLSOJTI,X,X,X,X,X,X,X
ZLSOJIT,X,X,X,X,X,O,X
ZLOTIJS,O,O,O,X,X,X,X
ZLOTISJ,X,O,X,X,X,X,O
ZLOTJIS,O,O,O,X,X,X,X
ZLOTJSI,X,X,X,X,X,X,X
ZLOTSIJ,X,O,X,X,X,X,O
ZLOTSJI,X,X,X,X,X,X,X
ZLOITJS,O,O,O,X,X,X,X
ZLOITSJ,X,O,X,X,X,X,O
ZLOIJTS,O,O,O,X,X,X,X
ZLOIJST,X,X,X,X,X,O,X
ZLOISTJ,X,O,X,X,X,X,O
ZLOISJT,X,X,X,X,X,O,X
ZLOJTIS,O,O,O,X,X,X,X
ZLOJTSI,X,X,X,X,X,X,X
ZLOJITS,O,O,O,X,X,X,X
ZLOJIST,X,X,X,X,X,O,X
ZLOJSTI,X,X,X,X,X,X,X
ZLOJSIT,X,X,X,X,X,O,X
ZLOSTIJ,X,O,X,X,X,X,O
ZLOSTJI,X,X,X,X,X,X,X
ZLOSITJ,X,O,X,X,X,X,O
ZLOSIJT,X,X,X,X,X,O,X
ZLOSJTI,X,X,X,X,X,X,X
ZLOSJIT,X,X,X,X,X,O,X
ZJTILSO,X,X,X,X,O,O,O
ZJTILOS,O,O,X,X,X,X,X
ZJTISLO,X,X,X,X,O,X,X
ZJTISOL,O,X,X,X,O,X,X
ZJTIOLS,O,O,O,X,X,X,X
ZJTIOSL,O,X,O,X,O,X,X
ZJTLISO,X,X,X,X,O,O,O
ZJTLIOS,O,O,X,X,X,X,X
ZJTLSIO,X,X,X,X,O,O,O
ZJTLSOI,X,X,X,X,X,X,X
ZJTLOIS,O,O,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X,X
ZJTSILO,X,X,X,X,O,X,X
ZJTSIOL,O,X,X,X,O,X,X
ZJTSLIO,X,X,X,X,O,X,X
ZJTSLOI,X,X,X,X,X,X,X
ZJTSOIL,O,X,X,X,O,X,X
ZJTSOLI,X,X,X,X,X,X,X
ZJTOILS,O,O,O,X,X,X,X
ZJTOISL,O,X,O,X,O,X,X
ZJTOLIS,O,O,O,X,X,X,X
ZJTOLSI,X,X,X,X,X,X,X
ZJTOSIL,O,X,X,X,O,X,X
ZJTOSLI,X,X,X,X,X,X,X
ZJITLSO,X,X,X,X,O,O,O
ZJITLOS,O,O,X,X,X,X,X
ZJITSLO,X,X,X,X,O,X,X
ZJITSOL,O,X,X,X,O,X,X
ZJITOLS,O,O,O,X,X,X,X
ZJITOSL,O,X,O,X,O,X,X
ZJILTSO,X,X,X,X,O,O,O
ZJILTOS,O,O,X,X,X,X,X
ZJILSTO,X,X,X,X,X,O,O
ZJILSOT,X,X,X,X,X,O,X
ZJILOTS,O,O,X,X,X,X,X
ZJILOST,X,X,X,X,X,O,X
ZJISTLO,X,X,X,X,O,X,X
ZJISTOL,O,X,X,X,O,X,X
ZJISLTO,X,X,X,X,X,O,X
ZJISLOT,X,X,X,X,X,O,X
ZJISOTL,O,X,X,X,X,X,X
ZJISOLT,X,X,X,X,X,X,X
ZJIOTLS,O,O,O,X,X,X,X
ZJIOTSL,O,X,O,X,O,X,X
ZJIOLTS,O,O,O,X,X,X,X
ZJIOLST,X,X,X,X,X,O,X
ZJIOSTL,O,X,X,X,X,X,X
ZJIOSLT,X,X,X,X,X,X,X
ZJLTISO,X,X,X,X,O,O,O
ZJLTIOS,O,O,X,X,X,X,X
ZJLTSIO,X,X,X,X,O,O,O
ZJLTSOI,X,X,X,X,X,X,X
ZJLTOIS,O,O,X,X,X,X,X
ZJLTOSI,X,X,X,X,X,X,X
ZJLITSO,X,X,X,X,O,O,O
ZJLITOS,O,O,X,X,X,X,X
ZJLISTO,X,X,X,X,X,O,O
ZJLISOT,X,X,X,X,X,O,X
ZJLIOTS,O,O,X,X,X,X,X
ZJLIOST,X,X,X,X,X,O,X
ZJLSTIO,X,X,X,X,X,O,O
ZJLSTOI,X,X,X,X,X,X,X
ZJLSITO,X,X,X,X,X,O,O
ZJLSIOT,X,X,X,X,X,O,X
ZJLSOTI,X,X,X,X,X,X,X
ZJLSOIT,X,X,X,X,X,O,X
ZJLOTIS,O,O,X,X,X,X,X
ZJLOTSI,X,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X,X
ZJLOIST,X,X,X,X,X,O,X
ZJLOSTI,X,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,X,O,X
ZJSTILO,X,X,X,X,O,X,X
ZJSTIOL,O,X,X,X,O,X,X
ZJSTLIO,X,X,X,X,O,X,X
ZJSTLOI,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,X,O,X,X
ZJSTOLI,X,X,X,X,X,X,X
ZJSITLO,X,X,X,X,O,X,X
ZJSITOL,O,X,X,X,O,X,X
ZJSILTO,X,X,X,X,X,O,X
ZJSILOT,X,X,X,X,X,O,X
ZJSIOTL,O,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,X,X
ZJSLTIO,X,X,X,X,X,O,X
ZJSLTOI,X,X,X,X,X,X,X
ZJSLITO,X,X,X,X,X,O,X
ZJSLIOT,X,X,X,X,X,O,X
ZJSLOTI,X,X,X,X,X,X,X
ZJSLOIT,X,X,X,X,X,O,X
ZJSOTIL,O,X,X,X,X,X,X
ZJSOTLI,X,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X
ZJSOILT,X,X,X,X,X,X,X
ZJSOLTI,X,X,X,X,X,X,X
ZJSOLIT,X,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,X,X
ZJOTISL,O,X,O,X,O,X,X
ZJOTLIS,O,O,O,X,X,X,X
ZJOTLSI,X,X,X,X,X,X,X
ZJOTSIL,O,X,X,X,O,X,X
ZJOTSLI,X,X,X,X,X,X,X
ZJOITLS,O,O,O,X,X,X,X
ZJOITSL,O,X,O,X,O,X,X
ZJOILTS,O,O,O,X,X,X,X
ZJOILST,X,X,X,X,X,O,X
ZJOISTL,O,X,X,X,X,X,X
ZJOISLT,X,X,X,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,X
ZJOLTSI,X,X,X,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X
ZJOLIST,X,X,X,X,X,O,X
ZJOLSTI,X,X,X,X,X,X,X
ZJOLSIT,X,X,X,X,X,O,X
ZJOSTIL,O,X,X,X,X,X,X
ZJOSTLI,X,X,X,X,X,X,X
ZJOSITL,O,X,X,X,X,X,X
ZJOSILT,X,X,X,X,X,X,X
ZJOSLTI,X,X,X,X,X,X,X
ZJOSLIT,X,X,X,X,X,X,X
ZSTILJO,X,X,X,X,O,X,O
ZSTILOJ,X,O,X,O,X,X,O
ZSTIJLO,X,X,X,X,O,X,X
ZSTIJOL,O,X,X,X,O,X,X
ZSTIOLJ,X,O,X,O,X,X,X
ZSTIOJL,O,X,X,X,O,X,X
ZSTLIJO,X,X,X,X,O,X,O
ZSTLIOJ,X,O,X,O,X,X,O
ZSTLJIO,X,X,X,X,O,X,O
ZSTLJOI,X,X,X,X,X,X,X
ZSTLOIJ,X,O,X,O,X,X,O
ZSTLOJI,X,X,X,X,X,X,X
ZSTJILO,X,X,X,X,O,X,X
ZSTJIOL,O,X,X,X,O,X,X
ZSTJLIO,X,X,X,X,O,X,X
ZSTJLOI,X,X,X,X,X,X,X
ZSTJOIL,O,X,X,X,O,X,X
ZSTJOLI,X,X,X,X,X,X,X
ZSTOILJ,X,O,X,O,X,X,X
ZSTOIJL,O,X,X,X,O,X,X
ZSTOLIJ,X,O,X,O,X,X,X
ZSTOLJI,X,X,X,X,X,X,X
ZSTOJIL,O,X,X,X,O,X,X
ZSTOJLI,X,X,X,X,X,X,X
ZSITLJO,X,X,X,X,O,X,O
ZSITLOJ,X,O,X,O,X,X,O
ZSITJLO,X,X,X,X,O,X,X
ZSITJOL,O,X,X,X,O,X,X
ZSITOLJ,X,O,X,O,X,X,X
ZSITOJL,O,X,X,X,O,X,X
ZSILTJO,X,X,X,X,X,O,O
ZSILTOJ,X,O,X,O,X,X,O
ZSILJTO,X,X,X,X,X,O,O
ZSILJOT,X,X,X,X,X,O,X
ZSILOTJ,X,O,X,X,X,X,O
ZSILOJT,X,X,X,X,X,O,X
ZSIJTLO,X,X,X,X,O,X,X
ZSIJTOL,O,X,X,X,O,X,X
ZSIJLTO,X,X,X,X,X,O,X
ZSIJLOT,X,X,X,X,X,O,X
ZSIJOTL,O,X,X,X,X,X,X
ZSIJOLT,X,X,X,X,X,X,X
ZSIOTLJ,X,O,X,O,X,X,X
ZSIOTJL,O,X,X,X,X,X,X
ZSIOLTJ,X,O,X,X,X,X,X
ZSIOLJT,X,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,X,X,X
ZSIOJLT,X,X,X,X,X,X,X
ZSLTIJO,X,X,X,X,X,O,O
ZSLTIOJ,X,O,X,O,X,X,O
ZSLTJIO,X,X,X,X,X,O,O
ZSLTJOI,X,X,X,X,X,X,X
ZSLTOIJ,X,O,X,O,X,X,O
ZSLTOJI,X,X,X,X,X,X,X
ZSLITJO,X,X,X,X,X,O,O
ZSLITOJ,X,O,X,O,X,X,O
ZSLIJTO,X,X,X,X,X,O,O
ZSLIJOT,X,X,X,X,X,O,X
ZSLIOTJ,X,O,X,X,X,X,O
ZSLIOJT,X,X,X,X,X,O,X
ZSLJTIO,X,X,X,X,X,O,O
ZSLJTOI,X,X,X,X,X,X,X
ZSLJITO,X,X,X,X,X,O,O
ZSLJIOT,X,X,X,X,X,O,X
ZSLJOTI,X,X,X,X,X,X,X
ZSLJOIT,X,X,X,X,X,O,X
ZSLOTIJ,X,O,X,X,X,X,O
ZSLOTJI,X,X,X,X,X,X,X
ZSLOITJ,X,O,X,X,X,X,O
ZSLOIJT,X,X,X,X,X,O,X
ZSLOJTI,X,X,X,X,X,X,X
ZSLOJIT,X,X,X,X,X,O,X
ZSJTILO,X,X,X,X,O,X,X
ZSJTIOL,O,X,X,X,O,X,X
ZSJTLIO,X,X,X,X,O,X,X
ZSJTLOI,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,X,O,X,X
ZSJTOLI,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,X,X
ZSJITOL,O,X,X,X,O,X,X
ZSJILTO,X,X,X,X,X,O,X
ZSJILOT,X,X,X,X,X,O,X
ZSJIOTL,O,X,X,X,X,X,X
ZSJIOLT,X,X,X,X,X,X,X
ZSJLTIO,X,X,X,X,X,O,X
ZSJLTOI,X,X,X,X,X,X,X
ZSJLITO,X,X,X,X,X,O,X
ZSJLIOT,X,X,X,X,X,O,X
ZSJLOTI,X,X,X,X,X,X,X
ZSJLOIT,X,X,X,X,X,O,X
ZSJOTIL,O,X,X,X,X,X,X
ZSJOTLI,X,X,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X,X
ZSJOILT,X,X,X,X,X,X,X
ZSJOLTI,X,X,X,X,X,X,X
ZSJOLIT,X,X,X,X,X,X,X
ZSOTILJ,X,O,X,O,X,X,X
ZSOTIJL,O,X,X,X,X,X,X
ZSOTLIJ,X,O,X,O,X,X,X
ZSOTLJI,X,X,X,X,X,X,X
ZSOTJIL,O,X,X,X,X,X,X
ZSOTJLI,X,X,X,X,X,X,X
ZSOITLJ,X,O,X,O,X,X,X
ZSOITJL,O,X,X,X,X,X,X
ZSOILTJ,X,O,X,X,X,X,X
ZSOILJT,X,X,X,X,X,X,X
ZSOIJTL,O,X,X,X,X,X,X
ZSOIJLT,X,X,X,X,X,X,X
ZSOLTIJ,X,O,X,X,X,X,X
ZSOLTJI,X,X,X,X,X,X,X
ZSOLITJ,X,O,X,X,X,X,X
ZSOLIJT,X,X,X,X,X,X,X
ZSOLJTI,X,X,X,X,X,X,X
ZSOLJIT,X,X,X,X,X,X,X
ZSOJTIL,O,X,X,X,X,X,X
ZSOJTLI,X,X,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X,X
ZSOJILT,X,X,X,X,X,X,X
ZSOJLTI,X,X,X,X,X,X,X
ZSOJLIT,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,X,X,X
ZOTILSJ,X,O,X,O,X,X,O
ZOTIJLS,O,O,O,X,X,X,X
ZOTIJSL,O,X,O,X,O,X,X
ZOTISLJ,X,O,X,O,X,X,X
ZOTISJL,O,X,X,X,O,X,X
ZOTLIJS,O,O,O,X,X,X,X
ZOTLISJ,X,O,X,O,X,X,O
ZOTLJIS,O,O,O,X,X,X,X
ZOTLJSI,X,X,X,X,X,X,X
ZOTLSIJ,X,O,X,O,X,X,O
ZOTLSJI,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,X,X
ZOTJISL,O,X,O,X,O,X,X
ZOTJLIS,O,O,O,X,X,X,X
ZOTJLSI,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,X,O,X,X
ZOTJSLI,X,X,X,X,X,X,X
ZOTSILJ,X,O,X,O,X,X,X
ZOTSIJL,O,X,X,X,O,X,X
ZOTSLIJ,X,O,X,O,X,X,X
ZOTSLJI,X,X,X,X,X,X,X
ZOTSJIL,O,X,X,X,O,X,X
ZOTSJLI,X,X,X,X,X,X,X
ZOITLJS,O,O,O,X,X,X,X
ZOITLSJ,X,O,X,O,X,X,O
ZOITJLS,O,O,O,X,X,X,X
ZOITJSL,O,X,O,X,O,X,X
ZOITSLJ,X,O,X,O,X,X,X
ZOITSJL,O,X,X,X,O,X,X
ZOILTJS,O,O,O,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,O
ZOILJTS,O,O,O,X,X,X,X
ZOILJST,X,X,X,X,X,O,X
ZOILSTJ,X,O,X,X,X,X,O
ZOILSJT,X,X,X,X,X,O,X
ZOIJTLS,O,O,O,X,X,X,X
ZOIJTSL,O,X,O,X,O,X,X
ZOIJLTS,O,O,O,X,X,X,X
ZOIJLST,X,X,X,X,X,O,X
ZOIJSTL,O,X,X,X,X,X,X
ZOIJSLT,X,X,X,X,X,X,X
ZOISTLJ,X,O,X,O,X,X,X
ZOISTJL,O,X,X,X,X,X,X
ZOISLTJ,X,O,X,X,X,X,X
ZOISLJT,X,X,X,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,X,X
ZOLTISJ,X,O,X,X,X,X,O
ZOLTJIS,O,O,O,X,X,X,X
ZOLTJSI,X,X,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X,X,O
ZOLTSJI,X,X,X,X,X,X,X
ZOLITJS,O,O,O,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,O
ZOLIJTS,O,O,O,X,X,X,X
ZOLIJST,X,X,X,X,X,O,X
ZOLISTJ,X,O,X,X,X,X,O
ZOLISJT,X,X,X,X,X,O,X
ZOLJTIS,O,O,O,X,X,X,X
ZOLJTSI,X,X,X,X,X,X,X
ZOLJITS,O,O,O,X,X,X,X
ZOLJIST,X,X,X,X,X,O,X
ZOLJSTI,X,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,X,O,X
ZOLSTIJ,X,O,X,X,X,X,O
ZOLSTJI,X,X,X,X,X,X,X
ZOLSITJ,X,O,X,X,X,X,O
ZOLSIJT,X,X,X,X,X,O,X
ZOLSJTI,X,X,X,X,X,X,X
ZOLSJIT,X,X,X,X,X,O,X
ZOJTILS,O,O,O,X,X,X,X
ZOJTISL,O,X,O,X,O,X,X
ZOJTLIS,O,O,O,X,X,X,X
ZOJTLSI,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,X,O,X,X
ZOJTSLI,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,X,X
ZOJITSL,O,X,O,X,O,X,X
ZOJILTS,O,O,O,X,X,X,X
ZOJILST,X,X,X,X,X,O,X
ZOJISTL,O,X,X,X,X,X,X
ZOJISLT,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,X,X,X
ZOJLTSI,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,X,X,X
