sequence,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFukB1lB0iB6oBXq?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nBTjB0kBllB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBOpBllBStBzp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeT/IvhFxiBllBusBctBip?BXqB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iB6oBlkB3lB2u?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBctB6s?BzpB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nB0kBllBToB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFTjBfqBllBWtBCq?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBStBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTjBKpBfqBllBWt?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Je0AJvhFxiBlkBqsBToBOp?BXqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhF0iB6oBupB3lBzs?BFqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFCgBllBGoBXoBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBllBStBmpBTp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBllBStBmpBTp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTkBllBGoBXoByu?B0sB
TJSOLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJSOZIL,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TJSOZLI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJZILSO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZILOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TJZISLO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZISOL,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZIOLS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TJZIOSL,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TJZLSIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
TJZLOIS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TJZLOSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TJZSILO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TJZSLIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TJZSOIL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
TJZOISL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
TJZOLSI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TJZOSIL,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
TJOILZS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
TJOISLZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TJOISZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TJOIZLS,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X
TJOIZSL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TJOLISZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
TJOLIZS,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
TJOLSIZ,O,O,O,X,O,X,X,O,O,O,X,O,O,O,O,O
TJOLSZI,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,O
TJOLZIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,O
TJOLZSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O
TJOSILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TJOSIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TJOSLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TJOSLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
TJOSZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJOSZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TJOZILS,O,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X
TJOZISL,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TJOZLIS,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,X
TJOZLSI,O,O,O,X,O,O,O,X,O,X,X,O,X,O,X,X
TJOZSIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJOZSLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSILJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSILZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSILOJZ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSILOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSIJLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIJOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIZLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSIZJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIOLZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIOJLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIOJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIOZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIOZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLIJZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSLIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLIOJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TSLIOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLJIZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TSLJZIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
TSLJOIZ,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
TSLJOZI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
TSLZIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLZJIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X
TSLZOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLZOJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLOIJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O
TSLOIZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLOJIZ,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O,O
TSLOJZI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O
TSLOZIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLOZJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSJILZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSJIOZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSJLIZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TSJLZIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
TSJLOIZ,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
TSJLOZI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
TSJZILO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
TSJZOIL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TSJZOLI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TSJOIZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSJOLIZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TSJOLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSJOZIL,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TSJOZLI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSZILJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZILOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZIJLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSZIOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TSZLOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZLOJI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TSZJILO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TSZJOIL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZJOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZOLJI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TSZOJIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
TSOILZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOIJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TSOIJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOIZLJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOIZJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOLIJZ,O,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X
TSOLIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOLJIZ,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X
TSOLJZI,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X
TSOLZIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOLZJI,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X
TSOJILZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TSOJIZL,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
TSOJLIZ,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X
TSOJLZI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
TSOJZIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSOJZLI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSOZILJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOZIJL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TSOZLIJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOZLJI,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X
TSOZJIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
TSOZJLI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
TZILJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZILSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZIJSLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISLJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJLO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISOJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOLJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOJLS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLIJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZLISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLISOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZLJSIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
TZLJOIS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TZLJOSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TZLSIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZLSJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O,X
TZLSOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZLSOJI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TZLOIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TZLOISJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZLOJIS,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TZLOJSI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
TZLOSIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZLOSJI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TZJILSO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZJISLO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJIOLS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TZJIOSL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZJLISO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZJLSIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
TZJLOIS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TZJLOSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
TZJSILO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TZJSLIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZJSOIL,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
TZJSOLI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJOILS,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
TZJOISL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZJOLIS,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
TZJOLSI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZJOSIL,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TZJOSLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSILJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSILOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSIJLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZSIOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSLIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TZSLOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSLOJI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZSJILO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
TZSJOIL,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSJOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSOIJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZSOLJI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZSOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOIJLS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZOIJSL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOISLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOLIJS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZOLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLJIS,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
TZOLJSI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
TZOLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLSJI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZOJILS,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X
TZOJISL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZOJLIS,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
TZOJLSI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
TZOJSIL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZOJSLI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZOSILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSIJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSLJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOILJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOILJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
TOILSJZ,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X
TOILSZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOILZJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TOILZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIJLSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOIJLZS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
TOIJSLZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X
TOIJSZL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOIJZLS,O,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X
TOIJZSL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TOISLJZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TOISLZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOISJLZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TOISJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOISZLJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOISZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZLJS,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TOIZLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZJLS,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
TOIZJSL,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOIZSLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOIZSJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TOLIJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O
TOLIJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O
TOLISJZ,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O
TOLISZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOLIZJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
TOLIZSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TOLJISZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
TOLJIZS,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,O
TOLJSIZ,O,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
TOLJSZI,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,O
TOLJZIS,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,O
TOLJZSI,O,O,O,O,O,O,O,X,O,X,X,O,X,O,O,O
TOLSIJZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O
TOLSIZJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
