sequence,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFFjBmlBfsB6?sBctBTqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8Je3AJvhFcmBxiBVsBG?oBTqByxB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjBOqB8?qBFsBXtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjB2qBU?sBFtB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeGBJvhFxiBilBToB3?qBFsB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JezBJvhFFjBilB+sBc?tBRrB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFGjBKqBzlBf?sBVtB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeFCJvhFXjBxlBStBU?mBTqB2xB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFmlBfsBlnBc?tBTqBCtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFTjBWsBiqBX?tBcsBlqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhFFjBKqBxmBc?tB3mBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhF1mBXjBKqBc?tBxrBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFWsBToBiqBc?sBlqBXtB
JTZSOIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZSOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTZOILS,X,O,O,O,X,O,X,O,X,X,X,X,X
JTZOISL,O,O,O,X,O,O,X,X,X,X,X,X,X
JTZOLIS,X,O,O,O,X,X,X,O,X,X,X,X,X
JTZOLSI,O,O,O,O,X,X,X,O,X,X,X,X,X
JTZOSIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZOSLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTOILSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JTOISLZ,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOISZL,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOIZLS,X,O,X,O,X,X,X,O,X,X,X,X,X
JTOIZSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOLISZ,X,O,X,X,O,X,O,O,X,X,X,X,O
JTOLIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JTOLSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
JTOLSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
JTOLZIS,X,O,O,O,X,X,O,O,X,X,X,X,O
JTOLZSI,X,O,O,O,X,X,O,O,X,X,X,X,O
JTOSILZ,X,X,O,X,O,X,O,O,X,X,X,X,X
JTOSIZL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,O,X,O,O,X,X,X,X,X
JTOSLZI,X,X,O,X,O,X,O,O,X,X,X,X,X
JTOSZIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTOSZLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTOZILS,X,O,O,O,X,X,X,O,X,X,X,X,X
JTOZISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTOZLIS,X,O,O,O,X,X,X,O,X,X,X,X,X
JTOZLSI,X,O,O,O,X,X,X,O,X,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X,X,X,X,X,X,X
JTOZSLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JITLSZO,X,O,O,X,X,X,X,X,X,X,X,X,X
JITLSOZ,X,O,O,X,X,X,X,O,X,X,X,X,X
JITLZSO,X,O,O,X,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,O,X,X,X,X,X,X,X
JITLOSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JITLOZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JITSLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JITSLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JITZLOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JITZSLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JITZOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JITZOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JITOLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,O,X,O,X,O,X,O,X,X,X,X,X
JITOZSL,X,O,X,X,X,O,X,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JILTZSO,X,O,X,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,O,X,X,X,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JILTOZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JILSTZO,O,O,X,X,X,X,X,X,X,O,X,X,X
JILSTOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JILSZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
JILSZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
JILSOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JILSOZT,O,X,X,X,X,O,X,O,X,O,X,X,X
JILZTSO,O,O,X,X,X,O,X,X,X,X,X,X,X
JILZTOS,X,O,X,X,X,O,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X,X,X,X,X
JILZOTS,X,O,X,X,X,O,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JILOTZS,X,O,X,X,X,O,X,O,X,X,X,X,O
JILOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,X,X,X,X,O,X,O,X,X,X,X,X
JILOZTS,X,O,X,X,X,O,X,O,X,X,X,X,O
JILOZST,X,X,X,X,X,O,X,O,X,X,X,X,X
JISTLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X,O,X,X,X
JISLTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JISLZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
JISLZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JISLOZT,O,X,X,X,X,O,X,X,X,O,X,X,X
JISZTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JISZTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JISZLTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JISZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JISZOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JISOTZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JISOLZT,O,X,X,X,X,O,X,X,X,O,X,X,X
JISOZTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZTLSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JIZTLOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JIZTSLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZTSOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZTOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JIZTOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZLTSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JIZLTOS,X,O,O,O,X,O,X,X,X,X,X,X,X
JIZLSTO,O,X,O,O,X,O,X,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZLOTS,X,O,X,O,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JIZSTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JIZSLTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JIZSOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZOTLS,X,O,O,X,X,O,X,X,X,X,X,X,X
JIZOTSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,O,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZOSTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JIZOSLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JIOTLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,O,X,O,X,X,X,X,X
JIOTZSL,X,O,X,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JIOLTZS,X,O,X,X,X,O,X,O,X,X,X,X,O
JIOLSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JIOLSZT,X,X,X,X,X,O,X,O,X,X,X,X,X
JIOLZTS,X,O,X,X,X,O,X,O,X,X,X,X,O
JIOLZST,X,X,X,X,X,O,X,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JIOSLZT,O,X,X,X,X,O,X,O,X,X,X,X,X
JIOSZTL,O,X,X,X,X,O,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,X,O,X,O,X,X,X,X,X
JIOZTSL,O,O,X,X,X,O,X,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,O,X,O,X,X,X,X,X
JIOZLST,X,X,X,X,X,O,X,O,X,X,X,X,X
JIOZSTL,O,X,X,X,X,O,X,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,O,X,X,X,X,O,X
JLTISOZ,X,O,O,X,X,X,O,O,X,X,X,X,X
JLTIZSO,X,O,O,X,X,X,X,X,X,X,X,O,X
JLTIZOS,X,O,O,X,X,X,X,X,X,X,X,O,X
JLTIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,O,O,X,X,X,O,X
JLTSIZO,X,O,O,X,X,X,O,X,X,O,X,X,X
JLTSIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTSZIO,X,O,O,X,X,X,O,X,X,O,X,X,X
JLTSZOI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTSOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTSOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTZISO,O,O,O,O,X,X,X,X,X,X,X,O,X
JLTZIOS,X,O,O,O,X,X,X,X,X,X,O,O,X
JLTZSIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JLTZSOI,O,O,O,O,X,X,O,O,X,X,O,X,X
JLTZOIS,X,O,O,O,X,X,O,O,X,X,O,X,X
JLTZOSI,O,O,O,O,X,X,O,O,X,X,O,X,X
JLTOISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
JLTOIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
JLTOSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
JLTOSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
JLTOZIS,X,O,O,O,X,X,O,O,X,X,O,X,O
JLTOZSI,X,O,O,O,X,X,O,O,X,X,O,X,O
JLITSZO,X,O,X,X,X,X,X,X,X,X,X,O,X
JLITSOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X,X,X,O,X
JLITZOS,X,O,X,X,X,O,X,X,X,X,X,O,X
JLITOSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JLITOZS,X,O,X,X,X,O,X,O,X,X,X,O,X
JLISTZO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLISTOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JLISZTO,O,X,X,X,X,O,X,X,X,O,X,O,X
JLISZOT,O,X,X,X,X,O,X,X,X,O,X,O,X
JLISOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JLISOZT,O,X,X,X,X,O,X,O,X,O,X,X,X
JLIZTSO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLIZTOS,X,O,X,X,X,O,X,X,X,X,O,O,X
JLIZSTO,O,X,X,X,X,O,X,X,X,X,X,O,X
JLIZSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JLIZOTS,X,O,X,X,X,O,X,X,X,X,O,O,X
JLIZOST,X,X,X,X,X,O,X,X,X,X,O,O,X
JLIOTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JLIOTZS,X,O,X,X,X,O,X,O,X,X,O,O,O
JLIOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
JLIOZTS,X,O,X,X,X,O,X,O,X,X,O,O,O
JLIOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
JLSTIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
JLSTIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JLSTZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
JLSTZOI,O,O,O,X,X,X,O,O,X,O,X,X,X
JLSTOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JLSTOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLSITZO,O,O,X,X,X,X,O,X,X,O,X,O,X
JLSITOZ,X,O,X,X,X,X,O,O,X,O,X,X,X
JLSIZTO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSIZOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSIOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JLSIOZT,O,X,X,X,X,X,X,O,X,O,X,X,X
JLSZTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
JLSZTOI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLSZITO,O,X,O,X,X,X,X,X,X,O,X,O,X
JLSZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSZOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLSZOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
JLSOTIZ,X,O,O,X,X,X,O,O,X,O,X,X,O
JLSOTZI,X,O,O,X,X,X,O,O,X,O,X,X,O
JLSOITZ,X,O,X,X,X,X,O,O,X,O,X,X,X
JLSOIZT,O,X,X,X,X,X,X,O,X,O,O,X,X
JLSOZTI,O,X,O,X,X,X,X,O,X,O,O,X,O
JLSOZIT,O,X,X,X,X,X,X,O,X,O,O,X,X
JLZTISO,O,O,O,O,X,O,X,X,X,X,X,O,X
JLZTIOS,X,O,O,O,X,O,X,X,X,X,O,O,X
JLZTSIO,O,O,O,O,X,X,X,X,X,X,X,O,X
JLZTSOI,O,O,O,O,X,X,X,O,X,X,O,X,X
JLZTOIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JLZTOSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JLZITSO,O,O,O,O,X,O,X,X,X,X,X,O,X
JLZITOS,X,O,O,O,X,O,X,X,X,X,O,O,X
JLZISTO,O,X,O,O,X,O,X,X,X,X,X,O,X
JLZISOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JLZIOTS,X,O,X,O,X,O,X,X,X,X,O,O,X
JLZIOST,X,X,X,X,X,O,X,X,X,X,O,O,X
JLZSTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
JLZSTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
JLZSITO,O,X,O,O,X,X,X,X,X,O,X,O,X
JLZSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZSOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLZSOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
JLZOTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
JLZOTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
JLZOITS,O,O,X,O,X,X,X,O,X,X,O,O,O
JLZOIST,X,X,X,X,X,X,X,O,X,X,O,O,X
JLZOSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JLZOSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOTISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOTIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
JLOTSIZ,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOTSZI,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOTZIS,O,O,X,X,X,X,O,O,X,X,O,X,O
JLOTZSI,O,O,X,X,X,X,O,O,X,X,O,X,O
JLOITSZ,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOITZS,X,O,X,X,X,X,O,O,X,X,O,O,O
JLOISTZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JLOIZTS,O,O,X,X,X,X,X,O,X,X,O,O,O
JLOIZST,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOSTIZ,X,O,X,X,X,X,O,O,X,O,X,X,O
JLOSTZI,X,O,X,X,X,X,O,O,X,O,X,X,O
JLOSITZ,X,O,X,X,X,X,O,O,X,O,X,X,X
JLOSIZT,X,X,X,X,X,X,X,O,X,O,O,X,X
JLOSZTI,O,X,X,X,X,X,X,O,X,O,O,X,O
JLOSZIT,X,X,X,X,X,X,X,O,X,O,O,X,X
JLOZTIS,O,O,X,X,X,X,X,O,X,X,O,X,O
JLOZTSI,O,O,X,X,X,X,X,O,X,X,O,X,O
JLOZITS,O,O,X,X,X,X,X,O,X,X,O,O,O
JLOZIST,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOZSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JLOZSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
JSTILZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,O,X,X,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
JSTIOZL,X,O,O,X,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,O,X,X,X,O,X,X,O,X,X,X
JSTLIOZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JSTLZIO,O,X,O,X,X,X,O,X,X,O,X,X,X
JSTLZOI,O,X,O,X,O,X,O,O,X,O,X,X,X
JSTLOIZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JSTLOZI,X,X,O,X,O,X,O,O,X,O,X,X,X
JSTZILO,O,O,O,X,X,X,O,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JSTZLOI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSTZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSTZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSTOILZ,X,X,O,X,O,X,O,O,X,X,X,X,X
JSTOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JSTOLZI,X,X,O,X,O,X,O,O,X,O,X,X,X
JSTOZIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JSTOZLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSITLZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,O,X,X,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,X,O,X,X,X
JSILTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JSILZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
JSILZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JSILOZT,O,X,X,X,X,O,X,X,X,O,X,X,X
JSIZTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIZTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIZLTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSIZOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JSIOLZT,O,X,X,X,X,O,X,X,X,O,X,X,X
JSIOZTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
JSLTIOZ,X,O,O,X,O,X,O,O,X,O,X,X,X
JSLTZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
JSLTZOI,O,O,O,X,O,X,O,O,X,O,X,X,X
JSLTOIZ,X,O,O,X,O,X,O,O,X,O,X,X,X
JSLTOZI,X,O,O,X,O,X,O,O,X,O,X,X,X
JSLITZO,O,O,X,X,X,X,O,X,X,O,X,X,X
JSLITOZ,X,O,X,X,O,X,O,O,X,O,X,X,X
JSLIZTO,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLIZOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLIOTZ,X,O,X,X,O,X,X,O,X,O,X,X,X
JSLIOZT,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLZTOI,O,X,O,X,O,X,X,O,X,O,X,X,X
JSLZITO,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLZOTI,O,X,O,X,O,X,X,O,X,O,X,X,X
JSLZOIT,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLOTIZ,O,O,O,X,O,X,O,O,X,O,X,X,O
JSLOTZI,O,O,O,X,O,X,O,O,X,O,X,X,O
JSLOITZ,O,O,X,X,O,X,O,O,X,O,X,X,X
JSLOIZT,O,X,X,X,O,X,X,O,X,O,X,X,X
JSLOZTI,O,X,O,X,O,X,X,O,X,O,X,X,O
JSLOZIT,O,X,X,X,O,X,X,O,X,O,X,X,X
JSZTILO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZTIOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZTLIO,O,X,O,O,X,X,X,X,X,X,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JSZTOIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSZITLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZITOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZILOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZIOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLITO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZLOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZOTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X,X,O,O,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSOTILZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JSOTIZL,O,O,O,X,O,X,X,X,O,X,X,X,X
JSOTLIZ,O,X,O,X,O,X,X,O,X,O,X,X,X
JSOTLZI,O,X,O,X,O,X,X,O,X,O,X,X,X
JSOTZIL,O,O,O,X,O,X,X,X,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSOITLZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JSOITZL,O,O,O,X,O,X,X,X,O,X,X,X,X
JSOILTZ,O,O,X,X,O,X,X,O,X,O,X,X,X
JSOILZT,O,X,X,X,O,X,X,O,O,O,X,X,X
JSOIZTL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOLTIZ,O,O,O,X,O,X,X,O,X,O,X,X,O
JSOLTZI,O,O,O,X,O,X,X,O,X,O,X,X,O
JSOLITZ,O,O,X,X,O,X,X,O,X,O,X,X,X
JSOLIZT,O,X,X,X,O,X,X,O,O,O,X,X,X
JSOLZTI,O,X,O,X,O,X,X,O,O,O,X,X,O
JSOLZIT,O,X,X,X,O,X,X,O,O,O,X,X,X
JSOZTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOZLTI,O,X,O,X,X,X,X,X,O,O,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZTILSO,O,O,O,O,X,O,X,X,X,X,X,X,X
