sequence,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFxgBmiBilBF?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBziBFlBm?mB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBVnBaoBm?kB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeOEJvhFVlBUhBRiBi?nBzpB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBK?sBznBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBTkBeqBF?nB8sBisB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFanBziBxkBl?pB3sBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBliBTkBe?qBysBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFVmBikBmnB3?nBzpBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JexAJvhFmiBTkBilBF?nB3sB0pB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBFlBmmBz?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFOlBXhBRnB0?pBisBlsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBeoBypBF?nB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeKEJvhFUhBRiBFlB2?sB3sBzpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBy?sBTsBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhB2pBFnB8?sBzpBisB
LISJTZO,O,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LISJTOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISJZOT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LISZTOJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,O,X
LISZJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZJOT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISZOTJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LISZOJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LISOTJZ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LISOTZJ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LISOZTJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LISOZJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIZTJSO,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZTJOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSJO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSOJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZJTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZJOTS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZSTJO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIZSTOJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,O,X
LIZSJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZSJOT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZSOTJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LIZSOJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOJST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOSTJ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LIZOSJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTISOZ,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJTIZSO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTSIZO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
LJTSIOZ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LJTSZIO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
LJTSZOI,O,O,O,O,X,X,X,O,O,X,X,X,O,O,X,X
LJTSOIZ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LJTSOZI,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X
LJTZISO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
LJTZIOS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTZSIO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
LJTZSOI,O,O,O,O,X,X,X,O,O,X,X,X,O,O,X,X
LJTZOIS,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LJTZOSI,O,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
LJTOISZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJTOSZI,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJTOZIS,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJTOZSI,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJITSZO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJITSOZ,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJITZSO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJITOSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LJISTOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
LJIZTOS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJIZSTO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJIZOST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,X,X,O,X,O,X,O,O,O,X,X
LJSTIOZ,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
LJSTZIO,O,O,X,O,X,X,X,O,X,O,X,O,O,O,X,X
LJSTZOI,O,O,X,O,O,X,X,O,O,O,X,O,O,O,O,X
LJSTOIZ,O,O,X,O,O,X,X,O,O,O,X,X,X,O,O,X
LJSTOZI,O,O,X,O,O,X,X,O,O,O,X,X,O,O,O,X
LJSITZO,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X
LJSITOZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJSIZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOTZ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,O,X,X,X,O,O,O,X,X
LJSZTOI,O,O,X,O,O,O,X,O,X,X,X,O,O,O,O,O
LJSZITO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZOTI,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSOTIZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LJSOTZI,X,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
LJSOITZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSOZTI,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZTISO,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
LJZTIOS,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LJZTSIO,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
LJZTSOI,O,O,O,X,X,O,X,O,O,X,O,O,O,O,X,O
LJZTOIS,O,O,O,X,X,O,X,O,O,X,O,O,O,X,X,O
LJZTOSI,O,O,O,X,X,O,X,O,O,X,O,O,O,O,X,O
LJZITSO,O,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZIOTS,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X,O,X,X,X,O,O,O,X,X
LJZSTOI,O,O,O,X,O,O,X,O,X,X,X,O,O,O,O,O
LJZSITO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSOTI,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZOTIS,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LJZOTSI,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X
LJZOITS,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LJZOIST,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZOSTI,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJOTSZI,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJOTZIS,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJOTZSI,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJOITSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LJOIZST,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LJOSTZI,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X
LJOSITZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
LJOZTSI,X,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJOZITS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LJOZIST,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LSTIZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSTIZOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSTIOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTIOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSTJIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,X
LSTJIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
LSTJZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,X
LSTJZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X
LSTJOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,O,O,X
LSTJOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,O,O,X
LSTZIJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSTZIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSTZJIO,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,X
LSTZJOI,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X
LSTZOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSTZOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSTOIJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTOIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSTOJIZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTOJZI,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
LSTOZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSTOZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSITJZO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSITJOZ,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LSITZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSITZOJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSITOJZ,O,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X
LSITOZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSIJTZO,O,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X
LSIJTOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSIJZTO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSIJZOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSIJOZT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
LSIZTJO,O,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X
LSIZTOJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,O,X
LSIZJTO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIZJOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIZOTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
LSIZOJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSIOTJZ,O,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJZT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSIOZTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
LSIOZJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSJTIZO,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X
LSJTIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
LSJTZIO,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X
LSJTZOI,O,O,X,O,O,X,O,O,O,O,X,O,O,O,O,X
LSJTOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,O,O,X
LSJTOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,O,O,X
LSJITZO,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X
LSJITOZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSJIZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSJIZOT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJIOTZ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LSJIOZT,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X
LSJZTIO,O,O,X,O,X,X,O,O,X,X,X,O,O,O,X,X
LSJZTOI,O,O,X,O,O,O,O,O,X,X,X,O,O,O,O,O
LSJZITO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSJZIOT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJZOTI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X
LSJZOIT,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X
LSJOTIZ,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJOTZI,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LSJOITZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LSJOIZT,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X
LSJOZTI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X
LSJOZIT,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZTIJO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSZTIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZTJIO,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,X
LSZTJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O
LSZTOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZTOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZITJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSZITOJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZIJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZIJOT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSZIOTJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X
LSZIOJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZJTIO,O,O,O,O,X,X,O,O,X,X,X,O,O,O,X,X
LSZJTOI,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O
LSZJITO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
LSZJIOT,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSZJOTI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZJOIT,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZOTIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZOTJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSZOITJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X
LSZOIJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZOJTI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZOJIT,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOTIJZ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSOTIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSOTJIZ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSOTJZI,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X
LSOTZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSOTZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
LSOITJZ,O,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LSOITZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSOIJZT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOIZTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
LSOIZJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOJTIZ,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LSOJTZI,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LSOJITZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LSOJIZT,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LSOJZTI,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LSOJZIT,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LSOZTIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSOZTJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
LSOZITJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X
LSOZIJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOZJTI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOZJIT,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LZTIJSO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
LZTIJOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LZTISJO,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LZTISOJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LZTJISO,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,X
LZTJIOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LZTJSIO,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,X
LZTJSOI,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,O
LZTJOIS,O,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O
LZTJOSI,O,O,O,X,X,O,X,O,O,X,O,O,X,O,X,O
LZTSIJO,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X
LZTSIOJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
LZTSJIO,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,X
LZTSJOI,O,O,O,O,O,O,O,O,X,X,O,O,X,O,O,O
LZTSOIJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
LZTSOJI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LZTOISJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LZTOJIS,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
