sequence,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhF3iB5oB?UmBTsBurByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFliB5oB?3mBTsByvBGrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhF3iB5oB?WsBVwBaqBUsB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhFzhB5oB?UmBXsBusByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeGBJvhFliB5oB?/sB0rBaqBzqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFzhB5oB?KrBFsBusB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhFzhB5oB?KrBFsBusBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhF1mB5oB?+sBinBTrBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhF1mB5oB?+sBinBTrB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhFUiB5oB?WsBVwBaqB3sB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeKGJvhFzhB5oB?XsBusB0qBFqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeyFJvhF5oBUnB?XrBusBFqBzrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeWGJvhF5oBTnB?0rBaqBXrBlsB
LTZSIOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTZOSJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTOIJZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTOISJZ,X,O,O,X,X,O,O,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOIZJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTOJIZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTOJSIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOJSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,O,X,X,X,O,X,X,X
LTOJZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOSJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTOZISJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJSOZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJZSO,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJZOS,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJOSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJOZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LITSJZO,X,X,O,X,X,O,O,X,X,X,X,X,X
LITSJOZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LITSZJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LITSZOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LITSOJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LITZSJO,X,X,X,O,X,O,O,X,X,X,X,X,X
LITZSOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LITOJSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LITOJZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LITOSJZ,X,O,O,X,X,O,O,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
LISTJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LISTZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LISTZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LISTOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LISTOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
LISJOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LISZTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LISZJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
LISZJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
LISZOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
LISZOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
LISOTJZ,X,X,X,X,X,X,O,O,X,X,O,X,X
LISOTZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LISOJTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LISOZJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LIZTJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZTSJO,X,X,X,O,X,O,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZSTJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LIZSTOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LIZSJTO,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZSJOT,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZSOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZOTJS,O,X,X,X,X,O,X,X,O,X,X,X,O
LIZOTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X,X,X,O
LIOTJSZ,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOTJZS,X,X,O,X,X,O,O,X,O,O,X,X,X
LIOTSJZ,X,O,O,X,X,O,O,O,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,O,X,O,X,X,X,X
LIOTZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X,O,X
LIOZTJS,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOZTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZIOT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,X,O,X,X,X,O
LJZOIST,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTIJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTIZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LSTIZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LSTIOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTIOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTJIZO,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LSTZIOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LSTZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTOIZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
LSITJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LSITZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LSITZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LSITOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
LSITOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
LSIJTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
LSIJTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
LSIJOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIZTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LSIZTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LSIZJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
LSIZJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
LSIZOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
LSIZOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
LSIOTJZ,X,X,X,X,X,X,O,O,X,X,O,X,X
LSIOTZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LSIOJTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LSIOZJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LSJTIZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,O,X,X,X,O,X,X
LSJITOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSJIZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJIOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJZIOT,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LSZTIOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LSZTJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,O,O,O,O,X,X,X,O,O,X
LSZITOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
LSZIJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
LSZIJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
LSZIOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
LSZIOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
LSZJTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,X,X,X,O,X,X,X,X,X,X,O,X
LSZJIOT,X,X,X,X,O,X,X,X,X,X,X,O,X
LSZJOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,X,X,X,O,X,X
LSZOIJT,X,X,X,O,X,X,X,X,X,X,O,O,X
LSZOJTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,O,O,X,X,O,X,X
LSOTIZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LSOTJIZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,O,O,X,X,O,X,X
LSOITZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LSOIJTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOIZJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LSOJTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
