sequence,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFxiBFlB8qB6?sBToB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFTiB6oBRlB8?sBlqB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBUlBGmB/?sBToBVwB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qB+?rB/sBTtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qBT?oBGsB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JezBJvhFfoB6oBRlBl?qBGsBUrB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhF/nBRlBToB0?qBlrBCtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeWHJvhFTjBRlBXnBl?qBCtBUrB
SJLTOZI,O,O,X,O,X,O,X,X
SJLITZO,O,O,O,O,X,O,X,X
SJLITOZ,O,X,O,O,X,O,X,X
SJLIZTO,O,O,O,O,X,X,X,X
SJLIZOT,O,O,O,O,X,O,X,X
SJLIOTZ,O,X,O,O,X,O,X,X
SJLIOZT,O,O,O,O,X,O,X,X
SJLZTIO,O,O,O,O,X,O,X,X
SJLZTOI,O,O,O,O,X,O,X,X
SJLZITO,O,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,O,O,X,X
SJLZOTI,O,O,X,O,X,O,X,X
SJLZOIT,O,O,X,O,X,O,X,X
SJLOTIZ,O,X,X,O,X,O,X,X
SJLOTZI,O,X,X,O,X,O,X,X
SJLOITZ,O,X,X,O,X,O,X,X
SJLOIZT,O,X,X,O,X,O,X,X
SJLOZTI,O,O,X,O,X,O,X,X
SJLOZIT,O,O,X,O,X,O,X,X
SJZTILO,X,O,O,O,X,O,X,X
SJZTIOL,X,O,O,O,X,O,X,X
SJZTLIO,O,O,O,O,X,O,X,X
SJZTLOI,O,O,O,O,X,O,X,X
SJZTOIL,O,O,O,O,X,X,X,X
SJZTOLI,O,O,O,O,X,O,X,X
SJZITLO,X,O,X,O,X,X,X,X
SJZITOL,X,O,X,O,X,X,X,X
SJZILTO,O,O,O,O,O,X,X,X
SJZILOT,O,O,O,O,O,O,X,X
SJZIOTL,O,O,X,O,X,X,X,X
SJZIOLT,O,O,O,O,O,O,X,X
SJZLTIO,O,O,O,O,X,O,X,X
SJZLTOI,O,O,O,O,X,O,X,X
SJZLITO,O,O,O,O,O,X,X,X
SJZLIOT,O,O,O,O,O,O,X,X
SJZLOTI,O,O,X,O,X,O,X,X
SJZLOIT,O,O,X,O,X,O,X,X
SJZOTIL,O,O,O,O,X,X,X,X
SJZOTLI,O,O,O,O,X,O,X,X
SJZOITL,O,O,X,O,X,X,X,X
SJZOILT,O,O,O,O,O,O,X,X
SJZOLTI,O,O,O,O,X,O,X,X
SJZOLIT,O,O,O,O,O,O,X,X
SJOTILZ,O,X,O,O,O,O,X,X
SJOTIZL,O,X,O,O,X,O,X,X
SJOTLIZ,O,X,O,O,O,O,X,X
SJOTLZI,O,X,O,O,O,O,X,X
SJOTZIL,O,X,O,O,O,X,X,X
SJOTZLI,O,X,O,O,O,O,X,X
SJOITLZ,O,X,X,O,X,O,X,X
SJOITZL,O,X,X,O,X,X,X,X
SJOILTZ,O,X,O,O,X,O,X,X
SJOILZT,O,X,O,O,X,O,X,X
SJOIZTL,O,X,X,O,X,X,X,X
SJOIZLT,O,X,X,O,X,O,X,X
SJOLTIZ,O,X,O,O,O,O,X,X
SJOLTZI,O,X,O,O,O,O,X,X
SJOLITZ,O,X,O,O,X,O,X,X
SJOLIZT,O,X,O,O,X,O,X,X
SJOLZTI,O,O,O,O,X,O,X,X
SJOLZIT,O,O,O,O,O,O,X,X
SJOZTIL,O,X,O,O,X,X,X,X
SJOZTLI,O,O,O,O,X,O,X,X
SJOZITL,O,X,X,O,X,X,X,X
SJOZILT,O,O,O,O,O,O,X,X
SJOZLTI,O,O,O,O,X,O,X,X
SJOZLIT,O,O,O,O,O,O,X,X
SZTILJO,O,O,O,X,X,O,O,X
SZTILOJ,O,O,O,X,X,X,O,X
SZTIJLO,O,O,O,X,X,O,O,X
SZTIJOL,O,O,O,X,X,O,O,X
SZTIOLJ,O,O,O,X,X,X,O,X
SZTIOJL,O,O,O,X,X,X,O,X
SZTLIJO,O,O,O,X,X,O,X,X
SZTLIOJ,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,O,X,O,X,X
SZTLJOI,O,O,O,O,X,O,X,X
SZTLOIJ,O,O,O,X,X,X,X,X
SZTLOJI,O,O,O,X,X,X,X,X
SZTJILO,O,O,O,O,X,O,X,X
SZTJIOL,O,O,O,O,X,O,X,X
SZTJLIO,O,O,O,O,X,O,X,X
SZTJLOI,O,O,O,O,X,O,X,X
SZTJOIL,O,O,O,O,X,X,X,X
SZTJOLI,O,O,O,O,X,O,X,X
SZTOILJ,O,O,O,X,X,X,O,X
SZTOIJL,O,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,X
SZTOJIL,O,O,O,O,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X
SZITLJO,X,O,O,X,X,O,O,X
SZITLOJ,X,O,O,X,X,X,O,X
SZITJLO,X,O,O,X,X,O,O,X
SZITJOL,X,O,O,X,X,O,O,X
SZITOLJ,X,O,O,X,X,X,O,X
SZITOJL,X,O,O,X,X,X,O,X
SZILTJO,O,O,O,X,X,O,X,X
SZILTOJ,X,O,O,X,X,X,X,X
SZILJTO,O,O,O,O,X,X,X,X
SZILJOT,O,O,O,O,X,O,X,X
SZILOTJ,O,O,O,X,X,X,X,X
SZILOJT,O,O,O,O,X,X,X,X
SZIJTLO,X,O,X,O,X,X,X,X
SZIJTOL,X,O,X,O,X,X,X,X
SZIJLTO,O,O,O,O,O,X,X,X
SZIJLOT,O,O,O,O,O,O,X,X
SZIJOTL,O,O,X,O,X,X,O,X
SZIJOLT,O,O,O,O,O,O,X,X
SZIOTLJ,X,O,O,X,X,X,O,X
SZIOTJL,O,O,O,X,X,X,O,X
SZIOLTJ,O,O,O,X,O,X,X,X
SZIOLJT,O,O,O,O,O,X,X,X
SZIOJTL,O,O,X,X,X,X,O,X
SZIOJLT,O,O,O,X,O,X,X,X
SZLTIJO,O,O,O,X,X,O,X,X
SZLTIOJ,O,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,X,O,X,X
SZLTJOI,O,O,O,O,X,O,X,X
SZLTOIJ,O,O,O,X,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X,X
SZLITJO,O,O,O,X,X,O,X,X
SZLITOJ,O,O,O,X,X,X,X,X
SZLIJTO,O,O,O,O,X,X,X,X
SZLIJOT,O,O,O,O,X,O,X,X
SZLIOTJ,O,O,O,X,X,X,X,X
SZLIOJT,O,O,O,O,X,X,X,X
SZLJTIO,O,O,O,O,X,O,X,X
SZLJTOI,O,O,O,O,X,O,X,X
SZLJITO,O,O,O,O,X,X,X,X
SZLJIOT,O,O,O,O,X,O,X,X
SZLJOTI,O,O,X,X,X,O,X,X
SZLJOIT,O,O,X,O,X,O,X,X
SZLOTIJ,O,O,O,X,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,X,O,O,O,X,O,X,X
SZJTIOL,X,O,O,O,X,O,X,X
SZJTLIO,O,O,O,O,X,O,X,X
SZJTLOI,O,O,O,O,X,O,X,X
SZJTOIL,O,O,O,O,X,X,X,X
SZJTOLI,O,O,O,O,X,O,X,X
SZJITLO,X,O,X,O,X,X,X,X
SZJITOL,X,O,X,O,X,X,X,X
SZJILTO,O,O,O,O,O,X,X,X
SZJILOT,O,O,O,O,O,O,X,X
SZJIOTL,O,O,X,O,X,X,X,X
SZJIOLT,O,O,O,O,O,O,X,X
SZJLTIO,O,O,O,O,X,O,X,X
SZJLTOI,O,O,O,O,X,O,X,X
SZJLITO,O,O,O,O,O,X,X,X
SZJLIOT,O,O,O,O,O,O,X,X
SZJLOTI,O,O,X,O,X,O,X,X
SZJLOIT,O,O,X,O,X,O,X,X
SZJOTIL,O,O,O,O,X,X,X,X
SZJOTLI,O,O,O,O,X,O,X,X
SZJOITL,O,O,X,O,X,X,X,X
SZJOILT,O,O,O,O,O,O,X,X
SZJOLTI,O,O,O,O,X,O,X,X
SZJOLIT,O,O,O,O,O,O,X,X
SZOTILJ,O,O,O,X,X,X,O,X
SZOTIJL,O,O,O,X,X,X,O,X
SZOTLIJ,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,O,X,X,X,X
SZOTJIL,O,O,O,O,X,X,X,X
SZOTJLI,O,O,O,O,X,X,X,X
SZOITLJ,O,O,O,X,X,X,O,X
SZOITJL,O,O,O,X,X,X,O,X
SZOILTJ,O,O,O,X,O,X,X,X
SZOILJT,O,O,O,O,O,X,X,X
SZOIJTL,O,O,X,X,X,X,O,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X
SZOLTJI,O,O,O,O,X,X,X,X
SZOLITJ,O,O,O,X,O,X,X,X
SZOLIJT,O,O,O,O,O,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,O,X,X,X
SZOJTIL,O,O,O,O,X,X,X,X
SZOJTLI,O,O,O,O,X,X,X,X
SZOJITL,O,O,X,O,X,X,X,X
SZOJILT,O,O,O,O,O,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,O,X,X,X
SOTILJZ,O,O,O,O,O,O,X,X
SOTILZJ,O,O,O,X,O,X,X,X
SOTIJLZ,O,O,O,O,O,O,X,X
SOTIJZL,O,O,O,O,X,O,X,X
SOTIZLJ,O,O,O,X,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X
SOTLIJZ,O,O,O,O,O,O,X,X
SOTLIZJ,O,O,O,X,O,X,X,X
SOTLJIZ,O,X,O,O,O,O,X,X
SOTLJZI,O,O,O,O,O,O,X,X
SOTLZIJ,O,O,O,X,O,X,X,X
SOTLZJI,O,O,O,O,O,X,X,X
SOTJILZ,O,X,O,O,O,O,X,X
SOTJIZL,O,X,O,O,X,O,X,X
SOTJLIZ,O,X,O,O,O,O,X,X
SOTJLZI,O,O,O,O,O,O,X,X
SOTJZIL,O,O,O,O,O,X,X,X
SOTJZLI,O,O,O,O,O,O,X,X
SOTZILJ,O,O,O,X,O,X,O,X
SOTZIJL,O,O,O,X,O,X,O,X
SOTZLIJ,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,O,O,X,X,X
SOTZJIL,O,O,O,O,O,X,X,X
SOTZJLI,O,O,O,O,O,X,X,X
SOITLJZ,O,X,O,O,X,O,X,X
SOITLZJ,O,X,O,X,X,X,X,X
SOITJLZ,O,X,O,O,X,O,X,X
SOITJZL,O,X,O,O,X,O,X,X
SOITZLJ,O,X,O,X,X,X,X,X
SOITZJL,O,X,O,X,X,X,X,X
SOILTJZ,O,X,O,O,X,O,X,X
SOILTZJ,O,X,O,X,X,X,X,X
SOILJTZ,O,X,O,O,X,O,X,X
SOILJZT,O,O,O,O,X,O,X,X
SOILZTJ,O,O,O,X,X,X,X,X
SOILZJT,O,O,O,O,X,X,X,X
SOIJTLZ,O,X,X,O,X,O,X,X
SOIJTZL,O,X,X,O,X,X,X,X
SOIJLTZ,O,X,O,O,X,O,X,X
SOIJLZT,O,O,O,O,X,O,X,X
SOIJZTL,O,O,X,O,X,X,X,X
SOIJZLT,O,O,X,O,X,O,X,X
SOIZTLJ,O,O,O,X,X,X,O,X
SOIZTJL,O,O,O,X,X,X,O,X
SOIZLTJ,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,O,X,X,X,X
SOIZJTL,O,O,X,X,X,X,O,X
SOIZJLT,O,O,O,X,X,X,X,X
SOLTIJZ,O,O,O,O,O,O,X,X
SOLTIZJ,O,O,O,X,O,X,X,X
SOLTJIZ,O,X,O,O,O,O,X,X
SOLTJZI,O,O,O,O,O,O,X,X
SOLTZIJ,O,O,O,X,O,X,X,X
SOLTZJI,O,O,O,O,O,X,X,X
SOLITJZ,O,X,O,O,X,O,X,X
SOLITZJ,O,X,O,X,X,X,X,X
SOLIJTZ,O,X,O,O,X,O,X,X
SOLIJZT,O,O,O,O,X,O,X,X
SOLIZTJ,O,O,O,X,X,X,X,X
SOLIZJT,O,O,O,O,X,X,X,X
SOLJTIZ,O,X,O,O,O,O,X,X
SOLJTZI,O,X,O,O,O,O,X,X
SOLJITZ,O,X,O,O,X,O,X,X
SOLJIZT,O,X,O,O,X,O,X,X
SOLJZTI,O,O,O,O,X,O,X,X
SOLJZIT,O,O,O,O,O,O,X,X
SOLZTIJ,O,O,O,X,X,X,X,X
SOLZTJI,O,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,O,X,X,X
SOLZIJT,O,O,O,O,O,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,O,X,X,X
SOJTILZ,O,X,O,O,O,O,X,X
SOJTIZL,O,X,O,O,X,O,X,X
SOJTLIZ,O,X,O,O,O,O,X,X
SOJTLZI,O,X,O,O,O,O,X,X
SOJTZIL,O,X,O,O,O,X,X,X
SOJTZLI,O,X,O,O,O,O,X,X
SOJITLZ,O,X,X,O,X,O,X,X
SOJITZL,O,X,X,O,X,X,X,X
SOJILTZ,O,X,O,O,X,O,X,X
SOJILZT,O,X,O,O,X,O,X,X
SOJIZTL,O,X,X,O,X,X,X,X
SOJIZLT,O,X,X,O,X,O,X,X
SOJLTIZ,O,X,O,O,O,O,X,X
SOJLTZI,O,X,O,O,O,O,X,X
SOJLITZ,O,X,O,O,X,O,X,X
SOJLIZT,O,X,O,O,X,O,X,X
SOJLZTI,O,O,O,O,X,O,X,X
SOJLZIT,O,O,O,O,O,O,X,X
SOJZTIL,O,X,O,O,X,X,X,X
SOJZTLI,O,O,O,O,X,O,X,X
SOJZITL,O,X,X,O,X,X,X,X
SOJZILT,O,O,O,O,O,O,X,X
SOJZLTI,O,O,O,O,X,O,X,X
SOJZLIT,O,O,O,O,O,O,X,X
SOZTILJ,O,O,O,X,X,X,O,X
SOZTIJL,O,O,O,X,X,X,O,X
SOZTLIJ,O,O,O,X,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X
SOZTJIL,O,O,O,O,X,X,X,X
SOZTJLI,O,O,O,O,X,X,X,X
SOZITLJ,O,O,O,X,X,X,O,X
SOZITJL,O,O,O,X,X,X,O,X
SOZILTJ,O,O,O,X,O,X,X,X
SOZILJT,O,O,O,O,O,X,X,X
SOZIJTL,O,O,X,X,X,X,O,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,O,X,O,X,X,X
SOZLIJT,O,O,O,O,O,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X
SOZJTIL,O,O,O,O,X,X,X,X
SOZJTLI,O,O,O,O,X,X,X,X
SOZJITL,O,O,X,O,X,X,X,X
SOZJILT,O,O,O,O,O,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X
ZTILJSO,O,O,X,O,O,X,O,X
ZTILJOS,O,O,X,X,O,X,O,O
ZTILSJO,O,O,X,X,X,O,O,X
ZTILSOJ,X,O,X,X,X,X,O,X
ZTILOJS,O,O,X,X,O,X,O,O
ZTILOSJ,O,O,X,X,O,X,O,X
ZTIJLSO,O,O,O,O,O,X,O,X
ZTIJLOS,O,O,X,X,O,X,O,X
ZTIJSLO,X,O,O,O,O,O,O,X
ZTIJSOL,X,O,O,O,O,O,O,X
ZTIJOLS,O,O,X,X,O,X,O,X
ZTIJOSL,O,O,O,O,O,O,O,X
ZTISLJO,X,O,O,X,X,O,O,X
ZTISLOJ,X,O,O,X,X,X,O,X
ZTISJLO,X,O,O,O,O,O,O,X
ZTISJOL,X,O,O,O,O,O,O,X
ZTISOLJ,X,O,O,X,O,X,O,X
ZTISOJL,X,O,O,X,O,X,O,X
ZTIOLJS,O,O,X,X,O,X,O,X
ZTIOLSJ,O,O,X,X,O,X,O,X
ZTIOJLS,O,O,X,X,O,X,O,X
ZTIOJSL,O,O,O,O,O,X,O,X
ZTIOSLJ,O,O,O,X,O,X,O,X
ZTIOSJL,O,O,O,X,O,X,O,X
ZTLIJSO,O,O,X,O,O,X,O,X
ZTLIJOS,O,O,X,X,O,X,O,O
ZTLISJO,O,O,X,X,X,O,O,X
ZTLISOJ,O,O,X,X,X,X,O,X
ZTLIOJS,O,O,X,X,O,X,O,O
ZTLIOSJ,O,O,X,X,O,X,O,X
ZTLJISO,O,O,O,O,O,X,X,X
ZTLJIOS,O,O,X,X,O,X,X,X
ZTLJSIO,O,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,X
ZTLJOIS,O,O,X,X,O,X,X,X
ZTLJOSI,O,O,O,O,O,X,X,X
ZTLSIJO,O,O,O,X,X,O,X,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,O,X,X
ZTLSJOI,O,O,O,X,X,O,X,X
ZTLSOIJ,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,X,X
ZTLOIJS,O,O,X,X,O,X,O,O
ZTLOISJ,O,O,X,X,O,X,O,X
ZTLOJIS,O,O,X,X,O,X,X,X
ZTLOJSI,O,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,X,O,X,X,X
ZTLOSJI,O,O,O,X,O,X,X,X
ZTJILSO,O,O,O,O,O,X,O,X
ZTJILOS,O,O,X,X,O,X,O,X
ZTJISLO,X,O,O,O,O,O,O,X
ZTJISOL,X,O,O,O,O,O,O,X
ZTJIOLS,O,O,X,X,O,X,O,X
ZTJIOSL,O,O,O,O,O,O,O,X
ZTJLISO,O,O,O,O,O,X,X,X
ZTJLIOS,O,O,X,X,O,X,X,X
ZTJLSIO,O,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,X,X,X,X
ZTJLOIS,O,O,X,X,O,X,X,X
ZTJLOSI,O,O,O,O,O,X,X,X
ZTJSILO,X,O,O,O,O,O,X,X
ZTJSIOL,X,O,O,O,O,O,X,X
ZTJSLIO,O,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,X,O,X,X
ZTJSOIL,O,O,O,O,O,X,X,X
ZTJSOLI,O,O,O,O,O,O,X,X
ZTJOILS,O,O,X,X,O,X,O,X
ZTJOISL,O,O,O,O,O,X,O,X
ZTJOLIS,O,O,X,X,O,X,X,X
ZTJOLSI,O,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,O,O,X,X,X
ZTJOSLI,O,O,O,O,O,O,X,X
ZTSILJO,O,O,O,X,X,O,O,X
ZTSILOJ,O,O,O,X,X,X,O,X
ZTSIJLO,O,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,O,O,O,O,X
ZTSIOLJ,O,O,O,X,O,X,O,X
ZTSIOJL,O,O,O,X,O,X,O,X
ZTSLIJO,O,O,O,X,X,O,X,X
ZTSLIOJ,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,X,X,X,X,X
ZTSLOJI,O,O,O,X,X,X,X,X
ZTSJILO,O,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,X,O,X,X
ZTSJOIL,O,O,O,O,O,X,X,X
ZTSJOLI,O,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,X,O,X,O,X
ZTSOIJL,O,O,O,X,O,X,O,X
ZTSOLIJ,O,O,O,X,O,X,X,X
ZTSOLJI,O,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,O,X,X,X
ZTSOJLI,O,O,O,O,O,X,X,X
ZTOILJS,O,O,X,X,O,X,O,X
ZTOILSJ,O,O,X,X,O,X,O,X
ZTOIJLS,O,O,X,X,O,X,O,X
ZTOIJSL,O,O,O,O,O,X,O,X
ZTOISLJ,O,O,O,X,O,X,O,X
ZTOISJL,O,O,O,X,O,X,O,X
ZTOLIJS,O,O,X,X,O,X,O,X
ZTOLISJ,O,O,X,X,O,X,O,X
ZTOLJIS,O,O,X,X,O,X,X,X
ZTOLJSI,O,O,O,O,O,X,X,X
ZTOLSIJ,O,O,O,X,O,X,X,X
ZTOLSJI,O,O,O,X,O,X,X,X
ZTOJILS,O,O,X,X,O,X,O,X
ZTOJISL,O,O,O,O,O,X,O,X
ZTOJLIS,O,O,X,X,O,X,X,X
ZTOJLSI,O,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,X,O,X,O,X
ZTOSIJL,O,O,O,X,O,X,O,X
ZTOSLIJ,O,O,O,X,O,X,X,X
ZTOSLJI,O,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,O,X,X,X
ZTOSJLI,O,O,O,O,O,X,X,X
ZITLJSO,X,O,X,X,X,X,O,X
ZITLJOS,X,O,X,X,X,X,O,O
ZITLSJO,X,O,X,X,X,O,O,X
ZITLSOJ,X,O,X,X,X,X,O,X
ZITLOJS,X,O,X,X,X,X,O,O
ZITLOSJ,X,O,X,X,X,X,O,X
ZITJLSO,X,O,X,X,O,X,O,X
ZITJLOS,X,O,X,X,O,X,O,X
ZITJSLO,X,O,X,O,X,O,O,X
ZITJSOL,X,O,X,O,X,O,O,X
ZITJOLS,X,O,X,X,O,X,O,X
ZITJOSL,X,O,X,X,X,O,O,X
ZITSLJO,X,O,X,X,X,O,O,X
ZITSLOJ,X,O,X,X,X,X,O,X
ZITSJLO,X,O,X,X,X,O,O,X
ZITSJOL,X,O,X,X,X,O,O,X
ZITSOLJ,X,O,X,X,X,X,O,X
ZITSOJL,X,O,X,X,X,X,O,X
ZITOLJS,X,O,X,X,O,X,O,X
ZITOLSJ,X,O,X,X,O,X,O,X
ZITOJLS,X,O,X,X,O,X,O,X
ZITOJSL,X,O,X,X,X,X,O,X
ZITOSLJ,X,O,X,X,X,X,O,X
ZITOSJL,X,O,X,X,X,X,O,X
ZILTJSO,O,O,X,X,X,X,O,X
ZILTJOS,O,O,X,X,X,X,O,O
ZILTSJO,X,O,X,X,X,O,O,X
ZILTSOJ,X,O,X,X,X,X,O,X
ZILTOJS,X,O,X,X,X,X,O,O
ZILTOSJ,X,O,X,X,X,X,O,X
ZILJTSO,O,O,X,X,O,X,X,X
ZILJTOS,O,O,X,X,O,X,X,X
ZILJSTO,O,O,X,O,O,X,X,X
ZILJSOT,O,O,X,O,O,X,X,X
ZILJOTS,O,O,X,X,O,X,O,O
ZILJOST,O,O,X,X,O,X,X,O
ZILSTJO,X,O,X,X,X,O,X,X
ZILSTOJ,X,O,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X
ZILSJOT,O,O,X,X,X,O,X,X
ZILSOTJ,X,O,X,X,X,X,X,X
ZILSOJT,X,O,X,X,X,X,X,X
ZILOTJS,O,O,X,X,O,X,O,O
ZILOTSJ,X,O,X,X,O,X,O,X
ZILOJTS,O,O,X,X,O,X,O,O
ZILOJST,O,O,X,X,O,X,X,O
ZILOSTJ,X,O,X,X,O,X,X,X
ZILOSJT,O,O,X,X,O,X,X,X
ZIJTLSO,X,O,X,X,O,X,O,X
ZIJTLOS,X,O,X,X,O,X,O,X
ZIJTSLO,X,O,X,O,X,X,O,X
ZIJTSOL,X,O,X,O,X,X,O,X
ZIJTOLS,X,O,X,X,O,X,O,X
ZIJTOSL,X,O,X,X,X,X,O,X
ZIJLTSO,O,O,X,X,O,X,X,X
ZIJLTOS,O,O,X,X,O,X,X,X
ZIJLSTO,O,O,X,O,O,X,X,X
ZIJLSOT,O,O,X,O,O,X,X,X
ZIJLOTS,O,O,X,X,O,X,O,X
ZIJLOST,O,O,X,X,O,X,X,X
ZIJSTLO,X,O,X,O,X,X,X,X
ZIJSTOL,X,O,X,O,X,X,X,X
ZIJSLTO,X,O,X,O,O,X,X,X
ZIJSLOT,X,O,X,O,O,O,X,X
ZIJSOTL,X,O,X,O,X,X,O,X
ZIJSOLT,X,O,X,O,O,O,X,X
ZIJOTLS,O,O,X,X,O,X,O,X
ZIJOTSL,O,X,X,X,X,X,O,X
ZIJOLTS,O,O,X,X,O,X,O,X
ZIJOLST,O,O,X,X,O,X,X,X
ZIJOSTL,O,X,X,O,X,X,O,X
ZIJOSLT,O,O,X,O,O,O,X,X
ZISTLJO,X,O,O,X,X,O,O,X
ZISTLOJ,X,O,O,X,X,X,O,X
ZISTJLO,X,O,O,X,X,O,O,X
ZISTJOL,X,O,O,X,X,O,O,X
ZISTOLJ,X,O,O,X,X,X,O,X
ZISTOJL,X,O,O,X,X,X,O,X
ZISLTJO,X,O,O,X,X,O,X,X
ZISLTOJ,X,O,O,X,X,X,X,X
ZISLJTO,X,O,O,X,X,X,X,X
ZISLJOT,X,O,O,X,X,O,X,X
ZISLOTJ,X,O,O,X,X,X,X,X
ZISLOJT,X,O,O,X,X,X,X,X
ZISJTLO,X,O,X,O,X,X,X,X
ZISJTOL,X,O,X,O,X,X,X,X
ZISJLTO,X,O,O,O,O,X,X,X
ZISJLOT,X,O,O,O,O,O,X,X
ZISJOTL,X,O,X,O,X,X,O,X
ZISJOLT,X,O,O,O,O,O,X,X
ZISOTLJ,X,O,O,X,X,X,O,X
ZISOTJL,X,O,O,X,X,X,O,X
ZISOLTJ,X,O,O,X,O,X,X,X
ZISOLJT,X,O,O,X,O,X,X,X
ZISOJTL,X,O,X,X,X,X,O,X
ZISOJLT,X,O,O,X,O,X,X,X
ZIOTLJS,O,O,X,X,O,X,O,X
ZIOTLSJ,X,O,X,X,O,X,O,X
ZIOTJLS,O,O,X,X,O,X,O,X
ZIOTJSL,O,O,X,X,X,X,O,X
ZIOTSLJ,X,O,X,X,X,X,O,X
ZIOTSJL,X,O,X,X,X,X,O,X
ZIOLTJS,O,O,X,X,O,X,O,X
ZIOLTSJ,X,O,X,X,O,X,O,X
ZIOLJTS,O,O,X,X,O,X,O,X
ZIOLJST,O,O,X,X,O,X,X,X
ZIOLSTJ,X,O,X,X,O,X,X,X
ZIOLSJT,O,O,X,X,O,X,X,X
ZIOJTLS,O,O,X,X,O,X,O,X
ZIOJTSL,O,X,X,X,X,X,O,X
ZIOJLTS,O,O,X,X,O,X,O,X
ZIOJLST,O,O,X,X,O,X,X,X
ZIOJSTL,O,X,X,O,X,X,O,X
ZIOJSLT,O,O,X,O,O,X,X,X
ZIOSTLJ,X,O,O,X,X,X,O,X
ZIOSTJL,X,O,O,X,X,X,O,X
ZIOSLTJ,X,O,O,X,O,X,X,X
ZIOSLJT,O,O,O,X,O,X,X,X
ZIOSJTL,O,O,X,X,X,X,O,X
ZIOSJLT,O,O,O,X,O,X,X,X
ZLTIJSO,O,O,X,X,X,X,O,X
ZLTIJOS,O,O,X,X,X,X,O,O
ZLTISJO,O,O,X,X,X,O,O,X
ZLTISOJ,O,O,X,X,X,X,O,X
ZLTIOJS,O,O,X,X,X,X,O,O
ZLTIOSJ,O,O,X,X,X,X,O,X
ZLTJISO,O,O,X,X,X,X,X,X
ZLTJIOS,O,O,X,X,X,X,X,X
ZLTJSIO,O,O,X,X,X,X,X,X
ZLTJSOI,O,O,X,X,X,X,X,X
