sequence,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nB6tBOtBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nBOtB6tBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBunB?coBFlB3qBSyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?FlB8sB+tB3qB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBSoB?FlBUoB3qBWyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?1qBGtBUqBXtB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBGjB?1qBqsB/tBUqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBFlB?GoB3qBUtBCtB
SJZILTO,X,O,X,O,X,X,X,X
SJZILOT,X,X,X,O,X,X,X,X
SJZIOTL,X,O,X,O,X,X,X,O
SJZIOLT,X,O,X,O,X,X,X,X
SJZLTIO,X,O,X,O,O,X,X,O
SJZLTOI,X,X,X,O,O,X,X,O
SJZLITO,X,O,X,O,X,X,X,X
SJZLIOT,X,X,X,O,X,X,X,X
SJZLOTI,X,X,X,O,O,X,X,O
SJZLOIT,X,X,X,O,X,X,X,X
SJZOTIL,X,O,X,O,O,X,X,O
SJZOTLI,X,O,X,O,O,X,X,O
SJZOITL,X,O,X,O,X,X,X,O
SJZOILT,X,O,X,O,X,X,X,X
SJZOLTI,X,O,X,O,O,X,X,O
SJZOLIT,X,O,X,O,X,X,X,X
SJOTILZ,X,X,O,O,O,O,X,X
SJOTIZL,X,O,X,O,O,O,X,O
SJOTLIZ,X,X,O,O,O,O,X,X
SJOTLZI,X,X,O,O,O,O,X,X
SJOTZIL,X,O,X,O,O,O,X,O
SJOTZLI,X,O,X,O,O,O,X,O
SJOITLZ,X,X,X,O,O,X,X,X
SJOITZL,X,O,X,O,O,X,X,X
SJOILTZ,X,X,X,X,O,O,X,X
SJOILZT,X,X,O,O,X,X,X,X
SJOIZTL,X,O,X,O,X,X,X,X
SJOIZLT,X,O,X,O,X,X,X,X
SJOLTIZ,X,X,O,O,O,O,X,X
SJOLTZI,X,X,O,O,O,O,X,X
SJOLITZ,X,X,X,X,O,O,X,X
SJOLIZT,X,X,O,O,X,X,X,X
SJOLZTI,X,X,O,O,O,X,X,X
SJOLZIT,X,X,O,O,X,X,X,X
SJOZTIL,X,O,X,O,O,X,X,O
SJOZTLI,X,O,X,O,O,X,X,O
SJOZITL,X,O,X,O,X,X,X,O
SJOZILT,X,O,X,O,X,X,X,X
SJOZLTI,X,O,X,O,O,X,X,O
SJOZLIT,X,O,X,O,X,X,X,X
SZTILJO,O,O,O,X,X,X,X,O
SZTILOJ,O,X,O,X,X,X,X,O
SZTIJLO,O,O,X,O,O,X,X,O
SZTIJOL,X,O,X,O,O,X,X,O
SZTIOLJ,O,X,O,X,X,X,X,O
SZTIOJL,X,O,X,O,O,X,X,O
SZTLIJO,O,O,O,X,X,X,X,O
SZTLIOJ,O,X,O,X,X,X,X,O
SZTLJIO,O,O,O,X,X,X,X,O
SZTLJOI,X,X,O,X,X,X,X,O
SZTLOIJ,O,X,O,X,X,X,X,O
SZTLOJI,X,X,O,X,X,X,X,O
SZTJILO,O,O,X,O,O,X,X,O
SZTJIOL,X,O,X,O,O,X,X,O
SZTJLIO,O,O,X,O,O,X,X,O
SZTJLOI,X,X,X,O,O,X,X,O
SZTJOIL,X,O,X,O,O,X,X,O
SZTJOLI,X,X,X,O,O,X,X,O
SZTOILJ,O,X,O,X,X,X,X,O
SZTOIJL,X,O,X,O,O,X,X,O
SZTOLIJ,O,X,O,X,X,X,X,O
SZTOLJI,X,X,O,X,X,X,X,O
SZTOJIL,X,O,X,O,O,X,X,O
SZTOJLI,X,X,X,O,O,X,X,O
SZITLJO,O,O,X,X,X,X,X,O
SZITLOJ,O,X,X,X,X,X,X,O
SZITJLO,O,O,X,X,X,X,X,O
SZITJOL,X,O,X,X,X,X,X,O
SZITOLJ,O,X,X,X,X,X,X,O
SZITOJL,X,O,X,X,X,X,X,O
SZILTJO,O,O,O,X,X,X,X,X
SZILTOJ,O,X,O,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X,X
SZILJOT,X,X,O,X,X,X,X,X
SZILOTJ,O,X,O,X,X,X,X,X
SZILOJT,O,X,O,X,X,X,X,X
SZIJTLO,O,O,X,O,X,X,X,O
SZIJTOL,X,O,X,O,X,X,X,O
SZIJLTO,O,O,X,O,X,X,X,X
SZIJLOT,X,X,X,O,X,X,X,X
SZIJOTL,X,O,X,O,X,X,X,O
SZIJOLT,X,O,X,O,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,O
SZIOTJL,O,O,X,X,X,X,X,O
SZIOLTJ,O,O,O,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X
SZIOJTL,O,O,X,O,X,X,X,O
SZIOJLT,O,O,X,O,X,X,X,X
SZLTIJO,O,O,O,X,X,X,X,O
SZLTIOJ,O,X,O,X,X,X,X,O
SZLTJIO,O,O,O,X,X,X,X,O
SZLTJOI,X,X,O,X,X,X,X,O
SZLTOIJ,O,X,O,X,X,X,X,O
SZLTOJI,X,X,O,X,X,X,X,O
SZLITJO,O,O,O,X,X,X,X,X
SZLITOJ,O,X,O,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X,X
SZLIJOT,X,X,O,X,X,X,X,X
SZLIOTJ,O,X,O,X,X,X,X,X
SZLIOJT,O,X,O,X,X,X,X,X
SZLJTIO,O,O,O,X,X,X,X,O
SZLJTOI,X,X,O,X,X,X,X,O
SZLJITO,O,O,O,X,X,X,X,X
SZLJIOT,X,X,O,X,X,X,X,X
SZLJOTI,X,X,O,X,X,X,X,O
SZLJOIT,X,X,O,X,X,X,X,X
SZLOTIJ,O,X,O,X,X,X,X,O
SZLOTJI,O,X,O,X,X,X,X,O
SZLOITJ,O,X,O,X,X,X,X,X
SZLOIJT,O,X,O,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,O
SZLOJIT,O,X,O,X,X,X,X,X
SZJTILO,O,O,X,O,O,X,X,O
SZJTIOL,X,O,X,O,O,X,X,O
SZJTLIO,O,O,X,O,O,X,X,O
SZJTLOI,X,X,X,O,O,X,X,O
SZJTOIL,X,O,X,O,O,X,X,O
SZJTOLI,X,X,X,O,O,X,X,O
SZJITLO,O,O,X,O,X,X,X,O
SZJITOL,X,O,X,O,X,X,X,O
SZJILTO,O,O,X,O,X,X,X,X
SZJILOT,X,X,X,O,X,X,X,X
SZJIOTL,X,O,X,O,X,X,X,O
SZJIOLT,X,O,X,O,X,X,X,X
SZJLTIO,O,O,X,O,O,X,X,O
SZJLTOI,X,X,X,O,O,X,X,O
SZJLITO,O,O,X,O,X,X,X,X
SZJLIOT,X,X,X,O,X,X,X,X
SZJLOTI,X,X,X,O,O,X,X,O
SZJLOIT,X,X,X,O,X,X,X,X
SZJOTIL,X,O,X,O,O,X,X,O
SZJOTLI,X,O,X,O,O,X,X,O
SZJOITL,X,O,X,O,X,X,X,O
SZJOILT,X,O,X,O,X,X,X,X
SZJOLTI,X,O,X,O,O,X,X,O
SZJOLIT,X,O,X,O,X,X,X,X
SZOTILJ,O,O,O,X,X,X,X,O
SZOTIJL,O,O,X,O,O,X,X,O
SZOTLIJ,O,O,O,X,X,X,X,O
SZOTLJI,O,O,O,X,X,X,X,O
SZOTJIL,O,O,X,O,O,X,X,O
SZOTJLI,O,O,X,O,O,X,X,O
SZOITLJ,O,O,X,X,X,X,X,O
SZOITJL,O,O,X,X,X,X,X,O
SZOILTJ,O,O,O,X,X,X,X,X
SZOILJT,O,O,O,X,X,X,X,X
SZOIJTL,O,O,X,O,X,X,X,O
SZOIJLT,O,O,X,O,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,O
SZOLTJI,O,O,O,X,X,X,X,O
SZOLITJ,O,O,O,X,X,X,X,X
SZOLIJT,O,O,O,X,X,X,X,X
SZOLJTI,O,O,O,X,X,X,X,O
SZOLJIT,O,O,O,X,X,X,X,X
SZOJTIL,O,O,X,O,O,X,X,O
SZOJTLI,O,O,X,O,O,X,X,O
SZOJITL,O,O,X,O,X,X,X,O
SZOJILT,O,O,X,O,X,X,X,X
SZOJLTI,O,O,X,O,O,X,X,O
SZOJLIT,O,O,X,O,X,X,X,X
SOTILJZ,X,X,O,O,O,X,O,X
SOTILZJ,O,X,O,X,X,X,O,O
SOTIJLZ,X,X,O,O,O,O,X,X
SOTIJZL,X,O,X,O,O,O,X,O
SOTIZLJ,O,O,O,X,X,X,X,O
SOTIZJL,O,O,X,O,O,X,X,O
SOTLIJZ,X,X,O,O,O,X,O,X
SOTLIZJ,O,X,O,X,X,X,O,O
SOTLJIZ,X,X,O,O,O,X,O,X
SOTLJZI,X,X,O,O,O,X,O,X
SOTLZIJ,O,X,O,X,X,X,O,O
SOTLZJI,O,X,O,X,X,X,O,O
SOTJILZ,X,X,O,O,O,O,X,X
SOTJIZL,X,O,X,O,O,O,X,O
SOTJLIZ,X,X,O,O,O,O,X,X
SOTJLZI,X,X,O,O,O,O,X,X
SOTJZIL,X,O,X,O,O,O,X,O
SOTJZLI,X,O,X,O,O,O,X,O
SOTZILJ,O,O,O,X,X,X,X,O
SOTZIJL,O,O,X,O,O,X,X,O
SOTZLIJ,O,O,O,X,X,X,X,O
SOTZLJI,O,O,O,X,X,X,X,O
SOTZJIL,O,O,X,O,O,X,X,O
SOTZJLI,O,O,X,O,O,X,X,O
SOITLJZ,X,X,O,O,O,X,X,X
SOITLZJ,O,X,O,X,X,X,X,O
SOITJLZ,X,X,O,O,O,X,X,X
SOITJZL,X,O,X,O,O,X,X,O
SOITZLJ,O,O,O,X,X,X,X,O
SOITZJL,O,O,X,O,O,X,X,O
SOILTJZ,X,X,O,X,X,X,O,X
SOILTZJ,O,X,O,X,X,X,X,X
SOILJTZ,X,X,X,X,X,X,O,X
SOILJZT,X,X,O,O,X,X,O,X
SOILZTJ,O,X,O,X,X,X,X,X
SOILZJT,O,X,O,X,X,X,O,X
SOIJTLZ,X,X,X,O,O,X,X,X
SOIJTZL,X,O,X,O,O,X,X,X
SOIJLTZ,X,X,X,X,O,O,X,X
SOIJLZT,X,X,O,O,X,X,X,X
SOIJZTL,X,O,X,O,X,X,X,X
SOIJZLT,X,O,X,O,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,O
SOIZTJL,O,O,X,X,X,X,X,O
SOIZLTJ,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X,X
SOIZJTL,O,O,X,O,X,X,X,O
SOIZJLT,O,O,X,O,X,X,X,X
SOLTIJZ,X,X,O,O,O,X,O,X
SOLTIZJ,O,X,O,X,X,X,O,O
SOLTJIZ,X,X,O,O,O,X,O,X
SOLTJZI,X,X,O,O,O,X,O,X
SOLTZIJ,O,X,O,X,X,X,O,O
SOLTZJI,O,X,O,X,X,X,O,O
SOLITJZ,X,X,O,X,X,X,O,X
SOLITZJ,O,X,O,X,X,X,O,X
SOLIJTZ,X,X,X,X,X,X,O,X
SOLIJZT,X,X,O,O,X,X,O,X
SOLIZTJ,O,X,O,X,X,X,X,X
SOLIZJT,O,X,O,X,X,X,O,X
SOLJTIZ,X,X,O,O,O,X,O,X
SOLJTZI,X,X,O,O,O,X,O,X
SOLJITZ,X,X,X,X,O,X,O,X
SOLJIZT,X,X,O,O,X,X,O,X
SOLJZTI,X,X,O,O,O,X,O,X
SOLJZIT,X,X,O,O,X,X,O,X
SOLZTIJ,O,X,O,X,X,X,O,O
SOLZTJI,O,X,O,X,X,X,O,O
SOLZITJ,O,X,O,X,X,X,X,X
SOLZIJT,O,X,O,X,X,X,O,X
SOLZJTI,O,X,O,X,X,X,O,O
SOLZJIT,O,X,O,X,X,X,O,X
SOJTILZ,X,X,O,O,O,O,X,X
SOJTIZL,X,O,X,O,O,O,X,O
SOJTLIZ,X,X,O,O,O,O,X,X
SOJTLZI,X,X,O,O,O,O,X,X
SOJTZIL,X,O,X,O,O,O,X,O
SOJTZLI,X,O,X,O,O,O,X,O
SOJITLZ,X,X,X,O,O,X,X,X
SOJITZL,X,O,X,O,O,X,X,X
SOJILTZ,X,X,X,X,O,O,X,X
SOJILZT,X,X,O,O,X,X,X,X
SOJIZTL,X,O,X,O,X,X,X,X
SOJIZLT,X,O,X,O,X,X,X,X
SOJLTIZ,X,X,O,O,O,O,X,X
SOJLTZI,X,X,O,O,O,O,X,X
SOJLITZ,X,X,X,X,O,O,X,X
SOJLIZT,X,X,O,O,X,X,X,X
SOJLZTI,X,X,O,O,O,X,X,X
SOJLZIT,X,X,O,O,X,X,X,X
SOJZTIL,X,O,X,O,O,X,X,O
SOJZTLI,X,O,X,O,O,X,X,O
SOJZITL,X,O,X,O,X,X,X,O
SOJZILT,X,O,X,O,X,X,X,X
SOJZLTI,X,O,X,O,O,X,X,O
SOJZLIT,X,O,X,O,X,X,X,X
SOZTILJ,O,O,O,X,X,X,X,O
SOZTIJL,O,O,X,O,O,X,X,O
SOZTLIJ,O,O,O,X,X,X,X,O
SOZTLJI,O,O,O,X,X,X,X,O
SOZTJIL,O,O,X,O,O,X,X,O
SOZTJLI,O,O,X,O,O,X,X,O
SOZITLJ,O,O,X,X,X,X,X,O
SOZITJL,O,O,X,X,X,X,X,O
SOZILTJ,O,O,O,X,X,X,X,X
SOZILJT,O,O,O,X,X,X,X,X
SOZIJTL,O,O,X,O,X,X,X,O
SOZIJLT,O,O,X,O,X,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,O
SOZLTJI,O,O,O,X,X,X,X,O
SOZLITJ,O,O,O,X,X,X,X,X
SOZLIJT,O,O,O,X,X,X,X,X
SOZLJTI,O,O,O,X,X,X,X,O
SOZLJIT,O,O,O,X,X,X,X,X
SOZJTIL,O,O,X,O,O,X,X,O
SOZJTLI,O,O,X,O,O,X,X,O
SOZJITL,O,O,X,O,X,X,X,O
SOZJILT,O,O,X,O,X,X,X,X
SOZJLTI,O,O,X,O,O,X,X,O
SOZJLIT,O,O,X,O,X,X,X,X
ZTILJSO,O,O,O,X,X,X,X,X
ZTILJOS,X,X,O,X,X,X,X,X
ZTILSJO,O,O,O,X,X,X,O,X
ZTILSOJ,O,X,O,X,X,X,O,X
ZTILOJS,O,X,O,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,O,X
ZTIJLSO,O,O,X,O,X,X,X,X
ZTIJLOS,X,X,X,O,O,X,X,X
ZTIJSLO,O,O,X,O,X,O,X,X
ZTIJSOL,X,O,X,O,X,O,X,X
ZTIJOLS,X,O,X,O,O,X,X,X
ZTIJOSL,X,O,X,O,X,O,X,O
ZTISLJO,O,O,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X
ZTISJOL,X,O,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,X,X
ZTISOJL,X,O,X,X,X,X,X,X
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,O,X
ZTIOJLS,O,O,X,O,O,X,X,X
ZTIOJSL,O,O,X,O,X,O,X,O
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X,X
ZTLIJOS,X,X,O,X,X,X,X,X
ZTLISJO,O,O,O,X,X,X,O,X
ZTLISOJ,O,X,O,X,X,X,O,X
ZTLIOJS,O,X,O,X,X,X,X,X
ZTLIOSJ,O,X,O,X,X,X,O,X
ZTLJISO,O,O,O,X,X,X,X,X
ZTLJIOS,X,X,O,X,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X,X
ZTLJSOI,X,X,O,X,X,X,X,X
ZTLJOIS,X,X,O,X,X,X,X,X
ZTLJOSI,X,X,O,X,X,X,X,O
ZTLSIJO,O,O,O,X,X,X,O,X
ZTLSIOJ,O,X,O,X,X,X,O,X
ZTLSJIO,O,O,O,X,X,X,O,X
ZTLSJOI,X,X,O,X,X,X,O,X
ZTLSOIJ,O,X,O,X,X,X,O,X
ZTLSOJI,X,X,O,X,X,X,O,X
ZTLOIJS,O,X,O,X,X,X,X,X
ZTLOISJ,O,X,O,X,X,X,O,X
ZTLOJIS,O,X,O,X,X,X,X,X
ZTLOJSI,O,X,O,X,X,X,X,O
ZTLOSIJ,O,X,O,X,X,X,O,X
ZTLOSJI,O,X,O,X,X,X,O,X
ZTJILSO,O,O,X,O,X,O,X,X
ZTJILOS,X,X,X,O,O,O,X,X
ZTJISLO,O,O,X,O,X,O,X,X
ZTJISOL,X,O,X,O,X,O,X,X
ZTJIOLS,X,O,X,O,O,O,X,X
ZTJIOSL,X,O,X,O,X,O,X,O
ZTJLISO,O,O,X,O,X,O,X,X
ZTJLIOS,X,X,X,O,O,O,X,X
ZTJLSIO,O,O,X,O,X,O,X,X
ZTJLSOI,X,X,X,O,X,O,X,X
ZTJLOIS,X,X,X,O,O,O,X,X
ZTJLOSI,X,X,X,O,O,O,X,O
ZTJSILO,O,O,X,O,X,O,X,O
ZTJSIOL,X,O,X,O,X,O,X,O
ZTJSLIO,O,O,X,O,X,O,X,O
ZTJSLOI,X,X,X,O,X,O,X,O
ZTJSOIL,X,O,X,O,X,O,X,O
ZTJSOLI,X,X,X,O,X,O,X,O
ZTJOILS,X,O,X,O,O,O,X,X
ZTJOISL,X,O,X,O,X,O,X,O
ZTJOLIS,X,O,X,O,O,O,X,X
ZTJOLSI,X,O,X,O,O,O,X,O
ZTJOSIL,X,O,X,O,X,O,X,O
ZTJOSLI,X,O,X,O,X,O,X,O
ZTSILJO,O,O,X,X,X,X,X,O
ZTSILOJ,O,X,X,X,X,X,X,O
ZTSIJLO,O,O,X,X,X,X,X,O
ZTSIJOL,X,O,X,X,X,X,X,O
ZTSIOLJ,O,X,X,X,X,X,X,O
ZTSIOJL,X,O,X,X,X,X,X,O
ZTSLIJO,O,O,X,X,X,X,X,O
ZTSLIOJ,O,X,X,X,X,X,X,O
ZTSLJIO,O,O,X,X,X,X,X,O
ZTSLJOI,X,X,X,X,X,X,X,O
ZTSLOIJ,O,X,X,X,X,X,X,O
ZTSLOJI,X,X,X,X,X,X,X,O
ZTSJILO,O,O,X,X,X,X,X,O
ZTSJIOL,X,O,X,X,X,X,X,O
ZTSJLIO,O,O,X,X,X,X,X,O
ZTSJLOI,X,X,X,X,X,X,X,O
ZTSJOIL,X,O,X,X,X,X,X,O
ZTSJOLI,X,X,X,X,X,X,X,O
ZTSOILJ,O,X,X,X,X,X,X,O
ZTSOIJL,X,O,X,X,X,X,X,O
ZTSOLIJ,O,X,X,X,X,X,X,O
ZTSOLJI,X,X,X,X,X,X,X,O
ZTSOJIL,X,O,X,X,X,X,X,O
ZTSOJLI,X,X,X,X,X,X,X,O
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,O,X
ZTOIJLS,O,O,X,O,O,X,X,X
ZTOIJSL,O,O,X,O,X,O,X,O
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,O,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,X,O
ZTOLSIJ,O,O,O,X,X,X,O,X
ZTOLSJI,O,O,O,X,X,X,O,X
ZTOJILS,O,O,X,O,O,O,X,X
ZTOJISL,O,O,X,O,X,O,X,O
ZTOJLIS,O,O,X,O,O,O,X,X
ZTOJLSI,O,O,X,O,O,O,X,O
ZTOJSIL,O,O,X,O,X,O,X,O
ZTOJSLI,O,O,X,O,X,O,X,O
ZTOSILJ,O,O,X,X,X,X,X,O
ZTOSIJL,O,O,X,X,X,X,X,O
ZTOSLIJ,O,O,X,X,X,X,X,O
ZTOSLJI,O,O,X,X,X,X,X,O
ZTOSJIL,O,O,X,X,X,X,X,O
ZTOSJLI,O,O,X,X,X,X,X,O
ZITLJSO,O,O,O,X,X,X,X,X
ZITLJOS,X,X,O,X,X,X,X,X
ZITLSJO,O,O,O,X,X,X,O,X
ZITLSOJ,O,X,O,X,X,X,O,X
ZITLOJS,O,X,O,X,X,X,X,X
ZITLOSJ,O,X,O,X,X,X,O,X
ZITJLSO,O,O,X,O,X,X,X,X
ZITJLOS,X,X,X,O,O,X,X,X
ZITJSLO,O,O,X,O,X,O,X,X
ZITJSOL,X,O,X,O,X,O,X,X
ZITJOLS,X,O,X,O,O,X,X,X
ZITJOSL,X,O,X,O,X,O,X,O
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,X,O,X,X,X,X,X,X
ZITSOLJ,O,X,X,X,X,X,X,X
ZITSOJL,X,O,X,X,X,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,O,X
ZITOJLS,O,O,X,O,O,X,X,X
ZITOJSL,O,O,X,O,X,O,X,O
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,O,O,O,X,X,X,X,X
ZILTJOS,X,X,O,X,X,X,X,X
ZILTSJO,O,O,O,X,X,X,O,X
ZILTSOJ,O,X,O,X,X,X,O,X
ZILTOJS,O,X,O,X,X,X,X,X
ZILTOSJ,O,X,O,X,X,X,O,X
ZILJTSO,O,O,O,X,X,X,X,X
ZILJTOS,X,X,O,X,X,X,X,X
ZILJSTO,O,O,O,X,X,X,X,X
ZILJSOT,X,X,O,X,X,X,X,X
ZILJOTS,O,O,O,X,X,X,X,X
ZILJOST,O,O,O,X,X,X,X,X
ZILSTJO,O,O,O,X,X,X,O,X
ZILSTOJ,O,X,O,X,X,X,O,X
ZILSJTO,O,O,O,X,X,X,O,X
ZILSJOT,X,X,O,X,X,X,O,X
ZILSOTJ,O,X,O,X,X,X,X,X
ZILSOJT,O,X,O,X,X,X,O,X
ZILOTJS,O,O,O,X,X,X,X,X
ZILOTSJ,O,O,O,X,X,X,X,X
ZILOJTS,O,O,O,X,X,X,X,X
ZILOJST,O,O,O,X,X,X,X,X
ZILOSTJ,O,O,O,X,X,X,X,X
ZILOSJT,O,O,O,X,X,X,O,X
ZIJTLSO,O,O,X,O,X,X,X,X
ZIJTLOS,X,X,X,O,O,X,X,X
ZIJTSLO,O,O,X,O,X,O,X,X
ZIJTSOL,X,O,X,O,X,O,X,X
ZIJTOLS,X,O,X,O,O,X,X,X
ZIJTOSL,X,O,X,O,X,O,X,O
ZIJLTSO,O,O,X,O,X,X,X,X
ZIJLTOS,X,X,X,O,O,O,X,X
ZIJLSTO,O,O,X,O,X,X,X,X
ZIJLSOT,X,X,X,O,X,X,X,X
ZIJLOTS,O,O,X,O,X,O,X,X
ZIJLOST,O,O,X,O,X,X,X,X
ZIJSTLO,O,O,X,O,X,X,X,O
ZIJSTOL,X,O,X,O,X,X,X,O
ZIJSLTO,O,O,X,O,X,X,X,X
ZIJSLOT,X,X,X,O,X,X,X,X
ZIJSOTL,X,O,X,O,X,X,X,O
ZIJSOLT,X,O,X,O,X,X,X,X
ZIJOTLS,O,O,X,O,X,X,X,X
ZIJOTSL,O,O,X,O,X,X,X,O
ZIJOLTS,O,O,X,O,X,O,X,X
ZIJOLST,O,O,X,O,X,X,X,X
ZIJOSTL,O,O,X,O,X,X,X,O
ZIJOSLT,O,O,X,O,X,X,X,X
ZISTLJO,O,O,X,X,X,X,X,O
ZISTLOJ,O,X,X,X,X,X,X,O
ZISTJLO,O,O,X,X,X,X,X,O
ZISTJOL,X,O,X,X,X,X,X,O
ZISTOLJ,O,X,X,X,X,X,X,O
ZISTOJL,X,O,X,X,X,X,X,O
ZISLTJO,O,O,O,X,X,X,X,X
ZISLTOJ,O,X,O,X,X,X,X,X
ZISLJTO,O,O,O,X,X,X,X,X
ZISLJOT,X,X,O,X,X,X,X,X
ZISLOTJ,O,X,O,X,X,X,X,X
ZISLOJT,O,X,O,X,X,X,X,X
ZISJTLO,O,O,X,O,X,X,X,O
ZISJTOL,X,O,X,O,X,X,X,O
ZISJLTO,O,O,X,O,X,X,X,X
ZISJLOT,X,X,X,O,X,X,X,X
ZISJOTL,X,O,X,O,X,X,X,O
ZISJOLT,X,O,X,O,X,X,X,X
ZISOTLJ,O,O,X,X,X,X,X,O
ZISOTJL,O,O,X,X,X,X,X,O
ZISOLTJ,O,O,O,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X,X
ZISOJTL,O,O,X,O,X,X,X,O
ZISOJLT,O,O,X,O,X,X,X,X
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,X,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,O
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,O,X,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X,X,X
ZIOLJST,O,O,O,X,X,X,X,X
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,O,X
ZIOJTLS,O,O,X,O,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X,O
ZIOJLTS,O,O,X,O,X,O,X,X
ZIOJLST,O,O,X,O,X,X,X,X
ZIOJSTL,O,O,X,X,X,X,X,O
ZIOJSLT,O,O,X,O,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,O
ZIOSTJL,O,O,X,X,X,X,X,O
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,O
ZIOSJLT,O,O,X,X,X,X,X,X
ZLTIJSO,O,O,O,X,X,X,X,X
ZLTIJOS,X,X,O,X,X,X,X,X
ZLTISJO,O,O,O,X,X,X,O,X
ZLTISOJ,O,X,O,X,X,X,O,X
ZLTIOJS,O,X,O,X,X,X,X,X
ZLTIOSJ,O,X,O,X,X,X,O,X
ZLTJISO,O,O,O,X,X,X,X,X
ZLTJIOS,X,X,O,X,X,X,X,X
ZLTJSIO,O,O,O,X,X,X,X,X
ZLTJSOI,X,X,O,X,X,X,X,X
ZLTJOIS,X,X,O,X,X,X,X,X
ZLTJOSI,X,X,O,X,X,X,X,O
ZLTSIJO,O,O,O,X,X,X,O,X
ZLTSIOJ,O,X,O,X,X,X,O,X
ZLTSJIO,O,O,O,X,X,X,O,X
ZLTSJOI,X,X,O,X,X,X,O,X
ZLTSOIJ,O,X,O,X,X,X,O,X
ZLTSOJI,X,X,O,X,X,X,O,X
ZLTOIJS,O,X,O,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,X,O,X
ZLTOJIS,O,X,O,X,X,X,X,X
ZLTOJSI,O,X,O,X,X,X,X,O
ZLTOSIJ,O,X,O,X,X,X,O,X
ZLTOSJI,O,X,O,X,X,X,O,X
ZLITJSO,O,O,O,X,X,X,X,X
ZLITJOS,X,X,O,X,X,X,X,X
ZLITSJO,O,O,O,X,X,X,O,X
ZLITSOJ,O,X,O,X,X,X,O,X
ZLITOJS,O,X,O,X,X,X,X,X
ZLITOSJ,O,X,O,X,X,X,O,X
ZLIJTSO,O,O,O,X,X,X,X,X
ZLIJTOS,X,X,O,X,X,X,X,X
ZLIJSTO,O,O,O,X,X,X,X,X
ZLIJSOT,X,X,O,X,X,X,X,X
ZLIJOTS,O,O,O,X,X,X,X,X
