sequence,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBOnBXjBStB0rBFrB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB6oBmnBxrBcrBXsB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB3hBGjBUoBxrBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBVnBUmBXoBGoBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgBRiB+oB3nB0rBirB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBUmBFnBXoBGoBywB
OJISLTZ,X,O,X,X,O,X
OJISLZT,X,O,X,X,O,X
OJISZTL,X,X,O,O,O,O
OJISZLT,X,X,O,X,O,X
OJIZTLS,O,O,O,X,X,X
OJIZTSL,X,X,O,O,O,O
OJIZLTS,O,O,O,X,X,X
OJIZLST,O,O,O,X,X,X
OJIZSTL,X,X,O,O,O,O
OJIZSLT,O,X,O,X,O,X
OJLTISZ,X,O,X,X,X,X
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,X,O,X,X,O,X
OJLTSZI,X,X,X,O,O,X
OJLTZIS,X,O,X,O,X,X
OJLTZSI,X,X,X,O,O,X
OJLITSZ,X,O,X,X,X,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,O,X,X,X,X
OJLIZTS,O,O,X,X,X,X
OJLIZST,O,O,X,X,X,X
OJLSTIZ,O,O,X,X,O,X
OJLSTZI,O,X,X,O,O,X
OJLSITZ,O,O,X,X,O,X
OJLSIZT,O,O,X,X,O,X
OJLSZTI,O,X,X,O,O,X
OJLSZIT,O,X,X,X,O,X
OJLZTIS,O,O,X,O,X,X
OJLZTSI,O,X,X,O,O,X
OJLZITS,O,O,X,O,X,X
OJLZIST,O,O,X,X,X,X
OJLZSTI,O,X,X,O,O,X
OJLZSIT,O,X,X,X,O,X
OJSTILZ,X,O,X,X,O,X
OJSTIZL,X,X,X,X,O,X
OJSTLIZ,X,O,X,X,O,X
OJSTLZI,X,X,X,O,O,X
OJSTZIL,X,X,X,O,O,O
OJSTZLI,X,X,X,O,O,O
OJSITLZ,X,O,X,X,O,X
OJSITZL,X,X,X,X,O,X
OJSILTZ,X,O,X,X,O,X
OJSILZT,X,O,X,X,O,X
OJSIZTL,X,X,X,O,O,O
OJSIZLT,X,X,X,X,O,X
OJSLTIZ,X,O,X,X,O,X
OJSLTZI,X,X,X,O,O,X
OJSLITZ,X,O,X,X,O,X
OJSLIZT,X,O,X,X,O,X
OJSLZTI,X,X,X,O,O,X
OJSLZIT,X,X,X,X,O,X
OJSZTIL,X,X,X,O,O,O
OJSZTLI,X,X,X,O,O,O
OJSZITL,X,X,X,O,O,O
OJSZILT,X,X,X,X,O,X
OJSZLTI,X,X,X,O,O,X
OJSZLIT,X,X,X,X,O,X
OJZTILS,O,O,O,X,X,X
OJZTISL,X,X,O,O,O,O
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,X,X,X,O,X
OJZTSIL,X,X,O,O,O,O
OJZTSLI,X,X,X,O,O,O
OJZITLS,O,O,O,X,X,X
OJZITSL,X,X,O,O,O,O
OJZILTS,O,O,O,X,X,X
OJZILST,O,O,O,X,X,X
OJZISTL,X,X,O,O,O,O
OJZISLT,O,X,O,X,O,X
OJZLTIS,O,O,O,O,X,X
OJZLTSI,O,X,X,O,O,X
OJZLITS,O,O,O,O,X,X
OJZLIST,O,O,O,X,X,X
OJZLSTI,O,X,X,O,O,X
OJZLSIT,O,X,X,X,O,X
OJZSTIL,X,X,O,O,O,O
OJZSTLI,X,X,X,O,O,O
OJZSITL,X,X,O,O,O,O
OJZSILT,O,X,O,X,O,X
OJZSLTI,O,X,X,O,O,X
OJZSLIT,O,X,X,X,O,X
OSTILJZ,X,O,X,X,X,X
OSTILZJ,X,X,O,O,X,X
OSTIJLZ,X,O,X,X,X,X
OSTIJZL,X,X,O,X,X,X
OSTIZLJ,X,X,O,O,X,O
OSTIZJL,X,X,O,O,X,O
OSTLIJZ,X,O,X,X,X,X
OSTLIZJ,X,X,X,O,X,X
OSTLJIZ,X,O,X,X,X,X
OSTLJZI,X,X,X,O,X,X
OSTLZIJ,X,X,X,O,X,O
OSTLZJI,X,X,X,O,X,O
OSTJILZ,X,O,X,X,O,X
OSTJIZL,X,X,X,X,O,X
OSTJLIZ,X,O,X,X,O,X
OSTJLZI,X,X,X,O,O,X
OSTJZIL,X,X,X,O,O,O
OSTJZLI,X,X,X,O,O,O
OSTZILJ,X,X,O,O,X,O
OSTZIJL,X,X,O,O,X,O
OSTZLIJ,X,X,X,O,X,O
OSTZLJI,X,X,X,O,X,O
OSTZJIL,X,X,O,O,O,O
OSTZJLI,X,X,X,O,O,O
OSITLJZ,X,O,X,X,X,X
OSITLZJ,X,X,O,O,X,X
OSITJLZ,X,O,X,X,X,X
OSITJZL,X,X,O,X,X,X
OSITZLJ,X,X,O,O,X,O
OSITZJL,X,X,O,O,X,O
OSILTJZ,O,O,X,X,X,X
OSILTZJ,X,X,O,O,X,X
OSILJTZ,O,O,X,X,X,X
OSILJZT,O,O,X,X,X,X
OSILZTJ,O,X,O,O,X,O
OSILZJT,O,X,O,X,X,X
OSIJTLZ,X,O,X,X,X,X
OSIJTZL,X,X,O,X,X,X
OSIJLTZ,X,O,X,X,X,X
OSIJLZT,X,O,X,X,X,X
OSIJZTL,X,X,O,O,X,O
OSIJZLT,X,X,O,X,X,X
OSIZTLJ,X,X,O,O,X,O
OSIZTJL,X,X,O,O,X,O
OSIZLTJ,O,X,O,O,X,O
OSIZLJT,O,X,O,X,X,X
OSIZJTL,X,X,O,O,X,O
OSIZJLT,O,X,O,X,X,X
OSLTIJZ,O,O,X,X,X,X
OSLTIZJ,X,X,X,O,X,X
OSLTJIZ,O,O,X,X,X,X
OSLTJZI,O,X,X,O,X,X
OSLTZIJ,O,X,X,O,X,O
OSLTZJI,O,X,X,O,X,O
OSLITJZ,O,O,X,X,X,X
OSLITZJ,X,X,X,O,X,X
OSLIJTZ,O,O,X,X,X,X
OSLIJZT,O,O,X,X,X,X
OSLIZTJ,O,X,X,O,X,O
OSLIZJT,O,X,X,X,X,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,O,X,X,O,X,X
OSLJITZ,O,O,X,X,X,X
OSLJIZT,O,O,X,X,X,X
OSLJZTI,O,X,X,O,X,X
OSLJZIT,O,X,X,X,X,X
OSLZTIJ,O,X,X,O,X,O
OSLZTJI,O,X,X,O,X,O
OSLZITJ,O,X,X,O,X,O
OSLZIJT,O,X,X,X,X,X
OSLZJTI,O,X,X,O,X,X
OSLZJIT,O,X,X,X,X,X
OSJTILZ,X,O,X,X,O,X
OSJTIZL,X,X,X,X,O,X
OSJTLIZ,X,O,X,X,O,X
OSJTLZI,X,X,X,O,O,X
OSJTZIL,X,X,X,O,O,O
OSJTZLI,X,X,X,O,O,O
OSJITLZ,X,O,X,X,O,X
OSJITZL,X,X,X,X,O,X
OSJILTZ,X,O,X,X,O,X
OSJILZT,X,O,X,X,O,X
OSJIZTL,X,X,X,O,O,O
OSJIZLT,X,X,X,X,O,X
OSJLTIZ,X,O,X,X,O,X
OSJLTZI,X,X,X,O,O,X
OSJLITZ,X,O,X,X,O,X
OSJLIZT,X,O,X,X,O,X
OSJLZTI,X,X,X,O,O,X
OSJLZIT,X,X,X,X,O,X
OSJZTIL,X,X,X,O,O,O
OSJZTLI,X,X,X,O,O,O
OSJZITL,X,X,X,O,O,O
OSJZILT,X,X,X,X,O,X
OSJZLTI,X,X,X,O,O,X
OSJZLIT,X,X,X,X,O,X
OSZTILJ,X,X,O,O,X,O
OSZTIJL,X,X,O,O,X,O
OSZTLIJ,X,X,X,O,X,O
OSZTLJI,X,X,X,O,X,O
OSZTJIL,X,X,O,O,O,O
OSZTJLI,X,X,X,O,O,O
OSZITLJ,X,X,O,O,X,O
OSZITJL,X,X,O,O,X,O
OSZILTJ,O,X,O,O,X,O
OSZILJT,O,X,O,X,X,X
OSZIJTL,X,X,O,O,X,O
OSZIJLT,O,X,O,X,X,X
OSZLTIJ,O,X,X,O,X,O
OSZLTJI,O,X,X,O,X,O
OSZLITJ,O,X,X,O,X,O
OSZLIJT,O,X,X,X,X,X
OSZLJTI,O,X,X,O,X,X
OSZLJIT,O,X,X,X,X,X
OSZJTIL,X,X,O,O,O,O
OSZJTLI,X,X,X,O,O,O
OSZJITL,X,X,O,O,O,O
OSZJILT,O,X,O,X,O,X
OSZJLTI,O,X,X,O,O,X
OSZJLIT,O,X,X,X,O,X
OZTILJS,O,O,O,X,X,X
OZTILSJ,O,X,O,O,X,O
OZTIJLS,O,O,O,X,X,X
OZTIJSL,X,X,O,O,O,O
OZTISLJ,X,X,O,O,X,O
OZTISJL,X,X,O,O,X,O
OZTLIJS,O,O,O,O,X,X
OZTLISJ,O,X,O,O,X,O
OZTLJIS,O,O,O,O,X,X
OZTLJSI,O,X,X,O,O,X
OZTLSIJ,O,X,X,O,X,O
OZTLSJI,O,X,X,O,X,O
OZTJILS,O,O,O,X,X,X
OZTJISL,X,X,O,O,O,O
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,X,X,X,O,X
OZTJSIL,X,X,O,O,O,O
OZTJSLI,X,X,X,O,O,O
OZTSILJ,X,X,O,O,X,O
OZTSIJL,X,X,O,O,X,O
OZTSLIJ,X,X,X,O,X,O
OZTSLJI,X,X,X,O,X,O
OZTSJIL,X,X,O,O,O,O
OZTSJLI,X,X,X,O,O,O
OZITLJS,O,O,O,X,X,X
OZITLSJ,O,X,O,O,X,O
OZITJLS,O,O,O,X,X,X
OZITJSL,X,X,O,O,O,O
OZITSLJ,X,X,O,O,X,O
OZITSJL,X,X,O,O,X,O
OZILTJS,O,O,O,O,X,X
OZILTSJ,O,X,O,O,X,O
OZILJTS,O,O,O,O,X,X
OZILJST,O,O,O,X,X,X
OZILSTJ,O,X,O,O,X,O
OZILSJT,O,X,O,X,X,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,X,X,O,O,O,O
OZIJLTS,O,O,O,X,X,X
OZIJLST,O,O,O,X,X,X
OZIJSTL,X,X,O,O,O,O
OZIJSLT,O,X,O,X,O,X
OZISTLJ,X,X,O,O,X,O
OZISTJL,X,X,O,O,X,O
OZISLTJ,O,X,O,O,X,O
OZISLJT,O,X,O,X,X,X
OZISJTL,X,X,O,O,X,O
OZISJLT,O,X,O,X,X,X
OZLTIJS,O,O,O,O,X,X
OZLTISJ,O,X,O,O,X,O
OZLTJIS,O,O,O,O,X,X
OZLTJSI,O,X,X,O,O,X
OZLTSIJ,O,X,X,O,X,O
OZLTSJI,O,X,X,O,X,O
OZLITJS,O,O,O,O,X,X
OZLITSJ,O,X,O,O,X,O
OZLIJTS,O,O,O,O,X,X
OZLIJST,O,O,O,X,X,X
OZLISTJ,O,X,O,O,X,O
OZLISJT,O,X,O,X,X,X
OZLJTIS,O,O,O,O,X,X
OZLJTSI,O,X,X,O,O,X
OZLJITS,O,O,O,O,X,X
OZLJIST,O,O,O,X,X,X
OZLJSTI,O,X,X,O,O,X
OZLJSIT,O,X,X,X,O,X
OZLSTIJ,O,X,X,O,X,O
OZLSTJI,O,X,X,O,X,O
OZLSITJ,O,X,X,O,X,O
OZLSIJT,O,X,X,X,X,X
OZLSJTI,O,X,X,O,X,X
OZLSJIT,O,X,X,X,X,X
OZJTILS,O,O,O,X,X,X
OZJTISL,X,X,O,O,O,O
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,X,X,X,O,X
OZJTSIL,X,X,O,O,O,O
OZJTSLI,X,X,X,O,O,O
OZJITLS,O,O,O,X,X,X
OZJITSL,X,X,O,O,O,O
OZJILTS,O,O,O,X,X,X
OZJILST,O,O,O,X,X,X
OZJISTL,X,X,O,O,O,O
OZJISLT,O,X,O,X,O,X
OZJLTIS,O,O,O,O,X,X
OZJLTSI,O,X,X,O,O,X
OZJLITS,O,O,O,O,X,X
OZJLIST,O,O,O,X,X,X
OZJLSTI,O,X,X,O,O,X
OZJLSIT,O,X,X,X,O,X
OZJSTIL,X,X,O,O,O,O
OZJSTLI,X,X,X,O,O,O
OZJSITL,X,X,O,O,O,O
OZJSILT,O,X,O,X,O,X
OZJSLTI,O,X,X,O,O,X
OZJSLIT,O,X,X,X,O,X
OZSTILJ,X,X,O,O,X,O
OZSTIJL,X,X,O,O,X,O
OZSTLIJ,X,X,X,O,X,O
OZSTLJI,X,X,X,O,X,O
OZSTJIL,X,X,O,O,O,O
OZSTJLI,X,X,X,O,O,O
OZSITLJ,X,X,O,O,X,O
OZSITJL,X,X,O,O,X,O
OZSILTJ,O,X,O,O,X,O
OZSILJT,O,X,O,X,X,X
OZSIJTL,X,X,O,O,X,O
OZSIJLT,O,X,O,X,X,X
OZSLTIJ,O,X,X,O,X,O
OZSLTJI,O,X,X,O,X,O
OZSLITJ,O,X,X,O,X,O
OZSLIJT,O,X,X,X,X,X
OZSLJTI,O,X,X,O,X,X
OZSLJIT,O,X,X,X,X,X
OZSJTIL,X,X,O,O,O,O
OZSJTLI,X,X,X,O,O,O
OZSJITL,X,X,O,O,O,O
OZSJILT,O,X,O,X,O,X
OZSJLTI,O,X,X,O,O,X
OZSJLIT,O,X,X,X,O,X
