sequence,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBChBxiB/rB0sBFsB,v115@PhC8BeA8DeG8DeA8JefGJvhF0hBxiBlkBqsBmkBzrB,v115@PhC8BeA8DeG8DeA8Jem/IvhFzgBxiB0kBqsBlrBfsB,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBfmBxiBFsB6rB0sB,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBChBxrB/sB0rBFtB,v115@PhC8BeA8DeG8DeA8JeT/IvhFUiBxlBXlB2rBSxBFtB,v115@PhC8BeA8DeG8DeA8JezAJvhFCjBlkBUnBmkB3mBRxB,v115@PhC8BeA8DeG8DeA8Jei/IvhFRhBzkBUmBXsBGsBFtB,v115@PhC8BeA8DeG8DeA8JeT/IvhFmgBUiBXlB1rBCoBRxB,v115@PhC8BeA8DeG8DeA8Jem/IvhFzgB0kBFnB3mBCoBRxB
JIOSZTL,O,X,X,X,O,X,X,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X,X,X
JIOZTLS,O,X,X,X,O,X,X,X,X,X
JIOZTSL,O,X,X,O,O,X,X,X,X,X
JIOZLTS,O,X,X,X,O,O,X,X,X,X
JIOZLST,O,X,X,X,O,O,X,X,X,X
JIOZSTL,O,X,X,X,O,X,X,X,X,X
JIOZSLT,O,X,X,X,O,O,X,X,X,X
JLTISZO,X,O,X,O,X,X,X,X,X,X
JLTISOZ,X,X,X,O,X,X,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X,X,X
JLTIZOS,X,X,X,X,O,X,O,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X,X,X
JLTIOZS,O,X,X,X,O,X,O,X,X,X
JLTSIZO,X,O,X,O,X,X,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,X,X,X,X
JLTSZIO,O,O,X,O,X,X,X,X,X,X
JLTSZOI,O,O,X,O,X,X,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X,X
JLTZISO,X,X,O,X,X,X,X,X,X,X
JLTZIOS,O,X,O,X,X,X,X,X,X,X
JLTZSIO,X,X,O,X,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X,X,X,X
JLTZOSI,X,X,O,X,X,X,X,X,X,X
JLTOISZ,O,O,X,O,X,X,X,X,X,X
JLTOIZS,O,X,X,X,O,X,O,X,X,X
JLTOSIZ,O,O,X,O,X,X,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,X,X,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X
JLITSZO,X,O,X,O,X,X,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,X,X,X
JLITZSO,X,X,X,X,O,X,X,X,X,X
JLITZOS,X,X,X,X,O,X,X,X,X,X
JLITOSZ,O,O,X,O,X,X,X,X,X,X
JLITOZS,O,X,X,X,O,X,X,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,O,X,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,X,X,X
JLIZTSO,X,X,X,X,O,X,X,X,X,X
JLIZTOS,O,X,X,X,O,X,X,X,X,X
JLIZSTO,O,X,X,X,O,X,X,X,X,X
JLIZSOT,O,X,X,X,O,X,X,X,X,X
JLIZOTS,O,X,X,X,O,O,X,X,X,X
JLIZOST,O,X,X,X,O,O,X,X,X,X
JLIOTSZ,O,O,X,O,X,X,X,X,X,X
JLIOTZS,O,X,X,X,O,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,O,X,X,X,X,X
JLIOZTS,O,X,X,X,O,O,X,X,X,X
JLIOZST,O,X,X,X,O,O,X,X,X,X
JLSTIZO,X,O,X,O,X,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,X,X,X
JLSTZIO,O,O,X,O,X,X,X,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,X
JLSITZO,X,O,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,O,X,X,X,X,X
JLSIZOT,O,X,X,X,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,O,X,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,X,X,X
JLSZTOI,O,O,X,X,X,X,X,X,X,X
JLSZITO,O,O,X,X,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X,X,X,X
JLSOZTI,O,O,X,X,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X,X
JLZTISO,X,X,O,X,X,X,X,X,X,X
JLZTIOS,O,X,O,X,X,X,X,X,X,X
JLZTSIO,X,X,O,X,X,X,X,X,X,X
JLZTSOI,X,X,O,X,X,X,X,X,X,X
JLZTOIS,O,X,O,X,X,X,X,X,X,X
JLZTOSI,X,X,O,X,X,X,X,X,X,X
JLZITSO,X,X,O,X,O,X,X,X,X,X
JLZITOS,O,X,O,X,O,X,X,X,X,X
JLZISTO,O,X,X,X,O,X,X,X,X,X
JLZISOT,O,X,X,X,O,X,X,X,X,X
JLZIOTS,O,X,O,X,O,O,X,X,X,X
JLZIOST,O,X,X,X,O,O,X,X,X,X
JLZSTIO,O,X,O,X,X,X,X,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X,X,X
JLZSOTI,O,X,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,X
JLZOTSI,X,X,O,X,X,X,X,X,X,X
JLZOITS,O,X,O,X,O,O,X,X,X,X
JLZOIST,O,X,X,X,O,O,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,O,X,O,X,X,X,X,X,X
JLOTIZS,O,X,X,X,O,X,O,X,X,X
JLOTSIZ,O,O,X,O,X,X,X,X,X,X
JLOTSZI,O,O,X,O,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,X,X,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X
JLOITSZ,O,O,X,O,X,X,X,X,X,X
JLOITZS,O,X,X,X,O,X,O,X,X,X
JLOISTZ,O,O,X,X,X,X,X,X,X,X
JLOISZT,O,O,X,X,O,X,X,X,X,X
JLOIZTS,O,X,X,X,O,O,O,X,X,X
JLOIZST,O,X,X,X,O,O,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,X,X,X
JLOSZTI,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X,X
JLOZTSI,X,X,O,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,O,O,X,X,X,X
JLOZIST,O,X,X,X,O,O,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X,X
JSTILZO,X,O,X,O,X,X,X,X,O,X
JSTILOZ,O,X,X,O,X,X,X,X,O,X
JSTIZLO,X,X,X,O,X,X,X,X,O,X
JSTIZOL,X,X,X,O,X,X,X,X,O,X
JSTIOLZ,O,X,X,O,X,X,X,X,O,X
JSTIOZL,X,X,X,O,X,X,X,X,O,X
JSTLIZO,X,O,X,O,X,X,X,X,X,X
JSTLIOZ,O,X,X,O,X,X,X,X,X,X
JSTLZIO,O,O,X,O,X,X,X,X,X,X
JSTLZOI,O,O,X,O,X,X,X,X,O,X
JSTLOIZ,O,O,X,O,X,X,X,X,X,X
JSTLOZI,O,O,X,O,X,X,X,X,O,X
JSTZILO,O,X,X,O,X,X,X,X,X,X
JSTZIOL,O,X,X,O,X,X,X,X,O,X
JSTZLIO,O,X,X,O,X,X,X,X,X,X
JSTZLOI,O,X,X,O,X,X,X,X,O,X
JSTZOIL,O,X,X,O,X,X,X,X,O,X
JSTZOLI,O,X,X,O,X,X,X,X,O,X
JSTOILZ,O,X,X,O,X,X,X,X,O,X
JSTOIZL,X,X,X,O,X,X,X,X,O,X
JSTOLIZ,O,O,X,O,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,O,X
JSTOZIL,O,X,X,O,X,X,X,X,O,X
JSTOZLI,O,X,X,O,X,X,X,X,O,X
JSITLZO,X,O,X,O,X,X,X,X,O,X
JSITLOZ,O,X,X,O,X,X,X,X,O,X
JSITZLO,X,X,X,O,X,X,X,X,O,X
JSITZOL,X,X,X,O,X,X,X,X,O,X
JSITOLZ,O,X,X,O,X,X,X,X,O,X
JSITOZL,X,X,X,O,X,X,X,X,O,X
JSILTZO,X,O,X,X,X,X,X,X,O,X
JSILTOZ,O,X,X,X,X,X,X,X,O,X
JSILZTO,O,O,X,X,O,X,X,X,X,X
JSILZOT,O,X,X,X,O,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,X,O,X
JSILOZT,O,X,X,X,O,X,X,X,X,X
JSIZTLO,O,X,X,X,O,X,X,X,O,X
JSIZTOL,O,X,X,X,O,X,X,X,O,X
JSIZLTO,O,X,X,X,O,X,X,X,X,X
JSIZLOT,O,X,X,X,O,X,X,X,X,X
JSIZOTL,O,X,X,X,O,X,X,X,O,X
JSIZOLT,O,X,X,X,O,X,X,X,X,X
JSIOTLZ,O,X,X,O,X,X,X,X,O,X
JSIOTZL,X,X,X,O,X,X,X,X,O,X
JSIOLTZ,O,X,X,X,X,X,X,X,O,X
JSIOLZT,O,X,X,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,O,X,X,X,O,X
JSIOZLT,O,X,X,X,O,X,X,X,X,X
JSLTIZO,X,O,X,O,X,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,X,X,X,X
JSLTZIO,O,O,X,O,X,X,X,X,X,X
JSLTZOI,O,O,X,O,X,X,X,X,O,X
JSLTOIZ,O,O,X,O,X,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,O,X
JSLITZO,X,O,X,X,X,X,X,X,O,X
JSLITOZ,O,X,X,X,X,X,X,X,O,X
JSLIZTO,O,O,X,X,O,X,X,X,X,X
JSLIZOT,O,X,X,X,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X,X,O,X
JSLIOZT,O,X,X,X,O,X,X,X,X,X
JSLZTIO,O,O,X,X,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X,O,X
JSLOITZ,O,O,X,X,X,X,X,X,O,X
JSLOIZT,O,O,X,X,O,X,X,X,X,X
JSLOZTI,O,O,X,X,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,O,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,X,X,X,O,X
JSZTLIO,O,X,X,O,X,X,X,X,X,X
JSZTLOI,O,X,X,O,X,X,X,X,O,X
JSZTOIL,O,X,X,O,X,X,X,X,O,X
JSZTOLI,O,X,X,O,X,X,X,X,O,X
JSZITLO,O,X,X,X,X,X,X,X,O,X
JSZITOL,O,X,X,X,X,X,X,X,O,X
JSZILTO,O,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,X,X,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,O,O,X
JSZIOLT,O,X,X,X,X,X,X,O,X,X
JSZLTIO,O,X,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X,X,X,X
JSZLIOT,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,O,O,X
JSZOTLI,O,X,X,O,X,X,X,O,O,X
JSZOITL,O,X,X,X,X,X,X,O,O,X
JSZOILT,O,X,X,X,X,X,X,O,X,X
JSZOLTI,O,X,X,X,X,X,X,O,X,X
JSZOLIT,O,X,X,X,X,X,X,O,X,X
JSOTILZ,O,X,X,O,X,X,X,X,O,X
JSOTIZL,X,X,X,O,X,X,X,X,O,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,O,X
JSOTZIL,O,X,X,O,X,X,X,X,O,X
JSOTZLI,O,X,X,O,X,X,X,X,O,X
JSOITLZ,O,X,X,O,X,X,X,X,O,X
JSOITZL,X,X,X,O,X,X,X,X,O,X
JSOILTZ,O,X,X,X,X,X,X,X,O,X
JSOILZT,O,X,X,X,O,X,X,X,X,X
JSOIZTL,O,X,X,X,O,X,X,X,O,X
JSOIZLT,O,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X,O,X
JSOLITZ,O,O,X,X,X,X,X,X,O,X
JSOLIZT,O,O,X,X,O,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,O,X,X
JSOLZIT,O,O,X,X,X,X,X,O,X,X
JSOZTIL,O,X,X,O,X,X,X,O,O,X
JSOZTLI,O,X,X,O,X,X,X,O,O,X
JSOZITL,O,X,X,X,X,X,X,O,O,X
JSOZILT,O,X,X,X,X,X,X,O,X,X
JSOZLTI,O,X,X,X,X,X,X,O,X,X
JSOZLIT,O,X,X,X,X,X,X,O,X,X
JZTILSO,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,X,O,X,X,X,X,X,X,O
JZTISLO,O,X,X,O,X,X,X,X,X,X
JZTISOL,O,X,X,O,X,X,X,X,X,O
JZTIOLS,O,X,O,X,X,X,X,X,X,O
JZTIOSL,O,X,X,O,X,X,X,X,X,O
JZTLISO,X,X,O,X,X,X,X,X,X,X
JZTLIOS,O,X,O,X,X,X,X,X,X,X
JZTLSIO,X,X,O,X,X,X,X,X,X,X
JZTLSOI,X,X,O,X,X,X,X,X,X,X
JZTLOIS,O,X,O,X,X,X,X,X,X,X
JZTLOSI,X,X,O,X,X,X,X,X,X,X
JZTSILO,O,X,X,O,X,X,X,X,X,X
JZTSIOL,O,X,X,O,X,X,X,X,X,X
JZTSLIO,O,X,O,O,X,X,X,X,X,X
JZTSLOI,O,X,O,O,X,X,X,X,X,X
JZTSOIL,O,X,X,O,X,X,X,X,X,X
JZTSOLI,O,X,O,O,X,X,X,X,X,X
JZTOILS,O,X,O,X,X,X,X,X,X,O
JZTOISL,O,X,X,O,X,X,X,X,X,O
JZTOLIS,O,X,O,X,X,X,X,X,X,X
JZTOLSI,X,X,O,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,X,X,X,X
JZTOSLI,O,X,O,O,X,X,X,X,X,X
JZITLSO,X,X,O,X,O,X,X,X,X,X
JZITLOS,O,X,O,X,O,X,X,X,X,O
JZITSLO,O,X,X,O,O,X,X,X,X,X
JZITSOL,O,X,X,O,O,X,X,X,X,O
JZITOLS,O,X,O,X,O,X,X,X,X,O
JZITOSL,O,X,X,O,O,X,X,X,X,O
JZILTSO,X,X,O,X,O,X,X,X,X,X
JZILTOS,O,X,O,X,O,X,X,X,X,O
JZILSTO,O,X,X,X,O,X,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,X,X,X
JZILOTS,O,X,O,X,O,X,X,X,X,O
JZILOST,O,X,X,X,O,X,X,X,X,X
JZISTLO,O,X,X,X,O,X,X,X,X,X
JZISTOL,O,X,X,X,O,X,X,X,X,O
JZISLTO,O,X,X,X,O,X,X,X,X,X
JZISLOT,O,X,X,X,O,X,X,X,X,X
JZISOTL,O,X,X,X,O,X,X,X,X,O
JZISOLT,O,X,X,X,O,X,X,X,X,X
JZIOTLS,O,X,O,X,O,X,X,X,X,O
JZIOTSL,O,X,X,O,O,X,X,X,X,O
JZIOLTS,O,X,O,X,O,X,X,X,X,O
JZIOLST,O,X,X,X,O,X,X,X,X,X
JZIOSTL,O,X,X,X,O,X,X,X,X,O
JZIOSLT,O,X,X,X,O,X,X,X,X,X
JZLTISO,X,X,O,X,X,X,X,X,X,X
JZLTIOS,O,X,O,X,X,X,X,X,X,X
JZLTSIO,X,X,O,X,X,X,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X,X,X,X
JZLTOIS,O,X,O,X,X,X,X,X,X,X
JZLTOSI,X,X,O,X,X,X,X,X,X,X
JZLITSO,X,X,O,X,O,X,X,X,X,X
JZLITOS,O,X,O,X,O,X,X,X,X,O
JZLISTO,O,X,X,X,O,X,X,X,X,X
JZLISOT,O,X,X,X,O,X,X,X,X,X
JZLIOTS,O,X,O,X,O,X,X,X,X,O
JZLIOST,O,X,X,X,O,X,X,X,X,X
JZLSTIO,O,X,O,X,X,X,X,X,X,X
JZLSTOI,O,X,O,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X,X,X,X
JZLSOTI,O,X,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X,X,X
JZLOTSI,X,X,O,X,X,X,X,X,X,X
JZLOITS,O,X,O,X,O,X,X,X,X,O
JZLOIST,O,X,X,X,O,X,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,O,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,X,X,X,X,X
JZSTLIO,O,X,O,O,X,X,X,X,X,X
JZSTLOI,O,X,O,O,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,X
JZSTOLI,O,X,O,O,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,X,X,X,O
JZSILTO,O,X,X,X,X,X,X,X,X,X
JZSILOT,O,X,X,X,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,O,X,O
JZSIOLT,O,X,X,X,X,X,X,O,X,X
JZSLTIO,O,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,X,X,X,X,X
JZSLIOT,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,O,X,X
JZSOTLI,O,X,O,O,X,X,X,O,X,X
JZSOITL,O,X,X,X,X,X,X,O,X,O
JZSOILT,O,X,X,X,X,X,X,O,X,X
JZSOLTI,O,X,O,X,X,X,X,O,X,X
JZSOLIT,O,X,X,X,X,X,X,O,X,X
JZOTILS,O,X,O,X,X,X,X,X,X,O
JZOTISL,O,X,X,O,X,X,X,X,X,O
JZOTLIS,O,X,O,X,X,X,X,X,X,X
JZOTLSI,X,X,O,X,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,X,X,X,X,X
JZOTSLI,O,X,O,O,X,X,X,X,X,X
JZOITLS,O,X,O,X,O,X,X,X,X,O
JZOITSL,O,X,X,O,O,X,X,X,X,O
JZOILTS,O,X,O,X,O,X,X,X,X,O
JZOILST,O,X,X,X,O,X,X,X,X,X
JZOISTL,O,X,X,X,O,X,X,X,X,O
JZOISLT,O,X,X,X,O,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,X,X
JZOLTSI,X,X,O,X,X,X,X,X,X,X
JZOLITS,O,X,O,X,O,X,X,X,X,O
JZOLIST,O,X,X,X,O,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X,O,X,X
JZOLSIT,O,X,X,X,X,X,X,O,X,X
JZOSTIL,O,X,X,O,X,X,X,O,X,X
JZOSTLI,O,X,O,O,X,X,X,O,X,X
JZOSITL,O,X,X,X,X,X,X,O,X,O
JZOSILT,O,X,X,X,X,X,X,O,X,X
JZOSLTI,O,X,O,X,X,X,X,O,X,X
JZOSLIT,O,X,X,X,X,X,X,O,X,X
JOTILSZ,O,X,X,O,X,X,X,X,X,X
JOTILZS,O,X,X,X,O,X,O,X,X,X
JOTISLZ,O,X,X,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,X,X,X,X,X,X
JOTIZLS,O,X,X,X,O,X,O,X,X,X
JOTIZSL,O,X,X,O,O,X,X,X,X,X
JOTLISZ,O,O,X,O,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,X,O,X,X,X
JOTLSIZ,O,O,X,O,X,X,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X,X
JOTLZIS,O,X,O,X,X,X,X,X,X,X
JOTLZSI,X,X,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X
JOTSZIL,O,X,X,O,X,X,X,X,X,X
JOTSZLI,O,X,X,O,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,X,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,X,X,X,X,X,X
JOTZSLI,O,X,O,O,X,X,X,X,X,X
JOITLSZ,O,X,X,O,X,X,X,X,X,X
JOITLZS,O,X,X,X,O,X,O,X,X,X
JOITSLZ,O,X,X,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,X,X,X,X
JOITZLS,O,X,X,X,O,X,O,X,X,O
JOITZSL,O,X,X,O,O,X,X,X,X,O
JOILTSZ,O,X,X,O,X,X,X,X,X,X
JOILTZS,O,X,X,X,O,X,O,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,O,X,X,X,X,X
JOILZTS,O,X,X,X,O,O,O,X,X,X
JOILZST,O,X,X,X,O,O,X,X,X,X
JOISTLZ,O,X,X,O,X,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,O,X,X,X,X,X
JOISZTL,O,X,X,X,O,X,X,X,X,X
JOISZLT,O,X,X,X,O,X,X,X,X,X
JOIZTLS,O,X,X,X,O,X,O,X,X,O
JOIZTSL,O,X,X,O,O,X,X,X,X,O
JOIZLTS,O,X,X,X,O,O,O,X,X,O
JOIZLST,O,X,X,X,O,O,X,X,X,X
JOIZSTL,O,X,X,X,O,X,X,X,X,O
JOIZSLT,O,X,X,X,O,O,X,X,X,X
JOLTISZ,O,O,X,O,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,X,O,X,X,X
JOLTSIZ,O,O,X,O,X,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,X
JOLTZSI,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,X,X,X,X
JOLITZS,O,X,X,X,O,X,O,X,X,X
JOLISTZ,O,O,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X,X
JOLIZTS,O,X,X,X,O,O,O,X,X,X
JOLIZST,O,X,X,X,O,O,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,X,X
JOLSZTI,O,O,X,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,O,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,O,O,X,X,X,X
JOLZIST,O,X,X,X,O,O,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X,O,X,X
JOLZSIT,O,X,X,X,X,X,X,O,X,X
JOSTILZ,O,X,X,O,X,X,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,X,X,X
JOSITLZ,O,X,X,O,X,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,O,X,X,X,X,X
JOSIZTL,O,X,X,X,O,X,X,X,X,X
JOSIZLT,O,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,X,O,X,X
JOSLZIT,O,O,X,X,X,X,X,O,X,X
JOSZTIL,O,X,X,O,X,X,X,O,X,X
JOSZTLI,O,X,X,O,X,X,X,O,X,X
JOSZITL,O,X,X,X,X,X,X,O,X,X
JOSZILT,O,X,X,X,X,X,X,O,X,X
JOSZLTI,O,X,X,X,X,X,X,O,X,X
JOSZLIT,O,X,X,X,X,X,X,O,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,O
JOZTISL,O,X,X,O,X,X,X,X,X,O
JOZTLIS,O,X,O,X,X,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,X,X,X
JOZTSLI,O,X,O,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,O,X,X,X,X,O
JOZITSL,O,X,X,O,O,X,X,X,X,O
JOZILTS,O,X,O,X,O,X,X,X,X,O
JOZILST,O,X,X,X,O,X,X,X,X,X
JOZISTL,O,X,X,X,O,X,X,X,X,O
JOZISLT,O,X,X,X,O,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X
JOZLTSI,X,X,O,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,O,X,X,X,X,O
JOZLIST,O,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,O,X,X
JOZSTIL,O,X,X,O,X,X,X,O,X,X
JOZSTLI,O,X,O,O,X,X,X,O,X,X
JOZSITL,O,X,X,X,X,X,X,O,X,O
JOZSILT,O,X,X,X,X,X,X,O,X,X
JOZSLTI,O,X,O,X,X,X,X,O,X,X
JOZSLIT,O,X,X,X,X,X,X,O,X,X
