sequence,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgBzhB+nB6?oBllB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Jex/IvhF8lB+mB6oBl?kBTnBXsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBz?lBurBcsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgB+nB6oB0?lBlmBzrB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBW?rBTnB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFUgBRhB+nB6?oBVrBzrB
JZLOTSI,O,O,O,O,X,X
JZLOITS,O,O,O,X,X,X
JZLOIST,O,X,O,X,O,X
JZLOSTI,O,O,O,O,O,X
JZLOSIT,O,X,O,O,O,X
JZSTILO,O,O,O,O,X,O
JZSTIOL,O,O,O,O,X,O
JZSTLIO,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,O,O,O
JZSTOLI,O,O,O,O,O,O
JZSITLO,O,X,O,O,X,O
JZSITOL,O,X,O,O,X,O
JZSILTO,O,X,O,O,X,O
JZSILOT,O,X,O,O,X,O
JZSIOTL,O,X,O,O,X,X
JZSIOLT,O,X,O,O,X,O
JZSLTIO,O,O,O,O,X,O
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,X,O,O,X,O
JZSLIOT,O,X,O,O,X,O
JZSLOTI,O,O,O,O,O,O
JZSLOIT,O,X,O,O,O,O
JZSOTIL,O,O,O,O,O,O
JZSOTLI,O,O,O,O,O,O
JZSOITL,O,X,O,O,O,X
JZSOILT,O,X,O,O,O,O
JZSOLTI,O,O,O,O,O,O
JZSOLIT,O,X,O,O,O,O
JZOTILS,O,O,O,X,X,X
JZOTISL,O,O,O,X,X,X
JZOTLIS,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,X
JZOTSIL,O,O,O,O,X,X
JZOTSLI,O,O,O,O,X,X
JZOITLS,O,O,O,X,X,X
JZOITSL,O,O,O,X,X,X
JZOILTS,O,O,O,X,X,X
JZOILST,O,X,O,X,O,X
JZOISTL,O,X,O,X,O,X
JZOISLT,O,X,O,X,O,X
JZOLTIS,O,O,O,X,X,X
JZOLTSI,O,O,O,O,X,X
JZOLITS,O,O,O,X,X,X
JZOLIST,O,X,O,X,O,X
JZOLSTI,O,O,O,O,O,X
JZOLSIT,O,X,O,O,O,X
JZOSTIL,O,O,O,O,O,X
JZOSTLI,O,O,O,O,O,X
JZOSITL,O,X,O,O,O,X
JZOSILT,O,X,O,O,O,X
JZOSLTI,O,O,O,O,O,X
JZOSLIT,O,X,O,O,O,X
JOTILSZ,O,X,X,X,O,O
JOTILZS,X,O,X,X,X,X
JOTISLZ,O,X,X,X,O,O
JOTISZL,O,X,X,X,O,O
JOTIZLS,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,X
JOTLISZ,O,X,X,X,O,O
JOTLIZS,X,O,X,X,X,X
JOTLSIZ,O,X,X,X,O,O
JOTLSZI,O,O,X,O,O,O
JOTLZIS,O,O,X,X,X,X
JOTLZSI,O,O,X,O,X,X
JOTSILZ,O,X,X,X,O,O
JOTSIZL,O,X,X,X,O,O
JOTSLIZ,O,X,X,X,O,O
JOTSLZI,O,O,X,O,O,O
JOTSZIL,O,O,X,O,O,O
JOTSZLI,O,O,X,O,O,O
JOTZILS,O,O,X,X,X,X
JOTZISL,O,O,X,X,X,X
JOTZLIS,O,O,X,X,X,X
JOTZLSI,O,O,X,O,X,X
JOTZSIL,O,O,X,O,X,X
JOTZSLI,O,O,X,O,X,X
JOITLSZ,O,X,X,X,O,X
JOITLZS,X,O,X,X,X,X
JOITSLZ,O,X,X,X,O,X
JOITSZL,O,X,X,X,O,X
JOITZLS,X,O,X,X,X,X
JOITZSL,X,O,X,X,X,X
JOILTSZ,O,X,X,X,O,X
JOILTZS,X,O,X,X,X,X
JOILSTZ,O,X,O,X,O,X
JOILSZT,O,X,X,X,O,X
JOILZTS,X,O,X,X,X,X
JOILZST,X,X,X,X,O,X
JOISTLZ,O,X,O,X,O,X
JOISTZL,O,X,X,X,O,X
JOISLTZ,O,X,O,X,O,X
JOISLZT,O,X,X,X,O,X
JOISZTL,X,X,X,X,O,X
JOISZLT,O,X,X,X,O,X
JOIZTLS,X,O,X,X,X,X
JOIZTSL,X,O,X,X,X,X
JOIZLTS,X,O,X,X,X,X
JOIZLST,X,X,X,X,O,X
JOIZSTL,X,X,X,X,O,X
JOIZSLT,X,X,X,X,O,X
JOLTISZ,O,X,X,X,O,O
JOLTIZS,X,O,X,X,X,X
JOLTSIZ,O,X,X,X,O,O
JOLTSZI,O,O,X,O,O,O
JOLTZIS,O,O,X,X,X,X
JOLTZSI,O,O,X,O,X,X
JOLITSZ,O,X,X,X,O,X
JOLITZS,X,O,X,X,X,X
JOLISTZ,O,X,O,X,O,X
JOLISZT,O,X,X,X,O,X
JOLIZTS,X,O,X,X,X,X
JOLIZST,X,X,X,X,O,X
JOLSTIZ,O,X,O,X,O,O
JOLSTZI,O,O,O,O,O,O
JOLSITZ,O,X,O,X,O,X
JOLSIZT,O,X,X,O,O,X
JOLSZTI,O,O,O,O,O,O
JOLSZIT,O,X,O,O,O,O
JOLZTIS,O,O,O,X,X,X
JOLZTSI,O,O,O,O,X,X
JOLZITS,O,O,O,X,X,X
JOLZIST,O,X,O,X,O,X
JOLZSTI,O,O,O,O,O,X
JOLZSIT,O,X,O,O,O,X
JOSTILZ,O,X,O,X,O,O
JOSTIZL,O,X,X,X,O,O
JOSTLIZ,O,X,O,X,O,O
JOSTLZI,O,O,O,O,O,O
JOSTZIL,O,O,O,O,O,O
JOSTZLI,O,O,O,O,O,O
JOSITLZ,O,X,O,X,O,X
JOSITZL,O,X,X,X,O,X
JOSILTZ,O,X,O,X,O,X
JOSILZT,O,X,X,O,O,X
JOSIZTL,O,X,X,O,O,X
JOSIZLT,O,X,X,O,O,X
JOSLTIZ,O,X,O,X,O,O
JOSLTZI,O,O,O,O,O,O
JOSLITZ,O,X,O,X,O,X
JOSLIZT,O,X,X,O,O,X
JOSLZTI,O,O,O,O,O,O
JOSLZIT,O,X,O,O,O,O
JOSZTIL,O,O,O,O,O,O
JOSZTLI,O,O,O,O,O,O
JOSZITL,O,X,O,O,O,X
JOSZILT,O,X,O,O,O,O
JOSZLTI,O,O,O,O,O,O
JOSZLIT,O,X,O,O,O,O
JOZTILS,O,O,O,X,X,X
JOZTISL,O,O,O,X,X,X
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,O,O,O,X,X
JOZTSIL,O,O,O,O,X,X
JOZTSLI,O,O,O,O,X,X
JOZITLS,O,O,O,X,X,X
JOZITSL,O,O,O,X,X,X
JOZILTS,O,O,O,X,X,X
JOZILST,O,X,O,X,O,X
JOZISTL,O,X,O,X,O,X
JOZISLT,O,X,O,X,O,X
JOZLTIS,O,O,O,X,X,X
JOZLTSI,O,O,O,O,X,X
JOZLITS,O,O,O,X,X,X
JOZLIST,O,X,O,X,O,X
JOZLSTI,O,O,O,O,O,X
JOZLSIT,O,X,O,O,O,X
JOZSTIL,O,O,O,O,O,X
JOZSTLI,O,O,O,O,O,X
JOZSITL,O,X,O,O,O,X
JOZSILT,O,X,O,O,O,X
JOZSLTI,O,O,O,O,O,X
JOZSLIT,O,X,O,O,O,X
STILJZO,O,X,X,O,X,O
STILJOZ,O,X,X,X,O,O
STILZJO,O,O,O,O,X,O
STILZOJ,O,O,O,X,X,O
STILOJZ,O,X,O,X,O,O
STILOZJ,O,O,O,X,O,O
STIJLZO,O,X,X,O,X,O
STIJLOZ,O,X,X,X,O,O
STIJZLO,O,X,X,O,X,O
STIJZOL,O,X,X,O,X,O
STIJOLZ,O,X,X,X,O,O
STIJOZL,O,X,X,X,O,O
STIZLJO,O,O,O,O,X,O
STIZLOJ,O,O,O,X,X,O
STIZJLO,O,O,O,O,X,O
STIZJOL,O,O,O,O,X,O
STIZOLJ,O,O,O,X,X,O
STIZOJL,O,O,O,O,X,O
STIOLJZ,O,X,O,X,O,O
STIOLZJ,O,O,O,X,O,O
STIOJLZ,O,X,O,X,O,O
STIOJZL,O,X,X,X,O,O
STIOZLJ,O,O,O,X,O,O
STIOZJL,O,O,O,X,X,O
STLIJZO,O,X,X,O,X,O
STLIJOZ,O,X,X,X,O,O
STLIZJO,O,O,O,O,X,O
STLIZOJ,O,O,O,X,X,O
STLIOJZ,O,X,O,X,O,O
STLIOZJ,O,O,O,X,O,O
STLJIZO,O,X,X,O,X,O
STLJIOZ,O,X,X,X,O,O
STLJZIO,O,O,O,O,X,O
STLJZOI,O,O,O,O,O,O
STLJOIZ,O,X,O,X,O,O
STLJOZI,O,O,O,O,O,O
STLZIJO,O,O,O,O,X,O
STLZIOJ,O,O,O,X,X,O
STLZJIO,O,O,O,O,X,O
STLZJOI,O,O,O,O,O,O
STLZOIJ,O,O,O,X,O,O
STLZOJI,O,O,O,X,O,O
STLOIJZ,O,X,O,X,O,O
STLOIZJ,O,O,O,X,O,O
STLOJIZ,O,X,O,X,O,O
STLOJZI,O,O,O,X,O,O
STLOZIJ,O,O,O,X,O,O
STLOZJI,O,O,O,X,O,O
STJILZO,O,X,X,O,X,O
STJILOZ,O,X,X,X,O,O
STJIZLO,O,X,X,O,X,O
STJIZOL,O,X,X,O,X,O
STJIOLZ,O,X,X,X,O,O
STJIOZL,O,X,X,X,O,O
STJLIZO,O,X,X,O,X,O
STJLIOZ,O,X,X,X,O,O
STJLZIO,O,O,O,O,X,O
STJLZOI,O,O,O,O,O,O
STJLOIZ,O,X,O,X,O,O
STJLOZI,O,O,O,O,O,O
STJZILO,O,O,O,O,X,O
STJZIOL,O,O,O,O,X,O
STJZLIO,O,O,O,O,X,O
STJZLOI,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O
STJOILZ,O,X,O,X,O,O
STJOIZL,O,X,X,X,O,O
STJOLIZ,O,X,O,X,O,O
STJOLZI,O,O,O,O,O,O
STJOZIL,O,O,O,O,O,O
STJOZLI,O,O,O,O,O,O
STZILJO,O,O,O,O,X,O
STZILOJ,O,O,O,X,X,O
STZIJLO,O,O,O,O,X,O
STZIJOL,O,O,O,O,X,O
STZIOLJ,O,O,O,X,X,O
STZIOJL,O,O,O,O,X,O
STZLIJO,O,O,O,O,X,O
STZLIOJ,O,O,O,X,X,O
STZLJIO,O,O,O,O,X,O
STZLJOI,O,O,O,O,O,O
STZLOIJ,O,O,O,X,O,O
STZLOJI,O,O,O,X,O,O
STZJILO,O,O,O,O,X,O
STZJIOL,O,O,O,O,X,O
STZJLIO,O,O,O,O,X,O
STZJLOI,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O
STZOILJ,O,O,O,X,O,O
STZOIJL,O,O,O,O,X,O
STZOLIJ,O,O,O,X,O,O
STZOLJI,O,O,O,X,O,O
STZOJIL,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O
STOILJZ,O,X,O,X,O,O
STOILZJ,O,O,O,X,O,O
STOIJLZ,O,X,O,X,O,O
STOIJZL,O,X,X,X,O,O
STOIZLJ,O,O,O,X,O,O
STOIZJL,O,O,O,X,X,O
STOLIJZ,O,X,O,X,O,O
STOLIZJ,O,O,O,X,O,O
STOLJIZ,O,X,O,X,O,O
STOLJZI,O,O,O,X,O,O
STOLZIJ,O,O,O,X,O,O
STOLZJI,O,O,O,X,O,O
STOJILZ,O,X,O,X,O,O
STOJIZL,O,X,X,X,O,O
STOJLIZ,O,X,O,X,O,O
STOJLZI,O,O,O,X,O,O
STOJZIL,O,O,O,X,O,O
STOJZLI,O,O,O,X,O,O
STOZILJ,O,O,O,X,O,O
STOZIJL,O,O,O,X,X,O
STOZLIJ,O,O,O,X,O,O
STOZLJI,O,O,O,X,O,O
STOZJIL,O,O,O,X,O,O
STOZJLI,O,O,O,X,O,O
SITLJZO,O,X,X,O,X,O
SITLJOZ,O,X,X,X,O,O
SITLZJO,O,X,O,O,X,O
SITLZOJ,O,X,O,X,X,O
SITLOJZ,O,X,O,X,O,O
SITLOZJ,O,X,O,X,O,O
SITJLZO,O,X,X,O,X,O
SITJLOZ,O,X,X,X,O,O
SITJZLO,O,X,X,O,X,O
SITJZOL,O,X,X,O,X,O
SITJOLZ,O,X,X,X,O,O
SITJOZL,O,X,X,X,O,O
SITZLJO,O,X,O,O,X,O
SITZLOJ,O,X,O,X,X,O
SITZJLO,O,X,O,O,X,O
SITZJOL,O,X,O,O,X,O
SITZOLJ,O,X,O,X,X,O
SITZOJL,O,X,O,O,X,O
SITOLJZ,O,X,O,X,O,O
SITOLZJ,O,X,O,X,O,O
SITOJLZ,O,X,O,X,O,O
SITOJZL,O,X,X,X,O,O
SITOZLJ,O,X,O,X,O,O
SITOZJL,O,X,O,X,X,O
SILTJZO,O,X,X,O,X,O
SILTJOZ,O,X,X,X,O,O
SILTZJO,O,X,O,O,X,O
SILTZOJ,O,X,O,X,X,O
SILTOJZ,O,X,O,X,O,O
SILTOZJ,O,X,O,X,O,O
SILJTZO,O,X,X,O,X,O
SILJTOZ,O,X,X,X,O,O
SILJZTO,O,X,X,O,X,O
SILJZOT,O,X,X,O,X,O
SILJOTZ,O,X,X,X,O,X
SILJOZT,O,X,X,O,O,X
SILZTJO,O,X,O,O,X,O
SILZTOJ,O,X,O,X,X,O
SILZJTO,O,X,O,O,X,O
SILZJOT,O,X,O,O,X,O
SILZOTJ,X,X,O,X,X,X
SILZOJT,O,X,O,O,X,O
SILOTJZ,O,X,O,X,O,X
SILOTZJ,O,X,O,X,O,X
SILOJTZ,O,X,O,X,O,X
SILOJZT,O,X,X,O,O,X
SILOZTJ,X,X,O,X,O,X
SILOZJT,O,X,O,O,O,X
SIJTLZO,O,X,X,O,X,O
SIJTLOZ,O,X,X,X,O,O
SIJTZLO,O,X,X,O,X,O
SIJTZOL,O,X,X,O,X,O
SIJTOLZ,O,X,X,X,O,O
SIJTOZL,O,X,X,X,O,O
SIJLTZO,O,X,X,O,X,O
SIJLTOZ,O,X,X,X,O,O
SIJLZTO,O,X,X,O,X,O
SIJLZOT,O,X,X,O,X,O
SIJLOTZ,O,X,X,X,O,X
SIJLOZT,O,X,X,O,O,X
SIJZTLO,O,X,X,O,X,O
SIJZTOL,O,X,X,O,X,O
SIJZLTO,O,X,X,O,X,O
SIJZLOT,O,X,X,O,X,O
SIJZOTL,O,X,X,O,X,X
SIJZOLT,O,X,X,O,X,O
SIJOTLZ,O,X,X,X,O,X
SIJOTZL,O,X,X,X,O,X
SIJOLTZ,O,X,X,X,O,X
SIJOLZT,O,X,X,O,O,X
SIJOZTL,O,X,X,O,O,X
SIJOZLT,O,X,X,O,O,X
SIZTLJO,O,X,O,O,X,O
SIZTLOJ,O,X,O,X,X,O
SIZTJLO,O,X,O,O,X,O
SIZTJOL,O,X,O,O,X,O
SIZTOLJ,O,X,O,X,X,O
SIZTOJL,O,X,O,O,X,O
SIZLTJO,O,X,O,O,X,O
SIZLTOJ,O,X,O,X,X,O
SIZLJTO,O,X,O,O,X,O
SIZLJOT,O,X,O,O,X,O
SIZLOTJ,X,X,O,X,X,X
SIZLOJT,O,X,O,O,X,O
SIZJTLO,O,X,O,O,X,O
SIZJTOL,O,X,O,O,X,O
SIZJLTO,O,X,O,O,X,O
SIZJLOT,O,X,O,O,X,O
SIZJOTL,O,X,O,O,X,X
SIZJOLT,O,X,O,O,X,O
SIZOTLJ,O,X,O,X,X,X
SIZOTJL,O,X,O,O,X,X
SIZOLTJ,X,X,O,X,X,X
SIZOLJT,O,X,O,O,X,O
SIZOJTL,O,X,O,O,X,X
SIZOJLT,O,X,O,O,X,O
SIOTLJZ,O,X,O,X,O,X
SIOTLZJ,O,X,O,X,O,X
SIOTJLZ,O,X,O,X,O,X
SIOTJZL,O,X,X,X,O,X
SIOTZLJ,O,X,O,X,O,X
SIOTZJL,O,X,O,X,X,X
SIOLTJZ,O,X,O,X,O,X
SIOLTZJ,O,X,O,X,O,X
SIOLJTZ,O,X,O,X,O,X
SIOLJZT,O,X,X,O,O,X
SIOLZTJ,X,X,O,X,O,X
SIOLZJT,O,X,O,O,O,X
SIOJTLZ,O,X,O,X,O,X
SIOJTZL,O,X,X,X,O,X
SIOJLTZ,O,X,O,X,O,X
SIOJLZT,O,X,X,O,O,X
SIOJZTL,O,X,X,O,O,X
SIOJZLT,O,X,X,O,O,X
SIOZTLJ,X,X,O,X,O,X
SIOZTJL,O,X,O,O,X,X
SIOZLTJ,X,X,O,X,O,X
SIOZLJT,O,X,O,O,O,X
SIOZJTL,O,X,O,O,O,X
SIOZJLT,O,X,O,O,O,X
SLTIJZO,O,X,X,O,X,O
SLTIJOZ,O,X,X,X,O,O
SLTIZJO,O,O,O,O,X,O
SLTIZOJ,O,O,O,X,X,O
SLTIOJZ,O,X,O,X,O,O
SLTIOZJ,O,O,O,X,O,O
SLTJIZO,O,X,X,O,X,O
SLTJIOZ,O,X,X,X,O,O
SLTJZIO,O,O,O,O,X,O
SLTJZOI,O,O,O,O,O,O
SLTJOIZ,O,X,O,X,O,O
SLTJOZI,O,O,O,O,O,O
SLTZIJO,O,O,O,O,X,O
SLTZIOJ,O,O,O,X,X,O
SLTZJIO,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,O
SLTZOIJ,O,O,O,X,O,O
SLTZOJI,O,O,O,X,O,O
SLTOIJZ,O,X,O,X,O,O
SLTOIZJ,O,O,O,X,O,O
SLTOJIZ,O,X,O,X,O,O
SLTOJZI,O,O,O,X,O,O
SLTOZIJ,O,O,O,X,O,O
SLTOZJI,O,O,O,X,O,O
SLITJZO,O,X,X,O,X,O
SLITJOZ,O,X,X,X,O,O
SLITZJO,O,X,O,O,X,O
SLITZOJ,O,X,O,X,X,O
SLITOJZ,O,X,O,X,O,O
SLITOZJ,O,X,O,X,O,O
SLIJTZO,O,X,X,O,X,O
SLIJTOZ,O,X,X,X,O,O
SLIJZTO,O,X,X,O,X,O
SLIJZOT,O,X,X,O,X,O
SLIJOTZ,O,X,X,X,O,X
SLIJOZT,O,X,X,O,O,X
SLIZTJO,O,X,O,O,X,O
SLIZTOJ,O,X,O,X,X,O
SLIZJTO,O,X,O,O,X,O
SLIZJOT,O,X,O,O,X,O
SLIZOTJ,X,X,O,X,X,X
SLIZOJT,O,X,O,O,X,O
SLIOTJZ,O,X,O,X,O,X
SLIOTZJ,O,X,O,X,O,X
SLIOJTZ,O,X,O,X,O,X
SLIOJZT,O,X,X,O,O,X
SLIOZTJ,X,X,O,X,O,X
SLIOZJT,O,X,O,O,O,X
SLJTIZO,O,X,X,O,X,O
SLJTIOZ,O,X,X,X,O,O
SLJTZIO,O,O,O,O,X,O
SLJTZOI,O,O,O,O,O,O
SLJTOIZ,O,X,O,X,O,O
SLJTOZI,O,O,O,O,O,O
SLJITZO,O,X,X,O,X,O
SLJITOZ,O,X,X,X,O,O
SLJIZTO,O,X,X,O,X,O
SLJIZOT,O,X,X,O,X,O
SLJIOTZ,O,X,X,X,O,X
SLJIOZT,O,X,X,O,O,X
SLJZTIO,O,O,O,O,X,O
SLJZTOI,O,O,O,O,O,O
SLJZITO,O,X,O,O,X,O
SLJZIOT,O,X,O,O,X,O
SLJZOTI,O,O,O,O,O,O
SLJZOIT,O,X,O,O,O,O
SLJOTIZ,O,X,O,X,O,O
SLJOTZI,O,O,O,O,O,O
SLJOITZ,O,X,O,X,O,X
SLJOIZT,O,X,X,O,O,X
SLJOZTI,O,O,O,O,O,O
SLJOZIT,O,X,O,O,O,O
SLZTIJO,O,O,O,O,X,O
SLZTIOJ,O,O,O,X,X,O
SLZTJIO,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,O
SLZTOIJ,O,O,O,X,O,O
SLZTOJI,O,O,O,X,O,O
SLZITJO,O,X,O,O,X,O
SLZITOJ,O,X,O,X,X,O
SLZIJTO,O,X,O,O,X,O
SLZIJOT,O,X,O,O,X,O
SLZIOTJ,X,X,O,X,X,X
SLZIOJT,O,X,O,O,X,O
SLZJTIO,O,O,O,O,X,O
SLZJTOI,O,O,O,O,O,O
SLZJITO,O,X,O,O,X,O
SLZJIOT,O,X,O,O,X,O
SLZJOTI,O,O,O,O,O,O
SLZJOIT,O,X,O,O,O,O
SLZOTIJ,O,O,O,X,O,O
SLZOTJI,O,O,O,X,O,O
SLZOITJ,X,X,O,X,O,X
SLZOIJT,O,X,O,O,O,O
SLZOJTI,O,O,O,O,O,O
SLZOJIT,O,X,O,O,O,O
SLOTIJZ,O,X,O,X,O,O
SLOTIZJ,O,O,O,X,O,O
SLOTJIZ,O,X,O,X,O,O
SLOTJZI,O,O,O,X,O,O
SLOTZIJ,O,O,O,X,O,O
SLOTZJI,O,O,O,X,O,O
SLOITJZ,O,X,O,X,O,X
SLOITZJ,O,X,O,X,O,X
SLOIJTZ,O,X,O,X,O,X
SLOIJZT,O,X,X,O,O,X
SLOIZTJ,X,X,O,X,O,X
SLOIZJT,O,X,O,O,O,X
SLOJTIZ,O,X,O,X,O,O
SLOJTZI,O,O,O,O,O,O
SLOJITZ,O,X,O,X,O,X
SLOJIZT,O,X,X,O,O,X
SLOJZTI,O,O,O,O,O,O
SLOJZIT,O,X,O,O,O,O
SLOZTIJ,O,O,O,X,O,O
SLOZTJI,O,O,O,X,O,O
SLOZITJ,X,X,O,X,O,X
SLOZIJT,O,X,O,O,O,O
SLOZJTI,O,O,O,O,O,O
SLOZJIT,O,X,O,O,O,O
SJTILZO,O,X,X,O,X,O
SJTILOZ,O,X,X,X,O,O
SJTIZLO,O,X,X,O,X,O
SJTIZOL,O,X,X,O,X,O
SJTIOLZ,O,X,X,X,O,O
SJTIOZL,O,X,X,X,O,O
SJTLIZO,O,X,X,O,X,O
SJTLIOZ,O,X,X,X,O,O
SJTLZIO,O,O,O,O,X,O
SJTLZOI,O,O,O,O,O,O
SJTLOIZ,O,X,O,X,O,O
SJTLOZI,O,O,O,O,O,O
SJTZILO,O,O,O,O,X,O
SJTZIOL,O,O,O,O,X,O
SJTZLIO,O,O,O,O,X,O
SJTZLOI,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O
SJTOILZ,O,X,O,X,O,O
SJTOIZL,O,X,X,X,O,O
SJTOLIZ,O,X,O,X,O,O
SJTOLZI,O,O,O,O,O,O
SJTOZIL,O,O,O,O,O,O
SJTOZLI,O,O,O,O,O,O
SJITLZO,O,X,X,O,X,O
SJITLOZ,O,X,X,X,O,O
SJITZLO,O,X,X,O,X,O
SJITZOL,O,X,X,O,X,O
SJITOLZ,O,X,X,X,O,O
SJITOZL,O,X,X,X,O,O
SJILTZO,O,X,X,O,X,O
SJILTOZ,O,X,X,X,O,O
SJILZTO,O,X,X,O,X,O
SJILZOT,O,X,X,O,X,O
SJILOTZ,O,X,X,X,O,X
SJILOZT,O,X,X,O,O,X
SJIZTLO,O,X,X,O,X,O
SJIZTOL,O,X,X,O,X,O
SJIZLTO,O,X,X,O,X,O
SJIZLOT,O,X,X,O,X,O
SJIZOTL,O,X,X,O,X,X
SJIZOLT,O,X,X,O,X,O
SJIOTLZ,O,X,X,X,O,X
SJIOTZL,O,X,X,X,O,X
SJIOLTZ,O,X,X,X,O,X
SJIOLZT,O,X,X,O,O,X
SJIOZTL,O,X,X,O,O,X
SJIOZLT,O,X,X,O,O,X
SJLTIZO,O,X,X,O,X,O
SJLTIOZ,O,X,X,X,O,O
SJLTZIO,O,O,O,O,X,O
SJLTZOI,O,O,O,O,O,O
SJLTOIZ,O,X,O,X,O,O
SJLTOZI,O,O,O,O,O,O
SJLITZO,O,X,X,O,X,O
SJLITOZ,O,X,X,X,O,O
SJLIZTO,O,X,X,O,X,O
SJLIZOT,O,X,X,O,X,O
SJLIOTZ,O,X,X,X,O,X
SJLIOZT,O,X,X,O,O,X
SJLZTIO,O,O,O,O,X,O
SJLZTOI,O,O,O,O,O,O
SJLZITO,O,X,O,O,X,O
SJLZIOT,O,X,O,O,X,O
SJLZOTI,O,O,O,O,O,O
SJLZOIT,O,X,O,O,O,O
SJLOTIZ,O,X,O,X,O,O
SJLOTZI,O,O,O,O,O,O
SJLOITZ,O,X,O,X,O,X
SJLOIZT,O,X,X,O,O,X
SJLOZTI,O,O,O,O,O,O
SJLOZIT,O,X,O,O,O,O
SJZTILO,O,O,O,O,X,O
SJZTIOL,O,O,O,O,X,O
SJZTLIO,O,O,O,O,X,O
SJZTLOI,O,O,O,O,O,O
SJZTOIL,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O
SJZITLO,O,X,O,O,X,O
SJZITOL,O,X,O,O,X,O
SJZILTO,O,X,O,O,X,O
SJZILOT,O,X,O,O,X,O
SJZIOTL,O,X,O,O,X,X
SJZIOLT,O,X,O,O,X,O
SJZLTIO,O,O,O,O,X,O
SJZLTOI,O,O,O,O,O,O
SJZLITO,O,X,O,O,X,O
SJZLIOT,O,X,O,O,X,O
SJZLOTI,O,O,O,O,O,O
SJZLOIT,O,X,O,O,O,O
SJZOTIL,O,O,O,O,O,O
SJZOTLI,O,O,O,O,O,O
SJZOITL,O,X,O,O,O,X
SJZOILT,O,X,O,O,O,O
SJZOLTI,O,O,O,O,O,O
SJZOLIT,O,X,O,O,O,O
SJOTILZ,O,X,O,X,O,O
SJOTIZL,O,X,X,X,O,O
SJOTLIZ,O,X,O,X,O,O
SJOTLZI,O,O,O,O,O,O
SJOTZIL,O,O,O,O,O,O
SJOTZLI,O,O,O,O,O,O
SJOITLZ,O,X,O,X,O,X
SJOITZL,O,X,X,X,O,X
SJOILTZ,O,X,O,X,O,X
SJOILZT,O,X,X,O,O,X
SJOIZTL,O,X,X,O,O,X
SJOIZLT,O,X,X,O,O,X
SJOLTIZ,O,X,O,X,O,O
SJOLTZI,O,O,O,O,O,O
SJOLITZ,O,X,O,X,O,X
SJOLIZT,O,X,X,O,O,X
SJOLZTI,O,O,O,O,O,O
SJOLZIT,O,X,O,O,O,O
SJOZTIL,O,O,O,O,O,O
SJOZTLI,O,O,O,O,O,O
SJOZITL,O,X,O,O,O,X
SJOZILT,O,X,O,O,O,O
SJOZLTI,O,O,O,O,O,O
SJOZLIT,O,X,O,O,O,O
SZTILJO,O,O,O,O,X,O
SZTILOJ,O,O,O,X,X,O
SZTIJLO,O,O,O,O,X,O
SZTIJOL,O,O,O,O,X,O
SZTIOLJ,O,O,O,X,X,O
SZTIOJL,O,O,O,O,X,O
SZTLIJO,O,O,O,O,X,O
SZTLIOJ,O,O,O,X,X,O
SZTLJIO,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,O,X,O,O
SZTLOJI,O,O,O,X,O,O
SZTJILO,O,O,O,O,X,O
SZTJIOL,O,O,O,O,X,O
SZTJLIO,O,O,O,O,X,O
SZTJLOI,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O
SZTOILJ,O,O,O,X,O,O
SZTOIJL,O,O,O,O,X,O
SZTOLIJ,O,O,O,X,O,O
SZTOLJI,O,O,O,X,O,O
SZTOJIL,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O
SZITLJO,O,X,O,O,X,O
SZITLOJ,O,X,O,X,X,O
SZITJLO,O,X,O,O,X,O
SZITJOL,O,X,O,O,X,O
SZITOLJ,O,X,O,X,X,O
SZITOJL,O,X,O,O,X,O
SZILTJO,O,X,O,O,X,O
SZILTOJ,O,X,O,X,X,O
SZILJTO,O,X,O,O,X,O
SZILJOT,O,X,O,O,X,O
SZILOTJ,X,X,O,X,X,X
SZILOJT,O,X,O,O,X,O
SZIJTLO,O,X,O,O,X,O
