sequence,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBGiBTlB0rBlsBirB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBqlB/mB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFmgBXlBSrB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBRhBqnBfrBUsBlrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBUhBFiBfrBRsBSxB,v115@FhB8HeC8HeE8DeB8JeT/IvhFigBGiB8rBRqB3sBFrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFqnBVqBRmBmlBUsB3rB,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBTlBOrB0nBCnBVxB,v115@FhB8HeC8HeE8DeB8JeqHJvhFlkBRmBmkBzlBUsB3rB
LOTZSIJ,O,X,X,X,X,X,O,X,X
LOTZSJI,O,X,X,O,X,X,X,X,X
LOITJSZ,X,X,X,X,O,X,O,X,X
LOITJZS,X,X,X,X,X,X,O,X,X
LOITSJZ,X,X,X,X,O,O,O,X,X
LOITSZJ,X,X,X,X,X,O,O,X,X
LOITZJS,X,X,X,X,X,X,O,X,X
LOITZSJ,X,X,X,X,X,X,O,X,X
LOIJTSZ,X,O,X,X,O,X,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,X
LOIJSTZ,X,O,O,O,O,O,X,X,X
LOIJSZT,X,O,O,O,O,O,X,X,X
LOIJZTS,X,O,X,X,X,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X
LOISTJZ,X,X,O,X,O,O,X,X,X
LOISTZJ,X,X,O,X,X,O,X,X,X
LOISJTZ,X,O,O,O,O,O,X,X,X
LOISJZT,X,O,O,O,O,O,X,X,X
LOISZTJ,X,X,O,X,X,O,X,X,X
LOISZJT,X,O,O,O,X,O,X,X,X
LOIZTJS,X,X,X,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,X,X,O,X,X
LOIZJTS,X,O,X,X,X,X,X,X,X
LOIZJST,X,O,O,O,X,X,X,X,X
LOIZSTJ,X,X,O,X,X,O,X,X,X
LOIZSJT,X,O,O,O,X,O,X,X,X
LOJTISZ,X,O,X,X,X,X,O,X,X
LOJTIZS,X,O,X,X,X,X,O,X,X
LOJTSIZ,X,O,X,O,X,X,X,X,X
LOJTSZI,X,O,X,O,X,X,X,X,X
LOJTZIS,X,X,X,X,X,X,O,X,X
LOJTZSI,X,O,X,O,X,X,X,X,X
LOJITSZ,X,O,X,X,O,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,X
LOJISTZ,X,O,O,O,O,X,X,X,X
LOJISZT,X,O,O,O,O,X,X,X,X
LOJIZTS,X,O,X,X,X,X,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X
LOJSTIZ,X,O,O,O,X,X,X,X,X
LOJSTZI,X,O,O,O,X,X,X,X,X
LOJSITZ,X,O,O,O,O,X,X,X,X
LOJSIZT,X,O,O,O,O,X,X,O,X
LOJSZTI,X,O,O,O,O,X,X,O,X
LOJSZIT,X,O,O,O,O,X,X,O,X
LOJZTIS,X,X,X,X,X,X,O,X,X
LOJZTSI,X,O,X,O,X,X,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,X
LOJZIST,X,O,X,O,X,X,X,X,X
LOJZSTI,X,O,O,O,X,X,X,O,X
LOJZSIT,X,O,O,O,X,X,X,O,X
LOSTIJZ,O,X,O,X,X,X,O,X,X
LOSTIZJ,O,X,O,X,X,X,O,X,X
LOSTJIZ,O,X,O,O,X,X,X,X,X
LOSTJZI,X,X,O,O,X,X,X,X,X
LOSTZIJ,O,X,X,X,X,X,O,X,X
LOSTZJI,O,X,O,O,X,X,X,X,X
LOSITJZ,O,X,O,X,O,O,X,X,X
LOSITZJ,O,X,O,X,X,O,X,X,X
LOSIJTZ,X,O,O,O,O,O,X,X,X
LOSIJZT,X,O,O,O,O,O,X,O,X
LOSIZTJ,O,X,O,X,X,O,X,X,X
LOSIZJT,X,O,O,O,X,O,X,O,X
LOSJTIZ,X,O,O,O,X,X,X,X,X
LOSJTZI,X,O,O,O,X,X,X,X,X
LOSJITZ,X,O,O,O,O,O,X,X,X
LOSJIZT,X,O,O,O,O,O,X,O,X
LOSJZTI,X,O,O,O,O,X,X,O,X
LOSJZIT,X,O,O,O,O,O,X,O,X
LOSZTIJ,O,X,X,X,X,X,O,X,X
LOSZTJI,O,X,O,O,X,X,X,O,X
LOSZITJ,O,X,O,X,X,O,X,X,X
LOSZIJT,X,X,O,O,X,O,X,O,X
LOSZJTI,X,O,O,O,X,X,X,O,X
LOSZJIT,X,O,O,O,X,O,X,O,X
LOZTIJS,X,X,X,X,X,X,O,X,O
LOZTISJ,X,X,X,X,X,X,O,X,O
LOZTJIS,X,X,X,X,X,X,O,X,X
LOZTJSI,O,X,X,O,X,X,X,O,X
LOZTSIJ,O,X,X,X,X,X,O,X,X
LOZTSJI,O,X,X,O,X,X,X,O,X
LOZITJS,X,X,X,X,X,X,O,X,O
LOZITSJ,X,X,X,X,X,X,O,X,O
LOZIJTS,X,O,X,X,X,X,X,X,X
LOZIJST,X,O,X,O,X,X,X,X,X
LOZISTJ,X,X,O,X,X,X,X,X,X
LOZISJT,X,X,O,O,X,X,X,X,X
LOZJTIS,X,X,X,X,X,X,O,X,X
LOZJTSI,X,O,X,O,X,X,X,X,X
LOZJITS,X,O,X,X,X,X,X,X,X
LOZJIST,X,O,X,O,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,O,X
LOZJSIT,X,O,O,O,X,X,X,O,X
LOZSTIJ,O,X,X,X,X,X,O,X,X
LOZSTJI,O,X,O,O,X,X,X,O,X
LOZSITJ,O,X,O,X,X,X,X,X,X
LOZSIJT,X,X,O,O,X,X,X,O,X
LOZSJTI,X,O,O,O,X,X,X,O,X
LOZSJIT,X,O,O,O,X,X,X,O,X
JTILSZO,X,O,X,X,O,X,X,X,X
JTILSOZ,X,O,X,X,O,X,X,X,X
JTILZSO,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X,X,X
JTILOSZ,X,O,X,X,O,X,O,X,X
JTILOZS,X,O,X,X,X,X,O,X,X
JTISLZO,O,X,X,X,O,X,X,X,X
JTISLOZ,O,X,X,X,O,X,X,X,X
JTISZLO,O,X,X,X,O,X,X,X,X
JTISZOL,O,X,X,X,O,X,X,X,X
JTISOLZ,O,X,X,X,O,X,X,X,X
JTISOZL,O,X,X,X,O,X,X,X,X
JTIZLSO,X,O,X,X,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,X,X
JTIZSLO,O,X,X,X,O,X,X,X,X
JTIZSOL,O,X,X,X,O,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X,X
JTIOLSZ,X,O,X,X,O,X,O,X,X
JTIOLZS,X,O,X,X,X,X,O,X,X
JTIOSLZ,O,X,X,X,O,X,X,X,X
JTIOSZL,O,X,X,X,O,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X
JTIOZSL,X,X,X,X,O,X,X,X,X
JTLISZO,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,X,X,X
JTLIZSO,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,O,X,X
JTLIOZS,X,O,X,X,X,X,O,X,X
JTLSIZO,O,O,X,X,X,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X
JTLSZIO,O,X,X,O,X,X,X,X,X
JTLSZOI,O,O,X,O,X,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X
JTLSOZI,X,O,X,O,X,X,X,X,X
JTLZISO,X,X,X,X,X,X,X,X,O
JTLZIOS,X,X,X,X,X,X,O,X,O
JTLZSIO,O,X,X,O,X,X,X,X,X
JTLZSOI,O,O,X,O,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,O,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,O,X,X
JTLOIZS,X,O,X,X,X,X,O,X,X
JTLOSIZ,O,O,X,O,X,X,X,X,X
JTLOSZI,X,O,X,O,X,X,X,X,X
JTLOZIS,X,X,X,X,X,X,O,X,X
JTLOZSI,X,O,X,O,X,X,X,X,X
JTSILZO,O,X,X,X,O,X,X,X,X
JTSILOZ,O,X,X,X,O,X,X,X,X
JTSIZLO,O,X,X,X,O,X,X,X,X
JTSIZOL,O,X,X,X,O,X,X,X,X
JTSIOLZ,O,X,X,X,O,X,X,X,X
JTSIOZL,O,X,X,X,O,X,X,X,X
JTSLIZO,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,O,X,X,X,X,X
JTSLZIO,O,X,X,O,X,X,X,X,X
JTSLZOI,O,X,X,O,X,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,X,X
JTSLOZI,X,X,X,O,X,X,X,X,X
JTSZILO,O,X,X,X,O,X,X,X,X
JTSZIOL,O,X,X,X,O,X,X,X,X
JTSZLIO,O,X,X,O,X,X,X,X,X
JTSZLOI,O,X,X,O,O,X,X,X,X
JTSZOIL,O,X,X,X,O,X,X,O,X
JTSZOLI,O,X,X,O,O,X,X,O,X
JTSOILZ,O,X,X,X,O,X,X,X,X
JTSOIZL,O,X,X,X,O,X,X,O,X
JTSOLIZ,O,X,X,O,X,X,X,X,X
JTSOLZI,X,X,X,O,X,X,X,X,X
JTSOZIL,O,X,X,X,O,X,X,O,X
JTSOZLI,O,X,X,O,O,X,X,O,X
JTZILSO,X,O,X,X,X,X,X,X,O
JTZILOS,X,O,X,X,X,X,O,X,O
JTZISLO,O,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X,X,X
JTZIOLS,X,O,X,X,X,X,O,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,X,O
JTZLIOS,X,X,X,X,X,X,O,X,O
JTZLSIO,O,X,X,O,X,X,X,X,X
JTZLSOI,O,O,X,O,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,O,X,X
JTZLOSI,O,O,X,O,X,X,X,X,X
JTZSILO,O,X,X,X,X,X,X,X,X
JTZSIOL,O,X,X,X,X,X,X,X,X
JTZSLIO,O,X,X,O,X,X,X,X,X
JTZSLOI,O,X,X,O,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,X,O,X
JTZSOLI,O,X,X,O,X,X,X,O,X
JTZOILS,X,O,X,X,X,X,O,X,X
JTZOISL,O,X,X,X,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X,O,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X
JTZOSIL,O,X,X,X,X,X,X,O,X
JTZOSLI,O,X,X,O,X,X,X,O,X
JTOILSZ,X,O,X,X,O,X,O,X,X
JTOILZS,X,O,X,X,X,X,O,X,X
JTOISLZ,O,X,X,X,O,X,X,X,X
JTOISZL,O,X,X,X,O,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X
JTOIZSL,X,X,X,X,O,X,X,X,X
JTOLISZ,X,O,X,X,X,X,O,X,X
JTOLIZS,X,O,X,X,X,X,O,X,X
JTOLSIZ,O,O,X,O,X,X,X,X,X
JTOLSZI,X,O,X,O,X,X,X,X,X
JTOLZIS,X,X,X,X,X,X,O,X,X
JTOLZSI,X,O,X,O,X,X,X,X,X
JTOSILZ,O,X,X,X,O,X,X,X,X
JTOSIZL,O,X,X,X,O,X,X,O,X
JTOSLIZ,O,X,X,O,X,X,X,X,X
JTOSLZI,X,X,X,O,X,X,X,X,X
JTOSZIL,O,X,X,X,O,X,X,O,X
JTOSZLI,O,X,X,O,O,X,X,O,X
JTOZILS,X,O,X,X,X,X,O,X,X
JTOZISL,O,X,X,X,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X,O,X,X
JTOZLSI,O,O,X,O,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,X,O,X
JTOZSLI,O,X,X,O,X,X,X,O,X
JITLSZO,X,O,X,X,O,X,X,X,X
JITLSOZ,X,O,X,X,O,X,X,X,X
JITLZSO,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,X,X,X,X,X,X,X
JITLOSZ,X,O,X,X,O,X,X,X,X
JITLOZS,X,O,X,X,X,X,X,X,X
JITSLZO,X,X,X,X,O,X,X,X,X
JITSLOZ,X,X,X,X,O,X,X,X,X
JITSZLO,X,X,X,X,O,X,X,X,X
JITSZOL,X,X,X,X,O,X,X,X,X
JITSOLZ,X,X,X,X,O,X,X,X,X
JITSOZL,X,X,X,X,O,X,X,X,X
JITZLSO,X,O,X,X,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X,X
JITZSLO,X,X,X,X,O,X,X,X,X
JITZSOL,X,X,X,X,O,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,O,X,X,X,X
JITOLSZ,X,O,X,X,O,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X
JITOSLZ,X,X,X,X,O,X,X,X,X
JITOSZL,X,X,X,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X
JITOZSL,X,X,X,X,O,X,X,X,X
JILTSZO,X,O,O,X,O,X,X,X,X
JILTSOZ,X,O,O,X,O,X,X,X,X
JILTZSO,X,O,O,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,X,X
JILTOSZ,X,O,X,X,O,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,X,X
JILSTZO,X,O,O,X,O,X,X,X,X
JILSTOZ,X,O,O,O,O,O,X,X,X
JILSZTO,X,O,O,O,O,O,X,X,X
JILSZOT,X,O,O,O,O,O,X,X,X
JILSOTZ,X,O,O,O,O,O,X,X,X
JILSOZT,X,O,O,O,O,O,X,X,X
JILZTSO,X,O,O,X,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X
JILZSTO,X,O,O,O,X,X,X,X,X
JILZSOT,X,O,O,O,X,X,X,X,X
JILZOTS,X,O,X,X,X,X,X,X,X
JILZOST,X,O,O,O,X,X,X,X,X
JILOTSZ,X,O,X,X,O,X,X,X,X
JILOTZS,X,O,X,X,X,X,X,X,X
JILOSTZ,X,O,O,O,O,O,X,X,X
JILOSZT,X,O,O,O,O,O,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X
JILOZST,X,O,O,O,X,X,X,X,X
JISTLZO,X,X,O,X,O,X,X,X,X
JISTLOZ,X,X,O,X,O,O,X,X,X
JISTZLO,X,X,X,X,O,X,X,X,X
JISTZOL,X,X,X,X,O,X,X,X,X
JISTOLZ,X,X,O,X,O,O,X,X,X
JISTOZL,X,X,X,X,O,X,X,X,X
JISLTZO,X,O,O,X,O,X,X,X,X
JISLTOZ,X,O,O,O,O,O,X,X,X
JISLZTO,X,O,O,O,O,O,X,X,X
JISLZOT,X,O,O,O,O,O,X,X,X
JISLOTZ,X,O,O,O,O,O,X,X,X
JISLOZT,X,O,O,O,O,O,X,X,X
JISZTLO,X,X,X,X,O,O,X,X,X
JISZTOL,X,X,X,X,O,O,X,X,X
JISZLTO,X,O,O,O,O,O,X,X,X
JISZLOT,X,O,O,O,O,O,X,X,X
JISZOTL,X,X,X,X,O,O,X,O,X
JISZOLT,X,O,O,O,O,O,X,O,X
JISOTLZ,X,X,O,X,O,O,X,X,X
JISOTZL,X,X,X,X,O,X,X,O,X
JISOLTZ,X,O,O,O,O,O,X,X,X
JISOLZT,X,O,O,O,O,O,X,O,X
JISOZTL,X,X,X,X,O,O,X,O,X
JISOZLT,X,O,O,O,O,O,X,O,X
JIZTLSO,X,O,X,X,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X,X,X
JIZTSLO,X,X,X,X,O,X,X,X,X
JIZTSOL,X,X,X,X,O,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X,X
JIZTOSL,X,X,X,X,O,X,X,X,X
JIZLTSO,X,O,O,X,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X
JIZLSTO,X,O,O,O,X,X,X,X,X
JIZLSOT,X,O,O,O,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X
JIZLOST,X,O,O,O,X,X,X,X,X
JIZSTLO,X,X,X,X,O,X,X,X,X
JIZSTOL,X,X,X,X,O,X,X,X,X
JIZSLTO,X,O,O,O,O,X,X,X,X
JIZSLOT,X,O,O,O,O,X,X,X,X
JIZSOTL,X,X,X,X,O,X,X,O,X
JIZSOLT,X,O,O,O,O,X,X,O,X
JIZOTLS,X,O,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,O,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X,X
JIZOLST,X,O,X,O,X,X,X,X,X
JIZOSTL,X,X,X,X,O,X,X,O,X
JIZOSLT,X,O,O,O,O,X,X,O,X
JIOTLSZ,X,O,X,X,O,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,X,X,X
JIOTSZL,X,X,X,X,O,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,O,X,X,X,X
JIOLTSZ,X,O,X,X,O,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X
JIOLSTZ,X,O,X,O,O,O,X,X,X
JIOLSZT,X,O,X,O,O,O,X,X,X
JIOLZTS,X,O,X,X,X,X,X,X,X
JIOLZST,X,O,X,O,X,X,X,X,X
JIOSTLZ,X,X,O,X,O,O,X,X,X
JIOSTZL,X,X,X,X,O,X,X,O,X
JIOSLTZ,X,O,O,O,O,O,X,X,X
JIOSLZT,X,O,O,O,O,O,X,O,X
JIOSZTL,X,X,X,X,O,O,X,O,X
JIOSZLT,X,O,O,O,O,O,X,O,X
JIOZTLS,X,O,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,O,X,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X,X
JIOZLST,X,O,X,O,X,X,X,X,X
JIOZSTL,X,X,X,X,O,X,X,O,X
JIOZSLT,X,O,O,O,O,X,X,O,X
JLTISZO,X,O,O,X,X,X,X,X,X
JLTISOZ,X,O,O,X,X,X,X,X,X
JLTIZSO,X,O,O,X,X,X,X,X,X
JLTIZOS,X,O,X,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,O,X,X
JLTIOZS,X,O,X,X,X,X,O,X,X
JLTSIZO,X,O,O,X,X,X,X,X,X
JLTSIOZ,X,O,O,O,X,X,X,X,X
JLTSZIO,X,X,X,O,X,X,X,X,X
JLTSZOI,X,O,O,O,X,X,X,X,X
JLTSOIZ,X,O,O,O,X,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X,X
JLTZISO,X,X,X,X,X,X,X,X,O
JLTZIOS,X,X,X,X,X,X,O,X,O
JLTZSIO,X,X,X,O,X,X,X,X,X
JLTZSOI,X,O,O,O,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,O,X,X
JLTZOSI,X,O,X,O,X,X,X,X,X
JLTOISZ,X,O,X,X,X,X,O,X,X
JLTOIZS,X,O,X,X,X,X,O,X,X
JLTOSIZ,X,O,X,O,X,X,X,X,X
JLTOSZI,X,O,X,O,X,X,X,X,X
JLTOZIS,X,X,X,X,X,X,O,X,X
JLTOZSI,X,O,X,O,X,X,X,X,X
JLITSZO,X,O,O,X,O,X,X,X,X
JLITSOZ,X,O,O,X,O,X,X,X,X
JLITZSO,X,O,O,X,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,X,X,X
JLITOSZ,X,O,X,X,O,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,X,X
JLISTZO,X,O,O,X,O,X,X,X,X
JLISTOZ,X,O,O,O,O,X,X,X,X
JLISZTO,X,O,O,O,O,X,X,X,X
JLISZOT,X,O,O,O,O,X,X,X,X
JLISOTZ,X,O,O,O,O,X,X,X,X
JLISOZT,X,O,O,O,O,X,X,X,X
JLIZTSO,X,O,O,X,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X
JLIZSTO,X,O,O,O,X,X,X,X,X
JLIZSOT,X,O,O,O,X,X,X,X,X
JLIZOTS,X,O,X,X,X,X,X,X,X
JLIZOST,X,O,O,O,X,X,X,X,X
JLIOTSZ,X,O,X,X,O,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X
JLIOSTZ,X,O,O,O,O,X,X,X,X
JLIOSZT,X,O,O,O,O,X,X,X,X
JLIOZTS,X,O,X,X,X,X,X,X,X
JLIOZST,X,O,O,O,X,X,X,X,X
JLSTIZO,X,O,O,X,X,X,X,X,X
JLSTIOZ,X,O,O,O,X,X,X,X,X
JLSTZIO,X,X,X,O,X,X,X,X,X
JLSTZOI,X,O,O,O,X,X,X,X,X
JLSTOIZ,X,O,O,O,X,X,X,X,X
JLSTOZI,X,O,O,O,X,X,X,X,X
JLSITZO,X,O,O,X,O,X,X,X,X
JLSITOZ,X,O,O,O,O,X,X,X,X
JLSIZTO,X,O,O,O,O,X,X,X,X
JLSIZOT,X,O,O,O,O,X,X,X,X
JLSIOTZ,X,O,O,O,O,X,X,X,X
JLSIOZT,X,O,O,O,O,X,X,X,X
JLSZTIO,X,X,X,O,X,X,X,X,X
JLSZTOI,X,O,O,O,O,X,X,X,X
JLSZITO,X,O,O,O,O,X,X,X,X
JLSZIOT,X,O,O,O,O,X,X,X,X
JLSZOTI,X,O,O,O,O,X,X,O,X
JLSZOIT,X,O,O,O,O,X,X,O,X
JLSOTIZ,X,O,O,O,X,X,X,X,X
JLSOTZI,X,O,O,O,X,X,X,X,X
JLSOITZ,X,O,O,O,O,X,X,X,X
JLSOIZT,X,O,O,O,O,X,X,O,X
JLSOZTI,X,O,O,O,O,X,X,O,X
JLSOZIT,X,O,O,O,O,X,X,O,X
JLZTISO,X,X,X,X,X,X,X,X,O
JLZTIOS,X,X,X,X,X,X,O,X,O
JLZTSIO,X,X,X,O,X,X,X,X,X
JLZTSOI,X,O,O,O,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,O,X,X
JLZTOSI,X,O,X,O,X,X,X,X,X
JLZITSO,X,O,O,X,X,X,X,X,O
JLZITOS,X,O,X,X,X,X,X,X,O
JLZISTO,X,O,O,O,X,X,X,X,X
JLZISOT,X,O,O,O,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X
JLZIOST,X,O,O,O,X,X,X,X,X
JLZSTIO,X,X,X,O,X,X,X,X,X
JLZSTOI,X,O,O,O,X,X,X,X,X
JLZSITO,X,O,O,O,X,X,X,X,X
JLZSIOT,X,O,O,O,X,X,X,X,X
JLZSOTI,X,O,O,O,X,X,X,O,X
JLZSOIT,X,O,O,O,X,X,X,O,X
JLZOTIS,X,X,X,X,X,X,O,X,X
JLZOTSI,X,O,X,O,X,X,X,X,X
JLZOITS,X,O,X,X,X,X,X,X,X
JLZOIST,X,O,X,O,X,X,X,X,X
JLZOSTI,X,O,O,O,X,X,X,O,X
JLZOSIT,X,O,O,O,X,X,X,O,X
JLOTISZ,X,O,X,X,X,X,O,X,X
JLOTIZS,X,O,X,X,X,X,O,X,X
JLOTSIZ,X,O,X,O,X,X,X,X,X
JLOTSZI,X,O,X,O,X,X,X,X,X
JLOTZIS,X,X,X,X,X,X,O,X,X
JLOTZSI,X,O,X,O,X,X,X,X,X
JLOITSZ,X,O,X,X,O,X,X,X,X
JLOITZS,X,O,X,X,X,X,X,X,X
JLOISTZ,X,O,O,O,O,X,X,X,X
JLOISZT,X,O,O,O,O,X,X,X,X
JLOIZTS,X,O,X,X,X,X,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X,X
JLOSITZ,X,O,O,O,O,X,X,X,X
JLOSIZT,X,O,O,O,O,X,X,O,X
JLOSZTI,X,O,O,O,O,X,X,O,X
JLOSZIT,X,O,O,O,O,X,X,O,X
JLOZTIS,X,X,X,X,X,X,O,X,X
JLOZTSI,X,O,X,O,X,X,X,X,X
JLOZITS,X,O,X,X,X,X,X,X,X
JLOZIST,X,O,X,O,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,X,O,X
JLOZSIT,X,O,O,O,X,X,X,O,X
JSTILZO,O,X,O,X,O,X,X,X,X
JSTILOZ,O,X,O,X,O,O,X,X,X
JSTIZLO,O,X,X,X,O,X,X,X,X
JSTIZOL,O,X,X,X,O,X,X,X,X
JSTIOLZ,O,X,O,X,O,O,X,X,X
JSTIOZL,O,X,X,X,O,X,X,X,X
JSTLIZO,O,X,O,X,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,X,X,X,X
JSTLZIO,O,X,X,O,X,X,X,X,X
JSTLZOI,O,X,O,O,X,X,X,X,X
JSTLOIZ,O,X,O,O,X,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X,X
JSTZILO,O,X,X,X,O,O,X,X,X
JSTZIOL,O,X,X,X,O,O,X,X,X
JSTZLIO,O,X,X,O,X,X,X,X,X
JSTZLOI,O,X,X,O,O,X,X,X,X
JSTZOIL,O,X,X,X,O,O,X,O,X
JSTZOLI,O,X,X,O,O,X,X,O,X
JSTOILZ,O,X,O,X,O,O,X,X,X
JSTOIZL,O,X,X,X,O,X,X,O,X
JSTOLIZ,O,X,O,O,X,X,X,X,X
JSTOLZI,X,X,O,O,X,X,X,X,X
JSTOZIL,O,X,X,X,O,O,X,O,X
JSTOZLI,O,X,X,O,O,X,X,O,X
JSITLZO,O,X,O,X,O,X,X,X,X
JSITLOZ,O,X,O,X,O,O,X,X,X
JSITZLO,O,X,X,X,O,X,X,X,X
JSITZOL,O,X,X,X,O,X,X,X,X
JSITOLZ,O,X,O,X,O,O,X,X,X
JSITOZL,O,X,X,X,O,X,X,X,X
JSILTZO,X,O,O,X,O,X,X,X,X
JSILTOZ,X,O,O,O,O,O,X,X,X
JSILZTO,X,O,O,O,O,O,X,X,X
JSILZOT,X,O,O,O,O,O,X,X,X
JSILOTZ,X,O,O,O,O,O,X,X,X
JSILOZT,X,O,O,O,O,O,X,X,X
JSIZTLO,O,X,X,X,O,O,X,X,X
JSIZTOL,O,X,X,X,O,O,X,X,X
JSIZLTO,X,O,O,O,O,O,X,X,X
JSIZLOT,X,O,O,O,O,O,X,X,X
JSIZOTL,X,X,X,X,O,O,X,O,X
JSIZOLT,X,O,O,O,O,O,X,O,X
JSIOTLZ,O,X,O,X,O,O,X,X,X
JSIOTZL,O,X,X,X,O,X,X,O,X
JSIOLTZ,X,O,O,O,O,O,X,X,X
JSIOLZT,X,O,O,O,O,O,X,O,X
JSIOZTL,O,X,X,X,O,O,X,O,X
JSIOZLT,X,O,O,O,O,O,X,O,X
JSLTIZO,X,O,O,X,X,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X,X
JSLTZIO,X,X,X,O,X,X,X,X,X
JSLTZOI,X,O,O,O,X,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X,X
JSLTOZI,X,O,O,O,X,X,X,X,X
JSLITZO,X,O,O,X,O,X,X,X,X
JSLITOZ,X,O,O,O,O,O,X,X,X
JSLIZTO,X,O,O,O,O,X,X,X,X
JSLIZOT,X,O,O,O,O,O,X,X,X
JSLIOTZ,X,O,O,O,O,O,X,X,X
JSLIOZT,X,O,O,O,O,O,X,X,X
JSLZTIO,X,X,X,O,X,X,X,X,X
JSLZTOI,X,O,O,O,O,X,X,X,X
JSLZITO,X,O,O,O,O,O,X,X,X
JSLZIOT,X,O,O,O,O,O,X,X,X
JSLZOTI,X,O,O,O,O,X,X,O,X
JSLZOIT,X,O,O,O,O,O,X,O,X
JSLOTIZ,X,O,O,O,X,X,X,X,X
