sequence,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhF2lBXiBTjBFmB0q?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFTgB0hBxiBlqB2w?BXtB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFUhBFiBTjBmqB/q?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Je0/IvhFlgBTjBRqBXrB2x?BCsB,v115@HhA8FeA8BeA8DeH8FeA8JeCBJvhFXiBTjBUlBerBlk?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Jel/IvhF3gBTjBRqBmrBSw?B0sB,v115@HhA8FeA8BeA8DeH8FeA8Je0/IvhF2mBTjBRqB6qB3r?B1xB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFOlBTjBRmB8qB3r?B1xB,v115@HhA8FeA8BeA8DeH8FeA8Jex/IvhFmhBzkBCmBVwBct?B3sB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFOlBRmBzqBctBlr?B3sB
ILOTZJS,O,O,O,X,X,X,X,X,X,X
ILOTZSJ,O,X,X,X,X,X,X,X,X,X
ILOJTSZ,X,X,O,X,X,O,X,X,X,X
ILOJTZS,X,X,O,X,X,X,X,O,X,O
ILOJSTZ,X,X,O,O,X,O,X,X,X,X
ILOJSZT,O,X,O,O,X,X,X,O,X,O
ILOJZTS,O,X,O,X,X,X,X,O,X,O
ILOJZST,O,X,O,O,X,X,X,O,X,O
ILOSTJZ,X,X,O,O,X,O,X,X,X,X
ILOSTZJ,O,X,X,O,X,X,X,X,X,X
ILOSJTZ,X,X,O,O,X,O,X,X,X,X
ILOSJZT,O,X,O,O,X,X,X,O,X,O
ILOSZTJ,O,X,X,O,X,X,X,X,X,X
ILOSZJT,O,X,X,O,X,X,X,X,X,X
ILOZTJS,O,O,O,X,X,X,X,X,X,X
ILOZTSJ,O,O,X,O,X,X,X,X,X,X
ILOZJTS,O,X,O,X,X,X,X,O,X,O
ILOZJST,O,X,O,O,X,X,X,O,X,O
ILOZSTJ,O,X,X,O,X,X,X,X,X,X
ILOZSJT,O,X,X,O,X,X,X,X,X,X
IJTLSZO,X,O,O,X,X,X,X,X,X,X
IJTLSOZ,X,O,O,X,X,O,X,X,X,X
IJTLZSO,X,O,O,X,X,X,X,X,X,X
IJTLZOS,X,O,O,X,X,X,O,X,X,X
IJTLOSZ,X,O,O,X,X,O,X,X,X,X
IJTLOZS,X,O,O,X,X,X,O,O,X,X
IJTSLZO,X,X,X,O,X,X,X,X,X,X
IJTSLOZ,X,X,X,O,X,O,X,X,X,X
IJTSZLO,X,X,X,O,X,X,X,X,X,X
IJTSZOL,X,X,X,O,X,O,X,X,X,X
IJTSOLZ,X,X,X,O,X,O,X,X,X,X
IJTSOZL,X,X,X,O,X,O,X,X,X,X
IJTZLSO,X,X,X,X,X,X,X,X,X,X
IJTZLOS,X,O,X,X,X,X,O,X,X,X
IJTZSLO,X,X,X,O,X,X,X,X,X,X
IJTZSOL,X,X,X,O,X,O,X,X,X,X
IJTZOLS,X,O,X,X,X,X,O,X,X,X
IJTZOSL,X,X,X,O,X,O,X,X,X,X
IJTOLSZ,X,O,O,X,X,O,X,X,X,X
IJTOLZS,X,O,X,X,X,X,O,O,X,X
IJTOSLZ,X,X,X,O,X,O,X,X,X,X
IJTOSZL,X,X,X,O,X,O,X,X,X,X
IJTOZLS,X,O,X,X,X,X,O,X,X,X
IJTOZSL,X,X,X,O,X,O,X,X,X,X
IJLTSZO,X,O,O,X,X,X,X,X,X,X
IJLTSOZ,X,O,O,X,X,O,X,X,X,X
IJLTZSO,X,O,O,X,X,X,X,X,X,X
IJLTZOS,X,O,O,X,X,X,O,X,X,X
IJLTOSZ,X,O,O,X,X,O,X,X,X,X
IJLTOZS,X,O,O,X,X,X,O,O,X,X
IJLSTZO,X,X,O,O,X,X,X,X,X,X
IJLSTOZ,X,X,O,O,X,O,X,X,X,X
IJLSZTO,X,X,O,O,X,X,X,X,X,X
IJLSZOT,X,X,O,O,O,X,O,X,X,X
IJLSOTZ,X,X,O,O,X,O,X,X,X,X
IJLSOZT,X,X,O,O,O,X,O,O,X,X
IJLZTSO,X,X,O,X,X,X,X,X,X,X
IJLZTOS,X,O,O,X,X,X,O,X,X,X
IJLZSTO,X,X,O,O,X,X,X,X,X,X
IJLZSOT,X,X,O,O,O,X,O,X,X,X
IJLZOTS,X,X,O,X,X,X,O,O,X,X
IJLZOST,X,X,O,O,O,X,O,O,X,X
IJLOTSZ,X,X,O,X,X,O,X,X,X,X
IJLOTZS,X,X,O,X,X,X,O,O,X,X
IJLOSTZ,X,X,O,O,X,O,X,X,X,X
IJLOSZT,X,X,O,O,O,X,O,O,X,X
IJLOZTS,X,X,O,X,X,X,O,O,X,X
IJLOZST,X,X,O,O,O,X,O,O,X,X
IJSTLZO,X,X,X,O,X,X,X,X,X,X
IJSTLOZ,X,X,X,O,X,O,X,X,X,X
IJSTZLO,X,X,X,O,X,X,X,X,X,X
IJSTZOL,X,X,X,O,X,O,X,X,X,X
IJSTOLZ,X,X,X,O,X,O,X,X,X,X
IJSTOZL,X,X,X,O,X,O,X,X,X,X
IJSLTZO,X,X,X,O,X,X,X,X,X,X
IJSLTOZ,X,X,X,O,X,O,X,X,X,X
IJSLZTO,X,X,X,O,X,X,X,X,X,X
IJSLZOT,X,X,X,O,O,X,O,X,X,X
IJSLOTZ,X,X,X,O,X,O,X,X,X,X
IJSLOZT,X,X,X,O,O,X,O,O,X,X
IJSZTLO,X,X,X,O,X,X,X,X,X,X
IJSZTOL,X,X,X,O,X,O,X,X,X,X
IJSZLTO,X,X,X,O,X,X,X,X,X,X
IJSZLOT,X,X,X,O,O,X,O,X,X,X
IJSZOTL,X,X,X,O,X,O,X,X,X,X
IJSZOLT,X,X,X,O,O,X,O,X,X,X
IJSOTLZ,X,X,X,O,X,O,X,X,X,X
IJSOTZL,X,X,X,O,X,O,X,X,X,X
IJSOLTZ,X,X,X,O,X,O,X,X,X,X
IJSOLZT,X,X,X,O,O,X,O,O,X,X
IJSOZTL,X,X,X,O,X,O,X,X,X,X
IJSOZLT,X,X,X,O,O,X,O,X,X,X
IJZTLSO,X,X,X,X,X,X,X,X,X,X
IJZTLOS,X,O,X,X,X,X,O,X,X,X
IJZTSLO,X,X,X,O,X,X,X,X,X,X
IJZTSOL,X,X,X,O,X,O,X,X,X,X
IJZTOLS,X,O,X,X,X,X,O,X,X,X
IJZTOSL,X,X,X,O,X,O,X,X,X,X
IJZLTSO,X,X,X,X,X,X,X,X,X,X
IJZLTOS,X,O,X,X,X,X,O,X,X,X
IJZLSTO,X,X,X,O,X,X,X,X,X,X
IJZLSOT,X,X,X,O,O,X,O,X,X,X
IJZLOTS,X,X,X,X,X,X,O,O,X,X
IJZLOST,X,X,X,O,O,X,O,O,X,X
IJZSTLO,X,X,X,O,X,X,X,X,X,X
IJZSTOL,X,X,X,O,X,O,X,X,X,X
IJZSLTO,X,X,X,O,X,X,X,X,X,X
IJZSLOT,X,X,X,O,O,X,O,X,X,X
IJZSOTL,X,X,X,O,X,O,X,X,X,X
IJZSOLT,X,X,X,O,O,X,O,X,X,X
IJZOTLS,X,X,X,X,X,X,O,X,X,X
IJZOTSL,X,X,X,O,X,O,X,X,X,X
IJZOLTS,X,X,X,X,X,X,O,O,X,X
IJZOLST,X,X,X,O,O,X,O,O,X,X
IJZOSTL,X,X,X,O,X,O,X,X,X,X
IJZOSLT,X,X,X,O,O,X,O,X,X,X
IJOTLSZ,X,X,O,X,X,O,X,X,X,X
IJOTLZS,X,X,X,X,X,X,O,O,X,X
IJOTSLZ,X,X,X,O,X,O,X,X,X,X
IJOTSZL,X,X,X,O,X,O,X,X,X,X
IJOTZLS,X,X,X,X,X,X,O,X,X,X
IJOTZSL,X,X,X,O,X,O,X,X,X,X
IJOLTSZ,X,X,O,X,X,O,X,X,X,X
IJOLTZS,X,X,X,X,X,X,O,O,X,X
IJOLSTZ,X,X,O,O,X,O,X,X,X,X
IJOLSZT,X,X,O,O,O,X,O,O,X,X
IJOLZTS,X,X,X,X,X,X,O,O,X,X
IJOLZST,X,X,X,O,O,X,O,O,X,X
IJOSTLZ,X,X,X,O,X,O,X,X,X,X
IJOSTZL,X,X,X,O,X,O,X,X,X,X
IJOSLTZ,X,X,X,O,X,O,X,X,X,X
IJOSLZT,X,X,X,O,O,X,O,O,X,X
IJOSZTL,X,X,X,O,X,O,X,X,X,X
IJOSZLT,X,X,X,O,O,X,O,X,X,X
IJOZTLS,X,X,X,X,X,X,O,X,X,X
IJOZTSL,X,X,X,O,X,O,X,X,X,X
IJOZLTS,X,X,X,X,X,X,O,O,X,X
IJOZLST,X,X,X,O,O,X,O,O,X,X
IJOZSTL,X,X,X,O,X,O,X,X,X,X
IJOZSLT,X,X,X,O,O,X,O,X,X,X
ISTLJZO,X,O,X,O,O,X,X,X,X,X
ISTLJOZ,X,O,X,O,O,O,X,X,X,X
ISTLZJO,O,X,X,O,X,X,X,X,X,X
ISTLZOJ,O,X,X,O,X,X,X,X,X,X
ISTLOJZ,X,O,X,O,O,O,X,X,X,X
ISTLOZJ,O,X,X,O,X,X,X,X,X,X
ISTJLZO,X,X,X,O,O,X,X,X,X,X
ISTJLOZ,X,X,X,O,O,O,X,X,X,X
ISTJZLO,X,X,X,O,O,X,X,X,X,X
ISTJZOL,X,X,X,O,O,O,X,X,X,X
ISTJOLZ,X,X,X,O,O,O,X,X,X,X
ISTJOZL,X,X,X,O,O,O,X,X,X,X
ISTZLJO,O,X,X,O,X,X,X,X,X,X
ISTZLOJ,O,O,X,O,X,X,X,X,X,X
ISTZJLO,O,X,X,O,X,X,X,X,X,X
ISTZJOL,O,X,X,O,X,O,X,X,X,X
ISTZOLJ,O,O,X,O,X,X,X,X,X,X
ISTZOJL,O,X,X,O,X,O,X,X,X,X
ISTOLJZ,X,O,X,O,O,O,X,X,X,X
ISTOLZJ,O,X,X,O,X,X,X,X,X,X
ISTOJLZ,X,X,X,O,O,O,X,X,X,X
ISTOJZL,X,X,X,O,O,O,X,X,X,X
ISTOZLJ,O,O,X,O,X,X,X,X,X,X
ISTOZJL,O,X,X,O,X,O,X,X,X,X
ISLTJZO,X,O,X,O,O,X,X,X,X,X
ISLTJOZ,X,O,X,O,O,O,X,X,X,X
ISLTZJO,O,X,X,O,X,X,X,X,X,X
ISLTZOJ,O,X,X,O,X,X,X,X,X,X
ISLTOJZ,X,O,X,O,O,O,X,X,X,X
ISLTOZJ,O,X,X,O,X,X,X,X,X,X
ISLJTZO,X,X,X,O,O,X,X,X,X,X
ISLJTOZ,X,X,X,O,O,O,X,X,X,X
ISLJZTO,O,X,X,O,O,X,X,X,X,X
ISLJZOT,O,X,X,O,O,X,X,X,X,X
ISLJOTZ,X,X,X,O,O,O,X,X,X,X
ISLJOZT,O,X,X,O,O,X,X,O,X,X
ISLZTJO,O,X,X,O,X,X,X,X,X,X
ISLZTOJ,O,O,X,O,X,X,X,X,X,X
ISLZJTO,O,X,X,O,O,X,X,X,X,X
ISLZJOT,O,X,X,O,O,X,X,X,X,X
ISLZOTJ,O,X,X,O,X,X,X,X,X,X
ISLZOJT,O,X,X,O,O,X,X,X,X,X
ISLOTJZ,X,X,X,O,O,O,X,X,X,X
ISLOTZJ,O,X,X,O,X,X,X,X,X,X
ISLOJTZ,X,X,X,O,O,O,X,X,X,X
ISLOJZT,O,X,X,O,O,X,X,O,X,X
ISLOZTJ,O,X,X,O,X,X,X,X,X,X
ISLOZJT,O,X,X,O,O,X,X,X,X,X
ISJTLZO,X,X,X,O,O,X,X,X,X,X
ISJTLOZ,X,X,X,O,O,O,X,X,X,X
ISJTZLO,X,X,X,O,O,X,X,X,X,X
ISJTZOL,X,X,X,O,O,O,X,X,X,X
ISJTOLZ,X,X,X,O,O,O,X,X,X,X
ISJTOZL,X,X,X,O,O,O,X,X,X,X
ISJLTZO,X,X,X,O,O,X,X,X,X,X
ISJLTOZ,X,X,X,O,O,O,X,X,X,X
ISJLZTO,O,X,X,O,O,X,X,X,X,X
ISJLZOT,O,X,X,O,O,X,X,X,X,X
ISJLOTZ,X,X,X,O,O,O,X,X,X,X
ISJLOZT,O,X,X,O,O,X,X,O,X,X
ISJZTLO,O,X,X,O,O,X,X,X,X,X
ISJZTOL,O,X,X,O,O,O,X,X,X,X
ISJZLTO,O,X,X,O,O,X,X,X,X,X
ISJZLOT,O,X,X,O,O,X,X,X,X,X
ISJZOTL,O,X,X,O,O,O,X,X,X,X
ISJZOLT,O,X,X,O,O,X,X,X,X,X
ISJOTLZ,X,X,X,O,O,O,X,X,X,X
ISJOTZL,X,X,X,O,O,O,X,X,X,X
ISJOLTZ,X,X,X,O,O,O,X,X,X,X
ISJOLZT,O,X,X,O,O,X,X,O,X,X
ISJOZTL,O,X,X,O,O,O,X,X,X,X
ISJOZLT,O,X,X,O,O,X,X,X,X,X
ISZTLJO,O,X,X,O,X,X,X,X,X,X
ISZTLOJ,O,O,X,O,X,X,X,X,X,X
ISZTJLO,O,X,X,O,X,X,X,X,X,X
ISZTJOL,O,X,X,O,X,O,X,X,X,X
ISZTOLJ,O,O,X,O,X,X,X,X,X,X
ISZTOJL,O,X,X,O,X,O,X,X,X,X
ISZLTJO,O,X,X,O,X,X,X,X,X,X
ISZLTOJ,O,O,X,O,X,X,X,X,X,X
ISZLJTO,O,X,X,O,O,X,X,X,X,X
ISZLJOT,O,X,X,O,O,X,X,X,X,X
ISZLOTJ,O,X,X,O,X,X,X,X,X,X
ISZLOJT,O,X,X,O,O,X,X,X,X,X
ISZJTLO,O,X,X,O,O,X,X,X,X,X
ISZJTOL,O,X,X,O,O,O,X,X,X,X
ISZJLTO,O,X,X,O,O,X,X,X,X,X
ISZJLOT,O,X,X,O,O,X,X,X,X,X
ISZJOTL,O,X,X,O,O,O,X,X,X,X
ISZJOLT,O,X,X,O,O,X,X,X,X,X
ISZOTLJ,O,X,X,O,X,X,X,X,X,X
ISZOTJL,O,X,X,O,X,O,X,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,X,X,X
ISZOLJT,O,X,X,O,O,X,X,X,X,X
ISZOJTL,O,X,X,O,O,O,X,X,X,X
ISZOJLT,O,X,X,O,O,X,X,X,X,X
ISOTLJZ,X,X,X,O,O,O,X,X,X,X
ISOTLZJ,O,X,X,O,X,X,X,X,X,X
ISOTJLZ,X,X,X,O,O,O,X,X,X,X
ISOTJZL,X,X,X,O,O,O,X,X,X,X
ISOTZLJ,O,X,X,O,X,X,X,X,X,X
ISOTZJL,O,X,X,O,X,O,X,X,X,X
ISOLTJZ,X,X,X,O,O,O,X,X,X,X
ISOLTZJ,O,X,X,O,X,X,X,X,X,X
ISOLJTZ,X,X,X,O,O,O,X,X,X,X
ISOLJZT,O,X,X,O,O,X,X,O,X,X
ISOLZTJ,O,X,X,O,X,X,X,X,X,X
ISOLZJT,O,X,X,O,O,X,X,X,X,X
ISOJTLZ,X,X,X,O,O,O,X,X,X,X
ISOJTZL,X,X,X,O,O,O,X,X,X,X
ISOJLTZ,X,X,X,O,O,O,X,X,X,X
ISOJLZT,O,X,X,O,O,X,X,O,X,X
ISOJZTL,O,X,X,O,O,O,X,X,X,X
ISOJZLT,O,X,X,O,O,X,X,X,X,X
ISOZTLJ,O,X,X,O,X,X,X,X,X,X
ISOZTJL,O,X,X,O,X,O,X,X,X,X
ISOZLTJ,O,X,X,O,X,X,X,X,X,X
ISOZLJT,O,X,X,O,O,X,X,X,X,X
ISOZJTL,O,X,X,O,O,O,X,X,X,X
ISOZJLT,O,X,X,O,O,X,X,X,X,X
IZTLJSO,X,O,X,X,X,X,X,X,X,X
IZTLJOS,X,O,X,X,X,X,X,X,X,X
IZTLSJO,X,O,X,O,X,X,X,X,X,X
IZTLSOJ,X,O,X,O,X,X,X,X,X,X
IZTLOJS,X,O,X,X,X,X,X,X,X,X
IZTLOSJ,X,O,X,O,X,X,X,X,X,X
IZTJLSO,X,X,X,X,X,X,X,X,X,X
IZTJLOS,X,O,X,X,X,X,X,X,X,X
IZTJSLO,X,X,X,O,X,X,X,X,X,X
IZTJSOL,X,X,X,O,X,O,X,X,X,X
IZTJOLS,X,O,X,X,X,X,X,X,X,X
IZTJOSL,X,X,X,O,X,O,X,X,X,X
IZTSLJO,X,X,X,O,X,X,X,X,X,X
IZTSLOJ,X,O,X,O,X,X,X,X,X,X
IZTSJLO,X,X,X,O,X,X,X,X,X,X
IZTSJOL,X,X,X,O,X,O,X,X,X,X
IZTSOLJ,X,O,X,O,X,X,X,X,X,X
IZTSOJL,X,X,X,O,X,O,X,X,X,X
IZTOLJS,X,O,X,X,X,X,X,X,X,X
IZTOLSJ,X,O,X,O,X,X,X,X,X,X
IZTOJLS,X,O,X,X,X,X,X,X,X,X
IZTOJSL,X,X,X,O,X,O,X,X,X,X
IZTOSLJ,X,O,X,O,X,X,X,X,X,X
IZTOSJL,X,X,X,O,X,O,X,X,X,X
IZLTJSO,X,O,X,X,X,X,X,X,X,X
IZLTJOS,X,O,X,X,X,X,X,X,X,X
IZLTSJO,X,O,X,O,X,X,X,X,X,X
IZLTSOJ,X,O,X,O,X,X,X,X,X,X
IZLTOJS,X,O,X,X,X,X,X,X,X,X
IZLTOSJ,X,O,X,O,X,X,X,X,X,X
IZLJTSO,X,X,X,X,X,X,X,X,X,X
IZLJTOS,X,O,X,X,X,X,X,X,X,X
IZLJSTO,X,X,X,O,X,X,X,X,X,X
IZLJSOT,O,X,X,O,X,X,X,X,X,X
IZLJOTS,X,X,X,X,X,X,X,O,X,X
IZLJOST,O,X,X,O,X,X,X,O,X,X
IZLSTJO,X,X,X,O,X,X,X,X,X,X
IZLSTOJ,X,O,X,O,X,X,X,X,X,X
IZLSJTO,X,X,X,O,X,X,X,X,X,X
IZLSJOT,O,X,X,O,X,X,X,X,X,X
IZLSOTJ,X,X,X,O,X,X,X,X,X,X
IZLSOJT,O,X,X,O,X,X,X,X,X,X
IZLOTJS,X,O,X,X,X,X,X,X,X,X
IZLOTSJ,X,O,X,O,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,O,X,X
IZLOJST,O,X,X,O,X,X,X,O,X,X
IZLOSTJ,X,X,X,O,X,X,X,X,X,X
IZLOSJT,O,X,X,O,X,X,X,X,X,X
IZJTLSO,X,X,X,X,X,X,X,X,X,X
IZJTLOS,X,O,X,X,X,X,O,X,X,X
IZJTSLO,X,X,X,O,X,X,X,X,X,X
IZJTSOL,X,X,X,O,X,O,X,X,X,X
IZJTOLS,X,O,X,X,X,X,O,X,X,X
IZJTOSL,X,X,X,O,X,O,X,X,X,X
IZJLTSO,X,X,X,X,X,X,X,X,X,X
IZJLTOS,X,O,X,X,X,X,O,X,X,X
IZJLSTO,X,X,X,O,X,X,X,X,X,X
IZJLSOT,O,X,X,O,O,X,O,X,X,X
IZJLOTS,X,X,X,X,X,X,O,O,X,X
IZJLOST,O,X,X,O,O,X,O,O,X,X
IZJSTLO,X,X,X,O,X,X,X,X,X,X
IZJSTOL,X,X,X,O,X,O,X,X,X,X
IZJSLTO,X,X,X,O,X,X,X,X,X,X
IZJSLOT,O,X,X,O,O,X,O,X,X,X
IZJSOTL,X,X,X,O,X,O,X,X,X,X
IZJSOLT,O,X,X,O,O,X,O,X,X,X
IZJOTLS,X,X,X,X,X,X,O,X,X,X
IZJOTSL,X,X,X,O,X,O,X,X,X,X
IZJOLTS,X,X,X,X,X,X,O,O,X,X
IZJOLST,O,X,X,O,O,X,O,O,X,X
IZJOSTL,X,X,X,O,X,O,X,X,X,X
IZJOSLT,O,X,X,O,O,X,O,X,X,X
IZSTLJO,X,X,X,O,X,X,X,X,X,X
IZSTLOJ,X,O,X,O,X,X,X,X,X,X
IZSTJLO,X,X,X,O,X,X,X,X,X,X
IZSTJOL,X,X,X,O,X,O,X,X,X,X
IZSTOLJ,X,O,X,O,X,X,X,X,X,X
IZSTOJL,X,X,X,O,X,O,X,X,X,X
IZSLTJO,X,X,X,O,X,X,X,X,X,X
IZSLTOJ,X,O,X,O,X,X,X,X,X,X
IZSLJTO,X,X,X,O,X,X,X,X,X,X
IZSLJOT,O,X,X,O,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,X,X,X,X,X,X
IZSLOJT,O,X,X,O,X,X,X,X,X,X
IZSJTLO,X,X,X,O,X,X,X,X,X,X
IZSJTOL,X,X,X,O,X,O,X,X,X,X
IZSJLTO,X,X,X,O,X,X,X,X,X,X
IZSJLOT,O,X,X,O,X,X,X,X,X,X
IZSJOTL,X,X,X,O,X,O,X,X,X,X
IZSJOLT,O,X,X,O,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,X,X,X
IZSOTJL,X,X,X,O,X,O,X,X,X,X
IZSOLTJ,X,X,X,O,X,X,X,X,X,X
IZSOLJT,O,X,X,O,X,X,X,X,X,X
IZSOJTL,X,X,X,O,X,O,X,X,X,X
IZSOJLT,O,X,X,O,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,X,X,X,X,X
IZOTLSJ,X,O,X,O,X,X,X,X,X,X
IZOTJLS,X,O,X,X,X,X,X,X,X,X
IZOTJSL,X,X,X,O,X,O,X,X,X,X
IZOTSLJ,X,O,X,O,X,X,X,X,X,X
IZOTSJL,X,X,X,O,X,O,X,X,X,X
IZOLTJS,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,X,O,X,O,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,O,X,X
IZOLJST,O,X,X,O,X,X,X,O,X,X
IZOLSTJ,X,X,X,O,X,X,X,X,X,X
IZOLSJT,O,X,X,O,X,X,X,X,X,X
IZOJTLS,X,X,X,X,X,X,O,X,X,X
IZOJTSL,X,X,X,O,X,O,X,X,X,X
IZOJLTS,X,X,X,X,X,X,O,O,X,X
IZOJLST,O,X,X,O,O,X,O,O,X,X
IZOJSTL,X,X,X,O,X,O,X,X,X,X
IZOJSLT,O,X,X,O,O,X,O,X,X,X
IZOSTLJ,X,X,X,O,X,X,X,X,X,X
IZOSTJL,X,X,X,O,X,O,X,X,X,X
IZOSLTJ,X,X,X,O,X,X,X,X,X,X
IZOSLJT,O,X,X,O,X,X,X,X,X,X
IZOSJTL,X,X,X,O,X,O,X,X,X,X
IZOSJLT,O,X,X,O,X,X,X,X,X,X
IOTLJSZ,X,O,O,X,X,O,X,X,O,X
IOTLJZS,X,O,O,X,X,X,X,O,O,O
IOTLSJZ,X,O,O,X,X,O,X,X,O,X
IOTLSZJ,X,X,X,X,X,X,X,X,O,X
IOTLZJS,X,O,O,X,X,X,X,X,O,X
IOTLZSJ,X,O,X,X,X,X,X,X,O,X
IOTJLSZ,X,O,O,X,X,O,X,X,O,X
IOTJLZS,X,O,X,X,X,X,X,O,O,O
IOTJSLZ,X,X,X,O,X,O,X,X,X,X
IOTJSZL,X,X,X,O,X,O,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,X
IOTJZSL,X,X,X,O,X,O,X,X,X,X
IOTSLJZ,X,O,X,O,X,O,X,X,O,X
IOTSLZJ,X,X,X,O,X,X,X,X,O,X
IOTSJLZ,X,X,X,O,X,O,X,X,X,X
IOTSJZL,X,X,X,O,X,O,X,X,X,X
IOTSZLJ,X,O,X,O,X,X,X,X,X,X
IOTSZJL,X,X,X,O,X,O,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,X,O,X
IOTZLSJ,X,O,X,O,X,X,X,X,O,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X
IOTZJSL,X,X,X,O,X,O,X,X,X,X
IOTZSLJ,X,O,X,O,X,X,X,X,X,X
IOTZSJL,X,X,X,O,X,O,X,X,X,X
IOLTJSZ,X,O,O,X,X,O,X,X,O,X
IOLTJZS,X,O,O,X,X,X,X,O,O,O
IOLTSJZ,X,O,O,X,X,O,X,X,O,X
IOLTSZJ,O,X,X,X,X,X,X,X,O,X
IOLTZJS,O,O,O,X,X,X,X,X,O,X
IOLTZSJ,O,X,X,X,X,X,X,X,O,X
IOLJTSZ,X,X,O,X,X,O,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X,O,X,O
IOLJSTZ,X,X,O,O,X,O,X,X,X,X
IOLJSZT,O,X,O,O,X,X,X,O,X,O
IOLJZTS,O,X,O,X,X,X,X,O,X,O
IOLJZST,O,X,O,O,X,X,X,O,X,O
IOLSTJZ,X,X,O,O,X,O,X,X,X,X
IOLSTZJ,O,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,X,O,O,X,O,X,X,X,X
IOLSJZT,O,X,O,O,X,X,X,O,X,O
IOLSZTJ,O,X,X,O,X,X,X,X,X,X
IOLSZJT,O,X,X,O,X,X,X,X,X,X
IOLZTJS,O,O,O,X,X,X,X,X,X,X
IOLZTSJ,O,O,X,O,X,X,X,X,X,X
IOLZJTS,O,X,O,X,X,X,X,O,X,O
IOLZJST,O,X,O,O,X,X,X,O,X,O
IOLZSTJ,O,X,X,O,X,X,X,X,X,X
IOLZSJT,O,X,X,O,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,O,X,X,O,X
IOJTLZS,X,X,X,X,X,X,O,O,O,O
IOJTSLZ,X,X,X,O,X,O,X,X,X,X
IOJTSZL,X,X,X,O,X,O,X,X,X,X
IOJTZLS,X,X,X,X,X,X,O,X,X,X
IOJTZSL,X,X,X,O,X,O,X,X,X,X
IOJLTSZ,X,X,O,X,X,O,X,X,X,X
IOJLTZS,X,X,X,X,X,X,O,O,X,O
IOJLSTZ,X,X,O,O,X,O,X,X,X,X
IOJLSZT,X,X,O,O,O,X,O,O,X,O
IOJLZTS,X,X,X,X,X,X,O,O,X,O
IOJLZST,X,X,X,O,O,X,O,O,X,O
IOJSTLZ,X,X,X,O,X,O,X,X,X,X
IOJSTZL,X,X,X,O,X,O,X,X,X,X
IOJSLTZ,X,X,X,O,X,O,X,X,X,X
IOJSLZT,X,X,X,O,O,X,O,O,X,O
IOJSZTL,X,X,X,O,X,O,X,X,X,X
IOJSZLT,X,X,X,O,O,X,O,X,X,X
IOJZTLS,X,X,X,X,X,X,O,X,X,X
IOJZTSL,X,X,X,O,X,O,X,X,X,X
IOJZLTS,X,X,X,X,X,X,O,O,X,O
IOJZLST,X,X,X,O,O,X,O,O,X,O
IOJZSTL,X,X,X,O,X,O,X,X,X,X
IOJZSLT,X,X,X,O,O,X,O,X,X,X
IOSTLJZ,X,X,X,O,O,O,X,X,O,X
IOSTLZJ,O,X,X,O,X,X,X,X,O,X
IOSTJLZ,X,X,X,O,O,O,X,X,X,X
IOSTJZL,X,X,X,O,O,O,X,X,X,X
IOSTZLJ,O,X,X,O,X,X,X,X,X,X
IOSTZJL,O,X,X,O,X,O,X,X,X,X
IOSLTJZ,X,X,X,O,O,O,X,X,X,X
IOSLTZJ,O,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,O,O,X,X,X,X
IOSLJZT,O,X,X,O,O,X,X,O,X,O
IOSLZTJ,O,X,X,O,X,X,X,X,X,X
IOSLZJT,O,X,X,O,O,X,X,X,X,X
IOSJTLZ,X,X,X,O,O,O,X,X,X,X
IOSJTZL,X,X,X,O,O,O,X,X,X,X
IOSJLTZ,X,X,X,O,O,O,X,X,X,X
IOSJLZT,O,X,X,O,O,X,X,O,X,O
IOSJZTL,O,X,X,O,O,O,X,X,X,X
IOSJZLT,O,X,X,O,O,X,X,X,X,X
IOSZTLJ,O,X,X,O,X,X,X,X,X,X
IOSZTJL,O,X,X,O,X,O,X,X,X,X
IOSZLTJ,O,X,X,O,X,X,X,X,X,X
IOSZLJT,O,X,X,O,O,X,X,X,X,X
IOSZJTL,O,X,X,O,O,O,X,X,X,X
IOSZJLT,O,X,X,O,O,X,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,O,X
