sequence,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFFiB6oBUlBz?nBXrBGrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeWFJvhFxgBVnB/rBT?oBCoB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8Jez/IvhFUhBFiBXjBS?tBxqBWwB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFxhBTjBlmBW?tBUrB6qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeGAJvhFxhB6oBUlBz?nBXrBlrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFUiBFlB6rBX?oBGoBzqB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeCAJvhFFiBTjBWtBx?qB/rB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFTjBRmBWtBC?nBUrBlqB
SZTLIJO,O,O,X,O,X,O,X,X
SZTLIOJ,O,O,X,X,X,O,X,X
SZTLJIO,O,O,X,O,X,O,X,X
SZTLJOI,X,O,X,O,X,O,X,X
SZTLOIJ,O,O,X,X,X,O,X,X
SZTLOJI,O,O,X,X,X,O,X,X
SZTJILO,O,O,X,O,X,X,X,X
SZTJIOL,O,O,X,O,X,X,X,O
SZTJLIO,O,O,X,O,X,O,X,X
SZTJLOI,X,O,X,O,X,O,X,X
SZTJOIL,O,O,X,O,O,X,X,O
SZTJOLI,O,O,X,O,O,X,X,X
SZTOILJ,O,O,X,X,O,X,X,X
SZTOIJL,O,O,X,O,O,X,X,X
SZTOLIJ,O,O,X,X,O,O,X,X
SZTOLJI,O,O,X,X,O,O,X,X
SZTOJIL,O,O,X,O,O,X,X,X
SZTOJLI,O,O,X,O,O,X,X,X
SZITLJO,O,O,X,O,X,O,X,X
SZITLOJ,O,O,X,X,X,O,X,X
SZITJLO,O,O,X,O,X,X,X,X
SZITJOL,O,O,X,O,X,X,X,O
SZITOLJ,O,O,X,X,X,X,X,X
SZITOJL,O,O,X,O,X,X,X,X
SZILTJO,O,O,X,X,X,O,X,X
SZILTOJ,O,O,X,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X,O
SZILOTJ,O,O,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X
SZIJTLO,O,O,X,O,X,X,X,X
SZIJTOL,O,O,X,O,X,X,X,O
SZIJLTO,O,O,X,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X,O
SZIJOTL,O,O,X,O,O,X,X,O
SZIJOLT,O,O,X,X,O,X,X,O
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,O,O,X,X,O,X,X,X
SZIOLJT,O,O,X,X,O,X,X,X
SZIOJTL,O,O,X,X,O,X,X,O
SZIOJLT,O,O,X,X,O,X,X,O
SZLTIJO,O,O,X,O,X,O,X,X
SZLTIOJ,O,O,X,X,X,O,X,X
SZLTJIO,O,O,X,O,X,O,X,X
SZLTJOI,X,O,X,O,X,O,X,X
SZLTOIJ,O,O,X,X,X,O,X,X
SZLTOJI,O,O,X,X,X,O,X,X
SZLITJO,O,O,X,X,X,O,X,X
SZLITOJ,O,O,X,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X,O
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X
SZLJTIO,O,O,X,O,X,O,X,X
SZLJTOI,X,O,X,O,X,O,X,X
SZLJITO,O,O,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,O
SZLJOTI,X,O,X,O,O,X,X,X
SZLJOIT,X,O,X,X,O,X,X,O
SZLOTIJ,O,O,X,X,O,O,X,X
SZLOTJI,O,O,X,X,O,O,X,X
SZLOITJ,O,O,X,X,O,X,X,X
SZLOIJT,O,O,X,X,O,X,X,X
SZLOJTI,O,O,X,X,O,X,X,X
SZLOJIT,O,O,X,X,O,X,X,X
SZJTILO,O,O,X,O,X,X,X,X
SZJTIOL,O,O,X,O,X,X,X,O
SZJTLIO,O,O,X,O,X,O,X,X
SZJTLOI,X,O,X,O,X,O,X,X
SZJTOIL,O,O,X,O,O,X,X,O
SZJTOLI,O,O,X,O,O,X,X,X
SZJITLO,O,O,X,O,X,X,X,X
SZJITOL,O,O,X,O,X,X,X,O
SZJILTO,O,O,X,X,X,X,X,X
SZJILOT,X,O,X,X,X,X,X,O
SZJIOTL,O,O,X,O,O,X,X,O
SZJIOLT,O,O,X,X,O,X,X,O
SZJLTIO,O,O,X,O,X,O,X,X
SZJLTOI,X,O,X,O,X,O,X,X
SZJLITO,O,O,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,O
SZJLOTI,X,O,X,O,O,X,X,X
SZJLOIT,X,O,X,X,O,X,X,O
SZJOTIL,O,O,X,O,O,X,X,O
SZJOTLI,O,O,X,O,O,X,X,X
SZJOITL,O,O,X,O,O,X,X,O
SZJOILT,O,O,X,X,O,X,X,O
SZJOLTI,O,O,X,O,O,X,X,X
SZJOLIT,O,O,X,X,O,X,X,O
SZOTILJ,O,O,X,X,O,X,X,X
SZOTIJL,O,O,X,O,O,X,X,X
SZOTLIJ,O,O,X,X,O,O,X,X
SZOTLJI,O,O,X,X,O,O,X,X
SZOTJIL,O,O,X,O,O,X,X,X
SZOTJLI,O,O,X,O,O,X,X,X
SZOITLJ,O,O,X,X,O,X,X,X
SZOITJL,O,O,X,X,O,X,X,X
SZOILTJ,O,O,X,X,O,X,X,X
SZOILJT,O,O,X,X,O,X,X,X
SZOIJTL,O,O,X,X,O,X,X,O
SZOIJLT,O,O,X,X,O,X,X,O
SZOLTIJ,O,O,X,X,O,O,X,X
SZOLTJI,O,O,X,X,O,O,X,X
SZOLITJ,O,O,X,X,O,O,X,X
SZOLIJT,O,O,X,X,O,X,X,X
SZOLJTI,O,O,X,X,O,O,X,X
SZOLJIT,O,O,X,X,O,X,X,X
SZOJTIL,O,O,X,O,O,X,X,O
SZOJTLI,O,O,X,O,O,X,X,X
SZOJITL,O,O,X,O,O,X,X,O
SZOJILT,O,O,X,X,O,X,X,O
SZOJLTI,O,O,X,O,O,X,X,X
SZOJLIT,O,O,X,X,O,X,X,O
SOTILJZ,X,O,O,X,X,O,X,X
SOTILZJ,O,X,O,X,O,O,X,X
SOTIJLZ,X,O,X,X,X,X,X,X
SOTIJZL,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,O,X,O,X,X,X
SOTIZJL,O,O,X,X,O,X,X,X
SOTLIJZ,X,O,O,X,X,O,X,X
SOTLIZJ,O,X,O,X,O,O,X,X
SOTLJIZ,X,O,O,X,X,O,X,X
SOTLJZI,O,O,X,X,X,O,X,X
SOTLZIJ,O,X,O,X,O,O,X,X
SOTLZJI,O,X,X,X,O,O,X,X
SOTJILZ,X,O,X,X,X,X,X,X
SOTJIZL,X,O,X,X,X,X,X,X
SOTJLIZ,X,O,X,X,X,O,X,X
SOTJLZI,O,O,X,X,X,O,X,X
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,X
SOTZILJ,O,O,X,X,O,X,X,X
SOTZIJL,O,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,X,O,O,X,X
SOTZLJI,O,O,X,X,O,O,X,X
SOTZJIL,O,O,X,X,O,X,X,X
SOTZJLI,O,O,X,X,O,X,X,X
SOITLJZ,X,O,O,X,X,O,X,X
SOITLZJ,O,X,O,X,O,O,X,X
SOITJLZ,X,O,X,X,X,X,X,X
SOITJZL,X,O,X,X,X,X,X,X
SOITZLJ,O,X,O,X,O,X,X,X
SOITZJL,O,O,X,X,O,X,X,X
SOILTJZ,X,O,O,X,X,O,X,X
SOILTZJ,O,X,O,X,O,O,X,X
SOILJTZ,X,O,O,X,X,X,X,X
SOILJZT,X,X,O,X,O,X,X,X
SOILZTJ,O,X,O,X,O,O,X,X
SOILZJT,O,X,O,X,O,X,X,X
SOIJTLZ,X,O,X,X,X,X,X,O
SOIJTZL,X,O,X,X,X,X,X,O
SOIJLTZ,X,O,X,X,X,X,X,O
SOIJLZT,X,X,X,X,O,X,X,O
SOIJZTL,X,O,X,X,O,X,X,O
SOIJZLT,X,X,X,X,O,X,X,O
SOIZTLJ,O,X,O,X,O,X,X,X
SOIZTJL,O,O,X,X,O,X,X,X
SOIZLTJ,O,X,O,X,O,X,X,X
SOIZLJT,O,X,O,X,O,X,X,X
SOIZJTL,O,O,X,X,O,X,X,X
SOIZJLT,O,X,X,X,O,X,X,X
SOLTIJZ,X,O,O,X,X,O,X,X
SOLTIZJ,O,X,O,X,O,O,X,X
SOLTJIZ,X,O,O,X,X,O,X,X
SOLTJZI,O,O,X,X,X,O,X,X
SOLTZIJ,O,X,O,X,O,O,X,X
SOLTZJI,O,X,X,X,O,O,X,X
SOLITJZ,X,O,O,X,X,O,X,X
SOLITZJ,O,X,O,X,O,O,X,X
SOLIJTZ,X,O,O,X,X,X,X,X
SOLIJZT,X,X,O,X,O,X,X,X
SOLIZTJ,O,X,O,X,O,O,X,X
SOLIZJT,O,X,O,X,O,X,X,X
SOLJTIZ,X,O,O,X,X,O,X,X
SOLJTZI,O,O,X,X,X,O,X,X
SOLJITZ,X,O,O,X,X,X,X,X
SOLJIZT,X,X,O,X,O,X,X,X
SOLJZTI,O,X,X,X,O,O,X,X
SOLJZIT,O,X,X,X,O,X,X,X
SOLZTIJ,O,X,O,X,O,O,X,X
SOLZTJI,O,X,X,X,O,O,X,X
SOLZITJ,O,X,O,X,O,O,X,X
SOLZIJT,O,X,O,X,O,X,X,X
SOLZJTI,O,X,X,X,O,O,X,X
SOLZJIT,O,X,X,X,O,X,X,X
SOJTILZ,X,O,X,X,X,X,X,O
SOJTIZL,X,O,X,X,X,X,X,O
SOJTLIZ,X,O,X,X,X,O,X,X
SOJTLZI,O,O,X,X,X,O,X,X
SOJTZIL,O,O,X,O,X,X,X,O
SOJTZLI,O,O,X,O,X,X,X,X
SOJITLZ,X,O,X,X,X,X,X,O
SOJITZL,X,O,X,X,X,X,X,O
SOJILTZ,X,O,X,X,X,X,X,O
SOJILZT,X,X,X,X,O,X,X,O
SOJIZTL,X,O,X,O,O,X,X,O
SOJIZLT,X,X,X,X,O,X,X,O
SOJLTIZ,X,O,X,X,X,O,X,X
SOJLTZI,O,O,X,X,X,O,X,X
SOJLITZ,X,O,X,X,X,X,X,O
SOJLIZT,X,X,X,X,O,X,X,O
SOJLZTI,O,X,X,O,O,O,X,X
SOJLZIT,O,X,X,X,O,X,X,O
SOJZTIL,O,O,X,O,O,X,X,O
SOJZTLI,O,O,X,O,O,X,X,X
SOJZITL,O,O,X,O,O,X,X,O
SOJZILT,O,O,X,X,O,X,X,O
SOJZLTI,O,O,X,O,O,X,X,X
SOJZLIT,O,O,X,X,O,X,X,O
SOZTILJ,O,O,X,X,O,X,X,X
SOZTIJL,O,O,X,O,O,X,X,X
SOZTLIJ,O,O,X,X,O,O,X,X
SOZTLJI,O,O,X,X,O,O,X,X
SOZTJIL,O,O,X,O,O,X,X,X
SOZTJLI,O,O,X,O,O,X,X,X
SOZITLJ,O,O,X,X,O,X,X,X
SOZITJL,O,O,X,X,O,X,X,X
SOZILTJ,O,O,X,X,O,X,X,X
SOZILJT,O,O,X,X,O,X,X,X
SOZIJTL,O,O,X,X,O,X,X,O
SOZIJLT,O,O,X,X,O,X,X,O
SOZLTIJ,O,O,X,X,O,O,X,X
SOZLTJI,O,O,X,X,O,O,X,X
SOZLITJ,O,O,X,X,O,O,X,X
SOZLIJT,O,O,X,X,O,X,X,X
SOZLJTI,O,O,X,X,O,O,X,X
SOZLJIT,O,O,X,X,O,X,X,X
SOZJTIL,O,O,X,O,O,X,X,O
SOZJTLI,O,O,X,O,O,X,X,X
SOZJITL,O,O,X,O,O,X,X,O
SOZJILT,O,O,X,X,O,X,X,O
SOZJLTI,O,O,X,O,O,X,X,X
SOZJLIT,O,O,X,X,O,X,X,O
ZTILJSO,O,X,O,O,X,O,X,X
ZTILJOS,O,X,O,O,X,X,X,X
ZTILSJO,O,X,O,O,X,O,X,X
ZTILSOJ,O,X,O,X,X,O,X,X
ZTILOJS,O,X,O,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,O,X,X
ZTIJLSO,O,X,O,O,X,X,X,X
ZTIJLOS,O,X,O,O,X,X,X,X
ZTIJSLO,X,O,X,O,X,X,O,X
ZTIJSOL,X,O,X,O,X,X,O,O
ZTIJOLS,O,X,O,O,X,X,X,X
ZTIJOSL,X,O,X,O,X,X,O,O
ZTISLJO,O,O,O,O,X,O,X,X
ZTISLOJ,O,O,O,X,X,O,X,X
ZTISJLO,O,O,X,O,X,X,X,X
ZTISJOL,O,O,X,O,X,X,X,O
ZTISOLJ,O,O,O,X,X,X,X,X
ZTISOJL,O,O,X,O,X,X,X,X
ZTIOLJS,O,X,O,X,X,X,X,X
ZTIOLSJ,O,X,O,X,X,X,X,X
ZTIOJLS,O,X,O,O,X,X,X,X
ZTIOJSL,X,O,X,O,X,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X,X
ZTIOSJL,O,O,X,O,X,X,X,X
ZTLIJSO,O,X,O,O,X,O,X,X
ZTLIJOS,O,X,O,O,X,X,X,X
ZTLISJO,O,X,O,O,X,O,X,X
ZTLISOJ,O,X,O,X,X,O,X,X
ZTLIOJS,O,X,O,X,X,X,X,X
ZTLIOSJ,O,X,O,X,X,O,X,X
ZTLJISO,O,X,X,O,X,O,X,X
ZTLJIOS,O,X,X,O,X,X,X,X
ZTLJSIO,O,O,X,O,X,O,X,X
ZTLJSOI,X,O,X,O,X,O,X,X
ZTLJOIS,X,X,X,O,X,X,X,X
ZTLJOSI,X,O,X,O,X,X,X,X
ZTLSIJO,O,O,O,O,X,O,X,X
ZTLSIOJ,O,O,O,X,X,O,X,X
ZTLSJIO,O,O,X,O,X,O,X,X
ZTLSJOI,X,O,X,O,X,O,X,X
ZTLSOIJ,O,O,O,X,X,O,X,X
ZTLSOJI,O,O,X,X,X,O,X,X
ZTLOIJS,O,X,O,X,X,X,X,X
ZTLOISJ,O,X,O,X,X,O,X,X
ZTLOJIS,O,X,X,X,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X
ZTLOSIJ,O,O,O,X,X,O,X,X
ZTLOSJI,O,O,X,X,X,O,X,X
ZTJILSO,O,X,X,O,X,X,X,X
ZTJILOS,O,X,X,O,X,X,X,X
ZTJISLO,X,O,X,O,X,X,O,X
ZTJISOL,X,O,X,O,X,X,O,O
ZTJIOLS,O,X,X,O,X,X,X,X
ZTJIOSL,X,O,X,O,X,X,O,O
ZTJLISO,O,X,X,O,X,O,X,X
ZTJLIOS,O,X,X,O,X,X,X,X
ZTJLSIO,O,O,X,O,X,O,X,X
ZTJLSOI,X,O,X,O,X,O,X,X
ZTJLOIS,X,X,X,O,X,X,X,X
ZTJLOSI,X,O,X,O,X,X,X,X
ZTJSILO,O,O,X,O,X,X,X,X
ZTJSIOL,O,O,X,O,X,X,X,O
ZTJSLIO,O,O,X,O,X,O,X,X
ZTJSLOI,X,O,X,O,X,O,X,X
ZTJSOIL,O,O,X,O,O,X,X,O
ZTJSOLI,O,O,X,O,O,X,X,X
ZTJOILS,O,X,X,O,O,X,X,X
ZTJOISL,X,O,X,O,X,X,O,O
ZTJOLIS,O,X,X,O,O,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,O
ZTJOSLI,O,O,X,O,O,X,X,X
ZTSILJO,O,O,X,O,X,O,X,X
ZTSILOJ,O,O,X,X,X,O,X,X
ZTSIJLO,O,O,X,O,X,X,X,X
ZTSIJOL,O,O,X,O,X,X,X,O
ZTSIOLJ,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,X,O,X,X,X,X
ZTSLIJO,O,O,X,O,X,O,X,X
ZTSLIOJ,O,O,X,X,X,O,X,X
ZTSLJIO,O,O,X,O,X,O,X,X
ZTSLJOI,X,O,X,O,X,O,X,X
ZTSLOIJ,O,O,X,X,X,O,X,X
ZTSLOJI,O,O,X,X,X,O,X,X
ZTSJILO,O,O,X,O,X,X,X,X
ZTSJIOL,O,O,X,O,X,X,X,O
ZTSJLIO,O,O,X,O,X,O,X,X
ZTSJLOI,X,O,X,O,X,O,X,X
ZTSJOIL,O,O,X,O,O,X,X,O
ZTSJOLI,O,O,X,O,O,X,X,X
ZTSOILJ,O,O,X,X,O,X,X,X
ZTSOIJL,O,O,X,O,O,X,X,X
ZTSOLIJ,O,O,X,X,O,O,X,X
ZTSOLJI,O,O,X,X,O,O,X,X
ZTSOJIL,O,O,X,O,O,X,X,X
ZTSOJLI,O,O,X,O,O,X,X,X
ZTOILJS,O,X,O,X,O,X,X,X
ZTOILSJ,O,X,O,X,X,X,X,X
ZTOIJLS,O,X,O,O,O,X,X,X
ZTOIJSL,X,O,X,O,X,X,X,X
ZTOISLJ,O,O,O,X,X,X,X,X
ZTOISJL,O,O,X,O,X,X,X,X
ZTOLIJS,O,X,O,X,O,O,X,X
ZTOLISJ,O,X,O,X,X,O,X,X
ZTOLJIS,O,X,X,X,O,O,X,X
ZTOLJSI,O,O,X,X,O,O,X,X
ZTOLSIJ,O,O,O,X,O,O,X,X
ZTOLSJI,O,O,X,X,O,O,X,X
ZTOJILS,O,X,X,O,O,X,X,X
ZTOJISL,X,O,X,O,X,X,X,X
ZTOJLIS,O,X,X,O,O,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X
ZTOJSLI,O,O,X,O,O,X,X,X
ZTOSILJ,O,O,X,X,O,X,X,X
ZTOSIJL,O,O,X,O,O,X,X,X
ZTOSLIJ,O,O,X,X,O,O,X,X
ZTOSLJI,O,O,X,X,O,O,X,X
ZTOSJIL,O,O,X,O,O,X,X,X
ZTOSJLI,O,O,X,O,O,X,X,X
ZITLJSO,O,X,O,O,X,O,X,X
ZITLJOS,O,X,O,O,X,X,X,X
ZITLSJO,O,X,O,O,X,O,X,X
ZITLSOJ,O,X,O,X,X,O,X,X
ZITLOJS,O,X,O,X,X,X,X,X
ZITLOSJ,O,X,O,X,X,O,X,X
ZITJLSO,O,X,O,O,X,X,X,X
ZITJLOS,O,X,O,O,X,X,X,X
ZITJSLO,X,O,X,O,X,X,O,X
ZITJSOL,X,O,X,O,X,X,O,O
ZITJOLS,O,X,O,O,X,X,X,X
ZITJOSL,X,O,X,O,X,X,O,O
ZITSLJO,O,O,O,O,X,O,X,X
ZITSLOJ,O,O,O,X,X,O,X,X
ZITSJLO,O,O,X,O,X,X,X,X
ZITSJOL,O,O,X,O,X,X,X,O
ZITSOLJ,O,O,O,X,X,X,X,X
ZITSOJL,O,O,X,O,X,X,X,X
ZITOLJS,O,X,O,X,X,X,X,X
ZITOLSJ,O,X,O,X,X,X,X,X
ZITOJLS,O,X,O,O,X,X,X,X
ZITOJSL,X,O,X,O,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,X,X
ZITOSJL,O,O,X,O,X,X,X,X
ZILTJSO,O,X,O,X,X,O,X,X
ZILTJOS,O,X,O,X,X,X,X,X
ZILTSJO,O,X,O,X,X,O,X,X
ZILTSOJ,O,X,O,X,X,O,X,X
ZILTOJS,O,X,O,X,X,X,X,X
ZILTOSJ,O,X,O,X,X,O,X,X
ZILJTSO,O,X,O,X,X,X,O,X
ZILJTOS,O,X,O,X,X,X,O,X
ZILJSTO,O,X,O,X,X,X,O,X
ZILJSOT,X,X,O,X,X,X,O,O
ZILJOTS,X,X,O,X,X,X,O,X
ZILJOST,X,X,O,X,X,X,O,O
ZILSTJO,O,X,O,X,X,O,X,X
ZILSTOJ,O,X,O,X,X,O,X,X
ZILSJTO,O,X,O,X,X,X,X,X
ZILSJOT,X,X,O,X,X,X,X,O
ZILSOTJ,O,X,O,X,X,X,X,X
ZILSOJT,O,X,O,X,X,X,X,X
ZILOTJS,O,X,O,X,X,X,X,X
ZILOTSJ,O,X,O,X,X,X,X,X
ZILOJTS,O,X,O,X,X,X,X,X
ZILOJST,O,X,O,X,X,X,X,X
ZILOSTJ,O,X,O,X,X,X,X,X
ZILOSJT,O,X,O,X,X,X,X,X
ZIJTLSO,O,X,O,O,X,X,O,X
ZIJTLOS,O,X,O,O,X,X,O,X
ZIJTSLO,X,O,X,O,X,X,O,X
ZIJTSOL,X,O,X,O,X,X,O,O
ZIJTOLS,O,X,O,O,X,X,O,X
ZIJTOSL,X,O,X,O,X,X,O,O
ZIJLTSO,O,X,O,X,X,X,O,X
ZIJLTOS,O,X,O,X,X,X,O,X
ZIJLSTO,O,X,O,X,X,X,O,X
ZIJLSOT,X,X,O,X,X,X,O,O
ZIJLOTS,X,X,O,X,X,X,O,X
ZIJLOST,X,X,O,X,X,X,O,O
ZIJSTLO,O,O,X,O,X,X,O,X
ZIJSTOL,O,O,X,O,X,X,O,O
ZIJSLTO,O,O,X,X,X,X,O,X
ZIJSLOT,X,O,X,X,X,X,O,O
ZIJSOTL,O,O,X,O,O,X,O,O
ZIJSOLT,O,O,X,X,O,X,O,O
ZIJOTLS,O,X,O,O,O,X,O,X
ZIJOTSL,X,O,X,O,X,X,O,O
ZIJOLTS,O,X,O,X,O,X,O,X
ZIJOLST,O,X,O,X,O,X,O,O
ZIJOSTL,O,O,X,O,O,X,O,O
ZIJOSLT,O,O,X,X,O,X,O,O
ZISTLJO,O,O,O,O,X,O,X,X
ZISTLOJ,O,O,O,X,X,O,X,X
ZISTJLO,O,O,X,O,X,X,X,X
ZISTJOL,O,O,X,O,X,X,X,O
ZISTOLJ,O,O,O,X,X,X,X,X
ZISTOJL,O,O,X,O,X,X,X,X
ZISLTJO,O,O,O,X,X,O,X,X
ZISLTOJ,O,O,O,X,X,O,X,X
ZISLJTO,O,O,O,X,X,X,X,X
ZISLJOT,X,O,O,X,X,X,X,O
ZISLOTJ,O,O,O,X,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X,X
ZISJTLO,O,O,X,O,X,X,X,X
ZISJTOL,O,O,X,O,X,X,X,O
ZISJLTO,O,O,X,X,X,X,X,X
ZISJLOT,X,O,X,X,X,X,X,O
ZISJOTL,O,O,X,O,O,X,X,O
ZISJOLT,O,O,X,X,O,X,X,O
ZISOTLJ,O,O,O,X,O,X,X,X
ZISOTJL,O,O,X,X,O,X,X,X
ZISOLTJ,O,O,O,X,O,X,X,X
ZISOLJT,O,O,O,X,O,X,X,X
ZISOJTL,O,O,X,X,O,X,X,O
ZISOJLT,O,O,X,X,O,X,X,O
ZIOTLJS,O,X,O,X,O,X,X,X
ZIOTLSJ,O,X,O,X,X,X,X,X
ZIOTJLS,O,X,O,X,O,X,X,X
ZIOTJSL,X,O,X,X,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,X,O,X,O,X,X,X
ZIOLTSJ,O,X,O,X,X,X,X,X
ZIOLJTS,O,X,O,X,O,X,X,X
ZIOLJST,O,X,O,X,O,X,X,X
ZIOLSTJ,O,X,O,X,O,X,X,X
ZIOLSJT,O,X,O,X,O,X,X,X
ZIOJTLS,O,X,O,X,O,X,X,X
ZIOJTSL,X,O,X,X,X,X,X,O
ZIOJLTS,O,X,O,X,O,X,X,X
ZIOJLST,O,X,O,X,O,X,X,O
ZIOJSTL,O,O,X,X,O,X,X,O
ZIOJSLT,O,O,X,X,O,X,X,O
ZIOSTLJ,O,O,O,X,O,X,X,X
ZIOSTJL,O,O,X,X,O,X,X,X
ZIOSLTJ,O,O,O,X,O,X,X,X
ZIOSLJT,O,O,O,X,O,X,X,X
ZIOSJTL,O,O,X,X,O,X,X,O
ZIOSJLT,O,O,X,X,O,X,X,O
ZLTIJSO,O,X,O,O,X,O,X,X
ZLTIJOS,O,X,O,O,X,X,X,X
ZLTISJO,O,X,O,O,X,O,X,X
ZLTISOJ,O,X,O,X,X,O,X,X
ZLTIOJS,O,X,O,X,X,X,X,X
ZLTIOSJ,O,X,O,X,X,O,X,X
ZLTJISO,O,X,X,O,X,O,X,X
ZLTJIOS,O,X,X,O,X,X,X,X
ZLTJSIO,O,O,X,O,X,O,X,X
ZLTJSOI,X,O,X,O,X,O,X,X
ZLTJOIS,X,X,X,O,X,X,X,X
ZLTJOSI,X,O,X,O,X,X,X,X
ZLTSIJO,O,O,O,O,X,O,X,X
ZLTSIOJ,O,O,O,X,X,O,X,X
ZLTSJIO,O,O,X,O,X,O,X,X
ZLTSJOI,X,O,X,O,X,O,X,X
ZLTSOIJ,O,O,O,X,X,O,X,X
ZLTSOJI,O,O,X,X,X,O,X,X
ZLTOIJS,O,X,O,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,O,X,X
ZLTOJIS,O,X,X,X,X,X,X,X
ZLTOJSI,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,O,X,X,O,X,X
ZLTOSJI,O,O,X,X,X,O,X,X
ZLITJSO,O,X,O,X,X,O,X,X
ZLITJOS,O,X,O,X,X,X,X,X
ZLITSJO,O,X,O,X,X,O,X,X
ZLITSOJ,O,X,O,X,X,O,X,X
ZLITOJS,O,X,O,X,X,X,X,X
ZLITOSJ,O,X,O,X,X,O,X,X
ZLIJTSO,O,X,O,X,X,X,O,X
ZLIJTOS,O,X,O,X,X,X,O,X
ZLIJSTO,O,X,O,X,X,X,O,X
ZLIJSOT,X,X,O,X,X,X,O,O
ZLIJOTS,X,X,O,X,X,X,O,X
ZLIJOST,X,X,O,X,X,X,O,O
ZLISTJO,O,X,O,X,X,O,X,X
ZLISTOJ,O,X,O,X,X,O,X,X
ZLISJTO,O,X,O,X,X,X,X,X
ZLISJOT,X,X,O,X,X,X,X,O
ZLISOTJ,O,X,O,X,X,X,X,X
ZLISOJT,O,X,O,X,X,X,X,X
ZLIOTJS,O,X,O,X,X,X,X,X
ZLIOTSJ,O,X,O,X,X,X,X,X
ZLIOJTS,O,X,O,X,X,X,X,X
ZLIOJST,O,X,O,X,X,X,X,X
ZLIOSTJ,O,X,O,X,X,X,X,X
ZLIOSJT,O,X,O,X,X,X,X,X
ZLJTISO,O,X,X,O,X,O,X,X
ZLJTIOS,O,X,X,O,X,X,X,X
ZLJTSIO,O,O,X,O,X,O,X,X
ZLJTSOI,X,O,X,O,X,O,X,X
ZLJTOIS,X,X,X,O,X,X,X,X
ZLJTOSI,X,O,X,O,X,X,X,X
ZLJITSO,O,X,X,X,X,X,O,X
ZLJITOS,O,X,X,X,X,X,O,X
ZLJISTO,O,X,X,X,X,X,O,X
ZLJISOT,X,X,X,X,X,X,O,O
ZLJIOTS,X,X,X,X,X,X,O,X
ZLJIOST,X,X,X,X,X,X,O,O
ZLJSTIO,O,O,X,O,X,O,X,X
ZLJSTOI,X,O,X,O,X,O,X,X
ZLJSITO,O,O,X,X,X,X,X,X
ZLJSIOT,X,O,X,X,X,X,X,O
ZLJSOTI,X,O,X,O,O,X,X,X
ZLJSOIT,X,O,X,X,O,X,X,O
ZLJOTIS,X,X,X,O,O,X,X,X
ZLJOTSI,X,O,X,O,O,X,X,X
ZLJOITS,X,X,X,X,O,X,O,X
ZLJOIST,X,X,X,X,O,X,O,O
ZLJOSTI,X,O,X,O,O,X,X,X
ZLJOSIT,X,O,X,X,O,X,X,O
ZLSTIJO,O,O,O,O,X,O,X,X
ZLSTIOJ,O,O,O,X,X,O,X,X
ZLSTJIO,O,O,X,O,X,O,X,X
ZLSTJOI,X,O,X,O,X,O,X,X
ZLSTOIJ,O,O,O,X,X,O,X,X
ZLSTOJI,O,O,X,X,X,O,X,X
ZLSITJO,O,O,O,X,X,O,X,X
ZLSITOJ,O,O,O,X,X,O,X,X
