sequence,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhF/mBRiBOpBi?nBlkBzsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhFThBZoBOpB6?sBlpBXsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBZoB0kB6?sBOpBFsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhFThBZoBOpBX?nBlkB6sB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBZoBOpB6?sB0pBFsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeZEJvhFqkBTgB/mBF?iBmsB8sB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBRiB1pBy?sBOpB0sB
ZOTSIJL,X,X,X,O,X,X,X
ZOTSLIJ,O,X,O,X,X,X,O
ZOTSLJI,O,X,X,X,X,X,O
ZOTSJIL,X,X,X,O,X,X,X
ZOTSJLI,O,X,X,X,X,X,X
ZOITLJS,X,O,X,X,X,X,X
ZOITLSJ,X,X,O,X,X,X,X
ZOITJLS,X,O,X,X,X,X,X
ZOITJSL,X,X,X,O,X,X,X
ZOITSLJ,X,X,O,X,X,X,X
ZOITSJL,X,X,X,O,X,X,X
ZOILTJS,X,O,X,X,X,X,X
ZOILTSJ,X,X,O,X,X,X,X
ZOILJTS,X,O,X,X,X,X,X
ZOILJST,O,O,O,O,O,X,X
ZOILSTJ,O,X,O,X,X,X,X
ZOILSJT,O,O,O,O,O,X,X
ZOIJTLS,X,O,X,X,X,X,X
ZOIJTSL,X,X,X,O,X,X,X
ZOIJLTS,X,O,X,X,X,X,X
ZOIJLST,O,O,O,O,O,X,X
ZOIJSTL,X,X,X,O,X,X,X
ZOIJSLT,O,O,O,O,O,X,X
ZOISTLJ,X,X,O,X,X,X,X
ZOISTJL,X,X,X,O,X,X,X
ZOISLTJ,O,X,O,X,X,X,X
ZOISLJT,O,O,O,O,O,X,X
ZOISJTL,X,X,X,O,X,X,X
ZOISJLT,O,O,O,O,O,X,X
ZOLTIJS,X,O,X,X,X,X,X
ZOLTISJ,X,X,O,X,X,X,X
ZOLTJIS,X,O,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,X,X,O
ZOLTSJI,O,X,X,X,X,X,O
ZOLITJS,X,O,X,X,X,X,X
ZOLITSJ,X,X,O,X,X,X,X
ZOLIJTS,X,O,X,X,X,X,X
ZOLIJST,O,O,O,O,O,O,X
ZOLISTJ,O,X,O,X,X,X,X
ZOLISJT,O,O,O,O,O,O,X
ZOLJTIS,X,O,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X,X
ZOLJITS,X,O,X,X,X,X,X
ZOLJIST,O,O,O,O,O,O,X
ZOLJSTI,O,X,X,X,X,X,X
ZOLJSIT,O,O,O,O,O,O,X
ZOLSTIJ,O,X,O,X,X,X,O
ZOLSTJI,O,X,X,X,X,X,O
ZOLSITJ,O,X,O,X,X,X,O
ZOLSIJT,O,O,O,O,O,O,X
ZOLSJTI,O,X,X,X,X,X,X
ZOLSJIT,O,O,O,O,O,O,X
ZOJTILS,X,O,X,X,X,X,X
ZOJTISL,X,X,X,O,X,X,X
ZOJTLIS,X,O,X,X,X,X,X
ZOJTLSI,O,X,X,X,X,X,X
ZOJTSIL,X,X,X,O,X,X,X
ZOJTSLI,O,X,X,X,X,X,X
ZOJITLS,X,O,X,X,X,X,X
ZOJITSL,X,X,X,O,X,X,X
ZOJILTS,X,O,X,X,X,X,X
ZOJILST,O,O,O,O,O,X,X
ZOJISTL,X,X,X,O,X,X,X
ZOJISLT,O,O,O,O,O,X,X
ZOJLTIS,X,O,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X,X
ZOJLITS,X,O,X,X,X,X,X
ZOJLIST,O,O,O,O,O,O,X
ZOJLSTI,O,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,O,O,X
ZOJSTIL,X,X,X,O,X,X,X
ZOJSTLI,O,X,X,X,X,X,X
ZOJSITL,X,X,X,O,X,X,X
ZOJSILT,O,O,O,O,O,X,X
ZOJSLTI,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,O,O,X
ZOSTILJ,X,X,O,X,X,X,X
ZOSTIJL,X,X,X,O,X,X,X
ZOSTLIJ,O,X,O,X,X,X,O
ZOSTLJI,O,X,X,X,X,X,O
ZOSTJIL,X,X,X,O,X,X,X
ZOSTJLI,O,X,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X
ZOSITJL,X,X,X,O,X,X,X
ZOSILTJ,O,X,O,X,X,X,X
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,X,X,X,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,O,X,O,X,X,X,O
ZOSLTJI,O,X,X,X,X,X,O
ZOSLITJ,O,X,O,X,X,X,O
ZOSLIJT,O,O,O,O,O,O,X
ZOSLJTI,O,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,O,O,X
ZOSJTIL,X,X,X,O,X,X,X
ZOSJTLI,O,X,X,X,X,X,X
ZOSJITL,X,X,X,O,X,X,X
ZOSJILT,O,O,O,O,O,X,X
ZOSJLTI,O,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,O,O,X
OTILJSZ,X,X,X,X,O,X,X
OTILJZS,X,O,X,X,X,X,X
OTILSJZ,X,X,X,X,O,X,O
OTILSZJ,X,X,O,X,X,X,O
OTILZJS,X,O,X,X,X,X,X
OTILZSJ,X,X,O,X,X,X,X
OTIJLSZ,X,X,X,X,O,X,X
OTIJLZS,X,O,X,X,X,X,X
OTIJSLZ,X,X,X,X,O,X,X
OTIJSZL,X,X,X,O,X,X,X
OTIJZLS,X,O,X,X,X,X,X
OTIJZSL,X,X,X,O,X,X,X
OTISLJZ,X,X,X,X,O,X,O
OTISLZJ,X,X,O,X,X,X,O
OTISJLZ,X,X,X,X,O,X,X
OTISJZL,X,X,X,O,X,X,X
OTISZLJ,X,X,O,X,X,X,X
OTISZJL,X,X,X,O,X,X,X
OTIZLJS,X,O,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,X
OTIZJLS,X,O,X,X,X,X,X
OTIZJSL,X,X,X,O,X,X,X
OTIZSLJ,X,X,O,X,X,X,X
OTIZSJL,X,X,X,O,X,X,X
OTLIJSZ,X,X,X,X,O,O,X
OTLIJZS,X,O,X,X,X,X,X
OTLISJZ,X,X,X,X,O,O,O
OTLISZJ,X,X,O,X,X,X,O
OTLIZJS,X,O,X,X,X,X,X
OTLIZSJ,X,X,O,X,X,X,X
OTLJISZ,X,X,X,X,O,O,X
OTLJIZS,X,O,X,X,X,X,X
OTLJSIZ,O,X,X,X,O,O,O
OTLJSZI,O,X,X,X,X,X,O
OTLJZIS,X,O,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,O,O,O
OTLSIZJ,O,X,O,X,X,X,O
OTLSJIZ,O,X,X,X,O,O,O
OTLSJZI,O,X,X,X,X,X,O
OTLSZIJ,O,X,O,X,X,X,O
OTLSZJI,O,X,X,X,X,X,O
OTLZIJS,X,O,X,X,X,X,X
OTLZISJ,X,X,O,X,X,X,X
OTLZJIS,X,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X,X
OTLZSIJ,O,X,O,X,X,X,O
OTLZSJI,O,X,X,X,X,X,O
OTJILSZ,X,X,X,X,O,X,X
OTJILZS,X,O,X,X,X,X,X
OTJISLZ,X,X,X,X,O,X,X
OTJISZL,X,X,X,O,X,X,X
OTJIZLS,X,O,X,X,X,X,X
OTJIZSL,X,X,X,O,X,X,X
OTJLISZ,X,X,X,X,O,O,X
OTJLIZS,X,O,X,X,X,X,X
OTJLSIZ,O,X,X,X,O,O,O
OTJLSZI,O,X,X,X,X,X,O
OTJLZIS,X,O,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X,X
OTJSILZ,X,X,X,X,O,X,X
OTJSIZL,X,X,X,O,X,X,X
OTJSLIZ,O,X,X,X,O,O,O
OTJSLZI,O,X,X,X,X,X,O
OTJSZIL,X,X,X,O,X,X,X
OTJSZLI,O,X,X,X,X,X,X
OTJZILS,X,O,X,X,X,X,X
OTJZISL,X,X,X,O,X,X,X
OTJZLIS,X,O,X,X,X,X,X
OTJZLSI,O,X,X,X,X,X,X
OTJZSIL,X,X,X,O,X,X,X
OTJZSLI,O,X,X,X,X,X,X
OTSILJZ,X,X,X,X,O,X,O
OTSILZJ,X,X,O,X,X,X,O
OTSIJLZ,X,X,X,X,O,X,X
OTSIJZL,X,X,X,O,X,X,X
OTSIZLJ,X,X,O,X,X,X,X
OTSIZJL,X,X,X,O,X,X,X
OTSLIJZ,O,X,X,X,O,O,O
OTSLIZJ,O,X,O,X,X,X,O
OTSLJIZ,O,X,X,X,O,O,O
OTSLJZI,O,X,X,X,X,X,O
OTSLZIJ,O,X,O,X,X,X,O
OTSLZJI,O,X,X,X,X,X,O
OTSJILZ,X,X,X,X,O,X,X
OTSJIZL,X,X,X,O,X,X,X
OTSJLIZ,O,X,X,X,O,O,O
OTSJLZI,O,X,X,X,X,X,O
OTSJZIL,X,X,X,O,X,X,X
OTSJZLI,O,X,X,X,X,X,X
OTSZILJ,X,X,O,X,X,X,X
OTSZIJL,X,X,X,O,X,X,X
OTSZLIJ,O,X,O,X,X,X,O
OTSZLJI,O,X,X,X,X,X,O
OTSZJIL,X,X,X,O,X,X,X
OTSZJLI,O,X,X,X,X,X,X
OTZILJS,X,O,X,X,X,X,X
OTZILSJ,X,X,O,X,X,X,X
OTZIJLS,X,O,X,X,X,X,X
OTZIJSL,X,X,X,O,X,X,X
OTZISLJ,X,X,O,X,X,X,X
OTZISJL,X,X,X,O,X,X,X
OTZLIJS,X,O,X,X,X,X,X
OTZLISJ,X,X,O,X,X,X,X
OTZLJIS,X,O,X,X,X,X,X
OTZLJSI,O,X,X,X,X,X,X
OTZLSIJ,O,X,O,X,X,X,O
OTZLSJI,O,X,X,X,X,X,O
OTZJILS,X,O,X,X,X,X,X
OTZJISL,X,X,X,O,X,X,X
OTZJLIS,X,O,X,X,X,X,X
OTZJLSI,O,X,X,X,X,X,X
OTZJSIL,X,X,X,O,X,X,X
OTZJSLI,O,X,X,X,X,X,X
OTZSILJ,X,X,O,X,X,X,X
OTZSIJL,X,X,X,O,X,X,X
OTZSLIJ,O,X,O,X,X,X,O
OTZSLJI,O,X,X,X,X,X,O
OTZSJIL,X,X,X,O,X,X,X
OTZSJLI,O,X,X,X,X,X,X
OITLJSZ,X,X,X,X,O,X,X
OITLJZS,X,O,X,X,X,X,X
OITLSJZ,X,X,X,X,O,X,O
OITLSZJ,X,X,O,X,X,X,O
OITLZJS,X,O,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,X
OITJLSZ,X,X,X,X,O,X,X
OITJLZS,X,O,X,X,X,X,X
OITJSLZ,X,X,X,X,O,X,X
OITJSZL,X,X,X,O,X,X,X
OITJZLS,X,O,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X
OITSLJZ,X,X,X,X,O,X,O
OITSLZJ,X,X,O,X,X,X,O
OITSJLZ,X,X,X,X,O,X,X
OITSJZL,X,X,X,O,X,X,X
OITSZLJ,X,X,O,X,X,X,X
OITSZJL,X,X,X,O,X,X,X
OITZLJS,X,O,X,X,X,X,X
OITZLSJ,X,X,O,X,X,X,X
OITZJLS,X,O,X,X,X,X,X
OITZJSL,X,X,X,O,X,X,X
OITZSLJ,X,X,O,X,X,X,X
OITZSJL,X,X,X,O,X,X,X
OILTJSZ,X,X,X,X,O,O,X
OILTJZS,X,O,X,X,X,X,X
OILTSJZ,X,X,X,X,O,O,O
OILTSZJ,X,X,O,X,X,X,O
OILTZJS,X,O,X,X,X,X,X
OILTZSJ,X,X,O,X,X,X,X
OILJTSZ,X,X,X,X,O,O,X
OILJTZS,X,O,X,X,X,X,X
OILJSTZ,O,X,X,X,O,O,X
OILJSZT,O,O,O,O,O,O,X
OILJZTS,X,O,X,X,X,X,X
OILJZST,O,O,O,O,O,O,X
OILSTJZ,O,X,X,X,O,O,O
OILSTZJ,O,X,O,X,X,X,O
OILSJTZ,O,X,X,X,O,O,O
OILSJZT,O,O,O,O,O,O,X
OILSZTJ,O,X,O,X,X,X,O
OILSZJT,O,O,O,O,O,O,X
OILZTJS,X,O,X,X,X,X,X
OILZTSJ,X,X,O,X,X,X,X
OILZJTS,X,O,X,X,X,X,X
OILZJST,O,O,O,O,O,O,X
OILZSTJ,O,X,O,X,X,X,X
OILZSJT,O,O,O,O,O,O,X
OIJTLSZ,X,X,X,X,O,X,X
OIJTLZS,X,O,X,X,X,X,X
OIJTSLZ,X,X,X,X,O,X,X
OIJTSZL,X,X,X,O,X,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,X,X,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,O,X
OIJLTZS,X,O,X,X,X,X,X
OIJLSTZ,O,X,X,X,O,O,X
OIJLSZT,O,O,O,O,O,O,X
OIJLZTS,X,O,X,X,X,X,X
OIJLZST,O,O,O,O,O,O,X
OIJSTLZ,X,X,X,X,O,X,X
OIJSTZL,X,X,X,O,X,X,X
OIJSLTZ,O,X,X,X,O,O,X
OIJSLZT,O,O,O,O,O,O,X
OIJSZTL,X,X,X,O,X,X,X
OIJSZLT,O,O,O,O,O,X,X
OIJZTLS,X,O,X,X,X,X,X
OIJZTSL,X,X,X,O,X,X,X
OIJZLTS,X,O,X,X,X,X,X
OIJZLST,O,O,O,O,O,X,X
OIJZSTL,X,X,X,O,X,X,X
OIJZSLT,O,O,O,O,O,X,X
OISTLJZ,X,X,X,X,O,X,O
OISTLZJ,X,X,O,X,X,X,O
OISTJLZ,X,X,X,X,O,X,X
OISTJZL,X,X,X,O,X,X,X
OISTZLJ,X,X,O,X,X,X,X
OISTZJL,X,X,X,O,X,X,X
OISLTJZ,O,X,X,X,O,O,O
OISLTZJ,O,X,O,X,X,X,O
OISLJTZ,O,X,X,X,O,O,O
OISLJZT,O,O,O,O,O,O,X
OISLZTJ,O,X,O,X,X,X,O
OISLZJT,O,O,O,O,O,O,X
OISJTLZ,X,X,X,X,O,X,X
OISJTZL,X,X,X,O,X,X,X
OISJLTZ,O,X,X,X,O,O,X
OISJLZT,O,O,O,O,O,O,X
OISJZTL,X,X,X,O,X,X,X
OISJZLT,O,O,O,O,O,X,X
OISZTLJ,X,X,O,X,X,X,X
OISZTJL,X,X,X,O,X,X,X
OISZLTJ,O,X,O,X,X,X,X
OISZLJT,O,O,O,O,O,X,X
OISZJTL,X,X,X,O,X,X,X
OISZJLT,O,O,O,O,O,X,X
OIZTLJS,X,O,X,X,X,X,X
OIZTLSJ,X,X,O,X,X,X,X
OIZTJLS,X,O,X,X,X,X,X
OIZTJSL,X,X,X,O,X,X,X
OIZTSLJ,X,X,O,X,X,X,X
OIZTSJL,X,X,X,O,X,X,X
OIZLTJS,X,O,X,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,X
OIZLJTS,X,O,X,X,X,X,X
OIZLJST,O,O,O,O,O,X,X
OIZLSTJ,O,X,O,X,X,X,X
OIZLSJT,O,O,O,O,O,X,X
OIZJTLS,X,O,X,X,X,X,X
OIZJTSL,X,X,X,O,X,X,X
OIZJLTS,X,O,X,X,X,X,X
OIZJLST,O,O,O,O,O,X,X
OIZJSTL,X,X,X,O,X,X,X
OIZJSLT,O,O,O,O,O,X,X
OIZSTLJ,X,X,O,X,X,X,X
OIZSTJL,X,X,X,O,X,X,X
OIZSLTJ,O,X,O,X,X,X,X
OIZSLJT,O,O,O,O,O,X,X
OIZSJTL,X,X,X,O,X,X,X
OIZSJLT,O,O,O,O,O,X,X
OLTIJSZ,X,X,X,X,O,O,X
OLTIJZS,X,O,X,X,X,X,X
OLTISJZ,X,X,X,X,O,O,O
OLTISZJ,X,X,O,X,X,X,O
OLTIZJS,X,O,X,X,X,X,X
OLTIZSJ,X,X,O,X,X,X,X
OLTJISZ,X,X,X,X,O,O,X
OLTJIZS,X,O,X,X,X,X,X
OLTJSIZ,O,X,X,X,O,O,O
OLTJSZI,O,X,X,X,X,X,O
OLTJZIS,X,O,X,X,X,X,X
OLTJZSI,O,X,X,X,X,X,X
OLTSIJZ,O,X,X,X,O,O,O
OLTSIZJ,O,X,O,X,X,X,O
OLTSJIZ,O,X,X,X,O,O,O
OLTSJZI,O,X,X,X,X,X,O
OLTSZIJ,O,X,O,X,X,X,O
OLTSZJI,O,X,X,X,X,X,O
OLTZIJS,X,O,X,X,X,X,X
OLTZISJ,X,X,O,X,X,X,X
OLTZJIS,X,O,X,X,X,X,X
OLTZJSI,O,X,X,X,X,X,X
OLTZSIJ,O,X,O,X,X,X,O
OLTZSJI,O,X,X,X,X,X,O
OLITJSZ,X,X,X,X,O,O,X
OLITJZS,X,O,X,X,X,X,X
OLITSJZ,X,X,X,X,O,O,O
OLITSZJ,X,X,O,X,X,X,O
OLITZJS,X,O,X,X,X,X,X
OLITZSJ,X,X,O,X,X,X,X
OLIJTSZ,X,X,X,X,O,O,X
OLIJTZS,X,O,X,X,X,X,X
OLIJSTZ,O,X,X,X,O,O,X
OLIJSZT,O,O,O,O,O,O,X
OLIJZTS,X,O,X,X,X,X,X
OLIJZST,O,O,O,O,O,O,X
OLISTJZ,O,X,X,X,O,O,O
OLISTZJ,O,X,O,X,X,X,O
OLISJTZ,O,X,X,X,O,O,O
OLISJZT,O,O,O,O,O,O,X
OLISZTJ,O,X,O,X,X,X,O
OLISZJT,O,O,O,O,O,O,X
OLIZTJS,X,O,X,X,X,X,X
OLIZTSJ,X,X,O,X,X,X,X
OLIZJTS,X,O,X,X,X,X,X
OLIZJST,O,O,O,O,O,O,X
OLIZSTJ,O,X,O,X,X,X,X
OLIZSJT,O,O,O,O,O,O,X
OLJTISZ,X,X,X,X,O,O,X
OLJTIZS,X,O,X,X,X,X,X
OLJTSIZ,O,X,X,X,O,O,O
OLJTSZI,O,X,X,X,X,X,O
OLJTZIS,X,O,X,X,X,X,X
OLJTZSI,O,X,X,X,X,X,X
OLJITSZ,X,X,X,X,O,O,X
OLJITZS,X,O,X,X,X,X,X
OLJISTZ,O,X,X,X,O,O,X
OLJISZT,O,O,O,O,O,O,X
OLJIZTS,X,O,X,X,X,X,X
OLJIZST,O,O,O,O,O,O,X
OLJSTIZ,O,X,X,X,O,O,O
OLJSTZI,O,X,X,X,X,X,O
OLJSITZ,O,X,X,X,O,O,O
OLJSIZT,O,O,O,O,O,O,X
OLJSZTI,O,X,X,X,X,X,X
OLJSZIT,O,O,O,O,O,O,X
OLJZTIS,X,O,X,X,X,X,X
OLJZTSI,O,X,X,X,X,X,X
OLJZITS,X,O,X,X,X,X,X
OLJZIST,O,O,O,O,O,O,X
OLJZSTI,O,X,X,X,X,X,X
OLJZSIT,O,O,O,O,O,O,X
OLSTIJZ,O,X,X,X,O,O,O
OLSTIZJ,O,X,O,X,X,X,O
OLSTJIZ,O,X,X,X,O,O,O
OLSTJZI,O,X,X,X,X,X,O
OLSTZIJ,O,X,O,X,X,X,O
OLSTZJI,O,X,X,X,X,X,O
OLSITJZ,O,X,X,X,O,O,O
OLSITZJ,O,X,O,X,X,X,O
OLSIJTZ,O,X,X,X,O,O,O
OLSIJZT,O,O,O,O,O,O,X
OLSIZTJ,O,X,O,X,X,X,O
OLSIZJT,O,O,O,O,O,O,X
OLSJTIZ,O,X,X,X,O,O,O
OLSJTZI,O,X,X,X,X,X,O
OLSJITZ,O,X,X,X,O,O,O
OLSJIZT,O,O,O,O,O,O,X
OLSJZTI,O,X,X,X,X,X,X
OLSJZIT,O,O,O,O,O,O,X
OLSZTIJ,O,X,O,X,X,X,O
OLSZTJI,O,X,X,X,X,X,O
OLSZITJ,O,X,O,X,X,X,O
OLSZIJT,O,O,O,O,O,O,X
OLSZJTI,O,X,X,X,X,X,X
OLSZJIT,O,O,O,O,O,O,X
OLZTIJS,X,O,X,X,X,X,X
OLZTISJ,X,X,O,X,X,X,X
OLZTJIS,X,O,X,X,X,X,X
OLZTJSI,O,X,X,X,X,X,X
OLZTSIJ,O,X,O,X,X,X,O
OLZTSJI,O,X,X,X,X,X,O
OLZITJS,X,O,X,X,X,X,X
OLZITSJ,X,X,O,X,X,X,X
OLZIJTS,X,O,X,X,X,X,X
OLZIJST,O,O,O,O,O,O,X
OLZISTJ,O,X,O,X,X,X,X
OLZISJT,O,O,O,O,O,O,X
OLZJTIS,X,O,X,X,X,X,X
OLZJTSI,O,X,X,X,X,X,X
OLZJITS,X,O,X,X,X,X,X
OLZJIST,O,O,O,O,O,O,X
OLZJSTI,O,X,X,X,X,X,X
OLZJSIT,O,O,O,O,O,O,X
OLZSTIJ,O,X,O,X,X,X,O
OLZSTJI,O,X,X,X,X,X,O
OLZSITJ,O,X,O,X,X,X,O
OLZSIJT,O,O,O,O,O,O,X
OLZSJTI,O,X,X,X,X,X,X
OLZSJIT,O,O,O,O,O,O,X
OJTILSZ,X,X,X,X,O,X,X
OJTILZS,X,O,X,X,X,X,X
OJTISLZ,X,X,X,X,O,X,X
OJTISZL,X,X,X,O,X,X,X
OJTIZLS,X,O,X,X,X,X,X
OJTIZSL,X,X,X,O,X,X,X
OJTLISZ,X,X,X,X,O,O,X
OJTLIZS,X,O,X,X,X,X,X
OJTLSIZ,O,X,X,X,O,O,O
OJTLSZI,O,X,X,X,X,X,O
OJTLZIS,X,O,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X,X
OJTSILZ,X,X,X,X,O,X,X
OJTSIZL,X,X,X,O,X,X,X
OJTSLIZ,O,X,X,X,O,O,O
OJTSLZI,O,X,X,X,X,X,O
OJTSZIL,X,X,X,O,X,X,X
OJTSZLI,O,X,X,X,X,X,X
OJTZILS,X,O,X,X,X,X,X
OJTZISL,X,X,X,O,X,X,X
OJTZLIS,X,O,X,X,X,X,X
OJTZLSI,O,X,X,X,X,X,X
OJTZSIL,X,X,X,O,X,X,X
OJTZSLI,O,X,X,X,X,X,X
OJITLSZ,X,X,X,X,O,X,X
OJITLZS,X,O,X,X,X,X,X
OJITSLZ,X,X,X,X,O,X,X
OJITSZL,X,X,X,O,X,X,X
OJITZLS,X,O,X,X,X,X,X
OJITZSL,X,X,X,O,X,X,X
OJILTSZ,X,X,X,X,O,O,X
OJILTZS,X,O,X,X,X,X,X
OJILSTZ,O,X,X,X,O,O,X
OJILSZT,O,O,O,O,O,O,X
OJILZTS,X,O,X,X,X,X,X
OJILZST,O,O,O,O,O,O,X
OJISTLZ,X,X,X,X,O,X,X
OJISTZL,X,X,X,O,X,X,X
OJISLTZ,O,X,X,X,O,O,X
OJISLZT,O,O,O,O,O,O,X
OJISZTL,X,X,X,O,X,X,X
OJISZLT,O,O,O,O,O,X,X
OJIZTLS,X,O,X,X,X,X,X
OJIZTSL,X,X,X,O,X,X,X
OJIZLTS,X,O,X,X,X,X,X
OJIZLST,O,O,O,O,O,X,X
OJIZSTL,X,X,X,O,X,X,X
OJIZSLT,O,O,O,O,O,X,X
OJLTISZ,X,X,X,X,O,O,X
OJLTIZS,X,O,X,X,X,X,X
OJLTSIZ,O,X,X,X,O,O,O
OJLTSZI,O,X,X,X,X,X,O
OJLTZIS,X,O,X,X,X,X,X
OJLTZSI,O,X,X,X,X,X,X
OJLITSZ,X,X,X,X,O,O,X
OJLITZS,X,O,X,X,X,X,X
OJLISTZ,O,X,X,X,O,O,X
OJLISZT,O,O,O,O,O,O,X
OJLIZTS,X,O,X,X,X,X,X
OJLIZST,O,O,O,O,O,O,X
OJLSTIZ,O,X,X,X,O,O,O
OJLSTZI,O,X,X,X,X,X,O
OJLSITZ,O,X,X,X,O,O,O
OJLSIZT,O,O,O,O,O,O,X
OJLSZTI,O,X,X,X,X,X,X
OJLSZIT,O,O,O,O,O,O,X
OJLZTIS,X,O,X,X,X,X,X
OJLZTSI,O,X,X,X,X,X,X
OJLZITS,X,O,X,X,X,X,X
OJLZIST,O,O,O,O,O,O,X
OJLZSTI,O,X,X,X,X,X,X
OJLZSIT,O,O,O,O,O,O,X
OJSTILZ,X,X,X,X,O,X,X
OJSTIZL,X,X,X,O,X,X,X
OJSTLIZ,O,X,X,X,O,O,O
OJSTLZI,O,X,X,X,X,X,O
OJSTZIL,X,X,X,O,X,X,X
OJSTZLI,O,X,X,X,X,X,X
OJSITLZ,X,X,X,X,O,X,X
OJSITZL,X,X,X,O,X,X,X
OJSILTZ,O,X,X,X,O,O,X
OJSILZT,O,O,O,O,O,O,X
OJSIZTL,X,X,X,O,X,X,X
OJSIZLT,O,O,O,O,O,X,X
OJSLTIZ,O,X,X,X,O,O,O
OJSLTZI,O,X,X,X,X,X,O
OJSLITZ,O,X,X,X,O,O,O
OJSLIZT,O,O,O,O,O,O,X
OJSLZTI,O,X,X,X,X,X,X
OJSLZIT,O,O,O,O,O,O,X
OJSZTIL,X,X,X,O,X,X,X
OJSZTLI,O,X,X,X,X,X,X
OJSZITL,X,X,X,O,X,X,X
OJSZILT,O,O,O,O,O,X,X
OJSZLTI,O,X,X,X,X,X,X
OJSZLIT,O,O,O,O,O,O,X
OJZTILS,X,O,X,X,X,X,X
OJZTISL,X,X,X,O,X,X,X
OJZTLIS,X,O,X,X,X,X,X
OJZTLSI,O,X,X,X,X,X,X
OJZTSIL,X,X,X,O,X,X,X
OJZTSLI,O,X,X,X,X,X,X
OJZITLS,X,O,X,X,X,X,X
OJZITSL,X,X,X,O,X,X,X
OJZILTS,X,O,X,X,X,X,X
OJZILST,O,O,O,O,O,X,X
OJZISTL,X,X,X,O,X,X,X
OJZISLT,O,O,O,O,O,X,X
OJZLTIS,X,O,X,X,X,X,X
OJZLTSI,O,X,X,X,X,X,X
OJZLITS,X,O,X,X,X,X,X
OJZLIST,O,O,O,O,O,O,X
OJZLSTI,O,X,X,X,X,X,X
OJZLSIT,O,O,O,O,O,O,X
OJZSTIL,X,X,X,O,X,X,X
OJZSTLI,O,X,X,X,X,X,X
OJZSITL,X,X,X,O,X,X,X
OJZSILT,O,O,O,O,O,X,X
OJZSLTI,O,X,X,X,X,X,X
OJZSLIT,O,O,O,O,O,O,X
OSTILJZ,X,X,X,X,O,X,O
OSTILZJ,X,X,O,X,X,X,O
OSTIJLZ,X,X,X,X,O,X,X
OSTIJZL,X,X,X,O,X,X,X
OSTIZLJ,X,X,O,X,X,X,X
OSTIZJL,X,X,X,O,X,X,X
OSTLIJZ,O,X,X,X,O,O,O
OSTLIZJ,O,X,O,X,X,X,O
OSTLJIZ,O,X,X,X,O,O,O
OSTLJZI,O,X,X,X,X,X,O
OSTLZIJ,O,X,O,X,X,X,O
OSTLZJI,O,X,X,X,X,X,O
OSTJILZ,X,X,X,X,O,X,X
OSTJIZL,X,X,X,O,X,X,X
OSTJLIZ,O,X,X,X,O,O,O
OSTJLZI,O,X,X,X,X,X,O
OSTJZIL,X,X,X,O,X,X,X
OSTJZLI,O,X,X,X,X,X,X
OSTZILJ,X,X,O,X,X,X,X
OSTZIJL,X,X,X,O,X,X,X
OSTZLIJ,O,X,O,X,X,X,O
OSTZLJI,O,X,X,X,X,X,O
OSTZJIL,X,X,X,O,X,X,X
OSTZJLI,O,X,X,X,X,X,X
OSITLJZ,X,X,X,X,O,X,O
OSITLZJ,X,X,O,X,X,X,O
OSITJLZ,X,X,X,X,O,X,X
OSITJZL,X,X,X,O,X,X,X
OSITZLJ,X,X,O,X,X,X,X
OSITZJL,X,X,X,O,X,X,X
OSILTJZ,O,X,X,X,O,O,O
OSILTZJ,O,X,O,X,X,X,O
OSILJTZ,O,X,X,X,O,O,O
OSILJZT,O,O,O,O,O,O,X
OSILZTJ,O,X,O,X,X,X,O
OSILZJT,O,O,O,O,O,O,X
