sequence,v115@EhC8IeA8CeA8EeE8DeB8Jex/IvhFlhBTkBilBXnB8s?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gBUiB2pBTmBys?BxwB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gB2pBxmB8sBas?BTrB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBxmB8sBzm?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhFRhB1pBmlBznBUs?B3rB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBTmBmnBUn?BxwB,v115@EhC8IeA8CeA8EeE8DeB8JeT/IvhFxgB2nBypB1rB3s?BUrB
JLSTOIZ,O,X,X,X,X,X,O
JLSTOZI,X,O,O,O,X,X,O
JLSITZO,O,O,X,X,X,X,O
JLSITOZ,O,O,X,X,X,X,O
JLSIZTO,O,O,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,O
JLSIOTZ,X,O,X,X,X,X,O
JLSIOZT,X,O,X,X,X,X,O
JLSZTIO,O,O,O,O,X,X,O
JLSZTOI,O,O,O,O,X,X,O
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,X,X,X,X,X,O
JLSZOTI,O,O,O,X,X,X,O
JLSZOIT,O,X,O,X,X,X,O
JLSOTIZ,O,X,X,X,X,X,O
JLSOTZI,X,O,O,X,X,X,O
JLSOITZ,O,X,X,X,X,X,O
JLSOIZT,O,X,X,X,X,X,O
JLSOZTI,O,O,O,X,X,X,O
JLSOZIT,O,X,O,X,X,X,O
JLZTISO,O,O,O,O,O,X,X
JLZTIOS,O,O,X,O,O,X,X
JLZTSIO,O,O,O,O,O,X,X
JLZTSOI,O,O,O,O,X,X,X
JLZTOIS,O,O,O,O,O,X,X
JLZTOSI,O,O,O,O,X,X,X
JLZITSO,O,O,O,O,O,X,X
JLZITOS,O,O,X,O,O,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,O,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X
JLZSOIT,O,X,O,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X
JLZOITS,O,X,O,X,X,X,X
JLZOIST,O,X,O,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,O,O,X,X,O,X,X
JLOTIZS,O,O,X,X,O,X,X
JLOTSIZ,O,X,X,X,O,X,X
JLOTSZI,X,O,O,X,O,X,X
JLOTZIS,O,O,O,X,O,X,X
JLOTZSI,O,O,O,X,O,X,X
JLOITSZ,O,X,X,X,O,X,X
JLOITZS,O,X,X,X,O,X,X
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X
JLOIZTS,O,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X
JLOSTIZ,O,X,X,X,X,X,O
JLOSTZI,X,O,O,X,X,X,O
JLOSITZ,O,X,X,X,X,X,O
JLOSIZT,O,X,X,X,X,X,O
JLOSZTI,O,O,O,X,X,X,O
JLOSZIT,O,X,O,X,X,X,O
JLOZTIS,O,O,O,X,O,X,X
JLOZTSI,O,O,O,X,O,X,X
JLOZITS,O,X,O,X,O,X,X
JLOZIST,O,X,O,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,X,O,X,O,O,X,O
JSTILOZ,X,O,X,X,O,O,O
JSTIZLO,X,O,O,O,X,X,O
JSTIZOL,X,O,O,O,X,X,X
JSTIOLZ,X,O,X,X,X,O,O
JSTIOZL,X,O,O,X,X,O,X
JSTLIZO,X,O,X,O,O,X,O
JSTLIOZ,X,O,X,X,O,O,O
JSTLZIO,X,O,O,O,O,X,O
JSTLZOI,X,O,O,O,X,X,O
JSTLOIZ,X,X,X,X,O,X,O
JSTLOZI,X,O,O,O,O,X,O
JSTZILO,X,O,O,O,O,X,O
JSTZIOL,X,O,O,O,X,X,X
JSTZLIO,X,O,O,O,O,X,O
JSTZLOI,X,O,O,O,X,X,O
JSTZOIL,X,X,O,O,X,X,X
JSTZOLI,X,X,O,O,X,X,X
JSTOILZ,X,O,X,X,O,X,O
JSTOIZL,X,O,O,X,X,X,X
JSTOLIZ,X,X,X,X,O,X,O
JSTOLZI,X,O,O,O,O,X,O
JSTOZIL,X,X,O,O,O,X,X
JSTOZLI,X,X,O,O,O,X,X
JSITLZO,X,O,X,O,O,X,O
JSITLOZ,X,O,X,X,O,O,O
JSITZLO,X,O,O,O,X,X,O
JSITZOL,X,O,O,O,X,X,X
JSITOLZ,X,O,X,X,X,O,O
JSITOZL,X,O,O,X,X,O,X
JSILTZO,X,O,X,X,X,X,O
JSILTOZ,X,O,X,X,X,X,O
JSILZTO,X,O,X,X,X,X,X
JSILZOT,X,O,X,X,X,X,O
JSILOTZ,X,O,X,X,X,X,O
JSILOZT,X,O,X,X,X,X,O
JSIZTLO,X,O,O,O,X,X,X
JSIZTOL,X,O,O,O,X,X,X
JSIZLTO,X,O,O,O,X,X,X
JSIZLOT,X,O,X,X,X,X,X
JSIZOTL,X,O,O,O,X,X,X
JSIZOLT,X,O,O,X,X,X,X
JSIOTLZ,X,O,X,X,X,O,X
JSIOTZL,X,O,O,X,X,O,X
JSIOLTZ,X,O,X,X,X,O,X
JSIOLZT,X,O,X,X,X,X,X
JSIOZTL,X,O,O,X,X,O,X
JSIOZLT,X,O,O,X,X,X,X
JSLTIZO,O,O,X,O,X,X,O
JSLTIOZ,O,O,X,X,X,X,O
JSLTZIO,X,O,O,O,X,X,O
JSLTZOI,X,O,O,O,X,X,O
JSLTOIZ,O,X,X,X,X,X,O
JSLTOZI,X,O,O,O,X,X,O
JSLITZO,O,O,X,X,X,X,O
JSLITOZ,O,O,X,X,X,X,O
JSLIZTO,O,O,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,O
JSLIOTZ,X,O,X,X,X,X,O
JSLIOZT,X,O,X,X,X,X,O
JSLZTIO,O,O,O,O,X,X,O
JSLZTOI,O,O,O,O,X,X,O
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,X,X,X,X,X,O
JSLZOTI,O,O,O,X,X,X,O
JSLZOIT,O,X,O,X,X,X,O
JSLOTIZ,O,X,X,X,X,X,O
JSLOTZI,X,O,O,X,X,X,O
JSLOITZ,O,X,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,O
JSLOZTI,O,O,O,X,X,X,O
JSLOZIT,O,X,O,X,X,X,O
JSZTILO,O,O,O,O,O,X,O
JSZTIOL,O,O,O,O,X,X,X
JSZTLIO,O,O,O,O,O,X,O
JSZTLOI,O,O,O,O,X,X,O
JSZTOIL,O,X,O,O,X,X,X
JSZTOLI,O,X,O,O,X,X,X
JSZITLO,O,O,O,O,O,X,X
JSZITOL,O,O,O,O,X,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,O,O,X,X,X,X,X
JSZIOTL,O,O,O,O,X,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,O,O,O,O,X,X,O
JSZLTOI,O,O,O,O,X,X,O
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,X,X,X,X,X,O
JSZLOTI,O,O,O,X,X,X,O
JSZLOIT,O,X,O,X,X,X,O
JSZOTIL,O,X,O,O,X,X,X
JSZOTLI,O,X,O,O,X,X,X
JSZOITL,O,X,O,O,X,X,X
JSZOILT,O,X,O,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X
JSZOLIT,O,X,O,X,X,X,X
JSOTILZ,X,O,X,X,O,X,O
JSOTIZL,X,O,O,X,X,X,X
JSOTLIZ,X,X,X,X,O,X,O
JSOTLZI,X,O,O,O,O,X,O
JSOTZIL,X,X,O,O,O,X,X
JSOTZLI,X,X,O,O,O,X,X
JSOITLZ,X,O,X,X,O,X,X
JSOITZL,X,O,O,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,O,X,X,X,X,X,O
JSOLTZI,X,O,O,X,X,X,O
JSOLITZ,O,X,X,X,X,X,O
JSOLIZT,O,X,X,X,X,X,O
JSOLZTI,O,O,O,X,X,X,O
JSOLZIT,O,X,O,X,X,X,O
JSOZTIL,O,X,O,O,O,X,X
JSOZTLI,O,X,O,O,O,X,X
JSOZITL,O,X,O,O,O,X,X
JSOZILT,O,X,O,X,X,X,X
JSOZLTI,O,X,O,X,X,X,X
JSOZLIT,O,X,O,X,X,X,X
JZTILSO,X,O,O,O,O,X,X
JZTILOS,X,O,X,O,O,O,X
JZTISLO,X,O,O,O,O,X,X
JZTISOL,X,O,O,O,X,X,X
JZTIOLS,X,O,O,O,O,O,X
JZTIOSL,X,O,O,O,X,O,X
JZTLISO,O,O,O,O,O,X,X
JZTLIOS,O,O,X,O,O,O,X
JZTLSIO,O,O,O,O,O,X,X
JZTLSOI,O,O,O,O,X,X,X
JZTLOIS,O,O,O,O,O,X,X
JZTLOSI,O,O,O,O,O,X,X
JZTSILO,O,O,O,O,O,X,X
JZTSIOL,O,O,O,O,X,X,X
JZTSLIO,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,X,X,X
JZTSOIL,O,X,O,O,X,X,X
JZTSOLI,O,X,O,O,X,X,X
JZTOILS,O,X,O,O,O,X,X
JZTOISL,O,X,O,O,O,X,X
JZTOLIS,O,X,O,O,O,X,X
JZTOLSI,O,X,O,O,O,X,X
JZTOSIL,O,X,O,O,O,X,X
JZTOSLI,O,X,O,O,O,X,X
JZITLSO,X,O,O,O,O,X,X
JZITLOS,X,O,X,O,O,O,X
JZITSLO,X,O,O,O,O,X,X
JZITSOL,X,O,O,O,X,X,X
JZITOLS,X,O,O,O,O,O,X
JZITOSL,X,O,O,O,X,O,X
JZILTSO,O,O,O,O,O,X,X
JZILTOS,O,O,X,O,O,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,X,X,X,X,X
JZILOTS,O,O,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X
JZISTLO,O,O,O,O,O,X,X
JZISTOL,O,O,O,O,X,X,X
JZISLTO,O,O,O,O,X,X,X
JZISLOT,O,O,X,X,X,X,X
JZISOTL,O,O,O,O,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,O,O,O,O,O,O,X
JZIOTSL,O,O,O,O,X,O,X
JZIOLTS,O,O,O,X,X,X,X
JZIOLST,O,O,O,X,X,X,X
JZIOSTL,O,O,O,O,X,O,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,O,O,O,O,O,X,X
JZLTIOS,O,O,X,O,O,X,X
JZLTSIO,O,O,O,O,O,X,X
JZLTSOI,O,O,O,O,X,X,X
JZLTOIS,O,O,O,O,O,X,X
JZLTOSI,O,O,O,O,X,X,X
JZLITSO,O,O,O,O,O,X,X
JZLITOS,O,O,X,O,O,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,O,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X
JZLSOIT,O,X,O,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X
JZLOITS,O,X,O,X,X,X,X
JZLOIST,O,X,O,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,X,X,X
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,X,X,X
JZSTOIL,O,X,O,O,X,X,X
JZSTOLI,O,X,O,O,X,X,X
JZSITLO,O,O,O,O,O,X,X
JZSITOL,O,O,O,O,X,X,X
JZSILTO,O,O,O,O,X,X,X
JZSILOT,O,O,X,X,X,X,X
JZSIOTL,O,O,O,O,X,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,O,O,O,O,X,X,X
JZSLTOI,O,O,O,O,X,X,X
JZSLITO,O,O,O,O,X,X,X
JZSLIOT,O,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X
JZSLOIT,O,X,O,X,X,X,X
JZSOTIL,O,X,O,O,X,X,X
JZSOTLI,O,X,O,O,X,X,X
JZSOITL,O,X,O,O,X,X,X
JZSOILT,O,X,O,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X
JZOTILS,O,X,O,O,O,X,X
JZOTISL,O,X,O,O,O,X,X
JZOTLIS,O,X,O,O,O,X,X
JZOTLSI,O,X,O,O,O,X,X
JZOTSIL,O,X,O,O,O,X,X
JZOTSLI,O,X,O,O,O,X,X
JZOITLS,O,X,O,O,O,X,X
JZOITSL,O,X,O,O,O,X,X
JZOILTS,O,X,O,X,O,X,X
JZOILST,O,X,O,X,X,X,X
JZOISTL,O,X,O,O,O,X,X
JZOISLT,O,X,O,X,X,X,X
JZOLTIS,O,X,O,X,O,X,X
JZOLTSI,O,X,O,X,O,X,X
JZOLITS,O,X,O,X,O,X,X
JZOLIST,O,X,O,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X
JZOLSIT,O,X,O,X,X,X,X
JZOSTIL,O,X,O,O,O,X,X
JZOSTLI,O,X,O,O,O,X,X
JZOSITL,O,X,O,O,O,X,X
JZOSILT,O,X,O,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X
JOTILSZ,O,O,X,X,O,O,X
JOTILZS,O,O,X,X,O,O,X
JOTISLZ,X,O,X,X,O,O,X
JOTISZL,X,O,O,X,X,O,X
JOTIZLS,O,O,O,X,O,O,X
JOTIZSL,O,O,O,X,O,O,X
JOTLISZ,O,O,X,X,O,O,X
JOTLIZS,O,O,X,X,O,O,X
JOTLSIZ,O,X,X,X,O,X,X
JOTLSZI,X,O,O,O,O,X,X
JOTLZIS,O,O,O,O,O,X,X
JOTLZSI,O,O,O,O,O,X,X
JOTSILZ,X,O,X,X,O,X,X
JOTSIZL,X,O,O,X,X,X,X
JOTSLIZ,X,X,X,X,O,X,X
JOTSLZI,X,O,O,O,O,X,X
JOTSZIL,X,X,O,O,O,X,X
JOTSZLI,X,X,O,O,O,X,X
JOTZILS,O,X,O,O,O,X,X
JOTZISL,O,X,O,O,O,X,X
JOTZLIS,O,X,O,O,O,X,X
JOTZLSI,O,X,O,O,O,X,X
JOTZSIL,O,X,O,O,O,X,X
JOTZSLI,O,X,O,O,O,X,X
JOITLSZ,O,O,X,X,O,O,X
JOITLZS,O,O,X,X,O,O,X
JOITSLZ,X,O,X,X,O,O,X
JOITSZL,X,O,O,X,X,O,X
JOITZLS,O,O,O,X,O,O,X
JOITZSL,O,O,O,X,O,O,X
JOILTSZ,O,O,X,X,O,O,X
JOILTZS,O,O,X,X,O,O,X
JOILSTZ,O,O,X,X,X,O,X
JOILSZT,O,O,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,X
JOILZST,O,O,X,X,X,X,X
JOISTLZ,X,O,X,X,O,O,X
JOISTZL,X,O,O,X,X,O,X
JOISLTZ,O,O,X,X,X,O,X
JOISLZT,O,O,X,X,X,X,X
JOISZTL,O,O,O,X,X,O,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,O,O,O,X,O,O,X
JOIZTSL,O,O,O,X,O,O,X
JOIZLTS,O,O,O,X,O,X,X
JOIZLST,O,O,O,X,X,X,X
JOIZSTL,O,O,O,X,O,O,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,O,O,X,X,O,X,X
JOLTIZS,O,O,X,X,O,X,X
JOLTSIZ,O,X,X,X,O,X,X
JOLTSZI,X,O,O,X,O,X,X
JOLTZIS,O,O,O,X,O,X,X
JOLTZSI,O,O,O,X,O,X,X
JOLITSZ,O,X,X,X,O,X,X
JOLITZS,O,X,X,X,O,X,X
JOLISTZ,O,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X
JOLIZTS,O,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X
JOLSTIZ,O,X,X,X,X,X,X
JOLSTZI,X,O,O,X,X,X,X
JOLSITZ,O,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,O,O,O,X,O,X,X
JOLZTSI,O,O,O,X,O,X,X
JOLZITS,O,X,O,X,O,X,X
JOLZIST,O,X,O,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X
JOSTILZ,X,O,X,X,O,X,X
JOSTIZL,X,O,O,X,X,X,X
JOSTLIZ,X,X,X,X,O,X,X
JOSTLZI,X,O,O,O,O,X,X
JOSTZIL,X,X,O,O,O,X,X
JOSTZLI,X,X,O,O,O,X,X
JOSITLZ,X,O,X,X,O,X,X
JOSITZL,X,O,O,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X
JOSLTIZ,O,X,X,X,X,X,X
JOSLTZI,X,O,O,X,X,X,X
JOSLITZ,O,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,X,O,O,O,X,X
JOSZTLI,O,X,O,O,O,X,X
JOSZITL,O,X,O,O,O,X,X
JOSZILT,O,X,O,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,X,O,O,O,X,X
JOZTISL,O,X,O,O,O,X,X
JOZTLIS,O,X,O,O,O,X,X
JOZTLSI,O,X,O,O,O,X,X
JOZTSIL,O,X,O,O,O,X,X
JOZTSLI,O,X,O,O,O,X,X
JOZITLS,O,X,O,O,O,X,X
JOZITSL,O,X,O,O,O,X,X
JOZILTS,O,X,O,X,O,X,X
JOZILST,O,X,O,X,X,X,X
JOZISTL,O,X,O,O,O,X,X
JOZISLT,O,X,O,X,X,X,X
JOZLTIS,O,X,O,X,O,X,X
JOZLTSI,O,X,O,X,O,X,X
JOZLITS,O,X,O,X,O,X,X
JOZLIST,O,X,O,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X
JOZSTIL,O,X,O,O,O,X,X
JOZSTLI,O,X,O,O,O,X,X
JOZSITL,O,X,O,O,O,X,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,X,O,X,O,X,X,O
STILJOZ,X,O,X,X,X,O,O
STILZJO,X,O,X,O,X,X,O
STILZOJ,X,O,X,O,X,O,O
STILOJZ,X,O,X,X,X,O,O
STILOZJ,X,O,X,X,X,O,O
STIJLZO,X,O,X,O,X,X,O
STIJLOZ,X,O,X,X,X,O,O
STIJZLO,X,O,X,O,X,X,O
STIJZOL,X,O,X,O,X,X,X
STIJOLZ,X,O,X,X,X,O,O
STIJOZL,X,O,X,X,X,O,X
STIZLJO,X,O,X,O,X,X,O
STIZLOJ,X,O,X,O,X,O,O
STIZJLO,X,X,X,O,X,X,O
STIZJOL,X,X,X,O,X,X,X
STIZOLJ,X,O,X,O,X,O,X
STIZOJL,X,O,X,X,X,O,X
STIOLJZ,X,O,X,X,X,O,O
STIOLZJ,X,O,X,X,X,O,O
STIOJLZ,X,O,X,X,X,O,O
STIOJZL,X,O,X,X,X,O,X
STIOZLJ,X,O,X,X,X,O,X
STIOZJL,X,O,X,X,X,O,X
STLIJZO,X,O,X,O,X,X,O
STLIJOZ,X,X,X,X,X,O,O
STLIZJO,X,O,X,O,X,X,O
STLIZOJ,X,O,X,O,X,O,O
STLIOJZ,X,O,X,X,X,O,O
STLIOZJ,X,O,X,X,X,O,O
STLJIZO,X,O,X,O,O,X,O
STLJIOZ,X,X,X,X,O,O,O
STLJZIO,X,O,X,O,O,X,O
STLJZOI,X,O,X,O,X,X,O
STLJOIZ,X,X,X,X,O,X,O
STLJOZI,X,O,X,O,O,X,O
STLZIJO,X,O,X,O,X,X,O
STLZIOJ,X,O,X,O,X,O,O
STLZJIO,X,O,X,O,X,X,O
STLZJOI,X,O,X,O,X,X,O
STLZOIJ,X,O,X,O,X,X,O
STLZOJI,X,O,X,O,X,X,O
STLOIJZ,X,X,X,X,X,O,O
STLOIZJ,X,X,X,X,X,O,O
STLOJIZ,X,X,X,X,O,X,O
STLOJZI,X,X,X,O,O,X,O
STLOZIJ,X,O,X,O,X,X,O
STLOZJI,X,O,X,O,X,X,O
STJILZO,X,O,X,O,O,X,O
STJILOZ,X,O,X,X,O,O,O
STJIZLO,X,O,O,O,X,X,O
STJIZOL,X,O,O,O,X,X,X
STJIOLZ,X,O,X,X,X,O,O
STJIOZL,X,O,O,X,X,O,X
STJLIZO,X,O,X,O,O,X,O
STJLIOZ,X,O,X,X,O,O,O
STJLZIO,X,O,O,O,O,X,O
STJLZOI,X,O,O,O,X,X,O
STJLOIZ,X,X,X,X,O,X,O
STJLOZI,X,O,O,O,O,X,O
STJZILO,X,O,O,O,O,X,O
STJZIOL,X,O,O,O,X,X,X
STJZLIO,X,O,O,O,O,X,O
STJZLOI,X,O,O,O,X,X,O
STJZOIL,X,X,O,O,X,X,X
STJZOLI,X,X,O,O,X,X,X
STJOILZ,X,O,X,X,O,X,O
STJOIZL,X,O,O,X,X,X,X
STJOLIZ,X,X,X,X,O,X,O
STJOLZI,X,O,O,O,O,X,O
STJOZIL,X,X,O,O,O,X,X
STJOZLI,X,X,O,O,O,X,X
STZILJO,X,O,X,O,X,X,O
STZILOJ,X,O,X,O,X,O,O
STZIJLO,X,X,O,O,X,X,O
STZIJOL,X,X,O,O,X,X,X
STZIOLJ,X,O,X,O,X,O,X
STZIOJL,X,O,X,X,X,O,X
STZLIJO,X,O,X,O,X,X,O
STZLIOJ,X,O,X,O,X,O,O
STZLJIO,X,O,X,O,X,X,O
STZLJOI,X,O,X,O,X,X,O
STZLOIJ,X,O,X,O,X,X,O
STZLOJI,X,O,X,O,X,X,O
STZJILO,X,X,O,O,O,X,O
STZJIOL,X,X,O,O,X,X,X
STZJLIO,X,X,O,O,O,X,O
STZJLOI,X,X,O,O,X,X,O
STZJOIL,X,X,O,O,X,X,X
STZJOLI,X,X,O,O,X,X,X
STZOILJ,X,X,X,O,X,X,X
STZOIJL,X,X,O,X,X,X,X
STZOLIJ,X,X,X,O,X,X,X
STZOLJI,X,X,X,O,X,X,X
STZOJIL,X,X,O,O,X,X,X
STZOJLI,X,X,O,O,X,X,X
STOILJZ,X,O,X,X,X,O,O
STOILZJ,X,O,X,X,X,O,O
STOIJLZ,X,O,X,X,X,O,O
STOIJZL,X,O,X,X,X,O,X
STOIZLJ,X,O,X,X,X,O,X
STOIZJL,X,O,X,X,X,O,X
STOLIJZ,X,X,X,X,X,O,O
STOLIZJ,X,X,X,X,X,O,O
STOLJIZ,X,X,X,X,O,X,O
STOLJZI,X,X,X,O,O,X,O
STOLZIJ,X,O,X,O,X,X,O
STOLZJI,X,O,X,O,X,X,O
STOJILZ,X,X,X,X,O,X,O
STOJIZL,X,X,O,X,X,X,X
STOJLIZ,X,X,X,X,O,X,O
STOJLZI,X,X,O,O,O,X,O
STOJZIL,X,X,O,O,O,X,X
STOJZLI,X,X,O,O,O,X,X
STOZILJ,X,X,X,O,X,X,X
STOZIJL,X,X,O,X,X,X,X
STOZLIJ,X,X,X,O,X,X,X
STOZLJI,X,X,X,O,X,X,X
STOZJIL,X,X,O,O,O,X,X
STOZJLI,X,X,O,O,O,X,X
SITLJZO,X,O,X,O,X,X,O
SITLJOZ,X,O,X,X,X,O,O
SITLZJO,X,O,X,O,X,X,O
SITLZOJ,X,O,X,O,X,O,O
SITLOJZ,X,O,X,X,X,O,O
SITLOZJ,X,O,X,X,X,O,O
SITJLZO,X,O,X,O,X,X,O
SITJLOZ,X,O,X,X,X,O,O
SITJZLO,X,O,X,O,X,X,O
SITJZOL,X,O,X,O,X,X,X
SITJOLZ,X,O,X,X,X,O,O
SITJOZL,X,O,X,X,X,O,X
SITZLJO,X,O,X,O,X,X,O
SITZLOJ,X,O,X,O,X,O,O
SITZJLO,X,X,X,O,X,X,O
SITZJOL,X,X,X,O,X,X,X
SITZOLJ,X,O,X,O,X,O,X
SITZOJL,X,O,X,X,X,O,X
SITOLJZ,X,O,X,X,X,O,O
SITOLZJ,X,O,X,X,X,O,O
SITOJLZ,X,O,X,X,X,O,O
SITOJZL,X,O,X,X,X,O,X
SITOZLJ,X,O,X,X,X,O,X
SITOZJL,X,O,X,X,X,O,X
SILTJZO,X,O,X,X,X,X,O
SILTJOZ,X,O,X,X,X,O,O
SILTZJO,X,O,X,X,X,X,O
SILTZOJ,X,O,X,X,X,O,O
SILTOJZ,X,O,X,X,X,O,O
SILTOZJ,X,O,X,X,X,O,O
SILJTZO,X,O,X,X,X,X,O
SILJTOZ,X,O,X,X,X,X,O
SILJZTO,X,O,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,O
SILJOTZ,X,O,X,X,X,X,O
SILJOZT,X,O,X,X,X,X,O
SILZTJO,X,O,X,X,X,X,X
SILZTOJ,X,O,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,X
SILZJOT,X,O,X,X,X,X,O
SILZOTJ,X,O,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,O
SILOTJZ,X,O,X,X,X,O,O
SILOTZJ,X,O,X,X,X,O,O
SILOJTZ,X,O,X,X,X,O,O
SILOJZT,X,O,X,X,X,X,O
SILOZTJ,X,O,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,O
SIJTLZO,X,O,X,O,X,X,O
SIJTLOZ,X,O,X,X,X,O,O
SIJTZLO,X,O,O,O,X,X,O
SIJTZOL,X,O,O,O,X,X,X
SIJTOLZ,X,O,X,X,X,O,O
SIJTOZL,X,O,O,X,X,O,X
SIJLTZO,X,O,X,X,X,X,O
SIJLTOZ,X,O,X,X,X,X,O
SIJLZTO,X,O,X,X,X,X,X
SIJLZOT,X,O,X,X,X,X,O
SIJLOTZ,X,O,X,X,X,X,O
SIJLOZT,X,O,X,X,X,X,O
SIJZTLO,X,O,O,O,X,X,X
SIJZTOL,X,O,O,O,X,X,X
SIJZLTO,X,O,O,O,X,X,X
SIJZLOT,X,O,X,X,X,X,X
SIJZOTL,X,O,O,O,X,X,X
SIJZOLT,X,O,O,X,X,X,X
SIJOTLZ,X,O,X,X,X,O,X
SIJOTZL,X,O,O,X,X,O,X
SIJOLTZ,X,O,X,X,X,O,X
SIJOLZT,X,O,X,X,X,X,X
SIJOZTL,X,O,O,X,X,O,X
SIJOZLT,X,O,O,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X
SIZTLOJ,X,O,X,O,X,O,X
SIZTJLO,X,X,O,O,X,X,X
SIZTJOL,X,X,O,O,X,X,X
SIZTOLJ,X,O,X,O,X,O,X
SIZTOJL,X,O,X,X,X,O,X
SIZLTJO,X,O,X,O,X,X,X
SIZLTOJ,X,O,X,O,X,X,X
SIZLJTO,X,O,O,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X
