sequence,v115@LhC8HeB8BeB8DeE8JeT/IvhF/lBRhBunBcoBlpByvB,v115@LhC8HeB8BeB8DeE8Jel/IvhFRhBqnBTjB/pB0lB2vB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBGjBfrBznBlpBUqB,v115@LhC8HeB8BeB8DeE8Jel/IvhFRhBunBcoB/pBTlByvB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBWoBFlBXoB0pBzqB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBunBcoB1pBzqBXqB,v115@LhC8HeB8BeB8DeE8JeWIJvhFxkBTkB0lBXoBVvBirB
SIZOTJL,X,X,O,O,X,O,X
SIZOLTJ,X,X,X,O,X,X,X
SIZOLJT,X,X,X,O,X,X,X
SIZOJTL,X,X,O,O,X,O,X
SIZOJLT,X,X,X,O,X,X,X
SIOTLJZ,X,O,O,X,O,X,X
SIOTLZJ,X,O,O,X,X,O,X
SIOTJLZ,X,O,O,X,O,X,X
SIOTJZL,X,O,O,X,X,X,X
SIOTZLJ,X,X,O,X,X,O,X
SIOTZJL,X,X,O,O,X,O,X
SIOLTJZ,X,O,O,X,X,X,X
SIOLTZJ,X,O,O,O,X,X,X
SIOLJTZ,X,O,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X
SIOLZJT,X,X,X,O,X,X,X
SIOJTLZ,X,O,O,X,O,X,X
SIOJTZL,X,O,O,X,X,X,X
SIOJLTZ,X,O,O,X,X,X,X
SIOJLZT,X,O,X,X,X,X,X
SIOJZTL,X,O,O,X,O,X,X
SIOJZLT,X,O,X,X,X,X,X
SIOZTLJ,X,X,O,X,O,O,X
SIOZTJL,X,X,O,O,O,O,X
SIOZLTJ,X,X,X,O,X,X,X
SIOZLJT,X,X,X,O,X,X,X
SIOZJTL,X,X,O,O,O,O,X
SIOZJLT,X,X,X,O,X,X,X
SLTIJZO,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,X,X,X,X
SLTIZJO,O,X,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X
SLTIOJZ,O,O,O,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,X
SLTJIZO,O,O,O,O,X,X,X
SLTJIOZ,O,O,O,X,X,X,X
SLTJZIO,O,O,O,O,X,X,X
SLTJZOI,O,O,X,O,X,X,X
SLTJOIZ,O,O,O,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X
SLTZIJO,O,X,O,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,X
SLTZJIO,O,O,O,O,X,X,X
SLTZJOI,O,O,X,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,X
SLTZOJI,O,O,O,O,X,X,X
SLTOIJZ,O,O,O,O,X,X,X
SLTOIZJ,O,O,O,O,X,X,X
SLTOJIZ,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,X,X,X
SLTOZIJ,O,O,O,O,X,X,X
SLTOZJI,O,O,O,O,X,X,X
SLITJZO,O,O,O,O,X,X,X
SLITJOZ,O,O,O,X,X,X,X
SLITZJO,O,X,O,O,X,X,X
SLITZOJ,O,O,O,O,X,X,X
SLITOJZ,O,O,O,X,X,X,X
SLITOZJ,O,O,O,O,X,X,X
SLIJTZO,O,O,O,O,X,X,X
SLIJTOZ,O,O,O,X,X,X,X
SLIJZTO,O,O,X,O,X,X,X
SLIJZOT,O,O,X,O,X,X,X
SLIJOTZ,X,O,X,X,X,X,X
SLIJOZT,X,O,X,X,X,X,X
SLIZTJO,O,X,X,O,X,X,X
SLIZTOJ,O,O,X,O,X,X,X
SLIZJTO,O,X,X,O,X,X,X
SLIZJOT,O,X,X,O,X,X,X
SLIZOTJ,O,O,X,O,X,X,X
SLIZOJT,O,X,X,O,X,X,X
SLIOTJZ,O,O,O,O,X,X,X
SLIOTZJ,O,O,O,O,X,X,X
SLIOJTZ,X,O,O,O,X,X,X
SLIOJZT,X,O,X,O,X,X,X
SLIOZTJ,O,O,X,O,X,X,X
SLIOZJT,O,X,X,O,X,X,X
SLJTIZO,O,O,O,O,X,X,X
SLJTIOZ,O,O,O,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X
SLJTZOI,O,O,X,O,X,X,X
SLJTOIZ,O,O,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X,X
SLJITZO,O,O,O,O,X,X,X
SLJITOZ,O,O,O,X,X,X,X
SLJIZTO,O,O,X,O,X,X,X
SLJIZOT,O,O,X,O,X,X,X
SLJIOTZ,X,O,X,X,X,X,X
SLJIOZT,X,O,X,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X
SLJZTOI,O,O,X,O,X,X,X
SLJZITO,O,O,X,O,X,X,X
SLJZIOT,O,O,X,O,X,X,X
SLJZOTI,O,O,X,O,X,X,X
SLJZOIT,O,O,X,O,X,X,X
SLJOTIZ,X,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X,X
SLJOIZT,X,O,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X
SLJOZIT,X,O,X,O,X,X,X
SLZTIJO,O,X,X,O,X,X,X
SLZTIOJ,O,O,X,O,X,X,X
SLZTJIO,O,O,X,O,X,X,X
SLZTJOI,O,O,X,O,X,X,X
SLZTOIJ,O,O,X,O,X,X,X
SLZTOJI,O,O,X,O,X,X,X
SLZITJO,O,X,X,O,X,X,X
SLZITOJ,O,O,X,O,X,X,X
SLZIJTO,O,X,X,O,X,X,X
SLZIJOT,O,X,X,O,X,X,X
SLZIOTJ,O,O,X,O,X,X,X
SLZIOJT,O,X,X,O,X,X,X
SLZJTIO,O,O,X,O,X,X,X
SLZJTOI,O,O,X,O,X,X,X
SLZJITO,O,O,X,O,X,X,X
SLZJIOT,O,O,X,O,X,X,X
SLZJOTI,O,O,X,O,X,X,X
SLZJOIT,O,O,X,O,X,X,X
SLZOTIJ,O,O,X,O,X,X,X
SLZOTJI,O,O,X,O,X,X,X
SLZOITJ,O,O,X,O,X,X,X
SLZOIJT,O,X,X,O,X,X,X
SLZOJTI,O,O,X,O,X,X,X
SLZOJIT,O,O,X,O,X,X,X
SLOTIJZ,O,O,O,O,X,X,X
SLOTIZJ,O,O,O,O,X,X,X
SLOTJIZ,O,O,O,O,X,X,X
SLOTJZI,O,O,O,O,X,X,X
SLOTZIJ,O,O,O,O,X,X,X
SLOTZJI,O,O,O,O,X,X,X
SLOITJZ,O,O,O,O,X,X,X
SLOITZJ,O,O,O,O,X,X,X
SLOIJTZ,X,O,O,O,X,X,X
SLOIJZT,X,O,X,O,X,X,X
SLOIZTJ,O,O,X,O,X,X,X
SLOIZJT,O,X,X,O,X,X,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,X,X
SLOJITZ,X,O,O,O,X,X,X
SLOJIZT,X,O,X,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X
SLOJZIT,X,O,X,O,X,X,X
SLOZTIJ,O,O,X,O,X,X,X
SLOZTJI,O,O,X,O,X,X,X
SLOZITJ,O,O,X,O,X,X,X
SLOZIJT,O,X,X,O,X,X,X
SLOZJTI,O,O,X,O,X,X,X
SLOZJIT,O,O,X,O,X,X,X
SJTILZO,X,O,O,X,X,X,O
SJTILOZ,X,O,O,X,X,X,O
SJTIZLO,X,O,O,O,X,X,O
SJTIZOL,X,O,X,O,X,X,O
SJTIOLZ,X,O,O,X,X,X,O
SJTIOZL,X,O,O,X,X,X,O
SJTLIZO,X,O,O,X,X,X,X
SJTLIOZ,X,O,O,X,X,X,X
SJTLZIO,X,O,O,X,X,X,X
SJTLZOI,X,O,X,X,X,X,X
SJTLOIZ,X,O,O,X,X,X,X
SJTLOZI,X,O,O,X,X,X,X
SJTZILO,X,O,O,O,X,X,X
SJTZIOL,X,O,X,O,X,X,X
SJTZLIO,X,O,O,O,X,X,X
SJTZLOI,X,O,X,X,X,X,X
SJTZOIL,X,O,X,O,X,X,X
SJTZOLI,X,O,X,X,X,X,X
SJTOILZ,X,O,O,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X
SJTOLIZ,X,O,O,X,X,X,X
SJTOLZI,X,O,O,X,X,X,X
SJTOZIL,X,O,O,X,X,X,X
SJTOZLI,X,O,O,X,X,X,X
SJITLZO,X,O,O,X,X,X,X
SJITLOZ,X,O,O,X,X,X,X
SJITZLO,X,O,O,O,X,X,X
SJITZOL,X,O,X,O,X,X,X
SJITOLZ,X,O,O,X,X,X,X
SJITOZL,X,O,O,X,X,X,X
SJILTZO,X,O,O,O,X,X,X
SJILTOZ,X,O,O,X,X,X,X
SJILZTO,X,O,X,O,X,X,X
SJILZOT,X,O,X,O,X,X,X
SJILOTZ,X,O,X,X,X,X,X
SJILOZT,X,O,X,X,X,X,X
SJIZTLO,X,O,O,O,O,X,X
SJIZTOL,X,O,X,O,X,X,X
SJIZLTO,X,O,X,O,X,X,X
SJIZLOT,X,O,X,O,X,X,X
SJIZOTL,X,O,X,O,X,X,X
SJIZOLT,X,O,X,O,X,X,X
SJIOTLZ,X,O,O,X,O,X,X
SJIOTZL,X,O,O,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X
SJIOLZT,X,O,X,X,X,X,X
SJIOZTL,X,O,O,X,O,X,X
SJIOZLT,X,O,X,X,X,X,X
SJLTIZO,X,O,O,O,X,X,X
SJLTIOZ,X,O,O,X,X,X,X
SJLTZIO,X,O,O,O,X,X,X
SJLTZOI,X,O,X,O,X,X,X
SJLTOIZ,X,O,O,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X
SJLITZO,X,O,O,O,X,X,X
SJLITOZ,X,O,O,X,X,X,X
SJLIZTO,X,O,X,O,X,X,X
SJLIZOT,X,O,X,O,X,X,X
SJLIOTZ,X,O,X,X,X,X,X
SJLIOZT,X,O,X,X,X,X,X
SJLZTIO,X,O,X,O,X,X,X
SJLZTOI,X,O,X,O,X,X,X
SJLZITO,X,O,X,O,X,X,X
SJLZIOT,X,O,X,O,X,X,X
SJLZOTI,X,O,X,O,X,X,X
SJLZOIT,X,O,X,O,X,X,X
SJLOTIZ,X,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,X,X
SJLOITZ,X,O,X,O,X,X,X
SJLOIZT,X,O,X,O,X,X,X
SJLOZTI,X,O,X,O,X,X,X
SJLOZIT,X,O,X,O,X,X,X
SJZTILO,X,O,O,O,O,X,X
SJZTIOL,X,O,X,O,X,X,X
SJZTLIO,X,O,O,O,O,X,X
SJZTLOI,X,O,X,O,O,X,X
SJZTOIL,X,O,X,O,X,X,X
SJZTOLI,X,O,X,X,X,X,X
SJZITLO,X,O,O,O,O,X,X
SJZITOL,X,O,X,O,X,X,X
SJZILTO,X,O,X,O,X,X,X
SJZILOT,X,O,X,O,X,X,X
SJZIOTL,X,O,X,O,X,X,X
SJZIOLT,X,O,X,O,X,X,X
SJZLTIO,X,O,X,O,X,X,X
SJZLTOI,X,O,X,O,X,X,X
SJZLITO,X,O,X,O,X,X,X
SJZLIOT,X,O,X,O,X,X,X
SJZLOTI,X,O,X,O,X,X,X
SJZLOIT,X,O,X,O,X,X,X
SJZOTIL,X,O,X,O,X,X,X
SJZOTLI,X,O,X,X,X,X,X
SJZOITL,X,O,X,O,X,X,X
SJZOILT,X,O,X,O,X,X,X
SJZOLTI,X,O,X,O,X,X,X
SJZOLIT,X,O,X,O,X,X,X
SJOTILZ,X,O,O,X,O,X,X
SJOTIZL,X,O,O,X,X,X,X
SJOTLIZ,X,O,O,X,O,X,X
SJOTLZI,X,O,O,X,O,X,X
SJOTZIL,X,O,O,X,X,X,X
SJOTZLI,X,O,O,X,X,X,X
SJOITLZ,X,O,O,X,O,X,X
SJOITZL,X,O,O,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X
SJOILZT,X,O,X,X,X,X,X
SJOIZTL,X,O,O,X,O,X,X
SJOIZLT,X,O,X,X,X,X,X
SJOLTIZ,X,O,O,X,X,X,X
SJOLTZI,X,O,O,X,X,X,X
SJOLITZ,X,O,O,X,X,X,X
SJOLIZT,X,O,X,X,X,X,X
SJOLZTI,X,O,X,X,X,X,X
SJOLZIT,X,O,X,X,X,X,X
SJOZTIL,X,O,O,X,O,X,X
SJOZTLI,X,O,O,X,O,X,X
SJOZITL,X,O,O,X,O,X,X
SJOZILT,X,O,X,X,X,X,X
SJOZLTI,X,O,X,X,X,X,X
SJOZLIT,X,O,X,X,X,X,X
SZTILJO,O,X,O,O,O,X,X
SZTILOJ,O,O,O,O,X,X,X
SZTIJLO,O,X,O,O,O,X,X
SZTIJOL,O,X,X,O,X,X,X
SZTIOLJ,O,X,O,X,X,X,X
SZTIOJL,O,X,O,O,X,X,X
SZTLIJO,O,X,O,O,O,X,X
SZTLIOJ,O,O,O,O,X,X,X
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,X,O,O,X,X
SZTLOIJ,O,O,O,O,X,X,X
SZTLOJI,O,O,O,O,X,X,X
SZTJILO,O,O,O,O,O,X,X
SZTJIOL,O,O,X,O,X,X,X
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,X,O,O,X,X
SZTJOIL,O,O,X,O,X,X,X
SZTJOLI,O,O,X,X,X,X,X
SZTOILJ,O,X,O,X,X,X,X
SZTOIJL,O,X,O,O,X,X,X
SZTOLIJ,O,O,O,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X
SZTOJIL,O,O,O,O,X,X,X
SZTOJLI,O,O,O,X,X,X,X
SZITLJO,X,X,O,O,O,X,X
SZITLOJ,X,O,O,O,X,X,X
SZITJLO,X,X,O,O,O,X,X
SZITJOL,X,X,X,O,X,X,X
SZITOLJ,X,X,O,X,X,X,X
SZITOJL,X,X,O,O,X,X,X
SZILTJO,O,X,X,O,X,X,X
SZILTOJ,O,O,X,O,X,X,X
SZILJTO,O,X,X,O,X,X,X
SZILJOT,O,X,X,O,X,X,X
SZILOTJ,O,O,X,O,X,X,X
SZILOJT,O,X,X,O,X,X,X
SZIJTLO,X,X,O,O,O,X,X
SZIJTOL,X,X,X,O,X,X,X
SZIJLTO,O,X,X,O,X,X,X
SZIJLOT,O,X,X,O,X,X,X
SZIJOTL,X,X,X,O,X,O,X
SZIJOLT,X,X,X,O,X,X,X
SZIOTLJ,X,X,O,X,X,O,X
SZIOTJL,X,X,O,O,X,O,X
SZIOLTJ,X,X,X,O,X,X,X
SZIOLJT,X,X,X,O,X,X,X
SZIOJTL,X,X,O,O,X,O,X
SZIOJLT,X,X,X,O,X,X,X
SZLTIJO,O,X,X,O,X,X,X
SZLTIOJ,O,O,X,O,X,X,X
SZLTJIO,O,O,X,O,X,X,X
SZLTJOI,O,O,X,O,X,X,X
SZLTOIJ,O,O,X,O,X,X,X
SZLTOJI,O,O,X,O,X,X,X
SZLITJO,O,X,X,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X
SZLIJTO,O,X,X,O,X,X,X
SZLIJOT,O,X,X,O,X,X,X
SZLIOTJ,O,O,X,O,X,X,X
SZLIOJT,O,X,X,O,X,X,X
SZLJTIO,O,O,X,O,X,X,X
SZLJTOI,O,O,X,O,X,X,X
SZLJITO,O,O,X,O,X,X,X
SZLJIOT,O,O,X,O,X,X,X
SZLJOTI,O,O,X,O,X,X,X
SZLJOIT,O,O,X,O,X,X,X
SZLOTIJ,O,O,X,O,X,X,X
SZLOTJI,O,O,X,O,X,X,X
SZLOITJ,O,O,X,O,X,X,X
SZLOIJT,O,X,X,O,X,X,X
SZLOJTI,O,O,X,O,X,X,X
SZLOJIT,O,O,X,O,X,X,X
SZJTILO,O,O,O,O,O,X,X
SZJTIOL,O,O,X,O,X,X,X
SZJTLIO,O,O,O,O,O,X,X
SZJTLOI,O,O,X,O,O,X,X
SZJTOIL,O,O,X,O,X,X,X
SZJTOLI,O,O,X,X,X,X,X
SZJITLO,X,O,O,O,O,X,X
SZJITOL,X,O,X,O,X,X,X
SZJILTO,O,O,X,O,X,X,X
SZJILOT,O,O,X,O,X,X,X
SZJIOTL,X,O,X,O,X,O,X
SZJIOLT,X,O,X,O,X,X,X
SZJLTIO,O,O,X,O,X,X,X
SZJLTOI,O,O,X,O,X,X,X
SZJLITO,O,O,X,O,X,X,X
SZJLIOT,O,O,X,O,X,X,X
SZJLOTI,O,O,X,O,X,X,X
SZJLOIT,O,O,X,O,X,X,X
SZJOTIL,X,O,X,O,X,O,X
SZJOTLI,X,O,X,X,X,O,X
SZJOITL,X,O,X,O,X,O,X
SZJOILT,X,O,X,O,X,X,X
SZJOLTI,X,O,X,O,X,X,X
SZJOLIT,X,O,X,O,X,X,X
SZOTILJ,X,X,O,X,X,O,X
SZOTIJL,X,X,O,O,X,O,X
SZOTLIJ,X,O,O,X,X,O,X
SZOTLJI,X,O,O,X,X,O,X
SZOTJIL,X,O,O,O,X,O,X
SZOTJLI,X,O,O,X,X,O,X
SZOITLJ,X,X,O,X,X,O,X
SZOITJL,X,X,O,O,X,O,X
SZOILTJ,X,X,X,O,X,X,X
SZOILJT,X,X,X,O,X,X,X
SZOIJTL,X,X,O,O,X,O,X
SZOIJLT,X,X,X,O,X,X,X
SZOLTIJ,X,O,X,O,X,X,X
SZOLTJI,X,O,X,O,X,X,X
SZOLITJ,X,O,X,O,X,X,X
SZOLIJT,X,X,X,O,X,X,X
SZOLJTI,X,O,X,O,X,X,X
SZOLJIT,X,O,X,O,X,X,X
SZOJTIL,X,O,O,O,X,O,X
SZOJTLI,X,O,O,X,X,O,X
SZOJITL,X,O,O,O,X,O,X
SZOJILT,X,O,X,O,X,X,X
SZOJLTI,X,O,X,O,X,X,X
SZOJLIT,X,O,X,O,X,X,X
SOTILJZ,X,O,O,X,O,X,X
SOTILZJ,X,O,O,X,X,O,X
SOTIJLZ,X,O,O,X,O,X,X
SOTIJZL,X,O,O,X,X,X,X
SOTIZLJ,X,X,O,X,X,O,X
SOTIZJL,X,X,O,O,X,O,X
SOTLIJZ,X,O,O,X,O,X,X
SOTLIZJ,X,O,O,X,X,O,X
SOTLJIZ,X,O,O,X,O,X,X
SOTLJZI,X,O,O,X,O,X,X
SOTLZIJ,X,O,O,X,X,O,X
SOTLZJI,X,O,O,X,X,O,X
SOTJILZ,X,O,O,X,O,X,X
SOTJIZL,X,O,O,X,X,X,X
SOTJLIZ,X,O,O,X,O,X,X
SOTJLZI,X,O,O,X,O,X,X
SOTJZIL,X,O,O,X,X,X,X
SOTJZLI,X,O,O,X,X,X,X
SOTZILJ,X,X,O,X,X,O,X
SOTZIJL,X,X,O,O,X,O,X
SOTZLIJ,X,O,O,X,X,O,X
SOTZLJI,X,O,O,X,X,O,X
SOTZJIL,X,O,O,O,X,O,X
SOTZJLI,X,O,O,X,X,O,X
SOITLJZ,X,O,O,X,O,X,X
SOITLZJ,X,O,O,X,X,O,X
SOITJLZ,X,O,O,X,O,X,X
SOITJZL,X,O,O,X,X,X,X
SOITZLJ,X,X,O,X,X,O,X
SOITZJL,X,X,O,O,X,O,X
SOILTJZ,X,O,O,X,X,X,X
SOILTZJ,X,O,O,O,X,X,X
SOILJTZ,X,O,O,X,X,X,X
SOILJZT,X,O,X,X,X,X,X
SOILZTJ,X,O,X,O,X,X,X
SOILZJT,X,X,X,O,X,X,X
SOIJTLZ,X,O,O,X,O,X,X
SOIJTZL,X,O,O,X,X,X,X
SOIJLTZ,X,O,O,X,X,X,X
SOIJLZT,X,O,X,X,X,X,X
SOIJZTL,X,O,O,X,O,X,X
SOIJZLT,X,O,X,X,X,X,X
SOIZTLJ,X,X,O,X,O,O,X
SOIZTJL,X,X,O,O,O,O,X
SOIZLTJ,X,X,X,O,X,X,X
SOIZLJT,X,X,X,O,X,X,X
SOIZJTL,X,X,O,O,O,O,X
SOIZJLT,X,X,X,O,X,X,X
SOLTIJZ,X,O,O,O,X,X,X
SOLTIZJ,X,O,O,O,X,X,X
SOLTJIZ,X,O,O,O,X,X,X
SOLTJZI,X,O,O,O,X,X,X
SOLTZIJ,X,O,O,O,X,X,X
SOLTZJI,X,O,O,O,X,X,X
SOLITJZ,X,O,O,O,X,X,X
SOLITZJ,X,O,O,O,X,X,X
SOLIJTZ,X,O,O,O,X,X,X
SOLIJZT,X,O,X,O,X,X,X
SOLIZTJ,X,O,X,O,X,X,X
SOLIZJT,X,X,X,O,X,X,X
SOLJTIZ,X,O,O,O,X,X,X
SOLJTZI,X,O,O,O,X,X,X
SOLJITZ,X,O,O,O,X,X,X
SOLJIZT,X,O,X,O,X,X,X
SOLJZTI,X,O,X,O,X,X,X
SOLJZIT,X,O,X,O,X,X,X
SOLZTIJ,X,O,X,O,X,X,X
SOLZTJI,X,O,X,O,X,X,X
SOLZITJ,X,O,X,O,X,X,X
SOLZIJT,X,X,X,O,X,X,X
SOLZJTI,X,O,X,O,X,X,X
SOLZJIT,X,O,X,O,X,X,X
SOJTILZ,X,O,O,X,O,X,X
SOJTIZL,X,O,O,X,X,X,X
SOJTLIZ,X,O,O,X,O,X,X
SOJTLZI,X,O,O,X,O,X,X
SOJTZIL,X,O,O,X,X,X,X
SOJTZLI,X,O,O,X,X,X,X
SOJITLZ,X,O,O,X,O,X,X
SOJITZL,X,O,O,X,X,X,X
SOJILTZ,X,O,O,X,X,X,X
SOJILZT,X,O,X,X,X,X,X
SOJIZTL,X,O,O,X,O,X,X
SOJIZLT,X,O,X,X,X,X,X
SOJLTIZ,X,O,O,X,X,X,X
SOJLTZI,X,O,O,X,X,X,X
SOJLITZ,X,O,O,X,X,X,X
SOJLIZT,X,O,X,X,X,X,X
SOJLZTI,X,O,X,X,X,X,X
SOJLZIT,X,O,X,X,X,X,X
SOJZTIL,X,O,O,X,O,X,X
SOJZTLI,X,O,O,X,O,X,X
SOJZITL,X,O,O,X,O,X,X
SOJZILT,X,O,X,X,X,X,X
SOJZLTI,X,O,X,X,X,X,X
SOJZLIT,X,O,X,X,X,X,X
SOZTILJ,X,X,O,X,O,O,X
SOZTIJL,X,X,O,O,O,O,X
SOZTLIJ,X,O,O,X,O,O,X
SOZTLJI,X,O,O,X,O,O,X
SOZTJIL,X,O,O,O,O,O,X
SOZTJLI,X,O,O,X,O,O,X
SOZITLJ,X,X,O,X,O,O,X
SOZITJL,X,X,O,O,O,O,X
SOZILTJ,X,X,X,O,X,X,X
SOZILJT,X,X,X,O,X,X,X
SOZIJTL,X,X,O,O,O,O,X
SOZIJLT,X,X,X,O,X,X,X
SOZLTIJ,X,O,X,O,X,X,X
SOZLTJI,X,O,X,O,X,X,X
SOZLITJ,X,O,X,O,X,X,X
SOZLIJT,X,X,X,O,X,X,X
SOZLJTI,X,O,X,O,X,X,X
SOZLJIT,X,O,X,O,X,X,X
SOZJTIL,X,O,O,O,O,O,X
SOZJTLI,X,O,O,X,O,O,X
SOZJITL,X,O,O,O,O,O,X
SOZJILT,X,O,X,O,X,X,X
SOZJLTI,X,O,X,O,X,X,X
SOZJLIT,X,O,X,O,X,X,X
ZTILJSO,O,X,O,O,O,X,X
ZTILJOS,X,X,O,O,O,X,X
ZTILSJO,O,X,X,O,O,X,X
ZTILSOJ,O,X,X,O,X,X,X
ZTILOJS,X,X,O,O,O,X,X
ZTILOSJ,X,X,X,O,X,X,X
ZTIJLSO,O,X,O,O,O,X,O
ZTIJLOS,X,X,O,O,O,X,O
ZTIJSLO,O,X,X,O,O,X,O
ZTIJSOL,O,X,X,O,X,X,O
ZTIJOLS,X,X,X,X,O,O,O
ZTIJOSL,O,X,X,X,X,O,O
ZTISLJO,O,X,X,O,O,X,X
ZTISLOJ,O,X,X,O,X,X,X
ZTISJLO,O,X,X,O,O,X,X
ZTISJOL,O,X,X,O,X,X,X
ZTISOLJ,O,X,X,X,X,X,X
ZTISOJL,O,X,X,O,X,X,X
ZTIOLJS,X,X,O,X,O,O,X
ZTIOLSJ,X,X,X,X,X,O,X
ZTIOJLS,X,X,O,X,O,O,X
ZTIOJSL,O,X,X,X,X,O,X
ZTIOSLJ,O,X,X,X,X,O,X
ZTIOSJL,O,X,X,X,X,O,X
ZTLIJSO,O,X,O,O,O,X,X
ZTLIJOS,O,X,O,O,O,X,X
ZTLISJO,O,X,X,O,O,X,X
ZTLISOJ,O,X,X,O,X,X,X
ZTLIOJS,O,X,O,O,O,X,X
ZTLIOSJ,O,X,X,O,X,X,X
ZTLJISO,O,X,O,O,O,X,X
ZTLJIOS,O,X,O,O,O,X,X
ZTLJSIO,O,X,X,O,O,X,X
ZTLJSOI,O,X,X,O,O,X,X
ZTLJOIS,O,X,X,O,O,X,X
ZTLJOSI,O,X,X,O,O,X,X
ZTLSIJO,O,X,X,O,O,X,X
ZTLSIOJ,O,X,X,O,X,X,X
ZTLSJIO,O,X,X,O,O,X,X
ZTLSJOI,O,X,X,O,O,X,X
ZTLSOIJ,O,X,X,O,X,X,X
ZTLSOJI,O,X,X,O,X,X,X
ZTLOIJS,O,X,O,O,O,X,X
ZTLOISJ,O,X,X,O,X,X,X
ZTLOJIS,O,X,O,O,O,X,X
ZTLOJSI,O,X,X,O,O,X,X
ZTLOSIJ,O,X,X,O,X,X,X
ZTLOSJI,O,X,X,O,X,X,X
ZTJILSO,O,X,O,O,O,X,O
ZTJILOS,X,X,O,O,O,X,O
ZTJISLO,O,X,X,O,O,X,O
ZTJISOL,O,X,X,O,X,X,O
ZTJIOLS,X,X,X,X,O,O,O
ZTJIOSL,O,X,X,X,X,O,O
ZTJLISO,O,X,O,O,O,X,X
ZTJLIOS,O,X,O,O,O,X,X
ZTJLSIO,O,X,X,O,O,X,X
ZTJLSOI,O,X,X,O,O,X,X
ZTJLOIS,O,X,X,O,O,X,X
ZTJLOSI,O,X,X,O,O,X,X
ZTJSILO,O,X,O,O,O,X,X
ZTJSIOL,O,X,X,O,X,X,X
ZTJSLIO,O,X,O,O,O,X,X
ZTJSLOI,O,X,X,O,O,X,X
ZTJSOIL,O,X,X,O,X,X,X
ZTJSOLI,O,X,X,X,X,X,X
ZTJOILS,X,X,X,X,O,O,X
ZTJOISL,O,X,X,X,X,O,X
ZTJOLIS,X,X,X,X,O,O,X
ZTJOLSI,O,X,X,X,O,O,X
ZTJOSIL,O,X,X,X,X,O,X
ZTJOSLI,O,X,X,X,X,O,X
ZTSILJO,O,X,O,O,O,X,X
ZTSILOJ,O,X,O,O,X,X,X
ZTSIJLO,O,X,O,O,O,X,X
ZTSIJOL,O,X,X,O,X,X,X
ZTSIOLJ,O,X,O,X,X,X,X
ZTSIOJL,O,X,O,O,X,X,X
ZTSLIJO,O,X,O,O,O,X,X
ZTSLIOJ,O,X,O,O,X,X,X
ZTSLJIO,O,X,O,O,O,X,X
ZTSLJOI,O,X,X,O,O,X,X
ZTSLOIJ,O,X,O,O,X,X,X
ZTSLOJI,O,X,O,O,X,X,X
ZTSJILO,O,X,O,O,O,X,X
ZTSJIOL,O,X,X,O,X,X,X
ZTSJLIO,O,X,O,O,O,X,X
ZTSJLOI,O,X,X,O,O,X,X
ZTSJOIL,O,X,X,O,X,X,X
ZTSJOLI,O,X,X,X,X,X,X
ZTSOILJ,O,X,O,X,X,X,X
ZTSOIJL,O,X,O,O,X,X,X
ZTSOLIJ,O,X,O,X,X,X,X
ZTSOLJI,O,X,O,X,X,X,X
ZTSOJIL,O,X,O,O,X,X,X
ZTSOJLI,O,X,O,X,X,X,X
ZTOILJS,X,X,O,X,O,O,X
ZTOILSJ,X,X,X,X,X,O,X
ZTOIJLS,X,X,O,X,O,O,X
ZTOIJSL,O,X,X,X,X,O,X
ZTOISLJ,O,X,X,X,X,O,X
ZTOISJL,O,X,X,X,X,O,X
ZTOLIJS,X,X,O,X,O,O,X
ZTOLISJ,X,X,X,X,X,O,X
ZTOLJIS,X,X,O,X,O,O,X
ZTOLJSI,O,X,X,X,O,O,X
ZTOLSIJ,O,X,X,X,X,O,X
