sequence,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFUgBliB?3mBTqBarBWxB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFFgB3iB?UmBTqBWxBirB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFUgBzhB?yqB1wBusB3qB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgBliB?3mB0qBaqBWxB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFFgBihB?cqBXrBusBzrB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgB3iB?+rBlqBaqBUsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgBUiB?+rBlqBaqB3sB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFVmBUiB?KqBGlBTrB3sB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFVmB3iB?KqBGlBTrBUsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhF3gBzhB?yqB1wBusBUqB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFzgB+mB?0qBaqBXsBlsB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFymBTlB?XrBusBFqB0rB,v115@GhA8AeA8FeB8AeA8DeD8AeA8FeB8JeZEJvhFWnB3lB?0rBaqBzqBlsB
LTZSIOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
LTZSJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,O,O,O,X,X,X,X,O,X,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,O,X,X,X,X,O,X,O,X,X,X
LTZOISJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LTZOJIS,X,X,O,X,X,X,X,O,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LTZOSJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,X,O,O,X,O,O,X,X,X
LTOIJZS,X,X,O,X,X,O,O,O,X,O,X,X,X
LTOISJZ,O,X,O,X,X,X,X,X,O,O,X,X,X
LTOISZJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOIZJS,X,O,O,X,X,X,X,O,X,O,X,X,X
LTOIZSJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOJISZ,X,X,O,X,X,O,O,X,O,O,X,X,X
LTOJIZS,X,X,O,X,X,O,O,O,X,O,X,X,X
LTOJSIZ,X,X,X,X,X,O,X,X,O,O,X,X,X
LTOJSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,X,X,X,O,O,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,X,O,O,X,X,X
LTOSIZJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOSJIZ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTOSJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,O,X,O,X,X,X
LTOZISJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOZJIS,X,X,O,X,X,X,X,O,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJSOZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJZSO,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJZOS,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJOSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LITJOZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LITSJZO,X,X,O,X,X,X,X,X,X,O,X,X,X
LITSJOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,X,O,O,X,X,X,X,X,O,X,X,X
LITSZOJ,X,X,O,O,X,X,X,X,X,O,X,X,X
LITSOJZ,O,X,O,X,X,X,X,X,O,O,X,O,X
LITSOZJ,O,O,O,X,X,X,X,X,O,O,X,X,X
LITZJSO,X,X,O,X,X,X,X,X,X,O,X,X,X
LITZJOS,X,X,O,X,X,X,X,X,X,O,X,X,X
LITZSJO,X,X,O,O,O,X,X,X,X,O,X,X,X
LITZSOJ,X,X,O,O,O,X,X,X,X,O,X,X,X
LITZOJS,X,X,O,X,X,X,X,O,X,O,X,X,X
LITZOSJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LITOJSZ,X,X,O,X,X,O,O,X,O,O,X,X,X
LITOJZS,X,X,O,X,X,O,O,O,X,O,X,X,X
LITOSJZ,O,X,O,X,X,X,X,X,O,O,X,X,X
LITOSZJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LITOZJS,X,O,O,X,X,X,X,O,X,O,X,X,X
LITOZSJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LIJTSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJZOTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LISTOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZTJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LISZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LISOTJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LISOTZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,O,X
LISOZTJ,O,O,X,X,O,X,X,O,O,X,X,X,X
LISOZJT,O,O,X,X,O,X,X,X,X,X,X,O,X
LIZTJSO,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZJSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZJOTS,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTJO,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSTOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSJOT,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZOTJS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,O,O,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOSTJ,O,X,X,X,X,X,X,O,O,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,X,O,O,X,X,X
LIOTJZS,X,X,O,X,X,X,X,O,X,O,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,X,O,O,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LIOTZJS,X,O,O,X,X,X,X,O,X,O,X,X,X
LIOTZSJ,O,O,O,X,X,X,X,O,O,O,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LIOSTZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOSZTJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X,O,X
LIOZTJS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LIOZJTS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZJST,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZOTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZIOTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSIOT,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSTIOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSTOIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSITOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJZTO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZTJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LSIZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSIOTJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSIOTZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIOZTJ,O,O,X,X,O,X,X,O,O,X,X,X,X
LSIOZJT,O,O,X,X,O,X,X,X,X,X,X,O,X
LSJTIZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTIOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZITOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZIJTO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZIJOT,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LSZIOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSZJTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LSZOIJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LSZOJTI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSOTIZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSOITZJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,O,X,X,O,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSOIZTJ,O,O,X,X,O,X,X,O,O,X,X,X,X
LSOIZJT,O,O,X,X,O,X,X,X,X,X,X,O,X
LSOJTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,X,X,O,X,X,O,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
