sequence,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhFukB1lB0hB6?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBTiBKpBG?mBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jei/IvhF1lBxhBcpBG?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF6mBTiB0kBl?lB2uBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBFiBWqB6?rBcsBzpB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBOpBllBS?sBzpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeT/IvhFxhBllBurBc?sBipBXqB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBWqBlmBc?sBzpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je/EJvhFRgBTlBlmBc?sB2uBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBKpBGmBT?nBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBllBSsBm?pBTpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhFlmBcsBxpBT?pBmpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhF+nBlmBxpB0?pBipBzrB
LTZOJIS,O,O,O,X,O,O,O,X,X,O,O,X,X
LTZOJSI,X,O,O,X,O,O,O,X,X,O,O,X,X
LTZOSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,O,O,O,X,X,O,X,X,X
LTOIJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LTOIJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,O,X,X,O,O,X,X,O,X,X,X
LTOIZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,O,X,O,X,X,X,O,O,X,X
LTOJIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
LTOJSIZ,O,O,O,O,X,O,X,X,X,O,O,X,X
LTOJSZI,O,O,O,O,X,O,X,X,X,O,O,X,X
LTOJZIS,O,O,O,O,X,O,O,X,X,O,O,X,X
LTOJZSI,O,O,O,O,X,O,O,X,X,O,O,X,X
LTOSIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
LTOSJZI,O,O,O,O,X,O,X,X,X,O,X,X,X
LTOSZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,X,O,O,X,X,O,X,X,X
LTOZIJS,O,O,O,X,X,O,O,X,X,O,X,X,X
LTOZISJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,O,O,X,X,O,O,X,X
LTOZJSI,O,O,O,X,X,O,O,X,X,O,O,X,X
LTOZSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,X,O,O,X,X,O,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,O,X,X,X
LITJSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X
LITJZSO,O,O,X,X,O,X,X,X,X,O,X,X,X
LITJZOS,O,O,X,X,O,O,X,X,X,O,O,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
LITJOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LITSJZO,O,O,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,X,O,X,O,X,X,O,X,X,X
LITZJOS,O,O,X,X,O,O,O,X,X,O,O,X,X
LITZSJO,O,O,X,X,O,X,X,X,X,O,X,X,X
LITZSOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,O,O,O,X,X,O,X,X,X
LITZOSJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LITOJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,O,O,X,X,O,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,X,O,X,X,X,X,O,X,X,O
LIJTSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X
LIJTZSO,O,O,X,X,O,X,X,X,X,O,X,X,O
LIJTZOS,O,O,X,X,O,O,X,X,X,O,O,X,X
LIJTOSZ,X,O,X,X,X,X,X,X,X,O,O,X,X
LIJTOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LIJSTZO,O,O,X,X,O,X,X,X,X,X,X,X,O
LIJSTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,O,X,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,O,X,X,O,X,X,X,X,X
LIJZTOS,X,X,X,X,O,O,X,X,X,X,O,X,X
LIJZSTO,X,O,X,X,O,X,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,X,O,X,X,X,X,X,X,X,O
LISJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LISZJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,X,O,X,O,O,X,X,X,X,X
LIZTJOS,O,X,X,X,O,O,O,X,X,X,O,X,X
LIZTSJO,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,O,O,O,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,O,X,X,X,X,X,X,O,X
LIZJTSO,X,O,X,X,O,X,O,O,X,X,X,X,X
LIZJTOS,X,X,X,X,O,O,O,X,X,X,O,X,X
LIZJSTO,X,O,X,X,O,X,O,O,X,X,X,X,X
LIZJSOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
LIZJOST,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZSTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LIZSJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,O,O,X,X,O,X,X,X
LIZOJST,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOTJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,O,X,X,O,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOJTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,O,O,X,X,X,O,X,X,X
LIOJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,O,O,O,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,O,O,O,X,X,O,X,X,X
LIOZJST,O,X,X,X,O,X,O,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTISOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LJTIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTIZOS,O,O,O,O,O,O,X,X,X,O,O,X,X
LJTIOSZ,X,O,X,O,X,X,X,X,X,O,O,X,X
LJTIOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LJTSIZO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTSIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LJTSZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LJTZISO,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTZIOS,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTZSIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTZSOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTZOIS,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTZOSI,X,O,O,O,O,O,O,X,X,O,O,X,X
LJTOISZ,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTOIZS,O,O,X,X,X,O,X,X,X,O,O,X,X
LJTOSIZ,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTOSZI,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTOZIS,O,O,X,O,X,O,O,X,X,O,O,X,X
LJTOZSI,X,O,X,O,X,O,O,X,X,O,O,X,X
LJITSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
LJITSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X
LJITZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
LJITZOS,O,O,O,X,O,O,X,X,X,O,O,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,O,O,X,X
LJITOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LJISTZO,O,O,O,X,O,X,X,X,X,X,X,X,O
LJISTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,O,X,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,O,X,X,X,X,X
LJIZTOS,X,X,O,X,O,O,X,X,X,X,O,X,X
LJIZSTO,X,O,X,X,O,X,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LJSTZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSTZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LJSITZO,O,O,O,O,O,X,X,X,X,X,X,X,X
LJSITOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LJSIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
LJSZTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
LJSZITO,O,O,X,O,O,X,X,O,X,X,X,X,X
LJSZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
LJSZOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,O,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,X,O,O,X,X,X,O,X,X,X,X
LJSOZTI,X,O,X,O,O,X,X,X,O,O,X,X,X
LJSOZIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LJZTISO,X,O,O,O,O,X,O,O,X,O,X,X,X
LJZTIOS,X,O,O,O,O,O,O,X,X,O,O,X,X
LJZTSIO,X,O,O,O,O,X,O,O,X,O,X,X,X
LJZTSOI,X,O,O,O,O,O,O,X,O,O,O,X,X
LJZTOIS,X,O,O,O,O,O,O,X,X,O,O,X,X
LJZTOSI,X,O,O,O,O,O,O,X,O,O,O,X,X
LJZITSO,X,O,O,X,O,X,O,O,X,X,X,X,X
LJZITOS,X,X,O,X,O,O,O,X,X,X,O,X,X
LJZISTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LJZISOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJZIOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
LJZIOST,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZSTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
LJZSTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
LJZSITO,X,O,X,O,O,X,O,O,X,X,X,X,X
LJZSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
LJZSOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
LJZOTIS,X,X,O,X,O,O,O,X,X,O,O,X,X
LJZOTSI,X,X,O,X,O,O,O,X,O,O,O,X,X
LJZOITS,X,X,X,X,O,O,O,X,X,O,X,X,X
LJZOIST,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZOSTI,X,O,X,X,O,O,O,X,O,O,X,X,X
LJZOSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LJOTISZ,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTIZS,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTSIZ,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTSZI,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTZIS,X,O,X,X,X,O,O,X,X,O,O,X,X
LJOTZSI,X,O,X,X,X,O,O,X,X,O,O,X,X
LJOITSZ,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOISTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,O,O,X,X,X,O,X,X,X
LJOIZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOSTZI,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOSITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,X,O,X,X,X,O,X,X,X,X
LJOSZTI,X,O,X,X,O,O,X,X,O,O,X,X,X
LJOSZIT,X,O,X,X,O,X,X,X,O,X,X,X,X
LJOZTIS,X,X,X,X,O,O,O,X,X,O,O,X,X
LJOZTSI,X,X,X,X,O,O,O,X,O,O,O,X,X
LJOZITS,X,X,X,X,O,O,O,X,X,O,X,X,X
LJOZIST,X,O,X,X,O,X,O,X,X,X,X,X,X
LJOZSTI,X,O,X,X,O,O,O,X,O,O,X,X,X
LJOZSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LSTIJZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LSTJZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LSTJOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LSTJOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LSTZIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTZIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LSTZJOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LSTZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,O,O,X,X,O,X,X,X
LSTOIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
LSTOJZI,O,O,O,O,X,O,X,X,X,O,X,X,X
LSTOZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,X,O,O,X,X,O,X,X,X
LSITJZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LSITZOJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSITOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSIJTOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LSJTZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LSJTZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LSJITZO,O,O,O,O,O,X,X,X,X,X,X,X,X
LSJITOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,O,O,O,X,X,X,X,O,X,X
LSJZITO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJZOTI,X,O,X,O,O,X,X,X,X,O,X,X,X
LSJZOIT,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,X,O,X,X,X
LSJOITZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,O,O,X,X,X,X,O,X,X,X
LSJOZIT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,O,O,X,O,X,X,X,X,X,X
LSZTJOI,O,O,O,O,O,O,O,X,X,X,O,X,X
LSZTOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,O,O,O,O,O,X,X,X,X,X,X
LSZITJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZITOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,X,O,X,X,X,X,X,X
LSZJTOI,O,O,O,O,O,O,O,X,X,X,O,X,X
LSZJITO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSZJIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSZJOTI,X,O,O,O,O,X,O,X,X,O,X,X,X
LSZJOIT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSZOTIJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZOTJI,X,O,O,O,O,O,O,X,X,X,X,X,X
LSZOITJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZOIJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZOJTI,X,O,O,O,O,O,O,X,X,O,X,X,X
LSZOJIT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,O,X,X,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOTZJI,O,O,O,O,X,O,O,X,X,O,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
LSOJTZI,O,O,O,O,X,O,X,X,X,O,X,X,X
LSOJITZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,O,O,X,X,X,O,X,X,X
LSOJZIT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,O,O,O,O,X,X,X,X,X,X
LSOZITJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,O,O,O,O,X,X,O,X,X,X
LSOZJIT,O,O,X,O,O,X,O,X,X,X,X,X,X
LZTIJSO,O,O,O,X,O,X,O,O,X,O,X,X,X
LZTIJOS,O,O,O,X,O,O,O,X,X,O,O,X,X
