sequence,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBXjB9tB0sBOsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFUhBXjByrB9tBGnBRxB,v115@/gA8IeB8FeD8FeE8OeT/IvhFGhBaoB5oB/rB0sBNsB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rB3sBCsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB2rBUtBCsB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBNnBGtBctB3sB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhBtnBmmB0rBXtB6tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBisBGsBUtB,v115@/gA8IeB8FeD8FeE8OeT/IvhFRhB9oB/rBasBUtBusB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamBRiBurBcsBXtB9tB,v115@/gA8IeB8FeD8FeE8OeT/IvhFamB5mBGjB/tB0sBNsB
LJZOIST,X,X,X,X,X,X,X,X,X,O,O
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X
LJZOSIT,X,X,X,X,X,X,X,X,X,O,O
LJOTISZ,X,X,X,X,X,O,X,X,X,X,X
LJOTIZS,O,X,X,X,X,O,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,O,X,O,X,X,X
LJOTSZI,O,O,X,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,X,X,O,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X,X,O,X
LJOITSZ,X,O,X,X,X,O,X,X,X,X,X
LJOITZS,O,O,X,X,X,O,X,X,X,X,X
LJOISTZ,X,X,X,O,X,O,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,O
LJOIZTS,O,O,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,O,O
LJOSTIZ,X,X,X,O,X,O,X,O,X,X,X
LJOSTZI,X,X,X,O,X,X,X,O,X,X,X
LJOSITZ,X,X,X,O,X,O,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,O
LJOSZTI,X,X,X,X,X,X,X,X,X,O,X
LJOSZIT,X,X,X,X,X,X,X,X,X,O,O
LJOZTIS,O,X,X,X,O,O,X,X,X,X,X
LJOZTSI,O,O,X,X,O,X,X,X,X,O,X
LJOZITS,O,O,X,X,O,O,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,O,O
LJOZSTI,X,X,X,X,X,X,X,X,X,O,X
LJOZSIT,X,X,X,X,X,X,X,X,X,O,O
LSTIJZO,X,X,X,X,X,X,X,O,X,X,X
LSTIJOZ,X,X,X,X,X,X,X,O,X,X,X
LSTIZJO,O,X,X,X,X,X,X,O,O,X,O
LSTIZOJ,O,O,X,X,X,X,X,O,O,X,O
LSTIOJZ,X,X,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,O,O,X,O
LSTJIZO,X,X,X,O,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,O,X,X,X
LSTJZIO,O,X,X,O,X,X,X,O,X,X,X
LSTJZOI,O,O,X,O,X,X,X,O,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,O,X,X,X
LSTJOZI,O,O,X,O,X,X,X,O,X,X,X
LSTZIJO,O,X,X,X,X,X,X,O,O,X,O
LSTZIOJ,O,O,X,X,X,X,X,O,O,X,O
LSTZJIO,O,X,X,X,X,X,O,O,O,O,X
LSTZJOI,O,O,X,X,X,X,O,O,O,O,X
LSTZOIJ,O,O,X,X,X,X,X,O,O,X,O
LSTZOJI,O,O,X,X,X,X,O,O,O,O,X
LSTOIJZ,X,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,O,O,X,O
LSTOJIZ,X,X,X,O,X,X,X,O,X,X,X
LSTOJZI,O,O,X,O,X,X,X,O,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,O,O,X,O
LSTOZJI,O,O,X,X,X,X,O,O,O,O,X
LSITJZO,X,O,X,X,X,X,X,O,X,X,X
LSITJOZ,X,O,X,X,X,X,X,O,X,X,X
LSITZJO,O,O,X,X,X,X,X,O,O,X,O
LSITZOJ,O,O,X,X,X,X,X,O,O,X,O
LSITOJZ,X,O,X,X,X,X,X,O,X,X,X
LSITOZJ,O,O,X,X,X,X,X,O,O,X,O
LSIJTZO,X,X,X,X,X,O,X,O,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,O,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,O,X,O
LSIJZOT,X,X,X,X,X,X,X,X,O,X,O
LSIJOTZ,X,X,X,X,X,O,X,O,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,O,X,O
LSIZTJO,O,O,O,X,X,X,X,O,O,X,O
LSIZTOJ,O,O,O,X,X,X,X,O,O,X,O
LSIZJTO,X,X,O,X,X,X,O,X,O,O,O
LSIZJOT,X,X,O,X,X,X,O,X,O,O,O
LSIZOTJ,O,O,O,X,X,X,X,O,O,X,O
LSIZOJT,X,X,O,X,X,X,O,X,O,O,O
LSIOTJZ,X,O,X,X,X,X,X,O,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,O,O,X,O
LSIOJTZ,X,X,X,X,X,O,X,O,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,O,X,O
LSIOZTJ,O,O,O,X,X,X,X,O,O,X,O
LSIOZJT,X,X,O,X,X,X,O,X,O,O,O
LSJTIZO,X,X,X,O,X,O,X,O,X,X,X
LSJTIOZ,X,X,X,O,X,O,X,O,X,X,X
LSJTZIO,X,X,X,O,X,X,X,O,X,X,X
LSJTZOI,X,X,X,O,X,X,X,O,X,X,X
LSJTOIZ,X,X,X,O,X,O,X,O,X,X,X
LSJTOZI,X,X,X,O,X,X,X,O,X,X,X
LSJITZO,X,X,X,O,X,O,X,O,X,X,X
LSJITOZ,X,X,X,O,X,O,X,O,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,O,X,O
LSJIZOT,X,X,X,X,X,X,X,X,O,X,O
LSJIOTZ,X,X,X,O,X,O,X,O,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,O,X,O
LSJZTIO,X,X,X,X,X,X,X,X,O,O,X
LSJZTOI,X,X,X,X,X,X,X,X,O,O,X
LSJZITO,X,X,X,X,X,X,X,X,O,O,O
LSJZIOT,X,X,X,X,X,X,X,X,O,O,O
LSJZOTI,X,X,X,X,X,X,X,X,O,O,X
LSJZOIT,X,X,X,X,X,X,X,X,O,O,O
LSJOTIZ,X,X,X,O,X,O,X,O,X,X,X
LSJOTZI,X,X,X,O,X,X,X,O,X,X,X
LSJOITZ,X,X,X,O,X,O,X,O,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,O,X,O
LSJOZTI,X,X,X,X,X,X,X,X,O,O,X
LSJOZIT,X,X,X,X,X,X,X,X,O,O,O
LSZTIJO,O,X,O,X,X,X,X,O,O,X,O
LSZTIOJ,O,O,O,X,X,X,X,O,O,X,O
LSZTJIO,O,X,X,X,X,X,O,O,O,O,X
LSZTJOI,O,O,X,X,X,X,O,O,O,O,X
LSZTOIJ,O,O,O,X,X,X,X,O,O,X,O
LSZTOJI,O,O,X,X,X,X,O,O,O,O,X
LSZITJO,O,O,O,X,X,X,X,O,O,X,O
LSZITOJ,O,O,O,X,X,X,X,O,O,X,O
LSZIJTO,X,X,O,X,X,X,O,X,O,O,O
LSZIJOT,X,X,O,X,X,X,O,X,O,O,O
LSZIOTJ,O,O,O,X,X,X,X,O,O,X,O
LSZIOJT,X,X,O,X,X,X,O,X,O,O,O
LSZJTIO,X,X,X,X,X,X,O,X,O,O,X
LSZJTOI,X,X,X,X,X,X,O,X,O,O,X
LSZJITO,X,X,O,X,X,X,O,X,O,O,O
LSZJIOT,X,X,O,X,X,X,O,X,O,O,O
LSZJOTI,X,X,X,X,X,X,O,X,O,O,X
LSZJOIT,X,X,O,X,X,X,O,X,O,O,O
LSZOTIJ,O,O,O,X,X,X,X,O,O,X,O
LSZOTJI,O,O,X,X,X,X,O,O,O,O,X
LSZOITJ,O,O,O,X,X,X,X,O,O,X,O
LSZOIJT,X,X,O,X,X,X,O,X,O,O,O
LSZOJTI,X,X,X,X,X,X,O,X,O,O,X
LSZOJIT,X,X,O,X,X,X,O,X,O,O,O
LSOTIJZ,X,X,X,X,X,X,X,O,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,O,O,X,O
LSOTJIZ,X,X,X,O,X,X,X,O,X,X,X
LSOTJZI,O,O,X,O,X,X,X,O,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,O,O,X,O
LSOTZJI,O,O,X,X,X,X,O,O,O,O,X
LSOITJZ,X,O,X,X,X,X,X,O,X,X,X
LSOITZJ,O,O,X,X,X,X,X,O,O,X,O
LSOIJTZ,X,X,X,X,X,O,X,O,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,O,X,O
LSOIZTJ,O,O,O,X,X,X,X,O,O,X,O
LSOIZJT,X,X,O,X,X,X,O,X,O,O,O
LSOJTIZ,X,X,X,O,X,O,X,O,X,X,X
LSOJTZI,X,X,X,O,X,X,X,O,X,X,X
LSOJITZ,X,X,X,O,X,O,X,O,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,O,X,O
LSOJZTI,X,X,X,X,X,X,X,X,O,O,X
LSOJZIT,X,X,X,X,X,X,X,X,O,O,O
LSOZTIJ,O,O,O,X,X,X,X,O,O,X,O
LSOZTJI,O,O,X,X,X,X,O,O,O,O,X
LSOZITJ,O,O,O,X,X,X,X,O,O,X,O
LSOZIJT,X,X,O,X,X,X,O,X,O,O,O
LSOZJTI,X,X,X,X,X,X,O,X,O,O,X
LSOZJIT,X,X,O,X,X,X,O,X,O,O,O
LZTIJSO,O,O,X,X,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X,X,O
LZTISOJ,O,O,O,X,X,X,X,X,X,X,O
LZTIOJS,O,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,O,X,X,X,X,X,X
LZTJIOS,O,X,X,X,O,X,X,X,X,X,X
LZTJSIO,O,X,X,X,O,X,X,X,X,O,X
LZTJSOI,O,O,X,X,O,X,X,X,X,O,X
LZTJOIS,O,X,X,X,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,O,X,X,X,X,O,X
LZTSIJO,O,X,O,X,X,X,X,O,O,X,O
LZTSIOJ,O,O,O,X,X,X,X,O,O,X,O
LZTSJIO,O,X,X,X,X,X,X,O,O,O,X
LZTSJOI,O,O,X,X,X,X,X,O,O,O,X
LZTSOIJ,O,O,O,X,X,X,X,O,O,X,O
LZTSOJI,O,O,X,X,X,X,X,O,O,O,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,X
LZTOISJ,O,O,O,X,X,X,X,X,X,X,O
LZTOJIS,O,X,X,X,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,O,X,X,X,X,O,X
LZTOSIJ,O,O,O,X,X,X,X,O,O,X,O
LZTOSJI,O,O,X,X,X,X,X,O,O,O,X
LZITJSO,O,O,X,X,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,X,X,X,O
LZITSOJ,O,O,O,X,X,X,X,X,X,X,O
LZITOJS,O,O,X,X,X,X,X,X,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X,X,X,O
LZIJTSO,O,O,X,X,X,O,X,X,X,X,X
LZIJTOS,O,O,X,X,X,O,X,X,X,X,X
LZIJSTO,X,X,O,X,X,X,O,X,X,O,O
LZIJSOT,X,X,O,X,X,X,O,X,X,O,O
LZIJOTS,O,O,X,X,X,O,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,O,X,X,O,O
LZISTJO,O,O,O,X,X,X,X,X,X,X,O
LZISTOJ,O,O,O,X,X,X,X,X,X,X,O
LZISJTO,X,X,O,X,X,X,O,X,X,O,O
LZISJOT,X,X,O,X,X,X,O,X,X,O,O
LZISOTJ,O,O,O,X,X,X,X,X,X,X,O
LZISOJT,X,X,O,X,X,X,O,X,X,O,O
LZIOTJS,O,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X,X,X,O
LZIOJTS,O,O,X,X,X,O,X,X,X,X,X
LZIOJST,X,X,O,X,X,X,O,X,X,O,O
LZIOSTJ,O,O,O,X,X,X,X,X,X,X,O
LZIOSJT,X,X,O,X,X,X,O,X,X,O,O
LZJTISO,O,X,X,X,O,O,X,X,X,X,X
LZJTIOS,O,X,X,X,O,O,X,X,X,X,X
LZJTSIO,O,X,X,X,O,X,X,X,X,O,X
LZJTSOI,O,O,X,X,O,X,X,X,X,O,X
LZJTOIS,O,X,X,X,O,O,X,X,X,X,X
LZJTOSI,O,O,X,X,O,X,X,X,X,O,X
LZJITSO,O,O,X,X,O,O,X,X,X,X,X
LZJITOS,O,O,X,X,O,O,X,X,X,X,X
LZJISTO,X,X,O,X,X,X,O,X,X,O,O
LZJISOT,X,X,O,X,X,X,O,X,X,O,O
LZJIOTS,O,O,X,X,O,O,X,X,X,X,X
LZJIOST,X,X,O,X,X,X,O,X,X,O,O
LZJSTIO,X,X,X,X,X,X,O,X,X,O,X
LZJSTOI,X,X,X,X,X,X,O,X,X,O,X
LZJSITO,X,X,O,X,X,X,O,X,X,O,O
LZJSIOT,X,X,O,X,X,X,O,X,X,O,O
LZJSOTI,X,X,X,X,X,X,O,X,X,O,X
LZJSOIT,X,X,O,X,X,X,O,X,X,O,O
LZJOTIS,O,X,X,X,O,O,X,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X,X,O,X
LZJOITS,O,O,X,X,O,O,X,X,X,X,X
LZJOIST,X,X,O,X,X,X,O,X,X,O,O
LZJOSTI,X,X,X,X,X,X,O,X,X,O,X
LZJOSIT,X,X,O,X,X,X,O,X,X,O,O
LZSTIJO,O,X,O,X,X,X,X,O,O,X,O
LZSTIOJ,O,O,O,X,X,X,X,O,O,X,O
LZSTJIO,O,X,X,X,X,X,O,O,O,O,X
LZSTJOI,O,O,X,X,X,X,O,O,O,O,X
LZSTOIJ,O,O,O,X,X,X,X,O,O,X,O
LZSTOJI,O,O,X,X,X,X,O,O,O,O,X
LZSITJO,O,O,O,X,X,X,X,O,O,X,O
LZSITOJ,O,O,O,X,X,X,X,O,O,X,O
LZSIJTO,X,X,O,X,X,X,O,X,O,O,O
LZSIJOT,X,X,O,X,X,X,O,X,O,O,O
LZSIOTJ,O,O,O,X,X,X,X,O,O,X,O
LZSIOJT,X,X,O,X,X,X,O,X,O,O,O
LZSJTIO,X,X,X,X,X,X,O,X,O,O,X
LZSJTOI,X,X,X,X,X,X,O,X,O,O,X
LZSJITO,X,X,O,X,X,X,O,X,O,O,O
LZSJIOT,X,X,O,X,X,X,O,X,O,O,O
LZSJOTI,X,X,X,X,X,X,O,X,O,O,X
LZSJOIT,X,X,O,X,X,X,O,X,O,O,O
LZSOTIJ,O,O,O,X,X,X,X,O,O,X,O
LZSOTJI,O,O,X,X,X,X,O,O,O,O,X
LZSOITJ,O,O,O,X,X,X,X,O,O,X,O
LZSOIJT,X,X,O,X,X,X,O,X,O,O,O
LZSOJTI,X,X,X,X,X,X,O,X,O,O,X
LZSOJIT,X,X,O,X,X,X,O,X,O,O,O
LZOTIJS,O,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,O,O,X,X,X,X,X,X,X,O
LZOTJIS,O,X,X,X,O,X,X,X,X,X,X
LZOTJSI,O,O,X,X,O,X,X,X,X,O,X
LZOTSIJ,O,O,O,X,X,X,X,O,O,X,O
LZOTSJI,O,O,X,X,X,X,X,O,O,O,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,X
LZOITSJ,O,O,O,X,X,X,X,X,X,X,O
LZOIJTS,O,O,X,X,X,O,X,X,X,X,X
LZOIJST,X,X,O,X,X,X,O,X,X,O,O
LZOISTJ,O,O,O,X,X,X,X,X,X,X,O
LZOISJT,X,X,O,X,X,X,O,X,X,O,O
LZOJTIS,O,X,X,X,O,O,X,X,X,X,X
LZOJTSI,O,O,X,X,O,X,X,X,X,O,X
LZOJITS,O,O,X,X,O,O,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,O,X,X,O,O
LZOJSTI,X,X,X,X,X,X,O,X,X,O,X
LZOJSIT,X,X,O,X,X,X,O,X,X,O,O
LZOSTIJ,O,O,O,X,X,X,X,O,O,X,O
LZOSTJI,O,O,X,X,X,X,O,O,O,O,X
LZOSITJ,O,O,O,X,X,X,X,O,O,X,O
LZOSIJT,X,X,O,X,X,X,O,X,O,O,O
LZOSJTI,X,X,X,X,X,X,O,X,O,O,X
LZOSJIT,X,X,O,X,X,X,O,X,O,O,O
LOTIJSZ,X,O,X,X,X,O,X,X,X,X,X
LOTIJZS,O,O,X,X,X,O,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,O,X,X,X
LOTISZJ,O,O,X,X,X,X,X,O,X,X,O
LOTIZJS,O,O,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X,X,X,O
LOTJISZ,X,X,X,X,X,O,X,X,X,X,X
LOTJIZS,O,X,X,X,X,O,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,O,X,O,X,X,X
LOTJSZI,O,O,X,X,X,X,X,O,X,X,X
LOTJZIS,O,X,X,X,X,O,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X,X,O,X
LOTSIJZ,X,O,X,X,X,X,X,O,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,O,X,X,O
LOTSJIZ,X,X,X,X,X,X,X,O,X,X,X
LOTSJZI,O,O,X,X,X,X,X,O,X,X,X
LOTSZIJ,O,O,X,X,X,X,X,O,X,X,O
LOTSZJI,O,O,X,X,X,X,X,O,X,O,X
LOTZIJS,O,O,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X,X,O
LOTZJIS,O,X,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X,X,O,X
LOTZSIJ,O,O,X,X,X,X,X,O,X,X,O
LOTZSJI,O,O,X,X,X,X,X,O,X,O,X
LOITJSZ,X,O,X,X,X,O,X,X,X,X,X
LOITJZS,O,O,X,X,X,O,X,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,O,X,X,X
LOITSZJ,O,O,X,X,X,X,X,O,X,X,O
LOITZJS,O,O,X,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X,X,X,O
LOIJTSZ,X,O,X,X,X,O,X,X,X,X,X
LOIJTZS,O,O,X,X,X,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,X,O,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X,X,O
LOIJZTS,O,O,X,X,O,O,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,X,O,O
LOISTJZ,X,O,X,X,X,X,X,O,X,X,X
LOISTZJ,O,O,X,X,X,X,X,O,O,X,O
LOISJTZ,X,X,X,X,X,O,X,O,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,O,X,O
LOISZTJ,O,O,O,X,X,X,X,O,O,X,O
LOISZJT,X,X,O,X,X,X,O,X,O,O,O
LOIZTJS,O,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,O,X,X,X,X,X,X,X,O
LOIZJTS,O,O,X,X,X,O,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,O,X,X,O,O
LOIZSTJ,O,O,O,X,X,X,X,X,X,X,O
LOIZSJT,X,X,O,X,X,X,O,X,X,O,O
LOJTISZ,X,X,X,X,X,O,X,X,X,X,X
LOJTIZS,O,X,X,X,X,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,O,X,O,X,X,X
LOJTSZI,O,O,X,X,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,O,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X,X,X,O,X
LOJITSZ,X,O,X,X,X,O,X,X,X,X,X
LOJITZS,O,O,X,X,X,O,X,X,X,X,X
LOJISTZ,X,X,X,O,X,O,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,X,X,O
LOJIZTS,O,O,X,X,O,O,X,X,X,X,X
LOJIZST,X,X,X,X,X,X,X,X,X,O,O
LOJSTIZ,X,X,X,O,X,O,X,O,X,X,X
LOJSTZI,X,X,X,O,X,X,X,O,X,X,X
LOJSITZ,X,X,X,O,X,O,X,O,X,X,X
LOJSIZT,X,X,X,X,X,X,X,X,X,X,O
LOJSZTI,X,X,X,X,X,X,X,X,X,O,X
LOJSZIT,X,X,X,X,X,X,X,X,X,O,O
LOJZTIS,O,X,X,X,O,O,X,X,X,X,X
LOJZTSI,O,O,X,X,O,X,X,X,X,O,X
LOJZITS,O,O,X,X,O,O,X,X,X,X,X
LOJZIST,X,X,X,X,X,X,X,X,X,O,O
LOJZSTI,X,X,X,X,X,X,X,X,X,O,X
LOJZSIT,X,X,X,X,X,X,X,X,X,O,O
LOSTIJZ,X,X,X,X,X,X,X,O,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,O,O,X,O
LOSTJIZ,X,X,X,O,X,X,X,O,X,X,X
LOSTJZI,O,O,X,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,O,O,X,O
LOSTZJI,O,O,X,X,X,X,O,O,O,O,X
LOSITJZ,X,O,X,X,X,X,X,O,X,X,X
LOSITZJ,O,O,X,X,X,X,X,O,O,X,O
LOSIJTZ,X,X,X,X,X,O,X,O,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,O,X,O
LOSIZTJ,O,O,O,X,X,X,X,O,O,X,O
LOSIZJT,X,X,O,X,X,X,O,X,O,O,O
LOSJTIZ,X,X,X,O,X,O,X,O,X,X,X
LOSJTZI,X,X,X,O,X,X,X,O,X,X,X
LOSJITZ,X,X,X,O,X,O,X,O,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,O,X,O
LOSJZTI,X,X,X,X,X,X,X,X,O,O,X
LOSJZIT,X,X,X,X,X,X,X,X,O,O,O
LOSZTIJ,O,O,O,X,X,X,X,O,O,X,O
LOSZTJI,O,O,X,X,X,X,O,O,O,O,X
LOSZITJ,O,O,O,X,X,X,X,O,O,X,O
LOSZIJT,X,X,O,X,X,X,O,X,O,O,O
LOSZJTI,X,X,X,X,X,X,O,X,O,O,X
LOSZJIT,X,X,O,X,X,X,O,X,O,O,O
LOZTIJS,O,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,O,X,X,X,X,X,X,X,O
LOZTJIS,O,X,X,X,O,X,X,X,X,X,X
LOZTJSI,O,O,X,X,O,X,X,X,X,O,X
LOZTSIJ,O,O,O,X,X,X,X,O,O,X,O
LOZTSJI,O,O,X,X,X,X,X,O,O,O,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,X
LOZITSJ,O,O,O,X,X,X,X,X,X,X,O
LOZIJTS,O,O,X,X,X,O,X,X,X,X,X
LOZIJST,X,X,O,X,X,X,O,X,X,O,O
LOZISTJ,O,O,O,X,X,X,X,X,X,X,O
LOZISJT,X,X,O,X,X,X,O,X,X,O,O
LOZJTIS,O,X,X,X,O,O,X,X,X,X,X
LOZJTSI,O,O,X,X,O,X,X,X,X,O,X
LOZJITS,O,O,X,X,O,O,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,O,X,X,O,O
LOZJSTI,X,X,X,X,X,X,O,X,X,O,X
LOZJSIT,X,X,O,X,X,X,O,X,X,O,O
LOZSTIJ,O,O,O,X,X,X,X,O,O,X,O
LOZSTJI,O,O,X,X,X,X,O,O,O,O,X
LOZSITJ,O,O,O,X,X,X,X,O,O,X,O
LOZSIJT,X,X,O,X,X,X,O,X,O,O,O
LOZSJTI,X,X,X,X,X,X,O,X,O,O,X
LOZSJIT,X,X,O,X,X,X,O,X,O,O,O
JTILSZO,X,O,X,X,X,O,X,X,X,X,X
JTILSOZ,X,O,X,X,X,O,X,X,X,X,X
JTILZSO,O,O,X,X,X,O,X,X,X,X,X
JTILZOS,O,O,X,X,X,O,X,X,X,X,X
JTILOSZ,X,O,X,X,X,O,X,X,X,X,X
JTILOZS,O,O,X,X,X,O,X,X,X,X,X
JTISLZO,X,O,X,O,X,O,X,X,X,X,X
JTISLOZ,X,O,X,O,X,O,X,X,X,X,X
JTISZLO,X,O,X,O,X,X,X,X,X,X,X
JTISZOL,X,O,X,O,X,X,X,X,X,X,X
JTISOLZ,X,O,X,O,X,O,X,X,X,X,X
JTISOZL,X,O,X,O,X,X,X,X,X,X,X
JTIZLSO,O,O,X,X,O,O,X,X,X,X,X
JTIZLOS,O,O,X,X,O,O,X,X,X,X,X
JTIZSLO,O,O,X,X,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,O,X,X,X,X,X,X
JTIZOLS,O,O,X,X,O,O,X,X,X,X,X
JTIZOSL,O,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,O,X,X,X,X,X
JTIOLZS,O,O,X,X,X,O,X,X,X,X,X
JTIOSLZ,X,O,X,O,X,O,X,X,X,X,X
JTIOSZL,X,O,X,O,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,O,O,X,X,X,X,X
JTIOZSL,O,O,X,X,O,X,X,X,X,X,X
JTLISZO,X,X,X,X,X,O,X,X,X,X,X
JTLISOZ,X,X,X,X,X,O,X,X,X,X,X
JTLIZSO,O,X,X,X,X,O,X,X,X,X,X
JTLIZOS,O,X,X,X,X,O,X,X,X,X,X
JTLIOSZ,X,X,X,X,X,O,X,X,X,X,X
JTLIOZS,O,X,X,X,X,O,X,X,X,X,X
JTLSIZO,X,X,X,X,X,O,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,O,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X,X,X
JTLSZOI,O,O,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,O,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,X,X,O,X,X,X,X,X
JTLZIOS,O,X,X,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,X,O,X
JTLZSOI,O,O,X,X,X,X,X,X,X,O,X
JTLZOIS,O,X,X,X,X,O,X,X,X,X,X
JTLZOSI,O,O,X,X,X,X,X,X,X,O,X
JTLOISZ,X,X,X,X,X,O,X,X,X,X,X
JTLOIZS,O,X,X,X,X,O,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,O,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,X,O,X,X,X,X,X
JTLOZSI,O,O,X,X,X,X,X,X,X,O,X
JTSILZO,X,O,X,O,X,O,X,X,X,X,X
JTSILOZ,X,O,X,O,X,O,X,X,X,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,X,X
JTSIZOL,X,O,X,O,X,X,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,O,X,X,X,X,X
JTSIOZL,X,O,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,X,O,X,O,X,X,X,X,X
JTSLIOZ,X,X,X,O,X,O,X,X,X,X,X
JTSLZIO,O,X,X,O,X,X,X,X,X,X,X
JTSLZOI,O,O,X,O,X,X,X,X,X,X,X
JTSLOIZ,X,X,X,O,X,O,X,X,X,X,X
JTSLOZI,O,O,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,X,X,X,X
JTSZIOL,O,X,X,O,X,X,X,X,X,X,X
