sequence,v115@HhA8IeF8DeB8CeC8Lel/IvhF3gBzhBGjBxsByvBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFlgBfnBxiBznB+tByvB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziB5oBmsBcqBXrB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBzhBxsBftB6tB1vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFzgBfnBxiBStB2vBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFzgBfnB5oBatBlnB2vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziBxsBcqB+tBXrB,v115@HhA8IeF8DeB8CeC8Lel/IvhFRiBSoBUnBTtBmqB3qB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBfnBxiBCoBTtB1vB
SIJOZTL,O,O,O,O,X,X,O,X,X
SIJOZLT,O,O,O,O,X,O,O,X,X
SIZTLJO,O,O,X,O,X,X,O,X,X
SIZTLOJ,O,X,X,O,X,O,X,X,X
SIZTJLO,O,O,X,O,X,X,O,X,X
SIZTJOL,O,O,X,O,X,X,O,X,X
SIZTOLJ,O,X,X,O,O,O,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,O,X,X
SIZLTOJ,O,X,X,O,X,O,X,X,X
SIZLJTO,O,X,X,X,X,X,O,X,X
SIZLJOT,O,X,X,O,X,O,O,X,X
SIZLOTJ,O,X,X,O,X,O,X,X,X
SIZLOJT,O,X,X,O,X,O,X,X,X
SIZJTLO,O,O,X,X,X,X,O,X,X
SIZJTOL,O,O,X,X,X,X,O,X,X
SIZJLTO,O,O,X,X,X,X,O,X,X
SIZJLOT,O,X,X,O,X,O,O,X,X
SIZJOTL,O,O,X,O,X,X,O,X,X
SIZJOLT,O,O,X,O,X,O,O,X,X
SIZOTLJ,O,X,X,O,O,O,X,X,X
SIZOTJL,O,O,X,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,O,X,X,O
SIZOLJT,O,X,X,O,X,O,X,X,O
SIZOJTL,O,X,X,O,X,X,X,X,X
SIZOJLT,O,X,X,O,X,O,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,X,X
SIOTLZJ,O,X,X,O,O,O,X,X,X
SIOTJLZ,X,X,X,O,O,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X
SIOTZLJ,O,X,X,O,O,O,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,O
SIOLTZJ,O,X,X,O,O,O,X,X,O
SIOLJTZ,O,X,X,O,O,X,X,X,O
SIOLJZT,O,X,X,O,X,O,X,X,O
SIOLZTJ,O,X,X,O,O,O,X,X,O
SIOLZJT,O,X,X,O,O,O,X,X,O
SIOJTLZ,X,X,X,O,O,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,X,O,X,O,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X
SIOJZLT,O,X,X,O,X,O,X,X,X
SIOZTLJ,O,X,X,O,O,O,X,X,X
SIOZTJL,O,O,X,O,X,X,X,X,X
SIOZLTJ,O,X,X,O,X,O,X,X,O
SIOZLJT,O,X,X,O,X,O,X,X,O
SIOZJTL,O,X,X,O,X,X,X,X,X
SIOZJLT,O,X,X,O,X,O,X,X,X
SLTIJZO,X,X,O,X,O,X,O,X,X
SLTIJOZ,X,X,O,X,O,X,O,X,X
SLTIZJO,O,O,X,X,O,X,O,X,X
SLTIZOJ,O,X,X,X,O,O,X,X,X
SLTIOJZ,X,X,X,X,O,X,X,X,X
SLTIOZJ,O,X,X,X,O,O,X,X,X
SLTJIZO,X,O,O,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,O,X,X,X,X
SLTJZIO,X,O,X,X,O,X,X,X,X
SLTJZOI,X,O,X,X,O,X,X,X,X
SLTJOIZ,X,O,O,X,O,X,X,X,X
SLTJOZI,X,O,X,X,O,X,X,X,X
SLTZIJO,X,O,X,X,O,X,X,X,X
SLTZIOJ,X,X,X,X,O,O,X,X,X
SLTZJIO,X,O,X,X,O,X,X,X,X
SLTZJOI,X,O,X,X,O,X,X,X,X
SLTZOIJ,X,X,X,X,O,O,X,X,X
SLTZOJI,X,X,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,X
SLTOIZJ,O,X,X,X,O,O,X,X,X
SLTOJIZ,X,X,X,X,O,X,X,X,X
SLTOJZI,X,X,X,X,O,X,X,X,X
SLTOZIJ,X,X,X,X,O,O,X,X,X
SLTOZJI,X,X,X,X,O,X,X,X,X
SLITJZO,X,X,O,X,O,X,O,X,X
SLITJOZ,X,X,O,X,O,X,O,X,X
SLITZJO,O,O,X,X,O,X,O,X,X
SLITZOJ,O,X,X,X,O,O,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,O,O,X,X,X
SLIJTZO,X,X,O,X,O,X,O,X,X
SLIJTOZ,X,X,O,X,O,X,O,X,X
SLIJZTO,X,X,O,X,O,X,O,X,X
SLIJZOT,X,X,O,X,O,O,O,X,X
SLIJOTZ,X,X,O,X,O,X,O,X,X
SLIJOZT,X,X,O,X,O,O,O,X,X
SLIZTJO,O,O,X,X,O,X,O,X,X
SLIZTOJ,O,X,X,X,O,O,X,X,X
SLIZJTO,O,X,X,X,O,X,O,X,X
SLIZJOT,O,X,X,X,O,O,O,X,X
SLIZOTJ,O,X,X,X,O,O,X,X,X
SLIZOJT,O,X,X,X,O,O,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,O,O,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,X,X
SLIOJZT,X,X,X,X,O,O,X,X,X
SLIOZTJ,O,X,X,X,X,O,X,X,X
SLIOZJT,O,X,X,X,X,O,X,X,X
SLJTIZO,X,O,O,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,O,X,X,X,X
SLJTZIO,X,O,X,X,O,X,X,X,X
SLJTZOI,X,O,X,X,O,X,X,X,X
SLJTOIZ,X,O,O,X,O,X,X,X,X
SLJTOZI,X,O,X,X,O,X,X,X,X
SLJITZO,X,O,O,X,O,X,X,X,X
SLJITOZ,X,X,O,X,O,X,X,X,X
SLJIZTO,X,O,O,X,O,X,X,X,X
SLJIZOT,X,X,O,X,O,O,X,X,X
SLJIOTZ,X,X,O,X,O,X,X,X,X
SLJIOZT,X,X,O,X,O,O,X,X,X
SLJZTIO,X,O,X,X,O,X,X,X,X
SLJZTOI,X,O,X,X,O,X,X,X,X
SLJZITO,X,O,X,X,O,X,X,X,X
SLJZIOT,X,X,X,X,O,O,X,X,X
SLJZOTI,X,O,X,X,O,X,X,X,X
SLJZOIT,X,O,X,X,O,O,X,X,X
SLJOTIZ,X,O,O,X,O,X,X,X,X
SLJOTZI,X,O,X,X,O,X,X,X,X
SLJOITZ,X,O,O,X,O,X,X,X,X
SLJOIZT,X,O,O,X,O,O,X,X,X
SLJOZTI,X,O,X,X,O,X,X,X,X
SLJOZIT,X,O,X,X,O,O,X,X,X
SLZTIJO,X,O,X,X,O,X,X,X,X
SLZTIOJ,X,X,X,X,O,O,X,X,X
SLZTJIO,X,O,X,X,O,X,X,X,X
SLZTJOI,X,O,X,X,O,X,X,X,X
SLZTOIJ,X,X,X,X,O,O,X,X,X
SLZTOJI,X,X,X,X,O,X,X,X,X
SLZITJO,X,O,X,X,O,X,X,X,X
SLZITOJ,X,X,X,X,O,O,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X,X
SLZIJOT,X,X,X,X,O,O,X,X,X
SLZIOTJ,X,X,X,X,O,O,X,X,X
SLZIOJT,X,X,X,X,O,O,X,X,X
SLZJTIO,X,O,X,X,O,X,X,X,X
SLZJTOI,X,O,X,X,O,X,X,X,X
SLZJITO,X,O,X,X,O,X,X,X,X
SLZJIOT,X,X,X,X,O,O,X,X,X
SLZJOTI,X,O,X,X,O,X,X,X,X
SLZJOIT,X,O,X,X,O,O,X,X,X
SLZOTIJ,X,X,X,X,O,O,X,X,O
SLZOTJI,X,X,X,X,O,X,X,X,O
SLZOITJ,X,X,X,X,O,O,X,X,O
SLZOIJT,X,X,X,X,O,O,X,X,O
SLZOJTI,X,X,X,X,O,X,X,X,O
SLZOJIT,X,X,X,X,O,O,X,X,O
SLOTIJZ,X,X,X,X,O,X,X,X,O
SLOTIZJ,O,X,X,X,O,O,X,X,O
SLOTJIZ,X,X,X,X,O,X,X,X,O
SLOTJZI,X,X,X,X,O,X,X,X,O
SLOTZIJ,X,X,X,X,O,O,X,X,O
SLOTZJI,X,X,X,X,O,X,X,X,O
SLOITJZ,X,X,X,X,O,X,X,X,O
SLOITZJ,O,X,X,X,O,O,X,X,O
SLOIJTZ,X,X,X,X,O,X,X,X,O
SLOIJZT,X,X,X,X,O,O,X,X,O
SLOIZTJ,O,X,X,X,O,O,X,X,O
SLOIZJT,O,X,X,X,O,O,X,X,O
SLOJTIZ,X,X,X,X,O,X,X,X,O
SLOJTZI,X,X,X,X,O,X,X,X,O
SLOJITZ,X,X,X,X,O,X,X,X,O
SLOJIZT,X,X,X,X,O,O,X,X,O
SLOJZTI,X,X,X,X,O,X,X,X,O
SLOJZIT,X,X,X,X,O,O,X,X,O
SLOZTIJ,X,X,X,X,O,O,X,X,O
SLOZTJI,X,X,X,X,O,X,X,X,O
SLOZITJ,X,X,X,X,O,O,X,X,O
SLOZIJT,X,X,X,X,O,O,X,X,O
SLOZJTI,X,X,X,X,O,X,X,X,O
SLOZJIT,X,X,X,X,O,O,X,X,O
SJTILZO,X,O,O,X,X,X,X,X,X
SJTILOZ,X,X,O,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X
SJTIOLZ,X,O,O,X,O,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X,X
SJTLIZO,X,O,O,X,O,X,X,X,X
SJTLIOZ,X,X,O,X,O,X,X,X,X
SJTLZIO,X,O,X,X,O,X,X,X,X
SJTLZOI,X,O,X,X,O,X,X,X,X
SJTLOIZ,X,O,O,X,O,X,X,X,X
SJTLOZI,X,O,X,X,O,X,X,X,X
SJTZILO,X,O,X,X,X,X,X,X,X
SJTZIOL,X,O,X,X,X,X,X,X,X
SJTZLIO,X,O,X,X,X,X,X,X,X
SJTZLOI,X,O,X,X,X,X,X,X,X
SJTZOIL,X,O,X,X,X,X,X,X,X
SJTZOLI,X,O,X,X,X,X,X,X,X
SJTOILZ,X,O,O,X,O,X,X,X,X
SJTOIZL,O,O,O,X,X,X,X,X,X
SJTOLIZ,X,O,O,X,O,X,X,X,X
SJTOLZI,X,O,X,X,O,X,X,X,X
SJTOZIL,X,O,X,X,X,X,X,X,X
SJTOZLI,X,O,X,X,X,X,X,X,X
SJITLZO,X,O,O,X,X,X,X,X,X
SJITLOZ,X,X,O,X,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X,X
SJITOLZ,X,O,O,X,O,X,X,X,X
SJITOZL,O,O,O,X,X,X,X,X,X
SJILTZO,X,O,O,X,X,X,X,X,X
SJILTOZ,X,X,O,X,X,X,X,X,X
SJILZTO,X,O,O,X,X,X,X,X,X
SJILZOT,X,X,O,X,X,O,X,X,X
SJILOTZ,X,X,O,X,X,X,X,X,X
SJILOZT,X,X,O,X,X,O,X,X,X
SJIZTLO,O,O,O,X,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X,X
SJIZLOT,O,X,O,X,X,O,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X
SJIZOLT,O,O,O,X,X,O,X,X,X
SJIOTLZ,X,O,O,X,O,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X,X,X
SJIOLZT,X,O,O,X,X,O,X,X,X
SJIOZTL,O,O,O,X,X,X,X,X,X
SJIOZLT,O,O,O,X,X,O,X,X,X
SJLTIZO,X,O,O,X,O,X,X,X,X
SJLTIOZ,X,X,O,X,O,X,X,X,X
SJLTZIO,X,O,X,X,O,X,X,X,X
SJLTZOI,X,O,X,X,O,X,X,X,X
SJLTOIZ,X,O,O,X,O,X,X,X,X
SJLTOZI,X,O,X,X,O,X,X,X,X
SJLITZO,X,O,O,X,O,X,X,X,X
SJLITOZ,X,X,O,X,O,X,X,X,X
SJLIZTO,X,O,O,X,O,X,X,X,X
SJLIZOT,X,X,O,X,O,O,X,X,X
SJLIOTZ,X,X,O,X,O,X,X,X,X
SJLIOZT,X,X,O,X,O,O,X,X,X
SJLZTIO,X,O,X,X,O,X,X,X,X
SJLZTOI,X,O,X,X,O,X,X,X,X
SJLZITO,X,O,X,X,O,X,X,X,X
SJLZIOT,X,X,X,X,O,O,X,X,X
SJLZOTI,X,O,X,X,O,X,X,X,X
SJLZOIT,X,O,X,X,O,O,X,X,X
SJLOTIZ,X,O,O,X,O,X,X,X,X
SJLOTZI,X,O,X,X,O,X,X,X,X
SJLOITZ,X,O,O,X,O,X,X,X,X
SJLOIZT,X,O,O,X,O,O,X,X,X
SJLOZTI,X,O,X,X,O,X,X,X,X
SJLOZIT,X,O,X,X,O,O,X,X,X
SJZTILO,X,O,X,X,X,X,X,X,X
SJZTIOL,X,O,X,X,X,X,X,X,X
SJZTLIO,X,O,X,X,X,X,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X
SJZTOIL,X,O,X,X,X,X,X,X,X
SJZTOLI,X,O,X,X,X,X,X,X,X
SJZITLO,X,O,X,X,X,X,X,X,X
SJZITOL,X,O,X,X,X,X,X,X,X
SJZILTO,X,O,X,X,X,X,X,X,X
SJZILOT,X,X,X,X,X,O,X,X,X
SJZIOTL,X,O,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,O,X,X,X
SJZLTIO,X,O,X,X,X,X,X,X,X
SJZLTOI,X,O,X,X,X,X,X,X,X
SJZLITO,X,O,X,X,X,X,X,X,X
SJZLIOT,X,X,X,X,X,O,X,X,X
SJZLOTI,X,O,X,X,X,X,X,X,X
SJZLOIT,X,O,X,X,X,O,X,X,X
SJZOTIL,X,O,X,X,X,X,X,X,X
SJZOTLI,X,O,X,X,X,X,X,X,X
SJZOITL,X,O,X,X,X,X,X,X,X
SJZOILT,X,O,X,X,X,O,X,X,X
SJZOLTI,X,O,X,X,X,X,X,X,O
SJZOLIT,X,O,X,X,X,O,X,X,O
SJOTILZ,X,O,O,X,O,X,X,X,X
SJOTIZL,O,O,O,X,X,X,X,X,X
SJOTLIZ,X,O,O,X,O,X,X,X,X
SJOTLZI,X,O,X,X,O,X,X,X,X
SJOTZIL,X,O,X,X,X,X,X,X,X
SJOTZLI,X,O,X,X,X,X,X,X,X
SJOITLZ,X,O,O,X,O,X,X,X,X
SJOITZL,O,O,O,X,X,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X,X,X
SJOILZT,X,O,O,X,X,O,X,X,X
SJOIZTL,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,X,X,O,X,X,X
SJOLTIZ,X,O,O,X,O,X,X,X,O
SJOLTZI,X,O,X,X,O,X,X,X,O
SJOLITZ,X,O,O,X,O,X,X,X,O
SJOLIZT,X,O,O,X,X,O,X,X,O
SJOLZTI,X,O,X,X,O,X,X,X,O
SJOLZIT,X,O,X,X,O,O,X,X,O
SJOZTIL,X,O,X,X,X,X,X,X,X
SJOZTLI,X,O,X,X,X,X,X,X,X
SJOZITL,X,O,X,X,X,X,X,X,X
SJOZILT,X,O,X,X,X,O,X,X,X
SJOZLTI,X,O,X,X,X,X,X,X,O
SJOZLIT,X,O,X,X,X,O,X,X,O
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,O,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X,X
SZTIOLJ,O,X,X,X,O,O,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X,X
SZTLIJO,X,O,X,X,O,X,X,X,X
SZTLIOJ,X,X,X,X,O,O,X,X,X
SZTLJIO,X,O,X,X,O,X,X,X,X
SZTLJOI,X,O,X,X,O,X,X,X,X
SZTLOIJ,X,X,X,X,O,O,X,X,X
SZTLOJI,X,X,X,X,O,X,X,X,X
SZTJILO,X,O,X,X,X,X,X,X,X
SZTJIOL,X,O,X,X,X,X,X,X,X
SZTJLIO,X,O,X,X,X,X,X,X,X
SZTJLOI,X,O,X,X,X,X,X,X,X
SZTJOIL,X,O,X,X,X,X,X,X,X
SZTJOLI,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,O,O,X,O,X
SZTOIJL,O,O,X,X,X,X,X,O,X
SZTOLIJ,X,X,X,X,O,O,X,O,O
SZTOLJI,X,X,X,X,O,X,X,O,O
SZTOJIL,X,O,X,X,X,X,X,O,X
SZTOJLI,X,O,X,X,X,X,X,O,X
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,X,X,O,X,O,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,X
SZITOLJ,O,X,X,O,O,O,X,X,X
SZITOJL,O,O,X,O,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X
SZILTOJ,O,X,X,O,X,O,X,X,X
SZILJTO,O,X,X,X,X,X,X,X,X
SZILJOT,O,X,X,O,X,O,X,X,X
SZILOTJ,O,X,X,O,X,O,X,X,X
SZILOJT,O,X,X,O,X,O,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,O,X,X,O,X,O,X,X,X
SZIJOTL,O,O,X,O,X,X,X,X,X
SZIJOLT,O,O,X,O,X,O,X,X,X
SZIOTLJ,O,X,X,O,O,O,X,X,X
SZIOTJL,O,O,X,O,X,X,X,X,X
SZIOLTJ,O,X,X,O,X,O,X,X,O
SZIOLJT,O,X,X,O,X,O,X,X,O
SZIOJTL,O,X,X,O,X,X,X,X,X
SZIOJLT,O,X,X,O,X,O,X,X,X
SZLTIJO,X,O,X,X,O,X,X,X,X
SZLTIOJ,X,X,X,X,O,O,X,X,X
SZLTJIO,X,O,X,X,O,X,X,X,X
SZLTJOI,X,O,X,X,O,X,X,X,X
SZLTOIJ,X,X,X,X,O,O,X,X,X
SZLTOJI,X,X,X,X,O,X,X,X,X
SZLITJO,X,O,X,X,O,X,X,X,X
SZLITOJ,X,X,X,X,O,O,X,X,X
SZLIJTO,X,X,X,X,O,X,X,X,X
SZLIJOT,X,X,X,X,O,O,X,X,X
SZLIOTJ,X,X,X,X,O,O,X,X,X
SZLIOJT,X,X,X,X,O,O,X,X,X
SZLJTIO,X,O,X,X,O,X,X,X,X
SZLJTOI,X,O,X,X,O,X,X,X,X
SZLJITO,X,O,X,X,O,X,X,X,X
SZLJIOT,X,X,X,X,O,O,X,X,X
SZLJOTI,X,O,X,X,O,X,X,X,X
SZLJOIT,X,O,X,X,O,O,X,X,X
SZLOTIJ,X,X,X,X,O,O,X,X,O
SZLOTJI,X,X,X,X,O,X,X,X,O
SZLOITJ,X,X,X,X,O,O,X,X,O
SZLOIJT,X,X,X,X,O,O,X,X,O
SZLOJTI,X,X,X,X,O,X,X,X,O
SZLOJIT,X,X,X,X,O,O,X,X,O
SZJTILO,X,O,X,X,X,X,X,X,X
SZJTIOL,X,O,X,X,X,X,X,X,X
SZJTLIO,X,O,X,X,X,X,X,X,X
SZJTLOI,X,O,X,X,X,X,X,X,X
SZJTOIL,X,O,X,X,X,X,X,X,X
SZJTOLI,X,O,X,X,X,X,X,X,X
SZJITLO,X,O,X,X,X,X,X,X,X
SZJITOL,X,O,X,X,X,X,X,X,X
SZJILTO,X,O,X,X,X,X,X,X,X
SZJILOT,X,X,X,X,X,O,X,X,X
SZJIOTL,X,O,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,O,X,X,X
SZJLTIO,X,O,X,X,X,X,X,X,X
SZJLTOI,X,O,X,X,X,X,X,X,X
SZJLITO,X,O,X,X,X,X,X,X,X
SZJLIOT,X,X,X,X,X,O,X,X,X
SZJLOTI,X,O,X,X,X,X,X,X,X
SZJLOIT,X,O,X,X,X,O,X,X,X
SZJOTIL,X,O,X,X,X,X,X,X,X
SZJOTLI,X,O,X,X,X,X,X,X,X
SZJOITL,X,O,X,X,X,X,X,X,X
SZJOILT,X,O,X,X,X,O,X,X,X
SZJOLTI,X,O,X,X,X,X,X,X,O
SZJOLIT,X,O,X,X,X,O,X,X,O
SZOTILJ,O,X,X,X,O,O,X,O,X
SZOTIJL,O,O,X,X,X,X,X,O,X
SZOTLIJ,X,X,X,X,O,O,X,O,O
SZOTLJI,X,X,X,X,O,X,X,O,O
SZOTJIL,X,O,X,X,X,X,X,O,X
SZOTJLI,X,O,X,X,X,X,X,O,X
SZOITLJ,O,X,X,O,O,O,X,O,X
SZOITJL,O,O,X,O,X,X,X,O,X
SZOILTJ,O,X,X,O,X,O,X,O,O
SZOILJT,O,X,X,O,X,O,X,O,O
SZOIJTL,O,X,X,O,X,X,X,O,X
SZOIJLT,O,X,X,O,X,O,X,O,X
SZOLTIJ,X,X,X,X,O,O,X,O,O
SZOLTJI,X,X,X,X,O,X,X,O,O
SZOLITJ,X,X,X,X,O,O,X,O,O
SZOLIJT,X,X,X,X,O,O,X,O,O
SZOLJTI,X,X,X,X,O,X,X,O,O
SZOLJIT,X,X,X,X,O,O,X,O,O
SZOJTIL,X,O,X,X,X,X,X,O,X
SZOJTLI,X,O,X,X,X,X,X,O,X
SZOJITL,X,O,X,X,X,X,X,O,X
SZOJILT,X,O,X,X,X,O,X,O,X
SZOJLTI,X,O,X,X,X,X,X,O,O
SZOJLIT,X,O,X,X,X,O,X,O,O
SOTILJZ,O,X,X,X,O,X,X,X,X
SOTILZJ,O,X,X,X,O,O,X,X,X
SOTIJLZ,X,X,X,X,O,X,X,X,X
SOTIJZL,O,X,X,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,O,O,X,X,X
SOTIZJL,O,O,X,X,X,X,X,X,X
SOTLIJZ,X,X,X,X,O,X,X,X,O
SOTLIZJ,O,X,X,X,O,O,X,X,O
SOTLJIZ,X,X,X,X,O,X,X,X,O
SOTLJZI,X,X,X,X,O,X,X,X,O
SOTLZIJ,X,X,X,X,O,O,X,O,O
SOTLZJI,X,X,X,X,O,X,X,O,O
SOTJILZ,X,O,X,X,O,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X,X
SOTJLIZ,X,O,X,X,O,X,X,X,X
SOTJLZI,X,O,X,X,O,X,X,X,X
SOTJZIL,X,O,X,X,X,X,X,X,X
SOTJZLI,X,O,X,X,X,X,X,X,X
SOTZILJ,O,X,X,X,O,O,X,O,X
SOTZIJL,O,O,X,X,X,X,X,O,X
SOTZLIJ,X,X,X,X,O,O,X,O,O
SOTZLJI,X,X,X,X,O,X,X,O,O
SOTZJIL,X,O,X,X,X,X,X,O,X
SOTZJLI,X,O,X,X,X,X,X,O,X
SOITLJZ,O,X,X,O,O,X,X,X,X
SOITLZJ,O,X,X,O,O,O,X,X,X
SOITJLZ,X,X,X,O,O,X,X,X,X
SOITJZL,O,X,X,O,X,X,X,X,X
SOITZLJ,O,X,X,O,O,O,X,X,X
SOITZJL,O,O,X,O,X,X,X,X,X
SOILTJZ,O,X,X,O,O,X,X,X,O
SOILTZJ,O,X,X,O,O,O,X,X,O
SOILJTZ,O,X,X,O,O,X,X,X,O
SOILJZT,O,X,X,O,X,O,X,X,O
SOILZTJ,O,X,X,O,O,O,X,X,O
SOILZJT,O,X,X,O,O,O,X,X,O
SOIJTLZ,X,X,X,O,O,X,X,X,X
SOIJTZL,O,X,X,O,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,X,X,X,X
SOIJLZT,X,X,X,O,X,O,X,X,X
SOIJZTL,O,X,X,O,X,X,X,X,X
SOIJZLT,O,X,X,O,X,O,X,X,X
SOIZTLJ,O,X,X,O,O,O,X,X,X
SOIZTJL,O,O,X,O,X,X,X,X,X
SOIZLTJ,O,X,X,O,X,O,X,X,O
SOIZLJT,O,X,X,O,X,O,X,X,O
SOIZJTL,O,X,X,O,X,X,X,X,X
SOIZJLT,O,X,X,O,X,O,X,X,X
SOLTIJZ,X,X,X,X,O,X,X,X,O
SOLTIZJ,O,X,X,X,O,O,X,X,O
SOLTJIZ,X,X,X,X,O,X,X,X,O
SOLTJZI,X,X,X,X,O,X,X,X,O
SOLTZIJ,X,X,X,X,O,O,X,O,O
SOLTZJI,X,X,X,X,O,X,X,O,O
SOLITJZ,X,X,X,X,O,X,X,X,O
SOLITZJ,O,X,X,X,O,O,X,X,O
SOLIJTZ,X,X,X,X,O,X,X,X,O
SOLIJZT,X,X,X,X,O,O,X,X,O
SOLIZTJ,O,X,X,X,O,O,X,X,O
SOLIZJT,O,X,X,X,O,O,X,X,O
SOLJTIZ,X,X,X,X,O,X,X,X,O
SOLJTZI,X,X,X,X,O,X,X,X,O
SOLJITZ,X,X,X,X,O,X,X,X,O
SOLJIZT,X,X,X,X,O,O,X,X,O
SOLJZTI,X,X,X,X,O,X,X,X,O
SOLJZIT,X,X,X,X,O,O,X,X,O
SOLZTIJ,X,X,X,X,O,O,X,O,O
SOLZTJI,X,X,X,X,O,X,X,O,O
SOLZITJ,X,X,X,X,O,O,X,O,O
SOLZIJT,X,X,X,X,O,O,X,O,O
SOLZJTI,X,X,X,X,O,X,X,O,O
SOLZJIT,X,X,X,X,O,O,X,O,O
SOJTILZ,X,O,X,X,O,X,X,X,X
SOJTIZL,O,O,X,X,X,X,X,X,X
SOJTLIZ,X,O,X,X,O,X,X,X,X
SOJTLZI,X,O,X,X,O,X,X,X,X
SOJTZIL,X,O,X,X,X,X,X,X,X
SOJTZLI,X,O,X,X,X,X,X,X,X
SOJITLZ,X,O,X,X,O,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X,X
SOJILTZ,X,O,X,X,X,X,X,X,X
SOJILZT,X,O,X,X,X,O,X,X,X
SOJIZTL,O,O,X,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,O,X,X,X
SOJLTIZ,X,O,X,X,O,X,X,X,O
SOJLTZI,X,O,X,X,O,X,X,X,O
SOJLITZ,X,O,X,X,O,X,X,X,O
SOJLIZT,X,O,X,X,X,O,X,X,O
SOJLZTI,X,O,X,X,O,X,X,X,O
SOJLZIT,X,O,X,X,O,O,X,X,O
SOJZTIL,X,O,X,X,X,X,X,X,X
SOJZTLI,X,O,X,X,X,X,X,X,X
SOJZITL,X,O,X,X,X,X,X,X,X
SOJZILT,X,O,X,X,X,O,X,X,X
SOJZLTI,X,O,X,X,X,X,X,X,O
SOJZLIT,X,O,X,X,X,O,X,X,O
SOZTILJ,O,X,X,X,O,O,X,O,X
SOZTIJL,O,O,X,X,X,X,X,O,X
SOZTLIJ,X,X,X,X,O,O,X,O,O
SOZTLJI,X,X,X,X,O,X,X,O,O
SOZTJIL,X,O,X,X,X,X,X,O,X
SOZTJLI,X,O,X,X,X,X,X,O,X
SOZITLJ,O,X,X,O,O,O,X,O,X
SOZITJL,O,O,X,O,X,X,X,O,X
SOZILTJ,O,X,X,O,X,O,X,O,O
SOZILJT,O,X,X,O,X,O,X,O,O
SOZIJTL,O,X,X,O,X,X,X,O,X
SOZIJLT,O,X,X,O,X,O,X,O,X
SOZLTIJ,X,X,X,X,O,O,X,O,O
SOZLTJI,X,X,X,X,O,X,X,O,O
SOZLITJ,X,X,X,X,O,O,X,O,O
