sequence,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBRiBcoBXmBTnBSwB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBXiBTjB1sBCrBUrB,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBSnBTjB8qBRsB3rB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoBCrBTrB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoB6rBzqB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBTjBCmBXnB0nBVwB
JZSILTO,O,X,O,O,X,X
JZSILOT,O,X,O,X,X,X
JZSIOTL,O,X,O,X,O,X
JZSIOLT,O,X,O,X,X,X
JZSLTIO,O,X,X,O,O,X
JZSLTOI,O,X,X,O,O,X
JZSLITO,O,X,X,O,X,X
JZSLIOT,O,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X
JZSLOIT,O,X,X,X,X,X
JZSOTIL,O,X,O,O,O,X
JZSOTLI,X,X,X,O,O,O
JZSOITL,O,X,O,X,O,X
JZSOILT,O,X,O,X,X,X
JZSOLTI,O,X,X,O,O,X
JZSOLIT,O,X,X,X,X,X
JZOTILS,O,O,O,X,X,X
JZOTISL,O,O,O,X,O,X
JZOTLIS,O,O,O,X,X,O
JZOTLSI,O,O,X,X,O,O
JZOTSIL,O,O,O,O,O,X
JZOTSLI,X,O,X,O,O,O
JZOITLS,O,O,O,X,X,X
JZOITSL,O,O,O,X,O,X
JZOILTS,O,X,O,X,X,X
JZOILST,O,X,O,X,X,X
JZOISTL,O,X,O,X,O,X
JZOISLT,O,X,O,X,X,X
JZOLTIS,O,X,O,X,X,X
JZOLTSI,O,X,X,O,O,X
JZOLITS,O,X,O,X,X,X
JZOLIST,O,X,O,X,X,X
JZOLSTI,O,X,X,O,O,X
JZOLSIT,O,X,X,X,X,X
JZOSTIL,O,X,O,O,O,X
JZOSTLI,X,X,X,O,O,O
JZOSITL,O,X,O,X,O,X
JZOSILT,O,X,O,X,X,X
JZOSLTI,O,X,X,O,O,X
JZOSLIT,O,X,X,X,X,X
JOTILSZ,X,O,X,X,X,O
JOTILZS,X,O,O,X,X,O
JOTISLZ,X,O,X,X,O,O
JOTISZL,X,O,X,X,O,X
JOTIZLS,O,O,O,X,X,X
JOTIZSL,O,O,O,X,O,X
JOTLISZ,X,O,X,X,X,O
JOTLIZS,O,O,X,X,X,O
JOTLSIZ,O,O,X,O,O,O
JOTLSZI,O,O,X,O,O,O
JOTLZIS,O,O,O,X,X,O
JOTLZSI,O,O,X,O,O,O
JOTSILZ,X,O,X,O,O,O
JOTSIZL,X,O,X,O,O,X
JOTSLIZ,X,O,X,O,O,O
JOTSLZI,X,O,X,O,O,O
JOTSZIL,O,O,O,O,O,X
JOTSZLI,X,O,X,O,O,O
JOTZILS,O,O,O,X,X,X
JOTZISL,O,O,O,X,O,X
JOTZLIS,O,O,O,X,X,O
JOTZLSI,O,O,X,X,O,O
JOTZSIL,O,O,O,O,O,X
JOTZSLI,X,O,X,O,O,O
JOITLSZ,X,O,X,X,X,O
JOITLZS,X,O,O,X,X,O
JOITSLZ,X,O,X,X,O,O
JOITSZL,X,O,X,X,O,X
JOITZLS,O,O,O,X,X,X
JOITZSL,O,O,O,X,O,X
JOILTSZ,X,O,X,X,X,X
JOILTZS,O,O,O,X,X,X
JOILSTZ,O,X,X,X,X,X
JOILSZT,O,X,O,X,X,X
JOILZTS,O,X,O,X,X,X
JOILZST,O,X,O,X,X,X
JOISTLZ,X,O,X,X,O,O
JOISTZL,X,O,X,X,O,X
JOISLTZ,X,X,X,X,O,X
JOISLZT,X,X,O,X,X,X
JOISZTL,X,X,O,X,O,X
JOISZLT,X,X,O,X,X,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,O,O,O,X,O,X
JOIZLTS,O,X,O,X,X,X
JOIZLST,O,X,O,X,X,X
JOIZSTL,O,X,O,X,O,X
JOIZSLT,O,X,O,X,X,X
JOLTISZ,X,O,X,X,X,O
JOLTIZS,O,O,X,X,X,O
JOLTSIZ,O,O,X,O,O,O
JOLTSZI,O,O,X,O,O,O
JOLTZIS,O,O,O,X,X,O
JOLTZSI,O,O,X,O,O,O
JOLITSZ,X,O,X,X,X,X
JOLITZS,O,O,O,X,X,X
JOLISTZ,O,X,X,X,X,X
JOLISZT,O,X,O,X,X,X
JOLIZTS,O,X,O,X,X,X
JOLIZST,O,X,O,X,X,X
JOLSTIZ,O,X,X,O,O,O
JOLSTZI,O,X,X,O,O,O
JOLSITZ,O,X,X,X,O,X
JOLSIZT,O,X,X,X,X,X
JOLSZTI,O,X,X,O,O,X
JOLSZIT,O,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X
JOLZTSI,O,X,X,O,O,X
JOLZITS,O,X,O,X,X,X
JOLZIST,O,X,O,X,X,X
JOLZSTI,O,X,X,O,O,X
JOLZSIT,O,X,X,X,X,X
JOSTILZ,X,O,X,O,O,O
JOSTIZL,X,O,X,O,O,X
JOSTLIZ,X,O,X,O,O,O
JOSTLZI,X,O,X,O,O,O
JOSTZIL,O,O,O,O,O,X
JOSTZLI,X,O,X,O,O,O
JOSITLZ,X,O,X,O,O,O
JOSITZL,X,O,X,O,O,X
JOSILTZ,X,X,X,X,O,X
JOSILZT,X,X,O,X,X,X
JOSIZTL,X,X,O,X,O,X
JOSIZLT,X,X,O,X,X,X
JOSLTIZ,O,X,X,O,O,O
JOSLTZI,O,X,X,O,O,O
JOSLITZ,O,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X
JOSLZTI,O,X,X,O,O,X
JOSLZIT,O,X,X,X,X,X
JOSZTIL,O,X,O,O,O,X
JOSZTLI,X,X,X,O,O,O
JOSZITL,O,X,O,X,O,X
JOSZILT,O,X,O,X,X,X
JOSZLTI,O,X,X,O,O,X
JOSZLIT,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,X
JOZTISL,O,O,O,X,O,X
JOZTLIS,O,O,O,X,X,O
JOZTLSI,O,O,X,X,O,O
JOZTSIL,O,O,O,O,O,X
JOZTSLI,X,O,X,O,O,O
JOZITLS,O,O,O,X,X,X
JOZITSL,O,O,O,X,O,X
JOZILTS,O,X,O,X,X,X
JOZILST,O,X,O,X,X,X
JOZISTL,O,X,O,X,O,X
JOZISLT,O,X,O,X,X,X
JOZLTIS,O,X,O,X,X,X
JOZLTSI,O,X,X,O,O,X
JOZLITS,O,X,O,X,X,X
JOZLIST,O,X,O,X,X,X
JOZLSTI,O,X,X,O,O,X
JOZLSIT,O,X,X,X,X,X
JOZSTIL,O,X,O,O,O,X
JOZSTLI,X,X,X,O,O,O
JOZSITL,O,X,O,X,O,X
JOZSILT,O,X,O,X,X,X
JOZSLTI,O,X,X,O,O,X
JOZSLIT,O,X,X,X,X,X
STILJZO,X,O,X,O,O,O
STILJOZ,X,O,X,O,O,O
STILZJO,X,O,X,O,O,O
STILZOJ,X,O,X,O,X,O
STILOJZ,X,O,X,O,O,O
STILOZJ,X,O,X,O,O,O
STIJLZO,X,O,X,O,O,O
STIJLOZ,X,O,X,O,O,O
STIJZLO,X,X,X,O,O,X
STIJZOL,X,O,X,O,O,X
STIJOLZ,X,O,X,O,O,O
STIJOZL,X,O,X,O,O,X
STIZLJO,X,X,X,O,O,X
STIZLOJ,X,X,X,O,X,X
STIZJLO,X,X,X,O,O,X
STIZJOL,X,O,X,O,O,X
STIZOLJ,X,X,X,X,O,X
STIZOJL,X,O,X,O,O,X
STIOLJZ,X,O,X,O,O,O
STIOLZJ,X,O,X,O,O,O
STIOJLZ,X,O,X,O,O,O
STIOJZL,X,O,X,O,O,X
STIOZLJ,X,X,X,X,O,X
STIOZJL,X,O,X,O,O,X
STLIJZO,X,O,X,O,O,O
STLIJOZ,X,O,X,O,O,O
STLIZJO,X,O,X,O,O,O
STLIZOJ,X,O,X,O,X,O
STLIOJZ,X,O,X,O,O,O
STLIOZJ,X,O,X,O,O,O
STLJIZO,X,O,X,O,O,O
STLJIOZ,X,O,X,O,O,O
STLJZIO,O,O,X,O,O,O
STLJZOI,O,O,X,O,O,O
STLJOIZ,X,O,X,O,O,O
STLJOZI,O,O,X,O,O,O
STLZIJO,O,O,X,O,O,O
STLZIOJ,X,O,X,O,X,O
STLZJIO,O,O,X,O,O,O
STLZJOI,O,O,X,O,O,O
STLZOIJ,O,O,X,O,X,O
STLZOJI,O,O,X,O,X,O
STLOIJZ,X,O,X,O,O,O
STLOIZJ,X,O,X,O,O,O
STLOJIZ,X,O,X,O,O,O
STLOJZI,O,O,X,O,O,O
STLOZIJ,O,O,X,O,O,O
STLOZJI,O,O,X,O,O,O
STJILZO,X,O,X,O,O,O
STJILOZ,X,O,X,O,O,O
STJIZLO,X,X,X,O,O,X
STJIZOL,X,O,X,O,O,X
STJIOLZ,X,O,X,O,O,O
STJIOZL,X,O,X,O,O,X
STJLIZO,X,O,X,O,O,O
STJLIOZ,X,O,X,O,O,O
STJLZIO,O,O,X,O,O,O
STJLZOI,O,O,X,O,O,O
STJLOIZ,X,O,X,O,O,O
STJLOZI,O,O,X,O,O,O
STJZILO,O,X,O,O,O,X
STJZIOL,O,O,O,O,O,X
STJZLIO,O,O,X,O,O,O
STJZLOI,O,O,X,O,O,O
STJZOIL,O,O,O,O,O,X
STJZOLI,X,O,X,O,O,O
STJOILZ,X,O,X,O,O,O
STJOIZL,X,O,X,O,O,X
STJOLIZ,X,O,X,O,O,O
STJOLZI,X,O,X,O,O,O
STJOZIL,O,O,O,O,O,X
STJOZLI,X,O,X,O,O,O
STZILJO,X,X,O,O,O,X
STZILOJ,X,X,O,O,X,X
STZIJLO,O,X,O,O,O,X
STZIJOL,O,O,O,O,O,X
STZIOLJ,X,X,O,X,O,X
STZIOJL,X,O,O,O,O,X
STZLIJO,O,O,X,O,O,O
STZLIOJ,X,O,X,O,X,O
STZLJIO,O,O,X,O,O,O
STZLJOI,O,O,X,O,O,O
STZLOIJ,O,O,X,O,X,O
STZLOJI,O,O,X,O,X,O
STZJILO,O,X,O,O,O,X
STZJIOL,O,O,O,O,O,X
STZJLIO,O,O,X,O,O,O
STZJLOI,O,O,X,O,O,O
STZJOIL,O,O,O,O,O,X
STZJOLI,X,O,X,O,O,O
STZOILJ,X,X,O,X,O,X
STZOIJL,O,O,O,O,O,X
STZOLIJ,X,O,X,X,O,O
STZOLJI,X,O,X,X,O,O
STZOJIL,O,O,O,O,O,X
STZOJLI,X,O,X,O,O,O
STOILJZ,X,O,X,O,O,O
STOILZJ,X,O,X,O,O,O
STOIJLZ,X,O,X,O,O,O
STOIJZL,X,O,X,O,O,X
STOIZLJ,X,X,X,X,O,X
STOIZJL,X,O,X,O,O,X
STOLIJZ,X,O,X,O,O,O
STOLIZJ,X,O,X,O,O,O
STOLJIZ,X,O,X,O,O,O
STOLJZI,X,O,X,O,O,O
STOLZIJ,X,O,X,O,O,O
STOLZJI,X,O,X,O,O,O
STOJILZ,X,O,X,O,O,O
STOJIZL,X,O,X,O,O,X
STOJLIZ,X,O,X,O,O,O
STOJLZI,X,O,X,O,O,O
STOJZIL,O,O,O,O,O,X
STOJZLI,X,O,X,O,O,O
STOZILJ,X,X,O,X,O,X
STOZIJL,O,O,O,O,O,X
STOZLIJ,X,O,X,X,O,O
STOZLJI,X,O,X,X,O,O
STOZJIL,O,O,O,O,O,X
STOZJLI,X,O,X,O,O,O
SITLJZO,X,O,X,O,O,O
SITLJOZ,X,O,X,O,O,O
SITLZJO,X,O,X,O,O,O
SITLZOJ,X,O,X,O,X,O
SITLOJZ,X,O,X,O,O,O
SITLOZJ,X,O,X,O,O,O
SITJLZO,X,O,X,O,O,O
SITJLOZ,X,O,X,O,O,O
SITJZLO,X,X,X,O,O,X
SITJZOL,X,O,X,O,O,X
SITJOLZ,X,O,X,O,O,O
SITJOZL,X,O,X,O,O,X
SITZLJO,X,X,X,O,O,X
SITZLOJ,X,X,X,O,X,X
SITZJLO,X,X,X,O,O,X
SITZJOL,X,O,X,O,O,X
SITZOLJ,X,X,X,X,O,X
SITZOJL,X,O,X,O,O,X
SITOLJZ,X,O,X,O,O,O
SITOLZJ,X,O,X,O,O,O
SITOJLZ,X,O,X,O,O,O
SITOJZL,X,O,X,O,O,X
SITOZLJ,X,X,X,X,O,X
SITOZJL,X,O,X,O,O,X
SILTJZO,X,O,X,O,O,X
SILTJOZ,X,O,X,O,O,X
SILTZJO,X,O,X,O,O,X
SILTZOJ,X,O,X,O,X,X
SILTOJZ,X,O,X,O,O,X
SILTOZJ,X,O,X,O,O,X
SILJTZO,X,O,X,O,O,X
SILJTOZ,X,O,X,O,O,X
SILJZTO,X,X,O,O,X,X
SILJZOT,X,X,O,X,X,X
SILJOTZ,X,X,X,X,O,X
SILJOZT,X,X,O,X,X,X
SILZTJO,X,X,O,O,X,X
SILZTOJ,X,X,O,O,X,X
SILZJTO,X,X,O,O,X,X
SILZJOT,X,X,O,X,X,X
SILZOTJ,X,X,O,X,X,X
SILZOJT,X,X,O,X,X,X
SILOTJZ,X,X,X,X,O,X
SILOTZJ,X,X,X,X,O,X
SILOJTZ,X,X,X,X,O,X
SILOJZT,X,X,O,X,X,X
SILOZTJ,X,X,O,X,X,X
SILOZJT,X,X,O,X,X,X
SIJTLZO,X,O,X,O,O,O
SIJTLOZ,X,O,X,O,O,O
SIJTZLO,X,X,X,O,O,X
SIJTZOL,X,O,X,O,O,X
SIJTOLZ,X,O,X,O,O,O
SIJTOZL,X,O,X,O,O,X
SIJLTZO,X,O,X,O,O,X
SIJLTOZ,X,O,X,O,O,X
SIJLZTO,X,X,O,O,X,X
SIJLZOT,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,O,X
SIJLOZT,X,X,O,X,X,X
SIJZTLO,X,X,O,O,O,X
SIJZTOL,X,X,O,O,O,X
SIJZLTO,X,X,O,O,X,X
SIJZLOT,X,X,O,X,X,X
SIJZOTL,X,X,O,X,O,X
SIJZOLT,X,X,O,X,X,X
SIJOTLZ,X,O,X,O,O,O
SIJOTZL,X,O,X,O,O,X
SIJOLTZ,X,X,X,X,O,X
SIJOLZT,X,X,O,X,X,X
SIJOZTL,X,X,O,X,O,X
SIJOZLT,X,X,O,X,X,X
SIZTLJO,X,X,O,O,O,X
SIZTLOJ,X,X,O,O,X,X
SIZTJLO,X,X,O,O,O,X
SIZTJOL,X,X,O,O,O,X
SIZTOLJ,X,X,O,X,O,X
SIZTOJL,X,X,O,O,O,X
SIZLTJO,X,X,O,O,X,X
SIZLTOJ,X,X,O,O,X,X
SIZLJTO,X,X,O,O,X,X
SIZLJOT,X,X,O,X,X,X
SIZLOTJ,X,X,O,X,X,X
SIZLOJT,X,X,O,X,X,X
SIZJTLO,X,X,O,O,O,X
SIZJTOL,X,X,O,O,O,X
SIZJLTO,X,X,O,O,X,X
SIZJLOT,X,X,O,X,X,X
SIZJOTL,X,X,O,X,O,X
SIZJOLT,X,X,O,X,X,X
SIZOTLJ,X,X,O,X,O,X
SIZOTJL,X,X,O,X,O,X
SIZOLTJ,X,X,O,X,X,X
SIZOLJT,X,X,O,X,X,X
SIZOJTL,X,X,O,X,O,X
SIZOJLT,X,X,O,X,X,X
SIOTLJZ,X,O,X,O,O,O
SIOTLZJ,X,O,X,O,O,O
SIOTJLZ,X,O,X,O,O,O
SIOTJZL,X,O,X,O,O,X
SIOTZLJ,X,X,X,X,O,X
SIOTZJL,X,O,X,O,O,X
SIOLTJZ,X,X,X,X,O,X
SIOLTZJ,X,X,X,X,O,X
SIOLJTZ,X,X,X,X,O,X
SIOLJZT,X,X,O,X,X,X
SIOLZTJ,X,X,O,X,X,X
SIOLZJT,X,X,O,X,X,X
SIOJTLZ,X,O,X,O,O,O
SIOJTZL,X,O,X,O,O,X
SIOJLTZ,X,X,X,X,O,X
SIOJLZT,X,X,O,X,X,X
SIOJZTL,X,X,O,X,O,X
SIOJZLT,X,X,O,X,X,X
SIOZTLJ,X,X,O,X,O,X
SIOZTJL,X,X,O,X,O,X
SIOZLTJ,X,X,O,X,X,X
SIOZLJT,X,X,O,X,X,X
SIOZJTL,X,X,O,X,O,X
SIOZJLT,X,X,O,X,X,X
SLTIJZO,O,O,X,O,O,O
SLTIJOZ,O,O,X,O,O,O
SLTIZJO,O,O,X,O,O,O
SLTIZOJ,O,O,X,O,X,O
SLTIOJZ,O,O,X,O,O,O
SLTIOZJ,O,O,X,O,O,O
SLTJIZO,O,O,X,O,O,O
SLTJIOZ,O,O,X,O,O,O
SLTJZIO,O,O,X,O,O,O
SLTJZOI,O,O,X,O,O,O
SLTJOIZ,O,O,X,O,O,O
SLTJOZI,O,O,X,O,O,O
SLTZIJO,O,O,X,O,O,O
SLTZIOJ,O,O,X,O,X,O
SLTZJIO,O,O,X,O,O,O
SLTZJOI,O,O,X,O,O,O
SLTZOIJ,O,O,X,O,X,O
SLTZOJI,O,O,X,O,X,O
SLTOIJZ,O,O,X,O,O,O
SLTOIZJ,O,O,X,O,O,O
SLTOJIZ,O,O,X,O,O,O
SLTOJZI,O,O,X,O,O,O
SLTOZIJ,O,O,X,O,O,O
SLTOZJI,O,O,X,O,O,O
SLITJZO,O,O,X,O,O,X
SLITJOZ,O,O,X,O,O,X
SLITZJO,O,O,X,O,O,X
SLITZOJ,O,O,X,O,X,X
SLITOJZ,O,O,X,O,O,X
SLITOZJ,O,O,X,O,O,X
SLIJTZO,O,O,X,O,O,X
SLIJTOZ,O,O,X,O,O,X
SLIJZTO,O,X,X,O,X,X
SLIJZOT,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,X
SLIJOZT,O,X,X,X,X,X
SLIZTJO,O,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,X
SLIZJTO,O,X,X,O,X,X
SLIZJOT,O,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,X
SLIOTZJ,O,X,X,X,O,X
SLIOJTZ,O,X,X,X,O,X
SLIOJZT,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X
SLJTIZO,O,O,X,O,O,O
SLJTIOZ,O,O,X,O,O,O
SLJTZIO,O,O,X,O,O,O
SLJTZOI,O,O,X,O,O,O
SLJTOIZ,O,O,X,O,O,O
SLJTOZI,O,O,X,O,O,O
SLJITZO,O,O,X,O,O,X
SLJITOZ,O,O,X,O,O,X
SLJIZTO,O,X,X,O,X,X
SLJIZOT,O,X,X,X,X,X
SLJIOTZ,O,X,X,X,O,X
SLJIOZT,O,X,X,X,X,X
SLJZTIO,O,X,X,O,O,X
SLJZTOI,O,X,X,O,O,X
SLJZITO,O,X,X,O,X,X
SLJZIOT,O,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X
SLJZOIT,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,O,O
SLJOTZI,O,X,X,O,O,O
SLJOITZ,O,X,X,X,O,X
SLJOIZT,O,X,X,X,X,X
SLJOZTI,O,X,X,O,O,X
SLJOZIT,O,X,X,X,X,X
SLZTIJO,O,X,X,O,O,X
SLZTIOJ,O,X,X,O,X,X
SLZTJIO,O,X,X,O,O,X
SLZTJOI,O,X,X,O,O,X
SLZTOIJ,O,X,X,O,X,X
SLZTOJI,O,X,X,O,X,X
SLZITJO,O,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X
SLZIJOT,O,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X
SLZJTIO,O,X,X,O,O,X
SLZJTOI,O,X,X,O,O,X
SLZJITO,O,X,X,O,X,X
SLZJIOT,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X
SLZOTJI,O,X,X,O,X,X
SLZOITJ,O,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X
SLZOJIT,O,X,X,X,X,X
SLOTIJZ,O,X,X,O,O,O
SLOTIZJ,O,X,X,O,O,O
SLOTJIZ,O,X,X,O,O,O
SLOTJZI,O,X,X,O,O,O
SLOTZIJ,O,X,X,O,O,O
SLOTZJI,O,X,X,O,O,O
SLOITJZ,O,X,X,X,O,X
SLOITZJ,O,X,X,X,O,X
SLOIJTZ,O,X,X,X,O,X
SLOIJZT,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X
SLOJTIZ,O,X,X,O,O,O
SLOJTZI,O,X,X,O,O,O
SLOJITZ,O,X,X,X,O,X
SLOJIZT,O,X,X,X,X,X
SLOJZTI,O,X,X,O,O,X
SLOJZIT,O,X,X,X,X,X
SLOZTIJ,O,X,X,O,O,X
SLOZTJI,O,X,X,O,O,X
SLOZITJ,O,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X
SLOZJTI,O,X,X,O,O,X
SLOZJIT,O,X,X,X,X,X
SJTILZO,X,O,X,O,O,O
SJTILOZ,X,O,X,O,O,O
SJTIZLO,X,X,X,O,O,X
SJTIZOL,X,O,X,O,O,X
SJTIOLZ,X,O,X,O,O,O
SJTIOZL,X,O,X,O,O,X
SJTLIZO,X,O,X,O,O,O
SJTLIOZ,X,O,X,O,O,O
SJTLZIO,O,O,X,O,O,O
SJTLZOI,O,O,X,O,O,O
SJTLOIZ,X,O,X,O,O,O
SJTLOZI,O,O,X,O,O,O
SJTZILO,O,X,O,O,O,X
SJTZIOL,O,O,O,O,O,X
SJTZLIO,O,O,X,O,O,O
SJTZLOI,O,O,X,O,O,O
SJTZOIL,O,O,O,O,O,X
SJTZOLI,X,O,X,O,O,O
SJTOILZ,X,O,X,O,O,O
SJTOIZL,X,O,X,O,O,X
SJTOLIZ,X,O,X,O,O,O
SJTOLZI,X,O,X,O,O,O
SJTOZIL,O,O,O,O,O,X
SJTOZLI,X,O,X,O,O,O
SJITLZO,X,O,X,O,O,O
SJITLOZ,X,O,X,O,O,O
SJITZLO,X,X,X,O,O,X
SJITZOL,X,O,X,O,O,X
SJITOLZ,X,O,X,O,O,O
SJITOZL,X,O,X,O,O,X
SJILTZO,X,O,X,O,O,X
SJILTOZ,X,O,X,O,O,X
SJILZTO,X,X,O,O,X,X
SJILZOT,X,X,O,X,X,X
SJILOTZ,X,X,X,X,O,X
SJILOZT,X,X,O,X,X,X
SJIZTLO,X,X,O,O,O,X
SJIZTOL,X,X,O,O,O,X
SJIZLTO,X,X,O,O,X,X
SJIZLOT,X,X,O,X,X,X
SJIZOTL,X,X,O,X,O,X
SJIZOLT,X,X,O,X,X,X
SJIOTLZ,X,O,X,O,O,O
SJIOTZL,X,O,X,O,O,X
SJIOLTZ,X,X,X,X,O,X
SJIOLZT,X,X,O,X,X,X
SJIOZTL,X,X,O,X,O,X
SJIOZLT,X,X,O,X,X,X
SJLTIZO,O,O,X,O,O,O
SJLTIOZ,O,O,X,O,O,O
SJLTZIO,O,O,X,O,O,O
SJLTZOI,O,O,X,O,O,O
SJLTOIZ,O,O,X,O,O,O
SJLTOZI,O,O,X,O,O,O
SJLITZO,O,O,X,O,O,X
SJLITOZ,O,O,X,O,O,X
SJLIZTO,O,X,X,O,X,X
SJLIZOT,O,X,X,X,X,X
SJLIOTZ,O,X,X,X,O,X
SJLIOZT,O,X,X,X,X,X
SJLZTIO,O,X,X,O,O,X
SJLZTOI,O,X,X,O,O,X
SJLZITO,O,X,X,O,X,X
SJLZIOT,O,X,X,X,X,X
SJLZOTI,O,X,X,O,X,X
SJLZOIT,O,X,X,X,X,X
SJLOTIZ,O,X,X,O,O,O
SJLOTZI,O,X,X,O,O,O
SJLOITZ,O,X,X,X,O,X
SJLOIZT,O,X,X,X,X,X
SJLOZTI,O,X,X,O,O,X
SJLOZIT,O,X,X,X,X,X
SJZTILO,O,X,O,O,O,X
SJZTIOL,O,X,O,O,O,X
SJZTLIO,O,X,X,O,O,O
SJZTLOI,O,X,X,O,O,O
SJZTOIL,O,X,O,O,O,X
SJZTOLI,X,X,X,O,O,O
SJZITLO,O,X,O,O,O,X
SJZITOL,O,X,O,O,O,X
SJZILTO,O,X,O,O,X,X
SJZILOT,O,X,O,X,X,X
SJZIOTL,O,X,O,X,O,X
SJZIOLT,O,X,O,X,X,X
SJZLTIO,O,X,X,O,O,X
SJZLTOI,O,X,X,O,O,X
SJZLITO,O,X,X,O,X,X
SJZLIOT,O,X,X,X,X,X
SJZLOTI,O,X,X,O,X,X
SJZLOIT,O,X,X,X,X,X
SJZOTIL,O,X,O,O,O,X
SJZOTLI,X,X,X,O,O,O
SJZOITL,O,X,O,X,O,X
SJZOILT,O,X,O,X,X,X
SJZOLTI,O,X,X,O,O,X
SJZOLIT,O,X,X,X,X,X
SJOTILZ,X,O,X,O,O,O
SJOTIZL,X,O,X,O,O,X
SJOTLIZ,X,O,X,O,O,O
SJOTLZI,X,O,X,O,O,O
SJOTZIL,O,O,O,O,O,X
SJOTZLI,X,O,X,O,O,O
SJOITLZ,X,O,X,O,O,O
SJOITZL,X,O,X,O,O,X
SJOILTZ,X,X,X,X,O,X
SJOILZT,X,X,O,X,X,X
SJOIZTL,X,X,O,X,O,X
SJOIZLT,X,X,O,X,X,X
SJOLTIZ,O,X,X,O,O,O
SJOLTZI,O,X,X,O,O,O
SJOLITZ,O,X,X,X,O,X
SJOLIZT,O,X,X,X,X,X
SJOLZTI,O,X,X,O,O,X
SJOLZIT,O,X,X,X,X,X
SJOZTIL,O,X,O,O,O,X
SJOZTLI,X,X,X,O,O,O
SJOZITL,O,X,O,X,O,X
SJOZILT,O,X,O,X,X,X
SJOZLTI,O,X,X,O,O,X
SJOZLIT,O,X,X,X,X,X
SZTILJO,X,X,O,O,O,X
SZTILOJ,X,X,O,O,X,X
SZTIJLO,O,X,O,O,O,X
SZTIJOL,O,X,O,O,O,X
SZTIOLJ,X,X,O,X,O,X
SZTIOJL,X,X,O,O,O,X
SZTLIJO,O,X,X,O,O,O
SZTLIOJ,X,X,X,O,X,O
SZTLJIO,O,X,X,O,O,O
SZTLJOI,O,X,X,O,O,O
SZTLOIJ,O,X,X,O,X,O
SZTLOJI,O,X,X,O,X,O
SZTJILO,O,X,O,O,O,X
SZTJIOL,O,X,O,O,O,X
SZTJLIO,O,X,X,O,O,O
SZTJLOI,O,X,X,O,O,O
SZTJOIL,O,X,O,O,O,X
SZTJOLI,X,X,X,O,O,O
SZTOILJ,X,X,O,X,O,X
SZTOIJL,O,X,O,O,O,X
SZTOLIJ,X,X,X,X,O,O
SZTOLJI,X,X,X,X,O,O
SZTOJIL,O,X,O,O,O,X
SZTOJLI,X,X,X,O,O,O
SZITLJO,X,X,O,O,O,X
SZITLOJ,X,X,O,O,X,X
SZITJLO,O,X,O,O,O,X
SZITJOL,O,X,O,O,O,X
SZITOLJ,X,X,O,X,O,X
SZITOJL,X,X,O,O,O,X
SZILTJO,O,X,O,O,X,X
SZILTOJ,O,X,O,O,X,X
SZILJTO,O,X,O,O,X,X
SZILJOT,O,X,O,X,X,X
SZILOTJ,O,X,O,X,X,X
SZILOJT,O,X,O,X,X,X
SZIJTLO,O,X,O,O,O,X
SZIJTOL,O,X,O,O,O,X
SZIJLTO,O,X,O,O,X,X
SZIJLOT,O,X,O,X,X,X
SZIJOTL,O,X,O,X,O,X
SZIJOLT,O,X,O,X,X,X
SZIOTLJ,X,X,O,X,O,X
SZIOTJL,O,X,O,X,O,X
SZIOLTJ,O,X,O,X,X,X
SZIOLJT,O,X,O,X,X,X
SZIOJTL,O,X,O,X,O,X
SZIOJLT,O,X,O,X,X,X
SZLTIJO,O,X,X,O,O,X
SZLTIOJ,O,X,X,O,X,X
SZLTJIO,O,X,X,O,O,X
SZLTJOI,O,X,X,O,O,X
