sequence,v115@QhB8CeA8BeH8DeA8Jei/IvhFulBFiBXjBzkB0mBRxB,v115@QhB8CeA8BeH8DeA8Je/EJvhFRgBUiBFjBTlB6rB2xB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB3hBFjBSqBzrB0sB,v115@QhB8CeA8BeH8DeA8JeT/IvhFelBRhBCmB8rB3sBFtB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB1nBSqB0mBzrBXtB,v115@QhB8CeA8BeH8DeA8JeXDJvhFlkBRmBmkBCmBzrB0sB,v115@QhB8CeA8BeH8DeA8Jex/IvhF0kBllBXnB6rBOtBTsB,v115@QhB8CeA8BeH8DeA8JeT/IvhF0gBVqBRnB6rBOsBXtB
SZITOJL,O,O,X,X,X,O,O,X
SZILTJO,O,O,X,X,X,X,X,X
SZILTOJ,X,O,X,X,X,X,X,X
SZILJTO,O,O,X,O,X,X,X,X
SZILJOT,X,O,X,O,X,X,X,X
SZILOTJ,X,O,X,X,X,X,X,X
SZILOJT,X,X,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X
SZIJLOT,X,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X,X
SZLTIJO,O,O,X,X,X,X,O,X
SZLTIOJ,X,O,X,X,X,X,O,X
SZLTJIO,O,O,X,X,X,X,O,X
SZLTJOI,O,O,X,X,X,X,O,X
SZLTOIJ,O,O,X,X,X,X,O,X
SZLTOJI,O,O,X,X,X,X,O,X
SZLITJO,O,O,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X
SZLIJTO,O,O,X,O,X,X,X,X
SZLIJOT,O,O,X,O,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X
SZLJTIO,O,O,X,O,X,X,X,X
SZLJTOI,O,O,X,O,X,X,X,X
SZLJITO,O,O,X,O,X,X,X,X
SZLJIOT,O,O,X,O,X,X,X,X
SZLJOTI,O,O,X,O,X,X,X,X
SZLJOIT,O,O,X,O,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X
SZLOJTI,O,O,X,O,X,X,X,X
SZLOJIT,O,O,X,O,X,X,X,X
SZJTILO,O,O,X,X,X,X,O,X
SZJTIOL,O,O,X,X,X,X,O,X
SZJTLIO,O,O,X,X,O,X,O,X
SZJTLOI,O,O,X,X,O,X,O,X
SZJTOIL,O,O,X,X,X,X,O,X
SZJTOLI,O,O,X,X,X,X,O,X
SZJITLO,O,O,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X
SZJLTIO,O,O,X,O,X,X,X,X
SZJLTOI,O,O,X,O,X,X,X,X
SZJLITO,O,O,X,O,X,X,X,X
SZJLIOT,O,O,X,O,X,X,X,X
SZJLOTI,O,O,X,O,X,X,X,X
SZJLOIT,O,O,X,O,X,X,X,X
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X
SZJOLTI,O,O,X,O,X,X,X,X
SZJOLIT,O,O,X,O,X,X,X,X
SZOTILJ,O,O,X,X,X,O,O,X
SZOTIJL,O,O,X,X,X,O,O,X
SZOTLIJ,O,O,X,X,X,X,O,X
SZOTLJI,O,O,X,X,X,X,O,X
SZOTJIL,O,O,X,X,X,X,O,X
SZOTJLI,O,O,X,X,X,X,O,X
SZOITLJ,O,O,X,X,X,O,X,X
SZOITJL,O,O,X,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X,X
SZOLJTI,O,O,X,O,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X
SZOJLTI,O,O,X,O,X,X,X,X
SZOJLIT,O,O,X,O,X,X,X,X
SOTILJZ,O,O,O,X,X,O,X,X
SOTILZJ,O,O,O,X,X,O,X,X
SOTIJLZ,O,O,O,X,X,O,X,X
SOTIJZL,O,O,O,X,X,O,X,X
SOTIZLJ,O,O,X,X,X,O,X,X
SOTIZJL,O,O,O,X,X,O,X,X
SOTLIJZ,O,O,O,X,X,O,X,X
SOTLIZJ,O,O,O,X,X,O,X,X
SOTLJIZ,O,O,O,X,X,X,X,X
SOTLJZI,O,O,O,X,X,X,X,X
SOTLZIJ,O,O,O,X,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X,X
SOTJILZ,O,O,O,X,X,O,X,X
SOTJIZL,O,O,O,X,X,O,X,X
SOTJLIZ,O,O,O,X,X,X,X,X
SOTJLZI,O,O,O,X,X,X,X,X
SOTJZIL,O,O,O,X,X,X,X,X
SOTJZLI,O,O,O,X,X,X,X,X
SOTZILJ,O,O,X,X,X,O,O,X
SOTZIJL,O,O,O,X,X,O,O,X
SOTZLIJ,O,O,O,X,X,X,O,X
SOTZLJI,O,O,O,X,X,X,O,X
SOTZJIL,O,O,O,X,X,X,O,X
SOTZJLI,O,O,O,X,X,X,O,X
SOITLJZ,O,O,O,X,X,O,X,X
SOITLZJ,O,O,O,X,X,O,X,X
SOITJLZ,O,O,O,X,X,O,X,X
SOITJZL,O,O,O,X,X,O,X,X
SOITZLJ,O,O,X,X,X,O,X,X
SOITZJL,O,O,O,X,X,O,X,X
SOILTJZ,O,O,O,X,X,O,X,X
SOILTZJ,O,O,O,X,X,O,X,X
SOILJTZ,O,O,O,X,X,X,X,X
SOILJZT,O,O,O,X,X,X,X,X
SOILZTJ,O,O,O,X,X,X,X,X
SOILZJT,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,O,X,X,O,X,X
SOIJTZL,O,O,O,X,X,O,X,X
SOIJLTZ,O,O,O,X,X,X,X,X
SOIJLZT,O,O,O,X,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,O,X,X
SOIZTJL,O,O,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X
SOLTIJZ,O,O,O,X,X,O,X,X
SOLTIZJ,O,O,O,X,X,O,X,X
SOLTJIZ,O,O,O,X,X,X,X,X
SOLTJZI,O,O,O,X,X,X,X,X
SOLTZIJ,O,O,O,X,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X,X
SOLITJZ,O,O,O,X,X,O,X,X
SOLITZJ,O,O,O,X,X,O,X,X
SOLIJTZ,O,O,O,X,X,X,X,X
SOLIJZT,O,O,O,X,X,X,X,X
SOLIZTJ,O,O,O,X,X,X,X,X
SOLIZJT,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,X
SOLJIZT,O,O,O,X,X,X,X,X
SOLJZTI,O,O,O,O,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X,X
SOLZTIJ,O,O,O,X,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X,X
SOLZITJ,O,O,O,X,X,X,X,X
SOLZIJT,O,O,O,X,X,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,X,X,X,X
SOJTILZ,O,O,O,X,X,O,X,X
SOJTIZL,O,O,O,X,X,O,X,X
SOJTLIZ,O,O,O,X,X,X,X,X
SOJTLZI,O,O,O,X,X,X,X,X
SOJTZIL,O,O,O,X,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X,X
SOJITLZ,O,O,O,X,X,O,X,X
SOJITZL,O,O,O,X,X,O,X,X
SOJILTZ,O,O,O,X,X,X,X,X
SOJILZT,O,O,O,X,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,X,X,X,X,X
SOJLTZI,O,O,O,X,X,X,X,X
SOJLITZ,O,O,O,X,X,X,X,X
SOJLIZT,O,O,O,X,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X
SOJZTIL,O,O,O,X,X,X,X,X
SOJZTLI,O,O,O,X,X,X,X,X
SOJZITL,O,O,O,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X,X
SOZTILJ,O,O,X,X,X,O,O,X
SOZTIJL,O,O,O,X,X,O,O,X
SOZTLIJ,O,O,O,X,X,X,O,X
SOZTLJI,O,O,O,X,X,X,O,X
SOZTJIL,O,O,O,X,X,X,O,X
SOZTJLI,O,O,O,X,X,X,O,X
SOZITLJ,O,O,X,X,X,O,X,X
SOZITJL,O,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X,X
SOZLIJT,O,O,O,X,X,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X,X
SOZJTIL,O,O,O,X,X,X,X,X
SOZJTLI,O,O,O,X,X,X,X,X
SOZJITL,O,O,O,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X,X
ZTILJSO,O,X,X,O,O,X,X,X
ZTILJOS,X,X,X,O,O,X,X,X
ZTILSJO,O,X,X,X,O,X,O,X
ZTILSOJ,X,X,X,X,X,X,O,X
ZTILOJS,X,X,X,X,O,X,X,O
ZTILOSJ,X,X,X,X,X,X,X,O
ZTIJLSO,O,X,X,X,O,X,X,X
ZTIJLOS,X,X,X,X,O,X,X,X
ZTIJSLO,O,X,X,X,X,X,O,X
ZTIJSOL,O,X,X,X,X,X,O,X
ZTIJOLS,O,X,X,X,X,X,X,O
ZTIJOSL,O,X,X,X,X,X,X,O
ZTISLJO,O,O,X,X,X,X,O,X
ZTISLOJ,X,O,X,X,X,X,O,X
ZTISJLO,O,O,X,X,X,X,O,X
ZTISJOL,O,O,X,X,X,O,O,X
ZTISOLJ,O,O,X,X,X,O,O,O
ZTISOJL,O,O,X,X,X,O,O,O
ZTIOLJS,O,X,X,X,X,X,X,O
ZTIOLSJ,O,X,X,X,X,X,X,O
ZTIOJLS,O,X,X,X,X,X,X,O
ZTIOJSL,O,X,X,X,X,X,X,O
ZTIOSLJ,O,O,X,X,X,X,O,O
ZTIOSJL,O,O,X,X,X,X,O,O
ZTLIJSO,O,X,X,O,O,X,X,X
ZTLIJOS,X,X,O,O,O,X,X,X
ZTLISJO,O,O,X,X,O,X,O,X
ZTLISOJ,X,O,X,X,X,X,O,X
ZTLIOJS,X,X,O,X,O,X,X,O
ZTLIOSJ,X,O,O,X,X,X,X,O
ZTLJISO,O,X,X,O,O,X,X,X
ZTLJIOS,X,X,O,O,O,X,X,X
ZTLJSIO,O,O,X,O,O,X,X,X
ZTLJSOI,O,O,X,O,O,X,X,X
ZTLJOIS,O,X,O,O,O,X,X,X
ZTLJOSI,O,O,O,O,O,X,X,X
ZTLSIJO,O,O,X,X,O,X,O,X
ZTLSIOJ,X,O,X,X,X,X,O,X
ZTLSJIO,O,O,X,X,O,X,O,X
ZTLSJOI,O,O,X,X,O,X,O,X
ZTLSOIJ,O,O,X,X,X,X,O,X
ZTLSOJI,O,O,X,X,X,X,O,X
ZTLOIJS,O,X,O,X,O,X,X,O
ZTLOISJ,O,O,O,X,X,X,X,O
ZTLOJIS,O,X,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,X,X,X,X,X
ZTLOSJI,O,O,O,X,X,X,X,X
ZTJILSO,O,X,X,X,O,X,X,X
ZTJILOS,X,X,X,X,O,X,X,X
ZTJISLO,O,O,X,X,X,X,O,X
ZTJISOL,O,O,X,X,X,X,O,X
ZTJIOLS,O,X,X,X,X,X,X,O
ZTJIOSL,O,O,O,X,X,X,X,O
ZTJLISO,O,O,X,O,O,X,X,X
ZTJLIOS,X,O,O,O,O,X,X,X
ZTJLSIO,O,O,X,O,O,X,X,X
ZTJLSOI,O,O,X,O,O,X,X,X
ZTJLOIS,O,O,O,O,O,X,X,X
ZTJLOSI,O,O,O,O,O,X,X,X
ZTJSILO,O,O,X,X,X,X,O,X
ZTJSIOL,O,O,X,X,X,X,O,X
ZTJSLIO,O,O,X,X,O,X,O,X
ZTJSLOI,O,O,X,X,O,X,O,X
ZTJSOIL,O,O,X,X,X,X,O,X
ZTJSOLI,O,O,X,X,X,X,O,X
ZTJOILS,O,X,X,X,X,X,X,O
ZTJOISL,O,O,O,X,X,X,X,O
ZTJOLIS,O,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,X,X,X,X,X
ZTJOSLI,O,O,O,X,X,X,X,X
ZTSILJO,O,O,X,X,X,X,O,X
ZTSILOJ,X,O,X,X,X,X,O,X
ZTSIJLO,O,O,X,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,O,X
ZTSIOLJ,O,O,X,X,X,O,O,O
ZTSIOJL,O,O,X,X,X,O,O,O
ZTSLIJO,O,O,X,X,O,X,O,X
ZTSLIOJ,X,O,X,X,X,X,O,X
ZTSLJIO,O,O,X,X,O,X,O,X
ZTSLJOI,O,O,X,X,O,X,O,X
ZTSLOIJ,O,O,X,X,X,X,O,X
ZTSLOJI,O,O,X,X,X,X,O,X
ZTSJILO,O,O,X,X,X,X,O,X
ZTSJIOL,O,O,X,X,X,X,O,X
ZTSJLIO,O,O,X,X,O,X,O,X
ZTSJLOI,O,O,X,X,O,X,O,X
ZTSJOIL,O,O,X,X,X,X,O,X
ZTSJOLI,O,O,X,X,X,X,O,X
ZTSOILJ,O,O,X,X,X,O,O,O
ZTSOIJL,O,O,X,X,X,O,O,O
ZTSOLIJ,O,O,X,X,X,X,O,X
ZTSOLJI,O,O,X,X,X,X,O,X
ZTSOJIL,O,O,X,X,X,X,O,X
ZTSOJLI,O,O,X,X,X,X,O,X
ZTOILJS,O,X,X,X,X,X,X,O
ZTOILSJ,O,X,X,X,X,X,X,O
ZTOIJLS,O,X,X,X,X,X,X,O
ZTOIJSL,O,X,X,X,X,X,X,O
ZTOISLJ,O,O,X,X,X,O,O,O
ZTOISJL,O,O,X,X,X,O,O,O
ZTOLIJS,O,X,O,X,O,X,X,O
ZTOLISJ,O,O,O,X,X,X,X,O
ZTOLJIS,O,X,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X,X,X
ZTOLSJI,O,O,O,X,X,X,X,X
ZTOJILS,O,X,X,X,X,X,X,O
ZTOJISL,O,O,O,X,X,X,X,O
ZTOJLIS,O,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,X,X,X,X,X
ZTOJSLI,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,O,O,O
ZTOSIJL,O,O,O,X,X,O,O,O
ZTOSLIJ,O,O,O,X,X,X,O,X
ZTOSLJI,O,O,O,X,X,X,O,X
ZTOSJIL,O,O,O,X,X,X,O,X
ZTOSJLI,O,O,O,X,X,X,O,X
ZITLJSO,O,X,X,O,O,X,X,X
ZITLJOS,X,X,X,O,O,X,X,X
ZITLSJO,O,X,X,X,O,X,O,X
ZITLSOJ,X,X,X,X,X,X,O,X
ZITLOJS,X,X,X,X,O,X,X,O
ZITLOSJ,X,X,X,X,X,X,X,O
ZITJLSO,O,X,X,X,O,X,X,X
ZITJLOS,X,X,X,X,O,X,X,X
ZITJSLO,O,X,X,X,X,X,O,X
ZITJSOL,O,X,X,X,X,X,O,X
ZITJOLS,O,X,X,X,X,X,X,O
ZITJOSL,O,X,X,X,X,X,X,O
ZITSLJO,O,O,X,X,X,X,O,X
ZITSLOJ,X,O,X,X,X,X,O,X
ZITSJLO,O,O,X,X,X,X,O,X
ZITSJOL,O,O,X,X,X,O,O,X
ZITSOLJ,O,O,X,X,X,O,O,O
ZITSOJL,O,O,X,X,X,O,O,O
ZITOLJS,O,X,X,X,X,X,X,O
ZITOLSJ,O,X,X,X,X,X,X,O
ZITOJLS,O,X,X,X,X,X,X,O
ZITOJSL,O,X,X,X,X,X,X,O
ZITOSLJ,O,O,X,X,X,X,O,O
ZITOSJL,O,O,X,X,X,X,O,O
ZILTJSO,O,X,X,O,X,X,X,X
ZILTJOS,X,X,X,O,X,X,X,X
ZILTSJO,O,X,X,X,X,X,X,X
ZILTSOJ,X,X,X,X,X,X,X,X
ZILTOJS,X,X,X,X,X,X,X,X
ZILTOSJ,X,X,X,X,X,X,X,X
ZILJTSO,O,X,X,O,X,X,X,X
ZILJTOS,X,X,X,O,X,X,X,X
ZILJSTO,O,X,X,O,X,X,X,X
ZILJSOT,X,X,X,O,X,X,X,X
ZILJOTS,X,X,X,O,X,X,X,X
ZILJOST,X,X,X,O,X,X,X,X
ZILSTJO,O,X,X,X,X,X,X,X
ZILSTOJ,X,X,X,X,X,X,X,X
ZILSJTO,O,X,X,O,X,X,X,X
ZILSJOT,X,X,X,O,X,X,X,X
ZILSOTJ,X,X,X,X,X,X,X,X
ZILSOJT,X,X,X,X,X,X,X,X
ZILOTJS,X,X,X,X,X,X,X,X
ZILOTSJ,X,X,X,X,X,X,X,X
ZILOJTS,X,X,X,O,X,X,X,X
ZILOJST,X,X,X,O,X,X,X,X
ZILOSTJ,X,X,X,X,X,X,X,X
ZILOSJT,X,X,X,X,X,X,X,X
ZIJTLSO,O,X,X,X,O,X,X,X
ZIJTLOS,X,X,X,X,O,X,X,X
ZIJTSLO,O,X,X,X,X,X,X,X
ZIJTSOL,O,X,X,X,X,X,X,X
ZIJTOLS,O,X,X,X,X,X,X,X
ZIJTOSL,O,X,X,X,X,X,X,X
ZIJLTSO,O,X,X,O,X,X,X,X
ZIJLTOS,X,X,X,O,X,X,X,X
ZIJLSTO,O,X,X,O,X,X,X,X
ZIJLSOT,X,X,X,O,X,X,X,X
ZIJLOTS,X,X,X,O,X,X,X,X
ZIJLOST,X,X,X,O,X,X,X,X
ZIJSTLO,O,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,X,X,X
ZIJSLTO,O,X,X,X,X,X,X,X
ZIJSLOT,X,X,X,X,X,X,X,X
ZIJSOTL,O,X,X,X,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,X,X,X
ZIJOTSL,O,X,X,X,X,X,X,X
ZIJOLTS,O,X,X,O,X,X,X,X
ZIJOLST,O,X,X,O,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,X,X
ZIJOSLT,O,X,X,X,X,X,X,X
ZISTLJO,O,O,X,X,X,X,O,X
ZISTLOJ,X,O,X,X,X,X,O,X
ZISTJLO,O,O,X,X,X,X,O,X
ZISTJOL,O,O,X,X,X,O,O,X
ZISTOLJ,O,O,X,X,X,O,O,X
ZISTOJL,O,O,X,X,X,O,O,X
ZISLTJO,O,O,X,X,X,X,X,X
ZISLTOJ,X,O,X,X,X,X,X,X
ZISLJTO,O,X,X,O,X,X,X,X
ZISLJOT,X,X,X,O,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,X
ZISLOJT,X,X,X,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X
ZISJLTO,O,X,X,X,X,X,X,X
ZISJLOT,X,X,X,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,X
ZISJOLT,O,X,X,X,X,X,X,X
ZISOTLJ,O,O,X,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,O,X,X,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,O,X,X,X,X,X,X,X
ZIOTLJS,O,X,X,X,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X,X,X
ZIOTJLS,O,X,X,X,X,X,X,X
ZIOTJSL,O,X,X,X,X,X,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,X,X,X,X,X,X,X
ZIOLTSJ,O,X,X,X,X,X,X,X
ZIOLJTS,O,X,X,O,X,X,X,X
ZIOLJST,O,X,X,O,X,X,X,X
ZIOLSTJ,O,X,X,X,X,X,X,X
ZIOLSJT,O,X,X,X,X,X,X,X
ZIOJTLS,O,X,X,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X,X,X
ZIOJLTS,O,X,X,O,X,X,X,X
ZIOJLST,O,X,X,O,X,X,X,X
ZIOJSTL,O,X,X,X,X,X,X,X
ZIOJSLT,O,X,X,X,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,O,X,X,X,X,X,X,X
ZLTIJSO,O,X,X,O,O,X,X,X
ZLTIJOS,X,X,O,O,O,X,X,X
ZLTISJO,O,O,X,X,O,X,O,X
ZLTISOJ,X,O,X,X,X,X,O,X
ZLTIOJS,X,X,O,X,O,X,X,X
ZLTIOSJ,X,O,O,X,X,X,X,X
ZLTJISO,O,X,X,O,O,X,X,X
ZLTJIOS,X,X,O,O,O,X,X,X
ZLTJSIO,O,O,X,O,O,X,X,X
ZLTJSOI,O,O,X,O,O,X,X,X
ZLTJOIS,O,X,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,O,X,X,X
ZLTSIJO,O,O,X,X,O,X,O,X
ZLTSIOJ,X,O,X,X,X,X,O,X
ZLTSJIO,O,O,X,X,O,X,O,X
ZLTSJOI,O,O,X,X,O,X,O,X
ZLTSOIJ,O,O,X,X,X,X,O,X
ZLTSOJI,O,O,X,X,X,X,O,X
ZLTOIJS,O,X,O,X,O,X,X,X
ZLTOISJ,O,O,O,X,X,X,X,X
ZLTOJIS,O,X,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,O,X,X,X
ZLTOSIJ,O,O,O,X,X,X,X,X
ZLTOSJI,O,O,O,X,X,X,X,X
ZLITJSO,O,X,X,O,O,X,X,X
ZLITJOS,O,X,O,O,O,X,X,X
ZLITSJO,O,O,X,X,O,X,X,X
ZLITSOJ,O,O,X,X,X,X,X,X
ZLITOJS,O,X,O,X,O,X,X,X
ZLITOSJ,O,O,O,X,X,X,X,X
ZLIJTSO,O,X,X,O,O,X,X,X
ZLIJTOS,O,X,O,O,O,X,X,X
ZLIJSTO,O,X,X,O,X,X,X,X
ZLIJSOT,O,X,X,O,X,X,X,X
ZLIJOTS,O,X,O,O,X,X,X,X
ZLIJOST,O,X,O,O,X,X,X,X
ZLISTJO,O,O,X,X,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,X,X
ZLISJTO,O,O,X,O,X,X,X,X
ZLISJOT,O,X,X,O,X,X,X,X
ZLISOTJ,O,O,X,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X
ZLIOTJS,O,X,O,X,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,X,X
ZLIOJTS,O,X,O,O,X,X,X,X
ZLIOJST,O,X,O,O,X,X,X,X
ZLIOSTJ,O,O,O,X,X,X,X,X
ZLIOSJT,O,O,O,X,X,X,X,X
ZLJTISO,O,O,X,O,O,X,X,X
ZLJTIOS,X,O,O,O,O,X,X,X
ZLJTSIO,O,O,X,O,O,X,X,X
ZLJTSOI,O,O,X,O,O,X,X,X
ZLJTOIS,O,O,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,O,X,X,X
ZLJITSO,O,O,X,O,O,X,X,X
ZLJITOS,O,O,O,O,O,X,X,X
ZLJISTO,O,O,X,O,X,X,X,X
ZLJISOT,O,O,X,O,X,X,X,X
ZLJIOTS,O,O,O,O,X,X,X,X
ZLJIOST,O,O,O,O,X,X,X,X
ZLJSTIO,O,O,X,O,X,X,X,X
ZLJSTOI,O,O,X,O,X,X,X,X
ZLJSITO,O,O,X,O,X,X,X,X
ZLJSIOT,O,O,X,O,X,X,X,X
ZLJSOTI,O,O,X,O,X,X,X,X
ZLJSOIT,O,O,X,O,X,X,X,X
ZLJOTIS,O,O,O,O,X,X,X,X
ZLJOTSI,O,O,O,O,X,X,X,X
ZLJOITS,O,O,O,O,X,X,X,X
ZLJOIST,O,O,O,O,X,X,X,X
ZLJOSTI,O,O,O,O,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X,X
ZLSTIJO,O,O,X,X,X,X,O,X
ZLSTIOJ,X,O,X,X,X,X,O,X
ZLSTJIO,O,O,X,X,X,X,O,X
ZLSTJOI,O,O,X,X,X,X,O,X
ZLSTOIJ,O,O,X,X,X,X,O,X
ZLSTOJI,O,O,X,X,X,X,O,X
ZLSITJO,O,O,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,X,X
ZLSIJTO,O,O,X,O,X,X,X,X
ZLSIJOT,O,O,X,O,X,X,X,X
ZLSIOTJ,O,O,X,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X
ZLSJTIO,O,O,X,O,X,X,X,X
ZLSJTOI,O,O,X,O,X,X,X,X
ZLSJITO,O,O,X,O,X,X,X,X
ZLSJIOT,O,O,X,O,X,X,X,X
ZLSJOTI,O,O,X,O,X,X,X,X
ZLSJOIT,O,O,X,O,X,X,X,X
ZLSOTIJ,O,O,X,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X
ZLSOJTI,O,O,X,O,X,X,X,X
ZLSOJIT,O,O,X,O,X,X,X,X
ZLOTIJS,O,X,O,X,X,X,X,X
ZLOTISJ,O,O,O,X,X,X,X,X
ZLOTJIS,O,X,O,O,X,X,X,X
ZLOTJSI,O,O,O,O,X,X,X,X
ZLOTSIJ,O,O,O,X,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X
ZLOITJS,O,X,O,X,X,X,X,X
ZLOITSJ,O,O,O,X,X,X,X,X
ZLOIJTS,O,X,O,O,X,X,X,X
