sequence,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBzgBRiBcoBFn?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKmBfnBxiBTlBFo?B0qB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoB/qBar?BzrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRiBcoBFmBXn?BzqB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoBTlByr?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRhB3iBcoB1r?BzqB
OJLZITS,O,X,O,X,O,X
OJLZIST,O,X,X,O,O,X
OJLZSTI,O,O,O,O,O,O
OJLZSIT,O,X,O,O,O,O
OJSTILZ,X,O,X,X,X,X
OJSTIZL,X,O,O,X,X,X
OJSTLIZ,O,O,O,X,X,X
OJSTLZI,O,O,O,X,X,X
OJSTZIL,O,O,O,X,X,X
OJSTZLI,O,O,O,X,X,X
OJSITLZ,X,O,X,X,X,X
OJSITZL,X,O,O,X,X,X
OJSILTZ,X,O,O,X,X,X
OJSILZT,X,X,O,X,O,X
OJSIZTL,X,X,O,X,O,X
OJSIZLT,X,X,O,X,O,X
OJSLTIZ,O,O,O,X,X,X
OJSLTZI,O,O,O,O,X,X
OJSLITZ,O,O,O,X,X,X
OJSLIZT,O,X,O,X,O,X
OJSLZTI,O,O,O,O,O,X
OJSLZIT,O,X,O,O,O,X
OJSZTIL,O,O,O,X,O,X
OJSZTLI,O,O,O,X,O,X
OJSZITL,X,X,O,X,O,X
OJSZILT,O,X,O,O,O,X
OJSZLTI,O,O,O,O,O,X
OJSZLIT,O,X,O,O,O,X
OJZTILS,O,X,O,X,O,O
OJZTISL,O,O,O,X,O,O
OJZTLIS,O,X,O,X,O,O
OJZTLSI,O,O,O,X,O,O
OJZTSIL,O,O,O,X,O,O
OJZTSLI,O,O,O,X,O,O
OJZITLS,O,X,O,X,O,X
OJZITSL,O,X,O,X,O,X
OJZILTS,O,X,O,X,O,X
OJZILST,O,X,X,O,O,X
OJZISTL,X,X,O,X,O,X
OJZISLT,O,X,O,O,O,X
OJZLTIS,O,X,O,X,O,O
OJZLTSI,O,O,O,O,O,O
OJZLITS,O,X,O,X,O,X
OJZLIST,O,X,X,O,O,X
OJZLSTI,O,O,O,O,O,O
OJZLSIT,O,X,O,O,O,O
OJZSTIL,O,O,O,X,O,O
OJZSTLI,O,O,O,X,O,O
OJZSITL,X,X,O,X,O,X
OJZSILT,O,X,O,O,O,O
OJZSLTI,O,O,O,O,O,O
OJZSLIT,O,X,O,O,O,O
OSTILJZ,O,O,X,X,X,X
OSTILZJ,O,O,X,X,X,X
OSTIJLZ,X,O,X,X,X,X
OSTIJZL,X,O,O,X,X,X
OSTIZLJ,O,O,O,X,X,X
OSTIZJL,O,O,O,X,X,X
OSTLIJZ,O,O,O,X,X,X
OSTLIZJ,O,O,O,X,X,X
OSTLJIZ,O,O,O,X,X,X
OSTLJZI,O,O,O,O,X,X
OSTLZIJ,O,O,O,O,X,X
OSTLZJI,O,O,O,O,X,X
OSTJILZ,X,O,X,X,X,X
OSTJIZL,X,O,O,X,X,X
OSTJLIZ,O,O,O,X,X,X
OSTJLZI,O,O,O,X,X,X
OSTJZIL,O,O,O,X,X,X
OSTJZLI,O,O,O,X,X,X
OSTZILJ,O,O,O,O,X,X
OSTZIJL,O,O,O,X,X,X
OSTZLIJ,O,O,O,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,O,O,X,X,X
OSTZJLI,O,O,O,X,X,X
OSITLJZ,O,O,X,X,X,X
OSITLZJ,O,O,X,X,X,X
OSITJLZ,X,O,X,X,X,X
OSITJZL,X,O,O,X,X,X
OSITZLJ,O,O,O,X,X,X
OSITZJL,O,O,O,X,X,X
OSILTJZ,O,O,O,X,X,X
OSILTZJ,O,O,O,X,X,X
OSILJTZ,O,O,O,X,X,X
OSILJZT,O,X,O,X,O,X
OSILZTJ,O,X,O,X,O,X
OSILZJT,O,X,O,X,O,X
OSIJTLZ,X,O,X,X,X,X
OSIJTZL,X,O,O,X,X,X
OSIJLTZ,X,O,O,X,X,X
OSIJLZT,X,X,O,X,O,X
OSIJZTL,X,X,O,X,O,X
OSIJZLT,X,X,O,X,O,X
OSIZTLJ,O,X,O,X,X,X
OSIZTJL,O,X,O,X,O,X
OSIZLTJ,O,X,O,X,O,X
OSIZLJT,O,X,O,X,O,X
OSIZJTL,X,X,O,X,O,X
OSIZJLT,O,X,O,X,O,X
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,O,O,O,X,X,X
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X
OSLTZIJ,O,O,O,O,X,X
OSLTZJI,O,O,O,O,X,X
OSLITJZ,O,O,O,X,X,X
OSLITZJ,O,O,O,X,X,X
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,X,O,X,O,X
OSLIZTJ,O,X,O,X,O,X
OSLIZJT,O,X,O,X,O,X
OSLJTIZ,O,O,O,X,X,X
OSLJTZI,O,O,O,O,X,X
OSLJITZ,O,O,O,X,X,X
OSLJIZT,O,X,O,X,O,X
OSLJZTI,O,O,O,O,O,X
OSLJZIT,O,X,O,O,O,X
OSLZTIJ,O,O,O,O,O,X
OSLZTJI,O,O,O,O,O,X
OSLZITJ,O,X,O,O,O,X
OSLZIJT,O,X,O,O,O,X
OSLZJTI,O,O,O,O,O,X
OSLZJIT,O,X,O,O,O,X
OSJTILZ,X,O,X,X,X,X
OSJTIZL,X,O,O,X,X,X
OSJTLIZ,O,O,O,X,X,X
OSJTLZI,O,O,O,X,X,X
OSJTZIL,O,O,O,X,X,X
OSJTZLI,O,O,O,X,X,X
OSJITLZ,X,O,X,X,X,X
OSJITZL,X,O,O,X,X,X
OSJILTZ,X,O,O,X,X,X
OSJILZT,X,X,O,X,O,X
OSJIZTL,X,X,O,X,O,X
OSJIZLT,X,X,O,X,O,X
OSJLTIZ,O,O,O,X,X,X
OSJLTZI,O,O,O,O,X,X
OSJLITZ,O,O,O,X,X,X
OSJLIZT,O,X,O,X,O,X
OSJLZTI,O,O,O,O,O,X
OSJLZIT,O,X,O,O,O,X
OSJZTIL,O,O,O,X,O,X
OSJZTLI,O,O,O,X,O,X
OSJZITL,X,X,O,X,O,X
OSJZILT,O,X,O,O,O,X
OSJZLTI,O,O,O,O,O,X
OSJZLIT,O,X,O,O,O,X
OSZTILJ,O,O,O,O,X,X
OSZTIJL,O,O,O,X,O,X
OSZTLIJ,O,O,O,O,O,X
OSZTLJI,O,O,O,O,O,X
OSZTJIL,O,O,O,X,O,X
OSZTJLI,O,O,O,X,O,X
OSZITLJ,O,X,O,O,X,X
OSZITJL,O,X,O,X,O,X
OSZILTJ,O,X,O,O,O,X
OSZILJT,O,X,O,O,O,X
OSZIJTL,X,X,O,X,O,X
OSZIJLT,O,X,O,O,O,X
OSZLTIJ,O,O,O,O,O,X
OSZLTJI,O,O,O,O,O,X
OSZLITJ,O,X,O,O,O,X
OSZLIJT,O,X,O,O,O,X
OSZLJTI,O,O,O,O,O,X
OSZLJIT,O,X,O,O,O,X
OSZJTIL,O,O,O,X,O,X
OSZJTLI,O,O,O,X,O,X
OSZJITL,X,X,O,X,O,X
OSZJILT,O,X,O,O,O,X
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,X,O,O,O,X
OZTILJS,O,X,O,X,O,O
OZTILSJ,O,X,X,X,O,O
OZTIJLS,O,X,O,X,O,O
OZTIJSL,O,O,O,X,O,O
OZTISLJ,O,O,O,X,X,O
OZTISJL,O,O,O,X,O,O
OZTLIJS,O,X,O,X,O,O
OZTLISJ,O,X,X,X,O,O
OZTLJIS,O,X,O,X,O,O
OZTLJSI,O,O,O,X,O,O
OZTLSIJ,O,O,O,X,O,O
OZTLSJI,O,O,O,X,O,O
OZTJILS,O,X,O,X,O,O
OZTJISL,O,O,O,X,O,O
OZTJLIS,O,X,O,X,O,O
OZTJLSI,O,O,O,X,O,O
OZTJSIL,O,O,O,X,O,O
OZTJSLI,O,O,O,X,O,O
OZTSILJ,O,O,O,X,X,O
OZTSIJL,O,O,O,X,O,O
OZTSLIJ,O,O,O,X,O,O
OZTSLJI,O,O,O,X,O,O
OZTSJIL,O,O,O,X,O,O
OZTSJLI,O,O,O,X,O,O
OZITLJS,O,X,O,X,O,X
OZITLSJ,O,X,X,X,O,X
OZITJLS,O,X,O,X,O,X
OZITJSL,O,X,O,X,O,X
OZITSLJ,O,X,O,X,X,X
OZITSJL,O,X,O,X,O,X
OZILTJS,O,X,O,X,O,X
OZILTSJ,O,X,X,X,O,X
OZILJTS,O,X,O,X,O,X
OZILJST,O,X,X,O,O,X
OZILSTJ,O,X,X,O,O,X
OZILSJT,O,X,X,O,O,X
OZIJTLS,O,X,O,X,O,X
OZIJTSL,O,X,O,X,O,X
OZIJLTS,O,X,O,X,O,X
OZIJLST,O,X,X,O,O,X
OZIJSTL,X,X,O,X,O,X
OZIJSLT,O,X,O,O,O,X
OZISTLJ,O,X,O,O,X,X
OZISTJL,X,X,O,X,O,X
OZISLTJ,O,X,O,O,O,X
OZISLJT,O,X,O,O,O,X
OZISJTL,X,X,O,X,O,X
OZISJLT,O,X,O,O,O,X
OZLTIJS,O,X,O,X,O,O
OZLTISJ,O,X,X,X,O,O
OZLTJIS,O,X,O,X,O,O
OZLTJSI,O,O,O,O,O,O
OZLTSIJ,O,O,O,O,O,O
OZLTSJI,O,O,O,O,O,O
OZLITJS,O,X,O,X,O,X
OZLITSJ,O,X,X,X,O,X
OZLIJTS,O,X,O,X,O,X
OZLIJST,O,X,X,O,O,X
OZLISTJ,O,X,X,O,O,X
OZLISJT,O,X,X,O,O,X
OZLJTIS,O,X,O,X,O,O
OZLJTSI,O,O,O,O,O,O
OZLJITS,O,X,O,X,O,X
OZLJIST,O,X,X,O,O,X
OZLJSTI,O,O,O,O,O,O
OZLJSIT,O,X,O,O,O,O
OZLSTIJ,O,O,O,O,O,O
OZLSTJI,O,O,O,O,O,O
OZLSITJ,O,X,O,O,O,X
OZLSIJT,O,X,O,O,O,O
OZLSJTI,O,O,O,O,O,O
OZLSJIT,O,X,O,O,O,O
OZJTILS,O,X,O,X,O,O
OZJTISL,O,O,O,X,O,O
OZJTLIS,O,X,O,X,O,O
OZJTLSI,O,O,O,X,O,O
OZJTSIL,O,O,O,X,O,O
OZJTSLI,O,O,O,X,O,O
OZJITLS,O,X,O,X,O,X
OZJITSL,O,X,O,X,O,X
OZJILTS,O,X,O,X,O,X
OZJILST,O,X,X,O,O,X
OZJISTL,X,X,O,X,O,X
OZJISLT,O,X,O,O,O,X
OZJLTIS,O,X,O,X,O,O
OZJLTSI,O,O,O,O,O,O
OZJLITS,O,X,O,X,O,X
OZJLIST,O,X,X,O,O,X
OZJLSTI,O,O,O,O,O,O
OZJLSIT,O,X,O,O,O,O
OZJSTIL,O,O,O,X,O,O
OZJSTLI,O,O,O,X,O,O
OZJSITL,X,X,O,X,O,X
OZJSILT,O,X,O,O,O,O
OZJSLTI,O,O,O,O,O,O
OZJSLIT,O,X,O,O,O,O
OZSTILJ,O,O,O,O,X,O
OZSTIJL,O,O,O,X,O,O
OZSTLIJ,O,O,O,O,O,O
OZSTLJI,O,O,O,O,O,O
OZSTJIL,O,O,O,X,O,O
OZSTJLI,O,O,O,X,O,O
OZSITLJ,O,X,O,O,X,X
OZSITJL,O,X,O,X,O,X
OZSILTJ,O,X,O,O,O,X
OZSILJT,O,X,O,O,O,O
OZSIJTL,X,X,O,X,O,X
OZSIJLT,O,X,O,O,O,O
OZSLTIJ,O,O,O,O,O,O
OZSLTJI,O,O,O,O,O,O
OZSLITJ,O,X,O,O,O,X
OZSLIJT,O,X,O,O,O,O
OZSLJTI,O,O,O,O,O,O
OZSLJIT,O,X,O,O,O,O
OZSJTIL,O,O,O,X,O,O
OZSJTLI,O,O,O,X,O,O
OZSJITL,X,X,O,X,O,X
OZSJILT,O,X,O,O,O,O
OZSJLTI,O,O,O,O,O,O
OZSJLIT,O,X,O,O,O,O
