sequence,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke0AJvhFlhB3iB?5oBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?arBGlBUqBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?crBesBClBTqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?asBGlBUqBTrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?cqBerBClBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeTBJvhFliB5oB?cqBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelAJvhF3iB5oB?0mBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelCJvhF5oBcqB?TmBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhF5oBFnB?GlBUqBTrBisB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke8FJvhF3iB5oB?1rBClB2vBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeVGJvhF3iB5oB?SqBzmB2wBUqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?zmBSqB2wBUqB
LISOZJT,O,O,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,O,X,O,X,O,O,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSJO,O,O,X,O,X,X,O,X,X,X,X,X
LIZTSOJ,O,O,X,O,X,X,O,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,X,X,O,X,X,X,X,X
LIZJTSO,O,O,O,O,O,O,O,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,O,O,O,O,O,O,X,X,X,X,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X,X,X
LIZJOTS,O,O,X,X,O,X,X,O,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,O,X,X,O,X,X,X,X,X
LIZSTOJ,O,O,X,O,X,X,O,X,X,X,X,X
LIZSJTO,O,O,O,O,O,O,O,X,X,X,X,X
LIZSJOT,X,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,O,O,X,X,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,O,X,O,X,X,X
LIZOJTS,O,O,X,O,O,X,X,X,X,X,X,X
LIZOJST,O,O,X,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,O,X,O,X,X,X
LIZOSJT,O,O,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,O,X,O,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,O,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTZS,O,X,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,O,X,O,X,X,X
LIOSJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,O,X,X,X,X,X
LIOSZJT,O,O,O,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,O,X,X,X,X,X
LIOZJTS,O,O,O,X,O,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,O,X,X,X,X,X
LIOZSJT,O,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,X,O,X,O,X,X,O,X,X,O,O,X
LJTISOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJTIZSO,X,X,O,O,X,O,O,X,X,O,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,O,X,X,O,X,X,O,O,X
LJTSIOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJTSZIO,X,X,X,X,X,X,O,X,X,O,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,O,O,X,O,O,X,X,O,X,X
LJTZIOS,X,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,X,X,O,O,X,O,O,X,X,O,X,X
LJTZSOI,X,X,X,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,O,X,X,O,X,X,O,O,X
LJITSOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJITZSO,X,X,O,O,X,O,O,X,X,O,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,X,O,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,X,O,X,X,O,O,X
LJISTOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJISZTO,O,X,X,X,X,X,O,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,O,O,X,O,O,X,X,O,X,X
LJIZTOS,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,O,O,X,O,O,X,X,X,X,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,O,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X,X,O
LJIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,X,X,X,X,X,X,O
LJIOSZT,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,X,O,X,X,O,O,X
LJSTIOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJSTZIO,O,X,X,X,X,X,O,X,X,O,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,X,X,O,O,X
LJSITOZ,X,X,X,O,X,X,X,X,X,X,O,X
LJSIZTO,O,X,X,X,X,X,O,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,X,O,O,X,X,O,X,X
LJZTIOS,X,X,X,X,X,X,X,O,X,X,X,X
LJZTSIO,O,X,O,O,X,O,O,X,X,O,X,X
LJZTSOI,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,O,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,O,O,X,O,O,X,X,O,X,X
LJZITOS,X,X,X,X,X,X,X,O,X,X,X,X
LJZISTO,O,X,O,O,X,O,O,X,X,X,X,X
LJZISOT,X,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,O,O,X,O,O,X,X,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,X,X,X,X
LJZSITO,O,X,O,O,X,O,O,X,X,X,X,X
LJZSIOT,X,X,X,X,X,O,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,O,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,O,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOTIZS,O,X,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOTSZI,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOITZS,O,X,O,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOISZT,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOSTZI,O,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,X,X,X,X,O
LJOSIZT,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,O,X,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,X,O,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,O,X,X,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,X,O,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,O,X,X,O,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSTZJIO,O,X,X,O,X,X,O,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X,O,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,X,O,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,X,X,O,X,X,X,X,X
LSITZOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSITOJZ,X,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSIJTZO,O,O,X,O,X,X,O,X,X,O,O,X
LSIJTOZ,X,X,X,O,X,X,X,X,X,X,O,X
LSIJZTO,O,X,X,X,X,X,O,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,X,X,O,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSIZJTO,O,O,X,O,O,X,O,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LSIZOJT,O,O,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,O,X,X,O,X,X,X,X,X
LSIOZJT,O,O,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,O,X,O,X,X,O,X,X,O,O,X
LSJTIOZ,X,X,X,O,X,X,X,X,X,X,O,X
LSJTZIO,O,X,X,X,X,X,O,X,X,O,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,O,X,X,O,X,X,O,O,X
LSJITOZ,X,X,X,O,X,X,X,X,X,X,O,X
LSJIZTO,O,X,X,X,X,X,O,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,O,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,O,X,X,X,X,X
LSJZIOT,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,O,X,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,O,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,O,X,X,O,X,X,X,X,X
LSZITOJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZIJTO,O,O,X,O,O,X,O,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZIOJT,O,O,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,O,X,O,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,O,O,X,O,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,O,X,X,O,X,X,X,X,X
LSZOIJT,O,O,X,X,O,X,X,X,X,X,X,X
LSZOJTI,O,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOTJIZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOTJZI,O,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOTZJI,O,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOIJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOIZJT,O,O,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,O,X,X,O,X,X,X,X,X
LSOZIJT,O,O,X,X,O,X,X,X,X,X,X,X
LSOZJTI,O,O,X,X,O,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,O,X,X,X,X,X,X,X
LZTIJSO,O,O,X,O,X,O,O,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,O,X,X,X,X
LZTISJO,O,O,X,O,X,X,O,X,X,X,X,X
LZTISOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,X,O,X,O,O,X,X,X,X,X
LZTJIOS,X,X,X,X,X,X,X,O,X,X,X,X
LZTJSIO,O,O,X,O,X,O,O,X,X,X,X,X
LZTJSOI,X,X,X,X,X,O,X,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,X,O,X,X,X,X
LZTJOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,O,O,X,O,X,X,O,X,X,X,X,X
LZTSIOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTSJIO,O,O,X,O,X,X,O,X,X,X,X,X
LZTSJOI,X,X,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,O,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,O,X,O,O,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,O,X,X,X,X
LZITSJO,O,O,X,O,X,X,O,X,X,X,X,X
LZITSOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,O,X,O,X,X,O,X,X,X,X,X
LZIJTSO,O,O,O,O,O,O,O,X,X,X,X,X
LZIJTOS,X,X,X,X,X,X,X,O,X,X,X,X
LZIJSTO,O,O,O,O,O,O,O,X,X,X,X,X
LZIJSOT,X,X,X,X,X,O,X,X,X,X,X,X
LZIJOTS,O,O,X,X,O,X,X,O,X,X,X,X
LZIJOST,O,O,X,X,O,X,X,X,X,X,X,X
LZISTJO,O,O,X,O,X,X,O,X,X,X,X,X
LZISTOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZISJTO,O,O,O,O,O,O,O,X,X,X,X,X
LZISJOT,X,X,X,X,X,O,X,X,X,X,X,X
LZISOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LZISOJT,O,O,X,X,O,O,X,X,X,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,X,O,X,X,O,X,O,X,X,X
LZIOJTS,O,O,X,O,O,X,X,X,X,X,X,X
LZIOJST,O,O,X,O,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,O,X,O,X,X,X
LZIOSJT,O,O,X,O,O,X,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,O,O,X,X,X,X,X
LZJTIOS,X,X,X,X,X,X,X,O,X,X,X,X
LZJTSIO,O,O,O,O,O,O,O,X,X,X,X,X
LZJTSOI,X,X,X,X,X,O,X,X,X,X,X,X
LZJTOIS,X,X,X,X,X,X,X,O,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,O,O,O,O,O,O,X,X,X,X,X
LZJITOS,X,X,X,X,X,X,X,O,X,X,X,X
LZJISTO,O,O,O,O,O,O,O,X,X,X,X,X
LZJISOT,X,X,X,X,X,O,X,X,X,X,X,X
LZJIOTS,O,O,X,X,O,X,X,O,X,X,X,X
LZJIOST,O,O,X,X,O,X,X,X,X,X,X,X
LZJSTIO,O,O,O,O,O,O,O,X,X,X,X,X
LZJSTOI,X,X,X,X,X,O,X,X,X,X,X,X
LZJSITO,O,O,O,O,O,O,O,X,X,X,X,X
LZJSIOT,X,X,X,X,X,O,X,X,X,X,X,X
LZJSOTI,X,X,X,X,X,O,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,O,X,X,X,X,X,X
LZJOTIS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X,X,X,X,X
LZJOITS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOIST,O,O,X,X,O,X,X,X,X,X,X,X
LZJOSTI,O,O,X,X,O,X,X,X,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X,X,X,X
LZSTIJO,O,O,X,O,X,X,O,X,X,X,X,X
LZSTIOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSTJIO,O,O,X,O,X,X,O,X,X,X,X,X
LZSTJOI,X,X,X,X,X,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSTOJI,X,X,X,X,X,X,X,X,X,X,X,X
LZSITJO,O,O,X,O,X,X,O,X,X,X,X,X
LZSITOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSIJTO,O,O,O,O,O,O,O,X,X,X,X,X
LZSIJOT,X,X,X,X,X,O,X,X,X,X,X,X
LZSIOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSIOJT,O,O,X,X,O,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,O,O,X,X,X,X,X
LZSJTOI,X,X,X,X,X,O,X,X,X,X,X,X
LZSJITO,O,O,O,O,O,O,O,X,X,X,X,X
LZSJIOT,X,X,X,X,X,O,X,X,X,X,X,X
LZSJOTI,X,X,X,X,X,O,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,O,X,X,X,X,X,X
LZSOTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X,X,X,X,X
LZSOITJ,O,O,X,O,X,X,O,X,X,X,X,X
LZSOIJT,O,O,X,X,O,O,X,X,X,X,X,X
LZSOJTI,O,O,X,X,O,O,X,X,X,X,X,X
LZSOJIT,O,O,X,X,O,O,X,X,X,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X,X,X,X
LZOTISJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X,X,X,X,X
LZOITSJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOIJTS,O,O,X,O,O,X,X,X,X,X,X,X
LZOIJST,O,O,X,O,O,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOISJT,O,O,X,O,O,X,X,X,X,X,X,X
LZOJTIS,O,O,X,O,O,X,X,X,X,X,X,X
LZOJTSI,O,O,X,O,O,X,X,X,X,X,X,X
LZOJITS,O,O,X,O,O,X,X,X,X,X,X,X
LZOJIST,O,O,X,O,O,X,X,X,X,X,X,X
LZOJSTI,O,O,X,O,O,X,X,X,X,X,X,X
LZOJSIT,O,O,X,O,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOSTJI,O,O,X,O,X,X,X,X,X,X,X,X
LZOSITJ,O,O,X,O,X,X,O,X,O,X,X,X
LZOSIJT,O,O,X,O,O,X,X,X,X,X,X,X
LZOSJTI,O,O,X,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,X,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTIJZS,O,X,O,X,X,X,X,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOTIZJS,O,X,X,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,O,X,X,X,X,X
