sequence,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hB6nBTjB/rB2x?BlpB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFmhBTjBxrB/pBqs?B0rB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFihBxrB/pBusBct?BzrB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFxhBTjB/rB0sBFs?BCqB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmBzhBXsBusBct?BlpB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmB3iBTsBurBct?BlpB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFymBGjBxrB/pBzs?B0rB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmBWnBTjB0sBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFKmBGjBRnB0sB/p?BzrB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFmhBSoBxrB/pB0r?BzsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTjBxrB/rB0sBCq?BFsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hBTjB2rBqsBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFThBSoB/sB0rBlp?BmsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hBSoB/rBTsBlp?BmsB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFxhBTjBmmBqsB0r?B/pB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFOmBTjBCnB0sBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTjBxmB/rB0sBCq?BFsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTmBxnBcsBCqBlr?BXtB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFOmB8mBTjBXsBqs?BlpB
IZOTSLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOLTJS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X
IZOLJST,X,O,O,X,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X
IZOLSTJ,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOLSJT,X,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
IZOJTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOJTSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
IZOJLTS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
IZOJLST,O,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,O,O,X
IZOJSTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
IZOJSLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
IZOSTLJ,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IZOSTJL,X,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
IZOSLTJ,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IZOSLJT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IZOSJTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
IZOSJLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
IOTLJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTJZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTJZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
IOTSLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTZLJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLJTZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJSTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZTS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
IOLJZST,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
IOLSTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLSTZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOLSJTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
IOLSZJT,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOLZTJS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLZJTS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLZJST,X,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X
IOLZSTJ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLZSJT,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJTZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
IOJLTSZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJLTZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJLSTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJLZTS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
IOJLZST,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
IOJSTLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSZTL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
IOJSZLT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
IOJZTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJZTSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
IOJZLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
IOJZLST,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
IOJZSTL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
IOJZSLT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
IOSTLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOSTLZJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSTJLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOSTJZL,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSTZLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSTZJL,X,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
IOSLTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOSLTZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSLJTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSLZJT,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
IOSJZLT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
IOSZTLJ,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSZTJL,X,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
IOSZLTJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSZLJT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSZJTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSZJLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
IOZTLJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
IOZTSLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLTJS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X
IOZLJST,X,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X
IOZLSTJ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZLSJT,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZJTSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
IOZJLTS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
IOZJLST,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
IOZJSTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
IOZJSLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
IOZSTLJ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSTJL,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSLJT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSJTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
IOZSJLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZJIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZJOI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZOJI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTZJIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTZJOIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZIJS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOZJSI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSZOJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITSOJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
