sequence,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFlhBziB5oB/rB2s?B0qB,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFThBmiB5oB0nBlq?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFiiB5oBFlB8qBzn?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFumB3iB5oBUlBys?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFCiBeoB5oBUlBXn?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlB6tBXoB0q?BlrB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlBXoB6tB0q?BlrB
ZTOILJS,X,O,O,O,O,O,O
ZTOILSJ,X,O,O,O,X,O,O
ZTOIJLS,X,O,O,O,O,O,O
ZTOIJSL,X,O,O,O,O,O,O
ZTOISLJ,X,O,O,O,O,O,O
ZTOISJL,X,O,O,O,O,O,O
ZTOLIJS,X,O,O,O,O,O,X
ZTOLISJ,X,O,O,O,X,O,X
ZTOLJIS,X,O,O,O,O,X,X
ZTOLJSI,X,O,O,O,O,X,X
ZTOLSIJ,X,O,O,O,O,X,X
ZTOLSJI,X,O,O,O,O,X,X
ZTOJILS,X,O,O,O,O,X,X
ZTOJISL,X,O,O,O,O,X,X
ZTOJLIS,X,O,O,O,O,X,X
ZTOJLSI,X,O,O,O,O,X,X
ZTOJSIL,X,O,O,O,O,X,X
ZTOJSLI,X,O,O,O,O,X,X
ZTOSILJ,X,O,O,O,O,X,O
ZTOSIJL,X,O,O,O,O,X,O
ZTOSLIJ,X,O,O,O,O,X,X
ZTOSLJI,X,O,O,O,O,X,X
ZTOSJIL,X,O,O,O,O,X,X
ZTOSJLI,X,O,O,O,O,X,X
ZITLJSO,O,O,X,O,O,O,O
ZITLJOS,O,O,O,O,O,O,O
ZITLSJO,O,O,X,O,X,O,O
ZITLSOJ,O,O,X,O,X,O,O
ZITLOJS,X,O,O,O,O,O,O
ZITLOSJ,X,O,O,O,X,O,O
ZITJLSO,O,O,X,O,O,O,O
ZITJLOS,O,O,O,O,O,O,O
ZITJSLO,O,O,X,O,O,O,O
ZITJSOL,O,O,O,O,O,O,O
ZITJOLS,O,O,O,O,O,O,O
ZITJOSL,O,O,O,O,O,O,O
ZITSLJO,O,O,O,O,X,O,O
ZITSLOJ,O,O,O,O,X,O,O
ZITSJLO,O,O,O,O,O,O,O
ZITSJOL,O,O,O,O,O,O,O
ZITSOLJ,O,O,O,O,X,O,O
ZITSOJL,O,O,O,O,O,O,O
ZITOLJS,X,O,O,O,O,O,O
ZITOLSJ,X,O,O,O,X,O,O
ZITOJLS,X,O,O,O,O,O,O
ZITOJSL,X,O,O,O,O,O,O
ZITOSLJ,X,O,O,O,X,O,O
ZITOSJL,X,O,O,O,O,O,O
ZILTJSO,O,O,X,O,X,O,O
ZILTJOS,O,O,X,O,X,O,O
ZILTSJO,O,O,X,O,X,O,O
ZILTSOJ,O,O,X,O,X,O,O
ZILTOJS,X,O,X,O,X,O,O
ZILTOSJ,X,O,X,O,X,O,O
ZILJTSO,O,O,X,O,X,O,X
ZILJTOS,O,O,X,O,X,O,X
ZILJSTO,O,O,X,O,X,O,X
ZILJSOT,O,O,X,X,X,X,O
ZILJOTS,O,O,O,X,X,O,X
ZILJOST,O,O,O,X,X,X,X
ZILSTJO,O,O,X,O,X,O,O
ZILSTOJ,O,O,X,O,X,O,O
ZILSJTO,O,O,X,O,X,O,X
ZILSJOT,O,O,X,X,X,X,O
ZILSOTJ,O,O,X,O,X,X,X
ZILSOJT,O,O,X,X,X,X,O
ZILOTJS,X,O,O,O,X,O,X
ZILOTSJ,X,O,X,O,X,O,X
ZILOJTS,O,O,O,X,X,O,X
ZILOJST,O,O,O,X,X,X,X
ZILOSTJ,O,O,O,O,X,X,X
ZILOSJT,O,O,O,X,X,X,X
ZIJTLSO,O,O,X,X,O,O,O
ZIJTLOS,O,O,X,X,O,O,O
ZIJTSLO,O,O,X,X,O,O,O
ZIJTSOL,O,O,X,X,O,O,O
ZIJTOLS,O,O,O,X,O,O,O
ZIJTOSL,O,O,X,X,O,O,O
ZIJLTSO,O,O,X,O,X,O,X
ZIJLTOS,O,O,X,O,X,O,X
ZIJLSTO,O,O,X,O,X,O,X
ZIJLSOT,O,O,X,X,X,X,O
ZIJLOTS,O,O,O,X,X,O,X
ZIJLOST,O,O,O,X,X,X,X
ZIJSTLO,O,O,X,X,X,X,O
ZIJSTOL,O,O,X,X,X,X,O
ZIJSLTO,O,O,X,X,X,O,X
ZIJSLOT,O,O,X,X,X,X,O
ZIJSOTL,O,O,X,X,X,X,O
ZIJSOLT,O,O,O,X,X,X,O
ZIJOTLS,O,O,O,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X
ZIJOLTS,O,O,O,X,X,O,X
ZIJOLST,O,O,O,X,X,X,X
ZIJOSTL,O,O,O,X,X,X,O
ZIJOSLT,O,O,O,X,X,X,O
ZISTLJO,O,O,O,X,X,O,O
ZISTLOJ,O,O,O,X,X,O,O
ZISTJLO,O,O,O,X,X,O,O
ZISTJOL,O,O,O,X,X,O,O
ZISTOLJ,O,O,O,X,X,O,O
ZISTOJL,O,O,O,X,X,O,O
ZISLTJO,O,O,O,O,X,O,O
ZISLTOJ,O,O,O,O,X,O,O
ZISLJTO,O,O,O,O,X,O,X
ZISLJOT,O,O,O,X,X,X,O
ZISLOTJ,O,O,O,O,X,X,X
ZISLOJT,O,O,O,X,X,X,O
ZISJTLO,O,O,O,X,X,X,O
ZISJTOL,O,O,O,X,X,X,O
ZISJLTO,O,O,O,X,X,O,X
ZISJLOT,O,O,O,X,X,X,O
ZISJOTL,O,O,O,X,X,X,O
ZISJOLT,O,O,O,X,X,X,O
ZISOTLJ,O,O,O,X,X,X,O
ZISOTJL,O,O,O,X,X,X,O
ZISOLTJ,O,O,O,X,X,X,X
ZISOLJT,O,O,O,X,X,X,O
ZISOJTL,O,O,O,X,X,X,O
ZISOJLT,O,O,O,X,X,X,O
ZIOTLJS,X,O,O,X,X,O,O
ZIOTLSJ,X,O,O,X,X,O,O
ZIOTJLS,X,O,O,X,X,O,O
ZIOTJSL,X,O,O,X,X,O,O
ZIOTSLJ,X,O,O,X,X,O,O
ZIOTSJL,X,O,O,X,X,O,O
ZIOLTJS,X,O,O,O,X,O,X
ZIOLTSJ,X,O,O,O,X,O,X
ZIOLJTS,O,O,O,X,X,O,X
ZIOLJST,O,O,O,X,X,X,X
ZIOLSTJ,O,O,O,O,X,X,X
ZIOLSJT,O,O,O,X,X,X,X
ZIOJTLS,O,O,O,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X
ZIOJLTS,O,O,O,X,X,O,X
ZIOJLST,O,O,O,X,X,X,X
ZIOJSTL,O,O,O,X,X,X,O
ZIOJSLT,O,O,O,X,X,X,O
ZIOSTLJ,O,O,O,X,X,X,O
ZIOSTJL,O,O,O,X,X,X,O
ZIOSLTJ,O,O,O,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,O
ZIOSJTL,O,O,O,X,X,X,O
ZIOSJLT,O,O,O,X,X,X,O
ZLTIJSO,O,O,X,O,X,O,O
ZLTIJOS,O,O,X,O,X,O,O
ZLTISJO,O,O,X,O,X,O,O
ZLTISOJ,O,O,X,O,X,O,O
ZLTIOJS,X,O,X,O,X,O,O
ZLTIOSJ,X,O,X,O,X,O,O
ZLTJISO,O,O,X,O,X,O,X
ZLTJIOS,O,O,X,O,X,O,X
ZLTJSIO,O,O,X,O,X,X,X
ZLTJSOI,O,O,X,O,X,X,X
ZLTJOIS,O,O,X,O,X,X,X
ZLTJOSI,O,O,X,O,X,X,X
ZLTSIJO,O,O,X,O,X,O,O
ZLTSIOJ,O,O,X,O,X,O,O
ZLTSJIO,O,O,X,O,X,X,X
ZLTSJOI,O,O,X,O,X,X,X
ZLTSOIJ,O,O,X,O,X,X,X
ZLTSOJI,O,O,X,O,X,X,X
ZLTOIJS,X,O,X,O,X,O,X
ZLTOISJ,X,O,X,O,X,O,X
ZLTOJIS,X,O,X,O,X,X,X
ZLTOJSI,X,O,X,O,X,X,X
ZLTOSIJ,X,O,X,O,X,X,X
ZLTOSJI,X,O,X,O,X,X,X
ZLITJSO,O,O,X,O,X,O,O
ZLITJOS,O,O,X,O,X,O,O
ZLITSJO,O,O,X,O,X,O,O
ZLITSOJ,O,O,X,O,X,O,O
ZLITOJS,X,O,X,O,X,O,O
ZLITOSJ,X,O,X,O,X,O,O
ZLIJTSO,O,O,X,O,X,O,X
ZLIJTOS,O,O,X,O,X,O,X
ZLIJSTO,O,O,X,O,X,O,X
ZLIJSOT,O,O,X,X,X,X,O
ZLIJOTS,O,O,O,X,X,O,X
ZLIJOST,O,O,O,X,X,X,X
ZLISTJO,O,O,X,O,X,O,O
ZLISTOJ,O,O,X,O,X,O,O
ZLISJTO,O,O,X,O,X,O,X
ZLISJOT,O,O,X,X,X,X,O
ZLISOTJ,O,O,X,O,X,X,X
ZLISOJT,O,O,X,X,X,X,O
ZLIOTJS,X,O,O,O,X,O,X
ZLIOTSJ,X,O,X,O,X,O,X
ZLIOJTS,O,O,O,X,X,O,X
ZLIOJST,O,O,O,X,X,X,X
ZLIOSTJ,O,O,O,O,X,X,X
ZLIOSJT,O,O,O,X,X,X,X
ZLJTISO,O,O,X,O,X,O,X
ZLJTIOS,O,O,X,O,X,O,X
ZLJTSIO,O,O,X,O,X,X,X
ZLJTSOI,O,O,X,O,X,X,X
ZLJTOIS,O,O,X,O,X,X,X
ZLJTOSI,O,O,X,O,X,X,X
ZLJITSO,O,O,X,O,X,O,X
ZLJITOS,O,O,X,O,X,O,X
ZLJISTO,O,O,X,O,X,O,X
ZLJISOT,O,O,X,X,X,X,X
ZLJIOTS,O,O,O,X,X,O,X
ZLJIOST,O,O,O,X,X,X,X
ZLJSTIO,O,O,X,O,X,X,X
ZLJSTOI,O,O,X,O,X,X,X
ZLJSITO,O,O,X,O,X,X,X
ZLJSIOT,O,O,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X
ZLJOTIS,O,O,O,X,X,X,X
ZLJOTSI,O,O,X,X,X,X,X
ZLJOITS,O,O,O,X,X,X,X
ZLJOIST,O,O,O,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,X
ZLJOSIT,O,O,O,X,X,X,X
ZLSTIJO,O,O,X,O,X,O,O
ZLSTIOJ,O,O,X,O,X,O,O
ZLSTJIO,O,O,X,O,X,X,X
ZLSTJOI,O,O,X,O,X,X,X
ZLSTOIJ,O,O,X,O,X,X,X
ZLSTOJI,O,O,X,O,X,X,X
ZLSITJO,O,O,X,O,X,O,O
ZLSITOJ,O,O,X,O,X,O,O
ZLSIJTO,O,O,X,O,X,O,X
ZLSIJOT,O,O,X,X,X,X,O
ZLSIOTJ,O,O,X,O,X,X,X
ZLSIOJT,O,O,X,X,X,X,O
ZLSJTIO,O,O,X,O,X,X,X
ZLSJTOI,O,O,X,O,X,X,X
ZLSJITO,O,O,X,O,X,X,X
ZLSJIOT,O,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X
ZLSOTIJ,O,O,X,O,X,X,X
ZLSOTJI,O,O,X,O,X,X,X
ZLSOITJ,O,O,X,O,X,X,X
ZLSOIJT,O,O,X,X,X,X,O
ZLSOJTI,O,O,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X
ZLOTIJS,X,O,O,O,X,O,X
ZLOTISJ,X,O,X,O,X,O,X
ZLOTJIS,X,O,O,O,X,X,X
ZLOTJSI,X,O,X,O,X,X,X
ZLOTSIJ,X,O,X,O,X,X,X
ZLOTSJI,X,O,X,O,X,X,X
ZLOITJS,X,O,O,O,X,O,X
ZLOITSJ,X,O,X,O,X,O,X
ZLOIJTS,O,O,O,X,X,O,X
ZLOIJST,O,O,O,X,X,X,X
ZLOISTJ,O,O,O,O,X,X,X
ZLOISJT,O,O,O,X,X,X,X
ZLOJTIS,O,O,O,X,X,X,X
ZLOJTSI,O,O,X,X,X,X,X
ZLOJITS,O,O,O,X,X,X,X
ZLOJIST,O,O,O,X,X,X,X
ZLOJSTI,O,O,X,X,X,X,X
ZLOJSIT,O,O,O,X,X,X,X
ZLOSTIJ,O,O,O,O,X,X,X
ZLOSTJI,O,O,O,O,X,X,X
ZLOSITJ,O,O,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,X,X,X,X
ZJTILSO,O,O,X,X,O,O,O
ZJTILOS,O,O,X,X,O,O,O
ZJTISLO,O,O,X,X,O,O,O
ZJTISOL,O,O,X,X,O,O,O
ZJTIOLS,O,O,O,X,O,O,O
ZJTIOSL,O,O,X,X,O,O,O
ZJTLISO,O,O,X,X,O,O,X
ZJTLIOS,O,O,X,X,O,O,X
ZJTLSIO,O,O,X,X,O,X,X
ZJTLSOI,O,O,X,X,O,X,X
ZJTLOIS,O,O,X,X,O,X,X
ZJTLOSI,O,O,X,X,O,X,X
ZJTSILO,O,O,X,X,O,X,O
ZJTSIOL,O,O,X,X,O,X,O
ZJTSLIO,O,O,X,X,O,X,X
ZJTSLOI,O,O,X,X,O,X,X
ZJTSOIL,O,O,X,X,O,X,X
ZJTSOLI,O,O,X,X,O,X,X
ZJTOILS,O,O,O,X,O,X,X
ZJTOISL,O,O,X,X,O,X,X
ZJTOLIS,O,O,O,X,O,X,X
ZJTOLSI,O,O,X,X,O,X,X
ZJTOSIL,O,O,X,X,O,X,X
ZJTOSLI,O,O,X,X,O,X,X
ZJITLSO,O,O,X,X,O,O,O
ZJITLOS,O,O,X,X,O,O,O
ZJITSLO,O,O,X,X,O,O,O
ZJITSOL,O,O,X,X,O,O,O
ZJITOLS,O,O,O,X,O,O,O
ZJITOSL,O,O,X,X,O,O,O
ZJILTSO,O,O,X,O,X,O,X
ZJILTOS,O,O,X,O,X,O,X
ZJILSTO,O,O,X,O,X,O,X
ZJILSOT,O,O,X,X,X,X,O
ZJILOTS,O,O,O,X,X,O,X
ZJILOST,O,O,O,X,X,X,X
ZJISTLO,O,O,X,X,X,X,O
ZJISTOL,O,O,X,X,X,X,O
ZJISLTO,O,O,X,X,X,O,X
ZJISLOT,O,O,X,X,X,X,O
ZJISOTL,O,O,X,X,X,X,O
ZJISOLT,O,O,O,X,X,X,O
ZJIOTLS,O,O,O,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,X
ZJIOLTS,O,O,O,X,X,O,X
ZJIOLST,O,O,O,X,X,X,X
ZJIOSTL,O,O,O,X,X,X,O
ZJIOSLT,O,O,O,X,X,X,O
ZJLTISO,O,O,X,O,X,O,X
ZJLTIOS,O,O,X,O,X,O,X
ZJLTSIO,O,O,X,O,X,X,X
ZJLTSOI,O,O,X,O,X,X,X
ZJLTOIS,O,O,X,O,X,X,X
ZJLTOSI,O,O,X,O,X,X,X
ZJLITSO,O,O,X,O,X,O,X
ZJLITOS,O,O,X,O,X,O,X
ZJLISTO,O,O,X,O,X,O,X
ZJLISOT,O,O,X,X,X,X,X
ZJLIOTS,O,O,O,X,X,O,X
ZJLIOST,O,O,O,X,X,X,X
ZJLSTIO,O,O,X,O,X,X,X
ZJLSTOI,O,O,X,O,X,X,X
ZJLSITO,O,O,X,O,X,X,X
ZJLSIOT,O,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X
ZJLOTIS,O,O,O,X,X,X,X
ZJLOTSI,O,O,X,X,X,X,X
ZJLOITS,O,O,O,X,X,X,X
ZJLOIST,O,O,O,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,X
ZJLOSIT,O,O,O,X,X,X,X
ZJSTILO,O,O,X,X,X,X,O
ZJSTIOL,O,O,X,X,X,X,O
ZJSTLIO,O,O,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,O
ZJSITOL,O,O,X,X,X,X,O
ZJSILTO,O,O,X,X,X,X,X
ZJSILOT,O,O,X,X,X,X,O
ZJSIOTL,O,O,X,X,X,X,O
ZJSIOLT,O,O,O,X,X,X,O
ZJSLTIO,O,O,X,X,X,X,X
ZJSLTOI,O,O,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,O
ZJSOILT,O,O,O,X,X,X,O
ZJSOLTI,O,O,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,X,X
ZJOTILS,O,O,O,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,X,X
ZJOTLSI,O,O,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X
ZJOITLS,O,O,O,X,X,X,X
ZJOITSL,O,O,X,X,X,X,X
ZJOILTS,O,O,O,X,X,X,X
ZJOILST,O,O,O,X,X,X,X
ZJOISTL,O,O,O,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,X
ZJOLTSI,O,O,X,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X
ZJOLIST,O,O,O,X,X,X,X
ZJOLSTI,O,O,X,X,X,X,X
ZJOLSIT,O,O,O,X,X,X,X
ZJOSTIL,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X
ZJOSILT,O,O,O,X,X,X,X
ZJOSLTI,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,X,X,X,X
ZSTILJO,O,O,O,X,X,O,O
ZSTILOJ,O,O,O,X,X,O,O
ZSTIJLO,O,O,O,X,X,O,O
ZSTIJOL,O,O,O,X,X,O,O
ZSTIOLJ,O,O,O,X,X,O,O
ZSTIOJL,O,O,O,X,X,O,O
ZSTLIJO,O,O,O,X,X,O,O
ZSTLIOJ,O,O,O,X,X,O,O
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X
ZSTLOIJ,O,O,O,X,X,X,X
ZSTLOJI,O,O,O,X,X,X,X
ZSTJILO,O,O,O,X,X,X,O
ZSTJIOL,O,O,O,X,X,X,O
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,X,X,X
ZSTJOLI,O,O,O,X,X,X,X
ZSTOILJ,O,O,O,X,X,X,O
ZSTOIJL,O,O,O,X,X,X,O
ZSTOLIJ,O,O,O,X,X,X,X
ZSTOLJI,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,X
ZSTOJLI,O,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,O,O
ZSITLOJ,O,O,O,X,X,O,O
ZSITJLO,O,O,O,X,X,O,O
ZSITJOL,O,O,O,X,X,O,O
ZSITOLJ,O,O,O,X,X,O,O
ZSITOJL,O,O,O,X,X,O,O
ZSILTJO,O,O,O,O,X,O,O
ZSILTOJ,O,O,O,O,X,O,O
ZSILJTO,O,O,O,O,X,O,X
ZSILJOT,O,O,O,X,X,X,O
ZSILOTJ,O,O,O,O,X,X,X
ZSILOJT,O,O,O,X,X,X,O
ZSIJTLO,O,O,O,X,X,X,O
ZSIJTOL,O,O,O,X,X,X,O
ZSIJLTO,O,O,O,X,X,O,X
ZSIJLOT,O,O,O,X,X,X,O
ZSIJOTL,O,O,O,X,X,X,O
ZSIJOLT,O,O,O,X,X,X,O
ZSIOTLJ,O,O,O,X,X,X,O
ZSIOTJL,O,O,O,X,X,X,O
ZSIOLTJ,O,O,O,X,X,X,X
ZSIOLJT,O,O,O,X,X,X,O
ZSIOJTL,O,O,O,X,X,X,O
ZSIOJLT,O,O,O,X,X,X,O
ZSLTIJO,O,O,O,O,X,O,O
ZSLTIOJ,O,O,O,O,X,O,O
ZSLTJIO,O,O,O,O,X,X,X
ZSLTJOI,O,O,O,O,X,X,X
ZSLTOIJ,O,O,O,O,X,X,X
ZSLTOJI,O,O,O,O,X,X,X
ZSLITJO,O,O,O,O,X,O,O
ZSLITOJ,O,O,O,O,X,O,O
ZSLIJTO,O,O,O,O,X,O,X
ZSLIJOT,O,O,O,X,X,X,O
ZSLIOTJ,O,O,O,O,X,X,X
ZSLIOJT,O,O,O,X,X,X,O
ZSLJTIO,O,O,O,O,X,X,X
ZSLJTOI,O,O,X,O,X,X,X
ZSLJITO,O,O,O,O,X,X,X
ZSLJIOT,O,O,O,X,X,X,X
ZSLJOTI,O,O,O,X,X,X,X
ZSLJOIT,O,O,O,X,X,X,X
ZSLOTIJ,O,O,O,O,X,X,X
ZSLOTJI,O,O,O,O,X,X,X
ZSLOITJ,O,O,O,O,X,X,X
ZSLOIJT,O,O,O,X,X,X,O
ZSLOJTI,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,X,X,X,X
ZSJTILO,O,O,O,X,X,X,O
ZSJTIOL,O,O,O,X,X,X,O
ZSJTLIO,O,O,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X
ZSJTOIL,O,O,O,X,X,X,X
ZSJTOLI,O,O,O,X,X,X,X
ZSJITLO,O,O,O,X,X,X,O
ZSJITOL,O,O,O,X,X,X,O
ZSJILTO,O,O,O,X,X,X,X
ZSJILOT,O,O,O,X,X,X,O
ZSJIOTL,O,O,O,X,X,X,O
ZSJIOLT,O,O,O,X,X,X,O
ZSJLTIO,O,O,O,X,X,X,X
ZSJLTOI,O,O,X,X,X,X,X
ZSJLITO,O,O,O,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,X
ZSJLOTI,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,X,X,X,X
ZSJOTIL,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X
ZSJOITL,O,O,O,X,X,X,O
ZSJOILT,O,O,O,X,X,X,O
ZSJOLTI,O,O,O,X,X,X,X
ZSJOLIT,O,O,O,X,X,X,X
ZSOTILJ,O,O,O,X,X,X,O
ZSOTIJL,O,O,O,X,X,X,O
ZSOTLIJ,O,O,O,X,X,X,X
ZSOTLJI,O,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,X
ZSOTJLI,O,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,X,O
ZSOITJL,O,O,O,X,X,X,O
ZSOILTJ,O,O,O,X,X,X,X
ZSOILJT,O,O,O,X,X,X,O
ZSOIJTL,O,O,O,X,X,X,O
ZSOIJLT,O,O,O,X,X,X,O
ZSOLTIJ,O,O,O,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X
ZSOLIJT,O,O,O,X,X,X,O
ZSOLJTI,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,X,X,X,X
ZSOJTIL,O,O,O,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,X,X,O
ZSOJILT,O,O,O,X,X,X,O
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,X
ZOTILJS,X,O,O,X,X,O,O
ZOTILSJ,X,O,O,X,X,O,O
ZOTIJLS,X,O,O,X,X,O,O
ZOTIJSL,X,O,O,X,X,O,O
ZOTISLJ,X,O,O,X,X,O,O
ZOTISJL,X,O,O,X,X,O,O
ZOTLIJS,X,O,O,X,X,O,X
ZOTLISJ,X,O,O,X,X,O,X
ZOTLJIS,X,O,O,X,X,X,X
ZOTLJSI,X,O,O,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,X
ZOTLSJI,X,O,O,X,X,X,X
ZOTJILS,X,O,O,X,X,X,X
ZOTJISL,X,O,O,X,X,X,X
ZOTJLIS,X,O,O,X,X,X,X
ZOTJLSI,X,O,O,X,X,X,X
ZOTJSIL,X,O,O,X,X,X,X
ZOTJSLI,X,O,O,X,X,X,X
ZOTSILJ,X,O,O,X,X,X,O
ZOTSIJL,X,O,O,X,X,X,O
ZOTSLIJ,X,O,O,X,X,X,X
ZOTSLJI,X,O,O,X,X,X,X
ZOTSJIL,X,O,O,X,X,X,X
ZOTSJLI,X,O,O,X,X,X,X
ZOITLJS,X,O,O,X,X,O,O
ZOITLSJ,X,O,O,X,X,O,O
ZOITJLS,X,O,O,X,X,O,O
ZOITJSL,X,O,O,X,X,O,O
ZOITSLJ,X,O,O,X,X,O,O
ZOITSJL,X,O,O,X,X,O,O
ZOILTJS,X,O,O,O,X,O,X
ZOILTSJ,X,O,O,O,X,O,X
ZOILJTS,O,O,O,X,X,O,X
ZOILJST,O,O,O,X,X,X,X
ZOILSTJ,O,O,O,O,X,X,X
ZOILSJT,O,O,O,X,X,X,X
ZOIJTLS,O,O,O,X,X,X,X
ZOIJTSL,O,O,X,X,X,X,X
ZOIJLTS,O,O,O,X,X,O,X
ZOIJLST,O,O,O,X,X,X,X
ZOIJSTL,O,O,O,X,X,X,O
ZOIJSLT,O,O,O,X,X,X,O
ZOISTLJ,O,O,O,X,X,X,O
ZOISTJL,O,O,O,X,X,X,O
ZOISLTJ,O,O,O,X,X,X,X
ZOISLJT,O,O,O,X,X,X,O
ZOISJTL,O,O,O,X,X,X,O
ZOISJLT,O,O,O,X,X,X,O
ZOLTIJS,X,O,O,O,X,O,X
ZOLTISJ,X,O,O,O,X,O,X
ZOLTJIS,X,O,O,O,X,X,X
ZOLTJSI,X,O,O,O,X,X,X
ZOLTSIJ,X,O,O,O,X,X,X
ZOLTSJI,X,O,O,O,X,X,X
ZOLITJS,X,O,O,O,X,O,X
ZOLITSJ,X,O,O,O,X,O,X
ZOLIJTS,O,O,O,X,X,O,X
ZOLIJST,O,O,O,X,X,X,X
ZOLISTJ,O,O,O,O,X,X,X
ZOLISJT,O,O,O,X,X,X,X
ZOLJTIS,O,O,O,X,X,X,X
ZOLJTSI,O,O,X,X,X,X,X
ZOLJITS,O,O,O,X,X,X,X
ZOLJIST,O,O,O,X,X,X,X
ZOLJSTI,O,O,X,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X
ZOLSTJI,O,O,O,O,X,X,X
ZOLSITJ,O,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X
ZOJTILS,O,O,O,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X
ZOJTLIS,O,O,O,X,X,X,X
ZOJTLSI,O,O,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,X
ZOJITLS,O,O,O,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X
ZOJILTS,O,O,O,X,X,X,X
ZOJILST,O,O,O,X,X,X,X
ZOJISTL,O,O,O,X,X,X,X
ZOJISLT,O,O,O,X,X,X,X
ZOJLTIS,O,O,O,X,X,X,X
ZOJLTSI,O,O,X,X,X,X,X
ZOJLITS,O,O,O,X,X,X,X
ZOJLIST,O,O,O,X,X,X,X
ZOJLSTI,O,O,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X
ZOJSILT,O,O,O,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X
