sequence,v115@vhHU7IvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJ3dB+tBtsByrBTkByuBRwB,v115@vhHO6I5fB0gBNqBKpBTtBSxBXrB,v115@vhH++IvfBMnB6tBdqBKpBzsBRwB,v115@vhHK6IMjBvlB+tBtsBTkByuBRwB,v115@vhH6+IUbBvfBToBdqBKpBWyBRwB,v115@vhHa+IOkBfoBzkBUrBFsBSyBxuB,v115@vhHT5IvfBMoBunBdqBKpBSyBRwB,v115@vhHT1IMjBifB+tBtsB3kByuBRwB,v115@vhH6+IsiBvfBToBdqBKpBWyBRwB,v115@vhHzBJ6oBcpB3lB+sBKtBlrBRvB,v115@vhHaHJTjB/pBUlBFmBWtBSwBxxB,v115@vhHOEJUjBRlBFnB3pBCrBSxBTtB,v115@vhHyFJfnBTjBKpBUqBFrBGtBRxB,v115@vhHG5IKaBvjBtnBKpBTtBUsBRqB,v115@vhHa9IfnBziBKpBUqBFrBGtBRxB,v115@vhHK9I0hB+kBNrBTlBSyBXsBxuB,v115@vhHT5IUbBvfBGjBdqBKpBSyBRwB,v115@vhH++I6tBTnB9rB3lBMpByxBRvB,v115@vhH66IKfBcqB3mB+tBTpBlsBRwB,v115@vhHT1I6kBKpBcqB3mB+tBlsBRwB,v115@vhH5+IejBfnBKpBUqBFrBSxBTtB,v115@vhHc+IfnBSoB2pBFrBSxBTtBxuB,v115@vhHa+IfoBOpB8pBzlBFsBSyBxvB,v115@vhHe+I3hBKkBznBdsBSyBUrBxuB,v115@vhHq6I5oBUhBtqBzkByxB3rB2uB,v115@vhHX5ITVBMjBKkB+tBtsByuBRwB,v115@vhH6DJ3hBZkBznBdsBSyBUrBWvB,v115@vhHyCJfmBKpBzmBUoBFqBWyBRwB,v115@vhHqAJzfBfoB2pBUrBFsBSyBxuB,v115@vhHSAJfoBOpB8pBzlBFsBSyBxvB,v115@vhH38IWmBTfBdsBypBSyBUrBxuB,v115@vhHi1IMfB5oBdlB+rBisB3qBTpB,v115@vhH01IvfBGjBznBdqBKpBSyBRwB,v115@vhHX5IMjBzfBKkB+tBtsByuBRwB,v115@vhH01IvfBCjBToBdqBKpBWyBRwB,v115@vhH01I+jBvfB6sBdqBKpBTtBRwB,v115@vhH5FJzhBfoB0kBKrB2uBFsBSyB,v115@vhHT5ItiBMoBRmBKqBOpBSyBXsB,v115@vhHe9IvfBMnB6tBdqBKpBzsBRwB,v115@vhHq7IMjBvlB+tBtsBTkByuBRwB,v115@vhHe9IvfBMoBTnBdqBKpBSyBRwB,v115@vhH+/IThBCoBdsBXlBSyBUrBxuB,v115@vhH+/IThBCoBdsB0lBSyB3pBxvB,v115@vhHS+IfmB5oBaqBdtBTpBWwBUsB,v115@vhH26IZkB8mBtpBznB3qBywBSyB,v115@vhHT4IMoBunBdsBXmBKpBSyBxvB,v115@vhHi6IMoB9lB3fBSyBxrB2vBTpB
IOJLSZT,O,X,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X,O
IOJLZTS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X
IOJLZST,X,O,X,O,O,O,O,X,X,O,O,O,X,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X,O
IOJSTLZ,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O
IOJSTZL,X,X,X,X,O,O,O,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
IOJSLTZ,O,X,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,O
IOJSLZT,O,X,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,X,O,O,O,X,X,O,O,X,O
IOJSZTL,X,O,X,X,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
IOJSZLT,O,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,O,X,X,O,O,X,O
IOJZTLS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X
IOJZTSL,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
IOJZLTS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X
IOJZLST,X,O,X,O,O,O,O,X,X,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X,O
IOJZSTL,X,O,X,X,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,O
IOJZSLT,X,O,X,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,X,O
IOSTLJZ,O,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,O
IOSTLZJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O
IOSTJLZ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O
IOSTJZL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
IOSTZLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
IOSTZJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
IOSLTJZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,X,O
IOSLTZJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,O
IOSLJTZ,O,X,X,O,O,X,O,X,O,X,X,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,O
IOSLJZT,O,X,O,O,O,X,O,X,O,X,O,O,O,X,O,O,X,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,O
IOSLZTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,O,O
IOSLZJT,O,X,O,O,O,X,O,O,O,X,O,O,O,X,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,O,O,O,X,X,O,O,O,O
IOSJTLZ,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O
IOSJTZL,X,X,X,X,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
IOSJLTZ,O,X,X,O,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,O
IOSJLZT,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,X,O,O,O,X,X,O,O,X,O
IOSJZTL,X,O,X,X,O,O,O,X,O,O,X,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,O,O,X,X,O
IOSJZLT,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,O,O,O,O,O,X,O
IOSZTLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O
IOSZTJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O
IOSZLTJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,O,O,O
IOSZLJT,O,X,O,O,O,X,O,X,X,X,O,O,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O,O,O,O,O,O,O,O,O
IOSZJTL,X,X,X,X,O,O,O,X,X,X,X,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,O,O,X,O,O
IOSZJLT,O,X,O,O,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O
IOZTLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
IOZTJLS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
IOZTJSL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O
IOZTSLJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
IOZTSJL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
IOZLTJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X
IOZLTSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X
IOZLJTS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
IOZLJST,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X,O,O,O,O
IOZLSTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,O,O,O
IOZLSJT,O,X,X,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O,X,O,O,O,O,O,O,O
IOZJTLS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,O,X
IOZJTSL,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O,X,O,O
IOZJLTS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
IOZJLST,X,O,X,O,O,X,O,O,X,X,O,X,X,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X,O,O,O,O
IOZJSTL,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,O,X,O,O
IOZJSLT,X,O,X,O,O,X,O,O,X,X,O,X,X,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,O,O,O,O,O,O,O,O,O
IOZSTLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O
IOZSTJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O
IOZSLTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,O
IOZSLJT,O,X,X,O,O,X,O,O,X,X,O,X,O,X,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,O,O,O,O,O,O
IOZSJTL,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,O,X,O,O
IOZSJLT,O,X,X,O,O,X,O,O,X,X,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,O,O,O,O,O,O,O,O,O
LTIJSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTISJZO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X
LTISJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTISZJO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LTISZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X
LTISOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTISOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X
LTIZJSO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZSJO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LTIZSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LTIZOJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIZOSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIOSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTIOZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTJISZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
LTSIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTSIZJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LTSIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTSIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LTSJIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
