sequence,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBVnBaoB5oBzp?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFOlBxiBFnBXoB0p?BSyB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnB6tBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFTjB/pBaqBFnBGt?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBxiBUnBFoBzp?BSyB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB/pBFnB6tBOq?BzsB,v115@BhB8GeB8HeC8DeA8BeD8MeOFJvhFxiBTkBFnBXoBSy?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhF5oBypBFnB8sBXq?BmsB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnB6tBzs?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFxiBypBFnB8sB+t?BXqB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFXiBTkBeqBFoB6t?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgB5oBUnBatBzp?BlsB,v115@BhB8GeB8HeC8DeA8BeD8MemCJvhF5oBikBFnBXlBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnBCtBTt?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnBCtBTt?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MexCJvhFikBFnBToBXlBWy?B0pB
LIJSTOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJZTOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LIJZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LIJZOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
LIJOSTZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJZO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LISTJOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LISTZJO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISTOZJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LISJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISZOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LISOTZJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTJSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZTOSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZJTSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZJOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZSTJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZSOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOTJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
LIZOTSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZOJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZOJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOSTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZOSJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOTSJZ,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X
LIOTSZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOTZJS,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X
LIOTZSJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOJTSZ,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X
LIOJTZS,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOJSTZ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOJZTS,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
LIOJZST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X
LIOSTZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOSJTZ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZTJS,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOZJTS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJTIZSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJTIOSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O
LJTIOZS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O
LJTSIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJTSZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LJTSOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJTSOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJTZISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTZIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJTZSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTZSOI,O,O,O,X,O,X,O,X,O,O,X,X,X,O,O,X
LJTZOIS,O,O,X,X,O,X,X,O,O,O,X,X,X,O,O,O
LJTZOSI,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O
LJTOISZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,O,O
LJTOIZS,X,O,O,X,O,X,X,X,O,X,X,X,O,O,O,O
LJTOSIZ,O,O,O,O,O,X,O,X,O,X,X,X,O,O,O,O
LJTOSZI,X,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O
LJTOZIS,X,O,O,X,O,X,X,O,O,O,X,X,O,O,O,O
LJTOZSI,X,O,O,X,O,X,O,X,O,O,X,X,X,O,O,O
LJITSZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJITZSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITOSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O
LJITOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LJISTZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJIZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LJIZOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
LJIOSTZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJSTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LJSTOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJSTOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJSITZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJSIZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSZTOI,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X
LJSZITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJSZOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSOTIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LJSOTZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LJSOITZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZTI,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LJSOZIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJZTSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJZTSOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LJZTOIS,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
LJZTOSI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
LJZITSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZITOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJZISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
LJZIOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZSTIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LJZSITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LJZSOIT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOTIS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O
LJZOTSI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O
LJZOITS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJZOIST,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJZOSTI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,X,X
LJZOSIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOTISZ,X,X,O,X,O,X,O,X,O,X,X,O,O,O,O,O
LJOTIZS,X,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
LJOTSIZ,X,O,O,O,O,X,O,X,O,X,X,O,O,O,O,O
LJOTSZI,X,O,O,O,O,X,O,X,O,X,X,O,X,O,O,O
LJOTZIS,X,O,O,X,O,X,X,O,O,O,X,O,O,O,O,O
LJOTZSI,X,O,O,X,O,X,O,X,O,O,X,O,X,O,O,O
LJOITSZ,X,X,O,X,O,X,O,X,O,X,X,O,O,X,X,O
LJOITZS,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O
LJOISTZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJOIZST,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOSTIZ,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,O
LJOSTZI,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,O
LJOSITZ,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LJOSIZT,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJOSZTI,X,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X
LJOSZIT,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJOZTIS,X,O,O,X,O,X,X,O,O,O,O,O,X,X,O,O
LJOZTSI,X,O,O,X,O,X,O,X,O,O,O,O,X,X,O,O
LJOZITS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJOZIST,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOZSTI,X,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X
LJOZSIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSTIJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSTIZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSTJZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LSTJOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LSTJOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LSTZIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSTZJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
LSTOIZJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
LSTOJZI,X,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
LSTOZIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LSTOZJI,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSITJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSITZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSITOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSIJZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSIZOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
LSIOTZJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIOJZT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJTIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSJTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LSJTOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LSJTOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LSJITZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJITOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSJIZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJZTOI,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X
LSJZITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LSJZOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSJOTIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LSJOTZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LSJOITZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZTI,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LSJOZIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZTIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZTOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LSZIOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSZJTIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZJITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LSZJOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZOTIJ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X
LSZOTJI,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LSZOITJ,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LSZOIJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSZOJTI,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LSZOJIT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOTIJZ,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LSOTIZJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOTJIZ,X,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X
LSOTJZI,X,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X
LSOTZIJ,X,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
LSOTZJI,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOITJZ,X,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LSOITZJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOIJTZ,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOIJZT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOIZTJ,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LSOIZJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOJTIZ,X,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X
LSOJTZI,X,O,O,O,O,O,O,X,X,X,X,O,X,O,X,X
LSOJITZ,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSOJIZT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOJZTI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X
LSOJZIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOZTIJ,X,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
LSOZTJI,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOZITJ,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LSOZIJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOZJTI,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOZJIT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
