sequence,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxgBXiBVqBUmB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhFUgBFhBXiBqpBmq?BzrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhF0gBxhBVqB3mB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZFJvhFzgBFiBOpBfsB6p?BUrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxhBllBcrBesBip?BXqB,v115@FhB8GeC8GeC8CeA8CeC8Je2EJvhFRgBFiBcqBKrBfs?BTpB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBOpBllBzpBir?BXsB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhFThBOnBKpBfqB0l?B1wB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhF0hBfqBllBOsBTr?BCqB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBKpBfqBllBOs?BTrB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBllBmpBirBTp?BXsB
JZTOLSI,O,X,O,X,O,X,O,X,X,X,X
JZTOSIL,O,X,O,O,X,X,O,X,X,X,X
JZTOSLI,O,X,O,O,X,X,O,X,X,X,X
JZITLSO,X,X,X,X,O,O,X,X,X,X,X
JZITLOS,X,X,O,X,O,X,X,X,X,X,X
JZITSLO,X,X,X,O,O,X,X,X,X,X,X
JZITSOL,X,X,O,O,X,X,X,X,X,X,X
JZITOLS,X,X,O,X,O,X,X,X,X,X,X
JZITOSL,X,X,O,O,X,X,X,X,X,X,X
JZILTSO,X,X,O,X,O,O,X,X,X,X,X
JZILTOS,X,X,O,X,O,X,X,X,X,X,X
JZILSTO,X,X,O,O,O,O,X,X,X,X,X
JZILSOT,X,X,X,O,O,O,X,X,X,X,X
JZILOTS,X,X,O,X,O,X,X,X,X,X,X
JZILOST,X,X,X,O,O,O,X,X,X,X,X
JZISTLO,X,X,X,O,O,X,X,X,X,X,X
JZISTOL,X,X,X,O,X,X,X,X,X,X,X
JZISLTO,X,X,X,O,O,O,X,X,X,X,X
JZISLOT,X,X,X,O,O,O,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,X,X,X,X,X
JZISOLT,X,X,X,O,X,X,X,X,X,X,X
JZIOTLS,X,X,O,X,O,X,X,X,X,X,X
JZIOTSL,X,X,O,O,X,X,X,X,X,X,X
JZIOLTS,X,X,O,X,O,X,X,X,X,X,X
JZIOLST,X,X,X,O,O,O,X,X,X,X,X
JZIOSTL,X,X,X,O,X,X,X,X,X,X,X
JZIOSLT,X,X,X,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,O,O,X,X,X,X,X
JZLTIOS,O,O,O,X,O,X,O,X,X,X,O
JZLTSIO,O,O,O,X,O,O,X,X,X,X,X
JZLTSOI,O,O,O,X,O,O,O,X,X,X,O
JZLTOIS,O,O,O,X,O,X,O,X,X,X,O
JZLTOSI,O,O,O,X,O,X,O,X,X,X,O
JZLITSO,X,O,O,X,O,O,X,X,X,X,X
JZLITOS,X,O,O,X,O,X,O,X,X,X,O
JZLISTO,X,O,O,O,O,O,X,X,X,X,X
JZLISOT,X,O,X,O,O,O,X,X,X,X,X
JZLIOTS,X,O,O,X,O,X,X,X,X,X,X
JZLIOST,X,O,X,O,O,O,X,X,X,X,X
JZLSTIO,O,O,O,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,O,O,O,O,X,X,X,O
JZLSITO,O,O,O,O,O,O,X,X,X,X,X
JZLSIOT,O,O,X,O,O,O,X,X,X,X,X
JZLSOTI,O,O,X,O,O,O,X,X,X,X,X
JZLSOIT,O,O,X,O,O,O,X,X,X,X,X
JZLOTIS,O,O,O,X,O,O,O,X,X,X,O
JZLOTSI,O,O,O,X,O,O,O,X,X,X,O
JZLOITS,X,O,O,X,O,O,X,X,X,X,X
JZLOIST,X,O,X,O,O,O,X,X,X,X,X
JZLOSTI,O,O,X,O,O,O,X,X,X,X,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X,X
JZSTILO,O,X,X,O,O,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,O,O,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,X,X
JZSTOLI,O,X,X,O,X,X,X,X,X,X,X
JZSITLO,X,X,X,O,O,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,O,O,X,X,X,X,X
JZSILOT,O,X,X,O,O,O,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,O,X,X,X,X,X
JZSLTOI,O,O,X,O,O,O,X,X,X,X,X
JZSLITO,O,O,X,O,O,O,X,X,X,X,X
JZSLIOT,O,O,X,O,O,O,X,X,X,X,X
JZSLOTI,O,O,X,O,O,O,X,X,X,X,X
JZSLOIT,O,O,X,O,O,O,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,X,X,X,X
JZSOTLI,O,X,X,O,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,X,X,X,X,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,X,O,O,X,X,X,X,X
JZOTISL,O,X,O,O,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,O,O,X,X,X,X,X
JZOTLSI,O,O,O,X,O,O,X,X,X,X,X
JZOTSIL,O,X,O,O,X,X,X,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X,X,X,X
JZOITLS,X,X,O,X,O,O,X,X,X,X,X
JZOITSL,X,X,O,O,X,X,X,X,X,X,X
JZOILTS,X,X,O,X,O,O,X,X,X,X,X
JZOILST,X,X,X,O,O,O,X,X,X,X,X
JZOISTL,X,X,X,O,X,X,X,X,X,X,X
JZOISLT,X,X,X,O,X,O,X,X,X,X,X
JZOLTIS,O,O,O,X,O,O,X,X,X,X,X
JZOLTSI,O,O,O,X,O,O,X,X,X,X,X
JZOLITS,X,O,O,X,O,O,X,X,X,X,X
JZOLIST,X,O,X,O,O,O,X,X,X,X,X
JZOLSTI,O,O,X,O,O,O,X,X,X,X,X
JZOLSIT,O,O,X,O,O,O,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X
JZOSILT,O,X,X,O,X,O,X,X,X,X,X
JZOSLTI,O,O,X,O,X,O,X,X,X,X,X
JZOSLIT,O,O,X,O,X,O,X,X,X,X,X
JOTILSZ,O,O,O,X,X,X,O,X,X,X,X
JOTILZS,O,O,O,X,X,X,O,X,X,X,X
JOTISLZ,O,O,X,X,X,X,O,X,X,X,X
JOTISZL,O,X,O,O,X,X,O,X,X,X,X
JOTIZLS,O,X,O,X,X,X,O,X,X,X,X
JOTIZSL,O,X,O,X,X,X,O,X,X,X,X
JOTLISZ,O,O,O,X,X,X,O,X,X,X,O
JOTLIZS,O,O,O,X,X,X,O,X,X,X,O
JOTLSIZ,O,O,O,X,X,X,O,X,X,X,O
JOTLSZI,O,O,O,X,X,X,O,X,X,X,O
JOTLZIS,O,O,O,X,X,X,O,X,X,X,O
JOTLZSI,O,O,O,X,X,X,O,X,X,X,O
JOTSILZ,O,O,X,X,X,X,O,X,X,X,X
JOTSIZL,O,X,O,O,X,X,O,X,O,X,X
JOTSLIZ,O,O,O,X,X,X,O,X,X,X,X
JOTSLZI,O,O,O,X,X,O,O,X,X,X,X
JOTSZIL,O,X,O,X,X,X,O,X,O,X,X
JOTSZLI,O,O,O,X,X,X,O,X,X,X,X
JOTZILS,O,X,O,X,X,X,O,X,X,X,X
JOTZISL,O,X,O,X,X,X,O,X,X,X,X
JOTZLIS,O,O,O,X,X,X,O,X,X,X,X
JOTZLSI,O,O,O,X,X,X,O,X,X,X,X
JOTZSIL,O,X,O,X,X,X,O,X,O,X,X
JOTZSLI,O,O,O,X,X,X,O,X,X,X,X
JOITLSZ,O,O,O,X,X,X,O,X,X,X,X
JOITLZS,O,O,O,X,X,X,O,X,X,X,X
JOITSLZ,O,O,X,X,X,X,O,X,X,X,X
JOITSZL,O,X,O,O,X,X,O,X,X,X,X
JOITZLS,O,X,O,X,X,X,O,X,X,X,X
JOITZSL,O,X,O,X,X,X,O,X,X,X,X
JOILTSZ,O,O,O,X,X,X,O,X,X,X,X
JOILTZS,O,O,O,X,O,X,O,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,O,X,X,X,X,X,X
JOILZTS,X,O,O,X,O,X,O,X,X,X,X
JOILZST,X,O,X,X,O,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,O,X,X,X,X
JOISTZL,O,X,O,O,X,X,O,X,O,X,X
JOISLTZ,O,O,O,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,O,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,X,O,X,O,X,X,X,X
JOIZTSL,X,X,O,O,X,X,O,X,X,X,X
JOIZLTS,X,X,O,X,O,X,X,X,X,X,X
JOIZLST,X,X,X,O,O,X,X,X,X,X,X
JOIZSTL,X,X,X,O,X,X,X,X,O,X,X
JOIZSLT,X,X,X,O,X,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,X,O,X,X,X,O
JOLTIZS,O,O,O,X,O,X,O,X,X,X,O
JOLTSIZ,O,O,O,X,X,X,O,X,X,X,O
JOLTSZI,O,O,O,X,X,X,O,X,X,X,O
JOLTZIS,O,O,O,X,O,X,O,X,X,X,O
JOLTZSI,O,O,O,X,O,X,O,X,X,X,O
JOLITSZ,O,O,O,X,X,X,O,X,X,X,X
JOLITZS,O,O,O,X,O,X,O,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X,X,X
JOLIZTS,X,O,O,X,O,X,O,X,X,X,X
JOLIZST,X,O,X,X,O,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,X,O,X,X,O,X
JOLSTZI,O,O,O,X,X,O,O,X,X,O,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,X,X,X
JOLSZTI,O,O,X,X,O,O,O,X,X,O,X
JOLSZIT,O,O,X,X,O,O,X,X,X,X,X
JOLZTIS,O,O,O,X,O,O,O,X,X,X,O
JOLZTSI,O,O,O,X,O,O,O,X,X,X,O
JOLZITS,X,O,O,X,O,O,O,X,X,X,X
JOLZIST,X,O,X,X,O,O,X,X,X,X,X
JOLZSTI,O,O,X,X,O,O,O,X,X,O,X
JOLZSIT,O,O,X,X,O,O,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,O,X,X,X,X
JOSTIZL,O,X,O,O,X,X,O,X,O,X,X
JOSTLIZ,O,O,O,X,X,X,O,X,X,X,X
JOSTLZI,O,O,O,X,X,O,O,X,X,X,X
JOSTZIL,O,X,O,X,X,X,O,X,O,X,X
JOSTZLI,O,O,O,X,X,X,O,X,X,X,X
JOSITLZ,O,O,X,X,X,X,O,X,X,X,X
JOSITZL,O,X,O,O,X,X,O,X,O,X,X
JOSILTZ,O,O,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,X,O,X,X
JOSIZLT,O,X,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,X,O,X,X,X,X
JOSLTZI,O,O,O,X,X,O,O,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,O,O,X,X,X,X
JOSLZIT,O,O,X,X,X,O,X,X,X,X,X
JOSZTIL,O,X,X,X,X,X,X,X,O,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,O,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,O,O,O,X,X,X,X
JOZTISL,O,X,O,O,X,X,O,X,X,X,X
JOZTLIS,O,O,O,X,O,O,O,X,X,X,X
JOZTLSI,O,O,O,X,O,O,O,X,X,X,X
JOZTSIL,O,X,O,O,X,X,O,X,O,X,X
JOZTSLI,O,O,O,O,X,X,O,X,X,X,X
JOZITLS,X,X,O,X,O,O,O,X,X,X,X
JOZITSL,X,X,O,O,X,X,O,X,X,X,X
JOZILTS,X,X,O,X,O,O,X,X,X,X,X
JOZILST,X,X,X,O,O,O,X,X,X,X,X
JOZISTL,X,X,X,O,X,X,X,X,O,X,X
JOZISLT,X,X,X,O,X,O,X,X,X,X,X
JOZLTIS,O,O,O,X,O,O,O,X,X,X,X
JOZLTSI,O,O,O,X,O,O,O,X,X,X,X
JOZLITS,X,O,O,X,O,O,O,X,X,X,X
JOZLIST,X,O,X,O,O,O,X,X,X,X,X
JOZLSTI,O,O,X,O,O,O,O,X,X,O,X
JOZLSIT,O,O,X,O,O,O,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,X,O,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,O,X,X
JOZSILT,O,X,X,O,X,O,X,X,X,X,X
JOZSLTI,O,O,X,O,X,O,X,X,X,X,X
JOZSLIT,O,O,X,O,X,O,X,X,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,O,X,X,X,X,X
STILZOJ,O,O,X,O,X,O,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,O,X,X,O,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,X,X,X
STIJZOL,O,X,O,O,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,O,X,X,X,X,O,X,X
STIZLJO,O,O,X,O,X,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,X,X,X
STIZOLJ,O,X,O,O,X,X,X,X,O,X,X
STIZOJL,O,X,X,O,X,X,X,X,O,X,X
STIOLJZ,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X,X,O,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,O,X,X
STIOZLJ,O,X,O,O,X,X,X,X,O,X,X
STIOZJL,O,X,X,O,X,X,X,X,O,X,X
STLIJZO,O,O,O,O,X,X,X,O,X,X,X
STLIJOZ,O,O,O,X,X,X,X,O,X,X,X
STLIZJO,O,O,O,O,X,O,X,O,X,X,X
STLIZOJ,O,O,O,O,X,O,X,O,X,X,X
STLIOJZ,O,X,O,X,X,X,X,O,X,X,X
STLIOZJ,O,O,O,X,X,O,X,O,O,X,X
STLJIZO,O,O,O,O,X,X,X,O,X,X,X
STLJIOZ,O,O,O,X,X,X,X,O,X,X,X
STLJZIO,O,O,O,X,X,O,X,O,X,X,X
STLJZOI,O,O,O,X,X,O,O,O,X,X,O
STLJOIZ,O,O,O,X,X,X,X,O,X,X,O
STLJOZI,O,O,O,X,X,O,X,O,X,X,O
STLZIJO,O,O,O,X,X,O,X,O,X,X,X
STLZIOJ,O,O,O,X,X,O,X,O,X,X,X
STLZJIO,O,O,O,X,X,O,X,O,X,X,X
STLZJOI,O,O,O,X,X,O,O,O,X,X,O
STLZOIJ,O,O,O,X,X,O,X,O,X,X,X
STLZOJI,O,X,O,X,X,O,O,O,X,X,X
STLOIJZ,O,X,O,X,X,X,X,O,X,X,X
STLOIZJ,O,O,O,X,X,O,X,O,O,X,X
STLOJIZ,O,X,O,X,X,X,O,O,X,X,X
STLOJZI,O,X,O,X,X,O,O,O,X,X,X
STLOZIJ,O,O,O,X,X,O,X,O,O,X,X
STLOZJI,O,X,O,X,X,O,O,O,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,O,X,X,X,X,O,X,X
STJLIZO,O,O,O,O,X,X,X,O,X,X,X
STJLIOZ,O,O,O,X,X,X,X,O,X,X,X
STJLZIO,O,O,O,X,X,O,X,O,X,X,X
STJLZOI,O,O,O,X,X,O,O,O,X,X,O
STJLOIZ,O,O,O,X,X,X,X,O,X,X,O
STJLOZI,O,O,O,X,X,O,X,O,X,X,O
STJZILO,O,X,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,O,X,X,X,X
STJZOIL,O,X,O,X,X,X,O,X,X,X,X
STJZOLI,O,X,O,X,X,X,O,X,X,X,X
STJOILZ,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,O,X,X,X,X,O,X,X
STJOLIZ,O,O,O,X,X,X,X,O,X,X,X
STJOLZI,O,O,O,X,X,O,X,O,X,X,X
STJOZIL,O,X,O,X,X,X,X,X,O,X,X
STJOZLI,O,X,O,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X,X
STZIOLJ,O,X,O,O,X,X,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,O,X,X,O,X,X,X,X,X
STZLIOJ,O,O,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,X
STZLJOI,O,X,O,X,X,O,X,X,X,X,X
STZLOIJ,O,O,O,X,X,O,X,X,X,X,X
STZLOJI,O,X,O,X,X,O,X,X,X,X,X
STZJILO,O,X,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,O,X,X,X,X
STZJOIL,O,X,O,X,X,X,O,X,X,X,X
STZJOLI,O,X,O,X,X,X,O,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,X,O,X,X
STZOIJL,O,X,X,X,X,X,X,X,O,X,X
STZOLIJ,O,X,O,X,X,O,X,X,O,X,X
STZOLJI,O,X,O,X,X,O,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,O,X,O,X,X
STZOJLI,O,X,X,X,X,X,O,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,X,X,O,X,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,O,X,X
STOIZLJ,O,X,O,O,X,X,X,X,O,X,X
STOIZJL,O,X,X,O,X,X,X,X,O,X,X
STOLIJZ,O,X,O,X,X,X,X,O,X,X,X
STOLIZJ,O,O,O,X,X,O,X,O,O,X,X
STOLJIZ,O,X,O,X,X,X,O,O,X,X,X
STOLJZI,O,X,O,X,X,O,O,O,X,X,X
STOLZIJ,O,O,O,X,X,O,X,O,O,X,X
STOLZJI,O,X,O,X,X,O,O,O,X,X,X
STOJILZ,O,X,X,X,X,X,O,X,X,X,X
STOJIZL,O,X,X,O,X,X,O,X,O,X,X
STOJLIZ,O,O,X,X,X,X,O,O,X,X,X
STOJLZI,O,O,X,X,X,O,O,O,X,X,X
STOJZIL,O,X,X,X,X,X,O,X,O,X,X
STOJZLI,O,X,X,X,X,X,O,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,X,O,X,X
STOZIJL,O,X,X,X,X,X,X,X,O,X,X
STOZLIJ,O,X,O,X,X,O,X,X,O,X,X
STOZLJI,O,X,O,X,X,O,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,O,X,O,X,X
STOZJLI,O,X,X,X,X,X,O,X,X,X,X
SITLJZO,O,O,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,X,O,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,O,X,X,O,X,X
SITJLZO,O,O,X,O,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,X,X,X
SITJZOL,O,X,O,O,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,O,O,X,X,X,X,O,X,X
SITZLJO,O,O,X,O,X,X,X,X,X,X,X
SITZLOJ,O,O,X,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,X,X,X
SITZOLJ,O,X,O,O,X,X,X,X,O,X,X
SITZOJL,O,X,X,O,X,X,X,X,O,X,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,O,X,X,O,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,O,X,X
SITOZLJ,O,X,O,O,X,X,X,X,O,X,X
SITOZJL,O,X,X,O,X,X,X,X,O,X,X
SILTJZO,O,O,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X,X
SILTZJO,O,O,O,O,X,O,X,X,X,X,X
SILTZOJ,O,O,O,O,X,O,X,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,X,X,O,X,X,O,X,X
SILJTZO,O,O,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,O,O,X,X,X,X,X,X
SILJZOT,O,O,X,O,O,X,X,X,X,X,X
SILJOTZ,O,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,O,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,O,X,X,X,X,X
SILZTOJ,O,O,O,O,X,O,X,X,X,X,X
SILZJTO,O,O,O,O,X,O,X,X,X,X,X
SILZJOT,O,O,X,O,X,O,X,X,X,X,X
SILZOTJ,O,O,O,O,X,O,X,X,X,X,X
SILZOJT,X,O,X,O,X,O,X,X,X,X,X
SILOTJZ,O,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,O,X,X,O,X,X
SILOJTZ,O,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,O,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,O,X,X,O,X,X
SILOZJT,X,O,X,X,X,O,X,X,X,X,X
SIJTLZO,O,O,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X,X
SIJTZOL,O,X,O,O,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,O,X,X,X,X,O,X,X
SIJLTZO,O,O,O,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,O,O,O,X,X,X,X,X,X
SIJLZOT,O,O,X,O,O,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X,X,X
SIJZTLO,X,X,X,O,O,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,O,X,X,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,O,X,X,X,X,O,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,O,X,X
SIJOZLT,O,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,O,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,X,X,X,X,X,X,X
SIZTJOL,O,X,X,O,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,X,X,O,X,X
SIZTOJL,O,X,X,O,X,X,X,X,O,X,X
SIZLTJO,O,O,X,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,X,X,X,X,X,X,X
SIZLJOT,O,O,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,X,X,X,X,X,X,X
SIZLOJT,X,O,X,O,X,X,X,X,X,X,X
SIZJTLO,X,X,X,O,X,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,O,X,X
SIZOTJL,X,X,X,O,X,X,X,X,O,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,O,X,X
SIZOLJT,X,X,X,O,X,X,X,X,X,X,X
SIZOJTL,X,X,X,O,X,X,X,X,O,X,X
SIZOJLT,X,X,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,O,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,O,X,X
SIOTZLJ,O,O,X,O,X,X,X,X,O,X,X
SIOTZJL,O,X,X,O,X,X,X,X,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,O,X,X,O,X,X
SIOLJTZ,O,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,O,X,X,O,X,X
SIOLZJT,X,O,X,X,X,O,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,O,X,X
SIOJLTZ,O,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,O,X,X
SIOJZLT,O,X,X,O,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,O,X,X
