sequence,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF8lBzhBunB/pBaq?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhFigBRiB3lBGnB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhF8lBRiBypBGnBlr?BXqB,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF0hBliBTkBmlBXq?BCsB,v115@GhA8HeB8HeC8BeB8AeD8JeOEJvhFxgBliBqpBTlB/r?BUsB,v115@GhA8HeB8HeC8BeB8AeD8JeiAJvhFRiBTkB3lBGnBlr?B0pB,v115@GhA8HeB8HeC8BeB8AeD8Jei/IvhFzhBunBRlB3lB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeKEJvhFRhBunBFlBXmB8r?BzpB
JOLTISZ,X,X,O,O,O,X,X,X
JOLTIZS,X,X,O,O,O,X,X,X
JOLTSIZ,X,X,O,O,O,X,X,X
JOLTSZI,X,X,O,O,O,X,X,X
JOLTZIS,X,X,O,O,O,X,X,X
JOLTZSI,X,X,O,O,O,X,X,O
JOLITSZ,X,X,O,O,O,X,X,X
JOLITZS,X,X,O,O,O,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X
JOLISZT,X,X,X,O,O,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,O,O,X,X,X
JOLSTIZ,X,X,O,O,O,O,X,X
JOLSTZI,X,X,O,O,O,O,X,X
JOLSITZ,X,X,O,O,O,O,X,X
JOLSIZT,X,X,X,O,O,X,X,X
JOLSZTI,X,X,O,O,O,O,X,X
JOLSZIT,X,X,X,O,O,X,X,X
JOLZTIS,X,X,O,O,O,X,X,X
JOLZTSI,X,X,O,O,O,X,X,O
JOLZITS,X,X,O,O,O,X,X,X
JOLZIST,X,X,X,O,O,X,X,O
JOLZSTI,X,X,O,O,O,X,X,O
JOLZSIT,X,X,X,O,O,X,X,O
JOSTILZ,O,X,X,O,O,O,X,X
JOSTIZL,O,X,X,O,O,O,X,X
JOSTLIZ,O,X,X,O,O,O,X,X
JOSTLZI,O,X,X,O,O,O,X,X
JOSTZIL,O,X,X,O,X,O,X,X
JOSTZLI,O,X,X,O,X,O,X,X
JOSITLZ,X,X,X,O,O,X,X,X
JOSITZL,X,X,X,O,O,X,X,X
JOSILTZ,X,X,X,O,O,O,X,X
JOSILZT,X,O,X,O,O,X,X,X
JOSIZTL,O,O,X,O,O,X,X,X
JOSIZLT,X,O,X,O,O,X,X,X
JOSLTIZ,O,X,X,O,O,O,X,X
JOSLTZI,O,X,X,O,O,O,X,X
JOSLITZ,X,X,X,O,O,O,X,X
JOSLIZT,O,O,X,O,O,X,X,X
JOSLZTI,O,O,X,O,O,O,X,X
JOSLZIT,O,O,X,O,O,X,X,X
JOSZTIL,O,O,X,O,O,X,X,X
JOSZTLI,O,O,X,O,O,X,X,X
JOSZITL,O,O,X,O,O,X,X,X
JOSZILT,X,O,X,O,O,X,X,X
JOSZLTI,O,O,X,O,O,O,X,X
JOSZLIT,O,O,X,O,O,X,X,X
JOZTILS,O,X,X,O,X,X,O,X
JOZTISL,O,O,X,O,X,X,O,X
JOZTLIS,O,X,X,O,O,X,O,X
JOZTLSI,O,X,X,O,O,X,O,X
JOZTSIL,O,O,X,O,O,X,O,X
JOZTSLI,O,O,X,O,O,X,O,X
JOZITLS,O,X,X,O,X,X,O,X
JOZITSL,O,O,X,O,X,X,O,X
JOZILTS,X,X,X,O,X,X,O,X
JOZILST,X,O,X,O,X,X,X,O
JOZISTL,X,O,X,O,X,X,X,X
JOZISLT,X,O,X,O,X,X,X,O
JOZLTIS,X,X,O,O,O,X,O,X
JOZLTSI,X,X,O,O,O,X,O,O
JOZLITS,X,X,O,O,O,X,O,X
JOZLIST,X,O,X,O,X,X,X,O
JOZLSTI,X,O,O,O,O,X,X,O
JOZLSIT,X,O,X,O,X,X,X,O
JOZSTIL,O,O,X,O,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X
JOZSILT,X,O,X,O,X,X,X,O
JOZSLTI,O,O,X,O,X,O,X,O
JOZSLIT,O,O,X,O,X,X,X,O
STILJZO,O,O,O,X,O,O,X,X
STILJOZ,O,O,O,X,O,O,O,X
STILZJO,O,O,X,X,O,X,X,X
STILZOJ,O,O,X,X,O,X,X,X
STILOJZ,O,X,O,X,O,O,O,X
STILOZJ,O,O,X,X,O,X,X,X
STIJLZO,O,O,O,O,O,O,X,X
STIJLOZ,O,O,O,O,O,O,O,X
STIJZLO,O,O,O,O,O,O,X,X
STIJZOL,O,O,X,O,O,O,X,X
STIJOLZ,O,O,X,O,O,O,O,X
STIJOZL,O,O,X,O,O,O,X,X
STIZLJO,O,O,X,X,O,X,X,X
STIZLOJ,O,O,X,X,O,X,X,X
STIZJLO,O,O,X,X,O,X,X,X
STIZJOL,O,O,X,X,O,X,X,X
STIZOLJ,O,O,X,X,O,X,X,X
STIZOJL,O,O,X,X,O,X,X,X
STIOLJZ,O,X,X,O,O,O,O,X
STIOLZJ,O,O,X,X,O,X,X,X
STIOJLZ,O,X,X,O,O,O,O,X
STIOJZL,O,X,X,O,O,O,X,X
STIOZLJ,O,O,X,X,O,X,X,X
STIOZJL,O,O,X,O,O,X,X,X
STLIJZO,O,O,O,O,O,O,X,X
STLIJOZ,O,O,O,O,O,O,X,X
STLIZJO,O,O,X,O,O,X,X,X
STLIZOJ,O,O,X,O,O,X,X,X
STLIOJZ,O,X,O,O,O,O,X,X
STLIOZJ,O,O,X,O,O,X,X,X
STLJIZO,O,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,O,O,X,X
STLJZIO,O,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,O,X,X
STLJOIZ,O,O,O,O,O,O,X,X
STLJOZI,O,O,O,O,O,O,X,X
STLZIJO,O,O,X,O,O,X,X,X
STLZIOJ,O,O,X,O,O,X,X,X
STLZJIO,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,O,X,X
STLZOIJ,O,O,X,O,O,X,X,X
STLZOJI,O,O,O,O,O,O,X,X
STLOIJZ,O,X,O,O,O,O,X,X
STLOIZJ,O,O,X,O,O,X,X,X
STLOJIZ,O,O,O,O,O,O,X,X
STLOJZI,O,O,O,O,O,O,X,X
STLOZIJ,O,O,X,O,O,X,X,X
STLOZJI,O,O,O,O,O,O,X,X
STJILZO,O,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,O,O,O,X
STJIZLO,O,O,O,O,O,O,X,X
STJIZOL,O,O,X,O,O,O,X,X
STJIOLZ,O,O,X,O,O,O,O,X
STJIOZL,O,O,X,O,O,O,X,X
STJLIZO,O,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,O,O,X,X
STJLZIO,O,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,O,O,X,X
STJLOIZ,O,O,O,O,O,O,X,X
STJLOZI,O,O,O,O,O,O,X,X
STJZILO,O,O,O,O,O,O,O,X
STJZIOL,O,O,X,O,O,O,O,X
STJZLIO,O,O,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,O,O,X
STJZOIL,O,O,X,O,O,O,O,X
STJZOLI,O,O,X,O,O,O,O,X
STJOILZ,O,O,X,O,O,O,O,X
STJOIZL,O,O,X,O,O,O,X,X
STJOLIZ,O,O,X,O,O,O,X,X
STJOLZI,O,O,X,O,O,O,X,X
STJOZIL,O,O,X,O,X,O,O,X
STJOZLI,O,O,X,O,X,O,O,X
STZILJO,O,O,X,X,O,X,O,X
STZILOJ,O,O,X,X,O,X,O,X
STZIJLO,O,O,X,X,O,X,O,X
STZIJOL,O,O,X,X,O,X,O,X
STZIOLJ,O,O,X,X,O,X,O,X
STZIOJL,O,O,X,X,O,X,O,X
STZLIJO,O,O,X,X,O,X,O,X
STZLIOJ,O,O,X,X,O,X,O,X
STZLJIO,O,O,O,X,O,O,O,X
STZLJOI,O,O,O,X,O,O,O,X
STZLOIJ,O,O,X,X,O,X,O,X
STZLOJI,O,O,O,X,O,O,O,X
STZJILO,O,O,O,O,O,O,O,X
STZJIOL,O,O,X,O,O,O,O,X
STZJLIO,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,X
STZJOIL,O,O,X,O,O,O,O,X
STZJOLI,O,O,X,O,O,O,O,X
STZOILJ,O,O,X,X,O,X,O,X
STZOIJL,O,O,X,O,O,X,O,X
STZOLIJ,O,O,X,X,O,X,O,X
STZOLJI,O,O,X,X,O,O,O,X
STZOJIL,O,O,X,O,O,O,O,X
STZOJLI,O,O,X,O,O,O,O,X
STOILJZ,O,X,X,O,O,O,O,X
STOILZJ,O,O,X,O,O,X,X,X
STOIJLZ,O,X,X,O,O,O,O,X
STOIJZL,O,X,X,O,O,O,X,X
STOIZLJ,O,O,X,X,O,X,X,X
STOIZJL,O,O,X,O,O,X,X,X
STOLIJZ,O,X,X,O,O,O,X,X
STOLIZJ,O,O,X,O,O,X,X,X
STOLJIZ,O,O,X,O,O,O,X,X
STOLJZI,O,O,X,O,O,O,X,X
STOLZIJ,O,O,X,O,O,X,X,X
STOLZJI,O,O,X,O,O,O,X,X
STOJILZ,O,O,X,O,O,O,O,X
STOJIZL,O,O,X,O,O,O,X,X
STOJLIZ,O,O,X,O,O,O,X,X
STOJLZI,O,O,X,O,O,O,X,X
STOJZIL,O,O,X,O,X,O,O,X
STOJZLI,O,O,X,O,X,O,O,X
STOZILJ,O,O,X,X,O,X,O,X
STOZIJL,O,O,X,O,O,X,O,X
STOZLIJ,O,O,X,X,O,X,O,X
STOZLJI,O,O,X,X,O,O,O,X
STOZJIL,O,O,X,O,O,O,O,X
STOZJLI,O,O,X,O,O,O,O,X
SITLJZO,O,O,O,X,O,O,X,X
SITLJOZ,O,O,O,X,O,O,X,X
SITLZJO,O,O,X,X,O,X,X,X
SITLZOJ,O,O,X,X,O,X,X,X
SITLOJZ,O,X,O,X,O,O,X,X
SITLOZJ,O,O,X,X,O,X,X,X
SITJLZO,O,O,O,O,O,O,X,X
SITJLOZ,O,O,O,O,O,O,X,X
SITJZLO,O,O,O,O,O,O,X,X
SITJZOL,O,O,X,O,O,O,X,X
SITJOLZ,O,O,X,O,O,O,X,X
SITJOZL,O,O,X,O,O,O,X,X
SITZLJO,O,O,X,X,O,X,X,X
SITZLOJ,O,O,X,X,O,X,X,X
SITZJLO,O,O,X,X,O,X,X,X
SITZJOL,O,O,X,X,O,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X
SITZOJL,O,O,X,X,O,X,X,X
SITOLJZ,O,X,X,O,O,O,X,X
SITOLZJ,O,O,X,X,O,X,X,X
SITOJLZ,O,X,X,O,O,O,X,X
SITOJZL,O,X,X,O,O,O,X,X
SITOZLJ,O,O,X,X,O,X,X,X
SITOZJL,O,O,X,O,O,X,X,X
SILTJZO,O,O,O,O,O,O,X,X
SILTJOZ,O,O,O,O,O,O,X,X
SILTZJO,O,O,X,O,O,X,X,X
SILTZOJ,O,O,X,O,O,X,X,X
SILTOJZ,O,X,O,O,O,O,X,X
SILTOZJ,O,O,X,O,O,X,X,X
SILJTZO,O,O,O,O,O,X,X,X
SILJTOZ,O,X,O,O,O,X,X,X
SILJZTO,O,O,X,O,O,X,X,X
SILJZOT,O,O,X,O,O,X,X,X
SILJOTZ,X,X,O,O,O,O,X,X
SILJOZT,O,O,X,O,O,X,X,X
SILZTJO,O,O,X,O,O,X,X,X
SILZTOJ,O,O,X,O,O,X,X,X
SILZJTO,O,O,X,O,O,X,X,X
SILZJOT,O,O,X,O,O,X,X,X
SILZOTJ,O,O,X,O,O,X,X,X
SILZOJT,O,O,X,O,O,X,X,X
SILOTJZ,X,X,O,O,O,O,X,X
SILOTZJ,X,X,X,O,O,X,X,X
SILOJTZ,X,X,O,O,O,O,X,X
SILOJZT,O,X,X,O,O,X,X,X
SILOZTJ,O,O,X,O,O,X,X,X
SILOZJT,O,O,X,O,O,X,X,X
SIJTLZO,O,O,X,O,O,X,X,X
SIJTLOZ,O,X,X,O,O,X,X,X
SIJTZLO,O,O,X,O,O,X,X,X
SIJTZOL,O,O,X,O,O,X,X,X
SIJTOLZ,O,X,X,O,O,X,X,X
SIJTOZL,O,X,X,O,O,X,X,X
SIJLTZO,O,O,O,O,O,X,X,X
SIJLTOZ,O,X,O,O,O,X,X,X
SIJLZTO,O,O,X,O,O,X,X,X
SIJLZOT,O,O,X,O,O,X,X,X
SIJLOTZ,X,X,O,O,O,O,X,X
SIJLOZT,O,O,X,O,O,X,X,X
SIJZTLO,O,O,X,O,O,X,X,X
SIJZTOL,O,O,X,O,O,X,X,X
SIJZLTO,O,O,X,O,O,X,X,X
SIJZLOT,O,O,X,O,O,X,X,X
SIJZOTL,O,O,X,O,O,X,X,X
SIJZOLT,X,O,X,O,O,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X
SIJOTZL,X,X,X,O,O,X,X,X
SIJOLTZ,X,X,X,O,O,O,X,X
SIJOLZT,X,O,X,O,O,X,X,X
SIJOZTL,O,O,X,O,O,X,X,X
SIJOZLT,X,O,X,O,O,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X
SIZTLOJ,O,O,X,X,O,X,X,X
SIZTJLO,O,O,X,X,O,X,X,X
SIZTJOL,O,O,X,X,O,X,X,X
SIZTOLJ,O,O,X,X,O,X,X,X
SIZTOJL,O,O,X,X,O,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X
SIZLTOJ,O,O,X,X,O,X,X,X
SIZLJTO,O,O,X,X,O,X,X,X
SIZLJOT,O,O,X,X,O,X,X,X
SIZLOTJ,O,O,X,X,O,X,X,X
SIZLOJT,O,O,X,X,O,X,X,X
SIZJTLO,O,O,X,X,O,X,X,X
SIZJTOL,O,O,X,X,O,X,X,X
SIZJLTO,O,O,X,X,O,X,X,X
SIZJLOT,O,O,X,X,O,X,X,X
SIZJOTL,O,O,X,X,O,X,X,X
SIZJOLT,X,O,X,X,O,X,X,X
SIZOTLJ,O,O,X,X,O,X,X,X
SIZOTJL,O,O,X,X,O,X,X,X
SIZOLTJ,X,O,X,X,O,X,X,X
SIZOLJT,X,O,X,X,O,X,X,X
SIZOJTL,O,O,X,X,O,X,X,X
SIZOJLT,X,O,X,X,O,X,X,X
SIOTLJZ,X,X,X,O,O,O,X,X
SIOTLZJ,X,X,X,O,O,X,X,X
SIOTJLZ,X,X,X,O,O,O,X,X
SIOTJZL,X,X,X,O,O,O,X,X
SIOTZLJ,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,O,O,X,X,X
SIOLTJZ,X,X,X,O,O,O,X,X
SIOLTZJ,X,X,X,O,O,X,X,X
SIOLJTZ,X,X,X,O,O,O,X,X
SIOLJZT,X,X,X,O,O,X,X,X
SIOLZTJ,X,O,X,O,O,X,X,X
SIOLZJT,X,O,X,O,O,X,X,X
SIOJTLZ,X,X,X,O,O,X,X,X
SIOJTZL,X,X,X,O,O,X,X,X
SIOJLTZ,X,X,X,O,O,O,X,X
SIOJLZT,X,X,X,O,O,X,X,X
SIOJZTL,O,X,X,O,O,X,X,X
SIOJZLT,X,X,X,O,O,X,X,X
SIOZTLJ,O,O,X,X,O,X,X,X
SIOZTJL,O,X,X,O,O,X,X,X
SIOZLTJ,X,O,X,O,O,X,X,X
SIOZLJT,X,O,X,O,O,X,X,X
SIOZJTL,O,X,X,O,O,X,X,X
SIOZJLT,X,O,X,O,O,X,X,X
SLTIJZO,O,O,O,O,O,O,X,X
SLTIJOZ,O,O,O,O,O,O,X,X
SLTIZJO,O,O,X,O,O,X,X,X
SLTIZOJ,O,O,X,O,O,X,X,X
SLTIOJZ,O,X,O,O,O,O,X,X
SLTIOZJ,O,O,X,O,O,X,X,X
SLTJIZO,O,O,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,O,O,X,X
SLTJZIO,O,O,O,O,O,O,X,O
SLTJZOI,O,O,O,O,O,O,X,O
SLTJOIZ,O,O,O,O,O,O,X,X
SLTJOZI,O,O,O,O,O,O,X,X
SLTZIJO,O,O,X,O,O,X,X,O
SLTZIOJ,O,O,X,O,O,X,X,O
SLTZJIO,O,O,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,O,X,O
SLTZOIJ,O,O,X,O,O,X,X,O
SLTZOJI,O,O,O,O,O,O,X,O
SLTOIJZ,O,X,O,O,O,O,X,X
SLTOIZJ,O,O,X,O,O,X,X,X
SLTOJIZ,O,O,O,O,O,O,X,X
SLTOJZI,O,O,O,O,O,O,X,X
SLTOZIJ,O,O,X,O,O,X,X,X
SLTOZJI,O,O,O,O,O,O,X,X
SLITJZO,O,O,O,O,O,O,X,X
SLITJOZ,O,O,O,O,O,O,X,X
SLITZJO,O,O,X,O,O,X,X,X
SLITZOJ,O,O,X,O,O,X,X,X
SLITOJZ,O,X,O,O,O,O,X,X
SLITOZJ,O,O,X,O,O,X,X,X
SLIJTZO,O,O,O,O,O,X,X,X
SLIJTOZ,O,X,O,O,O,X,X,X
SLIJZTO,O,O,X,O,O,X,X,X
SLIJZOT,O,O,X,O,O,X,X,X
SLIJOTZ,X,X,O,O,O,O,X,X
SLIJOZT,O,O,X,O,O,X,X,X
SLIZTJO,O,O,X,O,O,X,X,X
SLIZTOJ,O,O,X,O,O,X,X,X
SLIZJTO,O,O,X,O,O,X,X,X
SLIZJOT,O,O,X,O,O,X,X,X
SLIZOTJ,O,O,X,O,O,X,X,X
SLIZOJT,O,O,X,O,O,X,X,X
SLIOTJZ,X,X,O,O,O,O,X,X
SLIOTZJ,X,X,X,O,O,X,X,X
SLIOJTZ,X,X,O,O,O,O,X,X
SLIOJZT,O,X,X,O,O,X,X,X
SLIOZTJ,O,O,X,O,O,X,X,X
SLIOZJT,O,O,X,O,O,X,X,X
SLJTIZO,O,O,O,O,O,O,X,X
SLJTIOZ,O,O,O,O,O,O,X,X
SLJTZIO,O,O,O,O,O,O,X,O
SLJTZOI,O,O,O,O,O,O,X,O
SLJTOIZ,O,O,O,O,O,O,X,X
SLJTOZI,O,O,O,O,O,O,X,X
SLJITZO,O,O,O,O,O,X,X,X
SLJITOZ,O,X,O,O,O,X,X,X
SLJIZTO,O,O,X,O,O,X,X,X
SLJIZOT,O,O,X,O,O,X,X,X
SLJIOTZ,X,X,O,O,O,O,X,X
SLJIOZT,O,O,X,O,O,X,X,X
SLJZTIO,O,O,X,O,O,X,X,O
SLJZTOI,O,O,X,O,O,X,X,O
SLJZITO,O,O,X,O,O,X,X,O
SLJZIOT,O,O,X,O,O,X,X,O
SLJZOTI,O,O,O,O,O,O,X,O
SLJZOIT,O,O,X,O,O,X,X,O
SLJOTIZ,O,X,O,O,O,O,X,X
SLJOTZI,O,X,O,O,O,O,X,X
SLJOITZ,X,X,O,O,O,O,X,X
SLJOIZT,O,O,X,O,O,X,X,X
SLJOZTI,O,O,O,O,O,O,X,X
SLJOZIT,O,O,X,O,O,X,X,X
SLZTIJO,O,O,X,O,O,X,X,O
SLZTIOJ,O,O,X,O,O,X,X,O
SLZTJIO,O,O,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,O,X,O
SLZTOIJ,O,O,X,O,O,X,X,O
SLZTOJI,O,O,O,O,O,O,X,O
SLZITJO,O,O,X,O,O,X,X,O
SLZITOJ,O,O,X,O,O,X,X,O
SLZIJTO,O,O,X,O,O,X,X,O
SLZIJOT,O,O,X,O,O,X,X,O
SLZIOTJ,O,O,X,O,O,X,X,O
SLZIOJT,O,O,X,O,O,X,X,O
SLZJTIO,O,O,X,O,O,X,X,O
SLZJTOI,O,O,X,O,O,X,X,O
SLZJITO,O,O,X,O,O,X,X,O
SLZJIOT,O,O,X,O,O,X,X,O
SLZJOTI,O,O,O,O,O,O,X,O
SLZJOIT,O,O,X,O,O,X,X,O
SLZOTIJ,O,O,X,O,O,X,X,O
SLZOTJI,O,O,O,O,O,O,X,O
SLZOITJ,O,O,X,O,O,X,X,O
SLZOIJT,O,O,X,O,O,X,X,O
SLZOJTI,O,O,O,O,O,O,X,O
SLZOJIT,O,O,X,O,O,X,X,O
SLOTIJZ,O,X,O,O,O,O,X,X
SLOTIZJ,O,O,X,O,O,X,X,X
SLOTJIZ,O,O,O,O,O,O,X,X
SLOTJZI,O,O,O,O,O,O,X,X
SLOTZIJ,O,O,X,O,O,X,X,X
SLOTZJI,O,O,O,O,O,O,X,X
SLOITJZ,X,X,O,O,O,O,X,X
SLOITZJ,X,X,X,O,O,X,X,X
SLOIJTZ,X,X,O,O,O,O,X,X
SLOIJZT,O,X,X,O,O,X,X,X
SLOIZTJ,O,O,X,O,O,X,X,X
SLOIZJT,O,O,X,O,O,X,X,X
SLOJTIZ,O,X,O,O,O,O,X,X
SLOJTZI,O,X,O,O,O,O,X,X
SLOJITZ,X,X,O,O,O,O,X,X
SLOJIZT,O,O,X,O,O,X,X,X
SLOJZTI,O,O,O,O,O,O,X,X
SLOJZIT,O,O,X,O,O,X,X,X
SLOZTIJ,O,O,X,O,O,X,X,X
SLOZTJI,O,O,O,O,O,O,X,X
SLOZITJ,O,O,X,O,O,X,X,X
SLOZIJT,O,O,X,O,O,X,X,X
SLOZJTI,O,O,O,O,O,O,X,X
SLOZJIT,O,O,X,O,O,X,X,X
SJTILZO,O,O,X,O,O,O,X,X
SJTILOZ,O,O,X,O,O,O,O,X
SJTIZLO,O,O,X,O,O,O,X,X
SJTIZOL,O,O,X,O,O,O,X,X
SJTIOLZ,O,O,X,O,O,O,O,X
SJTIOZL,O,O,X,O,O,O,X,X
SJTLIZO,O,O,X,O,O,O,X,X
SJTLIOZ,O,O,X,O,O,O,X,X
SJTLZIO,O,O,X,O,O,O,X,X
SJTLZOI,O,O,X,O,O,O,X,X
SJTLOIZ,O,O,X,O,O,O,X,X
SJTLOZI,O,O,X,O,O,O,X,X
SJTZILO,O,O,X,O,O,O,O,X
SJTZIOL,O,O,X,O,O,O,O,X
SJTZLIO,O,O,X,O,O,O,O,X
SJTZLOI,O,O,X,O,O,O,O,X
SJTZOIL,O,O,X,O,O,O,O,X
SJTZOLI,O,O,X,O,O,O,O,X
SJTOILZ,O,O,X,O,O,O,O,X
SJTOIZL,O,O,X,O,O,O,X,X
SJTOLIZ,O,O,X,O,O,O,X,X
SJTOLZI,O,O,X,O,O,O,X,X
SJTOZIL,O,O,X,O,X,O,O,X
SJTOZLI,O,O,X,O,X,O,O,X
SJITLZO,O,O,X,O,O,X,X,X
SJITLOZ,O,X,X,O,O,X,X,X
SJITZLO,O,O,X,O,O,X,X,X
SJITZOL,O,O,X,O,O,X,X,X
SJITOLZ,O,X,X,O,O,X,X,X
SJITOZL,O,X,X,O,O,X,X,X
SJILTZO,O,O,O,O,O,X,X,X
SJILTOZ,O,X,O,O,O,X,X,X
SJILZTO,O,O,X,O,O,X,X,X
SJILZOT,O,O,X,O,O,X,X,X
SJILOTZ,X,X,O,O,O,O,X,X
SJILOZT,O,O,X,O,O,X,X,X
SJIZTLO,O,O,X,O,O,X,X,X
SJIZTOL,O,O,X,O,O,X,X,X
SJIZLTO,O,O,X,O,O,X,X,X
SJIZLOT,O,O,X,O,O,X,X,X
SJIZOTL,O,O,X,O,O,X,X,X
SJIZOLT,X,O,X,O,O,X,X,X
SJIOTLZ,X,X,X,O,O,X,X,X
SJIOTZL,X,X,X,O,O,X,X,X
SJIOLTZ,X,X,X,O,O,O,X,X
SJIOLZT,X,O,X,O,O,X,X,X
SJIOZTL,O,O,X,O,O,X,X,X
SJIOZLT,X,O,X,O,O,X,X,X
SJLTIZO,O,O,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,O,O,X,X
SJLTZIO,O,O,O,O,O,O,X,O
SJLTZOI,O,O,O,O,O,O,X,O
SJLTOIZ,O,O,O,O,O,O,X,X
SJLTOZI,O,O,O,O,O,O,X,X
SJLITZO,O,O,O,O,O,X,X,X
SJLITOZ,O,X,O,O,O,X,X,X
SJLIZTO,O,O,X,O,O,X,X,X
SJLIZOT,O,O,X,O,O,X,X,X
SJLIOTZ,X,X,O,O,O,O,X,X
SJLIOZT,O,O,X,O,O,X,X,X
SJLZTIO,O,O,X,O,O,X,X,O
SJLZTOI,O,O,X,O,O,X,X,O
SJLZITO,O,O,X,O,O,X,X,O
SJLZIOT,O,O,X,O,O,X,X,O
SJLZOTI,O,O,O,O,O,O,X,O
SJLZOIT,O,O,X,O,O,X,X,O
SJLOTIZ,O,X,O,O,O,O,X,X
SJLOTZI,O,X,O,O,O,O,X,X
SJLOITZ,X,X,O,O,O,O,X,X
SJLOIZT,O,O,X,O,O,X,X,X
SJLOZTI,O,O,O,O,O,O,X,X
SJLOZIT,O,O,X,O,O,X,X,X
SJZTILO,O,O,X,O,O,X,O,O
SJZTIOL,O,O,X,O,O,X,O,X
SJZTLIO,O,O,X,O,O,X,O,O
SJZTLOI,O,O,X,O,O,X,O,O
SJZTOIL,O,O,X,O,O,X,O,X
SJZTOLI,O,O,X,O,O,X,O,X
SJZITLO,O,O,X,O,O,X,O,O
SJZITOL,O,O,X,O,O,X,O,X
SJZILTO,O,O,X,O,O,X,O,O
SJZILOT,O,O,X,O,O,X,X,O
SJZIOTL,O,O,X,O,O,X,X,X
SJZIOLT,X,O,X,O,O,X,X,O
SJZLTIO,O,O,X,O,O,X,O,O
SJZLTOI,O,O,X,O,O,X,O,O
SJZLITO,O,O,X,O,O,X,O,O
SJZLIOT,O,O,X,O,O,X,X,O
SJZLOTI,O,O,O,O,O,O,X,O
SJZLOIT,O,O,X,O,O,X,X,O
SJZOTIL,O,O,X,O,O,X,X,X
SJZOTLI,O,O,X,O,O,X,X,X
SJZOITL,O,O,X,O,O,X,X,X
SJZOILT,X,O,X,O,O,X,X,O
SJZOLTI,O,O,X,O,O,O,X,O
SJZOLIT,O,O,X,O,O,X,X,O
SJOTILZ,O,X,X,O,O,O,X,X
SJOTIZL,O,X,X,O,O,O,X,X
SJOTLIZ,O,X,X,O,O,O,X,X
SJOTLZI,O,X,X,O,O,O,X,X
SJOTZIL,O,X,X,O,X,O,X,X
SJOTZLI,O,X,X,O,X,O,X,X
SJOITLZ,X,X,X,O,O,X,X,X
SJOITZL,X,X,X,O,O,X,X,X
SJOILTZ,X,X,X,O,O,O,X,X
SJOILZT,X,O,X,O,O,X,X,X
SJOIZTL,O,O,X,O,O,X,X,X
SJOIZLT,X,O,X,O,O,X,X,X
SJOLTIZ,O,X,X,O,O,O,X,X
SJOLTZI,O,X,X,O,O,O,X,X
SJOLITZ,X,X,X,O,O,O,X,X
SJOLIZT,O,O,X,O,O,X,X,X
SJOLZTI,O,O,X,O,O,O,X,X
SJOLZIT,O,O,X,O,O,X,X,X
SJOZTIL,O,O,X,O,O,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X
SJOZITL,O,O,X,O,O,X,X,X
SJOZILT,X,O,X,O,O,X,X,X
SJOZLTI,O,O,X,O,O,O,X,X
SJOZLIT,O,O,X,O,O,X,X,X
SZTILJO,O,O,X,X,O,X,O,O
SZTILOJ,O,O,X,X,O,X,O,O
SZTIJLO,O,O,X,X,O,X,O,O
SZTIJOL,O,O,X,X,O,X,O,X
SZTIOLJ,O,O,X,X,O,X,O,X
SZTIOJL,O,O,X,X,O,X,O,X
SZTLIJO,O,O,X,X,O,X,O,O
SZTLIOJ,O,O,X,X,O,X,O,O
SZTLJIO,O,O,O,X,O,O,O,O
SZTLJOI,O,O,O,X,O,O,O,O
SZTLOIJ,O,O,X,X,O,X,O,O
SZTLOJI,O,O,O,X,O,O,O,O
SZTJILO,O,O,O,O,O,O,O,O
SZTJIOL,O,O,X,O,O,O,O,X
SZTJLIO,O,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O,O
SZTJOIL,O,O,X,O,O,O,O,X
SZTJOLI,O,O,X,O,O,O,O,X
