sequence,v115@IhB8FeD8EeD8FeB8Jei/IvhFfmB0hBxiBusB1vBzrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFFhBxiB+qB3nBTrBUsB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFiBXjBWrBTsBxvB,v115@IhB8FeD8EeD8FeB8Jei/IvhFRhBFjBzmB+sBUrB3qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFWmBxiBlnB3qBUsBTrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzgBxiBlnB3qBUsB+rB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFjB+qBTnB3mBxwB,v115@IhB8FeD8EeD8FeB8Jei/IvhFxhBXjBlmBUrBTsB+qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzhBFjB+sBRrBUrB3qB
JSLOTIZ,O,O,X,O,X,X,X,X,X
JSLOTZI,O,O,X,O,O,X,X,X,X
JSLOITZ,O,O,O,O,X,X,X,X,X
JSLOIZT,X,O,O,X,X,X,X,X,X
JSLOZTI,X,O,X,O,O,O,X,O,X
JSLOZIT,X,O,X,O,X,X,X,X,X
JSZTILO,X,X,X,X,O,O,X,X,X
JSZTIOL,X,X,X,X,O,O,X,X,X
JSZTLIO,X,X,X,X,O,O,X,X,X
JSZTLOI,X,X,X,O,O,O,X,X,X
JSZTOIL,X,X,X,O,O,O,X,X,X
JSZTOLI,X,X,X,O,O,O,X,X,X
JSZITLO,X,X,X,X,O,X,X,X,X
JSZITOL,X,X,X,X,O,X,X,X,X
JSZILTO,X,X,X,X,O,X,X,X,X
JSZILOT,X,O,X,X,X,X,O,X,X
JSZIOTL,X,O,X,X,X,X,O,X,X
JSZIOLT,X,O,X,X,X,X,O,X,X
JSZLTIO,X,X,X,X,O,O,X,X,X
JSZLTOI,X,X,X,O,O,O,X,X,X
JSZLITO,X,X,X,X,O,X,X,X,X
JSZLIOT,X,O,X,X,X,X,O,X,X
JSZLOTI,X,O,X,O,O,O,X,X,X
JSZLOIT,X,O,X,O,X,X,X,X,X
JSZOTIL,X,O,X,O,O,O,X,X,X
JSZOTLI,X,O,X,O,O,O,X,X,X
JSZOITL,X,O,X,O,X,X,X,X,X
JSZOILT,X,O,X,O,X,X,X,X,X
JSZOLTI,X,O,X,O,O,O,X,X,X
JSZOLIT,X,O,X,O,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X
JSOTLZI,O,O,X,O,O,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,X,X,X,X
JSOILZT,X,O,O,X,X,X,X,X,X
JSOIZTL,X,O,O,X,X,X,X,X,X
JSOIZLT,X,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X
JSOLTZI,O,O,X,O,O,X,X,X,X
JSOLITZ,O,O,O,O,X,X,X,X,X
JSOLIZT,X,O,O,X,X,X,X,X,X
JSOLZTI,X,O,X,O,O,O,X,O,X
JSOLZIT,X,O,X,O,X,X,X,X,X
JSOZTIL,X,O,X,O,O,O,X,O,X
JSOZTLI,X,O,X,O,O,O,X,O,X
JSOZITL,X,O,X,O,X,X,X,X,X
JSOZILT,X,O,X,O,X,X,X,X,X
JSOZLTI,X,O,X,O,O,O,X,O,X
JSOZLIT,X,O,X,O,X,X,X,X,X
JZTILSO,O,X,X,X,O,O,X,X,O
JZTILOS,O,O,X,O,X,X,O,X,O
JZTISLO,O,X,X,X,O,O,X,X,O
JZTISOL,O,X,X,X,O,O,X,X,O
JZTIOLS,O,X,X,O,X,X,O,X,O
JZTIOSL,O,X,X,O,X,X,O,X,O
JZTLISO,O,X,X,X,O,O,X,X,O
JZTLIOS,O,O,X,O,X,X,O,X,O
JZTLSIO,O,X,X,X,O,O,X,X,X
JZTLSOI,O,X,X,O,O,O,X,X,X
JZTLOIS,O,O,X,O,X,X,X,X,X
JZTLOSI,O,O,X,O,X,X,X,X,X
JZTSILO,O,X,X,X,O,O,X,X,X
JZTSIOL,O,X,X,X,O,O,X,X,X
JZTSLIO,O,X,X,X,O,O,X,X,X
JZTSLOI,O,X,X,O,O,O,X,X,X
JZTSOIL,O,X,X,O,O,O,X,X,X
JZTSOLI,O,X,X,O,O,O,X,X,X
JZTOILS,O,O,X,O,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X,X
JZITLSO,O,X,X,X,X,X,X,X,O
JZITLOS,O,O,X,O,X,X,O,X,O
JZITSLO,O,X,X,X,X,X,X,X,O
JZITSOL,O,X,X,X,X,X,X,X,O
JZITOLS,O,X,X,O,X,X,O,X,O
JZITOSL,O,X,X,O,X,X,O,X,O
JZILTSO,O,X,X,X,X,X,X,X,O
JZILTOS,O,O,X,O,X,X,O,X,O
JZILSTO,X,X,X,X,X,X,X,X,O
JZILSOT,X,O,X,X,X,X,O,X,O
JZILOTS,O,O,X,O,X,X,O,X,O
JZILOST,X,X,X,O,X,X,O,X,O
JZISTLO,X,X,X,X,X,X,X,X,O
JZISTOL,X,X,X,X,X,X,X,X,O
JZISLTO,X,X,X,X,X,X,X,X,O
JZISLOT,X,O,X,X,X,X,O,X,O
JZISOTL,X,O,X,X,X,X,O,X,O
JZISOLT,X,O,X,X,X,X,O,X,O
JZIOTLS,O,O,X,O,X,X,O,X,O
JZIOTSL,O,X,X,O,X,X,O,X,O
JZIOLTS,O,O,X,O,X,X,O,X,O
JZIOLST,X,X,X,O,X,X,O,X,O
JZIOSTL,X,X,X,O,X,X,O,X,O
JZIOSLT,X,X,X,O,X,X,O,X,O
JZLTISO,O,X,X,X,O,O,X,X,O
JZLTIOS,O,O,X,O,X,X,O,X,O
JZLTSIO,O,X,X,X,O,O,X,X,X
JZLTSOI,O,X,X,O,O,O,X,X,X
JZLTOIS,O,O,X,O,X,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,O
JZLITOS,O,O,X,O,X,X,O,X,O
JZLISTO,X,X,X,X,X,X,X,X,O
JZLISOT,X,O,X,X,X,X,O,X,O
JZLIOTS,O,O,X,O,X,X,O,X,O
JZLIOST,X,X,X,O,X,X,O,X,O
JZLSTIO,X,X,X,X,O,O,X,X,X
JZLSTOI,X,X,X,O,O,O,X,X,X
JZLSITO,X,X,X,X,O,X,X,X,X
JZLSIOT,X,O,X,X,X,X,O,X,X
JZLSOTI,X,O,X,O,O,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X,X,X
JZLOTIS,O,O,X,O,X,X,X,O,X
JZLOTSI,O,O,X,O,X,X,X,O,X
JZLOITS,O,O,X,O,X,X,O,X,X
JZLOIST,X,X,X,O,X,X,O,X,X
JZLOSTI,X,O,X,O,X,X,X,O,X
JZLOSIT,X,O,X,O,X,X,X,X,X
JZSTILO,X,X,X,X,O,O,X,X,X
JZSTIOL,X,X,X,X,O,O,X,X,X
JZSTLIO,X,X,X,X,O,O,X,X,X
JZSTLOI,X,X,X,O,O,O,X,X,X
JZSTOIL,X,X,X,O,O,O,X,X,X
JZSTOLI,X,X,X,O,O,O,X,X,X
JZSITLO,X,X,X,X,O,X,X,X,X
JZSITOL,X,X,X,X,O,X,X,X,X
JZSILTO,X,X,X,X,O,X,X,X,X
JZSILOT,X,O,X,X,X,X,O,X,X
JZSIOTL,X,O,X,X,X,X,O,X,X
JZSIOLT,X,O,X,X,X,X,O,X,X
JZSLTIO,X,X,X,X,O,O,X,X,X
JZSLTOI,X,X,X,O,O,O,X,X,X
JZSLITO,X,X,X,X,O,X,X,X,X
JZSLIOT,X,O,X,X,X,X,O,X,X
JZSLOTI,X,O,X,O,O,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X,X,X
JZSOTIL,X,O,X,O,O,O,X,X,X
JZSOTLI,X,O,X,O,O,O,X,X,X
JZSOITL,X,O,X,O,X,X,X,X,X
JZSOILT,X,O,X,O,X,X,X,X,X
JZSOLTI,X,O,X,O,O,O,X,X,X
JZSOLIT,X,O,X,O,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,O,X
JZOTISL,O,X,X,O,X,X,X,O,X
JZOTLIS,O,O,X,O,X,X,X,O,X
JZOTLSI,O,O,X,O,X,X,X,O,X
JZOTSIL,O,O,X,O,X,X,X,O,X
JZOTSLI,O,O,X,O,X,X,X,O,X
JZOITLS,O,O,X,O,X,X,O,X,X
JZOITSL,O,X,X,O,X,X,O,X,X
JZOILTS,O,O,X,O,X,X,O,X,X
JZOILST,X,X,X,O,X,X,O,X,X
JZOISTL,X,X,X,O,X,X,O,X,X
JZOISLT,X,X,X,O,X,X,O,X,X
JZOLTIS,O,O,X,O,X,X,X,O,X
JZOLTSI,O,O,X,O,X,X,X,O,X
JZOLITS,O,O,X,O,X,X,O,X,X
JZOLIST,X,X,X,O,X,X,O,X,X
JZOLSTI,X,O,X,O,X,X,X,O,X
JZOLSIT,X,O,X,O,X,X,X,X,X
JZOSTIL,X,O,X,O,X,X,X,O,X
JZOSTLI,X,O,X,O,X,X,X,O,X
JZOSITL,X,O,X,O,X,X,X,X,X
JZOSILT,X,O,X,O,X,X,X,X,X
JZOSLTI,X,O,X,O,X,X,X,O,X
JZOSLIT,X,O,X,O,X,X,X,X,X
JOTILSZ,O,O,X,O,X,X,O,X,O
JOTILZS,O,O,X,O,X,X,O,X,O
JOTISLZ,O,O,X,O,X,X,O,X,O
JOTISZL,O,O,X,X,X,X,O,X,O
JOTIZLS,O,O,X,O,X,X,O,X,O
JOTIZSL,O,X,X,O,X,X,O,X,O
JOTLISZ,O,O,X,O,X,X,O,X,O
JOTLIZS,O,O,X,O,X,X,O,X,O
JOTLSIZ,O,O,X,O,X,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X
JOTLZIS,O,O,X,O,X,X,X,X,X
JOTLZSI,O,O,X,O,X,X,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X
JOTZILS,O,O,X,O,X,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,X,X
JOTZLIS,O,O,X,O,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X
JOITLSZ,O,O,X,O,X,X,O,X,O
JOITLZS,O,O,X,O,X,X,O,X,O
JOITSLZ,O,O,X,O,X,X,O,X,O
JOITSZL,O,O,X,X,X,X,O,X,O
JOITZLS,O,O,X,O,X,X,O,X,O
JOITZSL,O,X,X,O,X,X,O,X,O
JOILTSZ,O,O,X,O,X,X,O,X,O
JOILTZS,O,O,X,O,X,X,O,X,O
JOILSTZ,O,O,X,O,X,X,O,X,O
JOILSZT,X,O,X,X,X,X,O,X,O
JOILZTS,O,O,X,O,X,X,O,X,O
JOILZST,X,X,X,O,X,X,O,X,O
JOISTLZ,O,O,X,O,X,X,O,X,O
JOISTZL,O,O,X,X,X,X,O,X,O
JOISLTZ,O,O,X,O,X,X,O,X,O
JOISLZT,X,O,X,X,X,X,O,X,O
JOISZTL,X,O,X,X,X,X,O,X,O
JOISZLT,X,O,X,X,X,X,O,X,O
JOIZTLS,O,O,X,O,X,X,O,X,O
JOIZTSL,O,X,X,O,X,X,O,X,O
JOIZLTS,O,O,X,O,X,X,O,X,O
JOIZLST,X,X,X,O,X,X,O,X,O
JOIZSTL,X,X,X,O,X,X,O,X,O
JOIZSLT,X,X,X,O,X,X,O,X,O
JOLTISZ,O,O,X,O,X,X,O,X,O
JOLTIZS,O,O,X,O,X,X,O,X,O
JOLTSIZ,O,O,X,O,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,X,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,O,X,O
JOLITZS,O,O,X,O,X,X,O,X,O
JOLISTZ,O,O,X,O,X,X,O,X,O
JOLISZT,X,O,X,X,X,X,O,X,O
JOLIZTS,O,O,X,O,X,X,O,X,O
JOLIZST,X,X,X,O,X,X,O,X,O
JOLSTIZ,O,O,X,O,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X
JOLSITZ,O,O,O,O,X,X,X,X,X
JOLSIZT,X,O,O,X,X,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,O,X
JOLSZIT,X,O,X,O,X,X,X,X,X
JOLZTIS,O,O,X,O,X,X,X,O,X
JOLZTSI,O,O,X,O,X,X,X,O,X
JOLZITS,O,O,X,O,X,X,O,X,X
JOLZIST,X,X,X,O,X,X,O,X,X
JOLZSTI,X,O,X,O,X,X,X,O,X
JOLZSIT,X,O,X,O,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X
JOSITLZ,O,O,O,O,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,X,X,X,X
JOSILZT,X,O,O,X,X,X,X,X,X
JOSIZTL,X,O,O,X,X,X,X,X,X
JOSIZLT,X,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X
JOSLITZ,O,O,O,O,X,X,X,X,X
JOSLIZT,X,O,O,X,X,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,O,X
JOSLZIT,X,O,X,O,X,X,X,X,X
JOSZTIL,X,O,X,O,X,X,X,O,X
JOSZTLI,X,O,X,O,X,X,X,O,X
JOSZITL,X,O,X,O,X,X,X,X,X
JOSZILT,X,O,X,O,X,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,O,X
JOSZLIT,X,O,X,O,X,X,X,X,X
JOZTILS,O,O,X,O,X,X,X,O,X
JOZTISL,O,X,X,O,X,X,X,O,X
JOZTLIS,O,O,X,O,X,X,X,O,X
JOZTLSI,O,O,X,O,X,X,X,O,X
JOZTSIL,O,O,X,O,X,X,X,O,X
JOZTSLI,O,O,X,O,X,X,X,O,X
JOZITLS,O,O,X,O,X,X,O,X,X
JOZITSL,O,X,X,O,X,X,O,X,X
JOZILTS,O,O,X,O,X,X,O,X,X
JOZILST,X,X,X,O,X,X,O,X,X
JOZISTL,X,X,X,O,X,X,O,X,X
JOZISLT,X,X,X,O,X,X,O,X,X
JOZLTIS,O,O,X,O,X,X,X,O,X
JOZLTSI,O,O,X,O,X,X,X,O,X
JOZLITS,O,O,X,O,X,X,O,X,X
JOZLIST,X,X,X,O,X,X,O,X,X
JOZLSTI,X,O,X,O,X,X,X,O,X
JOZLSIT,X,O,X,O,X,X,X,X,X
JOZSTIL,X,O,X,O,X,X,X,O,X
JOZSTLI,X,O,X,O,X,X,X,O,X
JOZSITL,X,O,X,O,X,X,X,X,X
JOZSILT,X,O,X,O,X,X,X,X,X
JOZSLTI,X,O,X,O,X,X,X,O,X
JOZSLIT,X,O,X,O,X,X,X,X,X
STILJZO,O,X,O,X,O,X,X,X,X
STILJOZ,O,O,O,X,X,X,O,X,X
STILZJO,O,X,O,X,O,O,X,X,X
STILZOJ,O,X,X,X,O,O,X,X,X
STILOJZ,O,O,O,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,X,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X,O,X,X
STIJZLO,O,X,O,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,X,O,X,X
STIJOZL,O,O,O,X,X,X,O,X,X
STIZLJO,O,X,O,X,O,O,X,X,X
STIZLOJ,O,X,X,X,O,O,X,X,X
STIZJLO,O,X,O,X,O,O,X,X,X
STIZJOL,O,X,O,X,O,O,X,X,X
STIZOLJ,O,X,X,X,O,O,X,X,X
STIZOJL,X,X,X,X,O,O,X,X,X
STIOLJZ,O,O,O,X,X,X,O,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,O,X,X
STIOJZL,O,O,O,X,X,X,O,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,O,X,X,X,X
STLIJOZ,O,O,O,X,X,X,O,X,X
STLIZJO,O,X,O,X,O,O,X,X,X
STLIZOJ,O,X,X,X,O,O,X,X,X
STLIOJZ,O,O,O,X,X,X,O,X,X
STLIOZJ,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,O,X,X,X,O
STLJIOZ,O,O,O,X,X,X,O,X,O
STLJZIO,O,X,X,X,O,X,X,X,X
STLJZOI,O,X,X,O,O,X,X,X,X
STLJOIZ,O,O,X,O,X,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X
STLZIJO,O,X,O,X,O,O,X,X,X
STLZIOJ,O,X,X,X,O,O,X,X,X
STLZJIO,O,X,X,X,O,O,X,X,X
STLZJOI,O,X,X,O,O,O,X,X,X
STLZOIJ,O,X,X,X,O,O,X,X,X
STLZOJI,O,X,X,X,O,O,X,X,X
STLOIJZ,O,O,O,X,X,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,O,X,X,X,X
STLOZIJ,O,X,X,X,X,O,X,O,X
STLOZJI,O,X,X,X,X,O,X,O,X
STJILZO,O,X,O,X,O,X,X,X,O
STJILOZ,O,O,O,X,X,X,O,X,O
STJIZLO,O,X,O,X,X,X,X,X,O
STJIZOL,O,X,O,X,X,X,X,X,O
STJIOLZ,O,O,O,X,X,X,O,X,O
STJIOZL,O,O,O,X,X,X,O,X,O
STJLIZO,O,X,O,X,O,X,X,X,O
STJLIOZ,O,O,O,X,X,X,O,X,O
STJLZIO,O,X,X,X,O,X,X,X,X
STJLZOI,O,X,X,O,O,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X,X,X
STJLOZI,O,O,X,O,O,X,X,X,X
STJZILO,O,X,X,X,O,X,X,X,X
STJZIOL,O,X,X,X,O,X,X,X,X
STJZLIO,O,X,X,X,O,X,X,X,X
STJZLOI,O,X,X,O,O,X,X,X,X
STJZOIL,O,X,X,O,O,X,X,X,X
STJZOLI,O,X,X,O,O,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X
STJOLZI,O,O,X,O,O,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X
STZILJO,O,X,O,X,O,O,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,X
STZIJLO,O,X,O,X,O,O,X,X,X
STZIJOL,O,X,O,X,O,O,X,X,X
STZIOLJ,O,X,X,X,O,O,X,X,X
STZIOJL,X,X,X,X,O,O,X,X,X
STZLIJO,O,X,O,X,O,O,X,X,X
STZLIOJ,O,X,X,X,O,O,X,X,X
STZLJIO,O,X,X,X,O,O,X,X,X
STZLJOI,O,X,X,O,O,O,X,X,X
STZLOIJ,O,X,X,X,O,O,X,X,X
STZLOJI,O,X,X,X,O,O,X,X,X
STZJILO,O,X,X,X,O,O,X,X,X
STZJIOL,O,X,X,X,O,O,X,X,X
STZJLIO,O,X,X,X,O,O,X,X,X
STZJLOI,O,X,X,O,O,O,X,X,X
STZJOIL,O,X,X,O,O,O,X,X,X
STZJOLI,O,X,X,O,O,O,X,X,X
STZOILJ,O,X,X,X,O,O,X,X,X
STZOIJL,O,X,X,X,O,O,X,X,X
STZOLIJ,O,X,X,X,O,O,X,X,X
STZOLJI,O,X,X,X,O,O,X,X,X
STZOJIL,O,X,X,X,O,O,X,X,X
STZOJLI,O,X,X,X,O,O,X,X,X
STOILJZ,O,O,O,X,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,O,X,X,X,X
STOLZIJ,O,X,X,X,X,O,X,O,X
STOLZJI,O,X,X,X,X,O,X,O,X
STOJILZ,O,O,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,O,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,O,X
STOZIJL,O,X,X,X,X,O,X,O,X
STOZLIJ,O,X,X,X,X,O,X,O,X
STOZLJI,O,X,X,X,X,O,X,O,X
STOZJIL,O,X,X,X,X,O,X,O,X
STOZJLI,O,X,X,X,X,O,X,O,X
SITLJZO,O,X,O,X,O,X,X,X,X
SITLJOZ,O,O,O,X,X,X,O,X,X
SITLZJO,O,X,O,X,O,O,X,X,X
SITLZOJ,O,X,X,X,O,O,X,X,X
SITLOJZ,O,O,O,X,X,X,O,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X,O,X,X
SITJZLO,O,X,O,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,X,O,X,X
SITJOZL,O,O,O,X,X,X,O,X,X
SITZLJO,O,X,O,X,O,O,X,X,X
SITZLOJ,O,X,X,X,O,O,X,X,X
SITZJLO,O,X,O,X,O,O,X,X,X
SITZJOL,O,X,O,X,O,O,X,X,X
SITZOLJ,O,X,X,X,O,O,X,X,X
SITZOJL,X,X,X,X,O,O,X,X,X
SITOLJZ,O,O,O,X,X,X,O,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,O,X,X
SITOJZL,O,O,O,X,X,X,O,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,X,X,X
SILTJOZ,O,O,O,X,X,X,O,X,X
SILTZJO,O,X,O,X,O,O,X,X,X
SILTZOJ,O,X,X,X,O,O,X,X,X
SILTOJZ,O,O,O,X,X,X,O,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,X,X,X,X
SILJTOZ,O,O,O,X,X,X,O,X,X
SILJZTO,X,X,O,X,O,X,X,X,X
SILJZOT,X,O,O,X,X,X,O,X,X
SILJOTZ,O,O,O,X,X,X,O,X,X
SILJOZT,X,O,O,X,X,X,O,X,X
SILZTJO,X,X,O,X,O,O,X,X,X
SILZTOJ,X,X,X,X,O,O,X,X,X
SILZJTO,X,X,O,X,O,X,X,X,X
SILZJOT,X,O,O,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,O,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X
SILOTJZ,O,O,O,X,X,X,O,X,X
SILOTZJ,O,X,O,X,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,O,X,X
SILOJZT,X,O,O,X,X,X,O,X,X
SILOZTJ,X,X,O,X,X,O,X,O,X
SILOZJT,X,O,O,X,X,X,X,X,X
SIJTLZO,O,X,O,X,O,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,O,X,X
SIJTZLO,O,X,O,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,O,X,X
SIJTOZL,O,O,O,X,X,X,O,X,X
SIJLTZO,O,X,O,X,O,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,O,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X
SIJLZOT,X,O,O,X,X,X,O,X,X
SIJLOTZ,O,O,O,X,X,X,O,X,X
SIJLOZT,X,O,O,X,X,X,O,X,X
SIJZTLO,X,X,O,X,O,X,X,X,X
SIJZTOL,X,X,O,X,O,X,X,X,X
SIJZLTO,X,X,O,X,O,X,X,X,X
SIJZLOT,X,O,O,X,X,X,O,X,X
SIJZOTL,X,O,O,X,X,X,O,X,X
SIJZOLT,X,O,O,X,X,X,O,X,X
SIJOTLZ,O,O,O,X,X,X,O,X,X
SIJOTZL,O,O,O,X,X,X,O,X,X
SIJOLTZ,O,O,O,X,X,X,O,X,X
SIJOLZT,X,O,O,X,X,X,O,X,X
SIJOZTL,X,O,O,X,X,X,O,X,X
SIJOZLT,X,O,O,X,X,X,O,X,X
SIZTLJO,X,X,O,X,O,O,X,X,X
SIZTLOJ,X,X,X,X,O,O,X,X,X
SIZTJLO,X,X,O,X,O,O,X,X,X
SIZTJOL,X,X,O,X,O,O,X,X,X
SIZTOLJ,X,X,X,X,O,O,X,X,X
SIZTOJL,X,X,X,X,O,O,X,X,X
SIZLTJO,X,X,O,X,O,O,X,X,X
SIZLTOJ,X,X,X,X,O,O,X,X,X
SIZLJTO,X,X,O,X,O,X,X,X,X
SIZLJOT,X,O,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,O,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,X,X,X,X
SIZJTOL,X,X,O,X,O,X,X,X,X
SIZJLTO,X,X,O,X,O,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,O,X,X,X
SIZOTJL,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,X,X,O,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,X,O,X,X
SIOTLZJ,O,X,O,X,X,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,O,X,X
SIOTJZL,O,O,O,X,X,X,O,X,X
SIOTZLJ,O,X,O,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,X,X,O,X,X
SIOLTZJ,O,X,O,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,O,X,X
SIOLJZT,X,O,O,X,X,X,O,X,X
SIOLZTJ,X,X,O,X,X,O,X,O,X
SIOLZJT,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,O,O,X,X,X,O,X,X
SIOJTZL,X,O,O,X,X,X,O,X,X
SIOJLTZ,X,O,O,X,X,X,O,X,X
SIOJLZT,X,O,O,X,X,X,O,X,X
SIOJZTL,X,O,O,X,X,X,O,X,X
SIOJZLT,X,O,O,X,X,X,O,X,X
SIOZTLJ,X,X,O,X,X,O,X,O,X
