sequence,v115@NhA8IeB8AeD8BeE8JeOEJvhFxgBliBcoBzkBCmBXrB,v115@NhA8IeB8AeD8BeE8Je0/IvhF6lBThBxiB2pBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXgB6mBliBcoBRqBzqB,v115@NhA8IeB8AeD8BeE8JeKEJvhFGgBThBxiBUlBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhF0gBxiBzkBSrBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXhBxiBzkBSrBFoB0qB,v115@NhA8IeB8AeD8BeE8JeKEJvhFflBThBxiBWrBFoB0qB
ZOLSTIJ,O,X,X,X,O,O,X
ZOLSTJI,O,X,X,X,O,O,X
ZOLSITJ,O,X,X,X,X,X,X
ZOLSIJT,O,X,X,X,X,X,X
ZOLSJTI,O,X,X,X,O,O,X
ZOLSJIT,O,X,X,X,X,X,X
ZOJTILS,O,X,O,X,O,O,X
ZOJTISL,O,X,O,X,O,X,X
ZOJTLIS,O,X,O,X,O,O,X
ZOJTLSI,O,X,X,X,O,O,X
ZOJTSIL,O,X,X,X,O,X,X
ZOJTSLI,O,X,X,X,O,X,X
ZOJITLS,O,X,O,X,O,X,X
ZOJITSL,O,X,O,X,O,X,X
ZOJILTS,O,X,O,X,O,X,X
ZOJILST,X,X,O,X,X,X,X
ZOJISTL,O,X,O,X,X,X,X
ZOJISLT,O,X,O,X,X,X,X
ZOJLTIS,O,X,O,X,O,O,X
ZOJLTSI,O,X,X,X,O,O,X
ZOJLITS,O,X,O,X,O,X,X
ZOJLIST,X,X,O,X,X,X,X
ZOJLSTI,O,X,X,X,O,O,X
ZOJLSIT,O,X,X,X,X,X,X
ZOJSTIL,O,X,X,X,O,X,X
ZOJSTLI,O,X,X,X,O,X,X
ZOJSITL,O,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X
ZOJSLTI,O,X,X,X,O,X,X
ZOJSLIT,O,X,X,X,X,X,X
ZOSTILJ,O,X,X,X,O,X,X
ZOSTIJL,O,X,X,X,O,X,X
ZOSTLIJ,O,X,X,X,O,X,X
ZOSTLJI,O,X,X,X,O,X,X
ZOSTJIL,O,X,X,X,O,X,X
ZOSTJLI,O,X,X,X,O,X,X
ZOSITLJ,O,X,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X,X
ZOSILTJ,O,X,X,X,X,X,X
ZOSILJT,O,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,O,X,X
ZOSLTJI,O,X,X,X,O,X,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X
ZOSLJTI,O,X,X,X,O,X,X
ZOSLJIT,O,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,O,X,X
ZOSJTLI,O,X,X,X,O,X,X
ZOSJITL,O,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,O,X,X
ZOSJLIT,O,X,X,X,X,X,X
OTILJSZ,X,X,X,X,O,O,O
OTILJZS,X,X,X,X,O,O,O
OTILSJZ,X,X,X,O,O,O,O
OTILSZJ,X,X,X,O,O,O,X
OTILZJS,X,X,X,O,O,O,X
OTILZSJ,X,X,X,O,O,O,X
OTIJLSZ,X,X,X,X,O,O,O
OTIJLZS,X,X,X,X,O,O,O
OTIJSLZ,X,O,X,X,O,O,O
OTIJSZL,X,O,X,X,O,X,X
OTIJZLS,O,O,X,X,O,O,O
OTIJZSL,O,O,X,X,O,X,X
OTISLJZ,X,O,X,O,O,O,X
OTISLZJ,X,O,X,O,O,O,X
OTISJLZ,X,O,X,O,O,O,X
OTISJZL,X,O,X,X,O,X,X
OTISZLJ,X,O,X,O,O,X,X
OTISZJL,X,O,X,X,O,X,X
OTIZLJS,O,X,X,X,O,O,X
OTIZLSJ,X,X,X,X,O,O,X
OTIZJLS,O,X,X,X,O,O,X
OTIZJSL,O,X,X,X,O,X,X
OTIZSLJ,X,X,X,X,O,X,X
OTIZSJL,O,X,X,X,O,X,X
OTLIJSZ,X,X,X,X,O,O,O
OTLIJZS,X,X,X,X,O,O,O
OTLISJZ,X,X,X,O,O,O,O
OTLISZJ,X,X,X,O,O,O,X
OTLIZJS,X,X,X,O,O,O,X
OTLIZSJ,X,X,X,O,O,O,X
OTLJISZ,X,X,X,X,O,O,O
OTLJIZS,X,X,X,X,O,O,O
OTLJSIZ,X,X,X,X,O,O,O
OTLJSZI,X,X,X,X,O,O,O
OTLJZIS,X,X,X,X,O,O,O
OTLJZSI,X,X,X,X,O,O,O
OTLSIJZ,X,X,X,O,O,O,O
OTLSIZJ,X,X,X,O,O,O,X
OTLSJIZ,X,X,X,O,O,O,O
OTLSJZI,X,X,X,O,O,O,O
OTLSZIJ,X,X,X,O,O,O,X
OTLSZJI,X,X,X,O,O,O,X
OTLZIJS,X,X,X,O,O,O,X
OTLZISJ,X,X,X,O,O,O,X
OTLZJIS,X,X,X,O,O,O,X
OTLZJSI,X,X,X,O,O,O,X
OTLZSIJ,X,X,X,O,O,O,X
OTLZSJI,X,X,X,O,O,O,X
OTJILSZ,X,X,X,X,O,O,O
OTJILZS,X,X,X,X,O,O,O
OTJISLZ,X,O,X,X,O,O,O
OTJISZL,X,O,X,X,O,X,X
OTJIZLS,O,O,X,X,O,O,O
OTJIZSL,O,O,X,X,O,X,X
OTJLISZ,X,X,X,X,O,O,O
OTJLIZS,X,X,X,X,O,O,O
OTJLSIZ,X,X,X,X,O,O,O
OTJLSZI,X,X,X,X,O,O,O
OTJLZIS,X,X,X,X,O,O,O
OTJLZSI,X,X,X,X,O,O,O
OTJSILZ,X,O,X,X,O,O,O
OTJSIZL,O,O,X,X,O,X,X
OTJSLIZ,O,O,X,X,O,O,O
OTJSLZI,O,O,X,X,O,O,O
OTJSZIL,O,O,X,X,O,X,X
OTJSZLI,O,O,X,X,O,X,X
OTJZILS,O,O,X,X,O,O,O
OTJZISL,O,O,X,X,O,X,X
OTJZLIS,O,O,X,X,O,O,O
OTJZLSI,O,O,X,X,O,O,O
OTJZSIL,O,O,X,X,O,X,X
OTJZSLI,O,O,X,X,O,X,X
OTSILJZ,X,O,X,O,O,O,X
OTSILZJ,X,O,X,O,O,O,X
OTSIJLZ,X,O,X,O,O,O,X
OTSIJZL,O,O,X,X,O,X,X
OTSIZLJ,O,O,X,O,O,X,X
OTSIZJL,O,O,X,X,O,X,X
OTSLIJZ,O,O,X,O,O,O,X
OTSLIZJ,O,O,X,O,O,O,X
OTSLJIZ,O,O,X,O,O,O,X
OTSLJZI,O,O,X,O,O,O,X
OTSLZIJ,O,O,X,O,O,O,X
OTSLZJI,O,O,X,O,O,O,X
OTSJILZ,X,O,X,O,O,O,X
OTSJIZL,O,O,X,X,O,X,X
OTSJLIZ,O,O,X,O,O,O,X
OTSJLZI,O,O,X,O,O,O,X
OTSJZIL,O,O,X,X,O,X,X
OTSJZLI,O,O,X,X,O,X,X
OTSZILJ,O,O,X,O,O,X,X
OTSZIJL,O,O,X,X,O,X,X
OTSZLIJ,O,O,X,O,O,X,X
OTSZLJI,O,O,X,O,O,X,X
OTSZJIL,O,O,X,X,O,X,X
OTSZJLI,O,O,X,X,O,X,X
OTZILJS,O,X,X,X,O,O,X
OTZILSJ,X,X,X,X,O,O,X
OTZIJLS,O,X,X,X,O,O,X
OTZIJSL,O,X,X,X,O,X,X
OTZISLJ,O,X,X,X,O,X,X
OTZISJL,O,X,X,X,O,X,X
OTZLIJS,O,X,X,X,O,O,X
OTZLISJ,X,X,X,X,O,O,X
OTZLJIS,O,X,X,X,O,O,X
OTZLJSI,O,X,X,X,O,O,X
OTZLSIJ,O,X,X,X,O,O,X
OTZLSJI,O,X,X,X,O,O,X
OTZJILS,O,X,X,X,O,O,X
OTZJISL,O,X,X,X,O,X,X
OTZJLIS,O,X,X,X,O,O,X
OTZJLSI,O,X,X,X,O,O,X
OTZJSIL,O,X,X,X,O,X,X
OTZJSLI,O,X,X,X,O,X,X
OTZSILJ,O,X,X,X,O,X,X
OTZSIJL,O,X,X,X,O,X,X
OTZSLIJ,O,X,X,X,O,X,X
OTZSLJI,O,X,X,X,O,X,X
OTZSJIL,O,X,X,X,O,X,X
OTZSJLI,O,X,X,X,O,X,X
OITLJSZ,X,X,X,X,O,O,X
OITLJZS,X,X,X,X,O,O,X
OITLSJZ,X,X,X,X,O,O,X
OITLSZJ,X,X,X,X,O,O,X
OITLZJS,X,X,X,X,O,O,X
OITLZSJ,X,X,X,X,O,O,X
OITJLSZ,X,X,X,X,O,O,X
OITJLZS,X,X,X,X,O,O,X
OITJSLZ,X,X,X,X,O,O,X
OITJSZL,X,X,X,X,O,X,X
OITJZLS,O,X,X,X,O,O,X
OITJZSL,O,X,X,X,O,X,X
OITSLJZ,X,X,X,X,O,O,X
OITSLZJ,X,X,X,X,O,O,X
OITSJLZ,X,X,X,X,O,O,X
OITSJZL,X,X,X,X,O,X,X
OITSZLJ,X,X,X,X,O,X,X
OITSZJL,X,X,X,X,O,X,X
OITZLJS,O,X,X,X,O,O,X
OITZLSJ,X,X,X,X,O,O,X
OITZJLS,O,X,X,X,O,O,X
OITZJSL,O,X,X,X,O,X,X
OITZSLJ,X,X,X,X,O,X,X
OITZSJL,O,X,X,X,O,X,X
OILTJSZ,X,X,X,X,O,O,X
OILTJZS,X,X,X,X,O,O,X
OILTSJZ,X,X,X,X,O,O,X
OILTSZJ,X,X,X,X,O,O,X
OILTZJS,X,X,X,X,O,O,X
OILTZSJ,X,X,X,X,O,O,X
OILJTSZ,X,X,X,X,O,O,X
OILJTZS,X,X,X,X,O,O,X
OILJSTZ,X,X,X,X,X,O,X
OILJSZT,X,X,O,X,X,X,X
OILJZTS,O,X,O,X,O,X,X
OILJZST,X,X,O,X,X,X,X
OILSTJZ,X,X,X,X,X,O,X
OILSTZJ,X,X,X,O,X,O,X
OILSJTZ,X,X,X,X,X,O,X
OILSJZT,X,X,O,O,X,X,X
OILSZTJ,X,X,O,O,X,X,X
OILSZJT,X,X,O,O,X,X,X
OILZTJS,O,X,O,X,O,X,X
OILZTSJ,X,X,O,X,O,X,X
OILZJTS,O,X,O,X,O,X,X
OILZJST,X,X,O,O,X,X,X
OILZSTJ,X,X,O,O,X,X,X
OILZSJT,X,X,O,O,X,X,X
OIJTLSZ,X,X,X,X,O,O,X
OIJTLZS,X,X,X,X,O,O,X
OIJTSLZ,X,X,X,X,O,O,X
OIJTSZL,X,X,X,X,O,X,X
OIJTZLS,O,X,X,X,O,O,X
OIJTZSL,O,X,X,X,O,X,X
OIJLTSZ,X,X,X,X,O,O,X
OIJLTZS,X,X,X,X,O,O,X
OIJLSTZ,X,X,X,X,X,O,X
OIJLSZT,X,X,O,X,X,X,X
OIJLZTS,O,X,O,X,O,X,X
OIJLZST,X,X,O,X,X,X,X
OIJSTLZ,X,O,X,X,X,X,X
OIJSTZL,O,O,X,X,X,X,X
OIJSLTZ,O,O,X,X,X,X,X
OIJSLZT,O,O,O,X,X,X,X
OIJSZTL,O,O,O,X,X,X,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,O,X,O,X,O,X,X
OIJZTSL,O,X,O,X,O,X,X
OIJZLTS,O,X,O,X,O,X,X
OIJZLST,X,O,O,X,X,X,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,X,O,X,X,X,X,X
OISTLZJ,X,X,X,O,X,X,X
OISTJLZ,X,O,X,X,X,X,X
OISTJZL,O,O,X,X,X,X,X
OISTZLJ,O,X,X,X,X,X,X
OISTZJL,O,X,X,X,X,X,X
OISLTJZ,O,O,X,X,X,X,X
OISLTZJ,O,X,X,O,X,X,X
OISLJTZ,O,O,X,X,X,X,X
OISLJZT,O,O,O,O,X,X,X
OISLZTJ,O,X,O,O,X,X,X
OISLZJT,O,O,O,O,X,X,X
OISJTLZ,X,O,X,X,X,X,X
OISJTZL,O,O,X,X,X,X,X
OISJLTZ,O,O,X,X,X,X,X
OISJLZT,O,O,O,O,X,X,X
OISJZTL,O,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,X,O,X,X,X,X
OISZTJL,O,X,O,X,X,X,X
OISZLTJ,O,X,O,O,X,X,X
OISZLJT,O,O,O,O,X,X,X
OISZJTL,O,O,O,X,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,X,O,X,O,X,X
OIZTLSJ,X,X,O,X,O,X,X
OIZTJLS,O,X,O,X,O,X,X
OIZTJSL,O,X,O,X,O,X,X
OIZTSLJ,O,X,O,X,O,X,X
OIZTSJL,O,X,O,X,O,X,X
OIZLTJS,O,X,O,X,O,X,X
OIZLTSJ,X,X,O,X,O,X,X
OIZLJTS,O,X,O,X,O,X,X
OIZLJST,X,X,O,X,X,X,X
OIZLSTJ,X,X,O,X,X,X,X
OIZLSJT,X,X,O,X,X,X,X
OIZJTLS,O,X,O,X,O,X,X
OIZJTSL,O,X,O,X,O,X,X
OIZJLTS,O,X,O,X,O,X,X
OIZJLST,X,X,O,X,X,X,X
OIZJSTL,O,X,O,X,X,X,X
OIZJSLT,O,X,O,X,X,X,X
OIZSTLJ,O,X,O,X,X,X,X
OIZSTJL,O,X,O,X,X,X,X
OIZSLTJ,O,X,O,X,X,X,X
OIZSLJT,O,X,O,X,X,X,X
OIZSJTL,O,X,O,X,X,X,X
OIZSJLT,O,X,O,X,X,X,X
OLTIJSZ,X,X,X,X,O,O,O
OLTIJZS,X,X,X,X,O,O,O
OLTISJZ,X,X,X,O,O,O,O
OLTISZJ,X,X,X,O,O,O,X
OLTIZJS,X,X,X,O,O,O,X
OLTIZSJ,X,X,X,O,O,O,X
OLTJISZ,X,X,X,X,O,O,O
OLTJIZS,X,X,X,X,O,O,O
OLTJSIZ,X,X,X,X,O,O,O
OLTJSZI,X,X,X,X,O,O,O
OLTJZIS,X,X,X,X,O,O,O
OLTJZSI,X,X,X,X,O,O,O
OLTSIJZ,X,X,X,O,O,O,O
OLTSIZJ,X,X,X,O,O,O,X
OLTSJIZ,X,X,X,O,O,O,O
OLTSJZI,X,X,X,O,O,O,O
OLTSZIJ,X,X,X,O,O,O,X
OLTSZJI,X,X,X,O,O,O,X
OLTZIJS,X,X,X,O,O,O,X
OLTZISJ,X,X,X,O,O,O,X
OLTZJIS,X,X,X,O,O,O,X
OLTZJSI,X,X,X,O,O,O,X
OLTZSIJ,X,X,X,O,O,O,X
OLTZSJI,X,X,X,O,O,O,X
OLITJSZ,X,X,X,X,O,O,X
OLITJZS,X,X,X,X,O,O,X
OLITSJZ,X,X,X,X,O,O,X
OLITSZJ,X,X,X,X,O,O,X
OLITZJS,X,X,X,X,O,O,X
OLITZSJ,X,X,X,X,O,O,X
OLIJTSZ,X,X,X,X,O,O,X
OLIJTZS,X,X,X,X,O,O,X
OLIJSTZ,X,X,X,X,X,O,X
OLIJSZT,X,X,O,X,X,X,X
OLIJZTS,O,X,O,X,O,X,X
OLIJZST,X,X,O,X,X,X,X
OLISTJZ,X,X,X,X,X,O,X
OLISTZJ,X,X,X,O,X,O,X
OLISJTZ,X,X,X,X,X,O,X
OLISJZT,X,X,O,O,X,X,X
OLISZTJ,X,X,O,O,X,X,X
OLISZJT,X,X,O,O,X,X,X
OLIZTJS,O,X,O,X,O,X,X
OLIZTSJ,X,X,O,X,O,X,X
OLIZJTS,O,X,O,X,O,X,X
OLIZJST,X,X,O,O,X,X,X
OLIZSTJ,X,X,O,O,X,X,X
OLIZSJT,X,X,O,O,X,X,X
OLJTISZ,X,X,X,X,O,O,O
OLJTIZS,X,X,X,X,O,O,O
OLJTSIZ,X,X,X,X,O,O,O
OLJTSZI,X,X,X,X,O,O,O
OLJTZIS,X,X,X,X,O,O,O
OLJTZSI,X,X,X,X,O,O,O
OLJITSZ,X,X,X,X,O,O,O
OLJITZS,X,X,X,X,O,O,O
OLJISTZ,X,X,X,X,X,O,O
OLJISZT,X,X,O,X,X,X,X
OLJIZTS,O,X,O,X,O,X,X
OLJIZST,X,X,O,X,X,X,X
OLJSTIZ,O,X,X,X,O,O,O
OLJSTZI,O,X,X,X,O,O,O
OLJSITZ,O,X,X,X,X,O,O
OLJSIZT,O,X,X,X,X,X,X
OLJSZTI,O,X,X,X,O,O,O
OLJSZIT,O,X,X,X,X,X,X
OLJZTIS,O,X,O,X,O,O,O
OLJZTSI,O,X,X,X,O,O,O
OLJZITS,O,X,O,X,O,X,X
OLJZIST,X,X,O,X,X,X,X
OLJZSTI,O,X,X,X,O,O,O
OLJZSIT,O,X,X,X,X,X,X
OLSTIJZ,O,X,X,O,O,O,O
OLSTIZJ,O,X,X,O,O,O,X
OLSTJIZ,O,X,X,O,O,O,O
OLSTJZI,O,X,X,O,O,O,O
OLSTZIJ,O,X,X,O,O,O,X
OLSTZJI,O,X,X,O,O,O,X
OLSITJZ,O,X,X,O,X,O,X
OLSITZJ,O,X,X,O,X,O,X
OLSIJTZ,O,X,X,X,X,O,X
OLSIJZT,O,X,X,O,X,X,X
OLSIZTJ,O,X,X,O,X,X,X
OLSIZJT,O,X,X,O,X,X,X
OLSJTIZ,O,X,X,O,O,O,O
OLSJTZI,O,X,X,O,O,O,O
OLSJITZ,O,X,X,X,X,O,O
OLSJIZT,O,X,X,O,X,X,X
OLSJZTI,O,X,X,O,O,O,O
OLSJZIT,O,X,X,O,X,X,X
OLSZTIJ,O,X,X,O,O,O,X
OLSZTJI,O,X,X,O,O,O,X
OLSZITJ,O,X,X,O,X,X,X
OLSZIJT,O,X,X,O,X,X,X
OLSZJTI,O,X,X,O,O,O,X
OLSZJIT,O,X,X,O,X,X,X
OLZTIJS,O,X,O,O,O,O,X
OLZTISJ,X,X,O,O,O,O,X
OLZTJIS,O,X,O,O,O,O,X
OLZTJSI,O,X,X,O,O,O,X
OLZTSIJ,O,X,X,O,O,O,X
OLZTSJI,O,X,X,O,O,O,X
OLZITJS,O,X,O,X,O,X,X
OLZITSJ,X,X,O,X,O,X,X
OLZIJTS,O,X,O,X,O,X,X
OLZIJST,X,X,O,O,X,X,X
OLZISTJ,X,X,O,O,X,X,X
OLZISJT,X,X,O,O,X,X,X
OLZJTIS,O,X,O,O,O,O,X
OLZJTSI,O,X,X,O,O,O,X
OLZJITS,O,X,O,X,O,X,X
OLZJIST,X,X,O,O,X,X,X
OLZJSTI,O,X,X,O,O,O,X
OLZJSIT,O,X,X,O,X,X,X
OLZSTIJ,O,X,X,O,O,O,X
OLZSTJI,O,X,X,O,O,O,X
OLZSITJ,O,X,X,O,X,X,X
OLZSIJT,O,X,X,O,X,X,X
OLZSJTI,O,X,X,O,O,O,X
OLZSJIT,O,X,X,O,X,X,X
OJTILSZ,X,X,X,X,O,O,O
OJTILZS,X,X,X,X,O,O,O
OJTISLZ,X,O,X,X,O,O,O
OJTISZL,X,O,X,X,O,X,X
OJTIZLS,O,O,X,X,O,O,O
OJTIZSL,O,O,X,X,O,X,X
OJTLISZ,X,X,X,X,O,O,O
OJTLIZS,X,X,X,X,O,O,O
OJTLSIZ,X,X,X,X,O,O,O
OJTLSZI,X,X,X,X,O,O,O
OJTLZIS,X,X,X,X,O,O,O
OJTLZSI,X,X,X,X,O,O,O
OJTSILZ,X,O,X,X,O,O,O
OJTSIZL,O,O,X,X,O,X,X
OJTSLIZ,O,O,X,X,O,O,O
OJTSLZI,O,O,X,X,O,O,O
OJTSZIL,O,O,X,X,O,X,X
OJTSZLI,O,O,X,X,O,X,X
OJTZILS,O,O,X,X,O,O,O
OJTZISL,O,O,X,X,O,X,X
OJTZLIS,O,O,X,X,O,O,O
OJTZLSI,O,O,X,X,O,O,O
OJTZSIL,O,O,X,X,O,X,X
OJTZSLI,O,O,X,X,O,X,X
OJITLSZ,X,X,X,X,O,O,O
OJITLZS,X,X,X,X,O,O,O
OJITSLZ,X,X,X,X,O,O,O
OJITSZL,X,X,X,X,O,X,X
OJITZLS,O,X,X,X,O,O,O
OJITZSL,O,X,X,X,O,X,X
OJILTSZ,X,X,X,X,O,O,O
OJILTZS,X,X,X,X,O,O,O
OJILSTZ,X,X,X,X,X,O,O
OJILSZT,X,X,O,X,X,X,X
OJILZTS,O,X,O,X,O,X,X
OJILZST,X,X,O,X,X,X,X
OJISTLZ,X,O,X,X,X,X,X
OJISTZL,O,O,X,X,X,X,X
OJISLTZ,O,O,X,X,X,X,X
OJISLZT,O,O,O,X,X,X,X
OJISZTL,O,O,O,X,X,X,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,O,X,O,X,O,X,X
OJIZTSL,O,X,O,X,O,X,X
OJIZLTS,O,X,O,X,O,X,X
OJIZLST,X,O,O,X,X,X,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,X,X,X,X,O,O,O
OJLTIZS,X,X,X,X,O,O,O
OJLTSIZ,X,X,X,X,O,O,O
OJLTSZI,X,X,X,X,O,O,O
OJLTZIS,X,X,X,X,O,O,O
OJLTZSI,X,X,X,X,O,O,O
OJLITSZ,X,X,X,X,O,O,O
OJLITZS,X,X,X,X,O,O,O
OJLISTZ,X,X,X,X,X,O,O
OJLISZT,X,X,O,X,X,X,X
OJLIZTS,O,X,O,X,O,X,X
OJLIZST,X,X,O,X,X,X,X
OJLSTIZ,O,X,X,X,O,O,O
OJLSTZI,O,X,X,X,O,O,O
OJLSITZ,O,X,X,X,X,O,O
OJLSIZT,O,X,X,X,X,X,X
OJLSZTI,O,X,X,X,O,O,O
OJLSZIT,O,X,X,X,X,X,X
OJLZTIS,O,X,O,X,O,O,O
OJLZTSI,O,X,X,X,O,O,O
OJLZITS,O,X,O,X,O,X,X
OJLZIST,X,X,O,X,X,X,X
OJLZSTI,O,X,X,X,O,O,O
OJLZSIT,O,X,X,X,X,X,X
OJSTILZ,X,O,X,X,O,O,O
OJSTIZL,O,O,X,X,O,X,X
OJSTLIZ,O,O,X,X,O,O,O
OJSTLZI,O,O,X,X,O,O,O
OJSTZIL,O,O,X,X,O,X,X
OJSTZLI,O,O,X,X,O,X,X
OJSITLZ,X,O,X,X,X,X,X
OJSITZL,O,O,X,X,X,X,X
OJSILTZ,O,O,X,X,X,X,X
OJSILZT,O,O,X,X,X,X,X
OJSIZTL,O,O,X,X,X,X,X
OJSIZLT,O,O,X,X,X,X,X
OJSLTIZ,O,O,X,X,O,O,O
OJSLTZI,O,O,X,X,O,O,O
OJSLITZ,O,O,X,X,X,O,O
OJSLIZT,O,O,X,X,X,X,X
OJSLZTI,O,O,X,X,O,O,O
OJSLZIT,O,O,X,X,X,X,X
OJSZTIL,O,O,X,X,O,X,X
OJSZTLI,O,O,X,X,O,X,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,O,X,X,X,X,X
OJSZLTI,O,O,X,X,O,X,X
OJSZLIT,O,O,X,X,X,X,X
OJZTILS,O,O,O,X,O,O,O
OJZTISL,O,O,O,X,O,X,X
OJZTLIS,O,O,O,X,O,O,O
OJZTLSI,O,O,X,X,O,O,O
OJZTSIL,O,O,X,X,O,X,X
OJZTSLI,O,O,X,X,O,X,X
OJZITLS,O,X,O,X,O,X,X
OJZITSL,O,X,O,X,O,X,X
OJZILTS,O,X,O,X,O,X,X
OJZILST,X,O,O,X,X,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,O,O,O,X,O,O,O
OJZLTSI,O,O,X,X,O,O,O
OJZLITS,O,X,O,X,O,X,X
OJZLIST,X,O,O,X,X,X,X
OJZLSTI,O,O,X,X,O,O,O
OJZLSIT,O,O,X,X,X,X,X
OJZSTIL,O,O,X,X,O,X,X
OJZSTLI,O,O,X,X,O,X,X
OJZSITL,O,O,X,X,X,X,X
OJZSILT,O,O,X,X,X,X,X
OJZSLTI,O,O,X,X,O,X,X
OJZSLIT,O,O,X,X,X,X,X
OSTILJZ,X,O,X,O,O,O,X
OSTILZJ,X,O,X,O,O,O,X
OSTIJLZ,X,O,X,O,O,O,X
OSTIJZL,O,O,X,X,O,X,X
OSTIZLJ,O,O,X,O,O,X,X
OSTIZJL,O,O,X,X,O,X,X
OSTLIJZ,O,O,X,O,O,O,X
OSTLIZJ,O,O,X,O,O,O,X
OSTLJIZ,O,O,X,O,O,O,X
OSTLJZI,O,O,X,O,O,O,X
OSTLZIJ,O,O,X,O,O,O,X
OSTLZJI,O,O,X,O,O,O,X
OSTJILZ,X,O,X,O,O,O,X
OSTJIZL,O,O,X,X,O,X,X
OSTJLIZ,O,O,X,O,O,O,X
OSTJLZI,O,O,X,O,O,O,X
OSTJZIL,O,O,X,X,O,X,X
OSTJZLI,O,O,X,X,O,X,X
OSTZILJ,O,O,X,O,O,X,X
OSTZIJL,O,O,X,X,O,X,X
OSTZLIJ,O,O,X,O,O,X,X
OSTZLJI,O,O,X,O,O,X,X
OSTZJIL,O,O,X,X,O,X,X
OSTZJLI,O,O,X,X,O,X,X
OSITLJZ,X,O,X,O,X,X,X
OSITLZJ,X,O,X,O,X,X,X
OSITJLZ,X,O,X,O,X,X,X
OSITJZL,O,O,X,X,X,X,X
OSITZLJ,O,O,X,O,X,X,X
OSITZJL,O,O,X,X,X,X,X
OSILTJZ,O,O,X,O,X,X,X
OSILTZJ,O,O,X,O,X,X,X
OSILJTZ,O,O,X,X,X,X,X
OSILJZT,O,O,X,O,X,X,X
OSILZTJ,O,X,X,O,X,X,X
OSILZJT,O,O,X,O,X,X,X
OSIJTLZ,X,O,X,X,X,X,X
OSIJTZL,O,O,X,X,X,X,X
OSIJLTZ,O,O,X,X,X,X,X
OSIJLZT,O,O,X,O,X,X,X
OSIJZTL,O,O,X,X,X,X,X
OSIJZLT,O,O,X,X,X,X,X
OSIZTLJ,O,X,X,X,X,X,X
OSIZTJL,O,X,X,X,X,X,X
OSIZLTJ,O,X,X,O,X,X,X
OSIZLJT,O,O,X,O,X,X,X
OSIZJTL,O,O,X,X,X,X,X
OSIZJLT,O,O,X,X,X,X,X
OSLTIJZ,O,O,X,O,O,O,X
OSLTIZJ,O,O,X,O,O,O,X
OSLTJIZ,O,O,X,O,O,O,X
OSLTJZI,O,O,X,O,O,O,X
OSLTZIJ,O,O,X,O,O,O,X
OSLTZJI,O,O,X,O,O,O,X
OSLITJZ,O,O,X,O,X,O,X
OSLITZJ,O,O,X,O,X,O,X
OSLIJTZ,O,O,X,X,X,O,X
OSLIJZT,O,O,X,O,X,X,X
OSLIZTJ,O,X,X,O,X,X,X
OSLIZJT,O,O,X,O,X,X,X
OSLJTIZ,O,O,X,O,O,O,X
OSLJTZI,O,O,X,O,O,O,X
OSLJITZ,O,O,X,X,X,O,X
OSLJIZT,O,O,X,O,X,X,X
OSLJZTI,O,O,X,O,O,O,X
OSLJZIT,O,O,X,O,X,X,X
OSLZTIJ,O,O,X,O,O,O,X
OSLZTJI,O,O,X,O,O,O,X
OSLZITJ,O,X,X,O,X,X,X
OSLZIJT,O,O,X,O,X,X,X
OSLZJTI,O,O,X,O,O,O,X
OSLZJIT,O,O,X,O,X,X,X
OSJTILZ,X,O,X,O,O,O,X
OSJTIZL,O,O,X,X,O,X,X
OSJTLIZ,O,O,X,O,O,O,X
OSJTLZI,O,O,X,O,O,O,X
OSJTZIL,O,O,X,X,O,X,X
OSJTZLI,O,O,X,X,O,X,X
OSJITLZ,X,O,X,X,X,X,X
OSJITZL,O,O,X,X,X,X,X
OSJILTZ,O,O,X,X,X,X,X
OSJILZT,O,O,X,O,X,X,X
OSJIZTL,O,O,X,X,X,X,X
OSJIZLT,O,O,X,X,X,X,X
OSJLTIZ,O,O,X,O,O,O,X
OSJLTZI,O,O,X,O,O,O,X
OSJLITZ,O,O,X,X,X,O,X
