sequence,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBfsB6?sBlqBUrB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFChB/nBGjB0?mBlqBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBFmBX?nB0qBSxB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeRAJvhFUiBGjBFlBX?mBSwBTsB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhFlhBGjB/qBU?mBTnBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JefFJvhFlgBzhBGjB8?qBSsBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhF/nBGjBxlBl?qBUsBTrB
SIZTJLO,X,O,X,X,O,O,X
SIZTJOL,O,O,X,X,O,O,X
SIZTOLJ,X,O,X,X,O,O,X
SIZTOJL,O,O,X,X,O,O,X
SIZLTJO,X,O,X,X,O,O,X
SIZLTOJ,X,O,X,X,O,O,X
SIZLJTO,X,O,X,X,O,O,X
SIZLJOT,X,O,X,X,O,O,X
SIZLOTJ,X,O,X,X,O,O,X
SIZLOJT,X,O,X,X,O,O,X
SIZJTLO,X,O,X,X,O,O,X
SIZJTOL,O,O,X,X,O,O,X
SIZJLTO,X,O,X,X,O,O,X
SIZJLOT,X,O,X,X,O,O,X
SIZJOTL,O,O,X,X,O,O,X
SIZJOLT,O,O,X,X,O,O,X
SIZOTLJ,X,O,X,X,O,O,X
SIZOTJL,X,O,X,X,O,O,X
SIZOLTJ,X,O,X,X,O,O,X
SIZOLJT,X,O,X,X,O,O,X
SIZOJTL,O,O,X,X,O,O,X
SIZOJLT,O,O,X,X,O,O,X
SIOTLJZ,O,O,X,X,O,X,X
SIOTLZJ,O,O,X,X,O,X,X
SIOTJLZ,O,O,X,X,O,X,X
SIOTJZL,O,O,X,X,O,X,X
SIOTZLJ,X,O,X,X,O,X,X
SIOTZJL,O,O,X,X,O,X,X
SIOLTJZ,O,O,X,X,O,O,X
SIOLTZJ,O,O,X,X,O,O,X
SIOLJTZ,O,O,X,X,O,O,X
SIOLJZT,O,O,X,X,O,O,X
SIOLZTJ,X,O,X,X,O,O,X
SIOLZJT,O,O,X,X,O,O,X
SIOJTLZ,O,O,X,X,O,X,X
SIOJTZL,O,O,X,X,O,X,X
SIOJLTZ,O,O,X,X,O,O,X
SIOJLZT,O,O,X,X,O,O,X
SIOJZTL,O,O,X,X,O,O,X
SIOJZLT,O,O,X,X,O,O,X
SIOZTLJ,X,O,X,X,O,O,X
SIOZTJL,X,O,X,X,O,O,X
SIOZLTJ,X,O,X,X,O,O,X
SIOZLJT,X,O,X,X,O,O,X
SIOZJTL,O,O,X,X,O,O,X
SIOZJLT,O,O,X,X,O,O,X
SLTIJZO,O,X,O,O,O,X,X
SLTIJOZ,O,X,O,O,O,X,X
SLTIZJO,O,X,O,O,O,X,O
SLTIZOJ,O,X,O,O,O,X,O
SLTIOJZ,O,X,O,O,O,X,X
SLTIOZJ,O,X,O,O,O,X,X
SLTJIZO,O,X,O,O,O,X,X
SLTJIOZ,O,X,O,O,O,X,X
SLTJZIO,O,X,O,O,O,X,X
SLTJZOI,O,X,O,O,O,X,X
SLTJOIZ,O,X,O,O,X,X,X
SLTJOZI,O,X,O,O,X,X,X
SLTZIJO,O,X,O,O,O,O,O
SLTZIOJ,O,X,O,O,O,O,O
SLTZJIO,O,X,O,O,O,X,O
SLTZJOI,O,X,O,O,O,X,O
SLTZOIJ,O,X,O,O,O,X,O
SLTZOJI,O,X,O,O,O,X,O
SLTOIJZ,O,X,O,O,X,X,X
SLTOIZJ,O,X,O,O,X,X,X
SLTOJIZ,O,X,O,O,X,X,X
SLTOJZI,O,X,O,O,X,X,X
SLTOZIJ,O,X,O,O,X,X,X
SLTOZJI,O,X,O,O,X,X,X
SLITJZO,O,X,O,O,O,O,X
SLITJOZ,O,X,O,O,O,O,X
SLITZJO,O,X,O,O,O,O,X
SLITZOJ,O,X,O,O,O,O,X
SLITOJZ,O,X,O,O,O,O,X
SLITOZJ,O,X,O,O,O,O,X
SLIJTZO,O,X,O,O,O,O,X
SLIJTOZ,O,X,O,O,O,O,X
SLIJZTO,O,X,O,O,O,O,X
SLIJZOT,O,X,O,O,O,O,X
SLIJOTZ,O,X,O,O,O,O,X
SLIJOZT,O,X,O,O,O,O,X
SLIZTJO,O,X,O,O,O,O,X
SLIZTOJ,O,X,O,O,O,O,X
SLIZJTO,O,X,O,O,O,O,X
SLIZJOT,O,X,O,O,O,O,X
SLIZOTJ,X,X,O,O,O,O,X
SLIZOJT,O,X,O,O,O,O,X
SLIOTJZ,O,X,O,O,O,O,X
SLIOTZJ,O,X,O,O,O,O,X
SLIOJTZ,O,X,O,O,O,O,X
SLIOJZT,O,X,O,O,O,O,X
SLIOZTJ,X,X,O,O,O,O,X
SLIOZJT,O,X,O,O,O,O,X
SLJTIZO,O,X,O,O,O,X,X
SLJTIOZ,O,X,O,O,O,X,X
SLJTZIO,O,X,O,O,O,X,X
SLJTZOI,O,X,O,O,O,X,X
SLJTOIZ,O,X,O,O,X,X,X
SLJTOZI,O,X,O,O,X,X,X
SLJITZO,O,X,O,O,O,O,X
SLJITOZ,O,X,O,O,O,O,X
SLJIZTO,O,X,O,O,O,O,X
SLJIZOT,O,X,O,O,O,O,X
SLJIOTZ,O,X,O,O,O,O,X
SLJIOZT,O,X,O,O,O,O,X
SLJZTIO,O,X,O,O,O,X,X
SLJZTOI,O,X,O,O,O,X,X
SLJZITO,O,X,O,O,O,X,X
SLJZIOT,O,X,O,O,O,X,X
SLJZOTI,O,X,O,O,O,X,X
SLJZOIT,O,X,O,O,X,X,X
SLJOTIZ,O,X,O,O,X,X,X
SLJOTZI,O,X,O,O,X,X,X
SLJOITZ,O,X,O,O,O,X,X
SLJOIZT,O,X,O,O,O,X,X
SLJOZTI,O,X,O,O,O,X,X
SLJOZIT,O,X,O,O,X,X,X
SLZTIJO,O,X,O,O,O,O,O
SLZTIOJ,O,X,O,O,O,O,O
SLZTJIO,O,X,O,O,O,X,O
SLZTJOI,O,X,O,O,O,X,O
SLZTOIJ,O,X,O,O,O,X,O
SLZTOJI,O,X,O,O,O,X,O
SLZITJO,O,X,O,O,O,O,O
SLZITOJ,O,X,O,O,O,O,O
SLZIJTO,O,X,O,O,O,O,O
SLZIJOT,O,X,O,O,O,O,X
SLZIOTJ,X,X,O,O,O,O,X
SLZIOJT,O,X,O,O,O,O,X
SLZJTIO,O,X,O,O,O,X,O
SLZJTOI,O,X,O,O,O,X,O
SLZJITO,O,X,O,O,O,X,O
SLZJIOT,O,X,O,O,O,X,X
SLZJOTI,O,X,O,O,O,X,O
SLZJOIT,O,X,O,O,X,X,X
SLZOTIJ,O,X,O,O,O,X,O
SLZOTJI,O,X,O,O,O,X,O
SLZOITJ,X,X,O,O,O,X,X
SLZOIJT,O,X,O,O,O,X,X
SLZOJTI,O,X,O,O,O,X,O
SLZOJIT,O,X,O,O,X,X,X
SLOTIJZ,O,X,O,O,X,X,X
SLOTIZJ,O,X,O,O,X,X,X
SLOTJIZ,O,X,O,O,X,X,X
SLOTJZI,O,X,O,O,X,X,X
SLOTZIJ,O,X,O,O,X,X,X
SLOTZJI,O,X,O,O,X,X,X
SLOITJZ,O,X,O,O,O,X,X
SLOITZJ,O,X,O,O,O,X,X
SLOIJTZ,O,X,O,O,O,X,X
SLOIJZT,O,X,O,O,O,X,X
SLOIZTJ,X,X,O,O,O,X,X
SLOIZJT,O,X,O,O,O,X,X
SLOJTIZ,O,X,O,O,X,X,X
SLOJTZI,O,X,O,O,X,X,X
SLOJITZ,O,X,O,O,O,X,X
SLOJIZT,O,X,O,O,O,X,X
SLOJZTI,O,X,O,O,O,X,X
SLOJZIT,O,X,O,O,X,X,X
SLOZTIJ,O,X,O,O,O,X,X
SLOZTJI,O,X,O,O,O,X,X
SLOZITJ,X,X,O,O,O,X,X
SLOZIJT,O,X,O,O,O,X,X
SLOZJTI,O,X,O,O,O,X,X
SLOZJIT,O,X,O,O,X,X,X
SJTILZO,X,X,X,X,O,O,X
SJTILOZ,O,X,X,X,O,O,X
SJTIZLO,X,X,X,X,O,O,X
SJTIZOL,O,X,X,X,O,O,X
SJTIOLZ,O,X,X,X,O,X,X
SJTIOZL,O,X,X,O,O,X,X
SJTLIZO,O,X,X,O,O,X,X
SJTLIOZ,O,X,X,O,O,X,X
SJTLZIO,O,X,X,O,O,X,X
SJTLZOI,O,X,X,O,O,X,X
SJTLOIZ,O,X,X,O,X,X,X
SJTLOZI,O,X,X,O,X,X,X
SJTZILO,X,X,X,X,O,O,X
SJTZIOL,O,X,X,X,X,O,X
SJTZLIO,X,X,X,X,O,X,X
SJTZLOI,X,X,X,X,O,X,X
SJTZOIL,O,X,X,X,X,X,X
SJTZOLI,X,X,X,X,O,X,X
SJTOILZ,O,X,X,X,X,X,X
SJTOIZL,O,X,X,O,X,X,X
SJTOLIZ,O,X,X,O,X,X,X
SJTOLZI,O,X,X,O,X,X,X
SJTOZIL,O,X,X,O,X,X,X
SJTOZLI,X,X,X,O,X,X,X
SJITLZO,X,O,X,X,O,O,X
SJITLOZ,O,O,X,X,O,O,X
SJITZLO,X,O,X,X,O,O,X
SJITZOL,O,O,X,X,O,O,X
SJITOLZ,O,O,X,X,O,X,X
SJITOZL,O,O,X,X,O,X,X
SJILTZO,X,O,X,X,O,O,X
SJILTOZ,O,O,X,X,O,O,X
SJILZTO,X,O,X,X,O,O,X
SJILZOT,X,O,X,X,O,O,X
SJILOTZ,O,O,X,X,O,O,X
SJILOZT,O,O,X,X,O,O,X
SJIZTLO,X,O,X,X,O,O,X
SJIZTOL,O,O,X,X,O,O,X
SJIZLTO,X,O,X,X,O,O,X
SJIZLOT,X,O,X,X,O,O,X
SJIZOTL,O,O,X,X,O,O,X
SJIZOLT,O,O,X,X,O,O,X
SJIOTLZ,O,O,X,X,O,X,X
SJIOTZL,O,O,X,X,O,X,X
SJIOLTZ,O,O,X,X,O,O,X
SJIOLZT,O,O,X,X,O,O,X
SJIOZTL,O,O,X,X,O,O,X
SJIOZLT,O,O,X,X,O,O,X
SJLTIZO,O,X,O,O,O,X,X
SJLTIOZ,O,X,O,O,O,X,X
SJLTZIO,O,X,O,O,O,X,X
SJLTZOI,O,X,O,O,O,X,X
SJLTOIZ,O,X,O,O,X,X,X
SJLTOZI,O,X,O,O,X,X,X
SJLITZO,O,X,O,O,O,O,X
SJLITOZ,O,X,O,O,O,O,X
SJLIZTO,O,X,O,O,O,O,X
SJLIZOT,O,X,O,O,O,O,X
SJLIOTZ,O,X,O,X,O,O,X
SJLIOZT,O,X,O,O,O,O,X
SJLZTIO,O,X,O,O,O,X,X
SJLZTOI,O,X,O,O,O,X,X
SJLZITO,O,X,O,O,O,X,X
SJLZIOT,O,X,O,O,O,X,X
SJLZOTI,O,X,O,O,O,X,X
SJLZOIT,O,X,O,O,X,X,X
SJLOTIZ,O,X,O,O,X,X,X
SJLOTZI,O,X,O,O,X,X,X
SJLOITZ,O,X,O,X,O,X,X
SJLOIZT,O,X,O,O,O,X,X
SJLOZTI,O,X,O,O,O,X,X
SJLOZIT,O,X,O,O,X,X,X
SJZTILO,X,X,X,X,O,O,X
SJZTIOL,O,X,O,X,O,O,X
SJZTLIO,X,X,O,X,O,X,X
SJZTLOI,X,X,O,X,O,X,X
SJZTOIL,O,X,O,X,X,X,X
SJZTOLI,X,X,O,X,O,X,X
SJZITLO,X,X,X,X,O,O,X
SJZITOL,O,X,X,X,O,O,X
SJZILTO,X,X,X,X,O,O,X
SJZILOT,X,X,X,X,O,O,X
SJZIOTL,O,X,X,X,O,O,X
SJZIOLT,O,X,X,X,O,O,X
SJZLTIO,X,X,O,X,O,X,X
SJZLTOI,X,X,O,X,O,X,X
SJZLITO,X,X,O,X,O,X,X
SJZLIOT,X,X,O,X,O,X,X
SJZLOTI,X,X,O,X,O,X,X
SJZLOIT,X,X,O,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X
SJZOTLI,X,X,O,X,O,X,X
SJZOITL,O,X,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,X,X,O,X,O,X,X
SJZOLIT,X,X,O,X,X,X,X
SJOTILZ,O,X,X,X,X,X,X
SJOTIZL,O,X,X,O,X,X,X
SJOTLIZ,O,X,X,O,X,X,X
SJOTLZI,O,X,X,O,X,X,X
SJOTZIL,O,X,X,O,X,X,X
SJOTZLI,X,X,X,O,X,X,X
SJOITLZ,O,O,X,X,O,X,X
SJOITZL,O,O,X,X,O,X,X
SJOILTZ,O,O,X,X,O,O,X
SJOILZT,O,O,X,X,O,O,X
SJOIZTL,O,O,X,X,O,O,X
SJOIZLT,O,O,X,X,O,O,X
SJOLTIZ,O,X,O,O,X,X,X
SJOLTZI,O,X,O,O,X,X,X
SJOLITZ,O,X,O,O,O,X,X
SJOLIZT,O,X,O,O,O,X,X
SJOLZTI,O,X,O,O,O,X,X
SJOLZIT,O,X,O,O,X,X,X
SJOZTIL,O,X,O,O,X,X,X
SJOZTLI,X,X,O,O,O,X,X
SJOZITL,O,X,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,X,X,O,O,O,X,X
SJOZLIT,X,X,O,O,X,X,X
SZTILJO,X,X,X,X,O,O,O
SZTILOJ,X,X,X,X,O,O,O
SZTIJLO,X,X,X,X,O,O,O
SZTIJOL,O,X,O,X,O,O,O
SZTIOLJ,X,X,X,X,O,O,O
SZTIOJL,O,X,O,X,O,O,O
SZTLIJO,O,X,O,X,O,O,O
SZTLIOJ,O,X,O,X,O,O,O
SZTLJIO,O,X,O,X,O,X,O
SZTLJOI,O,X,O,X,O,X,O
SZTLOIJ,O,X,O,X,O,X,O
SZTLOJI,O,X,O,X,O,X,O
SZTJILO,X,X,X,X,O,O,O
SZTJIOL,O,X,O,X,O,O,O
SZTJLIO,X,X,O,X,O,X,O
SZTJLOI,X,X,O,X,O,X,O
SZTJOIL,O,X,O,X,X,X,O
SZTJOLI,X,X,O,X,O,X,O
SZTOILJ,X,X,X,X,O,O,O
SZTOIJL,O,X,O,X,O,O,O
SZTOLIJ,O,X,O,X,O,X,O
SZTOLJI,O,X,O,X,O,X,O
SZTOJIL,O,X,O,X,X,X,O
SZTOJLI,X,X,O,X,O,X,O
SZITLJO,X,X,X,X,O,O,O
SZITLOJ,X,X,X,X,O,O,O
SZITJLO,X,X,X,X,O,O,O
SZITJOL,O,X,X,X,O,O,O
SZITOLJ,X,X,X,X,O,O,O
SZITOJL,O,X,X,X,O,O,O
SZILTJO,X,X,X,X,O,O,O
SZILTOJ,X,X,X,X,O,O,O
SZILJTO,X,X,X,X,O,O,O
SZILJOT,X,X,X,X,O,O,X
SZILOTJ,X,X,X,X,O,O,X
SZILOJT,X,X,X,X,O,O,X
SZIJTLO,X,X,X,X,O,O,O
SZIJTOL,O,X,X,X,O,O,O
SZIJLTO,X,X,X,X,O,O,O
SZIJLOT,X,X,X,X,O,O,X
SZIJOTL,O,X,X,X,O,O,X
SZIJOLT,O,X,X,X,O,O,X
SZIOTLJ,X,X,X,X,O,O,X
SZIOTJL,X,X,X,X,O,O,X
SZIOLTJ,X,X,X,X,O,O,X
SZIOLJT,X,X,X,X,O,O,X
SZIOJTL,O,X,X,X,O,O,X
SZIOJLT,O,X,X,X,O,O,X
SZLTIJO,O,X,O,X,O,O,O
SZLTIOJ,O,X,O,X,O,O,O
SZLTJIO,O,X,O,X,O,X,O
SZLTJOI,O,X,O,X,O,X,O
SZLTOIJ,O,X,O,X,O,X,O
SZLTOJI,O,X,O,X,O,X,O
SZLITJO,O,X,O,X,O,O,O
SZLITOJ,O,X,O,X,O,O,O
SZLIJTO,O,X,O,X,O,O,O
SZLIJOT,O,X,O,X,O,O,X
SZLIOTJ,X,X,O,X,O,O,X
SZLIOJT,O,X,O,X,O,O,X
SZLJTIO,O,X,O,X,O,X,O
SZLJTOI,O,X,O,X,O,X,O
SZLJITO,O,X,O,X,O,X,O
SZLJIOT,O,X,O,X,O,X,X
SZLJOTI,O,X,O,X,O,X,O
SZLJOIT,O,X,O,X,X,X,X
SZLOTIJ,O,X,O,X,O,X,O
SZLOTJI,O,X,O,X,O,X,O
SZLOITJ,X,X,O,X,O,X,X
SZLOIJT,O,X,O,X,O,X,X
SZLOJTI,O,X,O,X,O,X,O
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,X,X,X,X,O,O,O
SZJTIOL,O,X,O,X,O,O,O
SZJTLIO,X,X,O,X,O,X,O
SZJTLOI,X,X,O,X,O,X,O
SZJTOIL,O,X,O,X,X,X,O
SZJTOLI,X,X,O,X,O,X,O
SZJITLO,X,X,X,X,O,O,O
SZJITOL,O,X,X,X,O,O,O
SZJILTO,X,X,X,X,O,O,O
SZJILOT,X,X,X,X,O,O,X
SZJIOTL,O,X,X,X,O,O,X
SZJIOLT,O,X,X,X,O,O,X
SZJLTIO,X,X,O,X,O,X,O
SZJLTOI,X,X,O,X,O,X,O
SZJLITO,X,X,O,X,O,X,O
SZJLIOT,X,X,O,X,O,X,X
SZJLOTI,X,X,O,X,O,X,O
SZJLOIT,X,X,O,X,X,X,X
SZJOTIL,O,X,O,X,X,X,O
SZJOTLI,X,X,O,X,O,X,O
SZJOITL,O,X,X,X,X,X,X
SZJOILT,O,X,X,X,X,X,X
SZJOLTI,X,X,O,X,O,X,O
SZJOLIT,X,X,O,X,X,X,X
SZOTILJ,X,X,X,X,O,O,O
SZOTIJL,O,X,O,X,O,O,O
SZOTLIJ,O,X,O,X,O,X,O
SZOTLJI,O,X,O,X,O,X,O
SZOTJIL,O,X,O,X,X,X,O
SZOTJLI,X,X,O,X,O,X,O
SZOITLJ,X,X,X,X,O,O,X
SZOITJL,X,X,X,X,O,O,X
SZOILTJ,X,X,X,X,O,O,X
SZOILJT,X,X,X,X,O,O,X
SZOIJTL,O,X,X,X,O,O,X
SZOIJLT,O,X,X,X,O,O,X
SZOLTIJ,O,X,O,X,O,X,O
SZOLTJI,O,X,O,X,O,X,O
SZOLITJ,X,X,O,X,O,X,X
SZOLIJT,O,X,O,X,O,X,X
SZOLJTI,O,X,O,X,O,X,O
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,O,X,O,X,X,X,O
SZOJTLI,X,X,O,X,O,X,O
SZOJITL,O,X,X,X,X,X,X
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,X,X,O,X,O,X,O
SZOJLIT,X,X,O,X,X,X,X
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X
SOTIJZL,O,O,X,O,X,X,X
SOTIZLJ,X,O,X,X,X,X,X
SOTIZJL,O,O,X,O,X,X,X
SOTLIJZ,O,O,X,O,X,X,X
SOTLIZJ,O,O,X,O,X,X,X
SOTLJIZ,O,X,X,O,X,X,X
SOTLJZI,O,X,X,O,X,X,X
SOTLZIJ,O,O,X,O,X,X,X
SOTLZJI,O,O,X,O,X,X,X
SOTJILZ,O,X,X,X,X,X,X
SOTJIZL,O,X,X,O,X,X,X
SOTJLIZ,O,X,X,O,X,X,X
SOTJLZI,O,X,X,O,X,X,X
SOTJZIL,O,X,X,O,X,X,X
SOTJZLI,X,X,X,O,X,X,X
SOTZILJ,X,O,X,X,X,O,X
SOTZIJL,O,O,X,O,X,O,X
SOTZLIJ,O,O,X,O,X,X,X
SOTZLJI,O,O,X,O,X,X,X
SOTZJIL,O,O,X,O,X,X,X
SOTZJLI,X,O,X,O,X,X,X
SOITLJZ,O,O,X,X,O,X,X
SOITLZJ,O,O,X,X,O,X,X
SOITJLZ,O,O,X,X,O,X,X
SOITJZL,O,O,X,X,O,X,X
SOITZLJ,X,O,X,X,O,X,X
SOITZJL,O,O,X,X,O,X,X
SOILTJZ,O,O,X,X,O,O,X
SOILTZJ,O,O,X,X,O,O,X
SOILJTZ,O,O,X,X,O,O,X
SOILJZT,O,O,X,X,O,O,X
SOILZTJ,X,O,X,X,O,O,X
SOILZJT,O,O,X,X,O,O,X
SOIJTLZ,O,O,X,X,O,X,X
SOIJTZL,O,O,X,X,O,X,X
SOIJLTZ,O,O,X,X,O,O,X
SOIJLZT,O,O,X,X,O,O,X
SOIJZTL,O,O,X,X,O,O,X
SOIJZLT,O,O,X,X,O,O,X
SOIZTLJ,X,O,X,X,O,O,X
SOIZTJL,X,O,X,X,O,O,X
SOIZLTJ,X,O,X,X,O,O,X
SOIZLJT,X,O,X,X,O,O,X
SOIZJTL,O,O,X,X,O,O,X
SOIZJLT,O,O,X,X,O,O,X
SOLTIJZ,O,X,O,O,X,X,X
SOLTIZJ,O,X,O,O,X,X,X
SOLTJIZ,O,X,O,O,X,X,X
SOLTJZI,O,X,O,O,X,X,X
SOLTZIJ,O,X,O,O,X,X,X
SOLTZJI,O,X,O,O,X,X,X
SOLITJZ,O,X,O,O,O,X,X
SOLITZJ,O,X,O,O,O,X,X
SOLIJTZ,O,X,O,O,O,X,X
SOLIJZT,O,X,O,O,O,X,X
SOLIZTJ,X,X,O,O,O,X,X
SOLIZJT,O,X,O,O,O,X,X
SOLJTIZ,O,X,O,O,X,X,X
SOLJTZI,O,X,O,O,X,X,X
SOLJITZ,O,X,O,O,O,X,X
SOLJIZT,O,X,O,O,O,X,X
SOLJZTI,O,X,O,O,O,X,X
SOLJZIT,O,X,O,O,X,X,X
SOLZTIJ,O,X,O,O,O,X,X
SOLZTJI,O,X,O,O,O,X,X
SOLZITJ,X,X,O,O,O,X,X
SOLZIJT,O,X,O,O,O,X,X
SOLZJTI,O,X,O,O,O,X,X
SOLZJIT,O,X,O,O,X,X,X
SOJTILZ,O,X,X,X,X,X,X
SOJTIZL,O,X,X,O,X,X,X
SOJTLIZ,O,X,X,O,X,X,X
SOJTLZI,O,X,X,O,X,X,X
SOJTZIL,O,X,X,O,X,X,X
SOJTZLI,X,X,X,O,X,X,X
SOJITLZ,O,O,X,X,O,X,X
SOJITZL,O,O,X,X,O,X,X
SOJILTZ,O,O,X,X,O,O,X
SOJILZT,O,O,X,X,O,O,X
SOJIZTL,O,O,X,X,O,O,X
SOJIZLT,O,O,X,X,O,O,X
SOJLTIZ,O,X,O,O,X,X,X
SOJLTZI,O,X,O,O,X,X,X
SOJLITZ,O,X,O,O,O,X,X
SOJLIZT,O,X,O,O,O,X,X
SOJLZTI,O,X,O,O,O,X,X
SOJLZIT,O,X,O,O,X,X,X
SOJZTIL,O,X,O,O,X,X,X
SOJZTLI,X,X,O,O,O,X,X
SOJZITL,O,X,X,X,X,X,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,X,X,O,O,O,X,X
SOJZLIT,X,X,O,O,X,X,X
SOZTILJ,X,X,X,X,O,O,X
SOZTIJL,O,X,O,O,O,O,X
SOZTLIJ,O,X,O,O,O,X,X
SOZTLJI,O,X,O,O,O,X,X
SOZTJIL,O,X,O,O,X,X,X
SOZTJLI,X,X,O,O,O,X,X
SOZITLJ,X,X,X,X,O,O,X
SOZITJL,X,X,X,X,O,O,X
SOZILTJ,X,X,X,X,O,O,X
SOZILJT,X,X,X,X,O,O,X
SOZIJTL,O,X,X,X,O,O,X
SOZIJLT,O,X,X,X,O,O,X
SOZLTIJ,O,X,O,O,O,X,X
SOZLTJI,O,X,O,O,O,X,X
SOZLITJ,X,X,O,O,O,X,X
SOZLIJT,O,X,O,O,O,X,X
SOZLJTI,O,X,O,O,O,X,X
SOZLJIT,O,X,O,O,X,X,X
SOZJTIL,O,X,O,O,X,X,X
SOZJTLI,X,X,O,O,O,X,X
SOZJITL,O,X,X,X,X,X,X
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,X,X,O,O,O,X,X
SOZJLIT,X,X,O,O,X,X,X
ZTILJSO,X,O,O,X,X,O,O
ZTILJOS,X,O,O,X,X,O,X
ZTILSJO,X,O,O,X,X,O,O
ZTILSOJ,X,O,O,X,X,O,O
ZTILOJS,X,O,O,O,X,O,X
ZTILOSJ,X,O,O,O,X,O,O
ZTIJLSO,X,O,O,X,X,O,O
ZTIJLOS,X,O,O,X,X,O,X
ZTIJSLO,X,O,X,X,X,O,O
ZTIJSOL,X,O,O,X,X,O,O
ZTIJOLS,X,O,O,O,X,X,X
ZTIJOSL,X,O,O,O,X,X,X
ZTISLJO,X,O,X,X,X,O,O
ZTISLOJ,X,O,X,X,X,O,O
ZTISJLO,X,O,X,X,X,O,O
ZTISJOL,X,O,O,X,X,O,O
ZTISOLJ,X,O,X,X,X,O,O
ZTISOJL,X,O,O,X,X,O,O
ZTIOLJS,X,O,O,O,X,X,X
ZTIOLSJ,X,O,O,X,X,X,O
ZTIOJLS,X,O,O,O,X,X,X
ZTIOJSL,X,O,O,O,X,X,X
ZTIOSLJ,X,O,X,X,X,X,O
ZTIOSJL,X,O,O,O,X,X,O
ZTLIJSO,X,O,O,X,X,X,O
ZTLIJOS,O,O,O,X,X,X,X
ZTLISJO,X,O,O,X,X,X,O
ZTLISOJ,X,O,O,X,X,X,O
ZTLIOJS,O,O,O,O,X,X,X
ZTLIOSJ,X,O,O,O,X,X,O
ZTLJISO,X,O,O,X,X,X,O
ZTLJIOS,O,O,O,X,X,X,X
ZTLJSIO,O,O,O,O,X,X,O
ZTLJSOI,O,O,O,O,X,X,O
ZTLJOIS,O,O,O,X,X,X,X
ZTLJOSI,O,O,O,X,X,X,X
ZTLSIJO,O,O,O,O,X,X,O
ZTLSIOJ,O,O,O,O,X,X,O
ZTLSJIO,O,O,O,O,X,X,O
ZTLSJOI,O,O,O,O,X,X,O
ZTLSOIJ,O,O,O,O,X,X,O
ZTLSOJI,O,O,O,O,X,X,O
ZTLOIJS,O,O,O,O,X,X,X
ZTLOISJ,X,O,O,O,X,X,O
ZTLOJIS,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,O
ZTLOSJI,O,O,O,O,X,X,O
ZTJILSO,X,O,O,X,X,X,O
ZTJILOS,X,O,O,X,X,X,X
ZTJISLO,X,O,X,X,X,X,O
ZTJISOL,X,O,O,X,X,X,O
ZTJIOLS,X,O,O,O,X,X,X
ZTJIOSL,X,O,O,O,X,X,X
ZTJLISO,X,O,O,X,X,X,O
ZTJLIOS,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,O
ZTJLSOI,O,O,O,O,X,X,O
ZTJLOIS,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,X,X,X,X
ZTJSILO,X,O,X,X,X,X,O
ZTJSIOL,O,O,O,X,X,X,O
ZTJSLIO,X,O,O,X,X,X,O
ZTJSLOI,X,O,O,X,X,X,O
ZTJSOIL,O,O,O,X,X,X,O
ZTJSOLI,X,O,O,X,X,X,O
ZTJOILS,X,O,O,O,X,X,X
ZTJOISL,X,O,O,O,X,X,X
ZTJOLIS,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,O,X,X,X
ZTJOSLI,X,O,O,O,X,X,X
ZTSILJO,X,O,X,X,X,O,O
ZTSILOJ,X,O,X,X,X,O,O
ZTSIJLO,X,O,X,X,X,O,O
ZTSIJOL,O,O,O,X,X,O,O
ZTSIOLJ,X,O,X,X,X,O,O
ZTSIOJL,O,O,O,X,X,O,O
ZTSLIJO,O,O,O,X,X,O,O
ZTSLIOJ,O,O,O,X,X,O,O
ZTSLJIO,O,O,O,X,X,X,O
ZTSLJOI,O,O,O,X,X,X,O
ZTSLOIJ,O,O,O,X,X,X,O
ZTSLOJI,O,O,O,X,X,X,O
ZTSJILO,X,O,X,X,X,O,O
ZTSJIOL,O,O,O,X,X,O,O
ZTSJLIO,X,O,O,X,X,X,O
