sequence,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFaoB5oB/pBFmBTq?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFaoB5oB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeUBJvhFaoB5oB/pBFlBzq?BmpB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFlgBaoB5oB/qBOr?B0pB,v115@ChB8IeB8GeC8BeA8DeD8Kel/IvhFUhBaoB5oB/pBOq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFlgBaoB5oB/pBOr?BTqB,v115@ChB8IeB8GeC8BeA8DeD8KeOEJvhF8kBaoB5oBFmBXq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8KeaIJvhF5oBTkB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeKEJvhFRgBGjBFmB/tB0q?BzpB,v115@ChB8IeB8GeC8BeA8DeD8KeyEJvhFGjBFmB/tBxpB0p?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Kex/IvhF/pBUlBFmBToByv?BGtB
LIOZSJT,O,O,O,O,O,O,X,X,X,X,X
LJTISZO,O,O,X,O,O,O,O,X,X,X,X
LJTISOZ,X,X,X,O,O,O,X,O,X,X,X
LJTIZSO,X,X,X,O,O,O,X,X,X,X,X
LJTIZOS,X,X,X,O,X,O,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,O,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,X
LJTSIZO,O,O,X,O,O,O,O,X,X,X,X
LJTSIOZ,X,X,X,O,O,O,X,O,X,X,X
LJTSZIO,O,O,X,O,O,O,O,X,X,X,X
LJTSZOI,X,O,X,O,O,O,O,X,X,X,X
LJTSOIZ,X,X,X,O,O,O,X,O,X,X,X
LJTSOZI,X,X,X,O,O,O,X,X,X,X,X
LJTZISO,X,X,X,O,O,O,X,X,X,X,X
LJTZIOS,X,X,X,O,X,O,X,X,X,X,X
LJTZSIO,X,X,X,O,O,O,X,X,X,X,X
LJTZSOI,X,X,X,O,O,O,X,X,X,X,X
LJTZOIS,X,X,X,O,X,O,X,X,X,X,X
LJTZOSI,X,X,X,O,X,O,X,X,X,X,X
LJTOISZ,O,X,X,O,X,O,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,O,X,X,X,X,X
LJTOSZI,O,X,X,O,X,O,X,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,X
LJTOZSI,X,X,X,X,X,O,X,X,X,X,X
LJITSZO,O,O,X,O,O,O,O,X,X,X,X
LJITSOZ,X,X,X,O,O,O,X,O,X,X,X
LJITZSO,X,X,X,O,O,O,X,X,X,X,X
LJITZOS,X,X,X,O,X,O,X,X,X,X,X
LJITOSZ,O,X,X,O,X,O,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,X,X,X,X,X
LJISTZO,O,O,X,O,O,O,O,X,X,X,X
LJISTOZ,X,X,X,O,O,O,X,O,X,X,X
LJISZTO,O,O,X,O,O,O,O,X,X,X,X
LJISZOT,O,O,X,O,O,O,O,X,X,X,X
LJISOTZ,O,X,O,O,O,O,X,O,X,X,X
LJISOZT,O,X,O,O,O,O,X,X,X,X,X
LJIZTSO,X,X,X,O,O,O,X,X,X,X,X
LJIZTOS,X,X,X,O,X,O,X,X,X,X,X
LJIZSTO,X,O,X,O,O,O,X,X,X,X,X
LJIZSOT,X,O,X,O,O,O,X,X,X,X,X
LJIZOTS,X,X,X,O,O,O,X,X,X,X,X
LJIZOST,X,O,O,O,O,O,X,X,X,X,X
LJIOTSZ,O,X,X,O,O,O,X,X,X,X,X
LJIOTZS,X,X,X,X,O,O,X,X,X,X,X
LJIOSTZ,O,X,O,O,O,O,X,O,X,X,X
LJIOSZT,O,X,O,O,O,O,X,X,X,X,X
LJIOZTS,X,X,X,O,O,O,X,X,X,X,X
LJIOZST,X,X,O,O,O,O,X,X,X,X,X
LJSTIZO,O,O,X,O,O,O,O,X,X,X,X
LJSTIOZ,X,X,X,O,O,O,X,O,X,X,X
LJSTZIO,O,O,X,O,O,O,O,X,O,X,X
LJSTZOI,X,O,X,O,O,O,O,X,O,X,X
LJSTOIZ,X,X,X,O,O,O,X,O,X,X,X
LJSTOZI,X,X,X,O,O,O,X,X,X,X,X
LJSITZO,O,O,X,O,O,O,O,X,X,X,X
LJSITOZ,X,X,X,O,O,O,X,O,X,X,X
LJSIZTO,O,O,X,O,O,O,O,X,O,X,X
LJSIZOT,O,O,X,O,O,O,O,X,X,X,X
LJSIOTZ,O,X,O,O,O,O,X,O,X,X,X
LJSIOZT,O,X,O,O,O,O,X,X,X,X,X
LJSZTIO,O,O,X,O,O,O,O,X,O,X,X
LJSZTOI,X,O,X,O,O,O,O,X,O,X,X
LJSZITO,O,O,X,O,O,O,O,X,O,X,X
LJSZIOT,O,O,X,O,O,O,O,X,X,X,X
LJSZOTI,O,O,X,O,O,O,O,X,O,X,X
LJSZOIT,O,O,X,O,O,O,O,X,X,X,X
LJSOTIZ,O,X,O,O,O,O,X,O,X,X,X
LJSOTZI,O,X,O,O,O,O,X,X,X,X,X
LJSOITZ,O,X,O,O,O,O,X,O,X,X,X
LJSOIZT,O,X,O,O,O,O,X,X,X,X,X
LJSOZTI,O,X,O,O,O,O,X,X,O,X,X
LJSOZIT,O,X,O,O,O,O,X,X,X,X,X
LJZTISO,X,X,X,O,O,O,X,X,O,X,X
LJZTIOS,X,X,X,O,X,O,X,X,X,X,X
LJZTSIO,X,X,X,O,O,O,X,X,O,X,X
LJZTSOI,X,X,X,O,O,O,X,X,O,X,X
LJZTOIS,X,X,X,O,X,O,X,X,X,X,X
LJZTOSI,X,X,X,O,X,O,X,X,X,X,X
LJZITSO,X,X,X,O,O,O,X,X,X,X,X
LJZITOS,X,X,X,O,X,O,X,X,X,X,X
LJZISTO,X,O,X,O,O,O,X,X,X,X,X
LJZISOT,X,O,X,O,O,O,X,X,X,X,X
LJZIOTS,X,X,X,O,O,O,X,X,X,X,X
LJZIOST,X,O,O,O,O,O,X,X,X,X,X
LJZSTIO,X,O,X,O,O,O,X,X,O,X,X
LJZSTOI,X,O,X,O,O,O,X,X,O,X,X
LJZSITO,X,O,X,O,O,O,X,X,O,X,X
LJZSIOT,X,O,X,O,O,O,X,X,X,X,X
LJZSOTI,X,O,X,O,O,O,X,X,O,X,X
LJZSOIT,X,O,X,O,O,O,X,X,X,X,X
LJZOTIS,X,X,X,O,O,O,X,X,X,X,X
LJZOTSI,X,X,X,O,O,O,X,X,X,X,X
LJZOITS,X,X,X,O,O,O,X,X,X,X,X
LJZOIST,X,O,O,O,O,O,X,X,X,X,X
LJZOSTI,X,O,O,O,O,O,X,X,X,X,X
LJZOSIT,X,O,O,O,O,O,X,X,X,X,X
LJOTISZ,O,X,X,O,O,O,X,X,X,X,X
LJOTIZS,X,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,O,X,X,O,O,O,X,X,X,X,X
LJOTSZI,O,X,X,O,O,O,X,X,X,X,X
LJOTZIS,X,X,X,X,O,O,X,X,X,X,X
LJOTZSI,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,O,X,X,O,O,O,X,X,X,X,X
LJOITZS,X,X,X,X,O,O,X,X,X,X,X
LJOISTZ,O,X,O,O,O,O,X,O,X,X,X
LJOISZT,O,X,O,O,O,O,X,X,X,X,X
LJOIZTS,X,X,X,O,O,O,X,X,X,X,X
LJOIZST,X,X,O,O,O,O,X,X,X,X,X
LJOSTIZ,O,X,O,O,O,O,X,O,X,X,X
LJOSTZI,O,X,O,O,O,O,X,X,X,X,X
LJOSITZ,O,X,O,O,O,O,X,O,X,X,X
LJOSIZT,O,X,O,O,O,O,X,X,X,X,X
LJOSZTI,O,X,O,O,O,O,X,X,X,X,X
LJOSZIT,O,X,O,O,O,O,X,X,X,X,X
LJOZTIS,X,X,X,O,O,O,X,X,X,X,X
LJOZTSI,X,X,X,O,O,O,X,X,X,X,X
LJOZITS,X,X,X,O,O,O,X,X,X,X,X
LJOZIST,X,X,O,O,O,O,X,X,X,X,X
LJOZSTI,X,X,O,O,O,O,X,X,X,X,X
LJOZSIT,X,X,O,O,O,O,X,X,X,X,X
LSTIJZO,O,O,X,O,O,O,O,X,X,O,X
LSTIJOZ,X,X,X,X,O,O,X,O,X,O,X
LSTIZJO,O,O,X,O,O,O,O,X,X,O,X
LSTIZOJ,O,O,X,O,O,O,O,O,X,X,X
LSTIOJZ,O,X,O,X,O,O,X,O,X,O,X
LSTIOZJ,O,O,O,O,O,O,O,O,X,X,X
LSTJIZO,O,O,X,O,O,O,O,X,X,O,X
LSTJIOZ,X,X,X,X,O,O,X,O,X,O,X
LSTJZIO,O,O,X,O,O,O,O,X,O,X,X
LSTJZOI,X,O,X,O,O,O,O,X,O,X,X
LSTJOIZ,X,X,X,X,O,O,X,O,X,X,X
LSTJOZI,X,X,X,X,O,O,X,X,X,X,X
LSTZIJO,O,O,X,O,O,O,O,X,O,X,X
LSTZIOJ,O,O,X,O,O,O,O,O,O,X,O
LSTZJIO,O,O,X,O,O,O,O,X,O,X,X
LSTZJOI,X,O,X,O,O,O,O,X,O,X,X
LSTZOIJ,O,O,X,O,O,O,O,O,O,X,O
LSTZOJI,O,O,X,O,O,O,O,X,O,X,O
LSTOIJZ,O,X,O,X,O,O,X,O,X,X,X
LSTOIZJ,O,O,O,O,O,O,O,O,X,X,X
LSTOJIZ,O,X,O,X,O,O,X,O,X,X,X
LSTOJZI,O,X,O,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,O,O,O,X,X,O
LSTOZJI,O,O,O,O,O,O,O,X,X,X,O
LSITJZO,O,O,X,O,O,O,O,X,X,O,X
LSITJOZ,X,X,X,X,O,O,X,O,X,O,X
LSITZJO,O,O,X,O,O,O,O,X,X,O,X
LSITZOJ,O,O,X,O,O,O,O,O,X,X,X
LSITOJZ,O,X,O,X,O,O,X,O,X,O,X
LSITOZJ,O,O,O,O,O,O,O,O,X,X,X
LSIJTZO,O,O,X,O,O,O,O,X,X,O,X
LSIJTOZ,X,X,X,O,O,O,X,O,X,O,X
LSIJZTO,O,O,X,O,O,O,O,X,O,O,X
LSIJZOT,O,O,X,O,O,O,O,X,X,X,X
LSIJOTZ,O,X,O,O,O,O,X,O,X,O,X
LSIJOZT,O,X,O,O,O,O,X,X,X,X,X
LSIZTJO,O,O,X,O,O,O,O,X,O,O,X
LSIZTOJ,O,O,X,O,O,O,O,O,O,X,X
LSIZJTO,O,O,X,O,O,O,O,X,O,O,X
LSIZJOT,O,O,X,O,O,O,O,X,X,X,X
LSIZOTJ,O,O,O,O,O,O,O,O,X,X,X
LSIZOJT,O,O,O,O,O,O,O,X,X,X,X
LSIOTJZ,O,X,O,X,O,O,X,O,X,O,X
LSIOTZJ,O,O,O,O,O,O,O,O,X,X,X
LSIOJTZ,O,X,O,X,O,O,X,O,X,O,X
LSIOJZT,O,X,O,X,O,O,X,X,X,X,X
LSIOZTJ,O,O,O,O,O,O,O,O,X,X,X
LSIOZJT,O,O,O,O,O,O,O,X,X,X,X
LSJTIZO,O,O,X,O,O,O,O,X,X,O,X
LSJTIOZ,X,X,X,O,O,O,X,O,X,O,X
LSJTZIO,O,O,X,O,O,O,O,X,O,X,X
LSJTZOI,X,O,X,O,O,O,O,X,O,X,X
LSJTOIZ,X,X,X,O,O,O,X,O,X,X,X
LSJTOZI,X,X,X,O,O,O,X,X,X,X,X
LSJITZO,O,O,X,O,O,O,O,X,X,O,X
LSJITOZ,X,X,X,O,O,O,X,O,X,O,X
LSJIZTO,O,O,X,O,O,O,O,X,O,O,X
LSJIZOT,O,O,X,O,O,O,O,X,X,X,X
LSJIOTZ,O,X,O,O,O,O,X,O,X,O,X
LSJIOZT,O,X,O,O,O,O,X,X,X,X,X
LSJZTIO,O,O,X,O,O,O,O,X,O,X,X
LSJZTOI,X,O,X,O,O,O,O,X,O,X,X
LSJZITO,O,O,X,O,O,O,O,X,O,X,X
LSJZIOT,O,O,X,O,O,O,O,X,X,X,X
LSJZOTI,O,O,X,O,O,O,O,X,O,X,X
LSJZOIT,O,O,X,O,O,O,O,X,X,X,X
LSJOTIZ,O,X,O,O,O,O,X,O,X,X,X
LSJOTZI,O,X,O,O,O,O,X,X,X,X,X
LSJOITZ,O,X,O,O,O,O,X,O,X,X,X
LSJOIZT,O,X,O,O,O,O,X,X,X,X,X
LSJOZTI,O,X,O,O,O,O,X,X,O,X,X
LSJOZIT,O,X,O,O,O,O,X,X,X,X,X
LSZTIJO,O,O,X,O,O,O,O,X,O,X,X
LSZTIOJ,O,O,X,O,O,O,O,O,O,X,O
LSZTJIO,O,O,X,O,O,O,O,X,O,X,X
LSZTJOI,X,O,X,O,O,O,O,X,O,X,X
LSZTOIJ,O,O,X,O,O,O,O,O,O,X,O
LSZTOJI,O,O,X,O,O,O,O,X,O,X,O
LSZITJO,O,O,X,O,O,O,O,X,O,X,X
LSZITOJ,O,O,X,O,O,O,O,O,O,X,X
LSZIJTO,O,O,X,O,O,O,O,X,O,X,X
LSZIJOT,O,O,X,O,O,O,O,X,X,X,X
LSZIOTJ,O,O,O,O,O,O,O,O,X,X,X
LSZIOJT,O,O,O,O,O,O,O,X,X,X,X
LSZJTIO,O,O,X,O,O,O,O,X,O,X,X
LSZJTOI,X,O,X,O,O,O,O,X,O,X,X
LSZJITO,O,O,X,O,O,O,O,X,O,X,X
LSZJIOT,O,O,X,O,O,O,O,X,X,X,X
LSZJOTI,O,O,X,O,O,O,O,X,O,X,X
LSZJOIT,O,O,X,O,O,O,O,X,X,X,X
LSZOTIJ,O,O,O,O,O,O,O,O,O,X,O
LSZOTJI,O,O,O,O,O,O,O,X,O,X,O
LSZOITJ,O,O,O,O,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,O,O,O,X,X,X,X
LSZOJTI,O,O,O,O,O,O,O,X,O,X,X
LSZOJIT,O,O,O,O,O,O,O,X,X,X,X
LSOTIJZ,O,X,O,X,O,O,X,O,X,X,X
LSOTIZJ,O,O,O,O,O,O,O,O,X,X,X
LSOTJIZ,O,X,O,X,O,O,X,O,X,X,X
LSOTJZI,O,X,O,X,O,O,X,X,X,X,X
LSOTZIJ,O,O,O,O,O,O,O,O,X,X,O
LSOTZJI,O,O,O,O,O,O,O,X,X,X,O
LSOITJZ,O,X,O,X,O,O,X,O,X,X,X
LSOITZJ,O,O,O,O,O,O,O,O,X,X,X
LSOIJTZ,O,X,O,X,O,O,X,O,X,X,X
LSOIJZT,O,X,O,X,O,O,X,X,X,X,X
LSOIZTJ,O,O,O,O,O,O,O,O,X,X,X
LSOIZJT,O,O,O,O,O,O,O,X,X,X,X
LSOJTIZ,O,X,O,X,O,O,X,O,X,X,X
LSOJTZI,O,X,O,X,O,O,X,X,X,X,X
LSOJITZ,O,X,O,X,O,O,X,O,X,X,X
LSOJIZT,O,X,O,X,O,O,X,X,X,X,X
LSOJZTI,O,X,O,X,O,O,X,X,O,X,X
LSOJZIT,O,X,O,X,O,O,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,O,O,O,O,X,O
LSOZTJI,O,O,O,O,O,O,O,X,O,X,O
LSOZITJ,O,O,O,O,O,O,O,O,X,X,X
LSOZIJT,O,O,O,O,O,O,O,X,X,X,X
LSOZJTI,O,O,O,O,O,O,O,X,O,X,X
LSOZJIT,O,O,O,O,O,O,O,X,X,X,X
LZTIJSO,X,X,X,O,O,X,X,X,O,X,X
LZTIJOS,X,X,X,O,X,X,X,X,X,X,X
LZTISJO,O,O,X,O,O,X,O,X,O,X,X
LZTISOJ,O,O,X,O,O,X,O,O,O,X,X
LZTIOJS,X,X,X,O,O,X,X,X,X,X,X
LZTIOSJ,O,O,O,O,O,X,X,X,O,X,X
LZTJISO,X,X,X,O,O,X,X,X,O,X,X
LZTJIOS,X,X,X,O,X,X,X,X,X,X,X
LZTJSIO,X,X,X,O,O,X,X,X,O,X,X
LZTJSOI,X,X,X,O,O,X,X,X,O,X,X
LZTJOIS,X,X,X,O,X,X,X,X,X,X,X
LZTJOSI,X,X,X,O,X,X,X,X,X,X,X
LZTSIJO,O,O,X,O,O,X,O,X,O,X,X
LZTSIOJ,O,O,X,O,O,X,O,O,O,X,X
LZTSJIO,O,O,X,O,O,X,O,X,O,X,X
LZTSJOI,X,O,X,O,X,X,O,X,O,X,X
LZTSOIJ,O,O,X,O,O,X,O,O,O,X,X
LZTSOJI,X,O,X,O,X,X,O,X,O,X,X
LZTOIJS,X,X,X,O,O,X,X,X,X,X,X
LZTOISJ,O,O,O,O,O,X,X,X,O,X,X
LZTOJIS,X,X,X,O,O,X,X,X,X,X,X
LZTOJSI,X,X,X,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,O,O,O,X,X,X,O,X,X
LZTOSJI,O,O,O,O,O,X,X,X,O,X,X
LZITJSO,X,X,X,O,O,X,X,X,O,X,X
LZITJOS,X,X,X,O,X,X,X,X,X,X,X
LZITSJO,O,O,X,O,O,X,O,X,O,X,X
LZITSOJ,O,O,X,O,O,X,O,O,O,X,X
LZITOJS,X,X,X,O,O,X,X,X,X,X,X
LZITOSJ,O,O,O,O,O,X,X,X,O,X,X
LZIJTSO,X,X,X,O,O,O,X,X,X,X,X
LZIJTOS,X,X,X,O,X,O,X,X,X,X,X
LZIJSTO,X,O,X,O,O,O,X,X,X,X,X
LZIJSOT,X,O,X,O,O,O,X,X,X,X,X
LZIJOTS,X,X,X,O,O,O,X,X,X,X,X
LZIJOST,X,O,O,O,O,O,X,X,X,X,X
LZISTJO,O,O,X,O,O,O,O,X,O,X,X
LZISTOJ,O,O,X,O,O,O,O,O,O,X,X
LZISJTO,O,O,X,O,O,O,O,X,O,X,X
LZISJOT,O,O,X,O,O,O,O,X,X,X,X
LZISOTJ,O,O,O,O,O,O,O,O,X,X,X
LZISOJT,O,O,O,O,O,O,O,X,X,X,X
LZIOTJS,X,X,X,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,O,O,X,X,X,X,X
LZIOJTS,X,X,X,O,O,X,X,X,X,X,X
LZIOJST,X,O,O,O,O,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,O,O,X,O,X,X,X
LZIOSJT,O,O,O,O,O,O,X,X,X,X,X
LZJTISO,X,X,X,O,O,O,X,X,O,X,X
LZJTIOS,X,X,X,O,X,O,X,X,X,X,X
LZJTSIO,X,X,X,O,O,O,X,X,O,X,X
LZJTSOI,X,X,X,O,O,O,X,X,O,X,X
LZJTOIS,X,X,X,O,X,O,X,X,X,X,X
LZJTOSI,X,X,X,O,X,O,X,X,X,X,X
LZJITSO,X,X,X,O,O,O,X,X,X,X,X
LZJITOS,X,X,X,O,X,O,X,X,X,X,X
LZJISTO,X,O,X,O,O,O,X,X,X,X,X
LZJISOT,X,O,X,O,O,O,X,X,X,X,X
LZJIOTS,X,X,X,O,O,O,X,X,X,X,X
LZJIOST,X,O,O,O,O,O,X,X,X,X,X
LZJSTIO,X,O,X,O,O,O,X,X,O,X,X
LZJSTOI,X,O,X,O,O,O,X,X,O,X,X
LZJSITO,X,O,X,O,O,O,X,X,O,X,X
LZJSIOT,X,O,X,O,O,O,X,X,X,X,X
LZJSOTI,X,O,X,O,O,O,X,X,O,X,X
LZJSOIT,X,O,X,O,O,O,X,X,X,X,X
LZJOTIS,X,X,X,O,O,O,X,X,X,X,X
LZJOTSI,X,X,X,O,O,O,X,X,X,X,X
LZJOITS,X,X,X,O,O,O,X,X,X,X,X
LZJOIST,X,O,O,O,O,O,X,X,X,X,X
LZJOSTI,X,O,O,O,O,O,X,X,X,X,X
LZJOSIT,X,O,O,O,O,O,X,X,X,X,X
LZSTIJO,O,O,X,O,O,O,O,X,O,X,X
LZSTIOJ,O,O,X,O,O,O,O,O,O,X,X
LZSTJIO,O,O,X,O,O,O,O,X,O,X,X
LZSTJOI,X,O,X,O,O,O,O,X,O,X,X
LZSTOIJ,O,O,X,O,O,O,O,O,O,X,X
LZSTOJI,O,O,X,O,O,O,O,X,O,X,X
LZSITJO,O,O,X,O,O,O,O,X,O,X,X
LZSITOJ,O,O,X,O,O,O,O,O,O,X,X
LZSIJTO,O,O,X,O,O,O,O,X,O,X,X
LZSIJOT,O,O,X,O,O,O,O,X,X,X,X
LZSIOTJ,O,O,O,O,O,O,O,O,X,X,X
LZSIOJT,O,O,O,O,O,O,O,X,X,X,X
LZSJTIO,O,O,X,O,O,O,O,X,O,X,X
LZSJTOI,X,O,X,O,O,O,O,X,O,X,X
LZSJITO,O,O,X,O,O,O,O,X,O,X,X
LZSJIOT,O,O,X,O,O,O,O,X,X,X,X
LZSJOTI,O,O,X,O,O,O,O,X,O,X,X
LZSJOIT,O,O,X,O,O,O,O,X,X,X,X
LZSOTIJ,O,O,O,O,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,O,O,X,O,X,X
LZSOITJ,O,O,O,O,O,O,O,O,X,X,X
LZSOIJT,O,O,O,O,O,O,O,X,X,X,X
LZSOJTI,O,O,O,O,O,O,O,X,O,X,X
LZSOJIT,O,O,O,O,O,O,O,X,X,X,X
LZOTIJS,X,X,X,O,O,X,X,X,X,X,X
LZOTISJ,O,O,O,O,O,O,X,X,O,X,X
LZOTJIS,X,X,X,O,O,X,X,X,X,X,X
LZOTJSI,X,X,X,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,O,X,X,O,X,X
LZOTSJI,O,O,O,O,O,O,X,X,O,X,X
LZOITJS,X,X,X,O,O,X,X,X,X,X,X
LZOITSJ,O,O,O,O,O,O,X,X,X,X,X
LZOIJTS,X,X,X,O,O,X,X,X,X,X,X
LZOIJST,X,O,O,O,O,X,X,X,X,X,X
LZOISTJ,O,O,O,O,O,O,X,O,X,X,X
LZOISJT,O,O,O,O,O,O,X,X,X,X,X
LZOJTIS,X,X,X,O,O,X,X,X,X,X,X
LZOJTSI,X,X,X,O,O,X,X,X,X,X,X
LZOJITS,X,X,X,O,O,X,X,X,X,X,X
LZOJIST,X,O,O,O,O,X,X,X,X,X,X
LZOJSTI,X,O,O,O,O,X,X,X,X,X,X
LZOJSIT,X,O,O,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,O,O,X,O,O,X,X
LZOSTJI,O,O,O,O,O,O,X,X,O,X,X
LZOSITJ,O,O,O,O,O,O,X,O,X,X,X
LZOSIJT,O,O,O,O,O,O,X,X,X,X,X
LZOSJTI,O,O,O,O,O,O,X,X,O,X,X
LZOSJIT,O,O,O,O,O,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,O,O,X,X,X,X,X
LOTIJZS,X,X,X,X,O,X,X,X,X,X,X
LOTISJZ,O,X,O,X,O,O,X,O,X,X,X
LOTISZJ,O,O,O,X,O,O,O,O,X,X,X
LOTIZJS,X,X,X,X,O,X,X,X,X,X,X
LOTIZSJ,O,X,O,X,O,O,X,X,X,X,X
LOTJISZ,O,X,X,X,O,O,X,X,X,X,X
LOTJIZS,X,X,X,X,O,X,X,X,X,X,X
LOTJSIZ,O,X,X,X,O,O,X,X,X,X,X
LOTJSZI,O,X,X,X,O,O,X,X,X,X,X
LOTJZIS,X,X,X,X,O,X,X,X,X,X,X
LOTJZSI,X,X,X,X,O,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,O,O,X,O,X,X,X
LOTSIZJ,O,O,O,X,O,O,O,O,X,X,X
LOTSJIZ,O,X,O,X,O,O,X,O,X,X,X
LOTSJZI,O,X,O,X,O,O,X,X,X,X,X
LOTSZIJ,O,O,O,X,O,O,O,O,X,X,O
LOTSZJI,O,O,O,X,O,O,O,X,X,X,O
LOTZIJS,X,X,X,X,O,X,X,X,X,X,X
LOTZISJ,O,X,O,X,O,O,X,X,X,X,X
LOTZJIS,X,X,X,X,O,X,X,X,X,X,X
LOTZJSI,X,X,X,X,O,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,O,O,X,X,X,X,X
LOTZSJI,O,X,O,X,O,O,X,X,X,X,X
LOITJSZ,O,X,X,X,O,O,X,X,X,X,X
LOITJZS,X,X,X,X,O,X,X,X,X,X,X
LOITSJZ,O,X,O,X,O,O,X,O,X,X,X
LOITSZJ,O,O,O,X,O,O,O,O,X,X,X
LOITZJS,X,X,X,X,O,X,X,X,X,X,X
LOITZSJ,O,X,O,X,O,O,X,X,X,X,X
LOIJTSZ,O,X,X,O,O,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,O,X,X,X,X,X
LOIJSTZ,O,X,O,O,O,O,X,O,X,X,X
LOIJSZT,O,X,O,O,O,O,X,X,X,X,X
LOIJZTS,X,X,X,O,O,O,X,X,X,X,X
LOIJZST,X,X,O,O,O,O,X,X,X,X,X
LOISTJZ,O,X,O,X,O,O,X,O,X,X,X
LOISTZJ,O,O,O,O,O,O,O,O,X,X,X
LOISJTZ,O,X,O,X,O,O,X,O,X,X,X
LOISJZT,O,X,O,X,O,O,X,X,X,X,X
LOISZTJ,O,O,O,O,O,O,O,O,X,X,X
LOISZJT,O,O,O,O,O,O,O,X,X,X,X
LOIZTJS,X,X,X,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,O,X,X,X,X,X
LOIZJTS,X,X,X,O,O,X,X,X,X,X,X
LOIZJST,X,O,O,O,O,X,X,X,X,X,X
LOIZSTJ,O,O,O,O,O,O,X,O,X,X,X
LOIZSJT,O,O,O,O,O,O,X,X,X,X,X
LOJTISZ,O,X,X,O,O,O,X,X,X,X,X
LOJTIZS,X,X,X,X,O,O,X,X,X,X,X
LOJTSIZ,O,X,X,O,O,O,X,X,X,X,X
LOJTSZI,O,X,X,O,O,O,X,X,X,X,X
LOJTZIS,X,X,X,X,O,O,X,X,X,X,X
LOJTZSI,X,X,X,X,O,O,X,X,X,X,X
LOJITSZ,O,X,X,O,O,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,O,X,X,X,X,X
LOJISTZ,O,X,O,O,O,O,X,O,X,X,X
LOJISZT,O,X,O,O,O,O,X,X,X,X,X
LOJIZTS,X,X,X,O,O,O,X,X,X,X,X
LOJIZST,X,X,O,O,O,O,X,X,X,X,X
LOJSTIZ,O,X,O,O,O,O,X,O,X,X,X
LOJSTZI,O,X,O,O,O,O,X,X,X,X,X
LOJSITZ,O,X,O,O,O,O,X,O,X,X,X
LOJSIZT,O,X,O,O,O,O,X,X,X,X,X
LOJSZTI,O,X,O,O,O,O,X,X,X,X,X
LOJSZIT,O,X,O,O,O,O,X,X,X,X,X
LOJZTIS,X,X,X,O,O,O,X,X,X,X,X
LOJZTSI,X,X,X,O,O,O,X,X,X,X,X
LOJZITS,X,X,X,O,O,O,X,X,X,X,X
LOJZIST,X,X,O,O,O,O,X,X,X,X,X
LOJZSTI,X,X,O,O,O,O,X,X,X,X,X
LOJZSIT,X,X,O,O,O,O,X,X,X,X,X
LOSTIJZ,O,X,O,X,O,O,X,O,X,X,X
LOSTIZJ,O,O,O,O,O,O,O,O,X,X,X
LOSTJIZ,O,X,O,X,O,O,X,O,X,X,X
LOSTJZI,O,X,O,X,O,O,X,X,X,X,X
LOSTZIJ,O,O,O,O,O,O,O,O,X,X,O
LOSTZJI,O,O,O,O,O,O,O,X,X,X,O
LOSITJZ,O,X,O,X,O,O,X,O,X,X,X
LOSITZJ,O,O,O,O,O,O,O,O,X,X,X
LOSIJTZ,O,X,O,X,O,O,X,O,X,X,X
LOSIJZT,O,X,O,X,O,O,X,X,X,X,X
LOSIZTJ,O,O,O,O,O,O,O,O,X,X,X
LOSIZJT,O,O,O,O,O,O,O,X,X,X,X
LOSJTIZ,O,X,O,X,O,O,X,O,X,X,X
LOSJTZI,O,X,O,X,O,O,X,X,X,X,X
