sequence,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThB0iB6oB2s?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThBKnBGjBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBihBziB+oBUn?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mB0iB6oB2s?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mBKnBGjBUo?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBKnBGjBTmBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lB2mBCjBToBUn?BXrB
SIZLOTJ,X,O,X,X,O,X,X
SIZLOJT,X,O,X,X,O,X,X
SIZJTLO,O,O,O,X,X,O,X
SIZJTOL,O,O,O,X,X,O,X
SIZJLTO,O,O,O,X,O,O,X
SIZJLOT,O,O,O,X,O,X,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,X,O,X,X
SIZOTLJ,X,O,O,X,X,X,O
SIZOTJL,X,O,O,X,X,X,O
SIZOLTJ,X,O,X,X,O,X,O
SIZOLJT,X,O,X,X,O,X,X
SIZOJTL,X,O,O,X,X,X,X
SIZOJLT,X,O,O,X,O,X,X
SIOTLJZ,O,O,O,O,O,X,O
SIOTLZJ,O,O,O,O,O,X,O
SIOTJLZ,O,O,O,O,O,X,O
SIOTJZL,O,X,O,O,X,X,O
SIOTZLJ,O,O,O,O,O,X,O
SIOTZJL,O,O,O,O,X,X,O
SIOLTJZ,O,O,X,O,O,X,O
SIOLTZJ,O,O,X,O,O,X,O
SIOLJTZ,O,X,X,O,X,X,O
SIOLJZT,O,X,X,O,X,X,X
SIOLZTJ,X,O,X,O,O,X,O
SIOLZJT,X,O,X,X,O,X,X
SIOJTLZ,O,X,O,O,O,X,O
SIOJTZL,O,X,O,O,X,X,O
SIOJLTZ,O,X,O,O,X,X,O
SIOJLZT,O,X,X,O,X,X,X
SIOJZTL,O,X,O,O,X,X,X
SIOJZLT,O,X,O,O,X,X,X
SIOZTLJ,X,O,O,O,O,X,O
SIOZTJL,X,O,O,O,X,X,O
SIOZLTJ,X,O,X,O,O,X,O
SIOZLJT,X,O,X,X,O,X,X
SIOZJTL,X,O,O,X,X,X,X
SIOZJLT,X,O,O,X,O,X,X
SLTIJZO,O,O,O,O,O,X,X
SLTIJOZ,O,O,O,O,X,X,O
SLTIZJO,O,O,O,O,O,O,X
SLTIZOJ,O,O,O,X,O,O,X
SLTIOJZ,O,O,O,O,X,X,O
SLTIOZJ,O,O,O,X,O,O,O
SLTJIZO,O,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,X,X,O
SLTJZIO,O,O,O,O,O,X,X
SLTJZOI,O,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,X,X,O
SLTJOZI,O,O,O,O,X,X,O
SLTZIJO,O,O,O,O,O,O,X
SLTZIOJ,O,O,O,X,O,O,X
SLTZJIO,O,O,O,O,O,O,X
SLTZJOI,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,X,O,O,X
SLTZOJI,O,O,O,X,O,O,X
SLTOIJZ,O,O,O,O,X,X,O
SLTOIZJ,O,O,O,X,O,O,O
SLTOJIZ,O,O,O,O,X,X,O
SLTOJZI,O,O,O,O,X,X,O
SLTOZIJ,O,O,O,X,O,O,O
SLTOZJI,O,O,O,X,O,O,O
SLITJZO,O,O,O,O,O,X,X
SLITJOZ,O,O,O,O,X,X,O
SLITZJO,O,O,O,O,O,O,X
SLITZOJ,O,O,O,X,O,O,X
SLITOJZ,O,O,O,O,X,X,O
SLITOZJ,O,O,O,X,O,O,O
SLIJTZO,O,O,O,O,X,X,X
SLIJTOZ,O,O,O,O,X,X,X
SLIJZTO,O,O,O,O,X,X,X
SLIJZOT,O,O,O,O,X,X,X
SLIJOTZ,O,X,O,O,X,X,X
SLIJOZT,O,X,X,O,X,X,X
SLIZTJO,O,O,O,O,O,O,X
SLIZTOJ,O,O,O,X,O,O,X
SLIZJTO,O,O,O,X,O,O,X
SLIZJOT,O,O,O,X,O,X,X
SLIZOTJ,X,O,X,X,O,X,X
SLIZOJT,X,O,X,X,O,X,X
SLIOTJZ,O,O,X,O,O,X,O
SLIOTZJ,O,O,X,O,O,X,O
SLIOJTZ,O,X,X,O,X,X,O
SLIOJZT,O,X,X,O,X,X,X
SLIOZTJ,X,O,X,O,O,X,O
SLIOZJT,X,O,X,X,O,X,X
SLJTIZO,O,O,O,O,X,X,X
SLJTIOZ,O,O,O,O,X,X,X
SLJTZIO,O,O,O,O,X,X,X
SLJTZOI,O,O,O,O,X,X,X
SLJTOIZ,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,X,X,X
SLJITZO,O,O,O,O,X,X,X
SLJITOZ,O,O,O,O,X,X,X
SLJIZTO,O,O,O,O,X,X,X
SLJIZOT,O,O,O,O,X,X,X
SLJIOTZ,O,X,O,O,X,X,X
SLJIOZT,O,X,X,O,X,X,X
SLJZTIO,O,O,O,O,X,X,X
SLJZTOI,O,O,O,O,X,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,O,X,X,X
SLJZOTI,O,O,O,O,X,X,X
SLJZOIT,O,O,O,O,X,X,X
SLJOTIZ,O,X,O,O,X,X,X
SLJOTZI,O,X,O,O,X,X,X
SLJOITZ,O,X,O,O,X,X,X
SLJOIZT,O,X,X,O,X,X,X
SLJOZTI,O,X,X,O,X,X,X
SLJOZIT,O,X,X,O,X,X,X
SLZTIJO,O,O,O,O,O,O,X
SLZTIOJ,O,O,O,X,O,O,X
SLZTJIO,O,O,O,O,O,O,X
SLZTJOI,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,X,O,O,X
SLZTOJI,O,O,O,X,O,O,X
SLZITJO,O,O,O,O,O,O,X
SLZITOJ,O,O,O,X,O,O,X
SLZIJTO,O,O,O,X,O,O,X
SLZIJOT,O,O,O,X,O,X,X
SLZIOTJ,X,O,X,X,O,X,X
SLZIOJT,X,O,X,X,O,X,X
SLZJTIO,O,O,O,X,O,O,X
SLZJTOI,O,O,O,X,O,O,X
SLZJITO,O,O,O,X,O,O,X
SLZJIOT,O,O,O,X,O,X,X
SLZJOTI,O,O,O,X,O,X,X
SLZJOIT,O,O,O,X,O,X,X
SLZOTIJ,X,O,X,X,O,X,X
SLZOTJI,X,O,X,X,O,X,X
SLZOITJ,X,O,X,X,O,X,X
SLZOIJT,X,O,X,X,O,X,X
SLZOJTI,X,O,X,X,O,X,X
SLZOJIT,X,O,X,X,O,X,X
SLOTIJZ,O,O,X,O,O,X,O
SLOTIZJ,O,O,X,O,O,X,O
SLOTJIZ,O,O,X,O,O,X,O
SLOTJZI,O,O,X,O,O,X,O
SLOTZIJ,O,O,X,O,O,X,O
SLOTZJI,O,O,X,O,O,X,O
SLOITJZ,O,O,X,O,O,X,O
SLOITZJ,O,O,X,O,O,X,O
SLOIJTZ,O,X,X,O,X,X,O
SLOIJZT,O,X,X,O,X,X,X
SLOIZTJ,X,O,X,O,O,X,O
SLOIZJT,X,O,X,X,O,X,X
SLOJTIZ,O,X,X,O,X,X,O
SLOJTZI,O,X,X,O,X,X,O
SLOJITZ,O,X,X,O,X,X,O
SLOJIZT,O,X,X,O,X,X,X
SLOJZTI,O,X,X,O,X,X,X
SLOJZIT,O,X,X,O,X,X,X
SLOZTIJ,X,O,X,O,O,X,O
SLOZTJI,X,O,X,O,O,X,O
SLOZITJ,X,O,X,O,O,X,O
SLOZIJT,X,O,X,X,O,X,X
SLOZJTI,X,O,X,X,O,X,X
SLOZJIT,X,O,X,X,O,X,X
SJTILZO,O,O,O,O,O,X,X
SJTILOZ,O,O,O,O,X,X,O
SJTIZLO,O,O,O,O,X,X,X
SJTIZOL,O,O,O,O,X,X,O
SJTIOLZ,O,O,O,O,X,X,O
SJTIOZL,O,X,O,O,X,X,O
SJTLIZO,O,O,O,O,O,X,X
SJTLIOZ,O,O,O,O,X,X,O
SJTLZIO,O,O,O,O,O,X,X
SJTLZOI,O,O,O,O,O,X,X
SJTLOIZ,O,O,O,O,X,X,O
SJTLOZI,O,O,O,O,X,X,O
SJTZILO,O,O,O,O,X,X,X
SJTZIOL,O,O,O,O,X,X,O
SJTZLIO,O,O,O,O,X,X,X
SJTZLOI,O,O,O,O,X,X,X
SJTZOIL,O,O,O,O,X,X,O
SJTZOLI,O,O,O,O,X,X,O
SJTOILZ,O,O,O,O,X,X,O
SJTOIZL,O,X,O,O,X,X,O
SJTOLIZ,O,O,O,O,X,X,O
SJTOLZI,O,O,O,O,X,X,O
SJTOZIL,O,X,O,O,X,X,O
SJTOZLI,O,X,O,O,X,X,O
SJITLZO,O,O,O,O,O,X,X
SJITLOZ,O,O,O,O,X,X,O
SJITZLO,O,O,O,O,X,X,X
SJITZOL,O,O,O,O,X,X,O
SJITOLZ,O,O,O,O,X,X,O
SJITOZL,O,X,O,O,X,X,O
SJILTZO,O,O,O,O,X,X,X
SJILTOZ,O,O,O,O,X,X,X
SJILZTO,O,O,O,O,X,X,X
SJILZOT,O,O,O,O,X,X,X
SJILOTZ,O,X,O,O,X,X,X
SJILOZT,O,X,X,O,X,X,X
SJIZTLO,O,O,O,O,X,X,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,O,O,O,O,X,X,X
SJIZLOT,O,O,O,O,X,X,X
SJIZOTL,O,O,O,O,X,X,X
SJIZOLT,O,O,O,O,X,X,X
SJIOTLZ,O,X,O,O,X,X,O
SJIOTZL,O,X,O,O,X,X,O
SJIOLTZ,O,X,O,O,X,X,O
SJIOLZT,O,X,X,O,X,X,X
SJIOZTL,O,X,O,O,X,X,X
SJIOZLT,O,X,O,O,X,X,X
SJLTIZO,O,O,O,O,X,X,X
SJLTIOZ,O,O,O,O,X,X,X
SJLTZIO,O,O,O,O,X,X,X
SJLTZOI,O,O,O,O,X,X,X
SJLTOIZ,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,X,X,X
SJLITZO,O,O,O,O,X,X,X
SJLITOZ,O,O,O,O,X,X,X
SJLIZTO,O,O,O,O,X,X,X
SJLIZOT,O,O,O,O,X,X,X
SJLIOTZ,O,X,O,O,X,X,X
SJLIOZT,O,X,X,O,X,X,X
SJLZTIO,O,O,O,O,X,X,X
SJLZTOI,O,O,O,O,X,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,X,X,X
SJLZOTI,O,O,O,O,X,X,X
SJLZOIT,O,O,O,O,X,X,X
SJLOTIZ,O,X,O,O,X,X,X
SJLOTZI,O,X,O,O,X,X,X
SJLOITZ,O,X,O,O,X,X,X
SJLOIZT,O,X,X,O,X,X,X
SJLOZTI,O,X,X,O,X,X,X
SJLOZIT,O,X,X,O,X,X,X
SJZTILO,O,O,O,O,X,X,X
SJZTIOL,O,O,O,O,X,X,X
SJZTLIO,O,O,O,O,X,X,X
SJZTLOI,O,O,O,O,X,X,X
SJZTOIL,O,O,O,O,X,X,X
SJZTOLI,O,O,O,O,X,X,X
SJZITLO,O,O,O,O,X,X,X
SJZITOL,O,O,O,O,X,X,X
SJZILTO,O,O,O,O,X,X,X
SJZILOT,O,O,O,O,X,X,X
SJZIOTL,O,O,O,O,X,X,X
SJZIOLT,O,O,O,O,X,X,X
SJZLTIO,O,O,O,O,X,X,X
SJZLTOI,O,O,O,O,X,X,X
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,O,O,O,X,X,X
SJZLOTI,O,O,O,O,X,X,X
SJZLOIT,O,O,O,O,X,X,X
SJZOTIL,O,O,O,O,X,X,X
SJZOTLI,O,O,O,O,X,X,X
SJZOITL,O,O,O,O,X,X,X
SJZOILT,O,O,O,O,X,X,X
SJZOLTI,O,O,O,O,X,X,X
SJZOLIT,O,O,O,O,X,X,X
SJOTILZ,O,X,O,O,X,X,O
SJOTIZL,O,X,O,O,X,X,O
SJOTLIZ,O,X,O,O,X,X,O
SJOTLZI,O,X,O,O,X,X,O
SJOTZIL,O,X,O,O,X,X,O
SJOTZLI,O,X,O,O,X,X,O
SJOITLZ,O,X,O,O,X,X,O
SJOITZL,O,X,O,O,X,X,O
SJOILTZ,O,X,O,O,X,X,O
SJOILZT,O,X,X,O,X,X,X
SJOIZTL,O,X,O,O,X,X,X
SJOIZLT,O,X,O,O,X,X,X
SJOLTIZ,O,X,O,O,X,X,O
SJOLTZI,O,X,O,O,X,X,O
SJOLITZ,O,X,O,O,X,X,O
SJOLIZT,O,X,X,O,X,X,X
SJOLZTI,O,X,X,O,X,X,X
SJOLZIT,O,X,X,O,X,X,X
SJOZTIL,O,X,O,O,X,X,X
SJOZTLI,O,X,O,O,X,X,X
SJOZITL,O,X,O,O,X,X,X
SJOZILT,O,X,O,O,X,X,X
SJOZLTI,O,X,O,O,X,X,X
SJOZLIT,O,X,O,O,X,X,X
SZTILJO,O,O,O,O,O,O,X
SZTILOJ,O,O,O,X,O,O,X
SZTIJLO,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,X,O,O
SZTIOLJ,O,O,O,X,X,O,O
SZTIOJL,O,O,O,X,X,O,O
SZTLIJO,O,O,O,O,O,O,X
SZTLIOJ,O,O,O,X,O,O,X
SZTLJIO,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,X
SZTLOIJ,O,O,O,X,O,O,X
SZTLOJI,O,O,O,X,O,O,X
SZTJILO,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,X,O,O
SZTJLIO,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,X,O,O
SZTJOLI,O,O,O,O,X,O,O
SZTOILJ,O,O,O,X,X,O,O
SZTOIJL,O,O,O,X,X,O,O
SZTOLIJ,O,O,O,X,X,O,O
SZTOLJI,O,O,O,X,X,O,O
SZTOJIL,O,O,O,X,X,O,O
SZTOJLI,O,O,O,X,X,O,O
SZITLJO,O,O,O,O,O,O,X
SZITLOJ,O,O,O,X,O,O,X
SZITJLO,O,O,O,O,X,O,X
SZITJOL,O,O,O,O,X,O,O
SZITOLJ,O,O,O,X,X,O,O
SZITOJL,O,O,O,X,X,O,O
SZILTJO,O,O,O,O,O,O,X
SZILTOJ,O,O,O,X,O,O,X
SZILJTO,O,O,O,X,O,O,X
SZILJOT,O,O,O,X,O,X,X
SZILOTJ,X,O,X,X,O,X,X
SZILOJT,X,O,X,X,O,X,X
SZIJTLO,O,O,O,X,X,O,X
SZIJTOL,O,O,O,X,X,O,X
SZIJLTO,O,O,O,X,O,O,X
SZIJLOT,O,O,O,X,O,X,X
SZIJOTL,O,O,O,X,X,X,X
SZIJOLT,O,O,O,X,O,X,X
SZIOTLJ,X,O,O,X,X,X,O
SZIOTJL,X,O,O,X,X,X,O
SZIOLTJ,X,O,X,X,O,X,O
SZIOLJT,X,O,X,X,O,X,X
SZIOJTL,X,O,O,X,X,X,X
SZIOJLT,X,O,O,X,O,X,X
SZLTIJO,O,O,O,O,O,O,X
SZLTIOJ,O,O,O,X,O,O,X
SZLTJIO,O,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,O,X
SZLTOIJ,O,O,O,X,O,O,X
SZLTOJI,O,O,O,X,O,O,X
SZLITJO,O,O,O,O,O,O,X
SZLITOJ,O,O,O,X,O,O,X
SZLIJTO,O,O,O,X,O,O,X
SZLIJOT,O,O,O,X,O,X,X
SZLIOTJ,X,O,X,X,O,X,X
SZLIOJT,X,O,X,X,O,X,X
SZLJTIO,O,O,O,X,O,O,X
SZLJTOI,O,O,O,X,O,O,X
SZLJITO,O,O,O,X,O,O,X
SZLJIOT,O,O,O,X,O,X,X
SZLJOTI,O,O,O,X,O,X,X
SZLJOIT,O,O,O,X,O,X,X
SZLOTIJ,X,O,X,X,O,X,X
SZLOTJI,X,O,X,X,O,X,X
SZLOITJ,X,O,X,X,O,X,X
SZLOIJT,X,O,X,X,O,X,X
SZLOJTI,X,O,X,X,O,X,X
SZLOJIT,X,O,X,X,O,X,X
SZJTILO,O,O,O,X,X,O,X
SZJTIOL,O,O,O,X,X,O,X
SZJTLIO,O,O,O,X,X,O,X
SZJTLOI,O,O,O,X,X,O,X
SZJTOIL,O,O,O,X,X,O,X
SZJTOLI,O,O,O,X,X,O,X
SZJITLO,O,O,O,X,X,O,X
SZJITOL,O,O,O,X,X,O,X
SZJILTO,O,O,O,X,O,O,X
SZJILOT,O,O,O,X,O,X,X
SZJIOTL,O,O,O,X,X,X,X
SZJIOLT,O,O,O,X,O,X,X
SZJLTIO,O,O,O,X,O,O,X
SZJLTOI,O,O,O,X,O,O,X
SZJLITO,O,O,O,X,O,O,X
SZJLIOT,O,O,O,X,O,X,X
SZJLOTI,O,O,O,X,O,X,X
SZJLOIT,O,O,O,X,O,X,X
SZJOTIL,O,O,O,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X
SZJOITL,O,O,O,X,X,X,X
SZJOILT,O,O,O,X,O,X,X
SZJOLTI,O,O,O,X,O,X,X
SZJOLIT,O,O,O,X,O,X,X
SZOTILJ,X,O,O,X,X,X,O
SZOTIJL,X,O,O,X,X,X,O
SZOTLIJ,X,O,O,X,X,X,O
SZOTLJI,X,O,O,X,X,X,O
SZOTJIL,X,O,O,X,X,X,O
SZOTJLI,X,O,O,X,X,X,O
SZOITLJ,X,O,O,X,X,X,O
SZOITJL,X,O,O,X,X,X,O
SZOILTJ,X,O,X,X,O,X,O
SZOILJT,X,O,X,X,O,X,X
SZOIJTL,X,O,O,X,X,X,X
SZOIJLT,X,O,O,X,O,X,X
SZOLTIJ,X,O,X,X,O,X,O
SZOLTJI,X,O,X,X,O,X,O
SZOLITJ,X,O,X,X,O,X,O
SZOLIJT,X,O,X,X,O,X,X
SZOLJTI,X,O,X,X,O,X,X
SZOLJIT,X,O,X,X,O,X,X
SZOJTIL,X,O,O,X,X,X,X
SZOJTLI,X,O,O,X,X,X,X
SZOJITL,X,O,O,X,X,X,X
SZOJILT,X,O,O,X,O,X,X
SZOJLTI,X,O,O,X,O,X,X
SZOJLIT,X,O,O,X,O,X,X
SOTILJZ,O,O,O,O,O,X,O
SOTILZJ,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,O,X,O
SOTIJZL,O,X,O,O,X,X,O
SOTIZLJ,O,O,O,O,O,X,O
SOTIZJL,O,O,O,O,X,X,O
SOTLIJZ,O,O,O,O,O,X,O
SOTLIZJ,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,O,X,O
SOTLJZI,O,O,O,O,O,X,O
SOTLZIJ,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,O,X,O
SOTJIZL,O,X,O,O,X,X,O
SOTJLIZ,O,O,O,O,O,X,O
SOTJLZI,O,O,O,O,O,X,O
SOTJZIL,O,X,O,O,X,X,O
SOTJZLI,O,X,O,O,X,X,O
SOTZILJ,O,O,O,O,O,X,O
SOTZIJL,O,O,O,O,X,X,O
SOTZLIJ,O,O,O,O,O,X,O
SOTZLJI,O,O,O,O,O,X,O
SOTZJIL,O,O,O,O,X,X,O
SOTZJLI,O,O,O,O,X,X,O
SOITLJZ,O,O,O,O,O,X,O
SOITLZJ,O,O,O,O,O,X,O
SOITJLZ,O,O,O,O,O,X,O
SOITJZL,O,X,O,O,X,X,O
SOITZLJ,O,O,O,O,O,X,O
SOITZJL,O,O,O,O,X,X,O
SOILTJZ,O,O,X,O,O,X,O
SOILTZJ,O,O,X,O,O,X,O
SOILJTZ,O,X,X,O,X,X,O
SOILJZT,O,X,X,O,X,X,X
SOILZTJ,X,O,X,O,O,X,O
SOILZJT,X,O,X,X,O,X,X
SOIJTLZ,O,X,O,O,O,X,O
SOIJTZL,O,X,O,O,X,X,O
SOIJLTZ,O,X,O,O,X,X,O
SOIJLZT,O,X,X,O,X,X,X
SOIJZTL,O,X,O,O,X,X,X
SOIJZLT,O,X,O,O,X,X,X
SOIZTLJ,X,O,O,O,O,X,O
SOIZTJL,X,O,O,O,X,X,O
SOIZLTJ,X,O,X,O,O,X,O
SOIZLJT,X,O,X,X,O,X,X
SOIZJTL,X,O,O,X,X,X,X
SOIZJLT,X,O,O,X,O,X,X
SOLTIJZ,O,O,X,O,O,X,O
SOLTIZJ,O,O,X,O,O,X,O
SOLTJIZ,O,O,X,O,O,X,O
SOLTJZI,O,O,X,O,O,X,O
SOLTZIJ,O,O,X,O,O,X,O
SOLTZJI,O,O,X,O,O,X,O
SOLITJZ,O,O,X,O,O,X,O
SOLITZJ,O,O,X,O,O,X,O
SOLIJTZ,O,X,X,O,X,X,O
SOLIJZT,O,X,X,O,X,X,X
SOLIZTJ,X,O,X,O,O,X,O
SOLIZJT,X,O,X,X,O,X,X
SOLJTIZ,O,X,X,O,X,X,O
SOLJTZI,O,X,X,O,X,X,O
SOLJITZ,O,X,X,O,X,X,O
SOLJIZT,O,X,X,O,X,X,X
SOLJZTI,O,X,X,O,X,X,X
SOLJZIT,O,X,X,O,X,X,X
SOLZTIJ,X,O,X,O,O,X,O
SOLZTJI,X,O,X,O,O,X,O
SOLZITJ,X,O,X,O,O,X,O
SOLZIJT,X,O,X,X,O,X,X
SOLZJTI,X,O,X,X,O,X,X
SOLZJIT,X,O,X,X,O,X,X
SOJTILZ,O,X,O,O,O,X,O
SOJTIZL,O,X,O,O,X,X,O
SOJTLIZ,O,X,O,O,O,X,O
SOJTLZI,O,X,O,O,O,X,O
SOJTZIL,O,X,O,O,X,X,O
SOJTZLI,O,X,O,O,X,X,O
SOJITLZ,O,X,O,O,O,X,O
SOJITZL,O,X,O,O,X,X,O
SOJILTZ,O,X,O,O,X,X,O
SOJILZT,O,X,X,O,X,X,X
SOJIZTL,O,X,O,O,X,X,X
SOJIZLT,O,X,O,O,X,X,X
SOJLTIZ,O,X,O,O,X,X,O
SOJLTZI,O,X,O,O,X,X,O
SOJLITZ,O,X,O,O,X,X,O
SOJLIZT,O,X,X,O,X,X,X
SOJLZTI,O,X,X,O,X,X,X
SOJLZIT,O,X,X,O,X,X,X
SOJZTIL,O,X,O,O,X,X,X
SOJZTLI,O,X,O,O,X,X,X
SOJZITL,O,X,O,O,X,X,X
SOJZILT,O,X,O,O,X,X,X
SOJZLTI,O,X,O,O,X,X,X
SOJZLIT,O,X,O,O,X,X,X
SOZTILJ,X,O,O,O,O,X,O
SOZTIJL,X,O,O,O,X,X,O
SOZTLIJ,X,O,O,O,O,X,O
SOZTLJI,X,O,O,O,O,X,O
SOZTJIL,X,O,O,O,X,X,O
SOZTJLI,X,O,O,O,X,X,O
SOZITLJ,X,O,O,O,O,X,O
SOZITJL,X,O,O,O,X,X,O
SOZILTJ,X,O,X,O,O,X,O
SOZILJT,X,O,X,X,O,X,X
SOZIJTL,X,O,O,X,X,X,X
SOZIJLT,X,O,O,X,O,X,X
SOZLTIJ,X,O,X,O,O,X,O
SOZLTJI,X,O,X,O,O,X,O
SOZLITJ,X,O,X,O,O,X,O
SOZLIJT,X,O,X,X,O,X,X
SOZLJTI,X,O,X,X,O,X,X
SOZLJIT,X,O,X,X,O,X,X
SOZJTIL,X,O,O,X,X,X,X
SOZJTLI,X,O,O,X,X,X,X
SOZJITL,X,O,O,X,X,X,X
SOZJILT,X,O,O,X,O,X,X
SOZJLTI,X,O,O,X,O,X,X
SOZJLIT,X,O,O,X,O,X,X
ZTILJSO,O,O,O,O,O,O,X
ZTILJOS,O,O,O,O,O,O,X
ZTILSJO,X,O,O,O,O,O,X
ZTILSOJ,X,O,X,X,O,O,X
ZTILOJS,X,O,O,X,O,O,X
ZTILOSJ,X,O,X,X,O,O,X
ZTIJLSO,O,O,O,O,O,O,X
ZTIJLOS,O,O,O,O,O,O,X
ZTIJSLO,O,O,O,O,X,O,X
ZTIJSOL,O,O,O,O,X,O,X
ZTIJOLS,O,O,O,O,O,O,X
ZTIJOSL,O,X,O,O,X,O,X
ZTISLJO,X,O,O,O,O,O,X
ZTISLOJ,X,O,O,X,O,O,X
ZTISJLO,X,O,O,O,X,O,X
ZTISJOL,X,O,O,O,X,O,X
ZTISOLJ,X,O,O,X,X,O,X
ZTISOJL,X,O,O,X,X,O,X
ZTIOLJS,X,O,O,X,O,O,X
ZTIOLSJ,X,O,X,X,O,O,X
ZTIOJLS,X,O,O,X,O,O,X
ZTIOJSL,X,X,O,X,X,O,X
ZTIOSLJ,X,X,X,X,X,O,X
ZTIOSJL,X,X,X,X,X,O,X
ZTLIJSO,O,O,O,O,O,O,X
ZTLIJOS,O,O,O,O,O,O,X
ZTLISJO,X,O,O,O,O,O,X
ZTLISOJ,X,O,X,X,O,O,X
ZTLIOJS,X,O,O,X,O,O,X
ZTLIOSJ,X,O,X,X,O,O,X
ZTLJISO,O,O,O,O,O,O,X
ZTLJIOS,O,O,O,O,O,O,X
ZTLJSIO,O,O,O,O,O,O,X
ZTLJSOI,O,O,O,O,O,O,X
ZTLJOIS,O,O,O,O,O,O,X
ZTLJOSI,O,O,O,O,O,O,X
ZTLSIJO,X,O,O,O,O,O,X
ZTLSIOJ,X,O,X,X,O,O,X
ZTLSJIO,X,O,O,O,O,O,X
ZTLSJOI,X,O,O,O,O,O,X
ZTLSOIJ,X,O,X,X,O,O,X
ZTLSOJI,X,O,X,X,O,O,X
ZTLOIJS,X,O,O,X,O,O,X
ZTLOISJ,X,O,X,X,O,O,X
ZTLOJIS,X,O,O,X,O,O,X
ZTLOJSI,X,O,O,X,O,O,X
ZTLOSIJ,X,O,X,X,O,O,X
ZTLOSJI,X,O,X,X,O,O,X
ZTJILSO,O,O,O,O,O,O,X
ZTJILOS,O,O,O,O,O,O,X
ZTJISLO,O,O,O,O,X,O,X
ZTJISOL,O,O,O,O,X,O,X
ZTJIOLS,O,O,O,O,O,O,X
ZTJIOSL,O,X,O,O,X,O,X
ZTJLISO,O,O,O,O,O,O,X
ZTJLIOS,O,O,O,O,O,O,X
ZTJLSIO,O,O,O,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,O,O,O,X
ZTJLOSI,O,O,O,O,O,O,X
ZTJSILO,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,X,O,X
ZTJSLIO,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,X,O,X
ZTJSOIL,O,O,O,O,X,O,X
ZTJSOLI,O,O,O,O,X,O,X
ZTJOILS,O,O,O,O,O,O,X
ZTJOISL,O,X,O,O,X,O,X
ZTJOLIS,O,O,O,O,O,O,X
ZTJOLSI,O,O,O,O,O,O,X
ZTJOSIL,O,X,O,O,X,O,X
ZTJOSLI,O,X,O,O,X,O,X
ZTSILJO,X,O,O,O,O,O,X
ZTSILOJ,X,O,O,X,O,O,X
ZTSIJLO,X,O,O,O,X,O,X
ZTSIJOL,X,O,O,O,X,O,X
ZTSIOLJ,X,O,O,X,X,O,X
ZTSIOJL,X,O,O,X,X,O,X
ZTSLIJO,X,O,O,O,O,O,X
ZTSLIOJ,X,O,O,X,O,O,X
ZTSLJIO,X,O,O,O,O,O,X
ZTSLJOI,X,O,O,O,O,O,X
ZTSLOIJ,X,O,O,X,O,O,X
ZTSLOJI,X,O,O,X,O,O,X
ZTSJILO,X,O,O,O,X,O,X
ZTSJIOL,X,O,O,O,X,O,X
ZTSJLIO,X,O,O,O,X,O,X
ZTSJLOI,X,O,O,O,X,O,X
ZTSJOIL,X,O,O,O,X,O,X
ZTSJOLI,X,O,O,O,X,O,X
ZTSOILJ,X,O,O,X,X,O,X
ZTSOIJL,X,O,O,X,X,O,X
ZTSOLIJ,X,O,O,X,X,O,X
ZTSOLJI,X,O,O,X,X,O,X
ZTSOJIL,X,O,O,X,X,O,X
ZTSOJLI,X,O,O,X,X,O,X
