sequence,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFCjBllB3mBT?oB2vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mB0iB6oB2?vBRrBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFfnBxiBKqBu?sBctBFrB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFziB+oBilB3?mB1vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mBxiBusBc?tBTqBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFGjBKqBRnBU?nBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je8GJvhFWoBKqBzlBx?sBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeXDJvhFxlBVsBctBa?rBTqBGsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFGjBTlB0mBl?nByvBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhF+oBKqBfrB0?mBlnBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je1FJvhF3mBTqBxsBu?sBctBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3BJvhFOqBlnBctBR?rBzqBCtB
LZOSTIJ,O,X,O,X,O,X,X,O,O,X,X,X
LZOSTJI,O,X,O,X,O,X,X,X,O,X,X,X
LZOSITJ,O,O,O,X,O,X,X,X,O,X,X,X
LZOSIJT,O,X,X,X,X,X,O,X,O,X,X,X
LZOSJTI,O,X,O,X,O,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X,X,O,X,X,X
LOTIJSZ,X,O,X,X,O,O,X,X,X,X,X,X
LOTIJZS,X,O,X,X,X,O,O,X,X,X,X,X
LOTISJZ,X,O,O,X,O,O,X,X,X,X,X,X
LOTISZJ,X,O,O,X,O,O,X,X,X,X,O,X
LOTIZJS,X,O,O,X,O,O,O,X,X,X,X,X
LOTIZSJ,X,O,O,X,O,X,X,O,X,X,X,X
LOTJISZ,O,O,X,X,O,O,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,O,X,X,X,X,X,X
LOTJSIZ,O,O,O,X,O,O,X,X,X,X,X,X
LOTJSZI,O,X,O,X,O,O,X,X,X,X,X,X
LOTJZIS,O,O,O,X,O,X,X,X,X,X,X,X
LOTJZSI,O,X,O,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,O,O,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,O,O,X,X,X,X,O,X
LOTSJIZ,O,X,O,X,O,O,X,X,X,X,X,X
LOTSJZI,O,X,O,X,O,O,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,O,O,X,X,X,X,X,X
LOTSZJI,X,X,O,X,O,O,X,X,X,X,X,X
LOTZIJS,X,O,O,X,O,O,O,X,X,X,X,X
LOTZISJ,X,O,O,X,O,X,X,O,X,X,X,X
LOTZJIS,X,O,O,X,O,X,X,X,X,X,X,X
LOTZJSI,X,X,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,X,X,O,X,O,O,X,O,X,X,X,X
LOTZSJI,X,X,O,X,O,O,X,X,X,X,X,X
LOITJSZ,X,O,X,X,O,X,X,X,X,X,X,X
LOITJZS,X,O,X,X,X,X,O,X,X,X,X,X
LOITSJZ,X,O,X,X,O,X,X,X,X,X,X,X
LOITSZJ,X,O,X,X,O,X,X,X,X,X,O,X
LOITZJS,X,O,X,X,O,X,O,X,X,X,X,X
LOITZSJ,X,O,X,X,O,X,X,O,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,O,X,X,X,X,X
LOIJSTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,O,X,X,X,X,O,X,X,X,X,X
LOIJZTS,X,O,X,X,X,X,O,X,X,X,X,X
LOIJZST,X,O,X,X,X,X,O,X,X,X,X,X
LOISTJZ,O,O,X,X,O,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,O,X,X,X,X,X,O,X
LOISJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,O,X,X,X,X,X
LOISZTJ,O,O,X,X,O,X,X,X,X,X,O,X
LOISZJT,O,X,X,X,X,X,O,X,X,X,O,X
LOIZTJS,X,O,X,X,O,X,O,X,X,X,X,X
LOIZTSJ,X,O,X,X,O,X,X,O,X,X,X,X
LOIZJTS,X,O,X,X,O,X,O,X,X,X,X,X
LOIZJST,X,O,X,X,O,X,O,X,X,X,X,X
LOIZSTJ,X,O,X,X,O,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,X,O,X,X,X,X,X
LOJTISZ,O,O,X,X,O,X,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOJTSZI,O,X,X,X,O,X,X,X,X,O,X,X
LOJTZIS,O,O,X,X,O,X,X,X,X,X,X,X
LOJTZSI,O,X,X,X,O,X,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,O,X,X,X,X,X
LOJISTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,X,X,X,X,O,X,X,X,X,X
LOJIZTS,X,O,X,X,X,X,O,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,O,X,X,X,X,X
LOJSTIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,O,X,X,X,X,O,X,X
LOJSITZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X,X,O,X,X
LOJSZTI,O,X,X,X,O,X,X,X,X,O,X,X
LOJSZIT,O,O,X,X,X,X,X,X,X,O,X,X
LOJZTIS,O,O,X,X,O,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,O,X,X,X,X,X,X,X
LOJZITS,X,O,X,X,O,X,O,X,X,X,X,X
LOJZIST,X,O,X,X,O,X,O,X,X,X,X,X
LOJZSTI,O,X,X,X,O,X,X,X,X,X,X,X
LOJZSIT,O,O,X,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,X,O,X,O,O,X,X,O,X,X,X
LOSTIZJ,O,X,O,X,O,O,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,O,O,X,X,O,X,X,X
LOSTJZI,O,X,O,X,O,O,X,X,O,X,X,X
LOSTZIJ,O,X,O,X,O,O,X,X,O,X,X,X
LOSTZJI,X,X,O,X,O,O,X,X,O,X,X,X
LOSITJZ,O,O,O,X,O,O,X,X,X,X,X,X
LOSITZJ,O,O,O,X,O,O,X,X,X,X,O,X
LOSIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,O,X,X,O,X,X
LOSIZTJ,O,O,X,X,O,X,X,X,X,X,O,X
LOSIZJT,O,X,X,X,X,X,O,X,X,O,O,X
LOSJTIZ,O,O,X,X,O,O,X,X,O,X,X,X
LOSJTZI,O,X,X,X,O,O,X,X,O,O,X,X
LOSJITZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSJIZT,O,O,X,X,X,X,X,X,X,O,X,X
LOSJZTI,O,X,X,X,O,X,X,X,X,O,X,X
LOSJZIT,O,O,X,X,X,X,X,X,O,O,X,X
LOSZTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSZTJI,X,X,O,X,O,X,X,X,O,X,X,X
LOSZITJ,O,O,O,X,O,X,X,X,O,X,X,X
LOSZIJT,O,X,X,X,X,X,O,X,O,O,X,X
LOSZJTI,O,X,O,X,O,X,X,X,X,O,X,X
LOSZJIT,O,O,O,X,O,X,X,X,O,O,X,X
LOZTIJS,X,O,O,X,O,X,O,X,O,X,X,X
LOZTISJ,X,O,O,X,O,X,X,O,X,X,X,X
LOZTJIS,X,O,O,X,O,X,X,X,O,X,X,X
LOZTJSI,X,X,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,X,X,O,X,O,X,X,O,X,X,X,X
LOZTSJI,X,X,O,X,O,X,X,X,X,X,X,X
LOZITJS,X,O,X,X,O,X,O,X,O,X,X,X
LOZITSJ,X,O,X,X,O,X,X,O,X,X,X,X
LOZIJTS,X,O,X,X,O,X,O,X,X,X,X,X
LOZIJST,X,O,X,X,O,X,O,X,X,X,X,X
LOZISTJ,X,O,O,X,O,X,X,X,O,X,X,X
LOZISJT,X,X,X,X,X,X,O,X,O,X,X,X
LOZJTIS,O,O,O,X,O,X,X,X,X,X,X,X
LOZJTSI,O,X,O,X,O,X,X,X,X,X,X,X
LOZJITS,X,O,X,X,O,X,O,X,X,X,X,X
LOZJIST,X,O,O,X,O,X,O,X,X,X,X,X
LOZJSTI,O,X,O,X,O,X,X,X,X,X,X,X
LOZJSIT,O,O,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,O,X,O,X,X,O,O,X,X,X
LOZSTJI,X,X,O,X,O,X,X,X,O,X,X,X
LOZSITJ,O,O,O,X,O,X,X,X,O,X,X,X
LOZSIJT,O,X,X,X,X,X,O,X,O,X,X,X
LOZSJTI,O,X,O,X,O,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X,X,O,X,X,X
JTILSZO,O,O,X,O,X,X,X,X,X,O,X,X
JTILSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTILZSO,O,O,X,O,X,X,X,X,X,X,X,X
JTILZOS,O,O,X,O,X,X,X,X,X,X,X,X
JTILOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTILOZS,O,O,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,X,X,X,X,X,X
JTISLOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,X,O,X,X,X,X,X,X,X,O
JTISZOL,O,O,X,O,X,X,X,X,X,X,X,O
JTISOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTISOZL,O,O,X,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,X,X,X,X,X,O
JTIZLOS,O,O,X,O,X,X,X,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,X,X,X,X,X,O
JTIZSOL,O,O,X,O,X,X,X,O,X,X,X,O
JTIZOLS,O,O,X,O,X,X,X,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,X,X,X,X,X,O
JTIOLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTIOLZS,O,O,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,O,X,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,X,O,X,X,X,X,X,O,X,X
JTLISOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLIZSO,O,O,X,O,X,X,X,X,X,X,X,X
JTLIZOS,O,O,X,O,X,X,X,X,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLIOZS,O,O,X,O,X,X,X,X,X,X,X,X
JTLSIZO,O,O,X,O,X,X,X,X,X,O,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,O,X,X,O,X,X,X,X,X,O,X,X
JTLSZOI,O,X,X,O,X,X,X,X,X,O,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,X,O,X,X,X,X,X,O,X,X
JTLZISO,O,X,X,O,X,X,X,X,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,X,X,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X,X,O,X,X
JTLZSOI,O,X,X,O,X,X,X,X,X,O,X,X
JTLZOIS,O,X,X,O,X,X,X,X,X,X,X,X
JTLZOSI,O,X,X,O,X,X,X,X,X,X,X,X
JTLOISZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLOIZS,O,O,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,X,O,X,X,X,X,X,O,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,X,X,X
JTSILOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,O,X,X,X,X,X,X,X,X
JTSIZOL,O,O,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,O,X,X,X,X,X,O,X,X
JTSLIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSLZIO,O,X,X,O,X,X,X,X,X,O,X,X
JTSLZOI,O,X,X,O,X,X,X,X,X,O,X,X
JTSLOIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSLOZI,O,X,X,O,X,X,X,X,X,O,X,X
JTSZILO,O,X,X,O,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,O,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,O,X,X,X,X,X,X,X,X
JTSZLOI,O,X,X,O,X,X,X,X,X,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,X,X,X,X
JTSZOLI,O,X,X,O,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,O,X,X,X,X,X,X,X,X
JTSOIZL,O,X,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSOLZI,O,X,X,O,X,X,X,X,X,X,X,X
JTSOZIL,O,X,X,O,X,X,X,X,X,X,X,X
JTSOZLI,O,X,X,O,X,X,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,X,X,X,X,X,X,O
JTZILOS,O,X,X,O,X,X,X,X,X,X,X,X
JTZISLO,O,X,X,O,X,X,X,X,X,X,X,O
JTZISOL,O,X,X,O,X,X,X,O,X,X,X,O
JTZIOLS,O,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,X,X,X,X,O
JTZLISO,O,X,X,O,X,X,X,X,X,X,X,O
JTZLIOS,O,X,X,O,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,O,X,X,X,X,X,O,X,O
JTZLSOI,O,X,X,O,X,X,X,X,X,O,X,X
JTZLOIS,O,X,X,O,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,O,X,X,X,X,X,X,X,O
JTZSIOL,O,X,X,O,X,X,X,O,X,X,X,O
JTZSLIO,O,X,X,O,X,X,X,X,X,X,X,O
JTZSLOI,O,X,X,O,X,X,X,X,X,X,X,X
JTZSOIL,O,X,X,O,X,X,X,O,X,X,X,O
JTZSOLI,O,X,X,O,X,X,X,X,X,X,X,X
JTZOILS,O,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,O,X,X,X,O
JTZOLIS,O,X,X,O,X,X,X,X,X,X,X,X
JTZOLSI,O,X,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X,X,O,X,X,X,O
JTZOSLI,O,X,X,O,X,X,X,X,X,X,X,X
JTOILSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOILZS,O,O,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,X,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,O,X,X,X,X
JTOLISZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOLIZS,O,O,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,X,O,X,X,X,X,X,O,X,X
JTOLZIS,O,O,X,O,X,X,X,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,X,X,X,X,X,X,X,X
JTOSIZL,O,X,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOSLZI,O,X,X,O,X,X,X,X,X,X,X,X
JTOSZIL,O,X,X,O,X,X,X,X,X,X,X,X
JTOSZLI,O,X,X,O,X,X,X,X,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,X,O,X,X,X,O,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,X,O,X,X,X,X,X,X,X,X
JTOZSIL,O,X,X,O,X,X,X,O,X,X,X,X
JTOZSLI,O,X,X,O,X,X,X,X,X,X,X,X
JITLSZO,O,O,X,O,X,X,X,X,X,O,X,X
JITLSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JITLZSO,O,O,X,O,X,X,X,X,X,X,X,X
JITLZOS,O,O,X,O,X,X,O,X,X,X,X,X
JITLOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JITLOZS,O,O,X,O,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,O,X,X,X,X,X,X,X,X
JITSLOZ,O,O,X,O,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,O,X,X,X,X,X,X,X,O
JITSZOL,O,O,X,O,X,X,X,X,X,X,X,O
JITSOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JITSOZL,O,O,X,O,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,X,X,X,X,X,O
JITZLOS,O,O,X,O,X,X,O,X,X,X,X,X
JITZSLO,O,O,X,O,X,X,X,X,X,X,X,O
JITZSOL,O,O,X,O,X,X,X,X,X,X,X,O
JITZOLS,O,O,X,O,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,O,X,X,X,X,X,X,X,O
JITOLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JITOLZS,O,O,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,O,X,X,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X,O,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JILTZSO,X,O,X,X,X,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,O,X,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JILTOZS,X,O,X,X,X,X,O,X,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X,O,X,X
JILSTOZ,X,O,X,X,X,X,X,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,X,X,X,O,X,O
JILSZOT,X,X,X,X,X,X,O,X,X,O,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X,X,X,X
JILSOZT,X,O,X,X,X,X,O,X,X,O,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,X,X,O
JILZTOS,X,O,X,X,X,X,O,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X,X,X,X,O
JILZSOT,X,X,X,X,X,X,O,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,O,X,X,X,X,X
JILZOST,X,X,X,X,X,X,O,X,X,X,X,X
JILOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JILOTZS,X,O,X,X,X,X,O,X,X,X,X,X
JILOSTZ,X,O,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,O,X,X,X,X,O,X,X,X,X,X
JILOZTS,X,O,X,X,X,X,O,X,X,X,X,X
JILOZST,X,O,X,X,X,X,O,X,X,X,X,X
JISTLZO,O,O,X,O,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,O,X,X,X,X,X,X,X,O
JISTZOL,O,O,X,O,X,X,X,X,X,X,X,O
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,X,X,X,X,X,X,X,X
JISLTZO,X,O,X,X,X,X,X,X,X,X,X,X
JISLTOZ,X,O,X,X,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X,X,X,X,O
JISLZOT,O,X,X,O,X,X,O,X,X,X,X,X
JISLOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,O,X,X,X,X,X
JISZTLO,O,O,X,O,X,X,X,X,X,X,X,O
JISZTOL,O,O,X,O,X,X,X,X,X,X,X,O
JISZLTO,O,O,X,X,X,X,X,X,X,X,X,O
JISZLOT,O,X,X,O,X,X,O,X,X,X,X,X
JISZOTL,O,O,X,O,X,X,X,X,X,X,X,O
JISZOLT,O,O,X,O,X,X,X,X,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,X,X,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X,X,X,X,O
JISOZLT,O,O,X,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,X,X,X,X,X,X,O
JIZTLOS,O,O,X,O,X,X,O,X,X,X,X,X
JIZTSLO,O,O,X,O,X,X,X,X,X,X,X,O
JIZTSOL,O,O,X,O,X,X,X,X,X,X,X,O
JIZTOLS,O,O,X,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,O,X,X,X,X,X,X,X,O
JIZLTSO,O,O,X,X,X,X,X,X,X,X,X,O
JIZLTOS,O,O,X,X,X,X,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X,X,X,O
JIZLSOT,O,X,X,X,X,X,O,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,O,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,O,X,X,X,X,X
JIZSTLO,O,O,X,O,X,X,X,X,X,X,X,O
JIZSTOL,O,O,X,O,X,X,X,X,X,X,X,O
JIZSLTO,O,O,X,X,X,X,X,X,X,X,X,O
JIZSLOT,O,X,X,O,X,X,O,X,X,X,X,X
JIZSOTL,O,O,X,O,X,X,X,X,X,X,X,O
JIZSOLT,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,X,X,X,X,X,O
JIZOLTS,O,O,X,X,X,X,O,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,O,X,X,X,X,X
JIZOSTL,O,O,X,O,X,X,X,X,X,X,X,O
JIZOSLT,O,O,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,X,X,X,O,X
JIOTZLS,O,O,X,X,X,X,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOLTZS,O,O,X,X,X,X,O,X,X,X,X,X
JIOLSTZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOLSZT,O,O,X,X,X,X,O,X,X,X,X,X
JIOLZTS,X,O,X,X,X,X,O,X,X,X,X,X
JIOLZST,X,O,X,X,X,X,O,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,X,X,X,O,X
JIOSLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,O,X,O,X,X,X,X,X,X,O,O
JIOSZLT,O,O,X,X,X,X,X,X,X,X,O,X
JIOZTLS,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X,X,X,X,X,X,O
JIOZLTS,X,O,X,X,X,X,O,X,X,X,X,X
JIOZLST,X,O,X,X,X,X,O,X,X,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X,X,X,X,O
JIOZSLT,X,O,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,O,X,O,O,X,X,X,X,O,X,X
JLTISOZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTIZSO,O,O,X,O,X,X,X,X,X,X,X,X
JLTIZOS,O,O,X,O,X,O,X,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTIOZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTSIZO,O,O,X,O,O,O,X,X,X,O,X,X
JLTSIOZ,O,O,O,O,X,O,X,X,X,X,X,X
JLTSZIO,O,X,O,O,O,O,X,X,X,O,X,X
JLTSZOI,O,X,O,O,O,O,X,X,X,O,X,X
JLTSOIZ,O,O,O,O,X,O,X,X,X,X,X,X
JLTSOZI,O,X,O,O,X,O,X,X,X,O,X,X
JLTZISO,O,X,O,O,O,X,X,X,X,X,X,X
JLTZIOS,O,X,O,O,O,X,X,X,X,X,X,X
JLTZSIO,O,X,O,O,O,X,X,X,X,O,X,X
JLTZSOI,O,X,O,O,O,X,X,X,X,O,X,X
JLTZOIS,O,X,O,O,O,X,X,X,X,X,X,X
JLTZOSI,O,X,O,O,O,X,X,X,X,X,X,X
JLTOISZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTOIZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,O,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,O,X,X,X,O,X,X
JLTOZIS,O,O,O,O,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,X,X,X,X,X
JLITSZO,X,O,X,X,X,X,X,X,X,O,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,O,X,X,X,X,X,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,O,X,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLITOZS,X,O,X,X,X,X,O,X,X,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X,O,X,X
JLISTOZ,X,O,X,X,X,X,X,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,X,X,X,O,X,O
JLISZOT,X,X,X,X,X,X,O,X,X,O,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X,X,X,X
JLISOZT,X,O,X,X,X,X,O,X,X,O,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X,X,X,O
JLIZTOS,X,O,X,X,X,X,O,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,X,X,X,O
JLIZSOT,X,X,X,X,X,X,O,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,O,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,O,X,X,X,X,X
JLIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,X,O,X,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,X,X,X,X
JLIOSZT,X,O,X,X,X,X,O,X,X,X,X,X
JLIOZTS,X,O,X,X,X,X,O,X,X,X,X,X
JLIOZST,X,O,X,X,X,X,O,X,X,X,X,X
JLSTIZO,O,O,X,O,X,O,X,X,O,O,X,X
JLSTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
JLSTZIO,O,X,O,O,X,O,X,X,O,O,X,X
JLSTZOI,O,X,O,O,X,O,X,X,O,O,X,X
JLSTOIZ,O,O,O,O,X,O,X,X,O,X,X,X
