sequence,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBlpBipB,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBipBlpB,v115@XhD8BeH8Jei/IvhFfmBGjBUlBRnBlmBTpB,v115@XhD8BeH8JeRAJvhFGiBTjB0lBlmBipB/pB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBupBUqBlrB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBUlBupBlrB
ZSTOILJ,O,X,X,X,X,O
ZSTOIJL,O,O,X,X,X,X
ZSTOLIJ,O,O,X,O,X,O
ZSTOLJI,O,O,X,O,X,X
ZSTOJIL,O,O,X,X,X,X
ZSTOJLI,O,O,X,O,X,X
ZSITLJO,O,X,O,X,X,X
ZSITLOJ,O,X,X,X,X,O
ZSITJLO,O,X,O,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,X,X,X,X,O
ZSITOJL,O,O,X,X,X,X
ZSILTJO,X,O,O,X,X,X
ZSILTOJ,X,O,X,X,X,O
ZSILJTO,X,O,O,X,X,X
ZSILJOT,O,O,O,X,O,O
ZSILOTJ,X,O,X,X,X,O
ZSILOJT,O,O,O,X,O,O
ZSIJTLO,O,X,O,X,X,X
ZSIJTOL,O,O,X,X,X,X
ZSIJLTO,X,O,O,X,X,X
ZSIJLOT,O,O,O,X,O,O
ZSIJOTL,O,O,X,X,X,X
ZSIJOLT,O,O,O,X,O,O
ZSIOTLJ,O,X,X,X,X,O
ZSIOTJL,O,O,X,X,X,X
ZSIOLTJ,X,O,X,X,X,O
ZSIOLJT,O,O,O,X,O,O
ZSIOJTL,O,O,X,X,X,X
ZSIOJLT,O,O,O,X,O,O
ZSLTIJO,O,O,O,O,X,X
ZSLTIOJ,O,O,X,O,X,O
ZSLTJIO,O,O,O,O,X,X
ZSLTJOI,O,O,X,O,X,X
ZSLTOIJ,O,O,X,O,X,O
ZSLTOJI,O,O,X,O,X,X
ZSLITJO,X,O,O,X,X,X
ZSLITOJ,X,O,X,X,X,O
ZSLIJTO,X,O,O,X,X,X
ZSLIJOT,O,O,O,X,O,O
ZSLIOTJ,X,O,X,X,X,O
ZSLIOJT,O,O,O,X,O,O
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,X,O,O,X,X,X
ZSLJIOT,O,O,O,X,O,O
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,O,X,O,O
ZSLOTIJ,O,O,X,O,X,O
ZSLOTJI,O,O,X,O,X,X
ZSLOITJ,X,O,X,X,X,O
ZSLOIJT,O,O,O,X,O,O
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,O,X,O,O
ZSJTILO,O,X,O,X,X,X
ZSJTIOL,O,O,X,X,X,X
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,X,X,X,X
ZSJTOIL,O,O,X,X,X,X
ZSJTOLI,O,O,X,X,X,X
ZSJITLO,O,X,O,X,X,X
ZSJITOL,O,O,X,X,X,X
ZSJILTO,X,O,O,X,X,X
ZSJILOT,O,O,O,X,O,O
ZSJIOTL,O,O,X,X,X,X
ZSJIOLT,O,O,O,X,O,O
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,X,X,X,X
ZSJLITO,X,O,O,X,X,X
ZSJLIOT,O,O,O,X,O,O
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,O,X,O,O
ZSJOTIL,O,O,X,X,X,X
ZSJOTLI,O,O,X,X,X,X
ZSJOITL,O,O,X,X,X,X
ZSJOILT,O,O,O,X,O,O
ZSJOLTI,O,O,X,X,X,X
ZSJOLIT,O,O,O,X,O,O
ZSOTILJ,O,X,X,X,X,O
ZSOTIJL,O,O,X,X,X,X
ZSOTLIJ,O,O,X,O,X,O
ZSOTLJI,O,O,X,O,X,X
ZSOTJIL,O,O,X,X,X,X
ZSOTJLI,O,O,X,O,X,X
ZSOITLJ,O,X,X,X,X,O
ZSOITJL,O,O,X,X,X,X
ZSOILTJ,X,O,X,X,X,O
ZSOILJT,O,O,O,X,O,O
ZSOIJTL,O,O,X,X,X,X
ZSOIJLT,O,O,O,X,O,O
ZSOLTIJ,O,O,X,O,X,O
ZSOLTJI,O,O,X,O,X,X
ZSOLITJ,X,O,X,X,X,O
ZSOLIJT,O,O,O,X,O,O
ZSOLJTI,O,O,X,X,X,X
ZSOLJIT,O,O,O,X,O,O
ZSOJTIL,O,O,X,X,X,X
ZSOJTLI,O,O,X,X,X,X
ZSOJITL,O,O,X,X,X,X
ZSOJILT,O,O,O,X,O,O
ZSOJLTI,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,O,O
ZOTILJS,O,X,O,O,X,X
ZOTILSJ,X,X,O,O,X,O
ZOTIJLS,O,O,O,O,X,X
ZOTIJSL,O,O,O,X,X,X
ZOTISLJ,X,X,O,X,X,O
ZOTISJL,O,X,O,X,X,X
ZOTLIJS,O,O,O,O,X,X
ZOTLISJ,X,X,O,O,X,O
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,X,X,O,O,X,X
ZOTLSIJ,X,X,O,O,X,O
ZOTLSJI,X,X,O,O,X,X
ZOTJILS,O,O,O,O,X,X
ZOTJISL,O,O,O,X,X,X
ZOTJLIS,O,O,O,O,X,X
ZOTJLSI,X,X,O,O,X,X
ZOTJSIL,O,X,O,X,X,X
ZOTJSLI,O,X,O,O,X,X
ZOTSILJ,O,X,O,X,X,O
ZOTSIJL,O,X,O,X,X,X
ZOTSLIJ,O,X,O,O,X,O
ZOTSLJI,O,X,O,O,X,X
ZOTSJIL,O,X,O,X,X,X
ZOTSJLI,O,X,O,O,X,X
ZOITLJS,O,X,O,O,X,X
ZOITLSJ,X,X,O,O,X,O
ZOITJLS,O,O,O,O,X,X
ZOITJSL,O,O,O,X,X,X
ZOITSLJ,X,X,O,X,X,O
ZOITSJL,O,X,O,X,X,X
ZOILTJS,X,O,O,O,X,X
ZOILTSJ,X,X,O,O,X,O
ZOILJTS,O,O,O,X,X,X
ZOILJST,O,O,O,X,O,O
ZOILSTJ,X,X,O,X,X,O
ZOILSJT,X,O,O,X,O,O
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,X,X
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,O,O,X,O,O
ZOIJSTL,O,O,O,X,X,X
ZOIJSLT,O,O,O,X,O,O
ZOISTLJ,X,X,O,X,X,O
ZOISTJL,X,X,O,X,X,X
ZOISLTJ,X,X,O,X,X,O
ZOISLJT,X,X,O,X,O,O
ZOISJTL,O,O,O,X,X,X
ZOISJLT,O,O,O,X,O,O
ZOLTIJS,O,O,O,O,X,X
ZOLTISJ,X,X,O,O,X,O
ZOLTJIS,O,O,O,O,X,X
ZOLTJSI,X,X,O,O,X,X
ZOLTSIJ,X,X,O,O,X,O
ZOLTSJI,X,X,O,O,X,X
ZOLITJS,X,O,O,O,X,X
ZOLITSJ,X,X,O,O,X,O
ZOLIJTS,O,O,O,X,X,X
ZOLIJST,O,O,O,X,O,O
ZOLISTJ,X,X,O,X,X,O
ZOLISJT,X,O,O,X,O,O
ZOLJTIS,O,O,O,O,X,X
ZOLJTSI,X,X,O,O,X,X
ZOLJITS,O,O,O,X,X,X
ZOLJIST,O,O,O,X,O,O
ZOLJSTI,X,O,O,X,X,X
ZOLJSIT,X,O,O,X,O,O
ZOLSTIJ,X,O,O,O,X,O
ZOLSTJI,X,O,O,O,X,X
ZOLSITJ,X,O,O,X,X,O
ZOLSIJT,X,O,O,X,O,O
ZOLSJTI,X,O,O,X,X,X
ZOLSJIT,X,O,O,X,O,O
ZOJTILS,O,O,O,O,X,X
ZOJTISL,O,O,O,X,X,X
ZOJTLIS,O,O,O,O,X,X
ZOJTLSI,X,X,O,O,X,X
ZOJTSIL,O,X,O,X,X,X
ZOJTSLI,O,X,O,O,X,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,O,O,X,X,X
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,O,O,X,O,O
ZOJISTL,O,O,O,X,X,X
ZOJISLT,O,O,O,X,O,O
ZOJLTIS,O,O,O,O,X,X
ZOJLTSI,X,X,O,O,X,X
ZOJLITS,O,O,O,X,X,X
ZOJLIST,O,O,O,X,O,O
ZOJLSTI,X,O,O,X,X,X
ZOJLSIT,X,O,O,X,O,O
ZOJSTIL,O,O,O,X,X,X
ZOJSTLI,O,O,O,X,X,X
ZOJSITL,O,O,O,X,X,X
ZOJSILT,O,O,O,X,O,O
ZOJSLTI,O,O,O,X,X,X
ZOJSLIT,O,O,O,X,O,O
ZOSTILJ,O,X,O,X,X,O
ZOSTIJL,O,O,O,X,X,X
ZOSTLIJ,O,O,O,O,X,O
ZOSTLJI,O,O,O,O,X,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,O,X,O,X,X,O
ZOSITJL,O,O,O,X,X,X
ZOSILTJ,X,O,O,X,X,O
ZOSILJT,O,O,O,X,O,O
ZOSIJTL,O,O,O,X,X,X
ZOSIJLT,O,O,O,X,O,O
ZOSLTIJ,O,O,O,O,X,O
ZOSLTJI,O,O,O,O,X,X
ZOSLITJ,X,O,O,X,X,O
ZOSLIJT,O,O,O,X,O,O
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,O,O
ZOSJTIL,O,O,O,X,X,X
ZOSJTLI,O,O,O,X,X,X
ZOSJITL,O,O,O,X,X,X
ZOSJILT,O,O,O,X,O,O
ZOSJLTI,O,O,O,X,X,X
ZOSJLIT,O,O,O,X,O,O
OTILJSZ,X,X,X,X,O,X
OTILJZS,X,X,O,O,X,X
OTILSJZ,X,X,X,X,O,X
OTILSZJ,X,X,X,X,X,O
OTILZJS,X,X,O,O,X,X
OTILZSJ,X,X,O,O,X,O
OTIJLSZ,X,X,X,X,O,X
OTIJLZS,X,X,O,O,X,X
OTIJSLZ,X,X,X,X,O,X
OTIJSZL,O,X,X,X,X,X
OTIJZLS,O,X,O,O,X,X
OTIJZSL,O,X,O,X,X,X
OTISLJZ,X,X,X,X,O,X
OTISLZJ,X,X,X,X,X,O
OTISJLZ,X,X,X,X,O,X
OTISJZL,O,X,X,X,X,X
OTISZLJ,O,X,X,X,X,O
OTISZJL,O,X,X,X,X,X
OTIZLJS,O,X,O,O,X,X
OTIZLSJ,X,X,O,O,X,O
OTIZJLS,O,X,O,O,X,X
OTIZJSL,O,X,O,X,X,X
OTIZSLJ,X,X,O,X,X,O
OTIZSJL,O,X,O,X,X,X
OTLIJSZ,X,X,X,X,O,X
OTLIJZS,X,X,O,O,X,X
OTLISJZ,X,X,X,X,O,X
OTLISZJ,X,X,X,X,X,O
OTLIZJS,X,X,O,O,X,X
OTLIZSJ,X,X,O,O,X,O
OTLJISZ,X,X,X,X,O,X
OTLJIZS,X,X,O,O,X,X
OTLJSIZ,X,X,X,X,O,X
OTLJSZI,O,O,X,O,X,X
OTLJZIS,O,O,O,O,X,X
OTLJZSI,X,X,O,O,X,X
OTLSIJZ,X,X,X,X,O,X
OTLSIZJ,X,X,X,X,X,O
OTLSJIZ,X,X,X,X,O,X
OTLSJZI,O,O,X,O,X,X
OTLSZIJ,O,O,X,O,X,O
OTLSZJI,O,O,X,O,X,X
OTLZIJS,O,O,O,O,X,X
OTLZISJ,X,X,O,O,X,O
OTLZJIS,O,O,O,O,X,X
OTLZJSI,X,X,O,O,X,X
OTLZSIJ,X,X,O,O,X,O
OTLZSJI,X,X,O,O,X,X
OTJILSZ,X,X,X,X,O,X
OTJILZS,X,X,O,O,X,X
OTJISLZ,X,X,X,X,O,X
OTJISZL,O,X,X,X,X,X
OTJIZLS,O,X,O,O,X,X
OTJIZSL,O,X,O,X,X,X
OTJLISZ,X,X,X,X,O,X
OTJLIZS,X,X,O,O,X,X
OTJLSIZ,X,X,X,X,O,X
OTJLSZI,O,O,X,O,X,X
OTJLZIS,O,O,O,O,X,X
OTJLZSI,X,X,O,O,X,X
OTJSILZ,X,X,X,X,O,X
OTJSIZL,O,X,X,X,X,X
OTJSLIZ,X,X,X,X,O,X
OTJSLZI,O,O,X,O,X,X
OTJSZIL,O,O,X,X,X,X
OTJSZLI,O,O,X,O,X,X
OTJZILS,O,O,O,O,X,X
OTJZISL,O,O,O,X,X,X
OTJZLIS,O,O,O,O,X,X
OTJZLSI,X,X,O,O,X,X
OTJZSIL,O,X,O,X,X,X
OTJZSLI,O,X,O,O,X,X
OTSILJZ,X,X,X,X,O,X
OTSILZJ,X,X,X,X,X,O
OTSIJLZ,X,X,X,X,O,X
OTSIJZL,O,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,O
OTSIZJL,O,X,X,X,X,X
OTSLIJZ,X,X,X,X,O,X
OTSLIZJ,X,X,X,X,X,O
OTSLJIZ,X,X,X,X,O,X
OTSLJZI,O,O,X,O,X,X
OTSLZIJ,O,O,X,O,X,O
OTSLZJI,O,O,X,O,X,X
OTSJILZ,X,X,X,X,O,X
OTSJIZL,O,X,X,X,X,X
OTSJLIZ,X,X,X,X,O,X
OTSJLZI,O,O,X,O,X,X
OTSJZIL,O,O,X,X,X,X
OTSJZLI,O,O,X,O,X,X
OTSZILJ,O,X,X,X,X,O
OTSZIJL,O,O,X,X,X,X
OTSZLIJ,O,O,X,O,X,O
OTSZLJI,O,O,X,O,X,X
OTSZJIL,O,O,X,X,X,X
OTSZJLI,O,O,X,O,X,X
OTZILJS,O,X,O,O,X,X
OTZILSJ,X,X,O,O,X,O
OTZIJLS,O,O,O,O,X,X
OTZIJSL,O,O,O,X,X,X
OTZISLJ,X,X,O,X,X,O
OTZISJL,O,X,O,X,X,X
OTZLIJS,O,O,O,O,X,X
OTZLISJ,X,X,O,O,X,O
OTZLJIS,O,O,O,O,X,X
OTZLJSI,X,X,O,O,X,X
OTZLSIJ,X,X,O,O,X,O
OTZLSJI,X,X,O,O,X,X
OTZJILS,O,O,O,O,X,X
OTZJISL,O,O,O,X,X,X
OTZJLIS,O,O,O,O,X,X
OTZJLSI,X,X,O,O,X,X
OTZJSIL,O,X,O,X,X,X
OTZJSLI,O,X,O,O,X,X
OTZSILJ,O,X,O,X,X,O
OTZSIJL,O,X,O,X,X,X
OTZSLIJ,O,X,O,O,X,O
OTZSLJI,O,X,O,O,X,X
OTZSJIL,O,X,O,X,X,X
OTZSJLI,O,X,O,O,X,X
OITLJSZ,X,X,X,X,O,X
OITLJZS,X,X,O,O,X,X
OITLSJZ,X,X,X,X,O,X
OITLSZJ,X,X,X,X,X,O
OITLZJS,X,X,O,O,X,X
OITLZSJ,X,X,O,O,X,O
OITJLSZ,X,X,X,X,O,X
OITJLZS,X,X,O,O,X,X
OITJSLZ,X,X,X,X,O,X
OITJSZL,O,X,X,X,X,X
OITJZLS,O,X,O,O,X,X
OITJZSL,O,X,O,X,X,X
OITSLJZ,X,X,X,X,O,X
OITSLZJ,X,X,X,X,X,O
OITSJLZ,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,X
OITSZLJ,O,X,X,X,X,O
OITSZJL,O,X,X,X,X,X
OITZLJS,O,X,O,O,X,X
OITZLSJ,X,X,O,O,X,O
OITZJLS,O,X,O,O,X,X
OITZJSL,O,X,O,X,X,X
OITZSLJ,X,X,O,X,X,O
OITZSJL,O,X,O,X,X,X
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,X,O,O,X,X
OILTSJZ,X,X,X,X,O,X
OILTSZJ,X,X,X,X,X,O
OILTZJS,X,X,O,O,X,X
OILTZSJ,X,X,O,O,X,O
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,X,O,O,X,X
OILJSTZ,X,X,X,X,O,X
OILJSZT,X,O,O,X,O,O
OILJZTS,X,O,O,X,X,X
OILJZST,X,O,O,X,O,O
OILSTJZ,X,X,X,X,O,X
OILSTZJ,X,X,X,X,X,O
OILSJTZ,X,X,X,X,O,X
OILSJZT,X,O,O,X,O,O
OILSZTJ,X,O,O,X,X,O
OILSZJT,X,O,O,X,O,O
OILZTJS,X,O,O,O,X,X
OILZTSJ,X,X,O,O,X,O
OILZJTS,X,O,O,X,X,X
OILZJST,X,O,O,X,O,O
OILZSTJ,X,X,O,X,X,O
OILZSJT,X,O,O,X,O,O
OIJTLSZ,X,X,X,X,O,X
OIJTLZS,X,X,O,O,X,X
OIJTSLZ,X,X,X,X,O,X
OIJTSZL,O,X,X,X,X,X
OIJTZLS,O,X,O,O,X,X
OIJTZSL,O,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,X
OIJLTZS,X,X,O,O,X,X
OIJLSTZ,X,X,X,X,O,X
OIJLSZT,X,O,O,X,O,O
OIJLZTS,X,O,O,X,X,X
OIJLZST,X,O,O,X,O,O
OIJSTLZ,X,X,X,X,O,X
OIJSTZL,O,X,X,X,X,X
OIJSLTZ,X,X,X,X,O,X
OIJSLZT,X,O,O,X,O,O
OIJSZTL,O,O,O,X,X,X
OIJSZLT,O,O,O,X,O,O
OIJZTLS,O,O,O,X,X,X
OIJZTSL,O,O,O,X,X,X
OIJZLTS,O,O,O,X,X,X
OIJZLST,O,O,O,X,O,O
OIJZSTL,O,O,O,X,X,X
OIJZSLT,O,O,O,X,O,O
OISTLJZ,X,X,X,X,O,X
OISTLZJ,X,X,X,X,X,O
OISTJLZ,X,X,X,X,O,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,X,X,X,X,O
OISTZJL,O,X,X,X,X,X
OISLTJZ,X,X,X,X,O,X
OISLTZJ,X,X,X,X,X,O
OISLJTZ,X,X,X,X,O,X
OISLJZT,X,O,O,X,O,O
OISLZTJ,X,O,O,X,X,O
OISLZJT,X,O,O,X,O,O
OISJTLZ,X,X,X,X,O,X
OISJTZL,O,X,X,X,X,X
OISJLTZ,X,X,X,X,O,X
OISJLZT,X,O,O,X,O,O
OISJZTL,O,O,O,X,X,X
OISJZLT,O,O,O,X,O,O
OISZTLJ,O,X,O,X,X,O
OISZTJL,O,O,O,X,X,X
OISZLTJ,X,O,O,X,X,O
OISZLJT,O,O,O,X,O,O
OISZJTL,O,O,O,X,X,X
OISZJLT,O,O,O,X,O,O
OIZTLJS,O,X,O,O,X,X
OIZTLSJ,X,X,O,O,X,O
OIZTJLS,O,O,O,O,X,X
OIZTJSL,O,O,O,X,X,X
OIZTSLJ,X,X,O,X,X,O
OIZTSJL,O,X,O,X,X,X
OIZLTJS,X,O,O,O,X,X
OIZLTSJ,X,X,O,O,X,O
OIZLJTS,O,O,O,X,X,X
OIZLJST,O,O,O,X,O,O
OIZLSTJ,X,X,O,X,X,O
OIZLSJT,X,O,O,X,O,O
OIZJTLS,O,O,O,X,X,X
OIZJTSL,O,O,O,X,X,X
OIZJLTS,O,O,O,X,X,X
OIZJLST,O,O,O,X,O,O
OIZJSTL,O,O,O,X,X,X
OIZJSLT,O,O,O,X,O,O
OIZSTLJ,X,X,O,X,X,O
OIZSTJL,X,X,O,X,X,X
OIZSLTJ,X,X,O,X,X,O
OIZSLJT,X,X,O,X,O,O
OIZSJTL,O,O,O,X,X,X
OIZSJLT,O,O,O,X,O,O
OLTIJSZ,X,X,X,X,O,X
OLTIJZS,X,X,O,O,X,X
OLTISJZ,X,X,X,X,O,X
OLTISZJ,X,X,X,X,X,O
OLTIZJS,X,X,O,O,X,X
OLTIZSJ,X,X,O,O,X,O
OLTJISZ,X,X,X,X,O,X
OLTJIZS,X,X,O,O,X,X
OLTJSIZ,X,X,X,X,O,X
OLTJSZI,O,O,X,O,X,X
OLTJZIS,O,O,O,O,X,X
OLTJZSI,X,X,O,O,X,X
OLTSIJZ,X,X,X,X,O,X
OLTSIZJ,X,X,X,X,X,O
OLTSJIZ,X,X,X,X,O,X
OLTSJZI,O,O,X,O,X,X
OLTSZIJ,O,O,X,O,X,O
OLTSZJI,O,O,X,O,X,X
OLTZIJS,O,O,O,O,X,X
OLTZISJ,X,X,O,O,X,O
OLTZJIS,O,O,O,O,X,X
OLTZJSI,X,X,O,O,X,X
OLTZSIJ,X,X,O,O,X,O
OLTZSJI,X,X,O,O,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,X,O,O,X,X
OLITSJZ,X,X,X,X,O,X
OLITSZJ,X,X,X,X,X,O
OLITZJS,X,X,O,O,X,X
OLITZSJ,X,X,O,O,X,O
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,X,O,O,X,X
OLIJSTZ,X,X,X,X,O,X
OLIJSZT,X,O,O,X,O,O
OLIJZTS,X,O,O,X,X,X
OLIJZST,X,O,O,X,O,O
OLISTJZ,X,X,X,X,O,X
OLISTZJ,X,X,X,X,X,O
OLISJTZ,X,X,X,X,O,X
OLISJZT,X,O,O,X,O,O
OLISZTJ,X,O,O,X,X,O
OLISZJT,X,O,O,X,O,O
OLIZTJS,X,O,O,O,X,X
OLIZTSJ,X,X,O,O,X,O
OLIZJTS,X,O,O,X,X,X
OLIZJST,X,O,O,X,O,O
OLIZSTJ,X,X,O,X,X,O
OLIZSJT,X,O,O,X,O,O
OLJTISZ,X,X,X,X,O,X
OLJTIZS,X,X,O,O,X,X
OLJTSIZ,X,X,X,X,O,X
OLJTSZI,O,O,X,O,X,X
OLJTZIS,O,O,O,O,X,X
OLJTZSI,X,X,O,O,X,X
OLJITSZ,X,X,X,X,O,X
OLJITZS,X,X,O,O,X,X
OLJISTZ,X,X,X,X,O,X
OLJISZT,X,O,O,X,O,O
OLJIZTS,X,O,O,X,X,X
OLJIZST,X,O,O,X,O,O
OLJSTIZ,X,X,X,X,O,X
OLJSTZI,O,O,X,O,X,X
OLJSITZ,X,X,X,X,O,X
OLJSIZT,X,O,O,X,O,O
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,O,X,O,O
OLJZTIS,O,O,O,O,X,X
OLJZTSI,X,X,O,O,X,X
OLJZITS,O,O,O,X,X,X
OLJZIST,O,O,O,X,O,O
OLJZSTI,X,O,O,X,X,X
OLJZSIT,X,O,O,X,O,O
OLSTIJZ,X,X,X,X,O,X
OLSTIZJ,X,X,X,X,X,O
OLSTJIZ,X,X,X,X,O,X
OLSTJZI,O,O,X,O,X,X
OLSTZIJ,O,O,X,O,X,O
OLSTZJI,O,O,X,O,X,X
OLSITJZ,X,X,X,X,O,X
OLSITZJ,X,X,X,X,X,O
OLSIJTZ,X,X,X,X,O,X
OLSIJZT,X,O,O,X,O,O
OLSIZTJ,X,O,O,X,X,O
OLSIZJT,X,O,O,X,O,O
OLSJTIZ,X,X,X,X,O,X
OLSJTZI,O,O,X,O,X,X
OLSJITZ,X,X,X,X,O,X
OLSJIZT,X,O,O,X,O,O
OLSJZTI,O,O,O,X,X,X
OLSJZIT,O,O,O,X,O,O
OLSZTIJ,O,O,O,O,X,O
OLSZTJI,O,O,O,O,X,X
OLSZITJ,X,O,O,X,X,O
OLSZIJT,O,O,O,X,O,O
OLSZJTI,O,O,O,X,X,X
OLSZJIT,O,O,O,X,O,O
OLZTIJS,O,O,O,O,X,X
OLZTISJ,X,X,O,O,X,O
OLZTJIS,O,O,O,O,X,X
OLZTJSI,X,X,O,O,X,X
OLZTSIJ,X,X,O,O,X,O
OLZTSJI,X,X,O,O,X,X
OLZITJS,X,O,O,O,X,X
OLZITSJ,X,X,O,O,X,O
OLZIJTS,O,O,O,X,X,X
OLZIJST,O,O,O,X,O,O
OLZISTJ,X,X,O,X,X,O
OLZISJT,X,O,O,X,O,O
OLZJTIS,O,O,O,O,X,X
OLZJTSI,X,X,O,O,X,X
OLZJITS,O,O,O,X,X,X
OLZJIST,O,O,O,X,O,O
OLZJSTI,X,O,O,X,X,X
OLZJSIT,X,O,O,X,O,O
OLZSTIJ,X,O,O,O,X,O
OLZSTJI,X,O,O,O,X,X
OLZSITJ,X,O,O,X,X,O
OLZSIJT,X,O,O,X,O,O
OLZSJTI,X,O,O,X,X,X
OLZSJIT,X,O,O,X,O,O
OJTILSZ,X,X,X,X,O,X
OJTILZS,X,X,O,O,X,X
OJTISLZ,X,X,X,X,O,X
OJTISZL,O,X,X,X,X,X
OJTIZLS,O,X,O,O,X,X
OJTIZSL,O,X,O,X,X,X
OJTLISZ,X,X,X,X,O,X
OJTLIZS,X,X,O,O,X,X
OJTLSIZ,X,X,X,X,O,X
OJTLSZI,O,O,X,O,X,X
OJTLZIS,O,O,O,O,X,X
OJTLZSI,X,X,O,O,X,X
OJTSILZ,X,X,X,X,O,X
OJTSIZL,O,X,X,X,X,X
OJTSLIZ,X,X,X,X,O,X
OJTSLZI,O,O,X,O,X,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,O,X,X
OJTZILS,O,O,O,O,X,X
OJTZISL,O,O,O,X,X,X
OJTZLIS,O,O,O,O,X,X
OJTZLSI,X,X,O,O,X,X
OJTZSIL,O,X,O,X,X,X
OJTZSLI,O,X,O,O,X,X
OJITLSZ,X,X,X,X,O,X
OJITLZS,X,X,O,O,X,X
OJITSLZ,X,X,X,X,O,X
OJITSZL,O,X,X,X,X,X
OJITZLS,O,X,O,O,X,X
OJITZSL,O,X,O,X,X,X
OJILTSZ,X,X,X,X,O,X
OJILTZS,X,X,O,O,X,X
OJILSTZ,X,X,X,X,O,X
OJILSZT,X,O,O,X,O,O
OJILZTS,X,O,O,X,X,X
OJILZST,X,O,O,X,O,O
OJISTLZ,X,X,X,X,O,X
OJISTZL,O,X,X,X,X,X
OJISLTZ,X,X,X,X,O,X
OJISLZT,X,O,O,X,O,O
OJISZTL,O,O,O,X,X,X
OJISZLT,O,O,O,X,O,O
OJIZTLS,O,O,O,X,X,X
OJIZTSL,O,O,O,X,X,X
OJIZLTS,O,O,O,X,X,X
OJIZLST,O,O,O,X,O,O
OJIZSTL,O,O,O,X,X,X
OJIZSLT,O,O,O,X,O,O
OJLTISZ,X,X,X,X,O,X
OJLTIZS,X,X,O,O,X,X
OJLTSIZ,X,X,X,X,O,X
OJLTSZI,O,O,X,O,X,X
OJLTZIS,O,O,O,O,X,X
OJLTZSI,X,X,O,O,X,X
OJLITSZ,X,X,X,X,O,X
OJLITZS,X,X,O,O,X,X
OJLISTZ,X,X,X,X,O,X
OJLISZT,X,O,O,X,O,O
OJLIZTS,X,O,O,X,X,X
OJLIZST,X,O,O,X,O,O
OJLSTIZ,X,X,X,X,O,X
OJLSTZI,O,O,X,O,X,X
OJLSITZ,X,X,X,X,O,X
OJLSIZT,X,O,O,X,O,O
OJLSZTI,O,O,O,X,X,X
OJLSZIT,O,O,O,X,O,O
OJLZTIS,O,O,O,O,X,X
OJLZTSI,X,X,O,O,X,X
OJLZITS,O,O,O,X,X,X
OJLZIST,O,O,O,X,O,O
OJLZSTI,X,O,O,X,X,X
OJLZSIT,X,O,O,X,O,O
OJSTILZ,X,X,X,X,O,X
OJSTIZL,O,X,X,X,X,X
OJSTLIZ,X,X,X,X,O,X
OJSTLZI,O,O,X,O,X,X
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,O,X,X
OJSITLZ,X,X,X,X,O,X
OJSITZL,O,X,X,X,X,X
OJSILTZ,X,X,X,X,O,X
OJSILZT,X,O,O,X,O,O
OJSIZTL,O,O,O,X,X,X
OJSIZLT,O,O,O,X,O,O
OJSLTIZ,X,X,X,X,O,X
OJSLTZI,O,O,X,O,X,X
OJSLITZ,X,X,X,X,O,X
OJSLIZT,X,O,O,X,O,O
OJSLZTI,O,O,O,X,X,X
OJSLZIT,O,O,O,X,O,O
OJSZTIL,O,O,O,X,X,X
OJSZTLI,O,O,O,X,X,X
OJSZITL,O,O,O,X,X,X
OJSZILT,O,O,O,X,O,O
OJSZLTI,O,O,O,X,X,X
OJSZLIT,O,O,O,X,O,O
OJZTILS,O,O,O,O,X,X
OJZTISL,O,O,O,X,X,X
OJZTLIS,O,O,O,O,X,X
