sequence,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBu?rBctBTsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBTjBllBu?rBcsBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBFiBXjB0?mBStBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBfoB6oBl?mBUnBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhF0hBxiBllBW?tBzrBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhF3hBGlBlnBc?tBzrBCtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFTjBGlBlmBc?sBXtBCsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBc?tBGsBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBRiBSoBV?sBXtB0rB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFfoB6oBGlBl?mB0sBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFGlBlmBcsBT?oBCsBXtB
LOSIZTJ,X,O,O,O,X,X,X,X,O,X,X
LOSIZJT,X,O,O,O,X,X,X,X,O,X,X
LOSJTIZ,X,X,O,X,X,X,X,X,O,X,X
LOSJTZI,X,X,O,X,X,X,X,X,O,X,X
LOSJITZ,X,X,O,O,O,X,X,X,O,X,X
LOSJIZT,O,X,O,O,O,O,X,X,O,X,X
LOSJZTI,O,O,O,X,X,O,X,X,O,X,X
LOSJZIT,O,O,O,X,O,O,X,X,O,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,O,X,X
LOSZTJI,O,O,O,X,X,O,X,X,O,X,X
LOSZITJ,O,O,O,X,O,X,X,X,O,X,X
LOSZIJT,O,O,O,X,O,X,X,X,O,X,X
LOSZJTI,O,O,O,X,X,O,X,X,O,X,X
LOSZJIT,O,O,O,X,O,O,X,X,O,X,X
LOZTIJS,O,X,O,X,O,X,X,X,X,X,X
LOZTISJ,O,X,O,X,O,X,X,X,X,X,X
LOZTJIS,O,X,O,X,O,O,X,X,X,X,O
LOZTJSI,O,X,O,X,O,O,X,X,X,X,O
LOZTSIJ,O,X,O,X,O,X,X,X,X,X,X
LOZTSJI,O,X,O,X,O,O,X,X,X,X,X
LOZITJS,X,X,O,O,O,X,X,X,X,X,X
LOZITSJ,X,X,O,O,O,X,X,X,X,X,X
LOZIJTS,O,X,O,O,O,X,X,X,X,X,X
LOZIJST,O,X,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,O,X,X,X,X,X,X
LOZJTIS,O,X,O,X,O,O,X,X,X,X,O
LOZJTSI,O,X,O,X,O,O,X,X,X,X,O
LOZJITS,O,X,O,O,O,O,X,X,X,X,O
LOZJIST,O,O,O,O,O,O,X,X,X,X,X
LOZJSTI,O,O,O,X,X,O,X,X,X,X,X
LOZJSIT,O,O,O,X,O,O,X,O,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X,X,X,X
LOZSTJI,O,O,O,X,X,O,X,X,X,X,X
LOZSITJ,O,O,O,X,O,X,X,O,X,X,X
LOZSIJT,O,O,O,X,O,X,X,O,X,X,X
LOZSJTI,O,O,O,X,X,O,X,X,X,X,X
LOZSJIT,O,O,O,X,O,O,X,O,X,X,X
JTILSZO,O,O,O,O,X,X,X,O,X,X,X
JTILSOZ,O,O,O,O,X,X,X,X,X,X,X
JTILZSO,O,O,O,O,X,X,O,O,X,O,X
JTILZOS,O,O,O,O,X,X,X,O,X,X,O
JTILOSZ,O,X,O,O,O,X,X,X,X,X,X
JTILOZS,O,O,O,O,O,X,X,O,X,X,X
JTISLZO,O,O,X,O,X,X,X,O,X,X,X
JTISLOZ,O,O,X,O,X,X,X,X,X,X,X
JTISZLO,O,O,X,O,X,X,O,O,X,O,X
JTISZOL,O,O,X,O,X,X,O,O,X,O,O
JTISOLZ,O,O,X,O,X,X,X,X,X,X,X
JTISOZL,O,X,X,O,X,O,O,X,X,X,X
JTIZLSO,O,O,O,O,X,X,O,O,X,O,X
JTIZLOS,O,O,O,O,X,X,X,O,X,X,O
JTIZSLO,O,O,O,O,X,X,O,O,X,O,X
JTIZSOL,O,O,O,O,X,X,O,O,X,O,O
JTIZOLS,O,O,O,O,X,O,X,O,X,X,O
JTIZOSL,O,O,O,O,X,O,O,O,X,O,O
JTIOLSZ,O,X,O,O,O,X,X,X,X,X,X
JTIOLZS,O,O,O,O,O,X,X,O,X,X,X
JTIOSLZ,O,X,X,O,O,X,X,X,X,X,X
JTIOSZL,O,X,X,O,O,O,X,X,X,X,X
JTIOZLS,O,O,O,O,O,O,X,O,X,X,O
JTIOZSL,O,O,O,O,O,O,O,O,X,O,O
JTLISZO,O,O,O,O,X,X,X,O,X,X,X
JTLISOZ,O,O,O,O,X,X,X,X,X,X,X
JTLIZSO,O,O,O,O,X,X,O,O,X,O,X
JTLIZOS,O,O,O,O,X,X,X,O,X,X,O
JTLIOSZ,O,X,O,O,O,X,X,X,X,X,X
JTLIOZS,O,O,O,O,O,X,X,O,X,X,X
JTLSIZO,O,O,O,X,X,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X,O,X,X,X
JTLSZOI,O,O,O,X,X,X,X,O,X,X,X
JTLSOIZ,O,O,O,X,O,X,X,X,X,X,X
JTLSOZI,O,O,O,X,O,X,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,O,O,X,O,X
JTLZIOS,O,O,O,X,O,X,X,O,X,X,O
JTLZSIO,O,O,O,X,X,X,O,O,X,O,X
JTLZSOI,O,O,O,X,X,X,O,O,X,O,X
JTLZOIS,O,O,O,X,O,X,X,O,X,X,O
JTLZOSI,O,O,O,X,O,X,X,O,X,X,O
JTLOISZ,O,X,O,O,O,X,X,X,X,X,X
JTLOIZS,O,O,O,O,O,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,O,X,X,X,X,X,X
JTLOSZI,O,X,O,X,O,X,X,X,X,X,X
JTLOZIS,O,O,O,X,O,X,X,O,X,X,X
JTLOZSI,O,O,O,X,O,X,X,O,X,X,X
JTSILZO,O,O,X,O,X,X,X,O,O,X,X
JTSILOZ,O,O,X,O,X,X,X,X,O,X,X
JTSIZLO,O,O,X,O,X,X,O,O,O,O,X
JTSIZOL,O,O,X,O,X,X,O,O,O,O,O
JTSIOLZ,O,O,X,O,X,X,X,X,O,X,X
JTSIOZL,O,X,X,O,X,O,O,X,O,X,X
JTSLIZO,O,O,X,X,X,X,X,O,O,X,X
JTSLIOZ,O,O,X,X,X,X,X,X,O,X,X
JTSLZIO,O,O,X,X,X,X,X,O,O,X,X
JTSLZOI,O,O,X,X,X,X,X,O,O,X,X
JTSLOIZ,O,O,X,X,O,X,X,X,O,X,X
JTSLOZI,O,O,X,X,O,X,X,X,O,X,X
JTSZILO,O,O,X,X,X,X,O,O,O,O,X
JTSZIOL,O,O,X,X,X,X,O,O,O,O,O
JTSZLIO,O,O,X,X,X,X,O,O,O,O,X
JTSZLOI,O,O,X,X,X,X,O,O,O,O,X
JTSZOIL,O,O,X,X,X,X,O,O,O,O,O
JTSZOLI,O,O,X,X,X,X,O,O,O,O,O
JTSOILZ,O,O,X,O,O,X,X,X,O,X,X
JTSOIZL,O,X,X,O,O,O,O,X,O,X,X
JTSOLIZ,O,O,X,X,O,X,X,X,O,X,X
JTSOLZI,O,O,X,X,O,X,X,X,O,X,X
JTSOZIL,O,O,X,X,O,O,O,X,O,X,X
JTSOZLI,O,O,X,X,O,O,O,X,O,X,X
JTZILSO,O,O,O,O,X,X,O,O,X,O,X
JTZILOS,O,O,O,O,O,X,X,O,X,X,O
JTZISLO,O,O,O,O,X,X,O,O,X,O,X
JTZISOL,O,O,O,O,X,X,O,O,X,O,O
JTZIOLS,O,O,O,O,X,O,X,O,X,X,O
JTZIOSL,O,O,O,O,X,O,O,O,X,O,O
JTZLISO,O,O,O,X,X,X,O,O,X,O,X
JTZLIOS,O,O,O,X,O,X,X,O,X,X,O
JTZLSIO,O,O,O,X,X,X,O,O,X,O,X
JTZLSOI,O,O,O,X,X,X,O,O,X,O,X
JTZLOIS,O,O,O,X,O,X,X,O,X,X,O
JTZLOSI,O,O,O,X,O,X,X,O,X,X,O
JTZSILO,O,O,O,X,X,X,O,O,X,O,X
JTZSIOL,O,O,O,X,X,X,O,O,X,O,O
JTZSLIO,O,O,O,X,X,X,O,O,X,O,X
JTZSLOI,O,O,O,X,X,X,O,O,X,O,X
JTZSOIL,O,O,O,X,X,X,O,O,X,O,O
JTZSOLI,O,O,O,X,X,X,O,O,X,O,O
JTZOILS,O,O,O,O,O,O,X,O,X,X,O
JTZOISL,O,O,O,O,O,O,O,O,X,O,O
JTZOLIS,O,O,O,X,O,O,X,O,X,X,O
JTZOLSI,O,O,O,X,O,O,X,O,X,X,O
JTZOSIL,O,O,O,X,O,O,O,O,X,O,O
JTZOSLI,O,O,O,X,O,O,O,O,X,O,O
JTOILSZ,O,X,O,O,O,X,X,X,X,X,X
JTOILZS,O,O,O,O,O,X,X,O,X,X,X
JTOISLZ,O,X,X,O,O,X,X,X,X,X,X
JTOISZL,O,X,X,O,O,O,X,X,X,X,X
JTOIZLS,O,O,O,O,O,O,X,O,X,X,O
JTOIZSL,O,O,O,O,O,O,O,O,X,O,O
JTOLISZ,O,X,O,O,O,X,X,X,X,X,X
JTOLIZS,O,O,O,O,O,X,X,O,X,X,X
JTOLSIZ,O,X,O,X,O,X,X,X,X,X,X
JTOLSZI,O,X,O,X,O,X,X,X,X,X,X
JTOLZIS,O,O,O,X,O,X,X,O,X,X,X
JTOLZSI,O,O,O,X,O,X,X,O,X,X,X
JTOSILZ,O,X,X,O,O,X,X,X,O,X,X
JTOSIZL,O,X,X,O,O,O,X,X,O,X,X
JTOSLIZ,O,X,X,X,O,X,X,X,O,X,X
JTOSLZI,O,X,X,X,O,X,X,X,O,X,X
JTOSZIL,O,X,X,X,O,O,X,X,O,X,X
JTOSZLI,O,X,X,X,O,O,X,X,O,X,X
JTOZILS,O,O,O,O,O,O,X,O,X,X,O
JTOZISL,O,O,O,O,O,O,O,O,X,O,O
JTOZLIS,O,O,O,X,O,O,X,O,X,X,O
JTOZLSI,O,O,O,X,O,O,X,O,X,X,O
JTOZSIL,O,O,O,X,O,O,O,O,X,O,O
JTOZSLI,O,O,O,X,O,O,O,O,X,O,O
JITLSZO,O,O,O,O,X,X,X,O,X,X,X
JITLSOZ,O,X,O,O,X,X,X,X,X,X,X
JITLZSO,O,O,O,O,X,X,O,O,X,O,X
JITLZOS,O,O,O,O,X,X,X,O,X,X,O
JITLOSZ,O,X,O,O,O,X,X,X,X,X,X
JITLOZS,O,O,O,O,O,X,X,O,X,X,X
JITSLZO,O,O,X,O,X,X,X,O,X,X,X
JITSLOZ,O,X,X,O,X,X,X,X,X,X,X
JITSZLO,O,O,X,O,X,X,O,O,X,O,X
JITSZOL,O,O,X,O,X,X,O,O,X,O,O
JITSOLZ,O,X,X,O,X,X,X,X,X,X,X
JITSOZL,O,X,X,O,X,O,O,X,X,X,X
JITZLSO,O,O,O,O,X,X,O,O,X,O,X
JITZLOS,O,O,O,O,X,X,X,O,X,X,O
JITZSLO,O,O,O,O,X,X,O,O,X,O,X
JITZSOL,O,O,O,O,X,X,O,O,X,O,O
JITZOLS,O,O,O,O,X,O,X,O,X,X,O
JITZOSL,O,O,O,O,X,O,O,O,X,O,O
JITOLSZ,O,X,O,O,O,X,X,X,X,X,X
JITOLZS,O,O,O,O,O,X,X,O,X,X,X
JITOSLZ,O,X,X,O,O,X,X,X,X,X,X
JITOSZL,O,X,X,O,O,O,X,X,X,X,X
JITOZLS,O,O,O,O,O,O,X,O,X,X,O
JITOZSL,O,O,O,O,O,O,O,O,X,O,O
JILTSZO,O,O,O,O,X,X,X,X,X,X,X
JILTSOZ,O,X,O,O,X,X,X,X,X,X,X
JILTZSO,O,O,O,O,X,X,O,X,X,O,X
JILTZOS,O,O,O,O,X,X,X,X,X,X,O
JILTOSZ,O,X,O,O,X,X,X,X,X,X,X
JILTOZS,O,O,O,O,X,X,X,X,X,X,X
JILSTZO,X,X,O,O,X,X,X,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,X,X,X,X
JILSZTO,O,O,O,O,X,X,O,X,X,X,X
JILSZOT,O,O,O,O,X,X,O,X,X,X,X
JILSOTZ,X,X,O,O,X,X,X,X,X,X,X
JILSOZT,O,X,O,O,X,O,O,X,X,X,X
JILZTSO,O,O,O,O,X,X,O,X,X,O,X
JILZTOS,O,O,O,O,X,X,X,X,X,X,O
JILZSTO,O,O,O,O,X,X,O,O,X,O,X
JILZSOT,O,O,O,O,X,X,O,O,X,O,X
JILZOTS,O,X,O,O,X,O,X,X,X,X,O
JILZOST,O,O,O,O,X,O,X,X,X,X,X
JILOTSZ,O,X,O,O,O,X,X,X,X,X,X
JILOTZS,O,X,O,O,O,X,X,X,X,X,X
JILOSTZ,X,X,O,O,O,X,X,X,X,X,X
JILOSZT,O,X,O,O,O,O,X,X,X,X,X
JILOZTS,O,X,O,O,O,O,X,X,X,X,O
JILOZST,O,O,O,O,O,O,X,X,X,X,X
JISTLZO,O,O,X,O,X,X,X,X,O,X,X
JISTLOZ,O,X,X,O,X,X,X,X,O,X,X
JISTZLO,O,O,X,O,X,X,O,X,O,O,X
JISTZOL,O,O,X,O,X,X,O,X,O,O,O
JISTOLZ,O,X,X,O,X,X,X,X,O,X,X
JISTOZL,O,X,X,O,X,O,O,X,O,X,X
JISLTZO,X,X,O,O,X,X,X,X,O,X,X
JISLTOZ,X,X,O,O,X,X,X,X,O,X,X
JISLZTO,O,O,O,O,X,X,O,X,X,X,X
JISLZOT,O,O,O,O,X,X,O,X,O,X,X
JISLOTZ,X,X,O,O,X,X,X,X,O,X,X
JISLOZT,O,X,O,O,X,O,O,X,O,X,X
JISZTLO,O,O,O,O,X,X,O,X,X,O,X
JISZTOL,O,O,O,O,X,X,O,X,X,O,O
JISZLTO,O,O,O,O,X,X,O,X,X,O,X
JISZLOT,O,O,O,O,X,X,O,X,X,O,X
JISZOTL,O,O,O,O,X,O,O,X,X,O,O
JISZOLT,O,O,O,O,X,O,O,X,X,O,X
JISOTLZ,O,X,X,O,X,X,X,X,O,X,X
JISOTZL,O,X,X,O,X,O,O,X,O,X,X
JISOLTZ,X,X,O,O,X,X,X,X,O,X,X
JISOLZT,O,X,O,O,X,O,O,X,O,X,X
JISOZTL,O,X,O,O,X,O,O,X,X,X,O
JISOZLT,O,X,O,O,X,O,O,X,X,X,X
JIZTLSO,O,O,O,O,X,X,O,O,X,O,X
JIZTLOS,O,O,O,O,X,X,X,O,X,X,O
JIZTSLO,O,O,O,O,X,X,O,O,X,O,X
JIZTSOL,O,O,O,O,X,X,O,O,X,O,O
JIZTOLS,O,O,O,O,X,O,X,O,X,X,O
JIZTOSL,O,O,O,O,X,O,O,O,X,O,O
JIZLTSO,O,O,O,O,X,X,O,X,X,O,X
JIZLTOS,O,O,O,O,X,X,X,X,X,X,O
JIZLSTO,O,O,O,O,X,X,O,O,X,O,X
JIZLSOT,O,O,O,O,X,X,O,O,X,O,X
JIZLOTS,O,X,O,O,X,O,X,X,X,X,O
JIZLOST,O,O,O,O,X,O,X,X,X,X,X
JIZSTLO,O,O,O,O,X,X,O,O,X,O,X
JIZSTOL,O,O,O,O,X,X,O,O,X,O,O
JIZSLTO,O,O,O,O,X,X,O,O,X,O,X
JIZSLOT,O,O,O,O,X,X,O,O,X,O,X
JIZSOTL,O,O,O,O,X,O,O,O,X,O,O
JIZSOLT,O,O,O,O,X,O,O,O,X,O,X
JIZOTLS,O,O,O,O,X,O,X,X,X,X,O
JIZOTSL,O,O,O,O,X,O,O,X,X,O,O
JIZOLTS,O,X,O,O,X,O,X,X,X,X,O
JIZOLST,O,O,O,O,X,O,X,X,X,X,X
JIZOSTL,O,O,O,O,X,O,O,X,X,O,O
JIZOSLT,O,O,O,O,X,O,O,X,X,O,X
JIOTLSZ,O,X,O,O,O,X,X,X,X,X,X
JIOTLZS,O,O,O,O,O,X,X,X,X,X,X
JIOTSLZ,O,X,X,O,O,X,X,X,X,X,X
JIOTSZL,O,X,X,O,O,O,X,X,X,X,X
JIOTZLS,O,O,O,O,O,O,X,X,X,X,O
JIOTZSL,O,O,O,O,O,O,O,X,X,O,O
JIOLTSZ,O,X,O,O,O,X,X,X,X,X,X
JIOLTZS,O,X,O,O,O,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,O,X,X,X,X,X,X
JIOLSZT,O,X,O,O,O,O,X,X,X,X,X
JIOLZTS,O,X,O,O,O,O,X,X,X,X,O
JIOLZST,O,O,O,O,O,O,X,X,X,X,X
JIOSTLZ,O,X,X,O,O,X,X,X,O,X,X
JIOSTZL,O,X,X,O,O,O,O,X,O,X,X
JIOSLTZ,X,X,O,O,O,X,X,X,O,X,X
JIOSLZT,O,X,O,O,O,O,O,X,O,X,X
JIOSZTL,O,X,O,O,O,O,O,X,X,X,O
JIOSZLT,O,X,O,O,O,O,O,X,X,X,X
JIOZTLS,O,O,O,O,O,O,X,X,X,X,O
JIOZTSL,O,O,O,O,O,O,O,X,X,O,O
JIOZLTS,O,X,O,O,O,O,X,X,X,X,O
JIOZLST,O,O,O,O,O,O,X,X,X,X,X
JIOZSTL,O,O,O,O,O,O,O,X,X,O,O
JIOZSLT,O,O,O,O,O,O,O,X,X,O,X
JLTISZO,O,O,O,O,X,X,X,O,X,X,X
JLTISOZ,O,X,O,O,X,X,X,X,X,X,X
JLTIZSO,O,O,O,O,X,X,O,O,X,O,X
JLTIZOS,O,O,O,O,X,X,X,O,X,X,O
JLTIOSZ,O,X,O,O,O,X,X,X,X,X,X
JLTIOZS,O,O,O,O,O,X,X,O,X,X,X
JLTSIZO,O,O,O,X,X,X,X,O,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,O,X,X,X
JLTSZOI,O,O,O,X,X,X,X,O,X,X,X
JLTSOIZ,O,X,O,X,O,X,X,X,X,X,X
JLTSOZI,O,X,O,X,O,X,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,O,O,X,O,X
JLTZIOS,O,O,O,X,X,X,X,O,X,X,O
JLTZSIO,O,O,O,X,X,X,O,O,X,O,X
JLTZSOI,O,O,O,X,X,X,O,O,X,O,X
JLTZOIS,O,O,O,X,O,X,X,O,X,X,O
JLTZOSI,O,O,O,X,O,X,X,O,X,X,O
JLTOISZ,O,X,O,O,O,X,X,X,X,X,X
JLTOIZS,O,O,O,O,O,X,X,O,X,X,X
JLTOSIZ,O,X,O,X,O,X,X,X,X,X,X
JLTOSZI,O,X,O,X,O,X,X,X,X,X,X
JLTOZIS,O,O,O,X,O,X,X,O,X,X,X
JLTOZSI,O,O,O,X,O,X,X,O,X,X,X
JLITSZO,O,O,O,O,X,X,X,X,X,X,X
JLITSOZ,O,X,O,O,X,X,X,X,X,X,X
JLITZSO,O,O,O,O,X,X,O,X,X,O,X
JLITZOS,O,O,O,O,X,X,X,X,X,X,O
JLITOSZ,O,X,O,O,X,X,X,X,X,X,X
JLITOZS,O,O,O,O,X,X,X,X,X,X,X
JLISTZO,X,X,O,O,X,X,X,X,X,X,X
JLISTOZ,X,X,O,O,X,X,X,X,X,X,X
JLISZTO,O,O,O,O,X,X,O,X,X,X,X
JLISZOT,O,O,O,O,X,X,O,X,X,X,X
JLISOTZ,X,X,O,O,X,X,X,X,X,X,X
JLISOZT,O,X,O,O,X,O,O,X,X,X,X
JLIZTSO,O,O,O,O,X,X,O,X,X,O,X
JLIZTOS,O,O,O,O,X,X,X,X,X,X,O
JLIZSTO,O,O,O,O,X,X,O,O,X,O,X
JLIZSOT,O,O,O,O,X,X,O,O,X,O,X
JLIZOTS,O,X,O,O,X,O,X,X,X,X,O
JLIZOST,O,O,O,O,X,O,X,X,X,X,X
JLIOTSZ,O,X,O,O,O,X,X,X,X,X,X
JLIOTZS,O,X,O,O,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,O,O,X,X,X,X,X,X
JLIOSZT,O,X,O,O,O,O,X,X,X,X,X
JLIOZTS,O,X,O,O,O,O,X,X,X,X,O
JLIOZST,O,O,O,O,O,O,X,X,X,X,X
JLSTIZO,X,X,O,X,X,X,X,X,O,X,X
JLSTIOZ,X,X,O,X,X,X,X,X,O,X,X
JLSTZIO,X,X,O,X,X,X,X,X,O,X,X
JLSTZOI,X,X,O,X,X,X,X,X,O,X,X
JLSTOIZ,X,X,O,X,X,X,X,X,O,X,X
JLSTOZI,X,X,O,X,X,X,X,X,O,X,X
JLSITZO,X,X,O,O,X,X,X,X,O,X,X
JLSITOZ,X,X,O,O,X,X,X,X,O,X,X
JLSIZTO,O,O,O,O,X,X,O,X,X,X,X
JLSIZOT,O,O,O,O,X,X,O,X,O,X,X
JLSIOTZ,X,X,O,O,X,X,X,X,O,X,X
JLSIOZT,O,X,O,O,X,O,O,X,O,X,X
JLSZTIO,O,O,O,X,X,X,O,O,O,X,X
JLSZTOI,X,O,O,X,X,X,O,X,O,X,X
JLSZITO,O,O,O,X,X,X,O,O,X,X,X
JLSZIOT,O,O,O,X,X,X,O,O,O,X,X
JLSZOTI,X,O,O,X,X,X,O,X,O,X,X
JLSZOIT,O,O,O,X,X,X,O,O,O,X,X
JLSOTIZ,X,X,O,X,X,X,X,X,O,X,X
JLSOTZI,X,X,O,X,X,X,X,X,O,X,X
JLSOITZ,X,X,O,O,O,X,X,X,O,X,X
JLSOIZT,O,X,O,O,O,O,O,X,O,X,X
JLSOZTI,O,O,O,X,X,O,O,X,O,X,X
JLSOZIT,O,O,O,X,O,O,O,X,O,X,X
JLZTISO,O,O,O,X,X,X,O,O,X,O,X
JLZTIOS,O,O,O,X,X,X,X,O,X,X,O
JLZTSIO,O,O,O,X,X,X,O,O,X,O,X
JLZTSOI,O,O,O,X,X,X,O,O,X,O,X
JLZTOIS,O,O,O,X,X,X,X,O,X,X,O
JLZTOSI,O,O,O,X,X,X,X,O,X,X,O
JLZITSO,O,O,O,O,X,X,O,X,X,O,X
JLZITOS,O,O,O,O,X,X,X,X,X,X,O
JLZISTO,O,O,O,O,X,X,O,O,X,O,X
JLZISOT,O,O,O,O,X,X,O,O,X,O,X
JLZIOTS,O,X,O,O,X,O,X,X,X,X,O
JLZIOST,O,O,O,O,X,O,X,X,X,X,X
JLZSTIO,O,O,O,X,X,X,O,O,X,O,X
JLZSTOI,O,O,O,X,X,X,O,O,X,O,X
JLZSITO,O,O,O,X,X,X,O,O,X,O,X
JLZSIOT,O,O,O,X,X,X,O,O,X,O,X
JLZSOTI,O,O,O,X,X,X,O,X,X,O,X
JLZSOIT,O,O,O,X,X,X,O,O,X,O,X
JLZOTIS,O,X,O,X,O,O,X,X,X,X,O
JLZOTSI,O,X,O,X,X,O,X,X,X,X,O
JLZOITS,O,X,O,O,O,O,X,X,X,X,O
JLZOIST,O,O,O,O,O,O,X,X,X,X,X
JLZOSTI,O,O,O,X,X,O,X,X,X,X,X
JLZOSIT,O,O,O,X,O,O,X,O,X,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X,X,X
JLOTSIZ,O,X,O,X,O,X,X,X,X,X,X
JLOTSZI,O,X,O,X,O,X,X,X,X,X,X
JLOTZIS,O,X,O,X,O,X,X,X,X,X,X
JLOTZSI,O,X,O,X,O,X,X,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X,X,X
JLOISTZ,X,X,O,O,O,X,X,X,X,X,X
JLOISZT,O,X,O,O,O,O,X,X,X,X,X
JLOIZTS,O,X,O,O,O,O,X,X,X,X,O
JLOIZST,O,O,O,O,O,O,X,X,X,X,X
JLOSTIZ,X,X,O,X,X,X,X,X,O,X,X
JLOSTZI,X,X,O,X,X,X,X,X,O,X,X
JLOSITZ,X,X,O,O,O,X,X,X,O,X,X
JLOSIZT,O,X,O,O,O,O,X,X,O,X,X
JLOSZTI,O,X,O,X,X,O,X,X,O,X,X
JLOSZIT,O,X,O,X,O,O,X,X,O,X,X
JLOZTIS,O,X,O,X,O,O,X,X,X,X,O
JLOZTSI,O,X,O,X,O,O,X,X,X,X,O
JLOZITS,O,X,O,O,O,O,X,X,X,X,O
JLOZIST,O,O,O,O,O,O,X,X,X,X,X
JLOZSTI,O,O,O,X,X,O,X,X,X,X,X
JLOZSIT,O,O,O,X,O,O,X,O,X,X,X
JSTILZO,O,O,X,O,X,X,X,O,O,X,X
JSTILOZ,O,O,X,O,X,X,X,X,O,X,X
JSTIZLO,O,O,X,O,X,X,O,O,O,O,X
JSTIZOL,O,O,X,O,X,X,O,O,O,O,O
JSTIOLZ,O,O,X,O,X,X,X,X,O,X,X
JSTIOZL,O,X,X,O,X,O,O,X,O,X,X
JSTLIZO,O,O,X,X,X,X,X,O,O,X,X
JSTLIOZ,O,O,X,X,X,X,X,X,O,X,X
JSTLZIO,O,O,X,X,X,X,X,O,O,X,X
JSTLZOI,O,O,X,X,X,X,X,O,O,X,X
JSTLOIZ,O,O,X,X,O,X,X,X,O,X,X
JSTLOZI,O,O,X,X,O,X,X,X,O,X,X
JSTZILO,O,O,X,X,X,X,O,O,O,O,X
JSTZIOL,O,O,X,X,X,X,O,O,O,O,O
JSTZLIO,O,O,X,X,X,X,O,O,O,O,X
JSTZLOI,O,O,X,X,X,X,O,O,O,O,X
JSTZOIL,O,O,X,X,X,X,O,O,O,O,O
JSTZOLI,O,O,X,X,X,X,O,O,O,O,O
JSTOILZ,O,O,X,O,O,X,X,X,O,X,X
JSTOIZL,O,X,X,O,O,O,O,X,O,X,X
JSTOLIZ,O,O,X,X,O,X,X,X,O,X,X
JSTOLZI,O,O,X,X,O,X,X,X,O,X,X
JSTOZIL,O,O,X,X,O,O,O,X,O,X,X
JSTOZLI,O,O,X,X,O,O,O,X,O,X,X
JSITLZO,O,O,X,O,X,X,X,X,O,X,X
JSITLOZ,O,X,X,O,X,X,X,X,O,X,X
JSITZLO,O,O,X,O,X,X,O,X,O,O,X
JSITZOL,O,O,X,O,X,X,O,X,O,O,O
JSITOLZ,O,X,X,O,X,X,X,X,O,X,X
JSITOZL,O,X,X,O,X,O,O,X,O,X,X
JSILTZO,X,X,O,O,X,X,X,X,O,X,X
JSILTOZ,X,X,O,O,X,X,X,X,O,X,X
JSILZTO,O,O,O,O,X,X,O,X,X,X,X
JSILZOT,O,O,O,O,X,X,O,X,O,X,X
JSILOTZ,X,X,O,O,X,X,X,X,O,X,X
JSILOZT,O,X,O,O,X,O,O,X,O,X,X
JSIZTLO,O,O,O,O,X,X,O,X,X,O,X
JSIZTOL,O,O,O,O,X,X,O,X,X,O,O
JSIZLTO,O,O,O,O,X,X,O,X,X,O,X
JSIZLOT,O,O,O,O,X,X,O,X,X,O,X
JSIZOTL,O,O,O,O,X,O,O,X,X,O,O
JSIZOLT,O,O,O,O,X,O,O,X,X,O,X
JSIOTLZ,O,X,X,O,X,X,X,X,O,X,X
JSIOTZL,O,X,X,O,X,O,O,X,O,X,X
JSIOLTZ,X,X,O,O,X,X,X,X,O,X,X
JSIOLZT,O,X,O,O,X,O,O,X,O,X,X
JSIOZTL,O,X,O,O,X,O,O,X,X,X,O
JSIOZLT,O,X,O,O,X,O,O,X,X,X,X
JSLTIZO,X,X,O,X,X,X,X,X,O,X,X
JSLTIOZ,X,X,O,X,X,X,X,X,O,X,X
JSLTZIO,X,X,O,X,X,X,X,X,O,X,X
