sequence,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFXhB5oBzmBatBln?BUrB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFThB5oBfrB8rBat?BlsB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF0hB5oBzlBatBln?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF8lBfnB5oBatBln?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LexAJvhF0iBTlB2rBFtB6t?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhF0hBxiByqB3rBFt?BGtB,v115@9gB8HeB8HeB8HeD8BeB8LeKFJvhF0hBxiBWtBlrBfr?BTtB,v115@9gB8HeB8HeB8HeD8BeB8LeiAJvhFRiB1qBXnBGtBct?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhFfnBliBxqBGtBKr?BctB,v115@9gB8HeB8HeB8HeD8BeB8LelBJvhFilBxnB0lBWtB3r?BTtB
LSOTJIZ,O,X,O,X,X,O,X,X,X,X
LSOTJZI,X,X,O,X,X,O,X,X,X,X
LSOTZIJ,X,X,O,O,X,O,X,X,X,X
LSOTZJI,X,X,O,O,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,O,X,X,X,O
LSOITZJ,X,X,O,O,X,O,X,X,X,O
LSOIJTZ,O,X,O,X,X,X,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,X,X,X
LSOIZTJ,X,O,O,O,X,O,X,X,X,X
LSOIZJT,O,O,O,O,X,O,X,X,X,X
LSOJTIZ,O,X,O,X,X,O,X,X,X,X
LSOJTZI,X,X,O,X,X,O,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X
LSOJZTI,X,O,O,O,X,O,X,X,X,X
LSOJZIT,O,O,O,O,X,O,X,X,X,X
LSOZTIJ,X,O,O,O,X,O,X,X,X,X
LSOZTJI,X,O,O,O,X,O,X,X,X,X
LSOZITJ,X,O,O,O,X,O,X,X,X,X
LSOZIJT,O,O,O,O,X,O,X,X,X,X
LSOZJTI,X,O,O,O,X,O,X,X,X,X
LSOZJIT,O,O,O,O,X,O,X,X,X,X
LZTIJSO,X,O,X,O,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,O,X,O,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X,X,X
LZTJISO,X,O,X,O,X,X,O,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X
LZTJSIO,X,O,X,O,X,X,O,X,X,X
LZTJSOI,X,O,X,X,X,X,O,X,X,X
LZTJOIS,O,X,X,X,X,X,O,X,X,X
LZTJOSI,O,X,X,X,X,X,O,X,X,X
LZTSIJO,X,O,X,O,X,X,X,X,X,X
LZTSIOJ,X,O,X,X,X,X,X,X,X,X
LZTSJIO,X,O,X,O,X,X,X,X,X,X
LZTSJOI,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,X,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,X,X,X,X,X,X,X,X
LZTOSJI,O,X,X,X,X,X,X,X,X,X
LZITJSO,X,O,X,O,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X,X
LZITSJO,X,O,X,O,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X,X,X
LZIJTSO,X,O,X,O,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X
LZIJSTO,X,O,X,O,X,X,X,X,X,X
LZIJSOT,O,O,X,O,X,X,X,X,X,X
LZIJOTS,O,X,O,X,X,X,X,X,X,X
LZIJOST,O,O,O,O,X,X,X,X,X,X
LZISTJO,X,O,X,O,X,X,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X,X,X,X
LZISJTO,X,O,X,O,X,X,X,X,X,X
LZISJOT,O,O,O,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X,X
LZISOJT,O,O,O,O,X,X,X,X,X,X
LZIOTJS,O,X,O,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,O,X,X,X,X,X,X
LZIOJTS,O,X,O,O,X,X,X,X,X,X
LZIOJST,O,O,O,O,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,X,X,X,X,X,X
LZIOSJT,O,O,O,O,X,X,X,X,X,X
LZJTISO,X,O,X,O,X,X,O,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X
LZJTSIO,X,O,X,O,X,X,O,X,X,X
LZJTSOI,X,O,X,X,X,X,O,X,X,X
LZJTOIS,O,X,X,X,X,X,O,X,X,X
LZJTOSI,O,X,X,X,X,X,O,X,X,X
LZJITSO,X,O,X,O,X,X,O,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X
LZJISTO,X,O,X,O,X,X,X,X,X,X
LZJISOT,O,O,X,O,X,X,X,X,X,X
LZJIOTS,O,X,O,X,X,X,X,X,X,X
LZJIOST,O,O,O,O,X,X,X,X,X,X
LZJSTIO,X,O,X,O,X,X,X,X,X,X
LZJSTOI,X,O,X,X,X,X,X,X,X,X
LZJSITO,X,O,X,O,X,X,X,X,X,X
LZJSIOT,O,O,X,O,X,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,O,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X
LZJOITS,O,X,O,X,X,X,X,X,X,X
LZJOIST,O,O,O,O,X,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X,X,X,X
LZSTIJO,X,O,X,O,X,X,X,X,X,O
LZSTIOJ,X,O,O,X,X,X,X,X,X,O
LZSTJIO,X,O,X,O,X,X,X,X,X,X
LZSTJOI,X,O,X,X,X,X,X,X,X,X
LZSTOIJ,X,O,O,X,X,X,X,X,X,X
LZSTOJI,X,O,O,X,X,X,X,X,X,X
LZSITJO,X,O,X,O,X,X,X,X,X,O
LZSITOJ,X,O,O,X,X,X,X,X,X,O
LZSIJTO,X,O,X,O,X,X,X,X,X,X
LZSIJOT,O,O,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,X,X,X,X,X
LZSIOJT,O,O,O,O,X,X,X,X,X,X
LZSJTIO,X,O,X,O,X,X,X,X,X,X
LZSJTOI,X,O,X,X,X,X,X,X,X,X
LZSJITO,X,O,X,O,X,X,X,X,X,X
LZSJIOT,O,O,O,O,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X
LZSJOIT,O,O,O,O,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,X,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X,X,X
LZSOIJT,O,O,O,O,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X,X,X
LZOTIJS,O,X,O,O,X,X,X,X,X,X
LZOTISJ,O,X,X,O,X,X,X,X,X,X
LZOTJIS,O,X,O,O,X,X,X,X,X,X
LZOTJSI,O,X,X,O,X,X,X,X,X,X
LZOTSIJ,O,X,X,O,X,X,X,X,X,X
LZOTSJI,O,X,X,O,X,X,X,X,X,X
LZOITJS,O,X,O,O,X,X,X,X,X,X
LZOITSJ,O,X,X,O,X,X,X,X,X,X
LZOIJTS,O,X,O,O,X,X,X,X,X,X
LZOIJST,O,O,O,O,X,X,X,X,X,X
LZOISTJ,O,O,O,O,X,X,X,X,X,X
LZOISJT,O,O,O,O,X,X,X,X,X,X
LZOJTIS,O,X,O,O,X,X,X,X,X,X
LZOJTSI,O,X,X,O,X,X,X,X,X,X
LZOJITS,O,X,O,O,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,X,X,X,X,X,X
LZOSTJI,O,O,O,O,X,X,X,X,X,X
LZOSITJ,O,O,O,O,X,X,X,X,X,X
LZOSIJT,O,O,O,O,X,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,O,X,X,X,X,X
LOTIJZS,X,X,O,X,O,X,X,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X
LOTISZJ,X,X,O,O,X,X,X,X,X,X
LOTIZJS,X,X,O,O,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,O,X,O,X,O,X,X,X
LOTJIZS,X,X,O,X,O,X,O,X,X,X
LOTJSIZ,O,X,O,X,O,X,O,X,X,X
LOTJSZI,X,X,O,X,O,X,O,X,X,X
LOTJZIS,X,X,O,X,O,X,O,X,X,X
LOTJZSI,X,X,X,X,O,X,O,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,X
LOTSIZJ,X,X,O,O,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X,X
LOTSZIJ,X,X,O,O,X,X,X,X,X,X
LOTSZJI,X,X,O,O,X,X,X,X,X,X
LOTZIJS,X,X,O,O,X,X,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X,X
LOTZJIS,X,X,O,O,O,X,X,X,X,X
LOTZJSI,X,X,X,O,O,X,X,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X,X,X
LOTZSJI,X,X,X,O,X,X,X,X,X,X
LOITJSZ,O,X,O,X,O,X,X,X,X,X
LOITJZS,X,X,O,X,O,X,X,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,X,X
LOITSZJ,X,X,O,O,X,X,X,X,X,X
LOITZJS,X,X,O,O,X,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,O,X,O,X,X,X,X,X
LOIJTZS,X,X,O,X,O,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X
LOIJSZT,O,O,O,O,X,X,X,X,X,X
LOIJZTS,O,X,O,O,X,X,X,X,X,X
LOIJZST,O,O,O,O,X,X,X,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X
LOISTZJ,X,X,O,O,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X,X
LOISJZT,O,O,O,O,X,X,X,X,X,X
LOISZTJ,X,O,O,O,X,X,X,X,X,X
LOISZJT,O,O,O,O,X,X,X,X,X,X
LOIZTJS,O,X,O,O,X,X,X,X,X,X
LOIZTSJ,O,X,X,O,X,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X,X,X,X,X
LOIZJST,O,O,O,O,X,X,X,X,X,X
LOIZSTJ,O,O,O,O,X,X,X,X,X,X
LOIZSJT,O,O,O,O,X,X,X,X,X,X
LOJTISZ,O,X,O,X,O,X,O,X,X,X
LOJTIZS,X,X,O,X,O,X,O,X,X,X
LOJTSIZ,O,X,O,X,O,X,O,X,X,X
LOJTSZI,X,X,O,X,O,X,O,X,X,X
LOJTZIS,X,X,O,X,O,X,O,X,X,X
LOJTZSI,X,X,X,X,O,X,O,X,X,X
LOJITSZ,O,X,O,X,O,X,O,X,X,X
LOJITZS,X,X,O,X,O,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X,X
LOJISZT,O,O,O,O,X,X,X,X,X,X
LOJIZTS,O,X,O,O,X,X,X,X,X,X
LOJIZST,O,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,X
LOJSTZI,X,X,O,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X,X,X,X
LOJSZTI,X,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X,X,X
LOJZTSI,O,X,X,O,X,X,X,X,X,X
LOJZITS,O,X,O,O,X,X,X,X,X,X
LOJZIST,O,O,O,O,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,O
LOSTIZJ,X,X,O,O,X,X,X,X,X,O
LOSTJIZ,O,X,O,X,X,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X,X,X
LOSTZIJ,X,X,O,O,X,X,X,X,X,X
LOSTZJI,X,X,O,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,X,O
LOSITZJ,X,X,O,O,X,X,X,X,X,O
LOSIJTZ,O,X,O,X,X,X,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,X,X,X
LOSIZTJ,X,O,O,O,X,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,X
LOSJTZI,X,X,O,X,X,X,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,X,X,X,X
LOSZTJI,X,O,O,O,X,X,X,X,X,X
LOSZITJ,X,O,O,O,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,X
LOZTIJS,O,X,O,O,X,X,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X,X,X,X
LOZTJIS,O,X,O,O,X,X,X,X,X,X
LOZTJSI,O,X,X,O,X,X,X,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,X,X,X
LOZITJS,O,X,O,O,X,X,X,X,X,X
LOZITSJ,O,X,X,O,X,X,X,X,X,X
LOZIJTS,O,X,O,O,X,X,X,X,X,X
LOZIJST,O,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,X,X,X,X,X,X
LOZJTIS,O,X,O,O,X,X,X,X,X,X
LOZJTSI,O,X,X,O,X,X,X,X,X,X
LOZJITS,O,X,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,X,X
LOZSTJI,O,O,O,O,X,X,X,X,X,X
LOZSITJ,O,O,O,O,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,X
JTILSZO,X,O,X,X,X,X,O,O,X,X
JTILSOZ,X,X,X,X,X,X,O,X,X,X
JTILZSO,X,O,X,O,X,X,O,X,X,X
JTILZOS,O,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,O,X,X,X,O,X,X,X
JTILOZS,X,X,O,X,X,X,O,X,X,X
JTISLZO,X,O,X,X,X,X,O,O,O,X
JTISLOZ,X,X,X,X,X,X,O,X,O,X
JTISZLO,X,O,X,X,X,X,X,O,O,X
JTISZOL,X,O,X,X,X,X,X,O,O,X
JTISOLZ,X,X,X,X,X,X,X,O,X,X
JTISOZL,X,X,X,X,X,X,X,O,X,X
JTIZLSO,X,O,X,O,X,X,O,X,X,X
JTIZLOS,O,X,X,X,X,X,X,X,X,X
JTIZSLO,X,O,X,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,O,X,X,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X,X,X
JTIOLSZ,O,X,O,X,O,X,O,X,X,X
JTIOLZS,X,X,O,X,O,X,X,X,X,X
JTIOSLZ,O,X,X,X,O,X,X,X,X,X
JTIOSZL,X,X,X,X,O,X,X,X,X,X
JTIOZLS,X,X,O,X,O,X,X,X,X,X
JTIOZSL,X,X,X,X,O,X,X,X,X,X
JTLISZO,X,O,X,X,X,X,O,O,X,X
JTLISOZ,X,X,X,X,X,X,O,X,X,X
JTLIZSO,X,O,X,O,X,X,O,X,X,X
JTLIZOS,O,X,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,X,O,X,X,X
JTLIOZS,X,X,O,X,X,X,O,X,X,X
JTLSIZO,X,O,X,X,X,X,O,O,X,X
JTLSIOZ,X,X,X,X,X,X,O,X,X,X
JTLSZIO,X,O,X,X,X,X,O,O,X,X
JTLSZOI,X,O,X,X,X,X,O,O,X,X
JTLSOIZ,X,X,X,X,X,X,O,O,X,X
JTLSOZI,X,X,X,X,X,X,O,O,X,X
JTLZISO,X,O,X,O,X,X,O,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X,X,X
JTLZSIO,X,O,X,O,X,X,O,O,X,X
JTLZSOI,X,O,X,X,X,X,O,O,X,X
JTLZOIS,O,X,X,X,O,X,O,X,X,X
JTLZOSI,O,X,X,X,O,X,O,X,X,X
JTLOISZ,O,X,O,X,O,X,O,X,X,X
JTLOIZS,X,X,O,X,O,X,O,X,X,X
JTLOSIZ,O,X,O,X,O,X,O,X,X,X
JTLOSZI,X,X,O,X,O,X,O,O,X,X
JTLOZIS,X,X,O,X,O,X,O,X,X,X
JTLOZSI,X,X,X,X,O,X,O,X,X,X
JTSILZO,X,O,X,X,X,X,O,O,O,X
JTSILOZ,X,X,X,X,X,X,O,X,O,X
JTSIZLO,X,O,X,X,X,X,X,O,O,X
JTSIZOL,X,O,X,X,X,X,X,O,O,X
JTSIOLZ,X,X,X,X,X,X,X,O,X,X
JTSIOZL,X,X,X,X,X,X,X,O,X,X
JTSLIZO,X,O,X,X,X,O,O,O,X,X
JTSLIOZ,X,X,X,X,X,O,O,X,X,X
JTSLZIO,X,O,X,X,X,O,O,O,X,X
JTSLZOI,X,O,X,X,X,O,O,O,X,X
JTSLOIZ,X,X,X,X,X,O,O,O,X,X
JTSLOZI,X,X,X,X,X,O,O,O,X,X
JTSZILO,X,O,X,X,X,O,X,O,X,X
JTSZIOL,X,O,X,X,X,X,X,O,X,X
JTSZLIO,X,O,X,X,X,O,X,O,X,X
JTSZLOI,X,O,X,X,X,O,X,O,X,X
JTSZOIL,X,O,X,X,O,X,X,O,X,X
JTSZOLI,X,O,X,X,O,X,X,O,X,X
JTSOILZ,X,X,X,X,O,X,X,O,X,X
JTSOIZL,X,X,X,X,O,X,X,O,X,X
JTSOLIZ,X,X,X,X,O,X,X,O,X,X
JTSOLZI,X,X,X,X,O,X,X,O,X,X
JTSOZIL,X,X,X,X,O,X,X,O,X,X
JTSOZLI,X,X,X,X,O,X,X,O,X,X
JTZILSO,X,O,X,O,X,X,O,X,X,X
JTZILOS,O,X,X,X,X,X,X,X,X,X
JTZISLO,X,O,X,O,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,X,O,X,X,X,X,X
JTZIOSL,O,X,X,X,O,X,X,X,X,X
JTZLISO,X,O,X,O,X,X,O,X,X,X
JTZLIOS,O,X,X,X,X,X,X,X,X,X
JTZLSIO,X,O,X,O,X,X,O,O,X,X
JTZLSOI,X,O,X,X,X,X,O,O,X,X
JTZLOIS,O,X,X,X,O,X,O,X,X,X
JTZLOSI,O,X,X,X,O,X,O,X,X,X
JTZSILO,X,O,X,O,X,X,X,O,X,X
JTZSIOL,O,O,X,X,X,X,X,O,X,X
JTZSLIO,X,O,X,O,X,X,X,O,X,X
JTZSLOI,X,O,X,X,X,X,X,O,X,X
JTZSOIL,O,O,X,X,O,X,X,O,X,X
JTZSOLI,O,O,X,X,O,X,X,O,X,X
JTZOILS,O,X,X,X,O,X,X,X,X,X
JTZOISL,O,X,X,X,O,X,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X,X
JTZOLSI,O,X,X,X,O,X,X,X,X,X
JTZOSIL,O,X,X,X,O,X,X,X,X,X
JTZOSLI,O,X,X,X,O,X,X,X,X,X
JTOILSZ,O,X,O,X,O,X,O,X,X,X
JTOILZS,X,X,O,X,O,X,X,X,X,X
JTOISLZ,O,X,X,X,O,X,X,X,X,X
JTOISZL,X,X,X,X,O,X,X,X,X,X
JTOIZLS,X,X,O,X,O,X,X,X,X,X
JTOIZSL,X,X,X,X,O,X,X,X,X,X
JTOLISZ,O,X,O,X,O,X,O,X,X,X
JTOLIZS,X,X,O,X,O,X,O,X,X,X
JTOLSIZ,O,X,O,X,O,X,O,X,X,X
JTOLSZI,X,X,O,X,O,X,O,O,X,X
JTOLZIS,X,X,O,X,O,X,O,X,X,X
JTOLZSI,X,X,X,X,O,X,O,X,X,X
JTOSILZ,O,X,X,X,O,X,X,O,X,X
JTOSIZL,X,X,X,X,O,X,X,O,X,X
JTOSLIZ,O,X,X,X,O,X,X,O,X,X
JTOSLZI,X,X,X,X,O,X,X,O,X,X
JTOSZIL,X,X,X,X,O,X,X,O,X,X
JTOSZLI,X,X,X,X,O,X,X,O,X,X
JTOZILS,X,X,O,X,O,X,X,X,X,X
JTOZISL,X,X,X,X,O,X,X,X,X,X
JTOZLIS,X,X,O,X,O,X,X,X,X,X
JTOZLSI,X,X,X,X,O,X,X,X,X,X
JTOZSIL,X,X,X,X,O,X,X,X,X,X
JTOZSLI,X,X,X,X,O,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,O,O,X,X
JITLSOZ,X,X,X,X,X,X,O,X,X,X
JITLZSO,X,O,X,O,X,X,O,X,X,X
JITLZOS,O,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,O,X,X,X,O,X,X,X
JITLOZS,X,X,O,X,X,X,O,X,X,X
JITSLZO,X,O,X,X,X,X,O,O,O,X
JITSLOZ,X,X,X,X,X,X,O,X,O,X
JITSZLO,X,O,X,X,X,X,X,O,O,X
JITSZOL,X,O,X,X,X,X,X,O,O,X
JITSOLZ,X,X,X,X,X,X,X,O,X,X
JITSOZL,X,X,X,X,X,X,X,O,X,X
JITZLSO,X,O,X,O,X,X,O,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,X,X
JITZSLO,X,O,X,O,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,O,X,X,X,X,X
JITZOSL,O,X,X,X,O,X,X,X,X,X
JITOLSZ,O,X,O,X,O,X,O,X,X,X
JITOLZS,X,X,O,X,O,X,X,X,X,X
JITOSLZ,O,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,O,X,O,X,X,X,X,X
JITOZSL,X,X,X,X,O,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,O,X,X,X
JILTSOZ,X,X,X,X,X,X,O,X,X,X
JILTZSO,X,O,X,O,X,X,O,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,O,X,X,X,O,X,X,X
JILTOZS,X,X,O,X,X,X,O,X,X,X
JILSTZO,X,O,X,X,X,X,O,X,O,X
JILSTOZ,X,X,X,X,X,X,O,X,O,X
JILSZTO,X,O,X,O,X,X,X,X,O,X
JILSZOT,O,O,O,O,X,X,X,X,O,X
JILSOTZ,O,X,O,X,X,X,X,X,O,X
JILSOZT,O,O,O,X,X,X,X,X,O,X
JILZTSO,X,O,X,O,X,X,O,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,X,X
JILZSTO,X,O,X,O,X,X,X,X,X,X
JILZSOT,O,O,X,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,X,X,X
JILZOST,O,O,O,O,X,X,X,X,X,X
JILOTSZ,O,X,O,X,X,X,O,X,X,X
JILOTZS,X,X,O,X,X,X,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,X,X
JILOSZT,O,O,O,O,X,X,X,X,X,X
JILOZTS,O,X,O,O,X,X,X,X,X,X
JILOZST,O,O,O,O,X,X,X,X,X,X
JISTLZO,X,O,X,X,X,X,O,O,O,X
JISTLOZ,X,X,X,X,X,X,O,X,O,X
JISTZLO,X,O,X,X,X,X,X,O,O,X
JISTZOL,X,O,X,X,X,X,X,O,O,X
JISTOLZ,X,X,X,X,X,X,X,O,X,X
JISTOZL,X,X,X,X,X,X,X,O,X,X
JISLTZO,X,O,X,X,X,X,O,X,O,X
JISLTOZ,X,X,X,X,X,X,O,X,O,X
JISLZTO,X,O,X,O,X,X,X,X,O,X
JISLZOT,O,O,O,O,X,X,X,X,O,X
JISLOTZ,O,X,O,X,X,X,X,X,O,X
JISLOZT,O,O,O,X,X,X,X,X,O,X
JISZTLO,X,O,X,O,X,X,X,X,O,X
JISZTOL,O,O,X,X,X,X,X,X,O,X
JISZLTO,X,O,X,O,X,X,X,X,O,X
JISZLOT,O,O,O,O,X,X,X,X,O,X
JISZOTL,O,O,O,X,X,X,X,X,O,X
JISZOLT,O,O,O,O,X,X,X,X,O,X
JISOTLZ,O,X,O,X,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,O,X
JISOLZT,O,O,O,X,X,X,X,X,O,X
JISOZTL,X,O,O,X,X,X,X,X,O,X
JISOZLT,O,O,O,X,X,X,X,X,O,X
JIZTLSO,X,O,X,O,X,X,O,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X
JIZTSLO,X,O,X,O,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,X,X,X
JIZLTSO,X,O,X,O,X,X,O,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X,X
JIZLSTO,X,O,X,O,X,X,X,X,X,X
JIZLSOT,O,O,X,O,X,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,X,X,X,X
JIZLOST,O,O,O,O,X,X,X,X,X,X
JIZSTLO,X,O,X,O,X,X,X,X,O,X
JIZSTOL,O,O,X,X,X,X,X,X,O,X
JIZSLTO,X,O,X,O,X,X,X,X,O,X
JIZSLOT,O,O,X,O,X,X,X,X,O,X
JIZSOTL,O,O,X,X,X,X,X,X,O,X
JIZSOLT,O,O,X,O,X,X,X,X,O,X
JIZOTLS,O,X,O,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,O,O,X,X,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X,X,X
JIZOSLT,O,O,O,O,X,X,X,X,X,X
JIOTLSZ,O,X,O,X,O,X,O,X,X,X
JIOTLZS,X,X,O,X,O,X,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,X,O,X,X,X,X,X
JIOTZLS,X,X,O,X,O,X,X,X,X,X
JIOTZSL,X,X,X,X,O,X,X,X,X,X
