sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
ILJSZOT,O,O,O,O,X,X,O,O,X,O,X
ILJSOTZ,O,X,O,O,X,O,X,X,X,X,O
ILJSOZT,O,O,O,O,X,O,X,X,X,X,X
ILJZTSO,X,X,O,O,X,X,X,X,X,X,X
ILJZTOS,X,X,O,O,X,X,X,X,X,X,X
ILJZSTO,O,O,O,O,X,X,O,X,X,X,X
ILJZSOT,O,O,O,O,X,X,O,X,X,X,X
ILJZOTS,X,X,O,O,X,X,X,X,X,X,X
ILJZOST,O,X,O,O,X,O,O,X,X,X,X
ILJOTSZ,O,X,O,O,O,X,X,X,X,X,X
ILJOTZS,O,X,O,O,O,X,X,X,X,X,X
ILJOSTZ,O,X,O,O,O,O,X,X,X,X,O
ILJOSZT,O,O,O,O,O,O,X,X,X,X,X
ILJOZTS,X,X,O,O,O,X,X,X,X,X,X
ILJOZST,O,X,O,O,O,O,X,X,X,X,X
ILSTJZO,O,O,O,O,X,X,O,O,X,O,X
ILSTJOZ,O,O,O,O,X,X,X,O,X,X,O
ILSTZJO,O,O,O,O,X,X,O,O,X,O,X
ILSTZOJ,O,O,O,O,X,X,O,O,X,O,O
ILSTOJZ,O,O,O,O,X,O,X,O,X,X,O
ILSTOZJ,O,O,O,O,X,O,O,O,X,O,O
ILSJTZO,O,O,O,O,X,X,O,X,X,O,X
ILSJTOZ,O,O,O,O,X,X,X,X,X,X,O
ILSJZTO,O,O,O,O,X,X,O,O,X,O,X
ILSJZOT,O,O,O,O,X,X,O,O,X,O,X
ILSJOTZ,O,X,O,O,X,O,X,X,X,X,O
ILSJOZT,O,O,O,O,X,O,X,X,X,X,X
ILSZTJO,O,O,O,O,X,X,O,O,X,O,X
ILSZTOJ,O,O,O,O,X,X,O,O,X,O,O
ILSZJTO,O,O,O,O,X,X,O,O,X,O,X
ILSZJOT,O,O,O,O,X,X,O,O,X,O,X
ILSZOTJ,O,O,O,O,X,O,O,O,X,O,O
ILSZOJT,O,O,O,O,X,O,O,O,X,O,X
ILSOTJZ,O,O,O,O,X,O,X,X,X,X,O
ILSOTZJ,O,O,O,O,X,O,O,X,X,O,O
ILSOJTZ,O,X,O,O,X,O,X,X,X,X,O
ILSOJZT,O,O,O,O,X,O,X,X,X,X,X
ILSOZTJ,O,O,O,O,X,O,O,X,X,O,O
ILSOZJT,O,O,O,O,X,O,O,X,X,O,X
ILZTJSO,O,O,X,O,X,X,X,X,O,X,X
ILZTJOS,O,X,X,O,X,X,X,X,O,X,X
ILZTSJO,O,O,X,O,X,X,O,X,O,O,X
ILZTSOJ,O,O,X,O,X,X,O,X,O,O,O
ILZTOJS,O,X,X,O,X,X,X,X,O,X,X
ILZTOSJ,O,X,X,O,X,O,O,X,O,X,X
ILZJTSO,X,X,O,O,X,X,X,X,O,X,X
ILZJTOS,X,X,O,O,X,X,X,X,O,X,X
ILZJSTO,O,O,O,O,X,X,O,X,X,X,X
ILZJSOT,O,O,O,O,X,X,O,X,O,X,X
ILZJOTS,X,X,O,O,X,X,X,X,O,X,X
ILZJOST,O,X,O,O,X,O,O,X,O,X,X
ILZSTJO,O,O,O,O,X,X,O,X,X,O,X
ILZSTOJ,O,O,O,O,X,X,O,X,X,O,O
ILZSJTO,O,O,O,O,X,X,O,X,X,O,X
ILZSJOT,O,O,O,O,X,X,O,X,X,O,X
ILZSOTJ,O,O,O,O,X,O,O,X,X,O,O
ILZSOJT,O,O,O,O,X,O,O,X,X,O,X
ILZOTJS,O,X,X,O,X,X,X,X,O,X,X
ILZOTSJ,O,X,X,O,X,O,O,X,O,X,X
ILZOJTS,X,X,O,O,X,X,X,X,O,X,X
ILZOJST,O,X,O,O,X,O,O,X,O,X,X
ILZOSTJ,O,X,O,O,X,O,O,X,X,X,O
ILZOSJT,O,X,O,O,X,O,O,X,X,X,X
ILOTJSZ,O,O,O,O,O,X,X,X,X,X,X
ILOTJZS,O,X,O,O,O,X,X,X,X,X,X
ILOTSJZ,O,O,O,O,O,O,X,X,X,X,O
ILOTSZJ,O,O,O,O,O,O,O,X,X,O,O
ILOTZJS,O,X,X,O,O,X,X,X,X,X,X
ILOTZSJ,O,X,X,O,O,O,X,X,X,X,X
ILOJTSZ,O,X,O,O,O,X,X,X,X,X,X
ILOJTZS,O,X,O,O,O,X,X,X,X,X,X
ILOJSTZ,O,X,O,O,O,O,X,X,X,X,O
ILOJSZT,O,O,O,O,O,O,X,X,X,X,X
ILOJZTS,X,X,O,O,O,X,X,X,X,X,X
ILOJZST,O,X,O,O,O,O,X,X,X,X,X
ILOSTJZ,O,O,O,O,O,O,X,X,X,X,O
ILOSTZJ,O,O,O,O,O,O,O,X,X,O,O
ILOSJTZ,O,X,O,O,O,O,X,X,X,X,O
ILOSJZT,O,O,O,O,O,O,X,X,X,X,X
ILOSZTJ,O,O,O,O,O,O,O,X,X,O,O
ILOSZJT,O,O,O,O,O,O,O,X,X,O,X
ILOZTJS,O,X,X,O,O,X,X,X,O,X,X
ILOZTSJ,O,X,X,O,O,O,O,X,O,X,X
ILOZJTS,X,X,O,O,O,X,X,X,O,X,X
ILOZJST,O,X,O,O,O,O,O,X,O,X,X
ILOZSTJ,O,X,O,O,O,O,O,X,X,X,O
ILOZSJT,O,X,O,O,O,O,O,X,X,X,X
IJTLSZO,X,X,O,O,X,X,X,X,X,X,X
IJTLSOZ,X,X,O,O,X,X,X,X,X,X,X
IJTLZSO,X,X,O,O,X,X,X,X,X,X,X
IJTLZOS,X,X,O,O,X,X,X,X,X,X,X
IJTLOSZ,X,X,O,O,X,X,X,X,X,X,X
IJTLOZS,X,X,O,O,X,X,X,X,X,X,X
IJTSLZO,X,X,O,O,X,X,X,X,X,X,X
IJTSLOZ,X,X,O,O,X,X,X,X,X,X,X
IJTSZLO,X,X,O,O,X,X,X,X,X,X,X
IJTSZOL,X,X,O,O,X,X,X,X,X,X,X
IJTSOLZ,X,X,O,O,X,X,X,X,X,X,X
IJTSOZL,X,X,O,O,X,X,X,X,X,X,X
IJTZLSO,X,X,O,O,X,X,X,X,X,X,X
IJTZLOS,X,X,O,O,X,X,X,X,X,X,X
IJTZSLO,X,X,O,O,X,X,X,X,X,X,X
IJTZSOL,X,X,O,O,X,X,X,X,X,X,X
IJTZOLS,X,X,O,O,X,X,X,X,X,X,X
IJTZOSL,X,X,O,O,X,X,X,X,X,X,X
IJTOLSZ,X,X,O,O,X,X,X,X,X,X,X
IJTOLZS,X,X,O,O,X,X,X,X,X,X,X
IJTOSLZ,X,X,O,O,X,X,X,X,X,X,X
IJTOSZL,X,X,O,O,X,X,X,X,X,X,X
IJTOZLS,X,X,O,O,X,X,X,X,X,X,X
IJTOZSL,X,X,O,O,X,X,X,X,X,X,X
IJLTSZO,O,O,O,O,X,X,X,X,X,X,X
IJLTSOZ,X,X,O,O,X,X,X,X,X,X,X
IJLTZSO,X,X,O,O,X,X,X,X,X,X,X
IJLTZOS,X,X,O,O,X,X,X,X,X,X,X
IJLTOSZ,O,X,O,O,X,X,X,X,X,X,X
IJLTOZS,X,X,O,O,X,X,X,X,X,X,X
IJLSTZO,O,O,O,O,X,X,X,X,X,X,X
IJLSTOZ,X,X,O,O,X,X,X,X,X,X,X
IJLSZTO,O,O,O,O,X,X,X,O,X,X,X
IJLSZOT,O,O,O,O,X,X,X,O,X,X,X
IJLSOTZ,O,X,O,O,X,X,X,X,X,X,X
IJLSOZT,O,O,O,O,X,X,X,X,X,X,X
IJLZTSO,X,X,O,O,X,X,X,X,X,X,X
IJLZTOS,X,X,O,O,X,X,X,X,X,X,X
IJLZSTO,O,O,O,O,X,X,X,X,X,X,X
IJLZSOT,O,O,O,O,X,X,X,X,X,X,X
IJLZOTS,X,X,O,O,X,X,X,X,X,X,X
IJLZOST,O,X,O,O,X,X,X,X,X,X,X
IJLOTSZ,O,X,O,O,O,X,X,X,X,X,X
IJLOTZS,X,X,O,O,O,X,X,X,X,X,X
IJLOSTZ,O,X,O,O,O,X,X,X,X,X,X
IJLOSZT,O,O,O,O,O,X,X,X,X,X,X
IJLOZTS,X,X,O,O,O,X,X,X,X,X,X
IJLOZST,O,X,O,O,O,X,X,X,X,X,X
IJSTLZO,X,X,O,O,X,X,X,X,X,X,X
IJSTLOZ,X,X,O,O,X,X,X,X,X,X,X
IJSTZLO,X,X,O,O,X,X,X,X,X,X,X
IJSTZOL,X,O,O,O,X,X,X,X,X,X,X
IJSTOLZ,X,X,O,O,X,X,X,X,X,X,X
IJSTOZL,X,X,O,O,X,X,X,X,X,X,X
IJSLTZO,O,O,O,O,X,X,X,X,X,X,X
IJSLTOZ,X,X,O,O,X,X,X,X,X,X,X
IJSLZTO,O,O,O,O,X,X,X,O,X,X,X
IJSLZOT,O,O,O,O,X,X,X,O,X,X,X
IJSLOTZ,X,X,O,O,X,X,X,X,X,X,X
IJSLOZT,O,O,O,O,X,X,X,X,X,X,X
IJSZTLO,O,X,O,O,X,X,X,O,X,X,X
IJSZTOL,O,O,O,O,X,X,X,O,X,X,X
IJSZLTO,O,O,O,O,X,X,X,O,X,X,X
IJSZLOT,O,O,O,O,X,X,X,O,X,X,X
IJSZOTL,O,O,O,O,X,X,X,O,X,X,X
IJSZOLT,O,O,O,O,X,X,X,O,X,X,X
IJSOTLZ,X,X,O,O,X,X,X,X,X,X,X
IJSOTZL,X,X,O,O,X,X,X,X,X,X,X
IJSOLTZ,O,X,O,O,X,X,X,X,X,X,X
IJSOLZT,O,X,O,O,X,X,X,X,X,X,X
IJSOZTL,O,O,O,O,X,X,X,X,X,X,X
IJSOZLT,O,O,O,O,X,X,X,X,X,X,X
IJZTLSO,X,X,O,O,X,X,X,X,X,X,X
IJZTLOS,X,X,O,O,X,X,X,X,X,X,X
IJZTSLO,X,X,O,O,X,X,X,X,X,X,X
IJZTSOL,X,X,O,O,X,X,X,X,X,X,X
IJZTOLS,X,X,O,O,X,X,X,X,X,X,X
IJZTOSL,X,X,O,O,X,X,X,X,X,X,X
IJZLTSO,X,X,O,O,X,X,X,X,X,X,X
IJZLTOS,X,X,O,O,X,X,X,X,X,X,X
IJZLSTO,X,X,O,O,X,X,X,X,X,X,X
IJZLSOT,X,X,O,O,X,X,X,X,X,X,X
IJZLOTS,X,X,O,O,X,X,X,X,X,X,X
IJZLOST,X,X,O,O,X,X,X,X,X,X,X
IJZSTLO,X,X,O,O,X,X,X,X,X,X,X
IJZSTOL,X,O,O,O,X,X,X,X,X,X,X
IJZSLTO,X,O,O,O,X,X,X,X,X,X,X
IJZSLOT,X,O,O,O,X,X,X,X,X,X,X
IJZSOTL,X,O,O,O,X,X,X,X,X,X,X
IJZSOLT,X,O,O,O,X,X,X,X,X,X,X
IJZOTLS,X,X,O,O,X,X,X,X,X,X,X
IJZOTSL,X,X,O,O,X,X,X,X,X,X,X
IJZOLTS,X,X,O,O,X,X,X,X,X,X,X
IJZOLST,X,X,O,O,X,X,X,X,X,X,X
IJZOSTL,X,O,O,O,X,X,X,X,X,X,X
IJZOSLT,X,O,O,O,X,X,X,X,X,X,X
IJOTLSZ,X,X,O,O,X,X,X,X,X,X,X
IJOTLZS,X,X,O,O,X,X,X,X,X,X,X
IJOTSLZ,X,X,O,O,X,X,X,X,X,X,X
IJOTSZL,X,X,O,O,X,X,X,X,X,X,X
IJOTZLS,X,X,O,O,X,X,X,X,X,X,X
IJOTZSL,X,X,O,O,X,X,X,X,X,X,X
IJOLTSZ,O,X,O,O,O,X,X,X,X,X,X
IJOLTZS,X,X,O,O,O,X,X,X,X,X,X
IJOLSTZ,O,X,O,O,O,X,X,X,X,X,X
IJOLSZT,O,X,O,O,O,X,X,X,X,X,X
IJOLZTS,X,X,O,O,O,X,X,X,X,X,X
IJOLZST,O,X,O,O,O,X,X,X,X,X,X
IJOSTLZ,X,X,O,O,O,X,X,X,X,X,X
IJOSTZL,X,X,O,O,O,X,X,X,X,X,X
IJOSLTZ,O,X,O,O,O,X,X,X,X,X,X
IJOSLZT,O,X,O,O,O,X,X,X,X,X,X
IJOSZTL,O,X,O,O,O,X,X,X,X,X,X
IJOSZLT,O,X,O,O,O,X,X,X,X,X,X
IJOZTLS,X,X,O,O,X,X,X,X,X,X,X
IJOZTSL,X,X,O,O,X,X,X,X,X,X,X
IJOZLTS,X,X,O,O,X,X,X,X,X,X,X
IJOZLST,X,X,O,O,X,X,X,X,X,X,X
IJOZSTL,X,X,O,O,X,X,X,X,X,X,X
IJOZSLT,X,X,O,O,X,X,X,X,X,X,X
ISTLJZO,O,O,O,O,X,X,O,O,X,O,X
ISTLJOZ,O,O,O,O,X,X,X,O,X,X,O
ISTLZJO,O,O,O,O,X,X,O,O,X,O,X
ISTLZOJ,O,O,O,O,X,X,O,O,X,O,O
ISTLOJZ,O,O,O,O,X,X,X,O,X,X,O
ISTLOZJ,O,O,O,O,X,X,O,O,X,O,O
ISTJLZO,O,O,O,O,X,X,X,O,X,X,X
ISTJLOZ,O,O,O,O,X,X,X,O,X,X,X
ISTJZLO,O,O,O,O,X,X,X,O,X,X,X
ISTJZOL,O,O,O,O,X,X,X,O,X,X,X
ISTJOLZ,O,X,O,O,X,X,X,X,X,X,X
ISTJOZL,O,O,O,O,X,X,X,O,X,X,X
ISTZLJO,O,O,O,O,X,X,O,O,X,O,X
ISTZLOJ,O,O,O,O,X,X,O,O,X,O,X
ISTZJLO,O,O,O,O,X,X,X,O,X,O,X
ISTZJOL,O,O,O,O,X,X,X,O,X,X,X
ISTZOLJ,O,O,O,O,X,X,O,X,X,X,X
ISTZOJL,O,O,O,O,X,X,X,O,X,X,X
ISTOLJZ,O,X,O,O,X,X,X,X,X,X,O
ISTOLZJ,O,X,O,O,X,X,X,X,X,X,O
ISTOJLZ,O,X,O,O,X,X,X,X,X,X,X
ISTOJZL,O,O,O,O,X,X,X,O,X,X,X
ISTOZLJ,O,O,O,O,X,X,X,X,X,X,X
ISTOZJL,O,O,O,O,X,X,X,O,X,X,X
ISLTJZO,O,O,O,O,X,X,O,O,X,O,X
ISLTJOZ,O,O,O,O,X,X,X,O,X,X,O
ISLTZJO,O,O,O,O,X,X,O,O,X,O,X
ISLTZOJ,O,O,O,O,X,X,O,O,X,O,O
ISLTOJZ,O,O,O,O,X,O,X,O,X,X,O
ISLTOZJ,O,O,O,O,X,O,O,O,X,O,O
ISLJTZO,O,O,O,O,X,X,O,X,X,O,X
ISLJTOZ,O,O,O,O,X,X,X,X,X,X,O
ISLJZTO,O,O,O,O,X,X,O,O,X,O,X
ISLJZOT,O,O,O,O,X,X,O,O,X,O,X
ISLJOTZ,X,X,O,O,X,O,X,X,X,X,O
ISLJOZT,O,O,O,O,X,O,X,X,X,X,X
ISLZTJO,O,O,O,O,X,X,O,O,X,O,X
ISLZTOJ,O,O,O,O,X,X,O,O,X,O,O
ISLZJTO,O,O,O,O,X,X,O,O,X,O,X
ISLZJOT,O,O,O,O,X,X,O,O,X,O,X
ISLZOTJ,O,O,O,O,X,O,O,O,X,O,O
ISLZOJT,O,O,O,O,X,O,O,O,X,O,X
ISLOTJZ,O,O,O,O,X,O,X,X,X,X,O
ISLOTZJ,O,O,O,O,X,O,O,X,X,O,O
ISLOJTZ,X,X,O,O,X,O,X,X,X,X,O
ISLOJZT,O,O,O,O,X,O,X,X,X,X,X
ISLOZTJ,O,O,O,O,X,O,O,X,X,O,O
ISLOZJT,O,O,O,O,X,O,O,X,X,O,X
ISJTLZO,X,O,O,O,X,X,X,X,X,X,X
ISJTLOZ,X,X,O,O,X,X,X,X,X,X,X
ISJTZLO,X,O,O,O,X,X,X,X,X,X,X
ISJTZOL,X,O,O,O,X,X,X,X,X,X,X
ISJTOLZ,X,X,O,O,X,X,X,X,X,X,X
ISJTOZL,X,O,O,O,X,X,X,X,X,X,X
ISJLTZO,O,O,O,O,X,X,X,X,X,X,X
ISJLTOZ,X,X,O,O,X,X,X,X,X,X,X
ISJLZTO,O,O,O,O,X,X,X,O,X,X,X
ISJLZOT,O,O,O,O,X,X,X,O,X,X,X
ISJLOTZ,X,X,O,O,X,X,X,X,X,X,X
ISJLOZT,O,O,O,O,X,X,X,X,X,X,X
ISJZTLO,O,O,O,O,X,X,X,O,X,X,X
ISJZTOL,O,O,O,O,X,X,X,O,X,X,X
ISJZLTO,O,O,O,O,X,X,X,O,X,X,X
ISJZLOT,O,O,O,O,X,X,X,O,X,X,X
ISJZOTL,O,O,O,O,X,X,X,O,X,X,X
ISJZOLT,O,O,O,O,X,X,X,O,X,X,X
ISJOTLZ,X,X,O,O,X,X,X,X,X,X,X
ISJOTZL,X,X,O,O,X,X,X,X,X,X,X
ISJOLTZ,O,X,O,O,X,X,X,X,X,X,X
ISJOLZT,O,X,O,O,X,X,X,X,X,X,X
ISJOZTL,O,O,O,O,X,X,X,X,X,X,X
ISJOZLT,O,O,O,O,X,X,X,X,X,X,X
ISZTLJO,O,O,O,O,X,X,O,O,X,O,X
ISZTLOJ,O,O,O,O,X,X,O,O,X,O,X
ISZTJLO,O,O,O,O,X,X,X,O,X,O,X
ISZTJOL,O,O,O,O,X,X,X,O,X,X,X
ISZTOLJ,O,O,O,O,X,X,O,X,X,X,X
ISZTOJL,O,O,O,O,X,X,X,O,X,X,X
ISZLTJO,O,O,O,O,X,X,O,O,X,O,X
ISZLTOJ,O,O,O,O,X,X,O,O,X,O,X
ISZLJTO,O,O,O,O,X,X,O,O,X,O,X
ISZLJOT,O,O,O,O,X,X,O,O,X,O,X
ISZLOTJ,O,O,O,O,X,X,O,O,X,O,X
ISZLOJT,O,O,O,O,X,X,O,O,X,O,X
ISZJTLO,O,O,O,O,X,X,X,O,X,O,X
ISZJTOL,O,O,O,O,X,X,X,O,X,X,X
ISZJLTO,O,O,O,O,X,X,X,O,X,O,X
ISZJLOT,O,O,O,O,X,X,X,O,X,O,X
ISZJOTL,O,O,O,O,X,X,X,O,X,X,X
ISZJOLT,O,O,O,O,X,X,X,O,X,X,X
ISZOTLJ,O,O,O,O,X,X,O,X,X,X,X
ISZOTJL,O,O,O,O,X,X,X,O,X,X,X
ISZOLTJ,O,O,O,O,X,X,O,O,X,X,X
ISZOLJT,O,O,O,O,X,X,O,O,X,X,X
ISZOJTL,O,O,O,O,X,X,X,O,X,X,X
ISZOJLT,O,O,O,O,X,X,X,O,X,X,X
ISOTLJZ,O,X,O,O,X,O,X,X,X,X,O
ISOTLZJ,O,X,O,O,X,O,X,X,X,X,O
ISOTJLZ,O,X,O,O,X,X,X,X,X,X,X
ISOTJZL,O,O,O,O,X,X,X,X,X,X,X
ISOTZLJ,O,O,O,O,X,O,X,X,X,X,X
ISOTZJL,O,O,O,O,X,X,X,X,X,X,X
ISOLTJZ,O,X,O,O,X,O,X,X,X,X,O
ISOLTZJ,O,X,O,O,X,O,X,X,X,X,O
ISOLJTZ,O,X,O,O,X,O,X,X,X,X,O
ISOLJZT,O,X,O,O,X,O,X,X,X,X,X
ISOLZTJ,O,X,O,O,X,O,X,X,X,X,O
ISOLZJT,O,X,O,O,X,O,X,X,X,X,X
ISOJTLZ,X,X,O,O,X,X,X,X,X,X,X
ISOJTZL,X,X,O,O,X,X,X,X,X,X,X
ISOJLTZ,O,X,O,O,X,X,X,X,X,X,X
ISOJLZT,O,X,O,O,X,X,X,X,X,X,X
ISOJZTL,O,O,O,O,X,X,X,X,X,X,X
ISOJZLT,O,O,O,O,X,X,X,X,X,X,X
ISOZTLJ,O,O,O,O,X,O,X,X,X,X,X
ISOZTJL,O,O,O,O,X,X,X,X,X,X,X
ISOZLTJ,O,O,O,O,X,O,X,X,X,X,X
ISOZLJT,O,O,O,O,X,O,X,X,X,X,X
ISOZJTL,O,O,O,O,X,X,X,X,X,X,X
ISOZJLT,O,O,O,O,X,X,X,X,X,X,X
IZTLJSO,X,X,X,O,X,X,X,X,O,X,X
IZTLJOS,X,O,X,O,X,X,X,X,O,X,X
IZTLSJO,X,X,X,O,X,X,X,X,O,X,X
IZTLSOJ,X,X,X,O,X,X,X,X,O,X,X
IZTLOJS,X,O,X,O,X,X,X,X,O,X,X
IZTLOSJ,X,X,X,O,X,X,X,X,O,X,X
IZTJLSO,X,X,X,O,X,X,X,X,O,X,X
IZTJLOS,X,O,X,O,X,X,X,X,O,X,X
IZTJSLO,X,O,X,O,X,X,X,X,O,X,X
IZTJSOL,X,O,X,O,X,X,X,X,O,X,X
IZTJOLS,X,O,X,O,X,X,X,X,O,X,X
IZTJOSL,X,O,X,O,X,X,X,X,O,X,X
IZTSLJO,X,O,X,O,X,X,X,X,O,X,X
IZTSLOJ,X,O,X,O,X,X,X,X,O,X,X
IZTSJLO,X,O,X,O,X,X,X,X,O,X,X
IZTSJOL,X,O,X,O,X,X,X,X,O,X,X
IZTSOLJ,X,O,X,O,X,X,X,X,O,X,X
IZTSOJL,X,O,X,O,X,X,X,X,O,X,X
IZTOLJS,X,O,X,O,X,X,X,X,O,X,X
IZTOLSJ,X,X,X,O,X,X,X,X,O,X,X
IZTOJLS,X,O,X,O,X,X,X,X,O,X,X
IZTOJSL,X,O,X,O,X,X,X,X,O,X,X
IZTOSLJ,X,O,X,O,X,X,X,X,O,X,X
IZTOSJL,X,O,X,O,X,X,X,X,O,X,X
IZLTJSO,X,X,X,O,X,X,X,X,O,X,X
IZLTJOS,X,X,X,O,X,X,X,X,O,X,X
IZLTSJO,X,X,X,O,X,X,O,X,O,X,X
IZLTSOJ,X,X,X,O,X,X,O,X,O,X,X
IZLTOJS,X,X,X,O,X,X,X,X,O,X,X
IZLTOSJ,X,X,X,O,X,O,O,X,O,X,X
IZLJTSO,X,X,O,O,X,X,X,X,O,X,X
IZLJTOS,X,X,O,O,X,X,X,X,O,X,X
IZLJSTO,X,X,O,O,X,X,O,X,X,X,X
IZLJSOT,X,X,O,O,X,X,O,X,O,X,X
IZLJOTS,X,X,O,O,X,X,X,X,O,X,X
IZLJOST,X,X,O,O,X,O,O,X,O,X,X
IZLSTJO,X,X,O,O,X,X,O,X,X,X,X
IZLSTOJ,X,X,O,O,X,X,O,X,X,X,X
IZLSJTO,X,X,O,O,X,X,O,X,X,X,X
IZLSJOT,X,X,O,O,X,X,O,X,X,X,X
IZLSOTJ,X,X,O,O,X,O,O,X,X,X,X
IZLSOJT,X,X,O,O,X,O,O,X,X,X,X
IZLOTJS,X,X,X,O,X,X,X,X,O,X,X
IZLOTSJ,X,X,X,O,X,O,O,X,O,X,X
IZLOJTS,X,X,O,O,X,X,X,X,O,X,X
IZLOJST,X,X,O,O,X,O,O,X,O,X,X
IZLOSTJ,X,X,O,O,X,O,O,X,X,X,X
IZLOSJT,X,X,O,O,X,O,O,X,X,X,X
IZJTLSO,X,X,O,O,X,X,X,X,O,X,X
IZJTLOS,X,X,O,O,X,X,X,X,O,X,X
IZJTSLO,X,X,O,O,X,X,X,X,O,X,X
IZJTSOL,X,X,O,O,X,X,X,X,O,X,X
IZJTOLS,X,X,O,O,X,X,X,X,O,X,X
IZJTOSL,X,X,O,O,X,X,X,X,O,X,X
IZJLTSO,X,X,O,O,X,X,X,X,O,X,X
IZJLTOS,X,X,O,O,X,X,X,X,O,X,X
IZJLSTO,X,X,O,O,X,X,X,X,X,X,X
IZJLSOT,X,X,O,O,X,X,X,X,O,X,X
IZJLOTS,X,X,O,O,X,X,X,X,O,X,X
IZJLOST,X,X,O,O,X,X,X,X,O,X,X
IZJSTLO,X,X,O,O,X,X,X,X,X,X,X
IZJSTOL,X,O,O,O,X,X,X,X,X,X,X
IZJSLTO,X,O,O,O,X,X,X,X,X,X,X
IZJSLOT,X,O,O,O,X,X,X,X,O,X,X
IZJSOTL,X,O,O,O,X,X,X,X,O,X,X
IZJSOLT,X,O,O,O,X,X,X,X,O,X,X
IZJOTLS,X,X,O,O,X,X,X,X,O,X,X
IZJOTSL,X,X,O,O,X,X,X,X,O,X,X
IZJOLTS,X,X,O,O,X,X,X,X,O,X,X
IZJOLST,X,X,O,O,X,X,X,X,O,X,X
IZJOSTL,X,O,O,O,X,X,X,X,O,X,X
IZJOSLT,X,O,O,O,X,X,X,X,O,X,X
IZSTLJO,X,O,O,O,X,X,O,X,X,X,X
IZSTLOJ,X,O,O,O,X,X,O,X,X,X,X
IZSTJLO,X,O,O,O,X,X,X,X,X,X,X
IZSTJOL,X,O,O,O,X,X,X,X,X,X,X
IZSTOLJ,X,O,O,O,X,X,O,X,X,X,X
IZSTOJL,X,O,O,O,X,X,X,X,X,X,X
IZSLTJO,X,O,O,O,X,X,O,X,X,X,X
IZSLTOJ,X,O,O,O,X,X,O,X,X,X,X
IZSLJTO,X,O,O,O,X,X,O,X,X,X,X
IZSLJOT,X,O,O,O,X,X,O,X,X,X,X
IZSLOTJ,X,O,O,O,X,X,O,X,X,X,X
IZSLOJT,X,O,O,O,X,X,O,X,X,X,X
IZSJTLO,X,O,O,O,X,X,X,X,X,X,X
IZSJTOL,X,O,O,O,X,X,X,X,X,X,X
IZSJLTO,X,O,O,O,X,X,X,X,X,X,X
IZSJLOT,X,O,O,O,X,X,X,X,X,X,X
IZSJOTL,X,O,O,O,X,X,X,X,X,X,X
IZSJOLT,X,O,O,O,X,X,X,X,X,X,X
IZSOTLJ,X,O,O,O,X,X,O,X,X,X,X
IZSOTJL,X,O,O,O,X,X,X,X,X,X,X
IZSOLTJ,X,O,O,O,X,X,O,X,X,X,X
IZSOLJT,X,O,O,O,X,X,O,X,X,X,X
IZSOJTL,X,O,O,O,X,X,X,X,X,X,X
IZSOJLT,X,O,O,O,X,X,X,X,X,X,X
IZOTLJS,X,O,X,O,X,X,X,X,O,X,X
IZOTLSJ,X,X,X,O,X,X,X,X,O,X,X
IZOTJLS,X,O,X,O,X,X,X,X,O,X,X
IZOTJSL,X,O,X,O,X,X,X,X,O,X,X
IZOTSLJ,X,O,X,O,X,X,X,X,O,X,X
IZOTSJL,X,O,X,O,X,X,X,X,O,X,X
IZOLTJS,X,X,X,O,X,X,X,X,O,X,X
IZOLTSJ,X,X,X,O,X,O,O,X,O,X,X
IZOLJTS,X,X,O,O,X,X,X,X,O,X,X
IZOLJST,X,X,O,O,X,O,O,X,O,X,X
IZOLSTJ,X,X,O,O,X,O,O,X,X,X,X
IZOLSJT,X,X,O,O,X,O,O,X,X,X,X
IZOJTLS,X,X,O,O,X,X,X,X,O,X,X
IZOJTSL,X,X,O,O,X,X,X,X,O,X,X
IZOJLTS,X,X,O,O,X,X,X,X,O,X,X
IZOJLST,X,X,O,O,X,X,X,X,O,X,X
IZOJSTL,X,O,O,O,X,X,X,X,O,X,X
IZOJSLT,X,O,O,O,X,X,X,X,O,X,X
IZOSTLJ,X,O,O,O,X,O,O,X,X,X,X
IZOSTJL,X,O,O,O,X,X,X,X,X,X,X
IZOSLTJ,X,O,O,O,X,O,O,X,X,X,X
