sequence,v115@HhB8HeA8HeG8BeB8Jex/IvhFcnBTjBVqBGmBimB3sB,v115@HhB8HeA8HeG8BeB8Jex/IvhF3iBcoBVqBGmBimBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF0hBSoBXlBVrBmnBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF2mBliBcoBXlBSrBTsB,v115@HhB8HeA8HeG8BeB8Je/FJvhFamBumBxnB0kBFoBTsB,v115@HhB8HeA8HeG8BeB8JeRCJvhFSoBmlBzmB0kBllB3sB,v115@HhB8HeA8HeG8BeB8JeRCJvhFcoBmlBCnBlkB3lBTsB,v115@HhB8HeA8HeG8BeB8JeqGJvhFllBxnB0kBmlBXoBTsB
JTZSILO,O,O,O,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X
JTZOLIS,X,O,X,X,X,X,O,X
JTZOLSI,X,O,X,X,X,X,O,X
JTZOSIL,O,O,X,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,X
JTOILSZ,O,X,X,X,O,O,X,X
JTOILZS,X,O,X,X,X,O,X,X
JTOISLZ,O,X,X,X,O,X,X,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X
JTOLISZ,O,X,X,X,O,O,X,X
JTOLIZS,X,O,X,X,X,O,X,X
JTOLSIZ,O,X,O,X,O,O,X,X
JTOLSZI,O,X,O,X,X,O,X,X
JTOLZIS,X,O,X,X,X,O,O,X
JTOLZSI,X,O,O,X,X,O,O,X
JTOSILZ,O,X,O,X,O,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X
JTOSLIZ,O,X,O,X,O,X,X,X
JTOSLZI,O,X,O,X,X,X,X,X
JTOSZIL,O,O,O,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,X,O,X,X,X,X,O,X
JTOZLSI,X,O,O,X,X,X,O,X
JTOZSIL,O,O,O,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X,X
JITLSZO,O,X,X,X,O,X,X,O
JITLSOZ,O,X,X,X,O,X,X,O
JITLZSO,X,O,X,X,X,X,X,O
JITLZOS,X,O,X,X,X,X,X,O
JITLOSZ,O,X,X,X,X,X,X,O
JITLOZS,X,O,X,X,X,X,X,O
JITSLZO,O,X,X,X,O,X,X,X
JITSLOZ,O,X,X,X,O,X,X,X
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X
JITZLSO,X,O,X,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X
JILTSZO,X,X,X,X,O,X,X,O
JILTSOZ,X,X,X,X,O,X,X,O
JILTZSO,X,X,X,X,X,X,X,O
JILTZOS,X,X,X,X,X,X,X,O
JILTOSZ,X,X,X,X,X,X,X,O
JILTOZS,X,X,X,X,X,X,X,O
JILSTZO,X,X,O,X,O,X,X,X
JILSTOZ,X,X,X,X,O,X,X,X
JILSZTO,X,X,X,X,O,X,X,X
JILSZOT,X,X,X,X,O,X,X,X
JILSOTZ,X,X,X,X,O,O,X,X
JILSOZT,X,X,X,X,O,O,X,X
JILZTSO,X,X,X,X,X,X,O,X
JILZTOS,X,X,X,X,X,X,O,X
JILZSTO,X,X,X,X,O,X,O,X
JILZSOT,X,X,X,X,O,X,O,X
JILZOTS,X,X,X,X,X,X,O,X
JILZOST,X,X,X,X,X,X,O,X
JILOTSZ,X,X,X,X,O,O,X,X
JILOTZS,X,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,O,O,X,X
JILOSZT,X,X,X,X,O,O,X,X
JILOZTS,X,X,X,X,X,O,X,X
JILOZST,X,X,X,X,O,O,X,X
JISTLZO,O,X,O,X,O,X,X,X
JISTLOZ,O,X,X,X,O,X,X,X
JISTZLO,O,X,O,X,X,X,X,X
JISTZOL,O,X,X,X,X,X,X,X
JISTOLZ,O,X,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X
JISLTZO,X,X,O,X,O,X,X,X
JISLTOZ,X,X,X,X,O,X,X,X
JISLZTO,X,X,X,X,O,X,X,X
JISLZOT,X,X,X,X,O,X,X,X
JISLOTZ,X,X,X,X,O,O,X,X
JISLOZT,X,X,X,X,O,O,X,X
JISZTLO,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X,X
JISZLTO,X,X,X,X,O,X,X,X
JISZLOT,X,X,X,X,O,X,X,X
JISZOTL,O,X,X,O,X,X,X,X
JISZOLT,X,X,X,O,X,X,X,X
JISOTLZ,O,X,X,X,O,O,X,X
JISOTZL,O,X,X,O,X,X,X,X
JISOLTZ,X,X,X,X,O,O,X,X
JISOLZT,X,X,X,O,O,O,X,X
JISOZTL,O,X,X,O,X,X,X,X
JISOZLT,X,X,X,O,O,O,X,X
JIZTLSO,X,O,X,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X,X
JIZTSLO,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,O,X
JIZLTOS,X,X,X,X,X,X,O,X
JIZLSTO,X,X,X,X,O,X,O,X
JIZLSOT,X,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,X,X,O,X
JIZLOST,X,X,X,X,X,X,O,X
JIZSTLO,X,O,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X
JIZSLTO,X,X,X,X,O,X,X,X
JIZSLOT,X,X,X,X,O,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X
JIZSOLT,X,X,X,O,X,X,X,X
JIZOTLS,X,O,X,X,X,X,X,X
JIZOTSL,X,O,X,O,X,X,X,X
JIZOLTS,X,X,X,X,X,X,O,X
JIZOLST,X,X,X,X,X,X,O,X
JIZOSTL,X,O,X,O,X,X,X,X
JIZOSLT,X,X,X,O,X,X,X,X
JIOTLSZ,O,X,X,X,O,O,X,X
JIOTLZS,X,O,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,O,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,X
JIOLTZS,X,X,X,X,X,O,X,X
JIOLSTZ,X,X,X,X,O,O,X,X
JIOLSZT,X,X,X,X,O,O,X,X
JIOLZTS,X,X,X,X,X,O,O,X
JIOLZST,X,X,X,X,O,O,O,X
JIOSTLZ,O,X,X,X,O,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X
JIOSLTZ,X,X,X,X,O,O,X,X
JIOSLZT,X,X,X,O,O,O,X,X
JIOSZTL,O,X,X,O,X,X,X,X
JIOSZLT,X,X,X,O,O,X,X,X
JIOZTLS,X,O,X,X,X,X,X,X
JIOZTSL,X,O,X,O,X,X,X,X
JIOZLTS,X,X,X,X,X,O,O,X
JIOZLST,X,X,X,X,O,O,O,X
JIOZSTL,X,O,X,O,X,X,X,X
JIOZSLT,X,X,X,O,O,X,X,X
JLTISZO,X,X,X,X,O,X,X,O
JLTISOZ,X,X,X,X,O,X,X,O
JLTIZSO,X,X,X,X,X,X,X,O
JLTIZOS,X,X,X,X,X,X,X,O
JLTIOSZ,X,X,X,X,X,X,X,O
JLTIOZS,X,X,X,X,X,X,X,O
JLTSIZO,X,X,O,X,O,X,X,X
JLTSIOZ,X,X,X,X,O,X,X,X
JLTSZIO,X,X,O,X,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X
JLTSOIZ,X,X,X,X,O,O,X,X
JLTSOZI,X,X,X,X,X,O,X,X
JLTZISO,X,X,X,X,X,X,O,X
JLTZIOS,X,X,X,X,X,X,O,X
JLTZSIO,X,X,O,X,X,X,O,X
JLTZSOI,X,X,O,X,X,X,O,X
JLTZOIS,X,X,X,X,X,X,O,X
JLTZOSI,X,X,X,X,X,X,O,X
JLTOISZ,X,X,X,X,O,O,X,X
JLTOIZS,X,X,X,X,X,O,X,X
JLTOSIZ,X,X,X,X,O,O,X,X
JLTOSZI,X,X,X,X,X,O,X,X
JLTOZIS,X,X,X,X,X,O,X,X
JLTOZSI,X,X,X,X,X,O,X,X
JLITSZO,X,X,X,X,O,X,X,O
JLITSOZ,X,X,X,X,O,X,X,O
JLITZSO,X,X,X,X,X,X,X,O
JLITZOS,X,X,X,X,X,X,X,O
JLITOSZ,X,X,X,X,X,X,X,O
JLITOZS,X,X,X,X,X,X,X,O
JLISTZO,X,X,O,X,O,X,X,X
JLISTOZ,X,X,X,X,O,X,X,X
JLISZTO,X,X,X,X,O,X,X,X
JLISZOT,X,X,X,X,O,X,X,X
JLISOTZ,X,X,X,X,O,O,X,X
JLISOZT,X,X,X,X,O,O,X,X
JLIZTSO,X,X,X,X,X,X,O,X
JLIZTOS,X,X,X,X,X,X,O,X
JLIZSTO,X,X,X,X,O,X,O,X
JLIZSOT,X,X,X,X,O,X,O,X
JLIZOTS,X,X,X,X,X,X,O,X
JLIZOST,X,X,X,X,X,X,O,X
JLIOTSZ,X,X,X,X,O,O,X,X
JLIOTZS,X,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,O,O,X,X
JLIOSZT,X,X,X,X,O,O,X,X
JLIOZTS,X,X,X,X,X,O,X,X
JLIOZST,X,X,X,X,O,O,X,X
JLSTIZO,X,X,O,X,O,X,X,X
JLSTIOZ,X,X,X,X,O,X,X,X
JLSTZIO,X,X,O,X,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X,X
JLSTOIZ,X,X,X,X,O,O,X,X
JLSTOZI,X,X,X,X,X,O,X,X
JLSITZO,X,X,O,X,O,X,X,X
JLSITOZ,X,X,X,X,O,X,X,X
JLSIZTO,X,X,X,X,O,X,X,X
JLSIZOT,X,X,X,X,O,X,X,X
JLSIOTZ,X,X,X,X,O,O,X,X
JLSIOZT,X,X,X,X,O,O,X,X
JLSZTIO,X,X,X,X,X,X,O,X
JLSZTOI,X,X,X,X,X,X,O,X
JLSZITO,X,X,X,X,O,X,O,X
JLSZIOT,X,X,X,X,O,X,O,X
JLSZOTI,X,X,X,X,X,O,O,X
JLSZOIT,X,X,X,X,O,O,O,X
JLSOTIZ,X,X,X,X,O,O,X,X
JLSOTZI,X,X,X,X,X,O,X,X
JLSOITZ,X,X,X,X,O,O,X,X
JLSOIZT,X,X,X,X,O,O,X,X
JLSOZTI,X,X,X,X,X,O,X,X
JLSOZIT,X,X,X,X,O,O,X,X
JLZTISO,X,X,X,X,X,X,O,X
JLZTIOS,X,X,X,X,X,X,O,X
JLZTSIO,X,X,X,X,X,X,O,X
JLZTSOI,X,X,X,X,X,X,O,X
JLZTOIS,X,X,X,X,X,X,O,X
JLZTOSI,X,X,X,X,X,X,O,X
JLZITSO,X,X,X,X,X,X,O,X
JLZITOS,X,X,X,X,X,X,O,X
JLZISTO,X,X,X,X,O,X,O,X
JLZISOT,X,X,X,X,O,X,O,X
JLZIOTS,X,X,X,X,X,X,O,X
JLZIOST,X,X,X,X,X,X,O,X
JLZSTIO,X,X,X,X,X,X,O,X
JLZSTOI,X,X,X,X,X,X,O,X
JLZSITO,X,X,X,X,O,X,O,X
JLZSIOT,X,X,X,X,O,X,O,X
JLZSOTI,X,X,X,X,X,O,O,X
JLZSOIT,X,X,X,X,O,O,O,X
JLZOTIS,X,X,X,X,X,O,O,X
JLZOTSI,X,X,X,X,X,O,O,X
JLZOITS,X,X,X,X,X,O,O,X
JLZOIST,X,X,X,X,O,O,O,X
JLZOSTI,X,X,X,X,X,O,O,X
JLZOSIT,X,X,X,X,O,O,O,X
JLOTISZ,X,X,X,X,O,O,X,X
JLOTIZS,X,X,X,X,X,O,X,X
JLOTSIZ,X,X,X,X,O,O,X,X
JLOTSZI,X,X,X,X,X,O,X,X
JLOTZIS,X,X,X,X,X,O,O,X
JLOTZSI,X,X,X,X,X,O,O,X
JLOITSZ,X,X,X,X,O,O,X,X
JLOITZS,X,X,X,X,X,O,X,X
JLOISTZ,X,X,X,X,O,O,X,X
JLOISZT,X,X,X,X,O,O,X,X
JLOIZTS,X,X,X,X,X,O,O,X
JLOIZST,X,X,X,X,O,O,O,X
JLOSTIZ,X,X,X,X,O,O,X,X
JLOSTZI,X,X,X,X,X,O,X,X
JLOSITZ,X,X,X,X,O,O,X,X
JLOSIZT,X,X,X,X,O,O,X,X
JLOSZTI,X,X,X,X,X,O,O,X
JLOSZIT,X,X,X,X,O,O,O,X
JLOZTIS,X,X,X,X,X,O,O,X
JLOZTSI,X,X,X,X,X,O,O,X
JLOZITS,X,X,X,X,X,O,O,X
JLOZIST,X,X,X,X,O,O,O,X
JLOZSTI,X,X,X,X,X,O,O,X
JLOZSIT,X,X,X,X,O,O,O,X
JSTILZO,O,X,O,X,O,X,X,X
JSTILOZ,O,X,X,X,O,X,X,X
JSTIZLO,O,X,O,X,X,X,X,X
JSTIZOL,O,X,X,X,X,X,X,X
JSTIOLZ,O,X,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X
JSTLIZO,O,X,O,X,O,X,X,X
JSTLIOZ,O,X,X,X,O,X,X,X
JSTLZIO,O,X,O,X,X,X,X,X
JSTLZOI,O,X,O,X,X,X,X,X
JSTLOIZ,O,X,X,X,O,O,X,X
JSTLOZI,O,X,X,X,X,O,X,X
JSTZILO,O,X,O,X,X,X,X,X
JSTZIOL,O,X,X,X,X,X,X,X
JSTZLIO,O,X,O,X,X,X,X,X
JSTZLOI,O,X,O,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,X,X
JSTZOLI,O,X,X,X,X,X,X,X
JSTOILZ,O,X,O,X,O,O,X,X
JSTOIZL,O,X,O,X,X,X,X,X
JSTOLIZ,O,X,O,X,O,O,X,X
JSTOLZI,O,X,O,X,X,O,X,X
JSTOZIL,O,X,O,X,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X,X
JSITLZO,O,X,O,X,O,X,X,X
JSITLOZ,O,X,X,X,O,X,X,X
JSITZLO,O,X,O,X,X,X,X,X
JSITZOL,O,X,X,X,X,X,X,X
JSITOLZ,O,X,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X
JSILTZO,X,X,O,X,O,X,X,X
JSILTOZ,X,X,X,X,O,X,X,X
JSILZTO,X,X,X,X,O,X,X,X
JSILZOT,X,X,X,X,O,X,X,X
JSILOTZ,X,X,X,X,O,O,X,X
JSILOZT,X,X,X,X,O,O,X,X
JSIZTLO,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X
JSIZLTO,X,X,X,X,O,X,X,X
JSIZLOT,X,X,X,X,O,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X
JSIZOLT,X,X,X,O,X,X,X,X
JSIOTLZ,O,X,X,X,O,O,X,X
JSIOTZL,O,X,X,O,X,X,X,X
JSIOLTZ,X,X,X,X,O,O,X,X
JSIOLZT,X,X,X,O,O,O,X,X
JSIOZTL,O,X,X,O,X,X,X,X
JSIOZLT,X,X,X,O,O,O,X,X
JSLTIZO,X,X,O,X,O,X,X,X
JSLTIOZ,X,X,X,X,O,X,X,X
JSLTZIO,X,X,O,X,X,X,X,X
JSLTZOI,X,X,O,X,X,X,X,X
JSLTOIZ,X,X,X,X,O,O,X,X
JSLTOZI,X,X,X,X,X,O,X,X
JSLITZO,X,X,O,X,O,X,X,X
JSLITOZ,X,X,X,X,O,X,X,X
JSLIZTO,X,X,X,X,O,X,X,X
JSLIZOT,X,X,X,X,O,X,X,X
JSLIOTZ,X,X,X,X,O,O,X,X
JSLIOZT,X,X,X,X,O,O,X,X
JSLZTIO,X,X,X,X,X,X,O,X
JSLZTOI,X,X,X,X,X,X,O,X
JSLZITO,X,X,X,X,O,X,O,X
JSLZIOT,X,X,X,X,O,X,O,X
JSLZOTI,X,X,X,X,X,O,O,X
JSLZOIT,X,X,X,X,O,O,O,X
JSLOTIZ,X,X,X,X,O,O,X,X
JSLOTZI,X,X,X,X,X,O,X,X
JSLOITZ,X,X,X,X,O,O,X,X
JSLOIZT,X,X,X,X,O,O,X,X
JSLOZTI,X,X,X,X,X,O,X,X
JSLOZIT,X,X,X,X,O,O,X,X
JSZTILO,O,X,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X,X
JSZILTO,X,X,X,X,O,X,X,X
JSZILOT,X,X,X,X,O,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X
JSZIOLT,X,X,X,O,X,X,X,X
JSZLTIO,X,X,X,X,X,X,O,X
JSZLTOI,X,X,X,X,X,X,O,X
JSZLITO,X,X,X,X,O,X,O,X
JSZLIOT,X,X,X,X,O,X,O,X
JSZLOTI,X,X,X,X,X,O,O,X
JSZLOIT,X,X,X,X,O,O,O,X
JSZOTIL,O,X,X,O,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X
JSZOILT,X,X,X,O,O,O,X,X
JSZOLTI,X,X,X,O,X,O,O,X
JSZOLIT,X,X,X,O,O,O,O,X
JSOTILZ,O,X,X,X,O,O,X,X
JSOTIZL,O,X,X,O,X,X,X,X
JSOTLIZ,O,X,X,X,O,O,X,X
JSOTLZI,O,X,X,X,X,O,X,X
JSOTZIL,O,X,X,O,X,X,X,X
JSOTZLI,O,X,X,O,X,X,X,X
JSOITLZ,O,X,X,X,O,O,X,X
JSOITZL,O,X,X,O,X,X,X,X
JSOILTZ,X,X,X,X,O,O,X,X
JSOILZT,X,X,X,O,O,O,X,X
JSOIZTL,O,X,X,O,X,X,X,X
JSOIZLT,X,X,X,O,O,O,X,X
JSOLTIZ,X,X,X,X,O,O,X,X
JSOLTZI,X,X,X,X,X,O,X,X
JSOLITZ,X,X,X,X,O,O,X,X
JSOLIZT,X,X,X,O,O,O,X,X
JSOLZTI,X,X,X,O,X,O,O,X
JSOLZIT,X,X,X,O,O,O,O,X
JSOZTIL,O,X,X,O,X,X,X,X
JSOZTLI,O,X,X,O,X,X,X,X
JSOZITL,O,X,X,O,X,X,X,X
JSOZILT,X,X,X,O,O,O,X,X
JSOZLTI,X,X,X,O,X,O,O,X
JSOZLIT,X,X,X,O,O,O,O,X
JZTILSO,X,O,X,X,X,X,X,X
JZTILOS,X,O,X,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,X,X
JZTISOL,X,O,X,X,X,X,X,X
JZTIOLS,X,O,X,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,X,X
JZTLISO,X,O,X,X,X,X,O,X
JZTLIOS,X,O,X,X,X,X,O,X
JZTLSIO,X,O,X,X,X,X,O,X
JZTLSOI,X,O,X,X,X,X,O,X
JZTLOIS,X,O,X,X,X,X,O,X
JZTLOSI,X,O,X,X,X,X,O,X
JZTSILO,X,O,X,X,X,X,X,X
JZTSIOL,X,O,X,X,X,X,X,X
JZTSLIO,X,O,X,X,X,X,X,X
JZTSLOI,X,O,X,X,X,X,X,X
JZTSOIL,X,O,X,X,X,X,X,X
JZTSOLI,X,O,X,X,X,X,X,X
JZTOILS,X,O,X,X,X,X,X,X
JZTOISL,X,O,X,X,X,X,X,X
JZTOLIS,X,O,X,X,X,X,O,X
JZTOLSI,X,O,X,X,X,X,O,X
JZTOSIL,X,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X
JZITLOS,X,O,X,X,X,X,X,X
JZITSLO,X,O,X,X,X,X,X,X
JZITSOL,X,O,X,X,X,X,X,X
JZITOLS,X,O,X,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,X,O,X
JZILTOS,X,X,X,X,X,X,O,X
JZILSTO,X,X,X,X,O,X,O,X
JZILSOT,X,X,X,X,O,X,O,X
JZILOTS,X,X,X,X,X,X,O,X
JZILOST,X,X,X,X,X,X,O,X
JZISTLO,X,O,X,X,X,X,X,X
JZISTOL,X,O,X,X,X,X,X,X
JZISLTO,X,X,X,X,O,X,X,X
JZISLOT,X,X,X,X,O,X,X,X
JZISOTL,X,X,X,O,X,X,X,X
JZISOLT,X,X,X,O,X,X,X,X
JZIOTLS,X,O,X,X,X,X,X,X
JZIOTSL,X,O,X,O,X,X,X,X
JZIOLTS,X,X,X,X,X,X,O,X
JZIOLST,X,X,X,X,X,X,O,X
JZIOSTL,X,O,X,O,X,X,X,X
JZIOSLT,X,X,X,O,X,X,X,X
JZLTISO,X,X,X,X,X,X,O,X
JZLTIOS,X,X,X,X,X,X,O,X
JZLTSIO,X,X,X,X,X,X,O,X
JZLTSOI,X,X,X,X,X,X,O,X
JZLTOIS,X,X,X,X,X,X,O,X
JZLTOSI,X,X,X,X,X,X,O,X
JZLITSO,X,X,X,X,X,X,O,X
JZLITOS,X,X,X,X,X,X,O,X
JZLISTO,X,X,X,X,O,X,O,X
JZLISOT,X,X,X,X,O,X,O,X
JZLIOTS,X,X,X,X,X,X,O,X
JZLIOST,X,X,X,X,X,X,O,X
JZLSTIO,X,X,X,X,X,X,O,X
JZLSTOI,X,X,X,X,X,X,O,X
JZLSITO,X,X,X,X,O,X,O,X
JZLSIOT,X,X,X,X,O,X,O,X
JZLSOTI,X,X,X,X,X,O,O,X
JZLSOIT,X,X,X,X,O,O,O,X
JZLOTIS,X,X,X,X,X,O,O,X
JZLOTSI,X,X,X,X,X,O,O,X
JZLOITS,X,X,X,X,X,O,O,X
JZLOIST,X,X,X,X,O,O,O,X
JZLOSTI,X,X,X,X,X,O,O,X
JZLOSIT,X,X,X,X,O,O,O,X
JZSTILO,X,O,X,X,X,X,X,X
JZSTIOL,X,O,X,X,X,X,X,X
JZSTLIO,X,O,X,X,X,X,X,X
JZSTLOI,X,O,X,X,X,X,X,X
JZSTOIL,X,O,X,X,X,X,X,X
JZSTOLI,X,O,X,X,X,X,X,X
JZSITLO,X,O,X,X,X,X,X,X
JZSITOL,X,O,X,X,X,X,X,X
JZSILTO,X,X,X,X,O,X,X,X
JZSILOT,X,X,X,X,O,X,X,X
JZSIOTL,X,X,X,O,X,X,X,X
JZSIOLT,X,X,X,O,X,X,X,X
JZSLTIO,X,X,X,X,X,X,O,X
JZSLTOI,X,X,X,X,X,X,O,X
JZSLITO,X,X,X,X,O,X,O,X
JZSLIOT,X,X,X,X,O,X,O,X
JZSLOTI,X,X,X,X,X,O,O,X
JZSLOIT,X,X,X,X,O,O,O,X
JZSOTIL,X,X,X,O,X,X,X,X
JZSOTLI,X,X,X,O,X,X,X,X
JZSOITL,X,X,X,O,X,X,X,X
JZSOILT,X,X,X,O,O,O,X,X
JZSOLTI,X,X,X,O,X,O,O,X
JZSOLIT,X,X,X,O,O,O,O,X
JZOTILS,X,O,X,X,X,X,X,X
JZOTISL,X,O,X,O,X,X,X,X
JZOTLIS,X,O,X,X,X,X,O,X
JZOTLSI,X,O,X,O,X,X,O,X
JZOTSIL,X,O,X,O,X,X,X,X
JZOTSLI,X,O,X,O,X,X,X,X
JZOITLS,X,O,X,X,X,X,X,X
JZOITSL,X,O,X,O,X,X,X,X
JZOILTS,X,X,X,X,X,O,O,X
JZOILST,X,X,X,X,O,O,O,X
JZOISTL,X,O,X,O,X,X,X,X
JZOISLT,X,X,X,O,O,X,X,X
JZOLTIS,X,X,X,X,X,O,O,X
JZOLTSI,X,X,X,O,X,O,O,X
JZOLITS,X,X,X,X,X,O,O,X
JZOLIST,X,X,X,X,O,O,O,X
JZOLSTI,X,X,X,O,X,O,O,X
JZOLSIT,X,X,X,O,O,O,O,X
JZOSTIL,X,O,X,O,X,X,X,X
JZOSTLI,X,O,X,O,X,X,X,X
JZOSITL,X,O,X,O,X,X,X,X
JZOSILT,X,X,X,O,O,X,X,X
JZOSLTI,X,X,X,O,X,X,O,X
JZOSLIT,X,X,X,O,O,X,O,X
JOTILSZ,O,X,X,X,O,O,X,X
JOTILZS,X,O,X,X,X,O,X,X
JOTISLZ,O,X,X,X,O,X,X,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,X
JOTLISZ,O,X,X,X,O,O,X,X
JOTLIZS,X,O,X,X,X,O,X,X
JOTLSIZ,O,X,O,X,O,O,X,X
JOTLSZI,O,X,O,X,X,O,X,X
JOTLZIS,X,O,X,X,X,O,O,X
JOTLZSI,X,O,O,X,X,O,O,X
JOTSILZ,O,X,O,X,O,X,X,X
JOTSIZL,O,O,O,O,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,X
JOTSLZI,O,X,O,X,X,X,X,X
JOTSZIL,O,O,O,O,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X
JOTZILS,X,O,X,X,X,X,X,X
JOTZISL,O,O,X,O,X,X,X,X
JOTZLIS,X,O,X,X,X,X,O,X
JOTZLSI,X,O,O,O,X,X,O,X
JOTZSIL,O,O,O,O,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,X
JOITLSZ,O,X,X,X,O,O,X,X
JOITLZS,X,O,X,X,X,O,X,X
JOITSLZ,O,X,X,X,O,X,X,X
JOITSZL,O,O,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,O,O,X,X
JOILTZS,X,X,X,X,X,O,X,X
JOILSTZ,X,X,X,X,O,O,X,X
JOILSZT,X,X,X,X,O,O,X,X
JOILZTS,X,X,X,X,X,O,O,X
JOILZST,X,X,X,X,O,O,O,X
JOISTLZ,O,X,X,X,O,X,X,X
JOISTZL,O,X,X,O,X,X,X,X
JOISLTZ,X,X,X,X,O,O,X,X
JOISLZT,X,X,X,O,O,O,X,X
JOISZTL,O,X,X,O,X,X,X,X
JOISZLT,X,X,X,O,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X,X
JOIZTSL,X,O,X,O,X,X,X,X
JOIZLTS,X,X,X,X,X,O,O,X
JOIZLST,X,X,X,X,O,O,O,X
JOIZSTL,X,O,X,O,X,X,X,X
JOIZSLT,X,X,X,O,O,X,X,X
JOLTISZ,X,X,X,X,O,O,X,X
JOLTIZS,X,X,X,X,X,O,X,X
JOLTSIZ,X,X,O,X,O,O,X,X
JOLTSZI,X,X,O,X,X,O,X,X
JOLTZIS,X,X,X,X,X,O,O,X
JOLTZSI,X,X,O,X,X,O,O,X
JOLITSZ,X,X,X,X,O,O,X,X
JOLITZS,X,X,X,X,X,O,X,X
JOLISTZ,X,X,X,X,O,O,X,X
JOLISZT,X,X,X,X,O,O,X,X
