sequence,v115@GhC8FeD8FeC8GeB8Jex/IvhF0hBliBmlBXqBSwBTsB,v115@GhC8FeD8FeC8GeB8Jex/IvhFlhB3iBeqBCrBTsBUrB,v115@GhC8FeD8FeC8GeB8Jex/IvhFOmBliBzmB0qBSxBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFThBiiB+sB0qBlrBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFKmBzhBunB0qBVxBXqB,v115@GhC8FeD8FeC8GeB8JeRBJvhF3iBOqB0mBzqBSxBlpB,v115@GhC8FeD8FeC8GeB8JeTAJvhFlhB3iByqBGsB0pBRwB,v115@GhC8FeD8FeC8GeB8JeRCJvhF/qBFmB6sBzrB0pBmqB
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,O,X,O,X,O,X,X,X
SZILTOJ,O,X,O,X,O,X,X,X
SZILJTO,O,X,O,O,X,X,O,X
SZILJOT,O,X,X,X,X,X,O,X
SZILOTJ,O,X,O,X,X,X,X,X
SZILOJT,O,X,O,X,X,X,O,X
SZIJTLO,O,X,O,O,X,X,O,X
SZIJTOL,O,O,X,O,X,X,X,X
SZIJLTO,O,X,O,O,X,X,O,X
SZIJLOT,O,X,X,X,X,X,O,X
SZIJOTL,O,O,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,O,O,X,X,X,X,X,X
SZLTIJO,O,X,O,X,O,X,X,X
SZLTIOJ,O,X,O,X,O,X,X,X
SZLTJIO,O,X,O,X,O,X,X,X
SZLTJOI,O,X,X,X,O,O,X,X
SZLTOIJ,O,X,O,X,O,X,X,O
SZLTOJI,X,X,O,X,O,O,X,O
SZLITJO,O,X,O,X,O,X,X,X
SZLITOJ,O,X,O,X,O,X,X,X
SZLIJTO,O,X,O,O,X,X,X,X
SZLIJOT,O,X,X,X,X,O,X,X
SZLIOTJ,O,X,O,X,X,X,X,X
SZLIOJT,O,X,O,X,X,O,X,X
SZLJTIO,O,X,O,X,X,X,X,X
SZLJTOI,O,X,X,X,X,O,X,X
SZLJITO,O,X,O,X,X,X,X,X
SZLJIOT,O,X,X,X,X,O,X,X
SZLJOTI,O,X,X,X,X,O,X,X
SZLJOIT,O,X,X,X,X,O,X,X
SZLOTIJ,O,X,O,X,X,X,X,O
SZLOTJI,O,X,O,X,X,O,X,O
SZLOITJ,O,X,O,X,X,X,X,O
SZLOIJT,O,X,O,X,X,O,X,X
SZLOJTI,O,X,O,X,X,O,X,X
SZLOJIT,O,X,O,X,X,O,X,X
SZJTILO,O,X,O,O,X,X,O,X
SZJTIOL,O,O,X,O,X,X,X,X
SZJTLIO,O,X,X,O,X,X,X,X
SZJTLOI,O,X,X,O,X,X,X,X
SZJTOIL,O,X,X,O,X,X,X,X
SZJTOLI,X,X,X,O,X,X,X,X
SZJITLO,O,X,O,O,X,X,O,X
SZJITOL,O,O,X,O,X,X,X,X
SZJILTO,O,X,O,O,X,X,O,X
SZJILOT,O,X,X,X,X,X,O,X
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X
SZJLTIO,O,X,O,O,X,X,X,X
SZJLTOI,O,X,X,O,X,O,X,X
SZJLITO,O,X,O,O,X,X,X,X
SZJLIOT,O,X,X,X,X,O,X,X
SZJLOTI,O,X,X,X,X,O,X,X
SZJLOIT,O,X,X,X,X,O,X,X
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X
SZJOLTI,O,O,X,X,X,O,X,X
SZJOLIT,O,O,X,X,X,O,X,X
SZOTILJ,O,O,X,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,X,O
SZOTLJI,O,O,X,X,X,X,X,O
SZOTJIL,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,X
SZOITLJ,O,O,X,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,O,X,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X,O
SZOLTJI,O,O,X,X,X,O,X,O
SZOLITJ,O,O,X,X,X,X,X,O
SZOLIJT,O,X,X,X,X,O,X,X
SZOLJTI,O,O,X,X,X,O,X,X
SZOLJIT,O,O,X,X,X,O,X,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X
SZOJLTI,O,O,X,X,X,O,X,X
SZOJLIT,O,O,X,X,X,O,X,X
SOTILJZ,O,O,X,X,X,X,X,O
SOTILZJ,O,O,X,X,X,X,X,O
SOTIJLZ,O,O,X,X,X,X,O,X
SOTIJZL,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,X,X,X,X,X,X
SOTIZJL,O,O,X,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,X,X,O
SOTLIZJ,O,O,X,X,X,X,X,O
SOTLJIZ,O,O,X,X,X,X,X,O
SOTLJZI,O,O,X,X,X,O,X,O
SOTLZIJ,O,O,X,X,X,X,X,O
SOTLZJI,O,O,X,X,X,O,X,O
SOTJILZ,O,O,X,X,X,X,O,X
SOTJIZL,O,O,X,X,X,X,X,X
SOTJLIZ,O,O,X,X,X,X,X,O
SOTJLZI,O,O,X,X,X,O,X,O
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X,X
SOTZLIJ,O,O,X,X,X,X,X,O
SOTZLJI,O,O,X,X,X,X,X,O
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,X
SOITLJZ,O,O,X,X,X,X,X,O
SOITLZJ,O,O,X,X,X,X,X,O
SOITJLZ,O,O,X,X,X,X,O,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,X,X,X,X,X,X
SOILTJZ,O,O,X,X,X,X,O,O
SOILTZJ,O,O,X,X,X,X,X,O
SOILJTZ,O,O,X,X,X,X,O,O
SOILJZT,O,O,X,X,X,O,O,X
SOILZTJ,O,O,X,X,X,X,X,O
SOILZJT,O,X,X,X,X,O,O,X
SOIJTLZ,O,O,X,X,X,X,O,X
SOIJTZL,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,O,X
SOIJLZT,O,O,X,X,X,O,O,X
SOIJZTL,O,O,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,O,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X
SOLTIJZ,O,O,X,X,X,X,X,O
SOLTIZJ,O,O,X,X,X,X,X,O
SOLTJIZ,O,O,X,X,X,X,X,O
SOLTJZI,O,O,X,X,X,O,X,O
SOLTZIJ,O,O,X,X,X,X,X,O
SOLTZJI,O,O,X,X,X,O,X,O
SOLITJZ,O,O,X,X,X,X,X,O
SOLITZJ,O,O,X,X,X,X,X,O
SOLIJTZ,O,O,X,X,X,X,X,O
SOLIJZT,O,O,X,X,X,O,X,X
SOLIZTJ,O,O,X,X,X,X,X,O
SOLIZJT,O,X,X,X,X,O,X,X
SOLJTIZ,O,O,X,X,X,X,X,O
SOLJTZI,O,O,X,X,X,O,X,O
SOLJITZ,O,O,X,X,X,X,X,O
SOLJIZT,O,O,X,X,X,O,X,X
SOLJZTI,O,O,X,X,X,O,X,X
SOLJZIT,O,O,X,X,X,O,X,X
SOLZTIJ,O,O,X,X,X,X,X,O
SOLZTJI,O,O,X,X,X,O,X,O
SOLZITJ,O,O,X,X,X,X,X,O
SOLZIJT,O,X,X,X,X,O,X,X
SOLZJTI,O,O,X,X,X,O,X,X
SOLZJIT,O,O,X,X,X,O,X,X
SOJTILZ,O,O,X,X,X,X,O,X
SOJTIZL,O,O,X,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,X,X,O
SOJTLZI,O,O,X,X,X,O,X,O
SOJTZIL,O,O,X,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X,X
SOJITLZ,O,O,X,X,X,X,O,X
SOJITZL,O,O,X,X,X,X,X,X
SOJILTZ,O,O,X,X,X,X,O,X
SOJILZT,O,O,X,X,X,O,O,X
SOJIZTL,O,O,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,X,X,X,X,X,O
SOJLTZI,O,O,X,X,X,O,X,O
SOJLITZ,O,O,X,X,X,X,X,O
SOJLIZT,O,O,X,X,X,O,X,X
SOJLZTI,O,O,X,X,X,O,X,X
SOJLZIT,O,O,X,X,X,O,X,X
SOJZTIL,O,O,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X
SOJZLTI,O,O,X,X,X,O,X,X
SOJZLIT,O,O,X,X,X,O,X,X
SOZTILJ,O,O,X,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,X,O
SOZTLJI,O,O,X,X,X,X,X,O
SOZTJIL,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X
SOZITLJ,O,O,X,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X,X
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,O,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,X,O
SOZLTJI,O,O,X,X,X,O,X,O
SOZLITJ,O,O,X,X,X,X,X,O
SOZLIJT,O,X,X,X,X,O,X,X
SOZLJTI,O,O,X,X,X,O,X,X
SOZLJIT,O,O,X,X,X,O,X,X
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X
SOZJLTI,O,O,X,X,X,O,X,X
SOZJLIT,O,O,X,X,X,O,X,X
ZTILJSO,O,X,O,O,O,X,X,X
ZTILJOS,O,X,O,O,O,X,X,X
ZTILSJO,O,X,O,X,O,X,X,X
ZTILSOJ,X,X,O,X,O,X,X,X
ZTILOJS,O,X,O,X,O,X,X,X
ZTILOSJ,X,X,O,X,O,X,X,X
ZTIJLSO,X,X,O,O,O,X,X,X
ZTIJLOS,X,X,O,O,O,X,X,X
ZTIJSLO,X,X,O,O,O,X,X,X
ZTIJSOL,X,X,X,O,X,X,X,X
ZTIJOLS,X,X,O,O,O,X,X,X
ZTIJOSL,X,X,X,O,X,X,X,X
ZTISLJO,O,X,O,X,O,X,X,X
ZTISLOJ,O,X,O,X,O,X,X,X
ZTISJLO,O,X,O,X,O,X,X,X
ZTISJOL,O,X,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,X,X
ZTISOJL,O,X,X,X,X,X,X,X
ZTIOLJS,O,X,O,X,O,X,X,X
ZTIOLSJ,O,X,O,X,O,X,X,X
ZTIOJLS,O,X,O,X,O,X,X,X
ZTIOJSL,O,X,X,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X,X,X
ZTLIJSO,O,X,O,O,O,X,X,X
ZTLIJOS,O,X,O,O,O,X,X,X
ZTLISJO,O,X,O,X,O,X,X,X
ZTLISOJ,X,X,O,X,O,X,X,X
ZTLIOJS,O,X,O,X,O,X,X,X
ZTLIOSJ,X,X,O,X,O,X,X,X
ZTLJISO,O,X,O,X,O,X,X,X
ZTLJIOS,O,X,O,X,O,X,X,X
ZTLJSIO,O,X,O,X,O,X,X,X
ZTLJSOI,O,X,X,X,O,X,X,X
ZTLJOIS,O,X,O,X,O,X,X,X
ZTLJOSI,O,X,O,X,O,X,X,X
ZTLSIJO,O,X,O,X,O,X,X,X
ZTLSIOJ,X,X,O,X,O,X,X,X
ZTLSJIO,O,X,O,X,O,X,X,X
ZTLSJOI,O,X,X,X,O,X,X,X
ZTLSOIJ,X,X,O,X,O,X,X,X
ZTLSOJI,X,X,O,X,O,X,X,X
ZTLOIJS,O,X,O,X,O,X,X,X
ZTLOISJ,X,X,O,X,O,X,X,X
ZTLOJIS,O,X,O,X,O,X,X,X
ZTLOJSI,O,X,O,X,O,X,X,X
ZTLOSIJ,X,X,O,X,O,X,X,X
ZTLOSJI,X,X,O,X,O,X,X,X
ZTJILSO,X,X,O,O,O,X,X,X
ZTJILOS,X,X,O,O,O,X,X,X
ZTJISLO,X,X,O,O,O,X,X,X
ZTJISOL,X,X,X,O,X,X,X,X
ZTJIOLS,X,X,O,O,O,X,X,X
ZTJIOSL,X,X,X,O,X,X,X,X
ZTJLISO,X,X,O,O,O,X,X,X
ZTJLIOS,X,X,O,O,O,X,X,X
ZTJLSIO,X,X,O,O,O,X,X,X
ZTJLSOI,X,X,X,O,O,X,X,X
ZTJLOIS,X,X,O,O,O,X,X,X
ZTJLOSI,X,X,O,O,O,X,X,X
ZTJSILO,X,X,O,O,O,X,X,X
ZTJSIOL,X,X,X,O,X,X,X,X
ZTJSLIO,X,X,X,O,O,X,X,X
ZTJSLOI,X,X,X,O,O,X,X,X
ZTJSOIL,X,X,X,O,X,X,X,X
ZTJSOLI,X,X,X,O,O,X,X,X
ZTJOILS,X,X,O,O,O,X,X,X
ZTJOISL,X,X,X,O,X,X,X,X
ZTJOLIS,X,X,X,O,O,X,X,X
ZTJOLSI,X,X,X,O,O,X,X,X
ZTJOSIL,X,X,X,O,X,X,X,X
ZTJOSLI,X,X,X,O,O,X,X,X
ZTSILJO,O,X,O,X,O,X,X,X
ZTSILOJ,O,X,O,X,O,X,X,X
ZTSIJLO,O,X,O,X,O,X,X,X
ZTSIJOL,O,X,X,X,X,X,X,X
ZTSIOLJ,O,X,X,X,X,X,X,X
ZTSIOJL,O,X,X,X,X,X,X,X
ZTSLIJO,O,X,O,X,O,X,X,X
ZTSLIOJ,O,X,O,X,O,X,X,X
ZTSLJIO,O,X,O,X,O,X,X,X
ZTSLJOI,O,X,X,X,O,X,X,X
ZTSLOIJ,O,X,O,X,O,X,X,X
ZTSLOJI,X,X,O,X,O,X,X,X
ZTSJILO,O,X,O,X,O,X,X,X
ZTSJIOL,O,X,X,X,X,X,X,X
ZTSJLIO,O,X,X,X,O,X,X,X
ZTSJLOI,O,X,X,X,O,X,X,X
ZTSJOIL,O,X,X,X,X,X,X,X
ZTSJOLI,X,X,X,X,O,X,X,X
ZTSOILJ,O,X,X,X,X,X,X,X
ZTSOIJL,O,X,X,X,X,X,X,X
ZTSOLIJ,O,X,X,X,O,X,X,X
ZTSOLJI,O,X,X,X,O,X,X,X
ZTSOJIL,O,X,X,X,X,X,X,X
ZTSOJLI,O,X,X,X,O,X,X,X
ZTOILJS,O,X,O,X,O,X,X,X
ZTOILSJ,O,X,O,X,O,X,X,X
ZTOIJLS,O,X,O,X,O,X,X,X
ZTOIJSL,O,X,X,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X,X,X
ZTOISJL,O,X,X,X,X,X,X,X
ZTOLIJS,O,X,O,X,O,X,X,X
ZTOLISJ,O,X,O,X,O,X,X,X
ZTOLJIS,O,X,O,X,O,X,X,X
ZTOLJSI,O,X,O,X,O,X,X,X
ZTOLSIJ,O,X,O,X,O,X,X,X
ZTOLSJI,O,X,O,X,O,X,X,X
ZTOJILS,O,X,O,X,O,X,X,X
ZTOJISL,O,X,X,X,X,X,X,X
ZTOJLIS,O,X,X,X,O,X,X,X
ZTOJLSI,O,X,X,X,O,X,X,X
ZTOJSIL,O,X,X,X,X,X,X,X
ZTOJSLI,X,X,X,X,O,X,X,X
ZTOSILJ,O,X,X,X,X,X,X,X
ZTOSIJL,O,X,X,X,X,X,X,X
ZTOSLIJ,O,X,X,X,O,X,X,X
ZTOSLJI,O,X,X,X,O,X,X,X
ZTOSJIL,O,X,X,X,X,X,X,X
ZTOSJLI,O,X,X,X,O,X,X,X
ZITLJSO,O,X,O,O,O,X,X,X
ZITLJOS,O,X,O,O,O,X,X,X
ZITLSJO,O,X,O,X,O,X,X,X
ZITLSOJ,X,X,O,X,O,X,X,X
ZITLOJS,O,X,O,X,O,X,X,X
ZITLOSJ,X,X,O,X,O,X,X,X
ZITJLSO,X,X,O,O,O,X,X,X
ZITJLOS,X,X,O,O,O,X,X,X
ZITJSLO,X,X,O,O,O,X,X,X
ZITJSOL,X,X,X,O,X,X,X,X
ZITJOLS,X,X,O,O,O,X,X,X
ZITJOSL,X,X,X,O,X,X,X,X
ZITSLJO,O,X,O,X,O,X,X,X
ZITSLOJ,O,X,O,X,O,X,X,X
ZITSJLO,O,X,O,X,O,X,X,X
ZITSJOL,O,X,X,X,X,X,X,X
ZITSOLJ,O,X,X,X,X,X,X,X
ZITSOJL,O,X,X,X,X,X,X,X
ZITOLJS,O,X,O,X,O,X,X,X
ZITOLSJ,O,X,O,X,O,X,X,X
ZITOJLS,O,X,O,X,O,X,X,X
ZITOJSL,O,X,X,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,X,X,X
ZITOSJL,O,X,X,X,X,X,X,X
ZILTJSO,O,X,O,O,O,X,O,X
ZILTJOS,O,X,O,O,O,X,O,X
ZILTSJO,O,X,O,X,O,X,X,X
ZILTSOJ,X,X,O,X,O,X,X,X
ZILTOJS,O,X,O,X,O,X,O,X
ZILTOSJ,X,X,O,X,O,X,X,X
ZILJTSO,O,X,O,O,O,X,O,X
ZILJTOS,O,X,O,O,O,X,O,X
ZILJSTO,O,X,O,O,X,X,O,X
ZILJSOT,X,X,X,X,X,X,O,X
ZILJOTS,O,X,O,O,X,X,O,X
ZILJOST,O,X,O,X,X,X,O,X
ZILSTJO,O,X,O,X,O,X,X,X
ZILSTOJ,X,X,O,X,O,X,X,X
ZILSJTO,X,X,O,O,X,X,O,X
ZILSJOT,X,X,X,X,X,X,O,X
ZILSOTJ,X,X,O,X,X,X,X,X
ZILSOJT,X,X,O,X,X,X,O,X
ZILOTJS,O,X,O,X,O,X,O,X
ZILOTSJ,O,O,O,X,O,X,X,X
ZILOJTS,O,X,O,O,X,X,O,X
ZILOJST,O,X,O,X,X,X,O,X
ZILOSTJ,O,O,O,X,X,X,X,O
ZILOSJT,X,X,O,X,X,X,O,X
ZIJTLSO,X,X,O,O,O,X,O,X
ZIJTLOS,X,X,O,O,O,X,O,X
ZIJTSLO,X,X,O,O,O,X,O,X
ZIJTSOL,X,X,X,O,X,X,X,X
ZIJTOLS,X,X,O,O,O,X,X,X
ZIJTOSL,X,X,X,O,X,X,X,X
ZIJLTSO,X,X,O,O,O,X,O,X
ZIJLTOS,X,X,O,O,O,X,O,X
ZIJLSTO,X,X,O,O,X,X,O,X
ZIJLSOT,X,X,X,X,X,X,O,X
ZIJLOTS,X,O,O,O,X,X,O,X
ZIJLOST,X,O,O,X,X,X,O,X
ZIJSTLO,X,X,O,O,X,X,O,X
ZIJSTOL,X,O,X,O,X,X,X,X
ZIJSLTO,X,X,O,O,X,X,O,X
ZIJSLOT,X,X,X,X,X,X,O,X
ZIJSOTL,X,O,X,X,X,X,X,X
ZIJSOLT,X,O,X,X,X,X,X,X
ZIJOTLS,X,X,O,O,X,X,X,X
ZIJOTSL,X,X,X,O,X,X,X,X
ZIJOLTS,X,O,O,O,X,X,X,X
ZIJOLST,X,O,X,X,X,X,X,X
ZIJOSTL,X,O,X,X,X,X,X,X
ZIJOSLT,X,O,X,X,X,X,X,X
ZISTLJO,O,X,O,X,O,X,X,X
ZISTLOJ,O,X,O,X,O,X,X,X
ZISTJLO,O,X,O,X,O,X,O,X
ZISTJOL,O,O,X,X,X,X,X,X
ZISTOLJ,O,O,X,X,X,X,X,X
ZISTOJL,O,O,X,X,X,X,X,X
ZISLTJO,O,X,O,X,O,X,X,X
ZISLTOJ,O,X,O,X,O,X,X,X
ZISLJTO,O,X,O,O,X,X,O,X
ZISLJOT,O,X,X,X,X,X,O,X
ZISLOTJ,O,X,O,X,X,X,X,X
ZISLOJT,O,X,O,X,X,X,O,X
ZISJTLO,O,X,O,O,X,X,O,X
ZISJTOL,O,O,X,O,X,X,X,X
ZISJLTO,O,X,O,O,X,X,O,X
ZISJLOT,O,X,X,X,X,X,O,X
ZISJOTL,O,O,X,X,X,X,X,X
ZISJOLT,O,O,X,X,X,X,X,X
ZISOTLJ,O,O,X,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,O,X,X,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,O,O,X,X,X,X,X,X
ZIOTLJS,O,X,O,X,O,X,X,X
ZIOTLSJ,O,X,O,X,O,X,X,X
ZIOTJLS,O,X,O,X,O,X,X,X
ZIOTJSL,O,X,X,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,X,X,X
ZIOTSJL,O,X,X,X,X,X,X,X
ZIOLTJS,O,X,O,X,O,X,X,X
ZIOLTSJ,O,O,O,X,O,X,X,X
ZIOLJTS,O,X,O,O,X,X,X,X
ZIOLJST,O,X,O,X,X,X,X,X
ZIOLSTJ,O,O,O,X,X,X,X,X
ZIOLSJT,X,X,O,X,X,X,X,X
ZIOJTLS,O,X,O,O,X,X,X,X
ZIOJTSL,O,X,X,O,X,X,X,X
ZIOJLTS,X,O,O,O,X,X,X,X
ZIOJLST,X,O,X,X,X,X,X,X
ZIOJSTL,X,O,X,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,O,O,X,X,X,X,X,X
ZLTIJSO,O,X,O,O,O,X,X,X
ZLTIJOS,O,X,O,O,O,X,X,X
ZLTISJO,O,X,O,X,O,X,X,X
ZLTISOJ,X,X,O,X,O,X,X,X
ZLTIOJS,O,X,O,X,O,X,X,X
ZLTIOSJ,X,X,O,X,O,X,X,X
ZLTJISO,O,X,O,X,O,X,X,X
ZLTJIOS,O,X,O,X,O,X,X,X
ZLTJSIO,O,X,O,X,O,X,X,X
ZLTJSOI,O,X,X,X,O,O,X,X
ZLTJOIS,O,X,O,X,O,X,X,X
ZLTJOSI,O,X,O,X,O,X,X,X
ZLTSIJO,O,X,O,X,O,X,X,X
ZLTSIOJ,X,X,O,X,O,X,X,X
ZLTSJIO,O,X,O,X,O,X,X,X
ZLTSJOI,O,X,X,X,O,O,X,X
ZLTSOIJ,X,X,O,X,O,X,X,X
ZLTSOJI,X,X,O,X,O,O,X,X
ZLTOIJS,O,X,O,X,O,X,X,X
ZLTOISJ,X,X,O,X,O,X,X,X
ZLTOJIS,O,X,O,X,O,O,X,X
ZLTOJSI,O,X,O,X,O,O,X,X
ZLTOSIJ,X,X,O,X,O,X,X,X
ZLTOSJI,X,X,O,X,O,O,X,X
ZLITJSO,O,X,O,O,O,X,X,X
ZLITJOS,O,X,O,O,O,X,X,X
ZLITSJO,O,X,O,X,O,X,X,X
ZLITSOJ,X,X,O,X,O,X,X,X
ZLITOJS,O,X,O,X,O,X,X,X
ZLITOSJ,X,X,O,X,O,X,X,X
ZLIJTSO,O,X,O,O,O,X,X,X
ZLIJTOS,O,X,O,O,O,X,X,X
ZLIJSTO,O,X,O,O,X,X,X,X
ZLIJSOT,X,X,X,X,X,O,X,X
ZLIJOTS,O,X,O,O,X,X,X,X
ZLIJOST,O,X,O,X,X,X,X,X
ZLISTJO,O,X,O,X,O,X,X,X
ZLISTOJ,X,X,O,X,O,X,X,X
ZLISJTO,X,X,O,O,X,X,X,X
ZLISJOT,X,X,X,X,X,O,X,X
ZLISOTJ,X,X,O,X,X,X,X,X
ZLISOJT,X,X,O,X,X,O,X,X
ZLIOTJS,O,X,O,X,O,X,X,X
ZLIOTSJ,O,O,O,X,O,X,X,X
ZLIOJTS,O,X,O,O,X,O,X,X
ZLIOJST,O,X,O,X,X,O,X,X
ZLIOSTJ,O,O,O,X,X,X,X,O
ZLIOSJT,X,X,O,X,X,O,X,X
ZLJTISO,O,X,O,O,O,X,X,X
ZLJTIOS,O,X,O,O,O,X,X,X
ZLJTSIO,O,X,O,O,O,X,X,X
ZLJTSOI,O,X,X,O,O,O,X,X
ZLJTOIS,O,X,O,O,O,X,X,X
ZLJTOSI,O,X,O,O,O,X,X,X
ZLJITSO,O,X,O,O,O,X,X,X
ZLJITOS,O,X,O,O,O,X,X,X
ZLJISTO,O,X,O,O,X,X,X,X
ZLJISOT,X,X,X,X,X,O,X,X
ZLJIOTS,O,O,O,O,X,X,X,X
ZLJIOST,O,O,O,X,X,X,X,X
ZLJSTIO,O,X,O,O,X,X,X,X
ZLJSTOI,O,X,X,O,X,O,X,X
ZLJSITO,O,X,O,O,X,X,X,X
ZLJSIOT,X,X,X,X,X,O,X,X
ZLJSOTI,X,X,X,X,X,O,X,X
ZLJSOIT,X,X,X,X,X,O,X,X
ZLJOTIS,O,O,O,O,X,O,X,X
ZLJOTSI,O,O,O,O,X,O,X,X
ZLJOITS,O,O,O,O,X,O,X,X
ZLJOIST,O,O,O,X,X,O,X,X
ZLJOSTI,O,O,O,X,X,O,X,X
ZLJOSIT,O,O,O,X,X,O,X,X
ZLSTIJO,O,X,O,X,O,X,X,X
ZLSTIOJ,X,X,O,X,O,X,X,X
ZLSTJIO,O,X,O,X,O,X,X,X
ZLSTJOI,O,X,X,X,O,O,X,X
ZLSTOIJ,X,X,O,X,O,X,X,O
ZLSTOJI,X,X,O,X,O,O,X,O
ZLSITJO,O,X,O,X,O,X,X,X
ZLSITOJ,X,X,O,X,O,X,X,X
ZLSIJTO,X,X,O,O,X,X,X,X
ZLSIJOT,X,X,X,X,X,O,X,X
ZLSIOTJ,X,X,O,X,X,X,X,X
ZLSIOJT,X,X,O,X,X,O,X,X
ZLSJTIO,O,X,O,X,X,X,X,X
ZLSJTOI,O,X,X,X,X,O,X,X
ZLSJITO,O,X,O,X,X,X,X,X
ZLSJIOT,X,X,X,X,X,O,X,X
ZLSJOTI,X,X,X,X,X,O,X,X
ZLSJOIT,X,X,X,X,X,O,X,X
ZLSOTIJ,X,X,O,X,X,X,X,O
ZLSOTJI,X,X,O,X,X,O,X,O
ZLSOITJ,X,X,O,X,X,X,X,O
ZLSOIJT,X,X,O,X,X,O,X,X
ZLSOJTI,X,X,O,X,X,O,X,X
ZLSOJIT,X,X,O,X,X,O,X,X
ZLOTIJS,O,X,O,X,O,X,X,X
ZLOTISJ,O,O,O,X,O,X,X,X
ZLOTJIS,O,O,O,X,O,O,X,X
ZLOTJSI,O,O,O,X,O,O,X,X
ZLOTSIJ,O,O,O,X,O,X,X,X
ZLOTSJI,O,O,O,X,O,O,X,X
ZLOITJS,O,X,O,X,O,X,X,X
ZLOITSJ,O,O,O,X,O,X,X,X
ZLOIJTS,O,X,O,O,X,O,X,X
