sequence,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBmiB?5oBXlBtsBzrB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?doB5oBGsBXsB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?xiB3nB9tBWxB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeGAJvhF0hBxiB?zkB9tBCsB3sB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBdoB?5oBXlBTnBWxB
OISTZJL,O,X,X,X,X
OISLTJZ,O,X,X,X,O
OISLTZJ,O,X,X,X,O
OISLJTZ,O,X,X,X,O
OISLJZT,O,X,X,X,O
OISLZTJ,O,X,X,X,O
OISLZJT,O,X,X,X,O
OISJTLZ,O,X,X,X,O
OISJTZL,O,X,X,X,O
OISJLTZ,O,X,X,X,O
OISJLZT,O,X,X,X,O
OISJZTL,O,X,X,X,O
OISJZLT,O,X,X,X,O
OISZTLJ,O,X,X,X,O
OISZTJL,O,X,X,X,X
OISZLTJ,O,X,X,X,O
OISZLJT,O,X,X,X,O
OISZJTL,O,X,X,X,O
OISZJLT,O,X,X,X,O
OIZTLJS,O,O,X,O,X
OIZTLSJ,O,O,X,O,X
OIZTJLS,O,X,X,O,X
OIZTJSL,O,X,X,O,X
OIZTSLJ,O,X,X,X,O
OIZTSJL,O,X,X,O,X
OIZLTJS,O,O,X,O,X
OIZLTSJ,O,O,X,O,X
OIZLJTS,X,O,X,O,X
OIZLJST,X,O,X,O,X
OIZLSTJ,O,O,X,X,X
OIZLSJT,O,O,X,O,X
OIZJTLS,O,O,X,O,X
OIZJTSL,O,X,X,O,O
OIZJLTS,X,O,X,O,X
OIZJLST,X,O,X,O,X
OIZJSTL,O,X,X,O,O
OIZJSLT,O,X,X,O,O
OIZSTLJ,O,X,X,X,O
OIZSTJL,O,X,X,X,X
OIZSLTJ,O,X,X,X,O
OIZSLJT,O,X,X,X,O
OIZSJTL,O,X,X,O,O
OIZSJLT,O,X,X,O,O
OLTIJSZ,O,O,O,O,X
OLTIJZS,O,O,O,O,X
OLTISJZ,O,O,O,O,X
OLTISZJ,O,O,O,O,X
OLTIZJS,O,O,O,O,X
OLTIZSJ,O,O,O,O,X
OLTJISZ,O,O,O,O,X
OLTJIZS,O,O,O,O,X
OLTJSIZ,O,O,O,O,X
OLTJSZI,O,O,O,O,X
OLTJZIS,O,O,O,O,X
OLTJZSI,O,O,O,O,X
OLTSIJZ,O,O,O,O,X
OLTSIZJ,O,O,O,O,X
OLTSJIZ,O,O,O,O,X
OLTSJZI,O,O,O,O,X
OLTSZIJ,O,O,O,O,X
OLTSZJI,O,X,O,O,X
OLTZIJS,O,O,O,O,X
OLTZISJ,O,O,O,O,X
OLTZJIS,O,O,O,O,X
OLTZJSI,O,O,O,O,X
OLTZSIJ,O,O,O,O,X
OLTZSJI,O,X,O,O,X
OLITJSZ,O,O,O,O,X
OLITJZS,O,O,O,O,X
OLITSJZ,O,O,O,O,X
OLITSZJ,O,O,O,O,X
OLITZJS,O,O,O,O,X
OLITZSJ,O,O,O,O,X
OLIJTSZ,X,O,O,O,X
OLIJTZS,X,O,O,O,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,X,O,X,X,X
OLIJZTS,X,O,O,O,X
OLIJZST,X,O,O,O,X
OLISTJZ,O,O,X,X,X
OLISTZJ,O,O,X,X,X
OLISJTZ,O,O,X,X,X
OLISJZT,O,O,X,X,X
OLISZTJ,O,O,X,X,X
OLISZJT,O,O,X,X,X
OLIZTJS,O,O,O,O,X
OLIZTSJ,O,O,O,O,X
OLIZJTS,X,O,O,O,X
OLIZJST,X,O,O,O,X
OLIZSTJ,O,O,O,X,X
OLIZSJT,O,O,O,O,X
OLJTISZ,X,O,O,O,X
OLJTIZS,X,O,O,O,X
OLJTSIZ,X,O,O,O,X
OLJTSZI,X,O,O,O,X
OLJTZIS,X,O,O,O,X
OLJTZSI,X,O,O,O,X
OLJITSZ,X,O,O,O,X
OLJITZS,X,O,O,O,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,O,X,X,X
OLJIZTS,X,O,O,O,X
OLJIZST,X,O,O,O,X
OLJSTIZ,X,O,O,O,X
OLJSTZI,X,O,O,O,X
OLJSITZ,X,O,X,X,X
OLJSIZT,X,O,X,X,X
OLJSZTI,X,O,O,O,X
OLJSZIT,X,O,O,O,X
OLJZTIS,X,O,O,O,X
OLJZTSI,X,O,O,O,X
OLJZITS,X,O,O,O,X
OLJZIST,X,O,O,O,X
OLJZSTI,X,O,O,O,X
OLJZSIT,X,O,O,O,X
OLSTIJZ,O,O,O,O,X
OLSTIZJ,O,O,O,O,X
OLSTJIZ,O,O,O,O,X
OLSTJZI,O,O,O,O,X
OLSTZIJ,O,O,O,O,X
OLSTZJI,O,X,O,O,X
OLSITJZ,O,O,X,X,X
OLSITZJ,O,O,X,X,X
OLSIJTZ,O,O,X,X,X
OLSIJZT,O,O,X,X,X
OLSIZTJ,O,O,X,X,X
OLSIZJT,O,O,X,X,X
OLSJTIZ,O,O,O,O,X
OLSJTZI,O,O,O,O,X
OLSJITZ,O,O,X,X,X
OLSJIZT,O,O,X,X,X
OLSJZTI,O,O,O,O,X
OLSJZIT,O,O,O,O,X
OLSZTIJ,O,O,O,O,X
OLSZTJI,O,X,O,O,X
OLSZITJ,O,O,O,X,X
OLSZIJT,O,O,O,O,X
OLSZJTI,O,O,O,O,X
OLSZJIT,O,O,O,O,X
OLZTIJS,O,O,O,O,X
OLZTISJ,O,O,O,O,X
OLZTJIS,O,O,O,O,X
OLZTJSI,O,O,O,O,X
OLZTSIJ,O,O,O,O,X
OLZTSJI,O,X,O,O,X
OLZITJS,O,O,O,O,X
OLZITSJ,O,O,O,O,X
OLZIJTS,X,O,O,O,X
OLZIJST,X,O,O,O,X
OLZISTJ,O,O,O,X,X
OLZISJT,O,O,O,O,X
OLZJTIS,X,O,O,O,X
OLZJTSI,X,O,O,O,X
OLZJITS,X,O,O,O,X
OLZJIST,X,O,O,O,X
OLZJSTI,X,O,O,O,X
OLZJSIT,X,O,O,O,X
OLZSTIJ,O,O,O,O,X
OLZSTJI,O,X,O,O,X
OLZSITJ,O,O,O,X,X
OLZSIJT,O,O,O,O,X
OLZSJTI,O,O,O,O,X
OLZSJIT,O,O,O,O,X
OJTILSZ,O,O,O,O,X
OJTILZS,O,O,O,O,X
OJTISLZ,O,X,X,O,O
OJTISZL,O,X,X,O,O
OJTIZLS,O,O,O,O,X
OJTIZSL,O,X,X,O,O
OJTLISZ,O,O,O,O,X
OJTLIZS,O,O,O,O,X
OJTLSIZ,O,O,O,O,X
OJTLSZI,O,O,O,O,X
OJTLZIS,O,O,O,O,X
OJTLZSI,O,O,O,O,X
OJTSILZ,O,X,O,O,O
OJTSIZL,O,X,O,O,O
OJTSLIZ,O,X,O,O,O
OJTSLZI,O,X,O,O,O
OJTSZIL,O,X,O,O,O
OJTSZLI,O,X,O,O,O
OJTZILS,O,O,O,O,X
OJTZISL,O,X,X,O,O
OJTZLIS,O,O,O,O,X
OJTZLSI,O,O,O,O,X
OJTZSIL,O,X,O,O,O
OJTZSLI,O,X,O,O,O
OJITLSZ,O,O,X,O,X
OJITLZS,O,O,X,O,X
OJITSLZ,O,X,X,O,O
OJITSZL,O,X,X,O,O
OJITZLS,O,O,X,O,X
OJITZSL,O,X,X,O,O
OJILTSZ,X,O,X,O,X
OJILTZS,X,O,X,O,X
OJILSTZ,X,O,X,X,X
OJILSZT,X,O,X,X,X
OJILZTS,X,O,X,O,X
OJILZST,X,O,X,O,X
OJISTLZ,O,X,X,X,O
OJISTZL,O,X,X,X,O
OJISLTZ,O,X,X,X,O
OJISLZT,O,X,X,X,O
OJISZTL,O,X,X,X,O
OJISZLT,O,X,X,X,O
OJIZTLS,O,O,X,O,X
OJIZTSL,O,X,X,O,O
OJIZLTS,X,O,X,O,X
OJIZLST,X,O,X,O,X
OJIZSTL,O,X,X,O,O
OJIZSLT,O,X,X,O,O
OJLTISZ,X,O,O,O,X
OJLTIZS,X,O,O,O,X
OJLTSIZ,X,O,O,O,X
OJLTSZI,X,O,O,O,X
OJLTZIS,X,O,O,O,X
OJLTZSI,X,O,O,O,X
OJLITSZ,X,O,O,O,X
OJLITZS,X,O,O,O,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,O,X,X,X
OJLIZTS,X,O,O,O,X
OJLIZST,X,O,O,O,X
OJLSTIZ,X,O,O,O,X
OJLSTZI,X,O,O,O,X
OJLSITZ,X,O,X,X,X
OJLSIZT,X,O,X,X,X
OJLSZTI,X,O,O,O,X
OJLSZIT,X,O,O,O,X
OJLZTIS,X,O,O,O,X
OJLZTSI,X,O,O,O,X
OJLZITS,X,O,O,O,X
OJLZIST,X,O,O,O,X
OJLZSTI,X,O,O,O,X
OJLZSIT,X,O,O,O,X
OJSTILZ,O,X,X,O,O
OJSTIZL,O,X,X,O,O
OJSTLIZ,O,X,X,O,O
OJSTLZI,O,X,X,O,O
OJSTZIL,O,X,X,O,O
OJSTZLI,O,X,X,O,O
OJSITLZ,O,X,X,X,O
OJSITZL,O,X,X,X,O
OJSILTZ,O,X,X,X,O
OJSILZT,O,X,X,X,O
OJSIZTL,O,X,X,X,O
OJSIZLT,O,X,X,X,O
OJSLTIZ,O,X,X,O,O
OJSLTZI,O,X,X,O,O
OJSLITZ,O,X,X,X,O
OJSLIZT,O,X,X,X,O
OJSLZTI,O,X,X,O,O
OJSLZIT,O,X,X,O,O
OJSZTIL,O,X,X,O,O
OJSZTLI,O,X,X,O,O
OJSZITL,O,X,X,O,O
OJSZILT,O,X,X,O,O
OJSZLTI,O,X,X,O,O
OJSZLIT,O,X,X,O,O
OJZTILS,O,O,O,O,X
OJZTISL,O,X,X,O,O
OJZTLIS,O,O,O,O,X
OJZTLSI,O,O,O,O,X
OJZTSIL,O,X,O,O,O
OJZTSLI,O,X,O,O,O
OJZITLS,O,O,X,O,X
OJZITSL,O,X,X,O,O
OJZILTS,X,O,O,O,X
OJZILST,X,O,O,O,X
OJZISTL,O,X,X,O,O
OJZISLT,O,X,X,O,O
OJZLTIS,X,O,O,O,X
OJZLTSI,X,O,O,O,X
OJZLITS,X,O,O,O,X
OJZLIST,X,O,O,O,X
OJZLSTI,X,O,O,O,X
OJZLSIT,X,O,O,O,X
OJZSTIL,O,X,X,O,O
OJZSTLI,O,X,X,O,O
OJZSITL,O,X,X,O,O
OJZSILT,O,X,X,O,O
OJZSLTI,O,X,X,O,O
OJZSLIT,O,X,X,O,O
OSTILJZ,O,X,X,O,O
OSTILZJ,O,X,X,O,O
OSTIJLZ,O,X,X,O,O
OSTIJZL,O,X,X,O,O
OSTIZLJ,O,X,X,X,O
OSTIZJL,O,X,X,O,X
OSTLIJZ,O,X,X,O,O
OSTLIZJ,O,X,X,O,O
OSTLJIZ,O,X,X,O,O
OSTLJZI,O,X,X,O,O
OSTLZIJ,O,X,X,O,O
OSTLZJI,O,X,X,O,X
OSTJILZ,O,X,X,O,O
OSTJIZL,O,X,X,O,O
OSTJLIZ,O,X,X,O,O
OSTJLZI,O,X,X,O,O
OSTJZIL,O,X,X,O,O
OSTJZLI,O,X,X,O,O
OSTZILJ,O,X,X,X,O
OSTZIJL,O,X,X,O,X
OSTZLIJ,O,X,X,O,O
OSTZLJI,O,X,X,O,X
OSTZJIL,O,X,X,O,X
OSTZJLI,O,X,X,O,X
OSITLJZ,O,X,X,X,O
OSITLZJ,O,X,X,X,O
OSITJLZ,O,X,X,X,O
OSITJZL,O,X,X,X,O
OSITZLJ,O,X,X,X,O
OSITZJL,O,X,X,X,X
OSILTJZ,O,X,X,X,O
OSILTZJ,O,X,X,X,O
OSILJTZ,O,X,X,X,O
OSILJZT,O,X,X,X,O
OSILZTJ,O,X,X,X,O
OSILZJT,O,X,X,X,O
OSIJTLZ,O,X,X,X,O
OSIJTZL,O,X,X,X,O
OSIJLTZ,O,X,X,X,O
OSIJLZT,O,X,X,X,O
OSIJZTL,O,X,X,X,O
OSIJZLT,O,X,X,X,O
OSIZTLJ,O,X,X,X,O
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,X,X,O
OSIZLJT,O,X,X,X,O
OSIZJTL,O,X,X,X,O
OSIZJLT,O,X,X,X,O
OSLTIJZ,O,X,X,O,O
OSLTIZJ,O,X,X,O,O
OSLTJIZ,O,X,X,O,O
OSLTJZI,O,X,X,O,O
OSLTZIJ,O,X,X,O,O
OSLTZJI,O,X,X,O,X
OSLITJZ,O,X,X,X,O
OSLITZJ,O,X,X,X,O
OSLIJTZ,O,X,X,X,O
OSLIJZT,O,X,X,X,O
OSLIZTJ,O,X,X,X,O
OSLIZJT,O,X,X,X,O
OSLJTIZ,O,X,X,O,O
OSLJTZI,O,X,X,O,O
OSLJITZ,O,X,X,X,O
OSLJIZT,O,X,X,X,O
OSLJZTI,O,X,X,O,O
OSLJZIT,O,X,X,O,O
OSLZTIJ,O,X,X,O,O
OSLZTJI,O,X,X,O,X
OSLZITJ,O,X,X,X,O
OSLZIJT,O,X,X,O,O
OSLZJTI,O,X,X,O,O
OSLZJIT,O,X,X,O,O
OSJTILZ,O,X,X,O,O
OSJTIZL,O,X,X,O,O
OSJTLIZ,O,X,X,O,O
OSJTLZI,O,X,X,O,O
OSJTZIL,O,X,X,O,O
OSJTZLI,O,X,X,O,O
OSJITLZ,O,X,X,X,O
OSJITZL,O,X,X,X,O
OSJILTZ,O,X,X,X,O
OSJILZT,O,X,X,X,O
OSJIZTL,O,X,X,X,O
OSJIZLT,O,X,X,X,O
OSJLTIZ,O,X,X,O,O
OSJLTZI,O,X,X,O,O
OSJLITZ,O,X,X,X,O
OSJLIZT,O,X,X,X,O
OSJLZTI,O,X,X,O,O
OSJLZIT,O,X,X,O,O
OSJZTIL,O,X,X,O,O
OSJZTLI,O,X,X,O,O
OSJZITL,O,X,X,O,O
OSJZILT,O,X,X,O,O
OSJZLTI,O,X,X,O,O
OSJZLIT,O,X,X,O,O
OSZTILJ,O,X,X,X,O
OSZTIJL,O,X,X,O,X
OSZTLIJ,O,X,X,O,O
OSZTLJI,O,X,X,O,X
OSZTJIL,O,X,X,O,X
OSZTJLI,O,X,X,O,X
OSZITLJ,O,X,X,X,O
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,X,X,O
OSZILJT,O,X,X,X,O
OSZIJTL,O,X,X,O,O
OSZIJLT,O,X,X,O,O
OSZLTIJ,O,X,X,O,O
OSZLTJI,O,X,X,O,X
OSZLITJ,O,X,X,X,O
OSZLIJT,O,X,X,O,O
OSZLJTI,O,X,X,O,O
OSZLJIT,O,X,X,O,O
OSZJTIL,O,X,X,O,O
OSZJTLI,O,X,X,O,O
OSZJITL,O,X,X,O,O
OSZJILT,O,X,X,O,O
OSZJLTI,O,X,X,O,O
OSZJLIT,O,X,X,O,O
OZTILJS,O,O,O,O,X
OZTILSJ,O,O,O,O,X
OZTIJLS,O,X,X,O,X
OZTIJSL,O,X,X,O,X
OZTISLJ,O,X,X,X,O
OZTISJL,O,X,X,O,X
OZTLIJS,O,O,O,O,X
OZTLISJ,O,O,O,O,X
OZTLJIS,O,O,O,O,X
OZTLJSI,O,X,O,O,X
OZTLSIJ,O,O,O,O,X
OZTLSJI,O,X,O,O,X
OZTJILS,O,X,O,O,X
OZTJISL,O,X,X,O,X
OZTJLIS,O,X,O,O,X
OZTJLSI,O,X,O,O,X
OZTJSIL,O,X,O,O,X
OZTJSLI,O,X,O,O,X
OZTSILJ,O,X,O,X,O
OZTSIJL,O,X,X,O,X
OZTSLIJ,O,X,O,O,O
OZTSLJI,O,X,O,O,X
OZTSJIL,O,X,X,O,X
OZTSJLI,O,X,X,O,X
OZITLJS,O,O,X,O,X
OZITLSJ,O,O,X,O,X
OZITJLS,O,X,X,O,X
OZITJSL,O,X,X,O,X
OZITSLJ,O,X,X,X,O
OZITSJL,O,X,X,O,X
OZILTJS,O,O,O,O,X
OZILTSJ,O,O,O,O,X
OZILJTS,X,O,O,O,X
OZILJST,X,O,O,O,X
OZILSTJ,O,O,O,X,X
OZILSJT,O,O,O,O,X
OZIJTLS,O,O,X,O,X
OZIJTSL,O,X,X,O,O
OZIJLTS,X,O,X,O,X
OZIJLST,X,O,X,O,X
OZIJSTL,O,X,X,O,O
OZIJSLT,O,X,X,O,O
OZISTLJ,O,X,X,X,O
OZISTJL,O,X,X,X,X
OZISLTJ,O,X,X,X,O
OZISLJT,O,X,X,X,O
OZISJTL,O,X,X,O,O
OZISJLT,O,X,X,O,O
OZLTIJS,O,O,O,O,X
OZLTISJ,O,O,O,O,X
OZLTJIS,O,O,O,O,X
OZLTJSI,O,O,O,O,X
OZLTSIJ,O,O,O,O,X
OZLTSJI,O,X,O,O,X
OZLITJS,O,O,O,O,X
OZLITSJ,O,O,O,O,X
OZLIJTS,X,O,O,O,X
OZLIJST,X,O,O,O,X
OZLISTJ,O,O,O,X,X
OZLISJT,O,O,O,O,X
OZLJTIS,X,O,O,O,X
OZLJTSI,X,O,O,O,X
OZLJITS,X,O,O,O,X
OZLJIST,X,O,O,O,X
OZLJSTI,X,O,O,O,X
OZLJSIT,X,O,O,O,X
OZLSTIJ,O,O,O,O,X
OZLSTJI,O,X,O,O,X
OZLSITJ,O,O,O,X,X
OZLSIJT,O,O,O,O,X
OZLSJTI,O,O,O,O,X
OZLSJIT,O,O,O,O,X
OZJTILS,O,O,O,O,X
OZJTISL,O,X,X,O,O
OZJTLIS,O,O,O,O,X
OZJTLSI,O,O,O,O,X
OZJTSIL,O,X,O,O,O
OZJTSLI,O,X,O,O,O
OZJITLS,O,O,X,O,X
OZJITSL,O,X,X,O,O
OZJILTS,X,O,O,O,X
OZJILST,X,O,O,O,X
OZJISTL,O,X,X,O,O
OZJISLT,O,X,X,O,O
OZJLTIS,X,O,O,O,X
OZJLTSI,X,O,O,O,X
OZJLITS,X,O,O,O,X
OZJLIST,X,O,O,O,X
OZJLSTI,X,O,O,O,X
OZJLSIT,X,O,O,O,X
OZJSTIL,O,X,X,O,O
OZJSTLI,O,X,X,O,O
OZJSITL,O,X,X,O,O
OZJSILT,O,X,X,O,O
OZJSLTI,O,X,X,O,O
OZJSLIT,O,X,X,O,O
OZSTILJ,O,X,X,X,O
OZSTIJL,O,X,X,O,X
OZSTLIJ,O,X,X,O,O
OZSTLJI,O,X,X,O,X
OZSTJIL,O,X,X,O,X
OZSTJLI,O,X,X,O,X
OZSITLJ,O,X,X,X,O
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,X,X,O
OZSILJT,O,X,X,X,O
OZSIJTL,O,X,X,O,O
OZSIJLT,O,X,X,O,O
OZSLTIJ,O,X,X,O,O
OZSLTJI,O,X,X,O,X
OZSLITJ,O,X,X,X,O
OZSLIJT,O,X,X,O,O
OZSLJTI,O,X,X,O,O
OZSLJIT,O,X,X,O,O
OZSJTIL,O,X,X,O,O
OZSJTLI,O,X,X,O,O
OZSJITL,O,X,X,O,O
OZSJILT,O,X,X,O,O
OZSJLTI,O,X,X,O,O
OZSJLIT,O,X,X,O,O
