sequence,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFzfBRhBcnBFmBXq?BWxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFlgB/pBxmBiqBzr?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@FhB8HeB8GeD8BeB8CeB8JeTCJvhFmlBxpBUsB/pB6r?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Je0BJvhFmlBxpBzrB/pB6s?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Jel/IvhF/pBOqBxmBzlBUs?BCsB,v115@FhB8HeB8GeD8BeB8CeB8JeUAJvhFFhBmpBRrB/pB6s?BzrB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFxgBTiB/pBGmBiq?BVxB,v115@FhB8HeB8GeD8BeB8CeB8JeRAJvhF1mB0lBmpBzrB/p?B6sB,v115@FhB8HeB8GeD8BeB8CeB8JemAJvhFSnBxkBTkBXqBlr?BUsB,v115@FhB8HeB8GeD8BeB8CeB8JeXAJvhFxhB2pBzlBCnBVx?B0pB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhFXhBypBFnBGrB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhF8lBSnBTkBeqB3m?BVxB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFChB/rBFnBxpB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFUhBFlBRrBXsBzp?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeUBJvhF/pBFlBRrBTsBmp?BCsB
JZOSILT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JZOSLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZOSLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTILZS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTISLZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTISZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTIZSL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLSIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
JOTLZIS,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
JOTLZSI,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
JOTSILZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSIZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOTZILS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZISL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOITLSZ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOITLZS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOITSLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOITZLS,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOITZSL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOILTSZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
JOILTZS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
JOILSTZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOILZST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOISTZL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISLTZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
JOIZLTS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
JOIZSLT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
JOLTISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOLTSIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOLTSZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
JOLTZIS,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
JOLITSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLITZS,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLISTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
JOLSITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLZITS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSTILZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTIZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOSTZIL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSITLZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOSITZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
JOSLITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSZITL,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZTISL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZTSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZITLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZITSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZILTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JOZISLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZLITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZSITL,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JOZSILT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILJZO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STILJOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STILOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STIJLZO,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X
STIJLOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STIJZOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STIJOLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STIZLOJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STIZJLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STIZJOL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STIZOLJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STIZOJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STIOLJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STIOJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STIOZLJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STIOZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STLIJZO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
STLIJOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STLIZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STLIOJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STLJIZO,X,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
STLJIOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STLZIOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
STLZJIO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLOJIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X
STJILOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJIZLO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STJIZOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STJIOLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X
STJLIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZILO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STJZLIO,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZOIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJOZIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STZILOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
STZIJLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZIJOL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STZIOLJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STZIOJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STZLIJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
STZLIOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
STZLJIO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZJIOL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
STZJLOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STZJOIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOLIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOIJLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STOIZLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STOIZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STOLIJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJLZI,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOJZIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOZIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOZLIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SITLJOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITJLZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X
SITJLOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X
SITJZOL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O
SITJOLZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SITZLOJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SITZJLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SITZJOL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SITZOLJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SITZOJL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SITOLJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOJLZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SITOZLJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SITOZJL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SILTJZO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
SILTJOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
SILTZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
SILTOJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
SILJTZO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SILZTOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
SILZJTO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZOTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X
SIJTLOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X
SIJTZOL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O
SIJTOLZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SIJLTZO,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZTLO,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIJZLTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
