sequence,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgBWnBxiBToBXsByvB,v115@HhA8IeF8DeB8EeC8Jel/IvhF3gBTjBxsBurBcsByvB,v115@HhA8IeF8DeB8EeC8Jex/IvhFmhBCjBToBXsBUqBFrB,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgBWnBTjBxsByvBXsB,v115@HhA8IeF8DeB8EeC8Je0/IvhFmgBCiBTjBxsB1vBXsB,v115@HhA8IeF8DeB8EeC8Je0/IvhFxgBKnBziB+oB3qB1wB,v115@HhA8IeF8DeB8EeC8Jel/IvhFUhBRiB+oB3nBTqBywB,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgB3hBOsBToBCoBxvB,v115@HhA8IeF8DeB8EeC8Jel/IvhFRhBGjBUoBXsBTqBirB,v115@HhA8IeF8DeB8EeC8Jel/IvhFUhBGjBxsBTqBisB3rB,v115@HhA8IeF8DeB8EeC8Jex/IvhFKnBziB+oBFqBXrB0rB,v115@HhA8IeF8DeB8EeC8Je0/IvhFxgBOnB6oBznB3qB1wB,v115@HhA8IeF8DeB8EeC8Jel/IvhFThBiiB+oB3nBcqBRwB,v115@HhA8IeF8DeB8EeC8Jex/IvhFOnB6oBznBFqBXrB0rB,v115@HhA8IeF8DeB8EeC8JeSFJvhFxiBcsBToBlrBmpBXrB,v115@HhA8IeF8DeB8EeC8Jel/IvhFThBOnBXjBStBcqBRwB,v115@HhA8IeF8DeB8EeC8Je0/IvhFVmBxnBGoBisBTqB3rB
JOZLIST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JOZLSIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZSTIL,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOZSTLI,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOZSITL,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZSLTI,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
JOZSLIT,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STILJZO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STILZJO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOLZJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLZIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZJIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STZILJO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZILOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLIJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZLIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SILTJZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SILJTOZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SILJZTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SILJOZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOJTZ,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
SILOJZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOZTJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJLZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJLOZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJOLZT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJOZLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTJO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJTO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTJZL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOLTJZ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
SIOLJZT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOJTZL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
SIOJLZT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTIJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIZJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SLTZIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLITJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLITZJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SLITZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLITOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJOTZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIJOZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZTJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SLIZTOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SLIOJZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOZTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTIZO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SLJTIOZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SLJTZIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLJITOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLJIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJIOTZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLJIOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJZTIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJZIOT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLJZOTI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
