sequence,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFCgBXhBVnB8pBGr?BTsB,v115@EhC8HeB8HeB8BeC8CeB8Je2EJvhFRgBUiB3lB1rBTp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFzfBfmBlhB8rB+s?BCqB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhF8lBzhBikB+sB3p?BlrB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhFlhBOpB8pBzlBXn?BSxB,v115@EhC8HeB8HeB8BeC8CeB8Jei/IvhFRhBFlBXmB8rB+s?BTpB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFChBVnBupB/rBUl?BTsB,v115@EhC8HeB8HeB8BeC8CeB8JeXAJvhF8lBzhBlpBxrBOp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFfmBlhBUlB6sBup?BzrB
JSLITOZ,X,X,O,O,X,X,O,X,X
JSLIZTO,X,X,O,O,X,X,X,X,O
JSLIZOT,X,X,O,O,X,X,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,X,X
JSLIOZT,X,X,O,O,X,X,X,X,X
JSLZTIO,X,X,O,O,X,X,X,X,O
JSLZTOI,X,X,O,O,X,X,X,X,X
JSLZITO,X,X,O,O,X,X,X,X,O
JSLZIOT,X,X,O,O,X,X,X,X,X
JSLZOTI,X,X,O,O,X,X,X,X,X
JSLZOIT,X,X,O,O,X,X,X,X,X
JSLOTIZ,X,X,O,O,X,X,X,X,X
JSLOTZI,X,X,O,O,X,X,X,X,X
JSLOITZ,X,X,O,X,X,X,X,X,X
JSLOIZT,X,X,O,O,X,X,X,X,X
JSLOZTI,X,X,O,O,X,X,X,X,X
JSLOZIT,X,X,O,O,X,X,X,X,X
JSZTILO,O,O,O,O,X,O,O,X,X
JSZTIOL,O,O,O,O,X,O,X,X,X
JSZTLIO,O,O,O,O,X,O,O,X,X
JSZTLOI,O,X,O,O,X,O,X,X,X
JSZTOIL,O,O,O,O,X,O,X,X,X
JSZTOLI,O,X,O,O,X,O,X,X,X
JSZITLO,O,O,O,O,X,O,O,X,X
JSZITOL,O,O,O,O,X,O,X,X,X
JSZILTO,O,X,O,O,X,O,X,X,O
JSZILOT,X,X,O,O,X,O,X,X,X
JSZIOTL,X,X,O,O,X,O,X,X,X
JSZIOLT,X,X,O,X,X,O,X,X,X
JSZLTIO,O,X,O,O,X,O,X,X,O
JSZLTOI,O,X,O,O,X,O,X,X,X
JSZLITO,O,X,O,O,X,O,X,X,O
JSZLIOT,X,X,O,O,X,O,X,X,X
JSZLOTI,X,X,O,O,X,O,X,X,X
JSZLOIT,X,X,O,O,X,O,X,X,X
JSZOTIL,X,X,O,O,X,O,X,X,X
JSZOTLI,X,X,O,O,X,O,X,X,X
JSZOITL,X,X,O,O,X,O,X,X,X
JSZOILT,X,X,O,X,X,O,X,X,X
JSZOLTI,X,X,O,O,X,O,X,X,X
JSZOLIT,X,X,O,O,X,O,X,X,X
JSOTILZ,X,O,X,O,X,O,O,X,X
JSOTIZL,X,O,X,O,X,X,O,X,X
JSOTLIZ,X,O,X,O,X,O,O,X,X
JSOTLZI,X,O,X,O,X,O,O,X,X
JSOTZIL,X,O,X,O,X,O,O,X,X
JSOTZLI,X,O,X,O,X,O,O,X,X
JSOITLZ,X,O,X,X,X,X,O,X,X
JSOITZL,X,O,X,X,X,X,O,X,X
JSOILTZ,X,O,O,X,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,X,X,X
JSOIZTL,X,O,O,X,X,X,X,X,X
JSOIZLT,X,X,O,X,X,X,X,X,X
JSOLTIZ,X,O,O,O,X,O,X,X,X
JSOLTZI,X,O,O,O,X,O,X,X,X
JSOLITZ,X,O,O,X,X,X,X,X,X
JSOLIZT,X,X,O,O,X,X,X,X,X
JSOLZTI,X,X,O,O,X,O,X,X,X
JSOLZIT,X,X,O,O,X,O,X,X,X
JSOZTIL,X,O,O,O,X,O,X,X,X
JSOZTLI,X,O,O,O,X,O,X,X,X
JSOZITL,X,O,O,O,X,O,X,X,X
JSOZILT,X,X,O,X,X,O,X,X,X
JSOZLTI,X,X,O,O,X,O,X,X,X
JSOZLIT,X,X,O,O,X,O,X,X,X
JZTILSO,O,X,O,X,O,O,X,O,X
JZTILOS,O,X,O,O,O,O,X,O,X
JZTISLO,O,X,O,O,X,O,X,O,X
JZTISOL,O,X,O,O,X,O,X,O,X
JZTIOLS,O,X,X,O,O,O,X,O,X
JZTIOSL,O,X,O,O,O,O,X,O,X
JZTLISO,O,X,O,X,O,O,X,X,X
JZTLIOS,O,X,O,O,O,O,X,X,X
JZTLSIO,O,X,O,O,O,O,X,X,X
JZTLSOI,O,X,O,O,O,O,X,X,X
JZTLOIS,O,X,O,O,O,O,X,X,X
JZTLOSI,O,X,O,O,O,O,X,X,X
JZTSILO,O,X,O,O,X,O,X,O,X
JZTSIOL,O,X,O,O,X,O,X,O,X
JZTSLIO,O,X,O,O,X,O,X,X,X
JZTSLOI,O,X,O,O,X,O,X,X,X
JZTSOIL,O,X,O,O,X,O,X,X,X
JZTSOLI,O,X,O,O,X,O,X,X,X
JZTOILS,O,X,X,O,O,O,X,X,X
JZTOISL,O,X,O,O,O,O,X,X,X
JZTOLIS,O,X,X,O,O,O,X,X,X
JZTOLSI,O,X,X,O,O,O,X,X,X
JZTOSIL,O,X,O,O,O,O,X,X,X
JZTOSLI,O,X,O,O,X,O,X,X,X
JZITLSO,O,X,O,X,O,O,X,O,X
JZITLOS,O,X,O,O,O,O,X,O,X
JZITSLO,O,X,O,O,X,O,X,O,X
JZITSOL,O,X,O,O,X,O,X,O,X
JZITOLS,O,X,X,O,O,O,X,O,X
JZITOSL,O,X,O,O,O,O,X,O,X
JZILTSO,O,X,O,X,O,O,X,X,X
JZILTOS,O,X,O,O,O,O,X,X,X
JZILSTO,O,X,O,X,O,O,X,X,O
JZILSOT,X,X,O,X,O,O,X,X,X
JZILOTS,O,X,O,X,O,O,X,X,X
JZILOST,O,X,O,X,O,O,X,X,X
JZISTLO,O,X,O,O,X,O,O,X,X
JZISTOL,O,X,O,O,X,O,X,X,X
JZISLTO,O,X,O,O,O,O,X,X,O
JZISLOT,X,X,O,O,O,O,X,X,X
JZISOTL,X,X,O,O,O,O,X,X,X
JZISOLT,X,X,O,X,O,O,X,X,X
JZIOTLS,O,X,X,O,O,O,X,O,X
JZIOTSL,O,X,O,O,O,O,O,O,X
JZIOLTS,O,X,O,X,O,O,X,X,X
JZIOLST,O,X,O,X,O,O,X,X,X
JZIOSTL,O,X,O,X,O,O,X,X,X
JZIOSLT,O,X,O,X,O,O,X,X,X
JZLTISO,O,X,O,X,O,O,X,X,X
JZLTIOS,O,X,O,O,O,O,X,X,X
JZLTSIO,O,X,O,O,O,O,X,X,X
JZLTSOI,O,X,O,O,O,O,X,X,X
JZLTOIS,O,X,O,O,O,O,X,X,X
JZLTOSI,O,X,O,O,O,O,X,X,X
JZLITSO,O,X,O,X,O,O,X,X,X
JZLITOS,O,X,O,O,O,O,X,X,X
JZLISTO,O,X,O,X,O,O,X,X,O
JZLISOT,X,X,O,X,O,O,X,X,X
JZLIOTS,O,X,O,X,O,O,X,X,X
JZLIOST,O,X,O,X,O,O,X,X,X
JZLSTIO,O,X,O,O,O,O,X,X,O
JZLSTOI,O,X,O,O,O,O,X,X,X
JZLSITO,O,X,O,O,O,O,X,X,O
JZLSIOT,X,X,O,O,O,O,X,X,X
JZLSOTI,X,X,O,O,O,O,X,X,X
JZLSOIT,X,X,O,O,O,O,X,X,X
JZLOTIS,O,X,O,X,O,O,X,X,X
JZLOTSI,O,X,O,X,O,O,X,X,X
JZLOITS,O,X,O,X,O,O,X,X,X
JZLOIST,O,X,O,X,O,O,X,X,X
JZLOSTI,O,X,O,X,O,O,X,X,X
JZLOSIT,O,X,O,X,O,O,X,X,X
JZSTILO,O,X,O,O,X,O,O,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X
JZSTLIO,O,X,O,O,X,O,O,X,X
JZSTLOI,O,X,O,O,X,O,X,X,X
JZSTOIL,O,X,O,O,X,O,X,X,X
JZSTOLI,O,X,O,O,X,O,X,X,X
JZSITLO,O,X,O,O,X,O,O,X,X
JZSITOL,O,X,O,O,X,O,X,X,X
JZSILTO,O,X,O,O,O,O,X,X,O
JZSILOT,X,X,O,O,O,O,X,X,X
JZSIOTL,X,X,O,O,O,O,X,X,X
JZSIOLT,X,X,O,X,O,O,X,X,X
JZSLTIO,O,X,O,O,O,O,X,X,O
JZSLTOI,O,X,O,O,O,O,X,X,X
JZSLITO,O,X,O,O,O,O,X,X,O
JZSLIOT,X,X,O,O,O,O,X,X,X
JZSLOTI,X,X,O,O,O,O,X,X,X
JZSLOIT,X,X,O,O,O,O,X,X,X
JZSOTIL,X,X,O,O,O,O,X,X,X
JZSOTLI,X,X,O,O,X,O,X,X,X
JZSOITL,X,X,O,O,O,O,X,X,X
JZSOILT,X,X,O,X,O,O,X,X,X
JZSOLTI,X,X,O,O,O,O,X,X,X
JZSOLIT,X,X,O,O,O,O,X,X,X
JZOTILS,O,X,X,O,O,O,X,X,X
JZOTISL,O,X,O,O,O,O,O,X,X
JZOTLIS,O,X,X,O,O,O,X,X,X
JZOTLSI,O,X,X,O,O,O,X,X,X
JZOTSIL,O,X,O,O,O,O,O,X,X
JZOTSLI,O,X,O,O,X,O,O,X,X
JZOITLS,O,X,X,O,O,O,X,X,X
JZOITSL,O,X,O,O,O,O,O,X,X
JZOILTS,O,X,O,X,O,O,X,X,X
JZOILST,O,X,O,X,O,O,X,X,X
JZOISTL,O,X,O,X,O,O,X,X,X
JZOISLT,O,X,O,X,O,O,X,X,X
JZOLTIS,O,X,O,X,O,O,X,X,X
JZOLTSI,O,X,O,X,O,O,X,X,X
JZOLITS,O,X,O,X,O,O,X,X,X
JZOLIST,O,X,O,X,O,O,X,X,X
JZOLSTI,O,X,O,X,O,O,X,X,X
JZOLSIT,O,X,O,X,O,O,X,X,X
JZOSTIL,O,X,O,O,O,O,X,X,X
JZOSTLI,O,X,O,O,X,O,X,X,X
JZOSITL,O,X,O,O,O,O,X,X,X
JZOSILT,O,X,O,X,O,O,X,X,X
JZOSLTI,O,X,O,O,O,O,X,X,X
JZOSLIT,O,X,O,O,O,O,X,X,X
JOTILSZ,O,O,X,X,O,O,O,X,X
JOTILZS,O,O,X,X,O,O,X,X,X
JOTISLZ,O,O,X,O,X,O,O,X,X
JOTISZL,O,O,X,O,X,X,O,X,X
JOTIZLS,O,O,X,O,O,O,X,X,X
JOTIZSL,O,O,X,O,O,O,O,X,X
JOTLISZ,O,O,X,X,X,O,O,X,X
JOTLIZS,O,O,X,X,X,O,X,X,X
JOTLSIZ,O,O,X,O,X,O,O,X,X
JOTLSZI,O,O,X,O,X,O,O,X,X
JOTLZIS,O,O,X,O,X,O,X,X,X
JOTLZSI,O,O,X,O,X,O,X,X,X
JOTSILZ,O,O,X,O,X,O,O,X,X
JOTSIZL,O,O,X,O,X,X,O,X,X
JOTSLIZ,O,O,X,O,X,O,O,X,X
JOTSLZI,O,O,X,O,X,O,O,X,X
JOTSZIL,O,O,X,O,X,O,O,X,X
JOTSZLI,O,O,X,O,X,O,O,X,X
JOTZILS,O,O,X,O,O,O,X,X,X
JOTZISL,O,O,X,O,O,O,O,X,X
JOTZLIS,O,O,X,O,O,O,X,X,X
JOTZLSI,O,O,X,O,X,O,X,X,X
JOTZSIL,O,O,X,O,O,O,O,X,X
JOTZSLI,O,O,X,O,X,O,O,X,X
JOITLSZ,O,O,X,X,O,O,O,X,X
JOITLZS,O,O,X,X,O,O,X,X,X
JOITSLZ,O,O,X,X,X,O,O,X,X
JOITSZL,O,O,X,X,X,X,O,X,X
JOITZLS,O,O,X,X,O,O,X,X,X
JOITZSL,O,O,X,X,O,O,O,X,X
JOILTSZ,O,O,O,X,O,O,O,X,X
JOILTZS,O,O,O,X,O,O,X,X,X
JOILSTZ,X,O,O,X,O,X,X,X,X
JOILSZT,X,O,O,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,O,X,X,X
JOILZST,O,O,O,X,X,O,X,X,X
JOISTLZ,O,O,X,X,X,X,O,X,X
JOISTZL,O,O,X,X,X,X,O,X,X
JOISLTZ,X,O,O,X,X,X,X,X,X
JOISLZT,X,O,O,X,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,O,X,X,X
JOIZTSL,O,O,O,X,X,O,O,X,X
JOIZLTS,O,O,O,X,X,O,X,X,X
JOIZLST,O,O,O,X,X,O,X,X,X
JOIZSTL,O,O,O,X,X,O,X,X,X
JOIZSLT,O,X,O,X,X,O,X,X,X
JOLTISZ,O,O,O,X,O,O,O,X,X
JOLTIZS,O,O,O,X,O,O,X,X,X
JOLTSIZ,O,O,O,X,X,O,O,X,X
JOLTSZI,O,O,O,X,X,O,O,X,X
JOLTZIS,O,O,O,X,O,O,X,X,X
JOLTZSI,O,O,O,X,O,O,X,X,X
JOLITSZ,O,O,O,X,O,O,O,X,X
JOLITZS,O,O,O,X,O,O,X,X,X
JOLISTZ,X,O,O,X,O,X,X,X,X
JOLISZT,X,O,O,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,O,X,X,X
JOLIZST,O,O,O,X,X,O,X,X,X
JOLSTIZ,X,O,O,X,O,O,X,X,X
JOLSTZI,X,O,O,X,O,O,X,X,X
JOLSITZ,X,O,O,X,O,X,X,X,X
JOLSIZT,X,O,O,X,X,X,X,X,X
JOLSZTI,X,O,O,X,O,O,X,X,X
JOLSZIT,X,O,O,X,O,O,X,X,X
JOLZTIS,O,O,O,X,O,O,X,X,X
JOLZTSI,O,O,O,X,O,O,X,X,X
JOLZITS,O,O,O,X,O,O,X,X,X
JOLZIST,O,O,O,X,O,O,X,X,X
JOLZSTI,O,O,O,X,O,O,X,X,X
JOLZSIT,O,O,O,X,O,O,X,X,X
JOSTILZ,O,O,X,O,X,O,O,X,X
JOSTIZL,O,O,X,O,X,X,O,X,X
JOSTLIZ,O,O,X,O,X,O,O,X,X
JOSTLZI,O,O,X,O,X,O,O,X,X
JOSTZIL,O,O,X,O,X,O,O,X,X
JOSTZLI,O,O,X,O,X,O,O,X,X
JOSITLZ,O,O,X,X,X,X,O,X,X
JOSITZL,O,O,X,X,X,X,O,X,X
JOSILTZ,X,O,O,X,X,X,X,X,X
JOSILZT,X,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X,X,X
JOSLTIZ,X,O,O,O,X,O,X,X,X
JOSLTZI,X,O,O,O,X,O,X,X,X
JOSLITZ,X,O,O,X,X,X,X,X,X
JOSLIZT,X,O,O,O,X,X,X,X,X
JOSLZTI,X,O,O,O,X,O,X,X,X
JOSLZIT,X,O,O,O,X,O,X,X,X
JOSZTIL,O,O,O,O,X,O,X,X,X
JOSZTLI,O,O,O,O,X,O,X,X,X
JOSZITL,O,O,O,O,X,O,X,X,X
JOSZILT,O,X,O,X,X,O,X,X,X
JOSZLTI,O,X,O,O,X,O,X,X,X
JOSZLIT,O,X,O,O,X,O,X,X,X
JOZTILS,O,O,X,O,O,O,X,X,X
JOZTISL,O,O,O,O,O,O,O,X,X
JOZTLIS,O,O,X,O,O,O,X,X,X
JOZTLSI,O,O,X,O,O,O,X,X,X
JOZTSIL,O,O,O,O,O,O,O,X,X
JOZTSLI,O,O,O,O,X,O,O,X,X
JOZITLS,O,O,X,O,O,O,X,X,X
JOZITSL,O,O,O,O,O,O,O,X,X
JOZILTS,O,O,O,X,O,O,X,X,X
JOZILST,O,O,O,X,O,O,X,X,X
JOZISTL,O,O,O,X,O,O,X,X,X
JOZISLT,O,X,O,X,O,O,X,X,X
JOZLTIS,O,O,O,X,O,O,X,X,X
JOZLTSI,O,O,O,X,O,O,X,X,X
JOZLITS,O,O,O,X,O,O,X,X,X
JOZLIST,O,O,O,X,O,O,X,X,X
JOZLSTI,O,O,O,X,O,O,X,X,X
JOZLSIT,O,O,O,X,O,O,X,X,X
JOZSTIL,O,O,O,O,O,O,X,X,X
JOZSTLI,O,O,O,O,X,O,X,X,X
JOZSITL,O,O,O,O,O,O,X,X,X
JOZSILT,O,X,O,X,O,O,X,X,X
JOZSLTI,O,X,O,O,O,O,X,X,X
JOZSLIT,O,X,O,O,O,O,X,X,X
STILJZO,X,O,O,X,X,O,O,X,O
STILJOZ,X,X,O,X,X,X,O,X,X
STILZJO,X,O,X,X,X,X,O,X,O
STILZOJ,X,X,X,X,X,X,X,X,O
STILOJZ,X,X,O,X,X,X,O,X,X
STILOZJ,X,X,X,X,X,X,X,X,O
STIJLZO,X,O,O,X,X,X,O,X,X
STIJLOZ,X,X,O,X,X,X,O,X,X
STIJZLO,X,O,O,X,X,X,O,X,X
STIJZOL,X,O,O,X,X,X,X,X,X
STIJOLZ,X,X,X,X,X,X,O,X,X
STIJOZL,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,X,X,O,O,O
STIZLOJ,X,X,X,X,X,X,X,O,O
STIZJLO,X,O,X,X,X,X,O,O,X
STIZJOL,X,O,X,X,X,X,X,O,X
STIZOLJ,X,O,X,X,X,X,X,O,X
STIZOJL,X,O,X,X,X,X,X,O,X
STIOLJZ,X,O,X,X,X,X,O,X,X
STIOLZJ,X,O,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,O,X,X
STIOJZL,X,O,X,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,O,X
STIOZJL,X,O,X,X,X,X,X,O,X
STLIJZO,X,O,O,O,X,O,O,X,O
STLIJOZ,X,X,O,X,X,X,O,X,X
STLIZJO,X,O,X,O,X,X,O,X,O
STLIZOJ,X,X,X,X,X,X,X,X,O
STLIOJZ,X,X,O,X,X,X,O,X,X
STLIOZJ,X,X,X,X,X,X,X,X,O
STLJIZO,X,O,O,O,X,O,O,X,O
STLJIOZ,X,X,O,O,X,X,O,X,X
STLJZIO,X,O,O,O,X,O,O,X,O
STLJZOI,X,X,O,O,X,O,X,X,X
STLJOIZ,X,X,O,O,X,X,O,X,X
STLJOZI,X,X,O,O,X,X,X,X,X
STLZIJO,X,O,X,O,X,X,O,O,O
STLZIOJ,X,X,X,X,X,X,X,O,O
STLZJIO,X,O,X,O,X,X,O,X,O
STLZJOI,X,X,X,O,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X,X,O
STLZOJI,X,O,X,X,X,X,X,X,X
STLOIJZ,X,O,O,X,X,X,O,X,X
STLOIZJ,X,O,X,X,X,X,X,X,O
STLOJIZ,X,O,O,X,X,X,O,X,X
STLOJZI,X,O,O,X,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X,O
STLOZJI,X,O,X,X,X,X,X,X,X
STJILZO,X,O,O,O,X,O,O,X,X
STJILOZ,X,X,O,O,X,X,O,X,X
STJIZLO,X,O,O,O,X,X,O,X,X
STJIZOL,X,O,O,O,X,X,X,X,X
STJIOLZ,X,X,X,O,X,X,O,X,X
STJIOZL,X,O,X,O,X,X,X,X,X
STJLIZO,X,O,O,O,X,O,O,X,X
STJLIOZ,X,X,O,O,X,X,O,X,X
STJLZIO,X,O,O,O,X,O,O,X,X
STJLZOI,X,X,O,O,X,O,X,X,X
STJLOIZ,X,X,O,O,X,X,O,X,X
STJLOZI,X,X,O,O,X,X,X,X,X
STJZILO,X,O,O,O,X,O,O,O,X
STJZIOL,X,O,O,O,X,O,X,O,X
STJZLIO,X,O,O,O,X,O,O,X,X
STJZLOI,X,X,O,O,X,O,X,X,X
STJZOIL,X,O,O,O,X,O,X,X,X
STJZOLI,X,O,O,O,X,O,X,X,X
STJOILZ,X,O,X,O,X,X,O,X,X
STJOIZL,X,O,X,O,X,X,X,X,X
STJOLIZ,X,O,X,O,X,X,O,X,X
STJOLZI,X,O,X,O,X,X,X,X,X
STJOZIL,X,O,X,O,X,X,X,X,X
STJOZLI,X,O,X,O,X,X,X,X,X
STZILJO,X,O,X,X,X,X,O,O,O
STZILOJ,X,X,X,X,X,X,X,O,O
STZIJLO,X,O,X,O,X,X,O,O,X
STZIJOL,X,O,X,O,X,X,X,O,X
STZIOLJ,X,O,X,X,X,X,X,O,X
STZIOJL,X,O,X,X,X,X,X,O,X
STZLIJO,X,O,X,O,X,X,O,O,O
STZLIOJ,X,X,X,X,X,X,X,O,O
STZLJIO,X,O,X,O,X,X,O,X,O
STZLJOI,X,X,X,O,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X,O
STZLOJI,X,O,X,X,X,X,X,X,X
STZJILO,X,O,X,O,X,X,O,O,X
STZJIOL,X,O,X,O,X,X,X,O,X
STZJLIO,X,O,X,O,X,X,O,X,X
STZJLOI,X,X,X,O,X,X,X,X,X
STZJOIL,X,O,X,O,X,X,X,X,X
STZJOLI,X,O,X,O,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,O,X
STZOIJL,X,O,X,X,X,X,X,O,X
STZOLIJ,X,O,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,O,X,X
STOILZJ,X,O,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,O,X,X
STOIJZL,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,X
STOIZJL,X,O,X,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,X,O,X,X
STOLIZJ,X,O,X,X,X,X,X,X,X
STOLJIZ,X,O,X,X,X,X,O,X,X
STOLJZI,X,O,X,X,X,X,X,X,X
STOLZIJ,X,O,X,X,X,X,X,X,X
STOLZJI,X,O,X,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,O,X,X
STOJIZL,X,O,X,X,X,X,X,X,X
STOJLIZ,X,O,X,X,X,X,O,X,X
STOJLZI,X,O,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,O,X
STOZIJL,X,O,X,X,X,X,X,O,X
STOZLIJ,X,O,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,X,X,O,X,O
SITLJOZ,X,X,O,X,X,X,O,X,X
SITLZJO,X,O,X,X,X,X,O,X,O
SITLZOJ,X,X,X,X,X,X,X,X,O
SITLOJZ,X,X,O,X,X,X,O,X,X
SITLOZJ,X,X,X,X,X,X,X,X,O
SITJLZO,X,O,O,X,X,X,O,X,X
SITJLOZ,X,X,O,X,X,X,O,X,X
SITJZLO,X,O,O,X,X,X,O,X,X
SITJZOL,X,O,O,X,X,X,X,X,X
SITJOLZ,X,X,X,X,X,X,O,X,X
SITJOZL,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,O,O,O
SITZLOJ,X,X,X,X,X,X,X,O,O
SITZJLO,X,O,X,X,X,X,O,O,X
SITZJOL,X,O,X,X,X,X,X,O,X
SITZOLJ,X,O,X,X,X,X,X,O,X
SITZOJL,X,O,X,X,X,X,X,O,X
SITOLJZ,X,O,X,X,X,X,O,X,X
SITOLZJ,X,O,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,O,X,X
SITOJZL,X,O,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,O,X
SITOZJL,X,O,X,X,X,X,X,O,X
SILTJZO,X,O,O,O,X,X,O,X,O
SILTJOZ,X,X,O,X,X,X,O,X,X
SILTZJO,X,O,X,O,X,X,O,X,O
SILTZOJ,X,X,X,X,X,X,X,X,O
SILTOJZ,X,X,O,X,X,X,O,X,X
SILTOZJ,X,X,X,X,X,X,X,X,O
SILJTZO,X,O,O,O,X,X,O,X,O
SILJTOZ,X,X,O,O,X,X,O,X,X
SILJZTO,X,X,O,O,X,X,X,X,O
SILJZOT,X,X,O,O,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X
SILZTJO,X,X,X,O,X,X,X,X,O
SILZTOJ,X,X,X,X,X,X,X,X,O
SILZJTO,X,X,O,O,X,X,X,X,O
SILZJOT,X,X,O,O,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,O
SILZOJT,X,X,O,O,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,O
SILOJTZ,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,O,O,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,O
SILOZJT,X,X,O,O,X,X,X,X,X
SIJTLZO,O,O,O,O,X,X,O,X,X
SIJTLOZ,X,X,O,O,X,X,O,X,X
SIJTZLO,O,O,O,O,X,X,O,X,X
SIJTZOL,O,O,O,O,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,O,X,X
SIJTOZL,O,O,X,O,X,X,X,X,X
SIJLTZO,X,O,O,O,X,X,O,X,O
SIJLTOZ,X,X,O,O,X,X,O,X,X
SIJLZTO,X,X,O,O,X,X,X,X,O
SIJLZOT,X,X,O,O,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X,X
SIJZTLO,O,O,O,O,X,X,O,X,X
SIJZTOL,O,O,O,O,X,X,X,X,X
SIJZLTO,O,X,O,O,X,X,X,X,O
SIJZLOT,X,X,O,O,X,X,X,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,O,X,X
SIJOTZL,X,O,X,X,X,X,O,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,X
SIZTLJO,X,O,X,X,X,X,O,O,O
SIZTLOJ,X,X,X,X,X,X,X,O,O
SIZTJLO,X,O,X,O,X,X,O,O,X
SIZTJOL,X,O,X,O,X,X,X,O,X
SIZTOLJ,X,X,X,X,X,X,X,O,X
SIZTOJL,X,O,X,X,X,X,X,O,X
SIZLTJO,X,X,X,O,X,X,X,X,O
SIZLTOJ,X,X,X,X,X,X,X,X,O
SIZLJTO,O,X,O,O,X,X,X,X,O
SIZLJOT,X,X,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,O
SIZLOJT,O,X,O,O,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,O,X,X
SIZJTOL,O,O,O,O,X,X,X,X,X
SIZJLTO,O,X,O,O,X,X,X,X,O
SIZJLOT,X,X,O,O,X,X,X,X,X
SIZJOTL,X,X,O,O,X,X,X,X,X
SIZJOLT,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,O,X
SIZOTJL,O,X,X,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,X,O,O,X
SIOTZJL,O,O,X,X,X,X,O,O,X
SIOLTJZ,X,O,O,X,X,X,X,X,X
