sequence,v115@9gA8IeA8IeB8CeB8CeC8CeC8KeCAJvhFmiB5oB/qBF?mB0nBTrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFGhB/nBaoB5?oBlqBUrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFfmBaoB5oBG?nB0qBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhFlgBcmBiiB5?oBznBWwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF0gBaoB5oBG?nBzqBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF6lBThBmiB5?oB0nBVwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFxiB1qB0nB6?tBXrBGrB
SIZTJOL,O,O,O,O,X,O,X
SIZTOLJ,O,O,X,O,X,O,X
SIZTOJL,O,O,O,O,X,O,X
SIZLTJO,O,O,X,O,X,O,X
SIZLTOJ,O,O,X,O,X,O,X
SIZLJTO,O,O,O,O,X,O,X
SIZLJOT,O,O,O,O,O,X,X
SIZLOTJ,O,O,X,O,X,X,X
SIZLOJT,O,O,O,O,O,X,X
SIZJTLO,O,O,O,O,X,O,X
SIZJTOL,O,O,O,O,X,O,X
SIZJLTO,O,O,O,O,X,O,X
SIZJLOT,O,O,O,O,O,X,X
SIZJOTL,O,X,O,O,O,O,X
SIZJOLT,O,O,O,O,O,X,X
SIZOTLJ,O,O,X,O,X,O,X
SIZOTJL,O,O,O,O,O,O,X
SIZOLTJ,O,O,X,O,X,X,X
SIZOLJT,O,O,O,O,O,X,X
SIZOJTL,O,X,O,O,O,O,X
SIZOJLT,O,O,O,O,O,X,X
SIOTLJZ,X,O,X,O,O,O,X
SIOTLZJ,O,O,X,O,X,O,X
SIOTJLZ,X,O,X,O,O,O,X
SIOTJZL,X,O,X,O,O,O,X
SIOTZLJ,O,O,X,O,X,O,X
SIOTZJL,O,O,X,O,O,O,X
SIOLTJZ,X,O,X,O,O,X,X
SIOLTZJ,O,O,X,O,X,X,X
SIOLJTZ,X,O,X,O,O,X,X
SIOLJZT,X,O,O,O,O,X,X
SIOLZTJ,O,O,X,O,X,X,X
SIOLZJT,O,O,O,O,O,X,X
SIOJTLZ,X,O,X,O,O,X,X
SIOJTZL,X,O,X,O,O,X,X
SIOJLTZ,X,O,X,O,O,X,X
SIOJLZT,X,O,O,O,O,X,X
SIOJZTL,X,X,O,O,O,X,X
SIOJZLT,X,O,O,O,O,X,X
SIOZTLJ,O,O,X,O,X,O,X
SIOZTJL,O,O,O,O,O,O,X
SIOZLTJ,O,O,X,O,X,X,X
SIOZLJT,O,O,O,O,O,X,X
SIOZJTL,O,X,O,O,O,O,X
SIOZJLT,O,O,O,O,O,X,X
SLTIJZO,O,O,X,O,X,O,X
SLTIJOZ,X,O,X,X,O,O,X
SLTIZJO,O,O,X,O,X,O,X
SLTIZOJ,O,O,X,O,X,O,X
SLTIOJZ,X,O,X,X,O,O,X
SLTIOZJ,O,O,X,X,X,O,X
SLTJIZO,O,O,X,O,X,O,X
SLTJIOZ,X,O,X,X,O,O,X
SLTJZIO,O,O,X,O,X,O,X
SLTJZOI,O,O,X,O,X,O,X
SLTJOIZ,X,O,X,X,O,O,X
SLTJOZI,X,O,X,X,O,O,X
SLTZIJO,O,O,X,O,X,O,O
SLTZIOJ,O,O,X,O,X,O,O
SLTZJIO,O,O,X,O,X,O,O
SLTZJOI,O,O,X,X,X,O,O
SLTZOIJ,O,O,X,O,X,O,O
SLTZOJI,O,O,X,X,X,O,O
SLTOIJZ,X,O,X,X,O,O,X
SLTOIZJ,O,O,X,X,X,O,X
SLTOJIZ,X,O,X,X,O,O,X
SLTOJZI,X,O,X,X,O,O,X
SLTOZIJ,O,O,X,X,X,O,O
SLTOZJI,O,O,X,X,X,O,O
SLITJZO,O,O,X,O,X,O,X
SLITJOZ,X,O,X,X,O,O,X
SLITZJO,O,O,X,O,X,O,X
SLITZOJ,O,O,X,O,X,O,X
SLITOJZ,X,O,X,X,O,O,X
SLITOZJ,O,O,X,X,X,O,X
SLIJTZO,O,O,X,O,X,X,X
SLIJTOZ,X,O,X,X,O,X,X
SLIJZTO,O,O,O,O,X,X,X
SLIJZOT,O,O,O,O,O,X,X
SLIJOTZ,X,O,X,O,O,X,X
SLIJOZT,X,O,O,O,O,X,X
SLIZTJO,O,O,X,O,X,O,X
SLIZTOJ,O,O,X,O,X,O,X
SLIZJTO,O,O,O,O,X,O,X
SLIZJOT,O,O,O,O,O,X,X
SLIZOTJ,O,O,X,O,X,X,X
SLIZOJT,O,O,O,O,O,X,X
SLIOTJZ,X,O,X,O,O,X,X
SLIOTZJ,O,O,X,O,X,X,X
SLIOJTZ,X,O,X,O,O,X,X
SLIOJZT,X,O,O,O,O,X,X
SLIOZTJ,O,O,X,O,X,X,X
SLIOZJT,O,O,O,O,O,X,X
SLJTIZO,O,O,X,O,X,X,X
SLJTIOZ,X,O,X,X,O,X,X
SLJTZIO,O,O,X,O,X,X,X
SLJTZOI,O,O,X,O,X,X,X
SLJTOIZ,X,O,X,X,O,X,X
SLJTOZI,X,O,X,X,O,X,X
SLJITZO,O,O,X,O,X,X,X
SLJITOZ,X,O,X,X,O,X,X
SLJIZTO,O,O,O,O,X,X,X
SLJIZOT,O,O,O,O,O,X,X
SLJIOTZ,X,O,X,O,O,X,X
SLJIOZT,X,O,O,O,O,X,X
SLJZTIO,O,O,O,O,X,X,X
SLJZTOI,O,O,O,O,X,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,O,O,X,X
SLJZOTI,O,X,O,O,O,X,X
SLJZOIT,O,O,O,O,O,X,X
SLJOTIZ,X,O,X,O,O,X,X
SLJOTZI,X,O,X,O,O,X,X
SLJOITZ,X,O,X,O,O,X,X
SLJOIZT,X,O,O,O,O,X,X
SLJOZTI,X,X,O,O,O,X,X
SLJOZIT,X,O,O,O,O,X,X
SLZTIJO,O,O,X,O,X,O,O
SLZTIOJ,O,O,X,O,X,O,O
SLZTJIO,O,O,X,O,X,O,O
SLZTJOI,O,O,X,X,X,O,O
SLZTOIJ,O,O,X,O,X,O,O
SLZTOJI,O,O,X,O,X,O,O
SLZITJO,O,O,X,O,X,O,O
SLZITOJ,O,O,X,O,X,O,O
SLZIJTO,O,O,O,O,X,O,X
SLZIJOT,O,O,O,O,O,X,X
SLZIOTJ,O,O,X,O,X,X,O
SLZIOJT,O,O,O,O,O,X,X
SLZJTIO,O,O,O,O,X,O,X
SLZJTOI,O,O,O,O,X,O,X
SLZJITO,O,O,O,O,X,O,X
SLZJIOT,O,O,O,O,O,X,X
SLZJOTI,O,X,O,O,O,X,X
SLZJOIT,O,O,O,O,O,X,X
SLZOTIJ,O,O,X,O,X,X,O
SLZOTJI,O,O,X,O,X,X,O
SLZOITJ,O,O,X,O,X,X,O
SLZOIJT,O,O,O,O,O,X,X
SLZOJTI,O,X,O,O,O,X,X
SLZOJIT,O,O,O,O,O,X,X
SLOTIJZ,X,O,X,O,O,X,X
SLOTIZJ,O,O,X,O,X,X,X
SLOTJIZ,X,O,X,O,O,X,X
SLOTJZI,X,O,X,O,O,X,X
SLOTZIJ,O,O,X,O,X,X,O
SLOTZJI,O,O,X,O,X,X,O
SLOITJZ,X,O,X,O,O,X,X
SLOITZJ,O,O,X,O,X,X,X
SLOIJTZ,X,O,X,O,O,X,X
SLOIJZT,X,O,O,O,O,X,X
SLOIZTJ,O,O,X,O,X,X,X
SLOIZJT,O,O,O,O,O,X,X
SLOJTIZ,X,O,X,O,O,X,X
SLOJTZI,X,O,X,O,O,X,X
SLOJITZ,X,O,X,O,O,X,X
SLOJIZT,X,O,O,O,O,X,X
SLOJZTI,X,X,O,O,O,X,X
SLOJZIT,X,O,O,O,O,X,X
SLOZTIJ,O,O,X,O,X,X,O
SLOZTJI,O,O,X,O,X,X,O
SLOZITJ,O,O,X,O,X,X,O
SLOZIJT,O,O,O,O,O,X,X
SLOZJTI,O,X,O,O,O,X,X
SLOZJIT,O,O,O,O,O,X,X
SJTILZO,O,O,X,O,X,O,X
SJTILOZ,X,O,X,X,O,O,X
SJTIZLO,O,O,X,O,X,O,X
SJTIZOL,O,O,X,O,X,O,X
SJTIOLZ,X,O,X,O,O,O,X
SJTIOZL,X,O,X,O,O,O,X
SJTLIZO,O,O,X,O,X,O,X
SJTLIOZ,X,O,X,X,O,O,X
SJTLZIO,O,O,X,O,X,O,X
SJTLZOI,O,O,X,O,X,O,X
SJTLOIZ,X,O,X,X,O,O,X
SJTLOZI,X,O,X,X,O,O,X
SJTZILO,O,O,X,O,X,O,X
SJTZIOL,O,O,X,O,X,O,X
SJTZLIO,O,O,X,O,X,O,X
SJTZLOI,O,O,X,O,X,O,X
SJTZOIL,O,O,X,O,X,O,X
SJTZOLI,O,O,X,O,X,O,X
SJTOILZ,X,O,X,O,O,O,X
SJTOIZL,X,O,X,O,O,O,X
SJTOLIZ,X,O,X,O,O,O,X
SJTOLZI,X,O,X,O,O,O,X
SJTOZIL,X,O,X,O,O,O,X
SJTOZLI,X,O,X,O,O,O,X
SJITLZO,O,O,X,O,X,O,X
SJITLOZ,X,O,X,X,O,O,X
SJITZLO,O,O,X,O,X,O,X
SJITZOL,O,O,X,O,X,O,X
SJITOLZ,X,O,X,O,O,O,X
SJITOZL,X,O,X,O,O,O,X
SJILTZO,O,O,X,O,X,X,X
SJILTOZ,X,O,X,X,O,X,X
SJILZTO,O,O,O,O,X,X,X
SJILZOT,O,O,O,O,O,X,X
SJILOTZ,X,O,X,O,O,X,X
SJILOZT,X,O,O,O,O,X,X
SJIZTLO,O,O,O,O,X,O,X
SJIZTOL,O,O,O,O,X,O,X
SJIZLTO,O,O,O,O,X,O,X
SJIZLOT,O,O,O,O,O,X,X
SJIZOTL,O,X,O,O,O,O,X
SJIZOLT,O,O,O,O,O,X,X
SJIOTLZ,X,O,X,O,O,X,X
SJIOTZL,X,O,X,O,O,X,X
SJIOLTZ,X,O,X,O,O,X,X
SJIOLZT,X,O,O,O,O,X,X
SJIOZTL,X,X,O,O,O,X,X
SJIOZLT,X,O,O,O,O,X,X
SJLTIZO,O,O,X,O,X,X,X
SJLTIOZ,X,O,X,X,O,X,X
SJLTZIO,O,O,X,O,X,X,X
SJLTZOI,O,O,X,O,X,X,X
SJLTOIZ,X,O,X,X,O,X,X
SJLTOZI,X,O,X,X,O,X,X
SJLITZO,O,O,X,O,X,X,X
SJLITOZ,X,O,X,X,O,X,X
SJLIZTO,O,O,O,O,X,X,X
SJLIZOT,O,O,O,O,O,X,X
SJLIOTZ,X,O,X,O,O,X,X
SJLIOZT,X,O,O,O,O,X,X
SJLZTIO,O,O,O,O,X,X,X
SJLZTOI,O,O,O,O,X,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,O,X,X
SJLZOTI,O,X,O,O,O,X,X
SJLZOIT,O,O,O,O,O,X,X
SJLOTIZ,X,O,X,O,O,X,X
SJLOTZI,X,O,X,O,O,X,X
SJLOITZ,X,O,X,O,O,X,X
SJLOIZT,X,O,O,O,O,X,X
SJLOZTI,X,X,O,O,O,X,X
SJLOZIT,X,O,O,O,O,X,X
SJZTILO,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,X,O,X
SJZTLIO,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,X,O,X
SJZTOIL,O,O,O,O,X,O,X
SJZTOLI,O,O,O,O,X,O,X
SJZITLO,O,O,O,O,X,O,X
SJZITOL,O,O,O,O,X,O,X
SJZILTO,O,O,O,O,X,O,X
SJZILOT,O,O,O,O,O,X,X
SJZIOTL,O,X,O,O,O,O,X
SJZIOLT,O,O,O,O,O,X,X
SJZLTIO,O,O,O,O,X,O,X
SJZLTOI,O,O,O,O,X,O,X
SJZLITO,O,O,O,O,X,O,X
SJZLIOT,O,O,O,O,O,X,X
SJZLOTI,O,X,O,O,O,X,X
SJZLOIT,O,O,O,O,O,X,X
SJZOTIL,O,X,O,O,O,O,X
SJZOTLI,O,X,O,O,O,O,X
SJZOITL,O,X,O,O,O,O,X
SJZOILT,O,O,O,O,O,X,X
SJZOLTI,O,X,O,O,O,X,X
SJZOLIT,O,O,O,O,O,X,X
SJOTILZ,X,O,X,O,O,X,X
SJOTIZL,X,O,X,O,O,X,X
SJOTLIZ,X,O,X,O,O,X,X
SJOTLZI,X,O,X,O,O,X,X
SJOTZIL,X,O,X,O,O,X,X
SJOTZLI,X,O,X,O,O,X,X
SJOITLZ,X,O,X,O,O,X,X
SJOITZL,X,O,X,O,O,X,X
SJOILTZ,X,O,X,O,O,X,X
SJOILZT,X,O,O,O,O,X,X
SJOIZTL,X,X,O,O,O,X,X
SJOIZLT,X,O,O,O,O,X,X
SJOLTIZ,X,O,X,O,O,X,X
SJOLTZI,X,O,X,O,O,X,X
SJOLITZ,X,O,X,O,O,X,X
SJOLIZT,X,O,O,O,O,X,X
SJOLZTI,X,X,O,O,O,X,X
SJOLZIT,X,O,O,O,O,X,X
SJOZTIL,X,X,O,O,O,X,X
SJOZTLI,X,X,O,O,O,X,X
SJOZITL,X,X,O,O,O,X,X
SJOZILT,X,O,O,O,O,X,X
SJOZLTI,X,X,O,O,O,X,X
SJOZLIT,X,O,O,O,O,X,X
SZTILJO,O,O,X,O,X,O,X
SZTILOJ,O,O,X,O,X,O,X
SZTIJLO,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,X,O,X
SZTIOLJ,O,O,X,O,X,O,X
SZTIOJL,O,O,O,O,X,O,X
SZTLIJO,O,O,X,O,X,O,O
SZTLIOJ,O,O,X,O,X,O,O
SZTLJIO,O,O,X,O,X,O,O
SZTLJOI,O,O,X,X,X,O,O
SZTLOIJ,O,O,X,O,X,O,O
SZTLOJI,O,O,X,O,X,O,O
SZTJILO,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,X,O,X
SZTJLIO,O,O,O,O,X,O,X
SZTJLOI,O,O,O,X,X,O,X
SZTJOIL,O,O,O,O,X,O,X
SZTJOLI,O,O,O,O,X,O,X
SZTOILJ,O,O,X,O,X,O,X
SZTOIJL,O,O,O,O,X,O,X
SZTOLIJ,O,O,X,O,X,O,O
SZTOLJI,O,O,X,O,X,O,O
SZTOJIL,O,O,O,O,X,O,X
SZTOJLI,O,O,O,O,X,O,X
SZITLJO,O,O,X,O,X,O,X
SZITLOJ,O,O,X,O,X,O,X
SZITJLO,O,O,O,O,X,O,X
SZITJOL,O,O,O,O,X,O,X
SZITOLJ,O,O,X,O,X,O,X
SZITOJL,O,O,O,O,X,O,X
SZILTJO,O,O,X,O,X,O,X
SZILTOJ,O,O,X,O,X,O,X
SZILJTO,O,O,O,O,X,O,X
SZILJOT,O,O,O,O,O,X,X
SZILOTJ,O,O,X,O,X,X,X
SZILOJT,O,O,O,O,O,X,X
SZIJTLO,O,O,O,O,X,O,X
SZIJTOL,O,O,O,O,X,O,X
SZIJLTO,O,O,O,O,X,O,X
SZIJLOT,O,O,O,O,O,X,X
SZIJOTL,O,X,O,O,O,O,X
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,O,O,X,O,X,O,X
SZIOTJL,O,O,O,O,O,O,X
SZIOLTJ,O,O,X,O,X,X,X
SZIOLJT,O,O,O,O,O,X,X
SZIOJTL,O,X,O,O,O,O,X
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,O,X,O,X,O,O
SZLTIOJ,O,O,X,O,X,O,O
SZLTJIO,O,O,X,O,X,O,O
SZLTJOI,O,O,X,X,X,O,O
SZLTOIJ,O,O,X,O,X,O,O
SZLTOJI,O,O,X,O,X,O,O
SZLITJO,O,O,X,O,X,O,O
SZLITOJ,O,O,X,O,X,O,O
SZLIJTO,O,O,O,O,X,O,X
SZLIJOT,O,O,O,O,O,X,X
SZLIOTJ,O,O,X,O,X,X,O
SZLIOJT,O,O,O,O,O,X,X
SZLJTIO,O,O,O,O,X,O,X
SZLJTOI,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,X,O,X
SZLJIOT,O,O,O,O,O,X,X
SZLJOTI,O,X,O,O,O,X,X
SZLJOIT,O,O,O,O,O,X,X
SZLOTIJ,O,O,X,O,X,X,O
SZLOTJI,O,O,X,O,X,X,O
SZLOITJ,O,O,X,O,X,X,O
SZLOIJT,O,O,O,O,O,X,X
SZLOJTI,O,X,O,O,O,X,X
SZLOJIT,O,O,O,O,O,X,X
SZJTILO,O,O,O,O,X,O,X
SZJTIOL,O,O,O,O,X,O,X
SZJTLIO,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,X,O,X
SZJTOLI,O,O,O,O,X,O,X
SZJITLO,O,O,O,O,X,O,X
SZJITOL,O,O,O,O,X,O,X
SZJILTO,O,O,O,O,X,O,X
SZJILOT,O,O,O,O,O,X,X
SZJIOTL,O,X,O,O,O,O,X
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,O,O,O,X,O,X
SZJLTOI,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,X,O,X
SZJLIOT,O,O,O,O,O,X,X
SZJLOTI,O,X,O,O,O,X,X
SZJLOIT,O,O,O,O,O,X,X
SZJOTIL,O,X,O,O,O,O,X
SZJOTLI,O,X,O,O,O,O,X
SZJOITL,O,X,O,O,O,O,X
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,X,O,O,O,X,X
SZJOLIT,O,O,O,O,O,X,X
SZOTILJ,O,O,X,O,X,O,X
SZOTIJL,O,O,O,O,O,O,X
SZOTLIJ,O,O,X,O,X,O,O
SZOTLJI,O,O,X,O,X,O,O
SZOTJIL,O,O,O,O,O,O,X
SZOTJLI,O,O,O,O,O,O,X
SZOITLJ,O,O,X,O,X,O,X
SZOITJL,O,O,O,O,O,O,X
SZOILTJ,O,O,X,O,X,X,X
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,O,X,O,O,O,O,X
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,O,X,O,X,X,O
SZOLTJI,O,O,X,O,X,X,O
SZOLITJ,O,O,X,O,X,X,O
SZOLIJT,O,O,O,O,O,X,X
SZOLJTI,O,X,O,O,O,X,X
SZOLJIT,O,O,O,O,O,X,X
SZOJTIL,O,X,O,O,O,O,X
SZOJTLI,O,X,O,O,O,O,X
SZOJITL,O,X,O,O,O,O,X
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,X,O,O,O,X,X
SZOJLIT,O,O,O,O,O,X,X
SOTILJZ,X,O,X,O,O,O,X
SOTILZJ,O,O,X,O,X,O,X
SOTIJLZ,X,O,X,O,O,O,X
SOTIJZL,X,O,X,O,O,O,X
SOTIZLJ,O,O,X,O,X,O,X
SOTIZJL,O,O,X,O,O,O,X
SOTLIJZ,X,O,X,O,O,O,X
SOTLIZJ,O,O,X,O,X,O,X
SOTLJIZ,X,O,X,O,O,O,X
SOTLJZI,X,O,X,O,O,O,X
SOTLZIJ,O,O,X,O,X,O,O
SOTLZJI,O,O,X,O,X,O,O
SOTJILZ,X,O,X,O,O,O,X
SOTJIZL,X,O,X,O,O,O,X
SOTJLIZ,X,O,X,O,O,O,X
SOTJLZI,X,O,X,O,O,O,X
SOTJZIL,X,O,X,O,O,O,X
SOTJZLI,X,O,X,O,O,O,X
SOTZILJ,O,O,X,O,X,O,X
SOTZIJL,O,O,X,O,O,O,X
SOTZLIJ,O,O,X,O,X,O,O
SOTZLJI,O,O,X,O,X,O,O
SOTZJIL,O,O,X,O,O,O,X
SOTZJLI,O,O,X,O,O,O,X
SOITLJZ,X,O,X,O,O,O,X
SOITLZJ,O,O,X,O,X,O,X
SOITJLZ,X,O,X,O,O,O,X
SOITJZL,X,O,X,O,O,O,X
SOITZLJ,O,O,X,O,X,O,X
SOITZJL,O,O,X,O,O,O,X
SOILTJZ,X,O,X,O,O,X,X
SOILTZJ,O,O,X,O,X,X,X
SOILJTZ,X,O,X,O,O,X,X
SOILJZT,X,O,O,O,O,X,X
SOILZTJ,O,O,X,O,X,X,X
SOILZJT,O,O,O,O,O,X,X
SOIJTLZ,X,O,X,O,O,X,X
SOIJTZL,X,O,X,O,O,X,X
SOIJLTZ,X,O,X,O,O,X,X
SOIJLZT,X,O,O,O,O,X,X
SOIJZTL,X,X,O,O,O,X,X
SOIJZLT,X,O,O,O,O,X,X
SOIZTLJ,O,O,X,O,X,O,X
SOIZTJL,O,O,O,O,O,O,X
SOIZLTJ,O,O,X,O,X,X,X
SOIZLJT,O,O,O,O,O,X,X
SOIZJTL,O,X,O,O,O,O,X
SOIZJLT,O,O,O,O,O,X,X
SOLTIJZ,X,O,X,O,O,X,X
SOLTIZJ,O,O,X,O,X,X,X
SOLTJIZ,X,O,X,O,O,X,X
SOLTJZI,X,O,X,O,O,X,X
SOLTZIJ,O,O,X,O,X,X,O
SOLTZJI,O,O,X,O,X,X,O
SOLITJZ,X,O,X,O,O,X,X
SOLITZJ,O,O,X,O,X,X,X
SOLIJTZ,X,O,X,O,O,X,X
SOLIJZT,X,O,O,O,O,X,X
SOLIZTJ,O,O,X,O,X,X,X
SOLIZJT,O,O,O,O,O,X,X
SOLJTIZ,X,O,X,O,O,X,X
SOLJTZI,X,O,X,O,O,X,X
SOLJITZ,X,O,X,O,O,X,X
SOLJIZT,X,O,O,O,O,X,X
SOLJZTI,X,X,O,O,O,X,X
SOLJZIT,X,O,O,O,O,X,X
SOLZTIJ,O,O,X,O,X,X,O
SOLZTJI,O,O,X,O,X,X,O
SOLZITJ,O,O,X,O,X,X,O
SOLZIJT,O,O,O,O,O,X,X
SOLZJTI,O,X,O,O,O,X,X
SOLZJIT,O,O,O,O,O,X,X
SOJTILZ,X,O,X,O,O,X,X
SOJTIZL,X,O,X,O,O,X,X
SOJTLIZ,X,O,X,O,O,X,X
SOJTLZI,X,O,X,O,O,X,X
SOJTZIL,X,O,X,O,O,X,X
SOJTZLI,X,O,X,O,O,X,X
SOJITLZ,X,O,X,O,O,X,X
SOJITZL,X,O,X,O,O,X,X
SOJILTZ,X,O,X,O,O,X,X
SOJILZT,X,O,O,O,O,X,X
SOJIZTL,X,X,O,O,O,X,X
SOJIZLT,X,O,O,O,O,X,X
SOJLTIZ,X,O,X,O,O,X,X
SOJLTZI,X,O,X,O,O,X,X
SOJLITZ,X,O,X,O,O,X,X
SOJLIZT,X,O,O,O,O,X,X
SOJLZTI,X,X,O,O,O,X,X
SOJLZIT,X,O,O,O,O,X,X
SOJZTIL,X,X,O,O,O,X,X
SOJZTLI,X,X,O,O,O,X,X
SOJZITL,X,X,O,O,O,X,X
SOJZILT,X,O,O,O,O,X,X
SOJZLTI,X,X,O,O,O,X,X
SOJZLIT,X,O,O,O,O,X,X
SOZTILJ,O,O,X,O,X,O,X
SOZTIJL,O,O,O,O,O,O,X
SOZTLIJ,O,O,X,O,X,O,O
SOZTLJI,O,O,X,O,X,O,O
SOZTJIL,O,O,O,O,O,O,X
SOZTJLI,O,O,O,O,O,O,X
SOZITLJ,O,O,X,O,X,O,X
SOZITJL,O,O,O,O,O,O,X
SOZILTJ,O,O,X,O,X,X,X
SOZILJT,O,O,O,O,O,X,X
SOZIJTL,O,X,O,O,O,O,X
SOZIJLT,O,O,O,O,O,X,X
SOZLTIJ,O,O,X,O,X,X,O
SOZLTJI,O,O,X,O,X,X,O
SOZLITJ,O,O,X,O,X,X,O
SOZLIJT,O,O,O,O,O,X,X
SOZLJTI,O,X,O,O,O,X,X
SOZLJIT,O,O,O,O,O,X,X
SOZJTIL,O,X,O,O,O,O,X
SOZJTLI,O,X,O,O,O,O,X
SOZJITL,O,X,O,O,O,O,X
SOZJILT,O,O,O,O,O,X,X
SOZJLTI,O,X,O,O,O,X,X
SOZJLIT,O,O,O,O,O,X,X
ZTILJSO,O,X,O,X,X,X,O
ZTILJOS,X,X,O,X,X,X,O
ZTILSJO,O,X,X,O,X,X,O
ZTILSOJ,O,X,X,O,X,X,O
ZTILOJS,X,X,O,X,X,X,O
ZTILOSJ,X,X,X,X,X,X,O
ZTIJLSO,O,X,O,X,X,X,X
ZTIJLOS,X,X,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,O,X
ZTIJSOL,O,O,O,X,X,O,X
ZTIJOLS,X,X,O,X,X,X,X
ZTIJOSL,X,O,O,X,X,X,X
ZTISLJO,O,O,X,O,X,O,X
ZTISLOJ,O,O,X,O,X,O,X
ZTISJLO,O,O,O,O,X,O,X
ZTISJOL,O,O,O,O,X,O,X
ZTISOLJ,O,O,X,O,X,O,X
ZTISOJL,O,O,O,O,X,O,X
ZTIOLJS,X,X,O,X,X,X,O
ZTIOLSJ,X,X,X,O,X,X,O
ZTIOJLS,X,X,O,X,X,X,X
ZTIOJSL,X,O,O,X,X,X,X
ZTIOSLJ,X,O,X,O,X,X,X
ZTIOSJL,X,O,O,O,X,X,X
ZTLIJSO,O,X,O,X,X,X,O
ZTLIJOS,X,X,O,X,X,X,O
ZTLISJO,O,X,X,O,X,X,O
ZTLISOJ,O,X,X,O,X,X,O
ZTLIOJS,X,X,O,X,X,X,O
ZTLIOSJ,X,X,X,X,X,X,O
ZTLJISO,O,X,O,X,X,X,O
ZTLJIOS,X,X,O,X,X,X,O
ZTLJSIO,O,X,O,X,X,X,O
ZTLJSOI,O,X,O,X,X,X,O
ZTLJOIS,X,X,O,X,X,X,O
ZTLJOSI,X,X,O,X,X,X,O
ZTLSIJO,O,X,X,O,X,X,O
ZTLSIOJ,O,X,X,O,X,X,O
ZTLSJIO,O,X,X,O,X,X,O
ZTLSJOI,O,X,X,X,X,X,O
ZTLSOIJ,O,X,X,O,X,X,O
ZTLSOJI,O,X,X,X,X,X,O
ZTLOIJS,X,X,O,X,X,X,O
ZTLOISJ,X,X,X,X,X,X,O
ZTLOJIS,X,X,O,X,X,X,O
ZTLOJSI,X,X,O,X,X,X,O
ZTLOSIJ,X,X,X,X,X,X,O
ZTLOSJI,X,X,X,X,X,X,O
ZTJILSO,O,X,O,X,X,X,X
ZTJILOS,X,X,O,X,X,X,X
ZTJISLO,O,O,O,X,X,O,X
ZTJISOL,O,O,O,X,X,O,X
ZTJIOLS,X,X,O,X,X,X,X
ZTJIOSL,X,O,O,X,X,X,X
ZTJLISO,O,X,O,X,X,X,O
ZTJLIOS,X,X,O,X,X,X,O
ZTJLSIO,O,X,O,X,X,X,O
ZTJLSOI,O,X,O,X,X,X,O
ZTJLOIS,X,X,O,X,X,X,O
ZTJLOSI,X,X,O,X,X,X,O
ZTJSILO,O,O,O,X,X,O,X
ZTJSIOL,O,O,O,X,X,O,X
ZTJSLIO,O,O,O,X,X,O,X
ZTJSLOI,O,O,O,X,X,O,X
ZTJSOIL,O,O,O,X,X,O,X
ZTJSOLI,O,O,O,X,X,O,X
ZTJOILS,X,X,O,X,X,X,X
ZTJOISL,X,O,O,X,X,X,X
ZTJOLIS,X,X,O,X,X,X,O
ZTJOLSI,X,X,O,X,X,X,O
ZTJOSIL,X,O,O,X,X,X,X
ZTJOSLI,X,O,O,X,X,X,X
ZTSILJO,O,O,X,O,X,O,X
ZTSILOJ,O,O,X,O,X,O,X
ZTSIJLO,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,X,O,X
ZTSIOLJ,O,O,X,O,X,O,X
ZTSIOJL,O,O,O,O,X,O,X
ZTSLIJO,O,O,X,O,X,O,O
ZTSLIOJ,O,O,X,O,X,O,O
ZTSLJIO,O,O,X,O,X,O,O
ZTSLJOI,O,O,X,X,X,O,O
ZTSLOIJ,O,O,X,O,X,O,O
ZTSLOJI,O,O,X,O,X,O,O
ZTSJILO,O,O,O,O,X,O,X
ZTSJIOL,O,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,X,O,X
ZTSJLOI,O,O,O,X,X,O,X
