sequence,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeuEJvhF1lB0hB?xiBqsBToBXqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhFigB3hB?+oBcqBlnBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeFAJvhF0hBxiB?qpB3lBGoBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeCAJvhF0hBxiB?llBWtBzpBXtB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je0BJvhFxiBfqB?llBGoBzsBCqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hBTjB?3lBFtBOqB6sB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je3AJvhF1mBxiB?qpBGoBUlBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hB6nB?llBToBOqBXtB
JTSZLIO,O,O,X,X,X,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X
JTSZOIL,O,O,X,X,O,O,X,X
JTSZOLI,O,O,X,X,O,X,X,X
JTSOILZ,O,X,X,X,X,O,X,X
JTSOIZL,X,O,X,X,X,O,X,X
JTSOLIZ,O,X,X,X,X,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X
JTSOZIL,O,O,X,X,O,O,X,X
JTSOZLI,O,O,X,X,O,X,X,X
JTZILSO,O,O,O,X,X,X,O,X
JTZILOS,O,O,O,X,X,X,X,O
JTZISLO,O,O,X,X,X,O,X,X
JTZISOL,O,O,X,X,X,O,X,X
JTZIOLS,O,O,X,O,X,X,X,O
JTZIOSL,X,O,X,O,X,O,X,X
JTZLISO,O,O,O,X,X,X,O,X
JTZLIOS,O,O,O,X,X,X,X,O
JTZLSIO,O,O,O,X,X,X,O,X
JTZLSOI,O,O,O,X,X,X,O,X
JTZLOIS,O,O,O,X,X,X,X,O
JTZLOSI,O,O,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,O,X,X
JTZSIOL,O,O,X,X,O,O,X,X
JTZSLIO,O,O,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X
JTZSOIL,O,O,X,X,O,O,X,X
JTZSOLI,O,O,X,X,O,X,X,X
JTZOILS,O,O,X,O,X,X,X,O
JTZOISL,X,O,X,O,X,O,X,X
JTZOLIS,O,O,X,O,X,X,X,O
JTZOLSI,O,O,X,O,X,X,X,X
JTZOSIL,X,O,X,O,X,O,X,X
JTZOSLI,X,O,X,O,X,X,X,X
JTOILSZ,O,X,X,O,X,X,O,X
JTOILZS,O,X,X,O,X,X,O,X
JTOISLZ,X,X,X,O,X,O,O,X
JTOISZL,X,O,X,O,X,O,X,X
JTOIZLS,X,O,X,O,X,X,O,O
JTOIZSL,X,O,X,O,X,O,X,X
JTOLISZ,O,X,X,O,X,X,O,X
JTOLIZS,O,X,X,O,X,X,O,X
JTOLSIZ,O,X,X,O,X,X,O,X
JTOLSZI,O,X,X,O,X,X,O,X
JTOLZIS,O,X,X,O,X,X,O,X
JTOLZSI,O,X,X,O,X,X,O,X
JTOSILZ,O,X,X,O,X,O,O,X
JTOSIZL,X,O,X,O,X,O,X,X
JTOSLIZ,O,X,X,O,X,X,O,X
JTOSLZI,O,X,X,O,X,X,O,X
JTOSZIL,X,O,X,O,X,O,X,X
JTOSZLI,O,O,X,O,X,X,X,X
JTOZILS,O,O,X,O,X,X,O,O
JTOZISL,X,O,X,O,X,O,X,X
JTOZLIS,O,O,X,O,X,X,O,O
JTOZLSI,O,O,X,O,X,X,O,X
JTOZSIL,X,O,X,O,X,O,X,X
JTOZSLI,X,O,X,O,X,X,X,X
JITLSZO,X,O,O,X,X,X,O,X
JITLSOZ,X,X,O,X,X,X,O,X
JITLZSO,X,O,O,X,X,X,O,X
JITLZOS,X,O,O,X,X,X,X,X
JITLOSZ,X,X,X,X,X,X,O,X
JITLOZS,X,X,O,X,X,X,X,X
JITSLZO,X,O,X,X,X,O,O,X
JITSLOZ,X,X,X,X,X,O,O,X
JITSZLO,X,O,X,X,X,O,X,X
JITSZOL,X,O,X,X,X,O,X,X
JITSOLZ,X,X,X,X,X,O,X,X
JITSOZL,X,O,X,X,X,O,X,X
JITZLSO,X,O,O,X,X,X,O,X
JITZLOS,X,O,O,X,X,X,X,O
JITZSLO,X,O,X,X,X,O,X,X
JITZSOL,X,O,X,X,X,O,X,X
JITZOLS,X,O,X,O,X,X,X,O
JITZOSL,X,O,X,O,X,O,X,X
JITOLSZ,X,X,X,O,X,X,O,X
JITOLZS,X,X,X,O,X,X,X,X
JITOSLZ,X,X,X,O,X,O,X,X
JITOSZL,X,O,X,O,X,O,X,X
JITOZLS,X,O,X,O,X,X,X,O
JITOZSL,X,O,X,O,X,O,X,X
JILTSZO,X,O,O,X,X,X,O,X
JILTSOZ,X,X,O,X,X,X,O,X
JILTZSO,X,O,O,X,X,X,O,X
JILTZOS,X,O,O,X,X,X,X,X
JILTOSZ,X,X,X,X,X,X,O,X
JILTOZS,X,X,O,X,X,X,X,X
JILSTZO,X,O,O,X,X,X,O,X
JILSTOZ,X,X,O,X,X,X,O,X
JILSZTO,X,O,O,X,X,X,X,X
JILSZOT,X,O,O,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X
JILZTSO,X,O,O,X,X,X,O,X
JILZTOS,X,O,O,X,X,X,X,X
JILZSTO,X,O,O,X,X,X,X,X
JILZSOT,X,O,O,X,X,X,X,X
JILZOTS,X,O,O,O,X,X,X,X
JILZOST,X,O,O,O,X,X,X,X
JILOTSZ,X,X,X,O,X,X,O,X
JILOTZS,X,X,O,O,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X
JILOSZT,X,X,O,O,X,X,X,X
JILOZTS,X,X,O,O,X,X,X,X
JILOZST,X,X,O,O,X,X,X,X
JISTLZO,X,O,X,X,X,O,O,X
JISTLOZ,X,X,X,X,X,O,O,X
JISTZLO,X,O,X,X,X,O,X,X
JISTZOL,X,O,X,X,O,O,X,X
JISTOLZ,X,X,X,X,X,O,X,X
JISTOZL,X,O,X,X,X,O,X,X
JISLTZO,X,O,O,X,X,X,O,X
JISLTOZ,X,X,O,X,X,X,O,X
JISLZTO,X,O,O,X,X,X,X,X
JISLZOT,X,O,O,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X
JISZTLO,X,O,X,X,X,O,X,X
JISZTOL,X,O,X,X,O,O,X,X
JISZLTO,X,O,O,X,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,X
JISZOTL,X,O,X,O,X,X,X,X
JISZOLT,X,O,X,O,X,X,X,X
JISOTLZ,X,X,X,O,X,X,X,X
JISOTZL,X,O,X,O,X,X,X,X
JISOLTZ,X,X,X,O,X,X,X,X
JISOLZT,X,X,X,O,X,X,X,X
JISOZTL,X,O,X,O,X,X,X,X
JISOZLT,X,O,X,O,X,X,X,X
JIZTLSO,X,O,O,X,X,X,O,X
JIZTLOS,X,O,O,X,X,X,X,O
JIZTSLO,X,O,X,X,X,O,X,X
JIZTSOL,X,O,X,X,X,O,X,X
JIZTOLS,X,O,X,O,X,X,X,O
JIZTOSL,X,O,X,O,X,O,X,X
JIZLTSO,X,O,O,X,X,X,O,X
JIZLTOS,X,O,O,X,X,X,X,O
JIZLSTO,X,O,O,X,X,X,X,X
JIZLSOT,X,O,O,X,X,X,X,X
JIZLOTS,X,O,O,O,X,X,X,O
JIZLOST,X,O,O,O,X,X,X,X
JIZSTLO,X,O,X,X,X,O,X,X
JIZSTOL,X,O,X,X,O,O,X,X
JIZSLTO,X,O,O,X,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X,X
JIZSOTL,X,O,X,O,X,X,X,X
JIZSOLT,X,O,X,O,X,X,X,X
JIZOTLS,X,O,X,O,X,X,X,O
JIZOTSL,X,O,X,O,X,X,X,X
JIZOLTS,X,O,O,O,X,X,X,O
JIZOLST,X,O,O,O,X,X,X,X
JIZOSTL,X,O,X,O,X,X,X,X
JIZOSLT,X,O,X,O,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,O,X
JIOTLZS,X,X,X,O,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X
JIOTSZL,X,O,X,O,X,X,X,X
JIOTZLS,X,O,X,O,X,X,X,O
JIOTZSL,X,O,X,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,O,X
JIOLTZS,X,X,O,O,X,X,X,X
JIOLSTZ,X,X,O,O,X,X,X,X
JIOLSZT,X,X,O,O,X,X,X,X
JIOLZTS,X,X,O,O,X,X,X,X
JIOLZST,X,X,O,O,X,X,X,X
JIOSTLZ,X,X,X,O,X,X,X,X
JIOSTZL,X,O,X,O,X,X,X,X
JIOSLTZ,X,X,X,O,X,X,X,X
JIOSLZT,X,X,X,O,X,X,X,X
JIOSZTL,X,O,X,O,X,X,X,X
JIOSZLT,X,O,X,O,X,X,X,X
JIOZTLS,X,O,X,O,X,X,X,O
JIOZTSL,X,O,X,O,X,X,X,X
JIOZLTS,X,O,O,O,X,X,X,O
JIOZLST,X,O,O,O,X,X,X,X
JIOZSTL,X,O,X,O,X,X,X,X
JIOZSLT,X,O,X,O,X,X,X,X
JLTISZO,O,O,O,X,X,X,O,X
JLTISOZ,O,X,O,X,X,X,O,X
JLTIZSO,O,O,O,X,X,X,O,X
JLTIZOS,O,O,O,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,O,X
JLTIOZS,O,X,O,X,X,X,X,X
JLTSIZO,O,O,O,X,X,X,O,X
JLTSIOZ,O,X,O,X,X,X,O,X
JLTSZIO,O,O,O,X,X,X,O,X
JLTSZOI,O,O,O,X,X,X,O,X
JLTSOIZ,O,X,O,X,X,X,O,X
JLTSOZI,O,X,O,X,X,X,O,X
JLTZISO,O,O,O,X,X,X,O,X
JLTZIOS,O,O,O,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,O,X
JLTZSOI,O,O,O,X,X,X,O,X
JLTZOIS,O,O,O,X,X,X,X,X
JLTZOSI,O,O,O,X,X,X,X,X
JLTOISZ,O,X,O,X,X,X,O,X
JLTOIZS,O,X,O,X,X,X,O,X
JLTOSIZ,O,X,O,X,X,X,O,X
JLTOSZI,O,X,O,X,X,X,O,X
JLTOZIS,O,X,O,X,X,X,O,X
JLTOZSI,O,X,O,X,X,X,O,X
JLITSZO,O,O,O,X,X,X,O,X
JLITSOZ,O,X,O,X,X,X,O,X
JLITZSO,O,O,O,X,X,X,O,X
JLITZOS,O,O,O,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,O,X
JLITOZS,O,X,O,X,X,X,X,X
JLISTZO,O,O,O,X,X,X,O,X
JLISTOZ,O,X,O,X,X,X,O,X
JLISZTO,O,O,O,X,X,X,X,X
JLISZOT,X,O,O,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,X,X
JLIZTSO,O,O,O,X,X,X,O,X
JLIZTOS,O,O,O,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X
JLIZSOT,X,O,O,X,X,X,X,X
JLIZOTS,X,O,O,O,X,X,X,X
JLIZOST,X,O,O,O,X,X,X,X
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,O,O,X,X,X,X
JLIOSZT,X,X,O,O,X,X,X,X
JLIOZTS,X,X,O,O,X,X,X,X
JLIOZST,X,X,O,O,X,X,X,X
JLSTIZO,O,O,O,X,X,X,O,X
JLSTIOZ,O,X,O,X,X,X,O,X
JLSTZIO,O,O,O,X,X,X,O,X
JLSTZOI,O,O,O,X,O,X,O,X
JLSTOIZ,O,X,O,X,X,X,O,X
JLSTOZI,O,X,O,X,X,X,O,X
JLSITZO,O,O,O,X,X,X,O,X
JLSITOZ,O,X,O,X,X,X,O,X
JLSIZTO,O,O,O,X,X,X,X,X
JLSIZOT,X,O,O,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,X,X,X
JLSIOZT,O,X,O,X,X,X,X,X
JLSZTIO,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,X,O,X,X,X
JLSZITO,O,O,O,X,X,X,X,X
JLSZIOT,X,O,O,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X
JLSOTZI,O,X,O,X,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,X,X
JLSOZTI,O,X,O,X,X,X,X,X
JLSOZIT,O,X,O,X,X,X,X,X
JLZTISO,O,O,O,X,X,X,O,X
JLZTIOS,O,O,O,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,O,X
JLZTSOI,O,O,O,X,X,X,O,X
JLZTOIS,O,O,O,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X
JLZITSO,O,O,O,X,X,X,O,X
JLZITOS,O,O,O,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X
JLZISOT,X,O,O,X,X,X,X,X
JLZIOTS,X,O,O,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,X,O,X,X,X
JLZSITO,O,O,O,X,X,X,X,X
JLZSIOT,X,O,O,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X
JLZOTIS,O,O,O,O,X,X,X,X
JLZOTSI,O,O,O,O,X,X,X,X
JLZOITS,O,O,O,O,X,X,X,X
JLZOIST,O,O,O,O,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X
JLZOSIT,O,O,O,O,X,X,X,X
JLOTISZ,O,X,O,O,X,X,O,X
JLOTIZS,O,X,O,O,X,X,O,X
JLOTSIZ,O,X,O,O,X,X,O,X
JLOTSZI,O,X,O,O,X,X,O,X
JLOTZIS,O,X,O,O,X,X,O,X
JLOTZSI,O,X,O,O,X,X,O,X
JLOITSZ,O,X,O,O,X,X,O,X
JLOITZS,O,X,O,O,X,X,O,X
JLOISTZ,O,X,O,O,X,X,O,X
JLOISZT,O,X,O,O,X,X,X,X
JLOIZTS,O,X,O,O,X,X,O,X
JLOIZST,O,X,O,O,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,O,X
JLOSTZI,O,X,O,X,X,X,O,X
JLOSITZ,O,X,O,O,X,X,O,X
JLOSIZT,O,X,O,O,X,X,X,X
JLOSZTI,O,X,O,X,X,X,X,X
JLOSZIT,O,X,O,O,X,X,X,X
JLOZTIS,O,X,O,O,X,X,O,X
JLOZTSI,O,X,O,O,X,X,O,X
JLOZITS,O,X,O,O,X,X,O,X
JLOZIST,O,X,O,O,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X
JLOZSIT,O,X,O,O,X,X,X,X
JSTILZO,O,O,X,X,X,O,O,X
JSTILOZ,O,X,X,X,X,O,O,X
JSTIZLO,O,O,X,X,X,O,X,X
JSTIZOL,O,O,X,X,O,O,X,X
JSTIOLZ,O,X,X,X,X,O,X,X
JSTIOZL,X,O,X,X,X,O,X,X
JSTLIZO,O,O,X,X,X,X,O,X
JSTLIOZ,O,X,X,X,X,X,O,X
JSTLZIO,O,O,X,X,X,X,O,X
JSTLZOI,O,O,X,X,O,X,O,X
JSTLOIZ,O,X,X,X,X,X,O,X
JSTLOZI,O,X,X,X,X,X,O,X
JSTZILO,O,O,X,X,X,O,X,X
JSTZIOL,O,O,X,X,O,O,X,X
JSTZLIO,O,O,X,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X
JSTZOIL,O,O,X,X,O,O,X,X
JSTZOLI,O,O,X,X,O,X,X,X
JSTOILZ,O,X,X,X,O,O,X,X
JSTOIZL,X,O,X,X,O,O,X,X
JSTOLIZ,O,X,X,X,O,X,X,X
JSTOLZI,O,X,X,X,O,X,X,X
JSTOZIL,O,O,X,X,O,O,X,X
JSTOZLI,O,O,X,X,O,X,X,X
JSITLZO,O,O,X,X,X,O,O,X
JSITLOZ,O,X,X,X,X,O,O,X
JSITZLO,O,O,X,X,X,O,X,X
JSITZOL,O,O,X,X,O,O,X,X
JSITOLZ,O,X,X,X,X,O,X,X
JSITOZL,X,O,X,X,X,O,X,X
JSILTZO,O,O,O,X,X,X,O,X
JSILTOZ,O,X,O,X,X,X,O,X
JSILZTO,O,O,O,X,X,X,X,X
JSILZOT,X,O,O,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,X
JSILOZT,O,X,O,X,X,X,X,X
JSIZTLO,X,O,X,X,X,O,X,X
JSIZTOL,X,O,X,X,O,O,X,X
JSIZLTO,X,O,O,X,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X
JSIZOTL,X,O,X,O,X,X,X,X
JSIZOLT,X,O,X,O,X,X,X,X
JSIOTLZ,O,X,X,O,X,X,X,X
JSIOTZL,X,O,X,O,X,X,X,X
JSIOLTZ,O,X,X,O,X,X,X,X
JSIOLZT,O,X,X,O,X,X,X,X
JSIOZTL,X,O,X,O,X,X,X,X
JSIOZLT,X,O,X,O,X,X,X,X
JSLTIZO,O,O,O,X,X,X,O,X
JSLTIOZ,O,X,O,X,X,X,O,X
JSLTZIO,O,O,O,X,X,X,O,X
JSLTZOI,O,O,O,X,O,X,O,X
JSLTOIZ,O,X,O,X,X,X,O,X
JSLTOZI,O,X,O,X,X,X,O,X
JSLITZO,O,O,O,X,X,X,O,X
JSLITOZ,O,X,O,X,X,X,O,X
JSLIZTO,O,O,O,X,X,X,X,X
JSLIZOT,X,O,O,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,X,X
JSLIOZT,O,X,O,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,X,O,X,X,X
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,X,O,O,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,X,X
JSLOTZI,O,X,O,X,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X,X
JSLOIZT,O,X,O,X,X,X,X,X
JSLOZTI,O,X,O,X,X,X,X,X
JSLOZIT,O,X,O,X,X,X,X,X
JSZTILO,O,O,X,X,X,O,X,X
JSZTIOL,O,O,X,X,O,O,X,X
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,X,O,X,X,X
JSZTOIL,O,O,X,X,O,O,X,X
JSZTOLI,O,O,X,X,O,X,X,X
JSZITLO,O,O,X,X,X,O,X,X
JSZITOL,O,O,X,X,O,O,X,X
JSZILTO,X,O,O,X,X,X,X,X
JSZILOT,X,O,O,X,X,X,X,X
JSZIOTL,X,O,X,O,X,X,X,X
JSZIOLT,X,O,X,O,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X,X
JSZLTOI,O,O,O,X,O,X,X,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,X,O,O,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,X,O,X,O,O,X,X,X
JSZOTLI,O,O,X,O,O,X,X,X
JSZOITL,X,O,X,O,O,X,X,X
JSZOILT,X,O,X,O,O,X,X,X
JSZOLTI,O,O,X,X,O,X,X,X
JSZOLIT,O,O,X,O,O,X,X,X
JSOTILZ,O,X,X,O,O,X,X,X
JSOTIZL,X,O,X,O,O,X,X,X
JSOTLIZ,O,X,X,O,O,X,X,X
JSOTLZI,O,X,X,O,O,X,X,X
JSOTZIL,O,O,X,O,O,X,X,X
JSOTZLI,O,O,X,O,O,X,X,X
JSOITLZ,O,X,X,O,O,X,X,X
JSOITZL,X,O,X,O,O,X,X,X
JSOILTZ,O,X,X,O,O,X,X,X
JSOILZT,O,X,X,O,O,X,X,X
JSOIZTL,X,O,X,O,O,X,X,X
JSOIZLT,X,O,X,O,O,X,X,X
JSOLTIZ,O,X,X,X,O,X,X,X
JSOLTZI,O,X,X,X,O,X,X,X
JSOLITZ,O,X,X,O,O,X,X,X
JSOLIZT,O,X,X,O,O,X,X,X
JSOLZTI,O,X,X,X,O,X,X,X
JSOLZIT,O,X,X,O,O,X,X,X
JSOZTIL,X,O,X,O,O,X,X,X
JSOZTLI,O,O,X,O,O,X,X,X
JSOZITL,X,O,X,O,O,X,X,X
JSOZILT,X,O,X,O,O,X,X,X
JSOZLTI,O,O,X,X,O,X,X,X
JSOZLIT,O,O,X,O,O,X,X,X
JZTILSO,O,O,O,X,X,X,O,X
JZTILOS,O,O,O,X,X,X,X,O
JZTISLO,O,O,X,X,X,O,X,X
JZTISOL,O,O,X,X,X,O,X,X
JZTIOLS,O,O,X,O,X,X,X,O
JZTIOSL,X,O,X,O,X,O,X,X
JZTLISO,O,O,O,X,X,X,O,X
JZTLIOS,O,O,O,X,X,X,X,O
JZTLSIO,O,O,O,X,X,X,O,X
JZTLSOI,O,O,O,X,X,X,O,X
JZTLOIS,O,O,O,X,X,X,X,O
JZTLOSI,O,O,X,X,X,X,X,X
JZTSILO,O,O,X,X,X,O,X,X
JZTSIOL,O,O,X,X,O,O,X,X
JZTSLIO,O,O,X,X,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X
JZTSOIL,O,O,X,X,O,O,X,X
JZTSOLI,O,O,X,X,O,X,X,X
JZTOILS,O,O,X,O,X,X,X,O
JZTOISL,X,O,X,O,X,O,X,X
JZTOLIS,O,O,X,O,X,X,X,O
JZTOLSI,O,O,X,O,X,X,X,X
JZTOSIL,X,O,X,O,X,O,X,X
JZTOSLI,X,O,X,O,X,X,X,X
JZITLSO,O,O,O,X,X,X,O,X
JZITLOS,O,O,O,X,X,X,X,O
JZITSLO,O,O,X,X,X,O,X,X
JZITSOL,O,O,X,X,X,O,X,X
JZITOLS,O,O,X,O,X,X,X,O
JZITOSL,X,O,X,O,X,O,X,X
JZILTSO,X,O,O,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,X,O
JZILSTO,X,O,O,X,X,X,X,X
JZILSOT,X,O,O,X,X,X,X,X
JZILOTS,X,O,O,O,X,X,X,O
JZILOST,X,O,O,O,X,X,X,X
JZISTLO,O,O,X,X,X,O,X,X
JZISTOL,O,O,X,X,O,O,X,X
JZISLTO,X,O,O,X,X,X,X,X
JZISLOT,X,O,O,X,X,X,X,X
JZISOTL,X,O,X,O,X,X,X,X
JZISOLT,X,O,X,O,X,X,X,X
JZIOTLS,X,O,X,O,X,X,X,O
JZIOTSL,X,O,X,O,X,X,X,X
JZIOLTS,X,O,O,O,X,X,X,O
JZIOLST,X,O,O,O,X,X,X,X
JZIOSTL,X,O,X,O,X,X,X,X
JZIOSLT,X,O,X,O,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,X
JZLTIOS,O,O,O,X,X,X,X,O
JZLTSIO,O,O,O,X,X,X,O,X
JZLTSOI,O,O,O,X,X,X,O,X
JZLTOIS,O,O,O,X,X,X,X,O
JZLTOSI,O,O,O,X,X,X,X,X
JZLITSO,O,O,O,X,X,X,O,X
JZLITOS,O,O,O,X,X,X,X,O
JZLISTO,O,O,O,X,X,X,X,X
JZLISOT,X,O,O,X,X,X,X,X
JZLIOTS,X,O,O,O,X,X,X,O
JZLIOST,X,O,O,O,X,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,X,O,X,X,X
JZLSITO,O,O,O,X,X,X,X,X
JZLSIOT,X,O,O,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X
JZLOTIS,O,O,O,O,X,X,X,O
JZLOTSI,O,O,O,O,X,X,X,X
JZLOITS,O,O,O,O,X,X,X,O
JZLOIST,O,O,O,O,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X
JZSTILO,O,O,X,X,X,O,X,X
JZSTIOL,O,O,X,X,O,O,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,X,O,X,X,X
JZSTOIL,O,O,X,X,O,O,X,X
JZSTOLI,O,O,X,X,O,X,X,X
JZSITLO,O,O,X,X,X,O,X,X
JZSITOL,O,O,X,X,O,O,X,X
JZSILTO,X,O,O,X,X,X,X,X
JZSILOT,X,O,O,X,X,X,X,X
JZSIOTL,X,O,X,O,X,X,X,X
JZSIOLT,X,O,X,O,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X
JZSLTOI,O,O,O,X,O,X,X,X
JZSLITO,O,O,O,X,X,X,X,X
JZSLIOT,X,O,O,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X
JZSOTIL,X,O,X,O,O,X,X,X
JZSOTLI,X,O,X,O,O,X,X,X
JZSOITL,X,O,X,O,O,X,X,X
JZSOILT,X,O,X,O,O,X,X,X
JZSOLTI,X,O,X,X,O,X,X,X
JZSOLIT,X,O,X,O,O,X,X,X
JZOTILS,X,O,O,O,X,X,X,O
JZOTISL,X,O,X,O,O,X,X,X
JZOTLIS,X,O,O,O,X,X,X,O
JZOTLSI,X,O,O,O,X,X,X,X
JZOTSIL,X,O,X,O,O,X,X,X
JZOTSLI,X,O,X,O,O,X,X,X
JZOITLS,X,O,O,O,X,X,X,O
JZOITSL,X,O,X,O,O,X,X,X
JZOILTS,X,O,O,O,X,X,X,O
JZOILST,X,O,O,O,O,X,X,X
JZOISTL,X,O,X,O,O,X,X,X
JZOISLT,X,O,O,O,O,X,X,X
JZOLTIS,X,O,O,O,X,X,X,O
JZOLTSI,X,O,O,O,X,X,X,X
JZOLITS,X,O,O,O,X,X,X,O
JZOLIST,X,O,O,O,O,X,X,X
JZOLSTI,X,O,O,X,O,X,X,X
JZOLSIT,X,O,O,O,O,X,X,X
JZOSTIL,X,O,X,O,O,X,X,X
JZOSTLI,X,O,X,O,O,X,X,X
JZOSITL,X,O,X,O,O,X,X,X
JZOSILT,X,O,O,O,O,X,X,X
JZOSLTI,X,O,O,X,O,X,X,X
JZOSLIT,X,O,O,O,O,X,X,X
JOTILSZ,O,X,O,O,X,X,O,X
JOTILZS,O,X,O,O,X,X,O,X
JOTISLZ,X,X,X,O,O,X,O,X
JOTISZL,X,O,X,O,O,X,X,X
JOTIZLS,X,O,O,O,X,X,O,O
JOTIZSL,X,O,X,O,O,X,X,X
JOTLISZ,O,X,O,O,X,X,O,X
JOTLIZS,O,X,O,O,X,X,O,X
JOTLSIZ,O,X,O,O,X,X,O,X
JOTLSZI,O,X,O,O,X,X,O,X
JOTLZIS,O,X,O,O,X,X,O,X
JOTLZSI,O,X,O,O,X,X,O,X
JOTSILZ,O,X,X,O,O,X,O,X
JOTSIZL,X,O,X,O,O,X,X,X
JOTSLIZ,O,X,X,O,O,X,O,X
JOTSLZI,O,X,X,O,O,X,O,X
JOTSZIL,X,O,X,O,O,X,X,X
JOTSZLI,O,O,X,O,O,X,X,X
JOTZILS,X,O,O,O,X,X,O,O
JOTZISL,X,O,X,O,O,X,X,X
JOTZLIS,O,O,O,O,X,X,O,O
JOTZLSI,O,O,O,O,X,X,O,X
JOTZSIL,X,O,X,O,O,X,X,X
JOTZSLI,X,O,X,O,O,X,X,X
JOITLSZ,X,X,O,O,X,X,O,X
JOITLZS,X,X,O,O,X,X,O,X
JOITSLZ,X,X,X,O,O,X,O,X
JOITSZL,X,O,X,O,O,X,X,X
JOITZLS,X,O,O,O,X,X,O,O
JOITZSL,X,O,X,O,O,X,X,X
JOILTSZ,X,X,O,O,X,X,O,X
JOILTZS,X,X,O,O,X,X,O,X
