sequence,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFFhBxiBzmBu?sBctByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFxiBCnBToB3?qB0sBFrB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFRhBziB+oBl?mByvB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeFCJvhFXjBxlBctBz?qBGsBiqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFFjB6sBctBR?rBTqBmqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFzhBFrBxsBu?sBctB3qB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFCnB3qBxsBO?rBctBlsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFTjBCnB3qBx?sBFrB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JefHJvhFxiBllBqsBT?oBUmB2vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFxhBXjBimBc?tB1vBGsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFRiB+oBUnBF?rB3qBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JexAJvhF0iBmlBzmBS?tB1vBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFTjBxlBVsB0?lBXtByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je0BJvhFxiBllBWtBi?rBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFfnBxiBqsBT?oBUmB1vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JemBJvhFCjBllBcrBx?sBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFxlBVsBToB0?lByvBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhF+oBlnBRrB0?qBiqBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFlnBctBRrBT?qBmqBCtB
IZSJOLT,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZSOTJL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
IZSOLTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOJLT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOTJLS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZOTJSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
IZOTSLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
IZOTSJL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
IZOLTJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOJLTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSTJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSLTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
IOTLJZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTLSJZ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTLZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
IOTJLZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTJSLZ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSZL,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
IOTJZLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTJZSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTSLJZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTSJZL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOTSZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTZJSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOTZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
IOLTJZS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOLTSJZ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLTZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
IOLJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOLJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLZTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJTSLZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSZL,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X
IOJTZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJTZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IOJLTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
IOJLTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOJLSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJSLTZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOJZLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
IOSTLZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSTJZL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOSTZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSLZJT,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSJTZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
IOSJLTZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
IOSZLTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
IOZTJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZTJSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O
IOZTSLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
IOZTSJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
IOZLTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZJLTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSLTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIJZSO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIJZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTISJZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTISZJO,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LTISOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIZJOS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIZSJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIOSJZ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LTJIZSO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTJIZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTJSIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJSIOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LTJSZIO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTJSZOI,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LTJSOIZ,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
LTJSOZI,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJZSIO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTJZSOI,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LTJZOIS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTJZOSI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTJOIZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTJOSIZ,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LTJOSZI,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LTJOZIS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LTSIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTSIZJO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTSJIOZ,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LTSJZIO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTSJZOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTSJOIZ,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LTSJOZI,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTSZIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTSZJOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTSZOIJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOJZI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZIJOS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZISJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZJIOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJSIO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZJSOI,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZJOIS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZSIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZSJOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZSOIJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTZOJSI,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTZOSIJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LTOISJZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LTOJSIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
LTOJSZI,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSJZI,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZIJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LITJZSO,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LITJZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITSJZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
