sequence,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhFRhB1nB?6oBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?3lBGoByvBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0iB6oB?RmBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?zlBCoB2vBXtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeaFJvhFfmB0hB?xiBGoB1vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hBOqB?lnBctBzqBCtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhF3hBxnB?zlB2vBCtBFtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hB+oB?lnBiqB0qBzsB
JOILTZS,O,O,O,X,O,X,X,X
JOILSTZ,X,O,O,X,O,X,X,X
JOILSZT,X,O,O,X,X,O,X,X
JOILZTS,O,O,O,X,O,O,X,X
JOILZST,X,O,O,X,X,O,X,X
JOISTLZ,O,X,O,O,O,X,X,X
JOISTZL,O,O,O,O,O,O,X,X
JOISLTZ,O,O,O,O,O,X,X,X
JOISLZT,O,O,O,O,X,O,X,X
JOISZTL,O,O,O,O,X,O,O,X
JOISZLT,O,O,O,O,X,O,O,X
JOIZTLS,O,O,O,O,O,O,X,X
JOIZTSL,O,O,O,O,O,O,X,X
JOIZLTS,O,O,O,O,O,O,X,X
JOIZLST,X,O,O,X,X,O,X,X
JOIZSTL,O,O,O,O,X,O,O,X
JOIZSLT,O,O,O,O,X,O,O,X
JOLTISZ,O,O,O,X,O,X,X,X
JOLTIZS,O,O,O,X,O,X,X,X
JOLTSIZ,O,O,O,O,O,X,X,X
JOLTSZI,O,O,O,O,O,X,X,O
JOLTZIS,O,O,O,O,O,X,X,O
JOLTZSI,O,O,O,O,O,X,X,O
JOLITSZ,O,O,O,X,O,X,X,X
JOLITZS,O,O,O,X,O,X,X,X
JOLISTZ,X,O,O,X,O,X,X,X
JOLISZT,X,O,O,X,X,O,O,X
JOLIZTS,O,O,O,X,O,O,X,X
JOLIZST,X,O,O,X,X,O,O,X
JOLSTIZ,O,O,O,O,O,X,X,X
JOLSTZI,O,O,O,O,O,X,X,O
JOLSITZ,O,O,O,O,O,X,X,X
JOLSIZT,O,O,O,O,X,O,O,X
JOLSZTI,O,O,O,O,X,O,X,X
JOLSZIT,O,O,O,O,X,O,O,X
JOLZTIS,O,O,O,O,O,O,X,X
JOLZTSI,O,O,O,O,O,O,X,X
JOLZITS,O,O,O,O,O,O,X,X
JOLZIST,X,O,O,X,X,O,O,X
JOLZSTI,O,O,O,O,X,O,X,X
JOLZSIT,O,O,O,O,X,O,O,X
JOSTILZ,O,X,O,O,O,X,X,X
JOSTIZL,O,O,O,O,O,O,X,X
JOSTLIZ,O,X,O,O,O,X,X,X
JOSTLZI,O,X,O,O,O,X,X,O
JOSTZIL,O,O,O,O,O,O,X,X
JOSTZLI,O,X,O,O,O,O,X,X
JOSITLZ,O,X,O,O,O,X,X,X
JOSITZL,O,O,O,O,O,O,X,X
JOSILTZ,O,O,O,O,O,X,X,X
JOSILZT,O,O,O,O,X,O,X,X
JOSIZTL,O,O,O,O,X,O,O,X
JOSIZLT,O,O,O,O,X,O,O,X
JOSLTIZ,O,O,O,O,O,X,X,X
JOSLTZI,O,O,O,O,O,X,X,O
JOSLITZ,O,O,O,O,O,X,X,X
JOSLIZT,O,O,O,O,X,O,O,X
JOSLZTI,O,O,O,O,X,O,X,X
JOSLZIT,O,O,O,O,X,O,O,X
JOSZTIL,O,O,O,O,X,O,X,X
JOSZTLI,O,X,O,O,X,O,X,X
JOSZITL,O,O,O,O,X,O,O,X
JOSZILT,O,O,O,O,X,O,O,X
JOSZLTI,O,O,O,O,X,O,X,X
JOSZLIT,O,O,O,O,X,O,O,X
JOZTILS,O,O,O,O,O,O,X,X
JOZTISL,O,O,O,O,O,O,X,X
JOZTLIS,O,O,O,O,O,O,X,X
JOZTLSI,O,O,O,O,O,O,X,X
JOZTSIL,O,O,O,O,O,O,X,X
JOZTSLI,O,X,O,O,O,O,X,X
JOZITLS,O,O,O,O,O,O,X,X
JOZITSL,O,O,O,O,O,O,X,X
JOZILTS,O,O,O,O,O,O,X,X
JOZILST,X,O,O,X,X,O,X,X
JOZISTL,O,O,O,O,X,O,O,X
JOZISLT,O,O,O,O,X,O,O,X
JOZLTIS,O,O,O,O,O,O,X,X
JOZLTSI,O,O,O,O,O,O,X,X
JOZLITS,O,O,O,O,O,O,X,X
JOZLIST,X,O,O,X,X,O,O,X
JOZLSTI,O,O,O,O,X,O,X,X
JOZLSIT,O,O,O,O,X,O,O,X
JOZSTIL,O,O,O,O,X,O,X,X
JOZSTLI,O,X,O,O,X,O,X,X
JOZSITL,O,O,O,O,X,O,O,X
JOZSILT,O,O,O,O,X,O,O,X
JOZSLTI,O,O,O,O,X,O,X,X
JOZSLIT,O,O,O,O,X,O,O,X
STILJZO,O,X,X,O,O,X,X,X
STILJOZ,O,X,X,O,O,X,X,X
STILZJO,O,X,O,O,O,X,X,X
STILZOJ,O,X,O,O,O,X,X,X
STILOJZ,X,X,X,O,O,X,X,X
STILOZJ,O,X,X,O,O,X,X,X
STIJLZO,O,X,X,O,O,X,X,X
STIJLOZ,O,X,X,O,O,X,X,X
STIJZLO,O,X,X,O,O,X,O,X
STIJZOL,O,X,X,O,O,X,O,X
STIJOLZ,O,X,X,X,O,X,X,X
STIJOZL,O,X,X,X,O,X,X,X
STIZLJO,O,X,O,O,O,X,O,X
STIZLOJ,O,X,O,O,O,X,X,X
STIZJLO,O,X,X,O,O,X,O,X
STIZJOL,X,X,X,O,O,X,O,X
STIZOLJ,O,X,X,O,O,X,X,X
STIZOJL,O,X,X,O,O,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X
STIOLZJ,O,X,O,X,O,X,X,X
STIOJLZ,O,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,O,X,X,X
STIOZLJ,O,X,O,X,O,X,X,X
STIOZJL,O,X,X,X,O,X,X,X
STLIJZO,O,X,X,O,O,X,O,X
STLIJOZ,O,X,X,O,O,X,X,X
STLIZJO,O,X,O,O,O,X,O,X
STLIZOJ,O,X,O,O,O,X,X,X
STLIOJZ,X,X,X,O,O,X,X,X
STLIOZJ,O,X,X,O,O,X,X,X
STLJIZO,O,X,O,O,O,X,O,O
STLJIOZ,O,X,X,O,O,X,X,X
STLJZIO,O,X,X,O,O,X,O,O
STLJZOI,O,X,X,O,O,X,X,O
STLJOIZ,O,X,X,O,O,X,X,X
STLJOZI,O,X,X,O,O,X,X,O
STLZIJO,O,X,X,O,O,X,O,X
STLZIOJ,O,X,X,O,O,X,X,X
STLZJIO,O,X,X,O,O,X,X,X
STLZJOI,O,X,X,O,O,X,X,X
STLZOIJ,O,X,X,O,O,X,X,X
STLZOJI,X,X,X,X,O,X,X,X
STLOIJZ,X,X,X,O,O,X,X,X
STLOIZJ,O,X,X,O,O,X,X,X
STLOJIZ,O,X,X,O,O,X,X,X
STLOJZI,O,X,X,O,O,X,X,X
STLOZIJ,O,X,X,O,O,X,X,X
STLOZJI,X,X,X,X,O,X,X,X
STJILZO,O,X,O,O,O,X,X,O
STJILOZ,O,X,X,O,O,X,X,X
STJIZLO,O,O,O,O,O,X,O,X
STJIZOL,O,X,X,O,O,X,O,X
STJIOLZ,O,X,O,X,O,X,X,X
STJIOZL,O,X,O,X,O,X,X,X
STJLIZO,O,X,O,O,O,X,O,O
STJLIOZ,O,X,X,O,O,X,X,X
STJLZIO,O,X,X,O,O,X,O,O
STJLZOI,O,X,X,O,O,X,X,O
STJLOIZ,O,X,X,O,O,X,X,X
STJLOZI,O,X,X,O,O,X,X,O
STJZILO,O,O,X,O,O,X,O,X
STJZIOL,O,X,X,O,O,O,O,X
STJZLIO,O,X,X,O,O,X,O,O
STJZLOI,O,X,X,O,O,O,X,O
STJZOIL,O,X,X,O,O,O,X,X
STJZOLI,O,X,X,O,O,O,X,X
STJOILZ,O,X,O,O,O,X,X,X
STJOIZL,O,X,O,O,O,X,X,X
STJOLIZ,O,X,O,O,O,X,X,X
STJOLZI,O,X,O,O,O,X,X,O
STJOZIL,O,X,O,O,O,X,X,X
STJOZLI,O,X,O,O,O,X,X,X
STZILJO,O,O,X,O,O,X,O,X
STZILOJ,O,O,X,O,O,X,X,X
STZIJLO,O,O,X,O,O,X,O,X
STZIJOL,X,X,X,O,O,O,O,X
STZIOLJ,O,O,X,O,O,X,X,X
STZIOJL,O,O,X,O,O,O,X,X
STZLIJO,O,X,X,O,O,X,O,X
STZLIOJ,O,X,X,O,O,X,X,X
STZLJIO,O,X,X,O,O,X,X,X
STZLJOI,O,X,X,O,O,O,X,X
STZLOIJ,O,X,X,O,O,X,X,X
STZLOJI,X,X,X,X,O,O,X,X
STZJILO,O,O,X,O,O,X,X,X
STZJIOL,O,X,X,O,O,O,X,X
STZJLIO,O,X,X,O,O,X,X,X
STZJLOI,O,X,X,O,O,O,X,X
STZJOIL,O,X,X,O,O,O,X,X
STZJOLI,O,X,X,O,O,O,X,X
STZOILJ,O,O,X,O,O,X,X,X
STZOIJL,O,O,X,O,O,O,X,X
STZOLIJ,O,X,X,O,O,X,X,X
STZOLJI,O,X,X,X,O,O,X,X
STZOJIL,O,O,X,X,O,O,X,X
STZOJLI,O,X,X,X,O,O,X,X
STOILJZ,O,X,X,X,O,X,X,X
STOILZJ,O,X,O,X,O,X,X,X
STOIJLZ,O,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,O,X,X,X
STOIZLJ,O,X,O,X,O,X,X,X
STOIZJL,O,X,X,X,O,X,X,X
STOLIJZ,O,X,X,O,O,X,X,X
STOLIZJ,O,X,O,O,O,X,X,X
STOLJIZ,O,X,O,O,O,X,X,X
STOLJZI,O,X,O,O,O,X,X,X
STOLZIJ,O,X,O,O,O,X,X,X
STOLZJI,O,X,O,X,O,X,X,X
STOJILZ,O,X,O,X,O,X,X,X
STOJIZL,O,O,O,X,O,O,X,X
STOJLIZ,O,X,O,O,O,X,X,X
STOJLZI,O,X,O,O,O,X,X,X
STOJZIL,O,O,O,O,O,O,X,X
STOJZLI,O,X,O,O,O,O,X,X
STOZILJ,O,O,O,O,O,X,X,X
STOZIJL,O,O,X,O,O,O,X,X
STOZLIJ,O,X,O,O,O,X,X,X
STOZLJI,O,X,O,X,O,O,X,X
STOZJIL,O,O,O,X,O,O,X,X
STOZJLI,O,X,O,X,O,O,X,X
SITLJZO,O,X,X,O,X,X,X,X
SITLJOZ,O,X,X,O,X,X,X,X
SITLZJO,O,X,O,O,X,X,X,X
SITLZOJ,O,X,O,O,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X
SITJLOZ,O,X,X,O,X,X,X,X
SITJZLO,O,X,X,O,X,X,O,X
SITJZOL,O,X,X,O,X,X,O,X
SITJOLZ,O,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X
SITZLJO,O,X,O,O,X,X,O,X
SITZLOJ,O,X,O,O,X,X,X,X
SITZJLO,O,X,X,O,X,X,O,X
SITZJOL,X,X,X,O,X,X,O,X
SITZOLJ,O,X,X,O,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X
SITOZLJ,O,X,O,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,X,O,X
SILTJOZ,O,X,X,O,X,X,X,X
SILTZJO,O,X,O,O,X,X,O,X
SILTZOJ,O,X,O,O,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X
SILJTZO,O,X,O,O,X,X,O,O
SILJTOZ,O,X,X,O,X,X,X,X
SILJZTO,O,X,O,O,X,X,O,X
SILJZOT,X,X,X,O,X,X,O,X
SILJOTZ,X,X,X,O,X,X,X,X
SILJOZT,X,X,X,O,X,X,O,X
SILZTJO,O,X,O,O,X,X,O,X
SILZTOJ,O,X,O,O,X,X,X,X
SILZJTO,X,X,O,O,X,X,O,X
SILZJOT,X,X,X,O,X,X,O,X
SILZOTJ,O,X,X,O,X,X,X,X
SILZOJT,X,X,X,O,X,X,O,X
SILOTJZ,O,X,X,O,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X
SILOJZT,X,X,X,O,X,X,O,X
SILOZTJ,O,X,X,O,X,X,X,X
SILOZJT,X,X,X,O,X,X,O,X
SIJTLZO,O,X,O,O,X,X,X,O
SIJTLOZ,O,X,X,O,X,X,X,X
SIJTZLO,O,X,O,O,X,X,O,X
SIJTZOL,O,X,X,O,X,X,O,X
SIJTOLZ,O,X,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X
SIJLTZO,O,X,O,O,X,X,O,O
SIJLTOZ,O,X,X,O,X,X,X,X
SIJLZTO,O,X,O,O,X,X,O,X
SIJLZOT,O,X,X,O,X,X,O,X
SIJLOTZ,O,X,X,O,X,X,X,X
SIJLOZT,O,X,X,O,X,X,O,X
SIJZTLO,O,X,O,O,X,X,O,X
SIJZTOL,O,X,X,O,X,O,O,X
SIJZLTO,O,X,O,O,X,X,O,X
SIJZLOT,O,X,X,O,X,X,O,X
SIJZOTL,O,X,X,O,X,X,O,X
SIJZOLT,O,X,X,X,X,X,O,X
SIJOTLZ,O,X,O,O,X,X,X,X
SIJOTZL,O,X,O,O,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,X,X
SIJOLZT,O,X,O,O,X,X,X,X
SIJOZTL,O,X,O,O,X,X,O,X
SIJOZLT,O,X,O,O,X,X,O,X
SIZTLJO,O,X,O,O,X,X,O,X
SIZTLOJ,O,X,O,O,X,X,X,X
SIZTJLO,O,X,X,O,X,X,O,X
SIZTJOL,X,X,X,O,X,O,O,X
SIZTOLJ,O,X,X,O,X,X,X,X
SIZTOJL,O,X,X,O,X,O,X,X
SIZLTJO,O,X,O,O,X,X,O,X
SIZLTOJ,O,X,O,O,X,X,X,X
SIZLJTO,X,X,O,O,X,X,O,X
SIZLJOT,X,X,X,O,X,X,O,X
SIZLOTJ,O,X,X,O,X,X,X,X
SIZLOJT,X,X,X,O,X,X,O,X
SIZJTLO,O,X,O,O,X,X,O,X
SIZJTOL,X,X,X,O,X,O,O,X
SIZJLTO,X,X,O,O,X,X,O,X
SIZJLOT,X,X,X,O,X,X,O,X
SIZJOTL,O,X,X,O,X,X,O,X
SIZJOLT,X,X,X,X,X,X,O,X
SIZOTLJ,O,X,X,O,X,X,X,X
SIZOTJL,O,X,X,O,X,O,X,X
SIZOLTJ,O,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,O,X
SIZOJTL,O,X,X,O,X,O,O,X
SIZOJLT,X,X,X,X,X,O,O,X
SIOTLJZ,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,X
SIOLJZT,X,X,O,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X
SIOLZJT,X,X,O,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,X,X,X
SIOJTZL,O,X,O,X,X,O,X,X
SIOJLTZ,O,X,O,X,X,X,X,X
SIOJLZT,O,X,O,X,X,O,X,X
SIOJZTL,O,X,O,X,X,O,O,X
SIOJZLT,O,X,O,X,X,O,O,X
SIOZTLJ,O,X,O,X,X,X,X,X
SIOZTJL,O,X,X,X,X,O,X,X
SIOZLTJ,O,X,O,X,X,X,X,X
SIOZLJT,X,X,O,X,X,X,O,X
SIOZJTL,O,X,O,X,X,O,O,X
SIOZJLT,X,X,O,X,X,O,O,X
SLTIJZO,O,O,X,O,O,X,O,X
SLTIJOZ,O,O,X,O,O,X,X,X
SLTIZJO,O,O,O,O,O,X,O,X
SLTIZOJ,O,O,O,O,O,X,X,X
SLTIOJZ,X,O,X,O,O,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X
SLTJIZO,O,O,O,O,O,X,O,O
SLTJIOZ,O,O,X,O,O,X,X,X
SLTJZIO,O,O,X,O,O,X,O,O
SLTJZOI,O,O,X,O,O,X,X,O
SLTJOIZ,O,O,X,O,O,X,X,X
SLTJOZI,O,O,X,O,O,X,X,O
SLTZIJO,O,O,X,O,O,X,O,X
SLTZIOJ,O,O,X,O,O,X,X,X
SLTZJIO,O,O,X,O,O,X,X,X
SLTZJOI,O,O,X,O,O,X,X,X
SLTZOIJ,O,O,X,O,O,X,X,X
SLTZOJI,X,O,X,X,O,X,X,X
SLTOIJZ,X,O,X,O,O,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X
SLTOJIZ,O,O,X,O,O,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X
SLTOZJI,X,O,X,X,O,X,X,X
SLITJZO,O,O,X,O,X,X,O,X
SLITJOZ,O,O,X,O,X,X,X,X
SLITZJO,O,O,O,O,X,X,O,X
SLITZOJ,O,O,O,O,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X
SLIJTZO,O,O,O,O,X,X,O,O
SLIJTOZ,O,O,X,O,X,X,X,X
SLIJZTO,O,O,O,O,X,X,O,X
SLIJZOT,X,O,X,O,X,X,O,X
SLIJOTZ,X,O,X,O,X,X,X,X
SLIJOZT,X,O,X,O,X,X,O,X
SLIZTJO,O,O,O,O,X,X,O,X
SLIZTOJ,O,O,O,O,X,X,X,X
SLIZJTO,X,O,O,O,X,X,O,X
SLIZJOT,X,O,X,O,X,X,O,X
SLIZOTJ,O,O,X,O,X,X,X,X
SLIZOJT,X,O,X,O,X,X,O,X
SLIOTJZ,O,O,X,O,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,X
SLIOJZT,X,O,X,O,X,X,O,X
SLIOZTJ,O,O,X,O,X,X,X,X
SLIOZJT,X,O,X,O,X,X,O,X
SLJTIZO,O,O,O,O,O,X,O,O
SLJTIOZ,O,O,X,O,O,X,X,X
SLJTZIO,O,O,X,O,O,X,O,O
SLJTZOI,O,O,X,O,O,X,X,O
SLJTOIZ,O,O,X,O,O,X,X,X
SLJTOZI,O,O,X,O,O,X,X,O
SLJITZO,O,O,O,O,O,X,O,O
SLJITOZ,O,O,X,O,O,X,X,X
SLJIZTO,O,O,O,O,X,X,O,X
SLJIZOT,O,O,X,O,X,X,O,X
SLJIOTZ,O,O,X,O,X,X,X,X
SLJIOZT,O,O,X,O,X,X,O,X
SLJZTIO,O,O,X,O,X,X,O,O
SLJZTOI,O,O,X,O,X,O,X,O
SLJZITO,O,O,X,O,X,X,O,X
SLJZIOT,O,O,X,O,X,X,O,X
SLJZOTI,O,O,X,O,X,X,X,X
SLJZOIT,O,O,X,O,X,X,O,X
SLJOTIZ,O,O,X,O,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,O
SLJOITZ,O,O,X,O,X,X,X,X
SLJOIZT,O,O,X,O,X,X,O,X
SLJOZTI,O,O,X,O,X,X,X,X
SLJOZIT,O,O,X,O,X,X,O,X
SLZTIJO,O,O,X,O,X,X,O,X
SLZTIOJ,O,O,X,O,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X
SLZTJOI,O,O,X,O,X,O,X,X
SLZTOIJ,O,O,X,O,X,X,X,X
SLZTOJI,X,O,X,X,X,O,X,X
SLZITJO,O,O,X,O,X,X,O,X
SLZITOJ,O,O,X,O,X,X,X,X
SLZIJTO,X,O,X,O,X,X,O,X
SLZIJOT,X,O,X,O,X,X,O,X
SLZIOTJ,O,O,X,O,X,X,X,X
SLZIOJT,X,O,X,O,X,X,O,X
SLZJTIO,O,O,X,O,X,X,O,O
SLZJTOI,O,O,X,O,X,O,X,O
SLZJITO,O,O,X,O,X,X,O,X
SLZJIOT,X,O,X,O,X,X,O,X
SLZJOTI,O,O,X,O,X,X,X,X
SLZJOIT,X,O,X,O,X,X,O,X
SLZOTIJ,O,O,X,O,X,X,X,X
SLZOTJI,O,O,X,X,X,O,X,X
SLZOITJ,O,O,X,O,X,X,X,X
SLZOIJT,X,O,X,O,X,X,O,X
SLZOJTI,X,O,X,O,X,O,X,X
SLZOJIT,X,O,X,O,X,O,X,X
SLOTIJZ,O,O,X,O,O,X,X,X
SLOTIZJ,O,O,X,O,O,X,X,X
SLOTJIZ,O,O,X,O,O,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X
SLOTZJI,O,O,X,X,O,X,X,X
SLOITJZ,O,O,X,O,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X
SLOIJZT,X,O,X,O,X,X,O,X
SLOIZTJ,O,O,X,O,X,X,X,X
SLOIZJT,X,O,X,O,X,X,O,X
SLOJTIZ,O,O,X,O,O,X,X,X
SLOJTZI,O,O,X,O,O,X,X,O
SLOJITZ,O,O,X,O,O,X,X,X
SLOJIZT,O,O,X,O,X,O,O,X
SLOJZTI,O,O,X,O,X,O,X,X
SLOJZIT,O,O,X,O,X,O,O,X
SLOZTIJ,O,O,X,O,X,X,X,X
SLOZTJI,O,O,X,X,X,O,X,X
SLOZITJ,O,O,X,O,X,X,X,X
SLOZIJT,X,O,X,O,X,X,O,X
SLOZJTI,X,O,X,O,X,O,X,X
SLOZJIT,X,O,X,O,X,O,X,X
SJTILZO,O,X,O,O,O,X,X,O
SJTILOZ,O,X,X,O,O,X,X,X
SJTIZLO,O,O,O,O,O,X,O,X
SJTIZOL,O,X,X,O,O,X,O,X
SJTIOLZ,O,X,O,X,O,X,X,X
SJTIOZL,O,X,O,X,O,X,X,X
SJTLIZO,O,X,O,O,O,X,O,O
SJTLIOZ,O,X,X,O,O,X,X,X
SJTLZIO,O,X,X,O,O,X,O,O
SJTLZOI,O,X,X,O,O,X,X,O
SJTLOIZ,O,X,X,O,O,X,X,X
SJTLOZI,O,X,X,O,O,X,X,O
SJTZILO,O,O,X,O,O,X,O,X
SJTZIOL,O,X,X,O,O,O,O,X
SJTZLIO,O,X,X,O,O,X,O,O
SJTZLOI,O,X,X,O,O,O,X,O
SJTZOIL,O,X,X,O,O,O,X,X
SJTZOLI,O,X,X,O,O,O,X,X
SJTOILZ,O,X,O,O,O,X,X,X
SJTOIZL,O,X,O,O,O,X,X,X
SJTOLIZ,O,X,O,O,O,X,X,X
SJTOLZI,O,X,O,O,O,X,X,O
SJTOZIL,O,X,O,O,O,X,X,X
SJTOZLI,O,X,O,O,O,X,X,X
SJITLZO,O,X,O,O,O,X,X,O
SJITLOZ,O,X,X,O,O,X,X,X
SJITZLO,O,O,O,O,O,X,O,X
SJITZOL,O,X,X,O,O,X,O,X
SJITOLZ,O,X,O,X,O,X,X,X
SJITOZL,O,X,O,X,O,X,X,X
SJILTZO,O,O,O,O,O,X,O,O
SJILTOZ,O,O,X,O,O,X,X,X
SJILZTO,O,O,O,O,X,X,O,X
SJILZOT,O,O,X,O,X,X,O,X
SJILOTZ,O,O,X,O,X,X,X,X
SJILOZT,O,O,X,O,X,X,O,X
SJIZTLO,O,O,O,O,X,X,O,X
SJIZTOL,O,X,X,O,X,O,O,X
SJIZLTO,O,O,O,O,X,X,O,X
SJIZLOT,O,O,X,O,X,X,O,X
SJIZOTL,O,X,X,O,X,X,O,X
SJIZOLT,O,X,X,X,X,X,O,X
SJIOTLZ,O,X,O,O,X,X,X,X
SJIOTZL,O,X,O,O,X,X,X,X
SJIOLTZ,O,X,O,O,X,X,X,X
SJIOLZT,O,X,O,O,X,X,X,X
SJIOZTL,O,X,O,O,X,X,O,X
SJIOZLT,O,X,O,O,X,X,O,X
SJLTIZO,O,O,O,O,O,X,O,O
SJLTIOZ,O,O,X,O,O,X,X,X
SJLTZIO,O,O,X,O,O,X,O,O
SJLTZOI,O,O,X,O,O,X,X,O
SJLTOIZ,O,O,X,O,O,X,X,X
SJLTOZI,O,O,X,O,O,X,X,O
SJLITZO,O,O,O,O,O,X,O,O
SJLITOZ,O,O,X,O,O,X,X,X
SJLIZTO,O,O,O,O,X,X,O,X
SJLIZOT,O,O,X,O,X,X,O,X
SJLIOTZ,O,O,X,O,X,X,X,X
SJLIOZT,O,O,X,O,X,X,O,X
SJLZTIO,O,O,X,O,X,X,O,O
SJLZTOI,O,O,X,O,X,O,X,O
SJLZITO,O,O,X,O,X,X,O,X
SJLZIOT,O,O,X,O,X,X,O,X
SJLZOTI,O,O,X,O,X,X,X,X
SJLZOIT,O,O,X,O,X,X,O,X
SJLOTIZ,O,O,X,O,X,X,X,X
SJLOTZI,O,O,X,O,X,X,X,O
SJLOITZ,O,O,X,O,X,X,X,X
SJLOIZT,O,O,X,O,X,X,O,X
SJLOZTI,O,O,X,O,X,X,X,X
SJLOZIT,O,O,X,O,X,X,O,X
SJZTILO,O,O,X,O,X,X,O,X
SJZTIOL,O,X,X,O,X,O,O,X
SJZTLIO,O,X,X,O,X,X,O,O
SJZTLOI,O,X,X,O,X,O,X,O
SJZTOIL,O,X,X,O,X,O,X,X
SJZTOLI,O,X,X,O,X,O,X,X
SJZITLO,O,O,X,O,X,X,O,X
SJZITOL,O,X,X,O,X,O,O,X
SJZILTO,O,O,X,O,X,X,O,X
SJZILOT,O,O,X,O,X,X,O,X
SJZIOTL,O,X,X,O,X,X,O,X
SJZIOLT,O,X,X,X,X,X,O,X
SJZLTIO,O,O,X,O,X,X,O,O
SJZLTOI,O,O,X,O,X,O,X,O
SJZLITO,O,O,X,O,X,X,O,X
SJZLIOT,O,O,X,O,X,X,O,X
SJZLOTI,O,O,X,O,X,X,X,X
SJZLOIT,O,O,X,O,X,X,O,X
SJZOTIL,O,X,X,O,X,O,X,X
SJZOTLI,O,X,X,O,X,O,X,X
SJZOITL,O,X,X,O,X,O,O,X
SJZOILT,O,X,X,O,X,O,O,X
SJZOLTI,O,X,X,O,X,O,X,X
SJZOLIT,O,X,X,O,X,O,O,X
SJOTILZ,O,X,O,O,X,X,X,X
SJOTIZL,O,X,O,O,X,O,X,X
SJOTLIZ,O,X,O,O,X,X,X,X
SJOTLZI,O,X,O,O,X,X,X,O
SJOTZIL,O,X,O,O,X,O,X,X
SJOTZLI,O,X,O,O,X,O,X,X
SJOITLZ,O,X,O,O,X,X,X,X
SJOITZL,O,X,O,O,X,O,X,X
SJOILTZ,O,X,O,O,X,X,X,X
SJOILZT,O,X,O,O,X,O,X,X
SJOIZTL,O,X,O,O,X,O,O,X
SJOIZLT,O,X,O,O,X,O,O,X
SJOLTIZ,O,X,O,O,X,X,X,X
SJOLTZI,O,X,O,O,X,X,X,O
SJOLITZ,O,X,O,O,X,X,X,X
SJOLIZT,O,X,O,O,X,O,O,X
SJOLZTI,O,X,O,O,X,O,X,X
SJOLZIT,O,X,O,O,X,O,O,X
SJOZTIL,O,X,O,O,X,O,X,X
SJOZTLI,O,X,O,O,X,O,X,X
SJOZITL,O,X,O,O,X,O,O,X
SJOZILT,O,X,O,O,X,O,O,X
