sequence,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBO?qBzqB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBm?qB0sBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MelAJvhFRiBcoBXmBT?nB2vBSyB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFmiB5oBFnBi?qBzsB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeVGJvhFRiBSoB/sB0?lB2vBTtB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnBToBi?qBWyB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBO?qBzqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBUnBFoBm?qBSyBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MexAJvhFTjB3lBFnBy?vBGtB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBm?qBTqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBFnB8sBT?lByvBmsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnB8sB+?tBTlByvB
LIZTOJS,O,O,O,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,O,O,X,X,O,X
LIZJTSO,O,O,O,X,X,X,X,O,X,O,O,X
LIZJTOS,O,O,O,X,X,X,X,O,X,X,X,X
LIZJSTO,X,O,O,X,X,X,X,O,X,O,O,X
LIZJSOT,X,X,O,X,X,X,O,X,X,O,X,X
LIZJOTS,O,O,O,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,O,X,X,O,X,X
LIZSTJO,O,O,O,X,X,X,X,O,X,O,O,X
LIZSTOJ,O,O,O,X,X,X,O,O,X,X,O,X
LIZSJTO,X,O,O,X,X,X,X,X,X,O,O,X
LIZSJOT,X,X,O,X,X,X,O,X,X,O,X,X
LIZSOTJ,O,X,O,O,X,X,O,X,X,X,O,X
LIZSOJT,X,X,O,X,X,X,O,X,X,O,X,X
LIZOTJS,O,O,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,O,O,X,X,O,X,X,X,O,X
LIZOJTS,O,O,O,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,O,X,X,O,X,X
LIZOSTJ,O,X,O,O,X,X,O,X,X,X,O,X
LIZOSJT,X,X,O,X,X,X,O,X,X,O,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,O,X,X,X,X,X
LIOTZJS,O,X,O,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,O,X,X,O,X,X
LIOJZTS,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,X,O,X,X
LIOSTJZ,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,O,X,O,O,X,X,O,X,X,X,O,X
LIOSZJT,X,X,O,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,O,X,X,O,X,X,X,O,X
LIOZJTS,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,O,X,X,O,X,X
LIOZSTJ,O,X,O,O,X,X,O,X,X,X,O,X
LIOZSJT,X,X,O,X,X,X,O,X,X,O,X,X
LJTISZO,X,O,X,X,X,X,X,O,O,O,X,X
LJTISOZ,X,X,X,X,X,O,X,X,O,X,X,X
LJTIZSO,X,O,O,X,X,X,X,O,X,O,X,X
LJTIZOS,X,O,O,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOZS,X,X,O,X,X,O,X,X,X,X,X,X
LJTSIZO,X,O,O,X,O,X,X,O,O,O,X,X
LJTSIOZ,X,X,O,X,O,O,X,X,O,X,X,X
LJTSZIO,X,O,O,X,O,X,X,O,O,O,O,O
LJTSZOI,X,O,O,X,O,O,X,O,O,X,X,O
LJTSOIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJTSOZI,X,X,O,O,O,O,X,O,O,X,X,X
LJTZISO,X,O,O,X,X,X,X,O,X,O,O,O
LJTZIOS,X,O,O,X,X,X,X,O,X,X,X,O
LJTZSIO,X,O,O,X,X,X,X,O,O,O,O,O
LJTZSOI,X,O,O,X,X,O,X,O,O,X,X,O
LJTZOIS,X,O,O,X,X,O,X,O,X,X,X,O
LJTZOSI,X,O,O,X,X,O,X,O,O,X,X,O
LJTOISZ,X,X,X,O,X,O,X,X,O,X,X,X
LJTOIZS,X,X,O,O,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJTOSZI,X,X,O,O,O,O,X,O,O,X,X,X
LJTOZIS,X,X,O,O,X,O,X,O,X,X,X,X
LJTOZSI,X,X,O,O,X,O,X,O,O,X,X,X
LJITSZO,X,O,X,X,X,X,X,O,O,O,X,X
LJITSOZ,X,X,X,X,X,O,X,X,O,X,X,X
LJITZSO,X,O,O,X,X,X,X,O,X,O,X,X
LJITZOS,X,O,O,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,X,X,O,X,X,O,X,X,X
LJITOZS,X,X,O,X,X,O,X,X,X,X,X,X
LJISTZO,X,O,O,X,X,X,X,O,O,O,X,X
LJISTOZ,X,X,O,X,X,O,X,X,O,X,X,X
LJISZTO,X,O,O,X,X,X,X,O,O,O,O,O
LJISZOT,X,X,O,X,X,X,X,X,O,O,X,X
LJISOTZ,X,X,O,O,X,O,X,X,O,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,O,O,X,X
LJIZTSO,X,O,O,X,X,X,X,O,X,O,O,O
LJIZTOS,X,O,O,X,X,X,X,O,X,X,X,O
LJIZSTO,X,O,O,X,X,X,X,O,X,O,O,O
LJIZSOT,X,X,O,X,X,X,O,X,X,O,X,X
LJIZOTS,X,O,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,O,X,X,O,X,X
LJIOTSZ,X,X,X,O,X,O,X,X,O,X,X,X
LJIOTZS,X,X,O,O,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,O,X,X,O,X,X,X
LJIOSZT,X,X,O,X,X,X,O,X,O,O,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,X,X,X,O,X,X,O,X,X
LJSTIZO,X,O,O,X,O,X,X,O,O,O,X,X
LJSTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
LJSTZIO,X,O,O,X,O,X,X,O,O,O,O,O
LJSTZOI,X,O,O,X,O,O,X,O,O,X,X,O
LJSTOIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJSTOZI,X,X,O,O,O,O,X,O,O,X,X,X
LJSITZO,X,O,O,X,O,X,X,O,O,O,X,X
LJSITOZ,X,X,O,X,O,O,X,X,O,X,X,X
LJSIZTO,X,O,O,X,O,X,X,O,O,O,O,O
LJSIZOT,X,X,O,X,X,X,X,X,O,O,X,X
LJSIOTZ,X,X,O,O,O,O,X,X,O,X,X,X
LJSIOZT,X,X,O,X,X,X,X,X,O,O,X,X
LJSZTIO,X,O,O,X,O,X,X,O,O,O,O,O
LJSZTOI,X,O,O,X,O,O,X,O,O,X,X,O
LJSZITO,X,O,O,X,O,X,X,O,O,O,O,O
LJSZIOT,X,X,O,X,X,X,X,X,O,O,X,X
LJSZOTI,X,X,O,X,X,O,X,O,O,X,X,O
LJSZOIT,X,X,O,X,X,X,X,X,O,O,X,X
LJSOTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJSOTZI,X,X,O,O,O,O,X,O,O,X,X,X
LJSOITZ,X,X,O,O,O,O,X,X,O,X,X,X
LJSOIZT,X,X,O,X,O,X,X,X,O,O,X,X
LJSOZTI,X,X,O,X,O,O,X,O,O,X,X,O
LJSOZIT,X,X,O,X,O,X,X,X,O,O,X,X
LJZTISO,X,O,O,X,X,X,X,O,X,O,O,O
LJZTIOS,X,O,O,X,X,X,X,O,X,X,X,O
LJZTSIO,X,O,O,X,X,X,X,O,O,O,O,O
LJZTSOI,X,O,O,X,X,O,X,O,O,X,X,O
LJZTOIS,X,O,O,X,X,O,X,O,X,X,X,O
LJZTOSI,X,O,O,X,X,O,X,O,O,X,X,O
LJZITSO,X,O,O,X,X,X,X,O,X,O,O,O
LJZITOS,X,O,O,X,X,X,X,O,X,X,X,O
LJZISTO,X,O,O,X,X,X,X,O,X,O,O,O
LJZISOT,X,X,O,X,X,X,O,X,X,O,X,X
LJZIOTS,X,O,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,O,X,X,O,X,X
LJZSTIO,X,O,O,X,X,X,X,O,O,O,O,O
LJZSTOI,X,O,O,X,X,O,X,O,O,X,X,O
LJZSITO,X,O,O,X,X,X,X,O,O,O,O,O
LJZSIOT,X,X,O,X,X,X,O,X,O,O,X,X
LJZSOTI,X,X,O,X,X,O,X,O,O,X,X,O
LJZSOIT,X,X,O,X,X,X,X,X,O,O,X,X
LJZOTIS,X,O,O,X,X,O,X,O,X,X,X,O
LJZOTSI,X,O,O,X,X,O,X,O,O,X,X,O
LJZOITS,X,O,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,O,X,X,O,X,X
LJZOSTI,X,X,O,X,X,O,X,O,O,X,X,O
LJZOSIT,X,X,O,X,X,X,O,X,O,O,X,X
LJOTISZ,X,X,X,O,X,O,X,X,O,X,X,X
LJOTIZS,X,X,O,O,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJOTSZI,X,X,O,O,O,O,X,O,O,X,X,X
LJOTZIS,X,X,O,O,X,O,X,O,X,X,X,X
LJOTZSI,X,X,O,O,X,O,X,O,O,X,X,X
LJOITSZ,X,X,X,O,X,O,X,X,O,X,X,X
LJOITZS,X,X,O,O,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,O,X,O,X,X,O,X,X,X
LJOISZT,X,X,O,X,X,X,O,X,O,O,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,O,X,X,O,X,X
LJOSTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LJOSTZI,X,X,O,O,O,O,X,O,O,X,X,X
LJOSITZ,X,X,O,O,O,O,X,X,O,X,X,X
LJOSIZT,X,X,O,X,O,X,O,X,O,O,X,X
LJOSZTI,X,X,O,X,O,O,X,O,O,X,X,O
LJOSZIT,X,X,O,X,O,X,O,X,O,O,X,X
LJOZTIS,X,X,O,X,X,O,X,O,X,X,X,O
LJOZTSI,X,X,O,X,X,O,X,O,O,X,X,O
LJOZITS,X,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,X,O,X,X,O,X,X
LJOZSTI,X,X,O,X,X,O,X,O,O,X,X,O
LJOZSIT,X,X,O,X,X,X,O,X,O,O,X,X
LSTIJZO,X,X,X,X,O,X,X,X,O,X,X,X
LSTIJOZ,X,X,X,X,O,O,X,X,O,X,X,X
LSTIZJO,X,X,O,X,O,X,X,X,O,X,O,X
LSTIZOJ,X,X,O,X,X,X,X,X,X,X,O,X
LSTIOJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSTIOZJ,X,X,O,O,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,O,X,X,O,O,X,X,X
LSTJIOZ,X,X,X,X,O,O,X,X,O,X,X,X
LSTJZIO,X,X,O,X,O,X,X,O,O,X,O,O
LSTJZOI,X,X,O,X,O,O,X,O,O,X,X,O
LSTJOIZ,X,X,X,O,O,O,X,X,O,X,X,X
LSTJOZI,X,X,O,O,O,O,X,O,O,X,X,X
LSTZIJO,X,X,O,X,O,X,X,O,O,X,O,X
LSTZIOJ,X,X,O,X,X,X,X,O,X,X,O,X
LSTZJIO,X,X,O,X,O,X,X,O,O,X,O,X
LSTZJOI,X,X,O,X,O,O,X,O,O,X,X,X
LSTZOIJ,X,X,O,O,X,X,X,O,X,X,O,X
LSTZOJI,X,X,O,O,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSTOIZJ,X,X,O,O,O,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,O,O,X,X,O,X,X,X
LSTOJZI,X,X,O,O,O,O,X,X,O,X,X,X
LSTOZIJ,X,X,O,O,O,X,X,X,X,X,O,X
LSTOZJI,X,X,O,O,O,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,O,X,X,X,O,X,X,X
LSITJOZ,X,X,X,X,O,O,X,X,O,X,X,X
LSITZJO,X,X,O,X,O,X,X,X,O,X,O,X
LSITZOJ,X,X,O,X,X,X,X,X,X,X,O,X
LSITOJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSITOZJ,X,X,O,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X,X,O,O,X,X
LSIJTOZ,X,X,X,X,O,O,X,X,O,X,X,X
LSIJZTO,X,X,X,X,O,X,X,X,O,O,O,O
LSIJZOT,X,X,X,X,X,X,X,X,O,O,X,X
LSIJOTZ,X,X,X,O,O,O,X,X,O,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,O,O,X,X
LSIZTJO,X,X,O,X,O,X,X,X,O,O,O,X
LSIZTOJ,X,X,O,X,X,X,O,X,X,X,O,X
LSIZJTO,X,X,O,X,O,X,X,X,O,O,O,X
LSIZJOT,X,X,X,X,X,X,O,X,O,O,X,X
LSIZOTJ,X,X,O,O,X,X,O,X,X,X,O,X
LSIZOJT,X,X,O,X,X,X,O,X,X,O,X,X
LSIOTJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSIOTZJ,X,X,O,O,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,O,O,X,X,X,O,X,X,X
LSIOJZT,X,X,X,X,X,X,O,X,O,X,X,X
LSIOZTJ,X,X,O,O,X,X,O,X,X,X,O,X
LSIOZJT,X,X,O,X,X,X,O,X,X,X,X,X
LSJTIZO,X,X,O,X,O,X,X,O,O,O,X,X
LSJTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
LSJTZIO,X,X,O,X,O,X,X,O,O,O,O,O
LSJTZOI,X,X,O,X,O,O,X,O,O,X,X,O
LSJTOIZ,X,X,O,O,O,O,X,X,O,X,X,X
LSJTOZI,X,X,O,O,O,O,X,O,O,X,X,X
LSJITZO,X,X,O,X,O,X,X,O,O,O,X,X
LSJITOZ,X,X,O,X,O,O,X,X,O,X,X,X
LSJIZTO,X,X,O,X,O,X,X,O,O,O,O,O
LSJIZOT,X,X,O,X,X,X,X,X,O,O,X,X
LSJIOTZ,X,X,O,O,O,O,X,X,O,X,X,X
LSJIOZT,X,X,O,X,X,X,X,X,O,O,X,X
LSJZTIO,X,X,O,X,O,X,X,O,O,O,O,O
LSJZTOI,X,X,O,X,O,O,X,O,O,X,X,O
LSJZITO,X,X,O,X,O,X,X,O,O,O,O,O
LSJZIOT,X,X,O,X,X,X,X,X,O,O,X,X
LSJZOTI,X,X,O,X,X,O,X,O,O,X,X,O
LSJZOIT,X,X,O,X,X,X,X,X,O,O,X,X
LSJOTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LSJOTZI,X,X,O,O,O,O,X,O,O,X,X,X
LSJOITZ,X,X,O,O,O,O,X,X,O,X,X,X
LSJOIZT,X,X,O,X,O,X,X,X,O,O,X,X
LSJOZTI,X,X,O,X,O,O,X,O,O,X,X,O
LSJOZIT,X,X,O,X,O,X,X,X,O,O,X,X
LSZTIJO,X,X,O,X,O,X,X,O,O,O,O,X
LSZTIOJ,X,X,O,X,X,X,O,O,X,X,O,X
LSZTJIO,X,X,O,X,O,X,X,O,O,X,O,X
LSZTJOI,X,X,O,X,O,O,X,O,O,X,X,X
LSZTOIJ,X,X,O,O,X,X,X,O,X,X,O,X
LSZTOJI,X,X,O,O,X,X,X,O,X,X,X,X
LSZITJO,X,X,O,X,O,X,X,O,O,O,O,X
LSZITOJ,X,X,O,X,X,X,O,O,X,X,O,X
LSZIJTO,X,X,O,X,O,X,X,X,O,O,O,X
LSZIJOT,X,X,O,X,X,X,O,X,O,O,X,X
LSZIOTJ,X,X,O,O,X,X,O,X,X,X,O,X
LSZIOJT,X,X,O,X,X,X,O,X,X,O,X,X
LSZJTIO,X,X,O,X,O,X,X,O,O,O,O,O
LSZJTOI,X,X,O,X,O,O,X,O,O,X,X,O
LSZJITO,X,X,O,X,O,X,X,O,O,O,O,O
LSZJIOT,X,X,O,X,X,X,O,X,O,O,X,X
LSZJOTI,X,X,O,X,X,O,X,O,O,X,X,O
LSZJOIT,X,X,O,X,X,X,X,X,O,O,X,X
LSZOTIJ,X,X,O,O,X,X,O,O,X,X,O,X
LSZOTJI,X,X,O,O,X,X,X,O,X,X,X,X
LSZOITJ,X,X,O,O,X,X,O,X,X,X,O,X
LSZOIJT,X,X,O,X,X,X,O,X,X,O,X,X
LSZOJTI,X,X,O,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,O,X,X,X,O,X,X,X,X,X
LSOTIJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSOTIZJ,X,X,O,O,O,X,O,X,X,X,X,X
LSOTJIZ,X,X,X,O,O,O,X,X,O,X,X,X
LSOTJZI,X,X,O,O,O,O,X,X,O,X,X,X
LSOTZIJ,X,X,O,O,O,X,O,X,X,X,O,X
LSOTZJI,X,X,O,O,O,X,X,X,X,X,X,X
LSOITJZ,X,X,X,O,O,X,X,X,O,X,X,X
LSOITZJ,X,X,O,O,O,X,O,X,X,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,X,O,X,X,X
LSOIJZT,X,X,X,X,O,X,O,X,O,X,X,X
LSOIZTJ,X,X,O,O,O,X,O,X,X,X,O,X
LSOIZJT,X,X,O,X,O,X,O,X,X,X,X,X
LSOJTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LSOJTZI,X,X,O,O,O,O,X,X,O,X,X,X
LSOJITZ,X,X,O,O,O,O,X,X,O,X,X,X
LSOJIZT,X,X,O,X,O,X,O,X,O,X,X,X
LSOJZTI,X,X,O,X,O,O,X,X,O,X,X,O
LSOJZIT,X,X,O,X,O,X,O,X,O,X,X,X
LSOZTIJ,X,X,O,O,O,X,O,X,X,X,O,X
LSOZTJI,X,X,O,O,O,X,X,X,X,X,X,X
LSOZITJ,X,X,O,O,O,X,O,X,X,X,O,X
LSOZIJT,X,X,O,X,O,X,O,X,X,X,X,X
LSOZJTI,X,X,O,X,O,X,X,X,X,X,X,X
LSOZJIT,X,X,O,X,O,X,O,X,X,X,X,X
LZTIJSO,O,O,O,X,X,X,X,O,X,O,O,X
LZTIJOS,O,O,O,X,X,X,X,O,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,O,X,O,O,X
LZTISOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZTIOJS,O,O,O,X,X,X,X,O,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,O,O,X,X,O,X
LZTJISO,O,O,O,X,X,X,X,O,X,O,O,X
LZTJIOS,O,O,O,X,X,X,X,O,X,X,X,X
LZTJSIO,O,O,O,X,X,X,X,O,O,O,O,X
LZTJSOI,X,O,O,X,X,O,X,O,O,X,X,X
LZTJOIS,O,O,O,X,X,O,X,O,X,X,X,X
LZTJOSI,O,O,O,X,X,O,X,O,O,X,X,X
LZTSIJO,O,O,O,X,X,X,X,O,O,O,O,X
LZTSIOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZTSJIO,O,O,O,X,X,X,X,O,O,X,O,X
LZTSJOI,X,O,O,X,X,O,X,O,O,X,X,X
LZTSOIJ,O,O,O,O,X,X,X,O,X,X,O,X
LZTSOJI,O,X,O,O,X,X,X,O,X,X,X,X
LZTOIJS,O,O,O,O,X,X,X,O,X,X,X,X
LZTOISJ,O,O,O,O,X,X,O,O,X,X,O,X
LZTOJIS,O,O,O,O,X,X,X,O,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,O,X,X,X,X
LZTOSIJ,O,O,O,O,X,X,O,O,X,X,O,X
LZTOSJI,O,X,O,O,X,X,X,O,X,X,X,X
LZITJSO,O,O,O,X,X,X,X,O,X,O,O,X
LZITJOS,O,O,O,X,X,X,X,O,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,O,X,O,O,X
LZITSOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZITOJS,O,O,O,X,X,X,X,O,X,X,X,X
LZITOSJ,O,O,O,X,X,X,O,O,X,X,O,X
LZIJTSO,O,O,O,X,X,X,X,O,X,O,O,X
LZIJTOS,O,O,O,X,X,X,X,O,X,X,X,X
LZIJSTO,X,O,O,X,X,X,X,O,X,O,O,X
LZIJSOT,X,X,O,X,X,X,O,X,X,O,X,X
LZIJOTS,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,O,X,X,O,X,X
LZISTJO,O,O,O,X,X,X,X,O,X,O,O,X
LZISTOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZISJTO,X,O,O,X,X,X,X,X,X,O,O,X
LZISJOT,X,X,O,X,X,X,O,X,X,O,X,X
LZISOTJ,O,X,O,O,X,X,O,X,X,X,O,X
LZISOJT,X,X,O,X,X,X,O,X,X,O,X,X
LZIOTJS,O,O,O,O,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,X,X,O,X,X,X,O,X
LZIOJTS,O,O,O,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,X,X,O,X,X,O,X,X
LZIOSTJ,O,X,O,O,X,X,O,X,X,X,O,X
LZIOSJT,X,X,O,X,X,X,O,X,X,O,X,X
LZJTISO,O,O,O,X,X,X,X,O,X,O,O,O
LZJTIOS,O,O,O,X,X,X,X,O,X,X,X,O
LZJTSIO,O,O,O,X,X,X,X,O,O,O,O,O
LZJTSOI,X,O,O,X,X,O,X,O,O,X,X,O
LZJTOIS,O,O,O,X,X,O,X,O,X,X,X,O
LZJTOSI,O,O,O,X,X,O,X,O,O,X,X,O
LZJITSO,O,O,O,X,X,X,X,O,X,O,O,O
LZJITOS,O,O,O,X,X,X,X,O,X,X,X,O
LZJISTO,X,O,O,X,X,X,X,O,X,O,O,O
LZJISOT,X,X,O,X,X,X,O,X,X,O,X,X
LZJIOTS,O,O,O,X,X,X,X,X,X,X,X,X
LZJIOST,X,X,O,X,X,X,O,X,X,O,X,X
LZJSTIO,X,O,O,X,X,X,X,O,O,O,O,O
LZJSTOI,X,O,O,X,X,O,X,O,O,X,X,O
LZJSITO,X,O,O,X,X,X,X,O,O,O,O,O
LZJSIOT,X,X,O,X,X,X,O,X,O,O,X,X
LZJSOTI,X,X,O,X,X,O,X,O,O,X,X,O
LZJSOIT,X,X,O,X,X,X,X,X,O,O,X,X
LZJOTIS,O,O,O,X,X,O,X,O,X,X,X,O
LZJOTSI,O,O,O,X,X,O,X,O,O,X,X,O
LZJOITS,O,O,O,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,O,X,X,X,O,X,X,O,X,X
LZJOSTI,X,X,O,X,X,O,X,O,O,X,X,O
LZJOSIT,X,X,O,X,X,X,O,X,O,O,X,X
LZSTIJO,O,O,O,X,X,X,X,O,O,O,O,X
LZSTIOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZSTJIO,O,O,O,X,X,X,X,O,O,X,O,X
LZSTJOI,X,O,O,X,X,O,X,O,O,X,X,X
LZSTOIJ,O,O,O,O,X,X,X,O,X,X,O,X
LZSTOJI,O,X,O,O,X,X,X,O,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,O,O,O,O,X
LZSITOJ,O,O,O,X,X,X,O,O,X,X,O,X
LZSIJTO,X,O,O,X,X,X,X,X,O,O,O,X
LZSIJOT,X,X,O,X,X,X,O,X,O,O,X,X
LZSIOTJ,O,X,O,O,X,X,O,X,X,X,O,X
LZSIOJT,X,X,O,X,X,X,O,X,X,O,X,X
LZSJTIO,X,O,O,X,X,X,X,O,O,O,O,O
LZSJTOI,X,O,O,X,X,O,X,O,O,X,X,O
LZSJITO,X,O,O,X,X,X,X,O,O,O,O,O
LZSJIOT,X,X,O,X,X,X,O,X,O,O,X,X
LZSJOTI,X,X,O,X,X,O,X,O,O,X,X,O
LZSJOIT,X,X,O,X,X,X,X,X,O,O,X,X
LZSOTIJ,O,X,O,O,X,X,O,O,X,X,O,X
LZSOTJI,O,X,O,O,X,X,X,O,X,X,X,X
LZSOITJ,O,X,O,O,X,X,O,X,X,X,O,X
LZSOIJT,X,X,O,X,X,X,O,X,X,O,X,X
LZSOJTI,X,X,O,X,X,X,X,X,X,X,X,X
LZSOJIT,X,X,O,X,X,X,O,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,O,X,X,X,X
LZOTISJ,O,O,O,O,X,X,O,O,X,X,O,X
LZOTJIS,O,O,O,O,X,X,X,O,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,O,X,X,X,X
LZOTSIJ,O,O,O,O,X,X,O,O,X,X,O,X
LZOTSJI,O,X,O,O,X,X,X,O,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,X,X,X,X,X
LZOITSJ,O,O,O,O,X,X,O,X,X,X,O,X
LZOIJTS,O,O,O,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,O,X,X,X,O,X,X,O,X,X
LZOISTJ,O,X,O,O,X,X,O,X,X,X,O,X
LZOISJT,X,X,O,X,X,X,O,X,X,O,X,X
LZOJTIS,O,O,O,X,X,X,X,O,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X,O,X,X,X,X
LZOJITS,O,O,O,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,O,X,X,O,X,X
LZOJSTI,X,X,O,X,X,X,X,O,X,X,X,X
LZOJSIT,X,X,O,X,X,X,O,X,X,O,X,X
LZOSTIJ,O,X,O,O,X,X,O,O,X,X,O,X
LZOSTJI,O,X,O,O,X,X,X,O,X,X,X,X
LZOSITJ,O,X,O,O,X,X,O,X,X,X,O,X
LZOSIJT,X,X,O,X,X,X,O,X,X,O,X,X
LZOSJTI,X,X,O,X,X,X,X,X,X,X,X,X
LZOSJIT,X,X,O,X,X,X,O,X,X,X,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,X,X,X,X
LOTIJZS,X,X,X,O,X,X,X,X,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,X,X,O,X,X,O,X,X,X,X,X
LOTIZJS,O,X,O,O,X,X,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,X,X,O,X,X,X,X,X
LOTJISZ,O,X,X,O,X,O,X,X,O,X,X,X
LOTJIZS,X,X,O,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,X,O,O,X,O,X,X,O,X,X,X
LOTJSZI,X,X,O,O,X,O,X,O,O,X,X,X
LOTJZIS,X,X,O,O,X,O,X,O,X,X,X,X
LOTJZSI,X,X,O,O,X,O,X,O,O,X,X,X
