sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
LSZOTIJ,O,O,X,X,O,O,X,X,X,O
LSZOTJI,O,O,X,X,O,O,X,X,X,X
LSZOITJ,O,O,X,X,O,O,X,X,X,O
LSZOIJT,O,O,X,O,O,O,X,X,X,O
LSZOJTI,O,O,X,O,O,O,X,X,X,X
LSZOJIT,O,O,X,O,O,O,X,X,X,X
LSOTIJZ,O,O,X,X,X,O,O,X,X,O
LSOTIZJ,O,X,X,X,X,O,O,X,X,O
LSOTJIZ,O,O,X,X,O,O,O,X,X,X
LSOTJZI,O,O,X,X,O,O,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,O,X,X,O
LSOTZJI,O,X,X,X,X,O,X,X,X,X
LSOITJZ,O,O,X,X,X,O,O,X,X,O
LSOITZJ,O,X,X,X,X,O,O,X,X,O
LSOIJTZ,O,O,X,X,O,O,X,X,X,O
LSOIJZT,O,O,X,X,O,O,X,X,X,O
LSOIZTJ,O,X,X,X,O,O,X,X,X,O
LSOIZJT,O,X,X,X,O,O,X,X,X,O
LSOJTIZ,O,O,X,X,O,O,X,X,X,X
LSOJTZI,O,O,X,X,O,O,X,X,X,X
LSOJITZ,O,O,X,X,O,O,X,X,X,X
LSOJIZT,O,O,X,X,O,O,X,X,X,X
LSOJZTI,O,O,X,X,O,O,X,X,X,X
LSOJZIT,O,O,X,X,O,O,X,X,X,X
LSOZTIJ,O,X,X,X,O,O,X,X,X,O
LSOZTJI,O,X,X,X,O,O,X,X,X,X
LSOZITJ,O,X,X,X,O,O,X,X,X,O
LSOZIJT,O,X,X,X,O,O,X,X,X,O
LSOZJTI,O,X,X,X,O,O,X,X,X,X
LSOZJIT,O,X,X,X,O,O,X,X,X,X
LZTIJSO,O,X,O,O,O,X,X,O,X,O
LZTIJOS,O,X,O,O,O,O,X,O,X,X
LZTISJO,O,X,O,O,O,X,X,O,X,O
LZTISOJ,O,X,O,O,X,O,X,O,X,O
LZTIOJS,O,X,O,X,X,O,X,O,X,X
LZTIOSJ,X,X,O,X,X,O,X,O,X,X
LZTJISO,O,O,O,O,O,O,X,O,X,X
LZTJIOS,O,O,O,O,O,O,X,O,X,X
LZTJSIO,O,O,X,O,O,O,X,O,X,X
LZTJSOI,O,O,X,O,O,O,X,O,X,X
LZTJOIS,O,O,O,O,O,O,X,O,X,X
LZTJOSI,O,O,X,O,O,O,X,O,X,X
LZTSIJO,O,O,X,O,O,X,X,O,X,O
LZTSIOJ,O,O,X,O,X,O,X,O,X,O
LZTSJIO,O,O,X,O,O,X,X,O,X,O
LZTSJOI,O,O,X,O,O,X,X,O,X,X
LZTSOIJ,O,O,X,O,O,O,X,O,X,O
LZTSOJI,O,O,X,O,O,O,X,O,X,X
LZTOIJS,O,X,O,X,O,O,X,O,X,X
LZTOISJ,X,X,O,X,O,O,X,O,X,X
LZTOJIS,O,O,O,O,O,O,X,O,X,X
LZTOJSI,O,O,X,O,O,O,X,O,X,X
LZTOSIJ,O,X,X,O,O,O,X,O,X,X
LZTOSJI,O,X,X,O,O,O,X,O,X,X
LZITJSO,O,X,O,X,O,X,X,O,X,O
LZITJOS,O,X,O,X,O,O,X,O,X,X
LZITSJO,O,X,O,X,O,X,X,O,X,O
LZITSOJ,O,X,O,X,X,O,X,O,X,O
LZITOJS,O,X,O,X,X,O,X,O,X,X
LZITOSJ,X,X,O,X,X,O,X,O,X,X
LZIJTSO,O,X,O,X,O,O,X,O,X,O
LZIJTOS,O,X,O,X,O,O,X,O,X,X
LZIJSTO,O,X,O,O,X,O,X,X,X,O
LZIJSOT,O,X,X,O,X,O,X,X,X,O
LZIJOTS,O,X,O,X,X,X,X,X,X,X
LZIJOST,O,X,X,O,X,X,X,X,X,X
LZISTJO,O,X,O,O,O,X,O,X,X,O
LZISTOJ,O,X,O,X,X,X,O,X,X,O
LZISJTO,O,X,O,O,O,X,X,X,X,O
LZISJOT,O,X,X,O,O,X,X,X,X,O
LZISOTJ,O,X,X,X,X,X,X,X,X,O
LZISOJT,O,X,X,O,X,X,X,X,X,O
LZIOTJS,O,X,O,X,X,O,X,X,X,X
LZIOTSJ,X,X,O,X,X,O,X,X,X,X
LZIOJTS,O,X,O,X,X,O,X,X,X,X
LZIOJST,O,X,X,X,X,O,X,X,X,X
LZIOSTJ,O,X,X,X,X,O,X,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X,X
LZJTISO,O,O,O,O,O,O,X,O,X,X
LZJTIOS,O,O,O,O,O,O,X,O,X,X
LZJTSIO,O,O,X,O,O,O,X,O,X,X
LZJTSOI,O,O,X,O,O,O,X,O,X,X
LZJTOIS,O,O,O,O,O,O,X,O,X,X
LZJTOSI,O,O,X,O,O,O,X,O,X,X
LZJITSO,O,O,O,X,O,O,X,O,X,X
LZJITOS,O,O,O,X,O,O,X,O,X,X
LZJISTO,O,O,O,O,X,O,X,X,X,X
LZJISOT,O,O,X,O,X,O,X,X,X,X
LZJIOTS,O,O,O,X,X,X,X,X,X,X
LZJIOST,O,O,X,O,X,X,X,X,X,X
LZJSTIO,O,O,X,O,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,O,X,X,X,X
LZJSITO,O,O,X,O,X,O,X,X,X,X
LZJSIOT,O,O,X,O,X,O,X,X,X,X
LZJSOTI,O,O,X,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,O,X,X,X,X
LZJOTIS,O,O,X,O,O,O,X,O,X,X
LZJOTSI,O,O,X,O,O,O,X,O,X,X
LZJOITS,O,O,X,X,O,O,X,X,X,X
LZJOIST,O,O,X,O,X,O,X,X,X,X
LZJOSTI,O,O,X,O,X,O,X,X,X,X
LZJOSIT,O,O,X,O,X,O,X,X,X,X
LZSTIJO,O,O,X,O,O,X,O,X,X,O
LZSTIOJ,O,O,X,O,X,O,O,X,X,O
LZSTJIO,O,O,X,O,O,X,X,X,X,O
LZSTJOI,O,O,X,O,O,X,X,X,X,X
LZSTOIJ,O,O,X,O,O,O,O,X,X,O
LZSTOJI,O,O,X,O,O,O,X,X,X,X
LZSITJO,O,O,X,O,O,X,O,X,X,O
LZSITOJ,O,O,X,O,X,X,O,X,X,O
LZSIJTO,O,O,X,O,O,X,X,X,X,O
LZSIJOT,O,O,X,O,O,X,X,X,X,O
LZSIOTJ,O,O,X,X,X,X,X,X,X,O
LZSIOJT,O,O,X,O,X,X,X,X,X,O
LZSJTIO,O,O,X,O,O,O,X,X,X,O
LZSJTOI,O,O,X,O,O,O,X,X,X,X
LZSJITO,O,O,X,O,O,O,X,X,X,O
LZSJIOT,O,O,X,O,O,O,X,X,X,O
LZSJOTI,O,O,X,O,O,O,X,X,X,X
LZSJOIT,O,O,X,O,O,O,X,X,X,X
LZSOTIJ,O,O,X,X,O,O,X,X,X,O
LZSOTJI,O,O,X,X,O,O,X,X,X,X
LZSOITJ,O,O,X,X,O,O,X,X,X,O
LZSOIJT,O,O,X,O,O,O,X,X,X,O
LZSOJTI,O,O,X,O,O,O,X,X,X,X
LZSOJIT,O,O,X,O,O,O,X,X,X,X
LZOTIJS,O,X,X,X,O,O,X,O,X,X
LZOTISJ,X,X,X,X,O,O,X,O,X,X
LZOTJIS,O,O,X,X,O,O,X,O,X,X
LZOTJSI,O,O,X,X,O,O,X,O,X,X
LZOTSIJ,O,X,X,X,O,O,X,O,X,X
LZOTSJI,O,X,X,X,O,O,X,O,X,X
LZOITJS,O,X,X,X,O,O,X,X,X,X
LZOITSJ,X,X,X,X,O,O,X,X,X,X
LZOIJTS,O,X,X,X,O,O,X,X,X,X
LZOIJST,O,X,X,X,X,O,X,X,X,X
LZOISTJ,O,X,X,X,O,O,X,X,X,X
LZOISJT,O,X,X,X,O,O,X,X,X,X
LZOJTIS,O,O,X,X,O,O,X,O,X,X
LZOJTSI,O,O,X,O,O,O,X,O,X,X
LZOJITS,O,O,X,X,O,O,X,X,X,X
LZOJIST,O,O,X,O,X,O,X,X,X,X
LZOJSTI,O,O,X,O,X,O,X,X,X,X
LZOJSIT,O,O,X,O,X,O,X,X,X,X
LZOSTIJ,O,O,X,X,O,O,X,X,X,X
LZOSTJI,O,O,X,X,O,O,X,X,X,X
LZOSITJ,O,O,X,X,O,O,X,X,X,X
LZOSIJT,O,O,X,O,O,O,X,X,X,X
LZOSJTI,O,O,X,O,O,O,X,X,X,X
LZOSJIT,O,O,X,O,O,O,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,O,X,O
LOTIJZS,X,X,X,X,X,X,X,O,X,X
LOTISJZ,X,X,X,X,X,X,X,O,X,O
LOTISZJ,X,X,X,X,X,X,X,X,X,O
LOTIZJS,X,X,X,X,X,X,X,O,X,X
LOTIZSJ,X,X,X,X,X,X,X,O,X,X
LOTJISZ,O,X,X,X,X,O,X,O,X,X
LOTJIZS,O,X,X,X,O,O,X,O,X,X
LOTJSIZ,O,X,X,X,X,O,X,O,X,X
LOTJSZI,O,X,X,X,O,O,X,O,X,X
LOTJZIS,O,X,X,X,O,O,X,O,X,X
LOTJZSI,O,X,X,X,O,O,X,O,X,X
LOTSIJZ,O,X,X,X,X,O,X,O,X,O
LOTSIZJ,O,X,X,X,X,O,X,X,X,O
LOTSJIZ,O,X,X,X,O,O,X,O,X,X
LOTSJZI,X,X,X,X,O,O,X,O,X,X
LOTSZIJ,O,X,X,X,X,O,X,X,X,O
LOTSZJI,O,X,X,X,X,O,X,X,X,X
LOTZIJS,O,X,X,X,X,O,X,O,X,X
LOTZISJ,X,X,X,X,X,O,X,O,X,X
LOTZJIS,O,X,X,X,X,O,X,O,X,X
LOTZJSI,O,X,X,X,X,O,X,O,X,X
LOTZSIJ,O,X,X,X,X,O,X,O,X,X
LOTZSJI,O,X,X,X,X,O,X,O,X,X
LOITJSZ,X,X,X,X,X,X,X,O,X,O
LOITJZS,X,X,X,X,X,X,X,O,X,X
LOITSJZ,X,X,X,X,X,X,X,O,X,O
LOITSZJ,X,X,X,X,X,X,X,X,X,O
LOITZJS,X,X,X,X,X,X,X,O,X,X
LOITZSJ,X,X,X,X,X,X,X,O,X,X
LOIJTSZ,X,X,X,X,X,O,X,O,X,O
LOIJTZS,X,X,X,X,X,O,X,O,X,X
LOIJSTZ,X,X,X,X,X,O,X,X,X,O
LOIJSZT,X,X,X,X,X,O,X,X,X,O
LOIJZTS,X,X,X,X,O,O,X,X,X,X
LOIJZST,X,X,X,X,X,O,X,X,X,X
LOISTJZ,X,X,X,X,X,O,O,X,X,O
LOISTZJ,X,X,X,X,X,O,O,X,X,O
LOISJTZ,X,X,X,X,O,O,X,X,X,O
LOISJZT,X,X,X,X,O,O,X,X,X,O
LOISZTJ,X,X,X,X,O,O,X,X,X,O
LOISZJT,X,X,X,X,O,O,X,X,X,O
LOIZTJS,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,X,X,X,X,O,O,X,X,X,X
LOIZJTS,X,X,X,X,O,O,X,X,X,X
LOIZJST,X,X,X,X,X,O,X,X,X,X
LOIZSTJ,X,X,X,X,O,O,X,X,X,X
LOIZSJT,X,X,X,X,O,O,X,X,X,X
LOJTISZ,X,X,X,X,X,O,X,O,X,X
LOJTIZS,X,X,X,X,O,O,X,O,X,X
LOJTSIZ,X,X,X,X,X,O,X,O,X,X
LOJTSZI,X,X,X,X,O,O,X,O,X,X
LOJTZIS,X,X,X,X,O,O,X,O,X,X
LOJTZSI,X,X,X,O,O,O,X,O,X,X
LOJITSZ,X,X,X,X,X,O,X,O,X,X
LOJITZS,X,X,X,X,X,O,X,O,X,X
LOJISTZ,O,X,X,X,X,O,X,X,X,X
LOJISZT,O,X,X,X,X,O,X,X,X,X
LOJIZTS,O,X,X,X,O,O,X,X,X,X
LOJIZST,O,X,X,O,X,O,X,X,X,X
LOJSTIZ,O,X,X,X,X,O,X,X,X,X
LOJSTZI,O,X,X,X,X,O,X,X,X,X
LOJSITZ,O,X,X,X,X,O,X,X,X,X
LOJSIZT,O,X,X,X,X,O,X,X,X,X
LOJSZTI,O,X,X,O,X,O,X,X,X,X
LOJSZIT,O,X,X,O,X,O,X,X,X,X
LOJZTIS,O,X,X,X,O,O,X,X,X,X
LOJZTSI,O,X,X,O,O,O,X,X,X,X
LOJZITS,O,X,X,X,O,O,X,X,X,X
LOJZIST,O,X,X,O,X,O,X,X,X,X
LOJZSTI,O,X,X,O,X,O,X,X,X,X
LOJZSIT,O,X,X,O,X,O,X,X,X,X
LOSTIJZ,O,X,X,X,X,O,O,X,X,O
LOSTIZJ,O,X,X,X,X,O,O,X,X,O
LOSTJIZ,O,X,X,X,O,O,O,X,X,X
LOSTJZI,O,X,X,X,O,O,X,X,X,X
LOSTZIJ,O,X,X,X,X,O,O,X,X,O
LOSTZJI,O,X,X,X,X,O,X,X,X,X
LOSITJZ,O,X,X,X,X,O,O,X,X,O
LOSITZJ,O,X,X,X,X,O,O,X,X,O
LOSIJTZ,O,X,X,X,O,O,X,X,X,O
LOSIJZT,O,X,X,X,O,O,X,X,X,O
LOSIZTJ,O,X,X,X,O,O,X,X,X,O
LOSIZJT,O,X,X,X,O,O,X,X,X,O
LOSJTIZ,O,X,X,X,O,O,X,X,X,X
LOSJTZI,O,X,X,X,O,O,X,X,X,X
LOSJITZ,O,X,X,X,O,O,X,X,X,X
LOSJIZT,O,X,X,X,O,O,X,X,X,X
LOSJZTI,O,X,X,X,O,O,X,X,X,X
LOSJZIT,O,X,X,X,O,O,X,X,X,X
LOSZTIJ,O,X,X,X,O,O,X,X,X,O
LOSZTJI,O,X,X,X,O,O,X,X,X,X
LOSZITJ,O,X,X,X,O,O,X,X,X,O
LOSZIJT,O,X,X,X,O,O,X,X,X,O
LOSZJTI,O,X,X,X,O,O,X,X,X,X
LOSZJIT,O,X,X,X,O,O,X,X,X,X
LOZTIJS,O,X,X,X,O,O,X,X,X,X
LOZTISJ,X,X,X,X,O,O,X,X,X,X
LOZTJIS,O,X,X,X,O,O,X,X,X,X
LOZTJSI,O,X,X,X,O,O,X,X,X,X
LOZTSIJ,O,X,X,X,O,O,X,X,X,X
LOZTSJI,O,X,X,X,O,O,X,X,X,X
LOZITJS,O,X,X,X,O,O,X,X,X,X
LOZITSJ,X,X,X,X,O,O,X,X,X,X
LOZIJTS,O,X,X,X,O,O,X,X,X,X
LOZIJST,O,X,X,X,X,O,X,X,X,X
LOZISTJ,O,X,X,X,O,O,X,X,X,X
LOZISJT,O,X,X,X,O,O,X,X,X,X
LOZJTIS,O,X,X,X,O,O,X,X,X,X
LOZJTSI,O,X,X,O,O,O,X,X,X,X
LOZJITS,O,X,X,X,O,O,X,X,X,X
LOZJIST,O,X,X,O,X,O,X,X,X,X
LOZJSTI,O,X,X,O,X,O,X,X,X,X
LOZJSIT,O,X,X,O,X,O,X,X,X,X
LOZSTIJ,O,X,X,X,O,O,X,X,X,X
LOZSTJI,O,X,X,X,O,O,X,X,X,X
LOZSITJ,O,X,X,X,O,O,X,X,X,X
LOZSIJT,O,X,X,O,O,O,X,X,X,X
LOZSJTI,O,X,X,O,O,O,X,X,X,X
LOZSJIT,O,X,X,O,O,O,X,X,X,X
JTILSZO,O,O,X,X,X,O,X,O,O,X
JTILSOZ,O,O,X,X,X,O,X,O,O,X
JTILZSO,O,O,O,O,O,O,X,O,O,X
JTILZOS,O,O,O,O,O,X,X,O,X,X
JTILOSZ,O,O,X,X,X,O,X,O,O,X
JTILOZS,O,O,O,O,O,O,X,O,X,X
JTISLZO,O,O,X,X,X,O,O,X,O,X
JTISLOZ,O,O,X,X,X,O,O,X,O,X
JTISZLO,O,O,X,X,X,O,X,X,O,X
JTISZOL,O,O,X,X,X,O,X,X,O,X
JTISOLZ,O,O,X,X,X,O,O,X,O,X
JTISOZL,O,O,X,X,X,O,X,X,O,X
JTIZLSO,O,O,O,O,X,O,X,O,O,X
JTIZLOS,O,O,O,O,X,X,X,O,X,X
JTIZSLO,O,O,O,O,X,O,X,X,O,X
JTIZSOL,O,O,O,O,X,O,X,X,O,X
JTIZOLS,O,O,O,O,X,O,X,O,X,X
JTIZOSL,O,X,O,O,X,O,X,X,X,X
JTIOLSZ,O,X,X,X,X,O,X,O,O,X
JTIOLZS,O,X,O,O,O,O,X,O,X,X
JTIOSLZ,O,X,X,X,X,O,O,X,O,X
JTIOSZL,O,X,X,X,X,O,X,X,O,X
JTIOZLS,O,X,O,O,X,O,X,X,X,X
JTIOZSL,O,X,O,O,X,O,X,X,X,X
JTLISZO,O,O,X,X,X,O,X,O,O,X
JTLISOZ,O,O,X,X,X,O,X,O,O,X
JTLIZSO,O,O,X,O,O,O,X,O,O,X
JTLIZOS,O,O,X,O,O,X,X,O,X,X
JTLIOSZ,O,O,X,X,X,O,X,O,O,X
JTLIOZS,O,O,X,O,O,O,X,O,X,X
JTLSIZO,O,O,X,X,X,O,X,O,O,X
JTLSIOZ,O,O,X,X,X,O,X,O,O,X
JTLSZIO,O,O,X,O,O,O,X,O,O,X
JTLSZOI,O,O,X,O,O,O,X,O,X,X
JTLSOIZ,O,O,X,X,X,O,X,O,X,X
JTLSOZI,O,O,X,O,O,O,X,O,X,X
JTLZISO,O,O,X,O,O,O,X,O,X,X
JTLZIOS,O,O,X,O,O,O,X,O,X,X
JTLZSIO,O,O,X,O,O,O,X,O,X,X
JTLZSOI,O,O,X,O,O,O,X,O,X,X
JTLZOIS,O,O,X,O,O,O,X,O,X,X
JTLZOSI,O,O,X,O,O,O,X,O,X,X
JTLOISZ,O,O,X,X,X,O,X,O,X,X
JTLOIZS,O,O,X,O,O,O,X,O,X,X
JTLOSIZ,O,O,X,X,X,O,X,O,X,X
JTLOSZI,O,O,X,O,O,O,X,O,X,X
JTLOZIS,O,O,X,O,O,O,X,O,X,X
JTLOZSI,O,O,X,O,O,O,X,O,X,X
JTSILZO,O,O,X,X,O,O,O,X,O,X
JTSILOZ,O,O,X,X,O,O,O,X,O,X
JTSIZLO,O,O,X,X,X,O,X,X,O,X
JTSIZOL,O,O,X,X,X,O,X,X,O,X
JTSIOLZ,O,O,X,X,O,O,O,X,O,X
JTSIOZL,O,O,X,X,X,O,X,X,O,X
JTSLIZO,O,O,X,X,O,O,O,O,O,X
JTSLIOZ,O,O,X,X,O,O,O,O,O,X
JTSLZIO,O,O,X,O,O,O,X,O,O,X
JTSLZOI,O,O,X,O,O,O,X,O,X,X
JTSLOIZ,O,O,X,X,O,O,O,O,X,X
JTSLOZI,O,O,X,O,O,O,X,O,X,X
JTSZILO,O,O,X,O,X,O,X,X,O,X
JTSZIOL,O,O,X,O,X,O,X,X,O,X
JTSZLIO,O,O,X,O,O,O,X,O,O,X
JTSZLOI,O,O,X,O,O,O,X,O,X,X
JTSZOIL,O,O,X,O,X,O,X,X,O,X
JTSZOLI,O,O,X,O,O,O,X,O,X,X
JTSOILZ,O,O,X,X,O,O,O,X,O,X
JTSOIZL,O,O,X,X,X,O,X,X,O,X
JTSOLIZ,O,O,X,X,O,O,O,O,X,X
JTSOLZI,O,O,X,O,O,O,X,O,X,X
JTSOZIL,O,O,X,O,X,O,X,X,O,X
JTSOZLI,O,O,X,O,O,O,X,X,X,X
JTZILSO,O,O,O,O,O,O,X,O,O,X
JTZILOS,O,O,O,O,O,O,X,O,X,X
JTZISLO,O,O,O,O,O,O,X,X,O,X
JTZISOL,O,O,O,O,X,O,X,X,O,X
JTZIOLS,O,O,O,O,O,O,X,O,X,X
JTZIOSL,O,X,O,O,O,O,X,X,X,X
JTZLISO,O,O,O,O,O,O,X,O,X,X
JTZLIOS,O,O,O,O,O,O,X,O,X,X
JTZLSIO,O,O,X,O,O,O,X,O,X,X
JTZLSOI,O,O,X,O,O,O,X,O,X,X
JTZLOIS,O,O,O,O,O,O,X,O,X,X
JTZLOSI,O,O,X,O,O,O,X,O,X,X
JTZSILO,O,O,O,O,O,O,X,X,O,X
JTZSIOL,O,O,O,O,X,O,X,X,O,X
JTZSLIO,O,O,X,O,O,O,X,O,O,X
JTZSLOI,O,O,X,O,O,O,X,O,X,X
JTZSOIL,O,O,O,O,O,O,X,X,O,X
JTZSOLI,O,O,X,O,O,O,X,O,X,X
JTZOILS,O,O,O,O,O,O,X,O,X,X
JTZOISL,O,X,O,O,O,O,X,X,X,X
JTZOLIS,O,O,O,O,O,O,X,O,X,X
JTZOLSI,O,O,X,O,O,O,X,O,X,X
JTZOSIL,O,O,O,O,O,O,X,X,X,X
JTZOSLI,O,O,X,O,O,O,X,O,X,X
JTOILSZ,O,X,X,X,X,O,X,O,O,X
JTOILZS,O,X,O,O,O,O,X,O,X,X
JTOISLZ,O,X,X,X,X,O,O,X,O,X
JTOISZL,O,X,X,X,X,O,X,X,O,X
JTOIZLS,O,X,O,O,O,O,X,X,X,X
JTOIZSL,O,X,O,O,O,O,X,X,X,X
JTOLISZ,O,O,X,X,X,O,X,O,X,X
JTOLIZS,O,O,X,O,O,O,X,O,X,X
JTOLSIZ,O,O,X,X,X,O,X,O,X,X
JTOLSZI,O,O,X,O,O,O,X,O,X,X
JTOLZIS,O,O,X,O,O,O,X,O,X,X
JTOLZSI,O,O,X,O,O,O,X,O,X,X
JTOSILZ,O,O,X,X,O,O,O,X,O,X
JTOSIZL,O,O,X,X,X,O,X,X,O,X
JTOSLIZ,O,O,X,X,O,O,O,O,X,X
JTOSLZI,O,O,X,O,O,O,X,O,X,X
JTOSZIL,O,O,X,O,X,O,X,X,O,X
JTOSZLI,O,O,X,O,O,O,X,X,X,X
JTOZILS,O,O,O,O,O,O,X,O,X,X
JTOZISL,O,X,O,O,O,O,X,X,X,X
JTOZLIS,O,O,O,O,O,O,X,O,X,X
JTOZLSI,O,O,X,O,O,O,X,O,X,X
JTOZSIL,O,O,O,O,O,O,X,X,X,X
JTOZSLI,O,O,X,O,O,O,X,O,X,X
JITLSZO,O,O,X,X,X,O,X,O,O,O
JITLSOZ,O,O,X,X,X,O,X,O,O,O
JITLZSO,O,O,O,O,O,O,X,O,O,O
JITLZOS,O,O,O,O,O,X,X,O,X,X
JITLOSZ,X,O,X,X,X,O,X,O,O,O
JITLOZS,X,O,O,O,O,O,X,O,X,X
JITSLZO,O,O,X,X,X,O,O,X,O,O
JITSLOZ,O,O,X,X,X,O,O,X,O,O
JITSZLO,O,O,X,X,X,O,X,X,O,O
JITSZOL,O,O,X,X,X,O,X,X,O,O
JITSOLZ,O,O,X,X,X,O,O,X,O,X
JITSOZL,X,O,X,X,X,O,X,X,O,X
JITZLSO,O,O,O,O,X,O,X,O,O,X
JITZLOS,O,O,O,O,X,X,X,O,X,X
JITZSLO,O,O,O,O,X,O,X,X,O,X
JITZSOL,O,O,O,O,X,O,X,X,O,X
JITZOLS,O,O,O,O,X,O,X,O,X,X
JITZOSL,X,X,O,O,X,O,X,X,X,X
JITOLSZ,X,X,X,X,X,O,X,O,O,X
JITOLZS,X,X,O,O,O,O,X,O,X,X
JITOSLZ,X,X,X,X,X,O,O,X,O,X
JITOSZL,X,X,X,X,X,O,X,X,O,X
JITOZLS,X,X,O,O,X,O,X,X,X,X
JITOZSL,X,X,O,O,X,O,X,X,X,X
JILTSZO,O,O,X,X,X,O,X,O,O,O
JILTSOZ,O,O,X,X,X,O,X,O,O,O
JILTZSO,O,O,O,X,X,O,X,O,O,O
JILTZOS,O,O,O,X,X,X,X,O,X,X
JILTOSZ,X,X,X,X,X,O,X,O,O,O
JILTOZS,X,X,O,X,X,X,X,O,X,X
JILSTZO,O,O,X,X,X,O,O,O,O,O
JILSTOZ,O,O,X,X,X,O,O,O,O,O
JILSZTO,O,O,X,X,X,O,X,X,O,O
JILSZOT,O,O,X,X,X,O,X,X,X,O
JILSOTZ,O,O,X,X,X,O,X,X,X,O
JILSOZT,O,O,X,X,X,O,X,X,X,O
JILZTSO,O,O,O,X,X,O,X,O,X,O
JILZTOS,O,O,O,X,X,O,X,O,X,X
JILZSTO,O,O,O,O,X,O,X,X,X,O
JILZSOT,O,O,X,O,X,O,X,X,X,O
JILZOTS,O,O,O,X,X,X,X,X,X,X
JILZOST,O,O,X,O,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,O,X,O
JILOTZS,X,X,X,X,X,X,X,O,X,X
JILOSTZ,O,O,X,X,X,X,X,X,X,O
JILOSZT,O,O,X,X,X,X,X,X,X,O
JILOZTS,O,O,X,X,X,X,X,X,X,X
JILOZST,O,O,X,O,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,O,O,X,O,O
JISTLOZ,O,O,X,X,X,O,O,X,O,O
JISTZLO,O,O,X,X,X,O,X,X,O,O
JISTZOL,O,O,X,X,X,O,X,X,O,O
JISTOLZ,O,O,X,X,X,O,O,X,O,X
JISTOZL,X,O,X,X,X,O,X,X,O,X
JISLTZO,O,O,X,X,X,O,O,O,O,O
JISLTOZ,O,O,X,X,X,O,O,O,O,O
JISLZTO,O,O,X,X,X,O,X,X,O,O
JISLZOT,O,O,X,X,X,O,X,X,X,O
JISLOTZ,O,O,X,X,X,O,X,X,X,O
JISLOZT,O,O,X,X,X,O,X,X,X,O
JISZTLO,O,O,X,X,X,O,X,X,O,O
JISZTOL,O,O,X,X,X,O,X,X,O,O
JISZLTO,O,O,X,X,X,O,X,X,O,O
JISZLOT,O,O,X,X,X,O,X,X,X,O
JISZOTL,O,O,X,X,X,O,X,X,X,O
JISZOLT,O,O,X,X,X,O,X,X,X,O
JISOTLZ,O,O,X,X,X,O,X,X,X,X
JISOTZL,X,O,X,X,X,O,X,X,X,X
JISOLTZ,O,O,X,X,X,O,X,X,X,O
JISOLZT,O,O,X,X,X,O,X,X,X,O
JISOZTL,O,O,X,X,X,O,X,X,X,O
JISOZLT,O,O,X,X,X,O,X,X,X,O
JIZTLSO,O,O,O,O,O,O,X,O,X,X
JIZTLOS,O,O,O,O,O,O,X,O,X,X
JIZTSLO,O,O,O,O,O,O,X,X,X,X
JIZTSOL,O,O,O,O,X,O,X,X,X,X
JIZTOLS,O,O,O,O,O,O,X,O,X,X
JIZTOSL,X,X,O,O,O,O,X,X,X,X
JIZLTSO,O,O,O,X,O,O,X,O,X,O
JIZLTOS,O,O,O,X,O,O,X,O,X,X
JIZLSTO,O,O,O,O,X,O,X,X,X,O
JIZLSOT,O,O,X,O,X,O,X,X,X,O
JIZLOTS,O,O,O,X,X,X,X,X,X,X
JIZLOST,O,O,X,O,X,X,X,X,X,X
JIZSTLO,O,O,O,O,O,O,X,X,X,O
JIZSTOL,O,O,O,O,X,O,X,X,X,O
JIZSLTO,O,O,O,O,X,O,X,X,X,O
JIZSLOT,O,O,X,O,X,O,X,X,X,O
JIZSOTL,O,O,X,O,X,O,X,X,X,O
JIZSOLT,O,O,X,O,X,O,X,X,X,O
JIZOTLS,O,O,O,O,O,O,X,O,X,X
JIZOTSL,O,X,O,O,O,O,X,X,X,X
