sequence,v115@FhB8HeB8HeE8DeC8JeOEJvhF6lBxhBzkBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFlgB2pBxmBCnBzqBXsB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfB+lBxhBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFxgBTiB2pBFrBXsBCrB,v115@FhB8HeB8HeE8DeC8Jei/IvhFFhBTiBcrBxpBXsBGqB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfBUhB1qBXnBGnBRwB,v115@FhB8HeB8HeE8DeC8JeT/IvhF1mB6nBxpBmrB/qBUrB,v115@FhB8HeB8HeE8DeC8Jex/IvhFXiBTkBSsBlqBmqB0rB,v115@FhB8HeB8HeE8DeC8JeOEJvhF8kBFmBTnB3lBCnBRwB,v115@FhB8HeB8HeE8DeC8Je3/IvhFTiBxlB2pBUrBFsBCrB,v115@FhB8HeB8HeE8DeC8Jex/IvhF0hBTkBSsBmqBlqBXsB
JSZIOTL,O,O,X,O,O,X,X,X,O,X,X
JSZIOLT,O,O,O,O,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,X,X,X,X,X,X,X
JSZLTOI,X,X,O,O,X,X,X,X,X,X,X
JSZLITO,O,O,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,O,O,X,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,X,X,X,X,X
JSZOTIL,O,O,X,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,O,X,X,X,X,X,X,X
JSZOITL,O,O,X,O,O,X,X,X,O,X,X
JSZOILT,O,O,O,O,O,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,X,X
JSOTILZ,X,O,X,O,X,X,X,X,X,X,X
JSOTIZL,X,O,X,O,X,X,X,X,X,X,X
JSOTLIZ,X,O,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X,X
JSOITLZ,X,O,X,O,X,X,X,X,X,X,X
JSOITZL,X,O,X,O,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,O,X,X,X,X,X,X
JSOIZTL,O,O,X,O,O,X,X,X,X,X,X
JSOIZLT,O,O,X,O,O,X,X,X,X,X,X
JSOLTIZ,X,O,X,O,X,X,X,X,X,X,O
JSOLTZI,O,O,O,O,X,X,X,X,X,X,O
JSOLITZ,X,O,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X,X,X
JSOZTIL,O,O,X,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X,X,X,X,X
JSOZITL,O,O,X,O,O,X,X,X,O,X,X
JSOZILT,O,O,O,O,O,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X,X,X,X
JZTILSO,X,X,X,O,O,X,O,X,X,X,X
JZTILOS,X,X,O,X,X,X,O,X,O,X,X
JZTISLO,O,O,X,O,O,X,X,X,X,X,X
JZTISOL,O,O,X,O,O,X,X,X,O,O,X
JZTIOLS,O,O,X,X,X,X,O,X,O,X,X
JZTIOSL,X,O,X,O,X,X,X,X,O,O,X
JZTLISO,X,X,X,O,X,X,O,X,X,X,X
JZTLIOS,X,X,O,X,X,X,O,X,X,X,X
JZTLSIO,X,O,O,O,X,X,X,X,X,X,X
JZTLSOI,X,X,O,O,X,X,X,X,X,X,X
JZTLOIS,X,O,O,X,X,X,X,X,X,X,X
JZTLOSI,X,O,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,O,O,X,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X,X,X
JZTSLOI,X,X,O,O,X,X,X,X,X,X,X
JZTSOIL,O,O,X,O,O,X,X,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,X,O,X,X
JZTOISL,X,O,X,O,X,X,X,X,O,O,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X,X,X,X
JZITLSO,X,X,X,O,O,X,O,X,X,X,X
JZITLOS,X,X,O,X,X,X,O,X,O,X,X
JZITSLO,O,O,X,O,O,X,X,X,X,X,X
JZITSOL,O,O,X,O,O,X,X,X,O,O,X
JZITOLS,O,O,X,X,X,X,O,X,O,X,X
JZITOSL,X,O,X,O,X,X,X,X,O,O,X
JZILTSO,X,X,X,O,O,X,O,X,X,X,X
JZILTOS,X,X,O,X,X,X,O,X,O,X,X
JZILSTO,O,X,O,O,O,X,O,X,X,X,X
JZILSOT,O,X,O,O,O,X,O,X,X,X,X
JZILOTS,O,X,O,X,X,X,O,X,O,X,X
JZILOST,O,X,O,X,X,X,O,X,X,X,X
JZISTLO,O,O,O,O,O,X,X,X,X,X,X
JZISTOL,O,O,X,O,O,X,X,X,O,O,X
JZISLTO,O,O,O,O,O,X,X,X,X,X,X
JZISLOT,O,X,O,O,O,X,X,X,X,X,X
JZISOTL,O,O,X,O,O,X,X,X,O,X,X
JZISOLT,O,O,O,O,O,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,O,X,O,X,X
JZIOTSL,X,O,X,O,X,X,X,X,O,X,X
JZIOLTS,O,O,O,X,X,X,O,X,O,X,X
JZIOLST,O,X,O,X,X,X,O,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,O,X,X
JZIOSLT,O,O,X,O,X,X,X,X,X,X,X
JZLTISO,X,X,X,O,X,X,O,X,X,X,X
JZLTIOS,X,X,O,X,X,X,O,X,X,X,X
JZLTSIO,X,O,O,O,X,X,X,X,X,X,X
JZLTSOI,X,X,O,O,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,X,X,X,O
JZLTOSI,X,O,O,X,X,X,X,X,X,X,O
JZLITSO,X,X,X,O,X,X,O,X,X,X,X
JZLITOS,X,X,O,X,X,X,O,X,O,X,X
JZLISTO,O,X,O,O,X,X,O,X,X,X,X
JZLISOT,O,X,O,O,X,X,O,X,X,X,X
JZLIOTS,O,X,O,X,X,X,O,X,O,X,O
JZLIOST,O,X,O,X,X,X,O,X,X,X,X
JZLSTIO,O,O,O,O,X,X,X,X,X,X,X
JZLSTOI,X,X,O,O,X,X,X,X,X,X,X
JZLSITO,O,O,O,O,X,X,X,X,X,X,X
JZLSIOT,O,X,O,O,X,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X,X,O
JZLSOIT,O,O,O,O,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X,X,O
JZLOTSI,O,O,O,X,X,X,X,X,X,X,O
JZLOITS,O,O,O,X,X,X,X,X,O,X,O
JZLOIST,O,X,O,X,X,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X,O
JZLOSIT,O,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,O,O,X,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X,X,X
JZSTLOI,X,X,O,O,X,X,X,X,X,X,X
JZSTOIL,O,O,X,O,O,X,X,X,X,X,X
JZSTOLI,O,O,X,O,X,X,X,X,X,X,X
JZSITLO,O,O,O,O,O,X,X,X,X,X,X
JZSITOL,O,O,X,O,O,X,X,X,O,X,X
JZSILTO,O,O,O,O,O,X,X,X,X,X,X
JZSILOT,O,X,O,O,O,X,X,X,X,X,X
JZSIOTL,O,O,X,O,O,X,X,X,O,X,X
JZSIOLT,O,O,O,O,O,X,X,X,X,X,X
JZSLTIO,O,O,O,O,X,X,X,X,X,X,X
JZSLTOI,X,X,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,O,O,X,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X,X,X,X,X
JZSLOIT,O,O,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,O,X,X,X,X,X,X,X
JZSOITL,O,O,X,O,O,X,X,X,O,X,X
JZSOILT,O,O,O,O,O,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,X,X,O,X,X
JZOTISL,X,O,X,O,X,X,X,X,O,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X,X,X
JZOTSLI,O,O,X,O,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X,O,X,X
JZOITSL,X,O,X,O,X,X,X,X,O,X,X
JZOILTS,O,O,O,X,X,X,X,X,O,X,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,O,X,X
JZOISLT,O,O,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X,X,X,O
JZOLTSI,O,O,O,X,X,X,X,X,X,X,O
JZOLITS,O,O,O,X,X,X,X,X,O,X,X
JZOLIST,O,X,O,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X,X,X
JZOSITL,O,O,X,O,X,X,X,X,O,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,X,X,O,O,X,X,X
JOTILZS,X,O,X,X,X,X,O,O,X,X,X
JOTISLZ,X,O,X,X,X,X,O,X,X,X,X
JOTISZL,X,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,O,O,X,X,O
JOTLIZS,X,O,X,X,X,X,O,O,X,X,O
JOTLSIZ,X,O,X,X,X,X,X,O,X,X,O
JOTLSZI,O,O,X,X,X,X,X,O,X,X,O
JOTLZIS,O,O,X,X,X,X,X,O,X,X,O
JOTLZSI,O,O,X,X,X,X,X,O,X,X,O
JOTSILZ,X,O,X,O,X,X,X,X,X,X,X
JOTSIZL,X,O,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,O,X,O,X,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,O,X,X
JOTZISL,X,O,X,O,X,X,X,X,O,X,X
JOTZLIS,O,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,O,O,X,X,X
JOITLZS,X,O,X,X,X,X,O,O,O,X,X
JOITSLZ,X,O,X,X,X,X,O,X,X,X,X
JOITSZL,X,O,X,X,X,X,X,X,O,X,X
JOITZLS,X,O,X,X,X,X,O,X,O,X,X
JOITZSL,X,O,X,X,X,X,X,X,O,X,X
JOILTSZ,X,X,X,X,X,X,O,O,X,X,O
JOILTZS,X,O,X,X,X,X,O,O,O,X,O
JOILSTZ,X,X,X,X,X,X,O,X,X,X,X
JOILSZT,O,X,X,X,X,X,O,X,X,X,X
JOILZTS,O,O,X,X,X,X,O,X,O,X,X
JOILZST,O,X,X,X,X,X,O,X,X,X,X
JOISTLZ,X,O,X,X,X,X,O,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,X,O,X,X
JOISLTZ,X,O,X,X,X,X,O,X,X,X,X
JOISLZT,O,O,X,X,X,X,O,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,O,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,O,X,O,X,X
JOIZTSL,X,O,X,X,X,X,X,X,O,X,X
JOIZLTS,O,O,X,X,X,X,O,X,O,X,X
JOIZLST,O,X,X,X,X,X,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,O,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,O,O,X,X,O
JOLTIZS,X,O,X,X,X,X,O,O,X,X,O
JOLTSIZ,X,O,X,X,X,X,X,O,X,X,O
JOLTSZI,O,O,O,X,X,X,X,O,X,X,O
JOLTZIS,O,O,O,X,X,X,X,O,X,X,O
JOLTZSI,O,O,O,X,X,X,X,O,X,X,O
JOLITSZ,X,X,X,X,X,X,O,O,X,X,O
JOLITZS,X,O,X,X,X,X,O,O,X,X,O
JOLISTZ,X,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,X
JOLIZTS,O,O,O,X,X,X,O,X,X,X,X
JOLIZST,O,X,O,X,X,X,O,X,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,O,X,X,O
JOLSTZI,O,O,O,X,X,X,X,O,X,X,O
JOLSITZ,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X,O
JOLZTSI,O,O,O,X,X,X,X,X,X,X,O
JOLZITS,O,O,O,X,X,X,X,X,O,X,O
JOLZIST,O,X,O,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,X,X,X,O
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X
JOSTILZ,X,O,X,O,X,X,X,X,X,X,X
JOSTIZL,X,O,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,X,X,X,X,X,X
JOSITZL,X,O,X,O,X,X,X,X,X,X,X
JOSILTZ,X,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,X,X,X
JOSIZLT,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,O,X,X,X,X,X,X,O
JOSLTZI,O,O,O,O,X,X,X,X,X,X,O
JOSLITZ,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,X,O,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,X,O,X,X
JOZTISL,X,O,X,O,X,X,X,X,O,X,X
JOZTLIS,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X,O,X,X
JOZITSL,X,O,X,O,X,X,X,X,O,X,X
JOZILTS,O,O,O,X,X,X,X,X,O,X,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,O,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,X,X,X,O
JOZLTSI,O,O,O,X,X,X,X,X,X,X,O
JOZLITS,O,O,O,X,X,X,X,X,O,X,X
JOZLIST,O,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,O,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,X,X
STILJZO,X,O,X,X,X,O,X,X,X,X,X
STILJOZ,X,X,X,X,X,O,X,X,X,X,X
STILZJO,X,X,X,X,O,O,X,X,X,X,X
STILZOJ,X,X,X,X,O,O,X,X,X,X,X
STILOJZ,X,X,X,X,X,O,X,X,X,O,X
STILOZJ,X,X,X,X,O,O,X,X,X,O,X
STIJLZO,X,O,X,O,X,O,X,X,X,X,X
STIJLOZ,X,X,X,O,X,O,X,X,X,X,X
STIJZLO,X,O,X,O,X,O,X,X,X,X,X
STIJZOL,X,O,X,O,X,X,X,X,X,X,X
STIJOLZ,X,X,X,O,X,X,X,X,X,O,X
STIJOZL,X,O,X,O,X,X,X,X,X,O,X
STIZLJO,X,X,X,X,O,O,X,X,X,X,X
STIZLOJ,X,X,X,X,O,O,X,X,X,X,X
STIZJLO,X,O,X,X,O,O,X,X,X,X,X
STIZJOL,X,O,X,X,O,X,X,X,X,X,X
STIZOLJ,X,X,X,X,O,O,X,X,X,O,X
STIZOJL,X,X,X,X,O,X,X,X,X,O,X
STIOLJZ,X,X,X,X,X,O,X,X,X,O,X
STIOLZJ,X,X,X,X,O,O,X,X,X,O,X
STIOJLZ,X,X,X,O,X,X,X,X,X,O,X
STIOJZL,X,O,X,O,X,X,X,X,X,O,X
STIOZLJ,X,X,X,X,O,O,X,X,X,O,X
STIOZJL,X,X,X,X,O,X,X,X,X,O,X
STLIJZO,X,X,X,X,X,O,X,X,X,X,X
STLIJOZ,X,X,X,X,X,O,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,X,X,X,X,X
STLIZOJ,X,X,X,X,X,O,X,X,X,X,X
STLIOJZ,X,X,X,X,X,O,X,O,X,X,X
STLIOZJ,X,X,X,X,X,O,X,O,X,X,X
STLJIZO,X,X,X,O,X,X,X,X,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,O,X,X,X,X,X,X,X
STLJZOI,X,X,O,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,O,X,X,X,O,X,X,X
STLJOZI,X,X,O,O,X,X,X,O,X,X,X
STLZIJO,O,X,O,X,X,O,X,X,X,X,X
STLZIOJ,O,X,X,X,X,O,X,X,X,X,X
STLZJIO,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,O,X,O,X,X,X
STLZOJI,O,X,O,X,X,X,X,O,X,X,X
STLOIJZ,X,X,X,X,X,O,X,O,X,X,X
STLOIZJ,X,X,X,X,X,O,X,O,X,X,X
STLOJIZ,X,X,X,O,X,X,X,O,X,X,X
STLOJZI,O,X,O,O,X,X,X,O,X,X,X
STLOZIJ,O,X,X,X,X,O,X,O,X,X,X
STLOZJI,O,X,O,X,X,X,X,O,X,X,X
STJILZO,X,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,X,O,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,X,X
STJIOLZ,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,X,X,X,X,X,X,X
STJLZOI,X,X,O,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,O,O,X,X,X,X,X,X,X
STJZILO,O,O,O,O,X,X,X,X,X,X,X
STJZIOL,O,O,X,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,X,X,X,X,X
STJZLOI,X,X,O,O,X,X,X,X,X,X,X
STJZOIL,O,O,X,O,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,X,X
STJOILZ,X,O,X,O,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X,X
STJOLIZ,X,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,X,X
STZILJO,O,X,O,X,O,O,X,X,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,X,O,X
STZIJLO,O,X,O,X,O,O,X,X,X,X,X
STZIJOL,O,X,X,X,O,X,X,X,X,O,X
STZIOLJ,O,X,X,X,O,O,X,X,X,O,X
STZIOJL,O,X,X,X,O,X,X,X,X,O,X
STZLIJO,O,X,O,X,O,O,X,X,X,X,X
STZLIOJ,O,X,X,X,O,O,X,X,X,X,X
STZLJIO,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,O,O,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,X,X,X,X
STZJILO,O,X,O,O,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,X,X,X,X,X
STZJLOI,X,X,O,O,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,O,X,X,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,O,X,X,X,X,O,X
STZOIJL,O,X,X,X,O,X,X,X,X,O,X
STZOLIJ,O,X,X,X,O,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,O,X,X,X,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,O,X,O,X
STOILZJ,X,X,X,X,O,X,X,O,X,O,X
STOIJLZ,X,O,X,O,X,X,X,X,X,O,X
STOIJZL,X,O,X,O,X,X,X,X,X,O,X
STOIZLJ,X,X,X,X,O,X,X,X,X,O,X
STOIZJL,X,O,X,X,O,X,X,X,X,O,X
STOLIJZ,X,O,X,X,X,X,X,O,X,X,X
STOLIZJ,X,X,X,X,X,X,X,O,X,X,X
STOLJIZ,X,O,X,O,X,X,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,X,O,X,X,X
STOLZJI,O,X,X,X,X,X,X,O,X,X,X
STOJILZ,X,O,X,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,X,X,X,X,X
STOJLIZ,X,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,O,X,X,X,X,O,X
STOZIJL,O,O,X,X,O,X,X,X,X,O,X
STOZLIJ,O,X,X,X,O,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,X,X,O,X,X,X,X,X
SITLZJO,X,X,X,X,O,O,X,X,X,X,X
SITLZOJ,X,X,X,X,O,O,X,X,X,X,X
SITLOJZ,X,X,X,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,X,O,O,X,X,X,X,X
SITJLZO,X,O,X,O,X,O,X,X,X,X,X
SITJLOZ,X,X,X,O,X,O,X,X,X,X,X
SITJZLO,X,O,X,O,X,O,X,X,X,X,X
SITJZOL,X,O,X,O,X,X,X,X,O,X,X
SITJOLZ,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,O,X,X
SITZLJO,X,X,X,X,O,O,X,X,X,X,X
SITZLOJ,X,X,X,X,O,O,X,X,X,X,X
SITZJLO,X,O,X,X,O,O,X,X,X,X,X
SITZJOL,X,O,X,X,O,X,X,X,O,X,X
SITZOLJ,X,X,X,X,O,O,X,X,X,X,X
SITZOJL,X,X,X,X,O,X,X,X,O,X,X
SITOLJZ,X,X,X,X,X,O,X,X,X,X,X
SITOLZJ,X,X,X,X,O,O,X,X,X,X,X
SITOJLZ,X,X,X,O,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,O,X,X
SITOZLJ,X,X,X,X,O,O,X,X,X,X,X
SITOZJL,X,X,X,X,O,X,X,X,O,X,X
SILTJZO,X,O,X,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X,X
SILTZJO,X,X,X,X,O,O,X,X,X,X,X
SILTZOJ,X,X,X,X,O,O,X,X,X,X,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X,X
SILTOZJ,X,X,X,X,O,O,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,O,X,X,X,X
SILJTOZ,X,X,X,X,X,O,O,X,X,X,X
SILJZTO,O,O,O,X,O,X,O,X,X,X,X
SILJZOT,O,X,O,X,O,X,O,X,X,X,X
SILJOTZ,X,X,X,X,X,X,O,X,X,X,X
SILJOZT,X,X,O,X,O,X,O,X,X,X,X
SILZTJO,O,X,O,X,O,O,X,X,X,X,X
SILZTOJ,O,X,X,X,O,O,X,X,X,X,X
SILZJTO,O,X,O,X,O,X,X,X,X,X,X
SILZJOT,O,X,O,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,O,X,X,X,X,X,X
SILZOJT,O,X,O,X,O,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,X,O,X,O,X,O,X,X,X,X
SILOZTJ,O,X,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,O,X,O,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,O,O,X,X,X,X
SIJTLOZ,X,X,X,O,X,O,O,X,X,X,X
SIJTZLO,X,O,X,O,X,O,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,O,X,X,O,X,X,X,X
SIJTOZL,X,O,X,O,X,X,X,X,O,X,X
SIJLTZO,X,O,X,X,X,O,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,O,X,X,X,X
SIJLZTO,O,O,O,X,O,X,O,X,X,X,X
SIJLZOT,O,X,O,X,O,X,O,X,X,X,X
