sequence,v115@EhC8IeA8HeD8AeA8CeC8Jex/IvhFihBTkBOqBfsBln?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhFTgBihBfqBRnBUr?BFsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBimB3n?B1wB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBKrBfs?BlsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBfsBlnBiq?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhF8kBzgBRnBiqBFs?B3rB,v115@EhC8IeA8HeD8AeA8CeC8JecFJvhFihBTkBRnBFrBXs?BmpB,v115@EhC8IeA8HeD8AeA8CeC8JeT/IvhFylBRnB0lBmpBFs?B3rB
SJOITZL,O,O,X,X,O,X,O,X
SJOILTZ,O,O,X,X,O,X,O,O
SJOILZT,O,O,X,X,O,X,X,O
SJOIZTL,O,O,X,X,O,X,X,X
SJOIZLT,O,O,X,X,O,X,X,X
SJOLTIZ,O,O,X,X,O,X,X,X
SJOLTZI,X,O,X,X,X,X,X,X
SJOLITZ,O,O,X,X,O,X,X,O
SJOLIZT,O,O,X,X,O,X,X,O
SJOLZTI,X,O,X,O,X,X,X,X
SJOLZIT,O,O,X,O,O,X,X,X
SJOZTIL,O,O,O,X,X,X,X,X
SJOZTLI,O,O,O,X,X,X,X,X
SJOZITL,O,O,O,X,O,X,X,X
SJOZILT,O,O,O,X,O,X,X,X
SJOZLTI,O,O,O,X,X,X,X,X
SJOZLIT,O,O,O,X,O,X,X,X
SZTILJO,O,O,O,X,X,O,O,X
SZTILOJ,O,O,O,X,X,O,O,X
SZTIJLO,O,O,O,X,X,O,O,X
SZTIJOL,O,O,O,X,X,X,O,X
SZTIOLJ,O,O,O,X,X,X,O,X
SZTIOJL,O,O,O,X,X,X,O,X
SZTLIJO,O,O,O,O,X,O,X,X
SZTLIOJ,O,O,O,O,X,O,X,X
SZTLJIO,O,O,O,O,X,O,X,X
SZTLJOI,O,O,O,O,X,O,X,X
SZTLOIJ,O,O,O,O,X,X,X,X
SZTLOJI,O,O,O,O,X,O,X,X
SZTJILO,O,O,O,X,X,O,X,X
SZTJIOL,O,O,O,X,X,X,X,X
SZTJLIO,O,O,O,O,X,O,X,X
SZTJLOI,O,O,O,O,X,O,X,X
SZTJOIL,O,O,O,X,X,X,X,X
SZTJOLI,O,O,O,X,X,X,X,X
SZTOILJ,O,O,O,X,X,X,O,X
SZTOIJL,O,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,O,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X
SZITLJO,X,O,O,X,X,O,O,X
SZITLOJ,X,O,O,X,X,O,O,X
SZITJLO,X,O,O,X,X,O,O,X
SZITJOL,X,O,O,X,X,X,O,X
SZITOLJ,X,O,O,X,X,X,O,X
SZITOJL,X,O,O,X,X,X,O,X
SZILTJO,X,O,X,O,X,X,X,X
SZILTOJ,X,O,X,O,X,X,X,X
SZILJTO,O,O,O,O,O,X,X,X
SZILJOT,O,O,O,O,O,O,X,X
SZILOTJ,O,O,X,O,X,X,O,X
SZILOJT,O,O,O,O,O,O,X,X
SZIJTLO,O,O,O,X,X,O,X,X
SZIJTOL,X,O,O,X,X,X,X,X
SZIJLTO,O,O,O,O,X,X,X,X
SZIJLOT,O,O,O,O,X,O,X,X
SZIJOTL,O,O,O,X,X,X,X,X
SZIJOLT,O,O,O,O,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,O,X
SZIOTJL,X,O,O,X,X,X,O,X
SZIOLTJ,O,O,X,X,X,X,O,X
SZIOLJT,O,O,O,X,O,X,X,X
SZIOJTL,O,O,O,X,O,X,X,X
SZIOJLT,O,O,O,O,O,X,X,X
SZLTIJO,X,O,O,O,X,O,X,X
SZLTIOJ,X,O,O,O,X,O,X,X
SZLTJIO,O,O,O,O,X,O,X,X
SZLTJOI,O,O,O,O,X,O,X,X
SZLTOIJ,O,O,O,O,X,X,X,X
SZLTOJI,O,O,O,O,X,O,X,X
SZLITJO,X,O,X,O,X,X,X,X
SZLITOJ,X,O,X,O,X,X,X,X
SZLIJTO,O,O,O,O,O,X,X,X
SZLIJOT,O,O,O,O,O,O,X,X
SZLIOTJ,O,O,X,O,X,X,X,X
SZLIOJT,O,O,O,O,O,O,X,X
SZLJTIO,O,O,O,O,X,O,X,X
SZLJTOI,O,O,O,O,X,O,X,X
SZLJITO,O,O,O,O,O,X,X,X
SZLJIOT,O,O,O,O,O,O,X,X
SZLJOTI,O,O,X,O,X,O,X,X
SZLJOIT,O,O,X,O,X,O,X,X
SZLOTIJ,O,O,O,O,X,X,X,X
SZLOTJI,O,O,O,O,X,O,X,X
SZLOITJ,O,O,X,O,X,X,X,X
SZLOIJT,O,O,O,O,O,O,X,X
SZLOJTI,O,O,O,O,X,O,X,X
SZLOJIT,O,O,O,O,O,O,X,X
SZJTILO,O,O,O,X,X,O,X,X
SZJTIOL,O,O,O,X,X,X,X,X
SZJTLIO,O,O,O,O,X,O,X,X
SZJTLOI,O,O,O,O,X,O,X,X
SZJTOIL,O,O,O,X,X,X,X,X
SZJTOLI,O,O,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,O,X,X
SZJITOL,O,O,O,X,X,X,X,X
SZJILTO,O,O,O,O,X,X,X,X
SZJILOT,O,O,O,O,X,O,X,X
SZJIOTL,O,O,O,X,X,X,X,X
SZJIOLT,O,O,O,O,X,X,X,X
SZJLTIO,O,O,O,O,X,O,X,X
SZJLTOI,O,O,O,O,X,O,X,X
SZJLITO,O,O,O,O,X,X,X,X
SZJLIOT,O,O,O,O,X,O,X,X
SZJLOTI,O,O,X,X,X,O,X,X
SZJLOIT,O,O,X,O,X,O,X,X
SZJOTIL,O,O,O,X,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X,X
SZJOITL,O,O,O,X,X,X,X,X
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,O,O,O,X,X,X,X,X
SZJOLIT,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,X,X,X,O,X
SZOTIJL,O,O,O,X,X,X,O,X
SZOTLIJ,O,O,O,O,X,X,X,X
SZOTLJI,O,O,O,O,X,X,X,X
SZOTJIL,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,O,X,X,X,X
SZOITLJ,O,O,O,X,X,X,O,X
SZOITJL,O,O,O,X,X,X,O,X
SZOILTJ,O,O,X,X,X,X,O,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X
SZOIJLT,O,O,O,O,O,X,X,X
SZOLTIJ,O,O,O,O,X,X,X,X
SZOLTJI,O,O,O,O,X,X,X,X
SZOLITJ,O,O,X,O,X,X,X,X
SZOLIJT,O,O,O,O,O,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,O,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X
SZOJTLI,O,O,O,O,X,X,X,X
SZOJITL,O,O,O,X,O,X,X,X
SZOJILT,O,O,O,O,O,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,O,X,X,X
SOTILJZ,O,O,X,X,O,X,O,X
SOTILZJ,O,O,O,O,O,X,O,X
SOTIJLZ,O,O,X,X,O,X,O,X
SOTIJZL,O,O,X,X,O,X,O,X
SOTIZLJ,O,O,O,X,O,X,O,X
SOTIZJL,O,O,O,X,O,X,O,X
SOTLIJZ,O,O,X,X,O,X,O,X
SOTLIZJ,O,O,O,O,O,X,O,X
SOTLJIZ,O,O,X,X,O,X,X,X
SOTLJZI,O,O,O,O,O,X,X,X
SOTLZIJ,O,O,O,O,O,X,X,X
SOTLZJI,O,O,O,O,O,X,X,X
SOTJILZ,O,O,X,X,O,X,O,X
SOTJIZL,O,O,X,X,O,X,O,X
SOTJLIZ,O,O,X,X,O,X,X,X
SOTJLZI,O,O,O,O,O,X,X,X
SOTJZIL,O,O,O,X,O,X,X,X
SOTJZLI,O,O,O,X,O,X,X,X
SOTZILJ,O,O,O,X,O,X,O,X
SOTZIJL,O,O,O,X,O,X,O,X
SOTZLIJ,O,O,O,O,O,X,X,X
SOTZLJI,O,O,O,O,O,X,X,X
SOTZJIL,O,O,O,X,O,X,X,X
SOTZJLI,O,O,O,O,O,X,X,X
SOITLJZ,O,O,X,X,O,X,O,X
SOITLZJ,O,O,X,X,X,X,O,X
SOITJLZ,O,O,X,X,O,X,O,X
SOITJZL,O,O,X,X,O,X,O,X
SOITZLJ,O,O,X,X,X,X,O,X
SOITZJL,O,O,X,X,X,X,O,X
SOILTJZ,O,O,X,X,O,X,O,X
SOILTZJ,O,X,X,X,X,X,O,X
SOILJTZ,O,O,X,X,O,X,O,X
SOILJZT,O,O,X,X,O,X,X,X
SOILZTJ,O,X,X,O,X,X,O,X
SOILZJT,O,O,X,O,O,X,X,X
SOIJTLZ,O,O,X,X,O,X,O,X
SOIJTZL,O,O,X,X,O,X,O,X
SOIJLTZ,O,O,X,X,O,X,O,X
SOIJLZT,O,O,X,X,O,X,X,X
SOIJZTL,O,O,X,X,O,X,X,X
SOIJZLT,O,O,X,X,O,X,X,X
SOIZTLJ,O,O,O,X,X,X,O,X
SOIZTJL,O,O,O,X,X,X,O,X
SOIZLTJ,O,O,X,X,X,X,O,X
SOIZLJT,O,O,O,X,O,X,X,X
SOIZJTL,X,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,O,X,X,O,X,O,X
SOLTIZJ,O,O,X,O,O,X,O,X
SOLTJIZ,O,O,X,X,O,X,X,X
SOLTJZI,X,O,X,O,O,X,X,X
SOLTZIJ,X,O,X,O,O,X,X,X
SOLTZJI,X,O,X,O,O,X,X,X
SOLITJZ,O,O,X,X,O,X,O,X
SOLITZJ,O,X,X,X,X,X,O,X
SOLIJTZ,O,O,X,X,O,X,O,X
SOLIJZT,O,O,X,X,O,X,X,X
SOLIZTJ,O,X,X,O,X,X,O,X
SOLIZJT,O,O,X,O,O,X,X,X
SOLJTIZ,O,O,X,X,O,X,X,X
SOLJTZI,X,O,X,X,O,X,X,X
SOLJITZ,O,O,X,X,O,X,X,X
SOLJIZT,O,O,X,X,O,X,X,X
SOLJZTI,X,O,X,O,X,X,X,X
SOLJZIT,O,O,X,O,O,X,X,X
SOLZTIJ,X,O,O,O,X,X,X,X
SOLZTJI,X,O,O,O,X,X,X,X
SOLZITJ,O,O,X,O,X,X,X,X
SOLZIJT,O,O,O,O,O,X,X,X
SOLZJTI,X,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,O,X,X,X
SOJTILZ,O,O,X,X,O,X,O,X
SOJTIZL,O,O,X,X,O,X,O,X
SOJTLIZ,O,O,X,X,O,X,X,X
SOJTLZI,O,O,X,X,O,X,X,X
SOJTZIL,O,O,X,X,O,X,X,X
SOJTZLI,O,O,X,X,O,X,X,X
SOJITLZ,O,O,X,X,O,X,O,X
SOJITZL,O,O,X,X,O,X,O,X
SOJILTZ,O,O,X,X,O,X,O,X
SOJILZT,O,O,X,X,O,X,X,X
SOJIZTL,O,O,X,X,O,X,X,X
SOJIZLT,O,O,X,X,O,X,X,X
SOJLTIZ,O,O,X,X,O,X,X,X
SOJLTZI,X,O,X,X,O,X,X,X
SOJLITZ,O,O,X,X,O,X,X,X
SOJLIZT,O,O,X,X,O,X,X,X
SOJLZTI,X,O,X,O,X,X,X,X
SOJLZIT,O,O,X,O,O,X,X,X
SOJZTIL,O,O,O,X,X,X,X,X
SOJZTLI,O,O,O,X,X,X,X,X
SOJZITL,O,O,O,X,O,X,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,O,X,X,X,X,X
SOJZLIT,O,O,O,X,O,X,X,X
SOZTILJ,O,O,O,X,X,X,O,X
SOZTIJL,O,O,O,X,X,X,O,X
SOZTLIJ,O,O,O,O,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X
SOZTJIL,O,O,O,X,X,X,X,X
SOZTJLI,O,O,O,O,X,X,X,X
SOZITLJ,O,O,O,X,X,X,O,X
SOZITJL,O,O,O,X,X,X,O,X
SOZILTJ,O,O,X,X,X,X,O,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,O,O,O,O,X,X,X
SOZLTIJ,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X
SOZLIJT,O,O,O,O,O,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X
SOZJTIL,O,O,O,X,X,X,X,X
SOZJTLI,O,O,O,O,X,X,X,X
SOZJITL,O,O,O,X,O,X,X,X
SOZJILT,O,O,O,O,O,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X
ZTILJSO,X,O,O,O,O,O,X,X
ZTILJOS,X,O,O,X,O,O,X,X
ZTILSJO,X,O,O,O,X,O,X,X
ZTILSOJ,X,O,O,O,X,O,X,X
ZTILOJS,X,O,O,O,O,O,X,X
ZTILOSJ,X,O,O,O,X,O,X,X
ZTIJLSO,O,O,O,O,X,O,X,X
ZTIJLOS,X,O,O,O,X,O,X,O
ZTIJSLO,O,O,O,X,X,O,X,X
ZTIJSOL,O,O,O,X,X,X,X,X
ZTIJOLS,O,O,O,O,X,O,X,O
ZTIJOSL,O,O,O,X,X,X,X,X
ZTISLJO,O,O,O,O,O,O,X,X
ZTISLOJ,O,O,O,O,O,O,X,X
ZTISJLO,O,O,O,X,X,O,X,X
ZTISJOL,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,X,O,X,X,X
ZTISOJL,O,O,O,X,O,X,X,X
ZTIOLJS,X,O,O,O,O,O,X,X
ZTIOLSJ,O,O,O,O,X,O,X,X
ZTIOJLS,O,O,O,O,O,O,X,X
ZTIOJSL,O,O,O,X,O,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X,X
ZTLIJSO,X,O,O,O,O,O,X,X
ZTLIJOS,X,O,O,O,O,O,X,X
ZTLISJO,X,O,O,O,X,O,X,X
ZTLISOJ,X,O,O,O,X,O,X,X
ZTLIOJS,X,O,O,O,O,O,X,X
ZTLIOSJ,X,O,O,O,X,O,X,X
ZTLJISO,O,O,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,O,O,X,X
ZTLJSIO,O,O,O,O,O,O,X,X
ZTLJSOI,O,O,O,O,X,O,X,X
ZTLJOIS,O,X,O,O,X,O,X,X
ZTLJOSI,O,O,O,O,X,O,X,X
ZTLSIJO,O,O,O,O,O,O,X,X
ZTLSIOJ,O,O,O,O,O,O,X,X
ZTLSJIO,O,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,X,O,X,X
ZTLSOIJ,O,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,O,O,X,X
ZTLOIJS,O,X,O,O,O,O,X,X
ZTLOISJ,O,X,O,O,X,O,X,X
ZTLOJIS,O,X,O,O,O,O,X,X
ZTLOJSI,O,O,O,O,O,O,X,X
ZTLOSIJ,O,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,O,O,X,X
ZTJILSO,O,O,O,O,X,O,X,X
ZTJILOS,O,O,O,O,X,O,X,O
ZTJISLO,O,O,O,X,X,O,X,X
ZTJISOL,O,O,O,X,X,X,X,X
ZTJIOLS,O,O,O,O,X,O,X,O
ZTJIOSL,O,O,O,X,X,X,X,X
ZTJLISO,O,O,O,O,X,O,X,X
ZTJLIOS,O,O,O,O,X,O,X,X
ZTJLSIO,O,O,O,O,X,O,X,X
ZTJLSOI,O,O,O,O,X,O,X,X
ZTJLOIS,O,X,O,O,X,O,X,X
ZTJLOSI,O,O,O,O,X,O,X,X
ZTJSILO,O,O,O,X,X,O,X,X
ZTJSIOL,O,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,O,X,O,X,X
ZTJSLOI,O,O,O,O,X,O,X,X
ZTJSOIL,O,O,O,X,X,X,X,X
ZTJSOLI,O,O,O,X,X,X,X,X
ZTJOILS,O,O,O,O,X,O,X,O
ZTJOISL,O,O,O,X,X,X,X,X
ZTJOLIS,O,X,O,O,X,O,X,X
ZTJOLSI,O,O,O,O,X,O,X,X
ZTJOSIL,O,O,O,X,X,X,X,X
ZTJOSLI,O,O,O,O,X,X,X,X
ZTSILJO,O,O,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,O,O,X
ZTSIJLO,O,O,O,X,X,O,O,X
ZTSIJOL,O,O,O,X,X,X,O,X
ZTSIOLJ,O,O,O,X,O,X,O,X
ZTSIOJL,O,O,O,X,O,X,O,X
ZTSLIJO,O,O,O,O,O,O,X,X
ZTSLIOJ,O,O,O,O,O,O,X,X
ZTSLJIO,O,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,O,O,X,X
ZTSJILO,O,O,O,X,X,O,X,X
ZTSJIOL,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,O,X,O,X,X
ZTSJLOI,O,O,O,O,X,O,X,X
ZTSJOIL,O,O,O,X,X,X,X,X
ZTSJOLI,O,O,O,X,X,X,X,X
ZTSOILJ,O,O,O,X,O,X,O,X
ZTSOIJL,O,O,O,X,O,X,O,X
ZTSOLIJ,O,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,X,O,X,X,X
ZTSOJLI,O,O,O,O,O,X,X,X
ZTOILJS,O,O,O,O,O,O,X,X
ZTOILSJ,O,O,O,O,X,O,X,X
ZTOIJLS,O,O,O,O,O,O,X,X
ZTOIJSL,O,O,O,X,O,X,X,X
ZTOISLJ,O,O,O,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X,X
ZTOLIJS,O,X,O,O,O,O,X,X
ZTOLISJ,O,X,O,O,X,O,X,X
ZTOLJIS,O,X,O,O,O,O,X,X
ZTOLJSI,O,O,O,O,O,O,X,X
ZTOLSIJ,O,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,O,O,X,X
ZTOJILS,O,O,O,O,O,O,X,X
ZTOJISL,O,O,O,X,O,X,X,X
ZTOJLIS,O,X,O,O,O,O,X,X
ZTOJLSI,O,O,O,O,O,O,X,X
ZTOJSIL,O,O,O,X,O,X,X,X
ZTOJSLI,O,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,X,O,X,O,X
ZTOSIJL,O,O,O,X,O,X,O,X
ZTOSLIJ,O,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,X,O,X,X,X
ZTOSJLI,O,O,O,O,O,X,X,X
ZITLJSO,X,O,O,O,X,O,X,X
ZITLJOS,X,O,O,X,X,O,X,X
ZITLSJO,X,O,O,O,X,O,X,X
ZITLSOJ,X,O,O,O,X,O,X,X
ZITLOJS,X,O,O,O,X,O,X,X
ZITLOSJ,X,O,O,O,X,O,X,X
ZITJLSO,O,O,O,O,X,O,X,X
ZITJLOS,X,O,O,O,X,O,X,O
ZITJSLO,O,O,O,X,X,O,X,X
ZITJSOL,O,O,O,X,X,X,X,X
ZITJOLS,O,O,O,O,X,O,X,O
ZITJOSL,O,O,O,X,X,X,X,X
ZITSLJO,O,O,O,X,X,O,X,X
ZITSLOJ,O,O,O,X,X,O,X,X
ZITSJLO,O,O,O,X,X,O,X,X
ZITSJOL,O,O,O,X,X,X,X,X
ZITSOLJ,O,O,O,X,X,X,X,X
ZITSOJL,O,O,O,X,X,X,X,X
ZITOLJS,X,O,O,O,X,O,X,X
ZITOLSJ,O,O,O,O,X,O,X,X
ZITOJLS,O,O,O,O,X,O,X,X
ZITOJSL,O,O,O,X,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X,X
ZILTJSO,X,O,X,O,X,O,X,X
ZILTJOS,X,X,X,O,X,O,X,X
ZILTSJO,X,O,X,O,X,O,X,X
ZILTSOJ,X,O,X,O,X,O,X,X
ZILTOJS,X,X,X,O,X,O,X,X
ZILTOSJ,X,X,X,O,X,O,X,X
ZILJTSO,O,O,O,O,X,O,X,X
ZILJTOS,O,X,O,O,X,O,X,X
ZILJSTO,O,O,O,O,X,X,X,X
ZILJSOT,O,O,O,O,X,O,X,X
ZILJOTS,O,X,O,O,X,O,X,X
ZILJOST,O,O,O,O,X,O,X,X
ZILSTJO,X,O,X,O,X,X,X,X
ZILSTOJ,X,O,X,O,X,X,X,X
ZILSJTO,X,O,X,O,X,X,X,X
ZILSJOT,X,O,X,O,X,O,X,X
ZILSOTJ,X,O,X,O,X,X,X,X
ZILSOJT,X,O,X,O,X,O,X,X
ZILOTJS,O,X,X,O,X,O,X,X
ZILOTSJ,O,X,X,O,X,X,X,X
ZILOJTS,O,X,O,O,X,O,X,X
ZILOJST,O,O,O,O,X,O,X,X
ZILOSTJ,O,O,X,O,X,X,X,X
ZILOSJT,O,O,X,O,X,O,X,X
ZIJTLSO,O,O,O,O,X,O,X,X
ZIJTLOS,O,O,O,O,X,O,X,O
ZIJTSLO,O,O,O,X,X,O,X,X
ZIJTSOL,O,O,O,X,X,X,X,X
ZIJTOLS,O,O,O,O,X,O,X,O
ZIJTOSL,O,O,O,X,X,X,X,X
ZIJLTSO,O,O,O,O,X,O,X,X
ZIJLTOS,O,X,O,O,X,O,X,X
ZIJLSTO,O,O,O,O,X,X,X,X
ZIJLSOT,O,O,O,O,X,O,X,X
ZIJLOTS,O,X,O,O,X,O,X,O
ZIJLOST,O,O,O,O,X,O,X,O
ZIJSTLO,O,O,O,X,X,O,X,X
ZIJSTOL,O,O,O,X,X,X,X,X
ZIJSLTO,O,O,O,O,X,X,X,X
ZIJSLOT,O,O,O,O,X,O,X,X
ZIJSOTL,O,O,O,X,X,X,X,X
ZIJSOLT,O,O,O,O,X,X,X,X
ZIJOTLS,O,X,O,O,X,O,X,O
ZIJOTSL,O,X,O,X,X,X,X,X
ZIJOLTS,O,X,O,O,X,O,X,O
ZIJOLST,O,O,O,O,X,O,X,O
ZIJOSTL,O,O,O,X,X,X,X,X
ZIJOSLT,O,O,O,O,X,X,X,X
ZISTLJO,X,O,O,X,X,O,O,X
ZISTLOJ,X,O,O,X,X,O,O,X
ZISTJLO,X,O,O,X,X,O,O,X
ZISTJOL,X,O,O,X,X,X,O,X
ZISTOLJ,X,O,O,X,X,X,O,X
ZISTOJL,X,O,O,X,X,X,O,X
ZISLTJO,X,O,X,X,X,X,X,X
ZISLTOJ,X,O,X,X,X,X,X,X
ZISLJTO,O,O,O,X,X,X,X,X
ZISLJOT,O,O,O,X,X,O,X,X
ZISLOTJ,O,O,X,X,X,X,O,X
ZISLOJT,O,O,O,X,X,O,X,X
ZISJTLO,O,O,O,X,X,O,X,X
ZISJTOL,X,O,O,X,X,X,X,X
ZISJLTO,O,O,O,O,X,X,X,X
ZISJLOT,O,O,O,O,X,O,X,X
ZISJOTL,O,O,O,X,X,X,X,X
ZISJOLT,O,O,O,O,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,O,X
ZISOTJL,X,O,O,X,X,X,O,X
ZISOLTJ,O,O,X,X,X,X,O,X
ZISOLJT,O,O,O,X,X,X,X,X
ZISOJTL,O,O,O,X,X,X,X,X
ZISOJLT,O,O,O,O,X,X,X,X
ZIOTLJS,O,X,O,O,X,O,X,X
ZIOTLSJ,O,X,O,O,X,O,X,X
ZIOTJLS,O,X,O,O,X,O,X,X
ZIOTJSL,O,X,O,X,X,X,X,X
ZIOTSLJ,O,X,O,X,X,X,X,X
ZIOTSJL,O,X,O,X,X,X,X,X
ZIOLTJS,O,X,X,O,X,O,X,X
ZIOLTSJ,O,X,X,O,X,X,X,X
ZIOLJTS,O,X,O,O,X,O,X,X
ZIOLJST,O,O,O,O,X,O,X,X
ZIOLSTJ,O,O,X,O,X,X,X,X
ZIOLSJT,O,O,X,O,X,O,X,X
ZIOJTLS,O,X,O,O,X,O,X,X
ZIOJTSL,O,X,O,X,X,X,X,X
ZIOJLTS,O,X,O,O,X,O,X,X
ZIOJLST,O,O,O,O,X,O,X,X
ZIOJSTL,O,O,O,X,X,X,X,X
ZIOJSLT,O,O,O,O,X,X,X,X
ZIOSTLJ,O,O,O,X,X,X,O,X
ZIOSTJL,O,O,O,X,X,X,O,X
ZIOSLTJ,O,O,X,X,X,X,O,X
ZIOSLJT,O,O,O,X,X,X,X,X
ZIOSJTL,O,O,O,X,X,X,X,X
ZIOSJLT,O,O,O,O,X,X,X,X
ZLTIJSO,X,O,O,O,O,O,X,X
ZLTIJOS,X,O,O,O,O,O,X,X
ZLTISJO,X,O,O,O,X,O,X,X
ZLTISOJ,X,O,O,O,X,O,X,X
ZLTIOJS,X,O,O,O,O,O,X,X
ZLTIOSJ,X,O,O,O,X,O,X,X
ZLTJISO,O,O,O,O,O,O,X,X
ZLTJIOS,O,O,O,O,O,O,X,X
ZLTJSIO,O,O,O,O,O,O,X,X
ZLTJSOI,O,O,O,O,X,O,X,X
ZLTJOIS,O,X,O,O,X,O,X,X
ZLTJOSI,O,O,O,O,X,O,X,X
ZLTSIJO,O,O,O,O,O,O,X,X
ZLTSIOJ,O,O,O,O,O,O,X,X
ZLTSJIO,O,O,O,O,O,O,X,X
ZLTSJOI,O,O,O,O,X,O,X,X
ZLTSOIJ,O,O,O,O,O,X,X,X
ZLTSOJI,O,O,O,O,O,O,X,X
ZLTOIJS,O,X,O,O,O,O,X,X
ZLTOISJ,O,X,O,O,X,O,X,X
ZLTOJIS,O,X,O,O,O,O,X,X
ZLTOJSI,O,O,O,O,O,O,X,X
ZLTOSIJ,O,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,O,O,X,X
ZLITJSO,X,O,X,O,X,O,X,X
ZLITJOS,X,X,X,O,X,O,X,X
ZLITSJO,X,O,X,O,X,O,X,X
ZLITSOJ,X,O,X,O,X,O,X,X
ZLITOJS,X,X,X,O,X,O,X,X
ZLITOSJ,X,X,X,O,X,O,X,X
ZLIJTSO,O,O,O,O,X,O,X,X
ZLIJTOS,O,X,O,O,X,O,X,X
ZLIJSTO,O,O,O,O,X,X,X,X
ZLIJSOT,O,O,O,O,X,O,X,X
ZLIJOTS,O,X,O,O,X,O,X,X
ZLIJOST,O,O,O,O,X,O,X,X
ZLISTJO,X,O,X,O,X,X,X,X
ZLISTOJ,X,O,X,O,X,X,X,X
ZLISJTO,X,O,X,O,X,X,X,X
ZLISJOT,X,O,X,O,X,O,X,X
ZLISOTJ,X,O,X,O,X,X,X,X
ZLISOJT,X,O,X,O,X,O,X,X
ZLIOTJS,O,X,X,O,X,O,X,X
ZLIOTSJ,O,X,X,O,X,X,X,X
ZLIOJTS,O,X,O,O,X,O,X,X
ZLIOJST,O,O,O,O,X,O,X,X
ZLIOSTJ,O,O,X,O,X,X,X,X
ZLIOSJT,O,O,X,O,X,O,X,X
ZLJTISO,O,O,O,O,O,O,X,X
ZLJTIOS,O,O,O,O,O,O,X,X
ZLJTSIO,O,O,O,O,O,O,X,X
ZLJTSOI,O,O,O,O,X,O,X,X
ZLJTOIS,O,X,O,O,X,O,X,X
ZLJTOSI,O,O,X,O,X,O,X,X
ZLJITSO,O,O,O,O,X,O,X,X
ZLJITOS,O,X,O,O,X,O,X,X
ZLJISTO,O,O,O,O,X,X,X,X
ZLJISOT,O,O,O,O,X,O,X,X
ZLJIOTS,O,X,O,O,X,O,X,X
ZLJIOST,O,O,O,O,X,O,X,X
